Malayalam,Tamil
അഗമോസ്പർമി,அகமோஸ்பெர்மி
അഗറും,அகர்
അഗരോസ്,அகரோஸ்
അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്,அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்
അഗരോസ് പോളിമർ ജെൽ,அகரோஸ் பாலிமர் ஜெல்
അഗാധമായ,அகாஸ்ட்
കൂരക്കം,நீலக்கத்தாழை
പ്രായ വിതരണം,வயது விநியோகம்
പ്രായ പിരമിഡ്,வயது பிரமிட்
നിര്മ്മിപ്പ,திரட்டுதல்
ആകെത്തുകയായുള്ള,மதிப்பீட்டு
ഫോളിക്കിളിന്റെ ആകെത്തുക,நுண்ணறைகளின் மொத்தம்
ഫോളിക്കിളിന്റെ ആകെത്തുക,நுண்ணறைகளின் மொத்தம்
അഗ്രഗേഷൻ,திரட்டுதல்
ആക്രമശാസ്ത്രം,ஆக்கிரமிப்பு
അജിറ്ററ്റർ സിസ്റ്റം,கிளர்ச்சி அமைப்பு
അഗ്നിനാഥ,அக்னாதா
അഗൗട്ടി,அகூட்டி
അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്,அக்ரானல் குளோரோபிளாஸ்ட்
അഗ്രനനുകാരി,வேளாண்
അഗ്രമായനുലോസിടെ,அக்ரானுலோசைட்
കൃഷിപ്പണി,வேளாண்மை
അഗ്രോഫോറസ്ട്രി,வளர்ப்பு
അഗ്രോബക്രിയം മധ്യസ്ഥത,அக்ரோபாக்டீரியம் மத்தியஸ்தம்
അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്,அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்
കാർഷിക,வேளாண் வேதியியல்
കാർഷിക,வேளாண் வேதியியல்
അഗ്രോക്ലിമീയ മേഖല,வேளாண் மண்டலம்
അഗ്രോണമിക് സ്വഭാവം,வேளாண் பண்பு
അഗ്രോണമി,வேளாண்
എയ്ഡ്സ്,எய்ட்ஸ்
എയർ ബ്ളാഡര്,காற்று சிறுநீர்ப்பை
എയർകണ്ടീഷണർ,ஏர் கண்டிஷனர்
എയർ പാസേജ്,விமானப் பாதை
വായു മലിനീകരണം,காற்று மாசுபாடு
വ്ലാക്,ஏர் சாக்
വായു ശൂന്യത,காற்று வெற்றிடம்
എയർ ശ്വസനം,காற்று சுவாசம்
അനെയ്ൻ,அலைன்
അലറി പേശി,அலரி தசை
അലാസ്കൻ ബ്ര rown ൺ ബിയർ,அலாஸ்கன் பிரவுன் கரடி
ആൽബിനോ,இயற்கை நிறத்தை இழந்தவர்
ആൽബൂഗോ,அல்புகோ
ആൽബമിൻ,ஆல்புமின்
ആൽബ്യൂമിനസ് വിത്ത്,ஆல்புமினஸ் விதை
അൽബുമിനൂറിയ,அல்புமினூரியா
ആൽബനം,ஆல்பர்னம்
അൽകെഡെ,அல்செடே
Aldeheeede,ஆல்டிஹீட்
ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം,ஆல்டோஸ்டிரோன் அமைப்பு
ആൽഡോസ്റ്റെറോൺ,ஆல்டோஸ்டிரோன்
അലോറോൺ ലെയർ,அலியுரோன் அடுக்கு
അലൂറോപ്ലാസ്റ്റ്,அலூரோபிளாஸ்ட்
പയറുവർഗ്ഗങ്ങൾ,அல்பால்ஃபா
ആൽഗൽ പൂവ്,பாசி பூக்கும்
അൾഗിൻ,ஆல்ஜின்
അന്യഗ്രഹ ഡിഎൻഎ,ஏலியன் டி.என்.ஏ.
അന്യഗ്രഹ ജീവികൾ,அன்னிய இனங்கள்
വിന്യാപകമായ,சீரமைப்பு
വിന്യാപകമായ,சீரமைப்பு
അലിമെന്ററി കനാൽ,உணவுக்குழாய்
അലിമെന്ററി സിസ്റ്റം,ஆன்டிமென்டரி சிஸ்டம்
അലിയാസം,அலிஸ்மேசீஸ்
ആൽക്കലോയിഡ്,காராய்டு
ആൽക്കലൈൻ,கார
ആൽക്കപ്റ്റോറിയ,அல்காப்டோனூரியா
Allantois,அலன்டோயிஸ்
അല്ലെൽ ഫ്രീക്വൻസി,அலீல் அதிர்வெண்
അല്ലലേ,அல்லீல்
അല്ലോമോർഫിക് ജോഡി,அல்லீலோமார்பிக் ஜோடி
അലർജി,ஒவ்வாமை
ചീങ്കണ്ണി,முதலை
അല്ലിയം സിപ,அல்லியம் செபா
അലോഗാമി,Allocamy
അല്ലുഫ്രാഫ്റ്റ്,அலோகிராஃப்ட்
അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ,அலோபாட்ரிக் விவரக்குறிப்பு
Allopolyplogid,அலோபோலிப்ளோயிட்
എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്,அலோஸ்டெரிக் விளைவு
Allonteric enzyme,அலோஸ்டெரிக் என்சைம்
ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ,அலோஸ்டெரிக் இன்ஹிபிட்டர்
എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ,அலோஸ்டெரிக் பண்பேற்றம்
ഓസ്റ്റോസ്റ്റർ സൈറ്റ്,அலோஸ்டெரிக் தளம்
ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്,அலோஸ்டெரிக் தடுப்பு
അലോട്ട്ട്രലോയിഡ്,அலோடெட்ராப்ளோயிட்
അൽനസ്,அல்னஸ்
കറ്റാർ,கற்றாழை
ആക്സോണിനൊപ്പം,அச்சுடன்
ആൽഫ-ആന്റിട്രിറ്റിപ്സ്,ஆல்பா-ஆன்டிட்ரிப்சின்
ആൽഫ-ലാക്റ്റൽബുമിൻ,ஆல்பா-லாக்டல்புமின்
ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ,ஆல்பைன் காலநிலை நிலை
ആൽപൈൻ മെഡോ,ஆல்பைன் புல்வெளி
ആൽപൈൻ സോൺ,ஆல்பைன் மண்டலம்
ആൽസ്റ്റോണിയ,ஆல்ஸ்டோனியா
ആദരജോ,ஆல்டர்னேரியா
ഏകാന്തരക്രമത്തിൽ,மாற்று
തലമുറയുടെ മാറിമാറ്റം,தலைமுறையின் மாற்று
ഉറ്റമകരമായ രോഗം,உயர நோய்
ഉയരം,உயரம்
അൽവിയോളാർ നാളം,அல்வியோலர் குழாய்
അലിറ്റ്സ്,Alytes
അല്ഷിമേഴ്സ് രോഗം,அல்சீமர் நோய்
അമാക്രീൻ സെൽ,AMACRINE CELL
അമറാന്തം,அமராந்தேசி
അമരന്തസ്,அமராந்தஸ்
ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത,சுற்றுப்புற ஆஸ்மோடிக் செறிவு
ആംബിസ്റ്റോമ,அம்ப்ஸ்டோமா
അറുമണ്ടിന്,அமைடு
അമിനോ അമ്ലം,அமினோ அமிலம்
അമിനോ ആസിഡ് സ്വീകാര്യത,அமினோ அமில ஏற்பி
അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്,அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்
അമിപോസിലേഷൻ,அமினோஅசிலேஷன்
അമിറ്റോസിസ്,அமிடோசிஸ்
ക്ഷാരവായു,அம்மோனியா
അമ്മോണിഫിക്കേഷൻ,அம்மோனிகேஃபிகேஷன்
അമോമോട്ടലിസം,அம்மோனோடெலிசம்
അമ്നിയോസെന്റസിസ്,அம்னோசென்டெசிஸ்
Amniocentess സാങ്കേതികത,அம்னோசென்டெசிஸ் நுட்பம்
Amniocyte,அம்னியோசைட்
Amnion,அம்னியன்
അമ്നിയോട്ടിക് ദ്രാവകം,அம்னோடிக் திரவம்
അമ്നിയോട്ടിക് മെംബ്രൺ,அம்னோடிக் சவ்வு
അമ്നിയോട്ടിക് സഞ്ചി,அம்னோடிக் சாக்
അമീബ,அமீபா
Amoebocyte,அமீபோசைட்
Amoeboid,அமீபாய்டு
Amoeboid lymphocyte,அமீபாய்டு லிம்போசைட்
അമോബോഡ് ചലനം,அமீபாய்டு இயக்கம்
അക്കോറോഫസ്,உருவமற்ற
സംഖ,தொகை
ആംഫെറ്റാമൈൻ,ஆம்பெடமைன்
ആംഫിബിയ,ஆம்பிபியா
ആംഫിബിയൻ,ஆம்பிபியன்
ആംഫിബിയൻ,ஆம்பிபியன்
Amphioxus,ஆம்பியோக்ஸஸ்
ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്,ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்
ഉംഫിപതിക്,ஆம்பிபாதிக்
ആംഫിപതിക് ലിപിഡ്,ஆம்பிபாதிக் லிப்பிட்
ആംഫിസാർക്ക,ஆம்பிசர்கா
ആമ്പസില്ലിൻ,ஆம்பிசிலின்
അമ്പള്ളു,ஆம்புல்லா
മുള്ളറി ഗ്രന്ഥി,ஆம்பல்லரி சுரப்பி
ആമിഗ്ഡാൽ,அமிக்டால்
ആമിഗ്ഡേൽ,அமிக்டேல்
ആമിഗ്ഡാലിൻ,அமிக்டலின்
അമിലേസ്,அமிலேஸ்
അമിലോപ്ലാസ്റ്റ്,அமிலோபிளாஸ்ட்
അനാബെന,அனபீனா
അനബാസ്,அனபாஸ்
അനാബോളിക് പാത,அனபோலிக் பாதைகள்
അനാബോളിസം,அனபோலிசம்
അനകാർഡിയേസി,அனகார்டியாசி
വിളമിയ,இரத்த சோகை
അയ്റോബ്,காற்றில்லா
അനാറോബിക് ഇന്ധനം,காற்றில்லா எரிபொருள்
അനാറോബിക് ശ്വസനം,காற்றில்லா சுவாசம்
അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ,காற்றில்லா கசடு டைஜெஸ்டர்
Anaerobic,காற்றில்லா
അനൈമ,அனைமா
മലദ്വാരം,குத
മലദ്വാരം,குத
മലദ്വാരം,குத துளை
അനൽ സെറി,குத செர்சி
അനൽ ലൂപ്പ്,குத லூப்
അനൽ ശൈലി,குத பாணி
അനസ്),ஒப்பீட்டு
അനസ്),ஒப்பீட்டு
അനലോഗി,ஒப்புமை
അനലോഗി,ஒப்புமை
വിശകലനം,பகுப்பாய்வு
അനാഫേസ്,அனாபேஸ்
Anatomic തടസ്സം,உடற்கூறியல் தடை
ശരീരഘടന,உடற்கூறியல் அம்சம்
അനാട്ടമിസ്റ്റ്,உடற்கூறியல் நிபுணர்
ശരീരശാസ്തം,உடற்கூறியல்
പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി,மூதாதையர் வழித்தோன்றல் வரிசை
പൂർവ്വിക വംശജർ,மூதாதையர் பரம்பரை
പൂർവ്വാവസ്ഥ,மூதாதையர் வரிசை
ആൻസിലോസ്റ്റമ,அன்சிலோஸ்டோமா
ആൻഡ്രോസിയം,ஆண்ட்ரோசியம்
ആൻഡ്രോജൻ,ஆண்ட்ரோஜன்
വിളമിയ,இரத்த சோகை
അനെമോൺ,அனிமோன்
Aneuplogode,அனூப்ளோயிட்
അനിയുപ്ലോയിഡി,அனூப்ளோயிடி
ആഞ്ചിന,ஆஞ்சினா
ആൻജിയോഗ്രാം,ஆஞ்சியோகிராம்
ആഗിരിഗ്രാഫ്,ஆஞ்சியோகிராஃப்
ആജീദർ,ஆஞ்சியோகிராஃபி
ആൻജിയോപ്ലാസ്റ്റി,ஆஞ்சியோபிளாஸ்டி
അൻജിയോസ്പെർം,ஆஞ்சியோஸ்பெர்ம்
ആൻജിയോടെൻസിൻ,ஆஞ்சியோடென்சின்
ആൻജിയോടെൻസിനോജെൻ,ஆஞ்சியோடென்சினோஜென்
ആംഗ്ലർ മത്സ്യം,ஆங்லர் மீன்
മുതൽക്കുള,அங்குயினா
ഉള്ക്കൊണ്ടിൻ,ஆங்குயிஸ்
ജന്തു,விலங்கு
ജന്തു,விலங்கு
മൃഗം ചാണകം,விலங்கு சாணம்
മൃഗസംരക്ഷണം,கால்நடை வளர்ப்பு
അനിമൽ കരിയട്ടിപ്പിംഗ്,விலங்கு காரியோடைப்பிங்
ജന്തു ലോകം,விலங்கு இராச்சியம்
മൃഗങ്ങളുടെ ടിഷ്യു,விலங்கு திசு
അദ്ധ്യാപകൻ,விலங்கு
അനിയോൺ,அனியன்
അനിസോട്രോപിക് ബാൻഡ്,அனிசோட்ரோபிக் பேண்ட்
അനെലിലിംഗ്,அனீலிங்
Anenelid,Annelid
അന്നലിഡ,அன்னெலிடா
വാർഷിക മോതിരം,ஆண்டு வளையம்
റദ്ദാക്കിയത്,வருடாந்திர
ചെറുമാനം,Annule
അപാകത തരം,ஒழுங்கற்ற வகை
അനോഫെൽസ്,அனோபீல்ஸ்
ഉറുമ്പുതീനി,எறும்பு உண்பவர்
വിരുദ്ധ,விரோதமான
അന്റാർട്ടിക്ക്,அண்டார்டிக்
ഏരിയെല്,ஆண்டெனா
ആന്റിന കോംപ്ലക്സ്,ஆண்டெனா காம்ப்ளக்ஸ்
ആന്റിനൽ ഗ്രന്ഥി,ஆண்டெனல் சுரப்பி
ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ,முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு
ആന്റീരി ഹൈപ്പോഫിസിസ്,முன்புற ஹைப்போபிஸிஸ்
മുൻകാല ഇടവേള സൾക്കസ്,முன்புற தலையீட்டு சல்கஸ்
അഥേർ,மகரந்தம்
ആന്തർ സംസ്കാരം,மகரந்த கலாச்சாரம்
അങ്കാദിയം,Anteridium
Antresood,ஆந்தமாசி
ആന്തസംഘങ്ങൾ,அந்தோசெரோஸ்
ആന്തസൂറോടോപ്സിഡ,அந்தோசெரோடோப்சிடா
ആന്ത്രാക്സ്,ஆந்த்ராக்ஸ்
ആന്ത്രോപെനിക് വംശനാശം,மானுடவியல் அழிவு
നരവംശശാസ്ത്രം,மானுடவியல்
ആൻറി ബാക്ടീരിയൽ,பாக்டீரியா எதிர்ப்பு
ആൻറിബയോട്ടിക് പെനിസിലിൻ,ஆண்டிபயாடிக் பென்சிலின்
ആൻറിബയോട്ടിക് പ്രതിരോധം,ஆண்டிபயாடிக் எதிர்ப்பு
ആൻറിബയോട്ടിക് (കൾ),நுண்மணி
ആന്റിബോഡി,ஆன்டிபாடி
ആന്റിബോഡി ദമ്പതികൾ,ஆன்டிபாடி ஜோடி
ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി,ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
Anicoagululant,ஆன்டிகோகுலண்ட்
ആന്റികോഡൻ ലൂപ്പ്,ஆன்டிகோடன் லூப்
ആന്റീഡിപ്രസന്റ്,ஆண்டிடிரஸன்
ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH),ஆண்டிடியூரிடிக் ஹார்மோன் (ADH)
ആന്റിജൻ ജീൻ,ஆன்டிஜென் மரபணு
ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്,ஆன்டிஜென்-ஆன்டிபாடி வளாகம்
ആന്റിഗനിക് ഡിറ്റർമിനന്റ്,ஆன்டிஜெனிக் தீர்மானிப்பான்
ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ,முரண்பாடு காரணி
ആന്റിഓക്സിഡന്റ്,ஆக்ஸிஜனேற்ற
ആന്റിപോഡൽ ന്യൂക്ലിയസ്,ஆன்டிபோடல் கரு
ആന്റി സെൻസ് ആർഎൻഎ,எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ
ആൻറിവിറൽ പ്രോട്ടീൻ,ஆன்டிவைரல் புரதம்
ആധാട്,Antrum
Anuclate,அனுக்ளீட்
ഗുദം,ஆசனவாய்
ഉത്കണ്ഠ രോഗം,கவலைக் கோளாறு
അയോർട്ടിക് കമാനം,பெருநாடி வளைவு
അയോർട്ടിക് ഗാംഗ്ലിയൻ,பெருநாடி கேங்க்லியன்
അയോർട്ടിക് സെമിലുനാർ വാൽവ്,பெருநாடி செமிலுனர் வால்வு
അയോർട്ടിക് വാൽവ്,பெருநாடி வால்வு
APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്),APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது)
അപ്പോയിലൈക്ക് പൂർവ്വം,அப்பெலிக் மூதாதையர்
ആഫിഡ്,அஃபிட்
അഫ്രോഡൈറ്റ്,அப்ரோடைட்
അഗ്ര ആധിപത്യം,நுனி ஆதிக்கம்
അപ്ലിക്കേഷൻ പാഡ്,அபிகல் பேட்
അവലി,பொருள்
Apis ഇൻഡിക്ക,Apis indica
എപ്ലാനോസ്പോര്,Applanospore
അപ്ളീസിയ,அப்லிசியா
അപ്പോക്കാർപേ,அப்போகார்பே
അപ്പോക്കറസ്,அப்போகார்பஸ்
അപ്പോക്കർബസ് അണ്ഡാശയം,அப்போகார்பஸ் கருப்பை
അപ്പോക്രൈൻ ഗ്രന്ഥി,அபோக்ரைன் சுரப்பி
അപെൻസൈം,அப்போஎன்சைம்
ശാന്തമായ,Apomict
അപ്പോമിക്സിസ്,Apomixis
UpoPlasm,அபோபிளாசம்
Apopleastic വഴി,அப்போபிளாஸ்டிக் பாதை
അപ്പോപ്ടോസിസ്,அப்போப்டொசிஸ்
ഉപകരണങ്ങള്,கருவி
കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം,Appendicular எலும்புக்கூட்டை
കീകത്തിന്റെ അനുബന്ധം,சீக்கத்தின் பின் இணைப்பு
ആപ്പിൾ ഒച്ചുകൾ,ஆப்பிள் நத்தை
അക്വാകൾച്ചർ,மீன்வளர்ப்பு
അക്വാപ്പീര,அக்வாபோரின்
ജലവിഷയക്കാരൻ,நீர்வாழ் ஆம்பிபியன்
ജലരീതി,நீர்வாழ் வடிவம்
ജല ആവാസവ്യവസ്ഥ,நீர்வாழ் வாழ்விடம்
ജലജീവിങ്ങള്,நீர்வாழ் உயிரினம்
ജലസ്വചന്തി,நீர்வாழ் ஆலை
ജലവിശ്വാസം,நீர்வாழ் சுவாசம்
ജല ദ്രാവകം,நீர்வாழ் திரவம்
ജലീയ ഉന്മൂലനം,அக்வஸ் முமல்
ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം,நீர்வாழ் உள்-செல்லுலார் திரவம்
ജലീയ സാമ്പിള്,அக்வஸ் மாதிரி
ജലീയ പരിഹാരം,நீர் பத திரவம்
അക്വില,அக்விலா
അറബിഡോപ്സിസ്,அரபிடோப்சிஸ்
അരാക്നിഡ,அராக்னிடா
അരാക്നോയിഡ്,அராக்னாய்டு
അരാനിയസ്,அரேனியஸ்
അർബസവാളികമായ,ஆர்பெசண்ட்
അർബറോസന്റ് ലൈക്കോപോഡ്,ஆர்போரசென்ட் லைகோபாட்
ആർക്കീഫായ,தொல்பொருள்
ആൾജിഗോണിയം,ஆர்க்கிகோனியம்
ദീപസമൂഹം,தீவுக்கூட்டம்
ആർട്ടിക്,ஆர்க்டிக்
ആർട്ടിക് ടെർൺ,ஆர்க்டிக் டெர்ன்
ആർട്ടിക് തുണ്ട്ര,ஆர்க்டிக் டன்ட்ரா
Ardea,ஆர்டியா
ഇറോളാർ ടിഷ്യു,அரியாலர் திசு
ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി),ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி)
