Gujarati,Telugu
અંકિત -વાવેતર,యాంగిల్ నాటడం
પશુપાલન,పశుసంరక్షణ
પશુ ઇનકાર,జంతు తిరస్కరణ
સજીવ,శక్తిని యానిమేట్ చేయండి
શિરદર્શક,అనిసోప్లాయిడ్
વાર્ષિક પ્લાન્ટ,వార్షిక ప్లాంట్
વાર્ષિક,వార్షిక
કળશ,సంశ్లేషణ
એક જાતની નશરીય,ఆంత్రాక్స్
માનવ -પરિબળ,మానవ కారకం
એન્ટિબાઈસિસ,యాంటీబయోసిస్
એન્ટિબાઇટર,యాంటీబయాటిక్
મારોશત,విరుగుడు
એન્ટી ox કિસડન્ટો,యాంటీఆక్సిడెంట్లు
પુષ્પ,యాంటిటాక్సిన్
હડંગું,యాన్యులస్
Apષધ,అఫిడ్
ક budદડી,ఎపికల్ బడ్
મડાગાંઠ,ఎపికల్ ఆధిపత్యం
માપી (મધમાખી રાખવી),పుష్పగుచ్ఛము
અનુવાદ,అపోమిక్సిస్
એપોપ્ટોસિસ,అపోప్టోసిస్
સંલગ્ન,అనుబంధం
મોહક,ఆకలి
લાગુ કરવું,అనువర్తిత
જળચર નીંદણ,జల కలుపు
વૃક્ષને લગતું,అర్బోరియల్
હવાઇકરણ,అర్బరైజేషన్
સર્વસામાન્ય રેકોર્ડ,ఆర్కియో-బొటానికల్ రికార్డులు
ક્ષેત્ર આંકડા,ప్రాంత గణాంకాలు
વિસ્તાર,ప్రాంతం
શુષ્ક ઇકોસિસ્ટમ,శుష్క పర్యావరణ వ్యవస్థ
અણીદાર,అరిల్
સુગંધ,వాసన
સુગંધિત છોડ,సుగంధ మొక్క
સુગંધિત ચોખા,సుగంధ బియ్యం
તંગર,బాంజింగ్
મહાપમાવર,అసేప్సిస్
ખસી,అసెప్టిక్
અજાતીય પ્રચાર,అలైంగిక ప్రచారం
પરાકાષ્ઠા,పరీక్ష
અસ્ક્યામત,ఆస్తులు
આત્મસાત,సమీకరణ
મંડળ,అసోసియేషన్
આહલાદક,రక్తస్రావం
અસમપ્રાપ્ત,అసినప్సిస్
તૃષ્ણા,అటావిజం
અણમા,అటామైజర్
કૃશતા,క్షీణత
સ્વતસ્તરી,ఆటోగామి
સ્વચાલનતા,ఆటోలిసిస్
સ્વચાલિત થાંભલા,ఆటోక్సీడేషన్
સ્વોલપ્લોઇડ,ఆటోపోలిప్లోయిడ్
Uxક્સિન્સ,ఆక్సిన్లు
AWN (બરછટ),దంపతులు
બદામ,బాదం
કુંવાર,కలబంద
અમરાન્થસ,అమరాంథస్
ક amંગું,Ammi
અંજાન ઘાસ,అంజన్ గడ్డి
ગૂંજ,ఆంథూరియం
"ઓનલા, ભારતીય ગૂસબેરી","అయోన్లా, ఇండియన్ గూస్బెర్రీ"
સફરજન,ఆపిల్
દુર્દ્રાવી,నేరేడు పండు
જાસ્મિન,అర్బియన్ జాస్మిన్
અરેકા અખરોટ,అరేకా గింజ
ખલાસી,అర్జున్
અફેટીડા,అస్ఫోటిడా
રાખ,యాష్ పొట్లకాయ
અશોક વૃક્ષ,అశోక చెట్టు
એશ્થમા નીંદણ (યુફોર્બિયા),కవచము కలుపు
શતાવરીનો શતાાયણ,ఆస్పరాగస్
એવોકાડો,అవోకాడో
અલ્ફાલ્ફા (લ્યુસર્ન),అంతా అల్నాఫ్న్నే
કીડી,చీమలు
એફિડ,అఫిడ్స్
સૈન્યમાં,ఆర్మీ పురుగు
કૃષિ -અર્થશાસ્ત્રી,వ్యవసాయ ఆర్థికవేత్త
કૃષિ વિસ્તરણવાદી,వ్యవసాయ పొడిగింపు
કૃષિ -વિજ્ scientાન,వ్యవసాయ శాస్త్రవేత్త
ખેતી ઈજનેર,వ్యవసాయ ఇంజనీర్
કેરોગવિજ્ologistાન,అగ్రోబయాలజిస్ట్
કૃષિવિજ્istાની,వ్యవసాయ శాస్త్రవేత్త
કૃષિવિજ્stાન,అగ్రోఫిసిక్
પશુ સંવર્ધક,జంతువుల పెంపకందారుడు
બેસિલસ વાયરસ,బాసిల్లస్ వైరస్
દંભ,బాసిల్లస్
જીવાત,బాక్టీరియా
કોઇ,బాక్టీరియోటాక్సిన్
મસાલા,బాగస్సే
સરવૈયા,బ్యాలెన్స్ షీట్
શેતરાન,సమతుల్య ఫలదీకరణం
આકૃતિ,బార్ రేఖాచిత్రం
ભડકો,బెరడు
બાહુદ માળખાં,బేరోమీటర్
ઉજ્જડ,బంజరు
પાયો,బేస్
ઉજવણી,బేసిన్
બીક,బాసిపెటల్
દરિયાકાંઠે,బేసిథెర్నమ్
ચોમાસા,బే రుతుపవనాలు
પધ્ધદનો છોડ,బేరింగ్ ప్లాంట్
પથારી,మం చం
ઘાને,బెడర్
નાળ,పరుపు
બીટ દાળ,దుంప మొలాసిస్
ધૂન,బెలోస్
બેલ્ટ,బెల్ట్
લાભ આપતી કિંમતે વિશ્લેષણ,బెనిఫిట్-కాస్ట్ అనాలిసిస్
પક્ષપાતી (નમૂના),పక్షపాతం
દ્વિવાર્ષિક,ద్వైవార్షిక
દ્વિપદી,ద్విపద
જૈવિક,బయోజెంట్
જૈવ,బయోక్లైమేట్
બાયનર્જી,బయోఎనర్జీ
જીવવિજ્icsાન,బయోనోమిక్స్
બાયરોએક્ટર,బయోఇయాక్టర్
જીવશોષ,బయోస్పియర్
જૈવિક,బయోటిక్
જંતુઓ,బయోటైప్
દ્વિલિંગી,ద్విలింగ
નિસ્તેજ,బ్లాంచింగ్
વિનોદ,పేలుడు
મિશ્રણ,కలపండి
વાંક કા blવો,ముడత
ફટકો,పొక్కు
ક્રાંતિ,నీలం విప్లవం
તળિયે ગરમીનો ઓરડો,దిగువ వేడి గది
તળિય ગરમીની તકનીક,దిగువ ఉష్ణ సాంకేతికత
ક brંગું,బ్రాన్
શાખા,శాఖ
શાખા -શાખા -શાખ્ય,బ్రాంచ్లెట్
ઉછેર,జాతి
ઉછેર,పెంపకం
કોઇ,బ్రిమ్మింగ్
ક brંગું,సంతానం
જાંબુડી,బడ్డింగ్
અંદાજપત્ર,బడ్జెట్
બફર,బఫర్
ગોળાકાર,బల్బ్
સંલગ્ન,బంట్
પેટા-પેદાશ,ఉప-ఉత్పత్తి
બબુલ બાવળ,బాబుల్ అకాసియా
બાળક મકાઈ,బేబీ మొక్కజొన్న
બેલ,బేల్
બાલ,బైల్
બાલસમ,బాల్సం
વાંસ,వెదురు
કરડ,అరటి
વડ નું વૃક્ષ,మర్రి చెట్టు
જવ,బార్లీ
બાર્નેયાર્ડ બાજરી,బార్నియార్డ్ మిల్లెట్
એક જાતનો છોડ,తులసి
બેસ્ટાર્ડ દેવદાર,బాస్టర్డ్ సెడార్
બેસ્ટર્ડ માયરોબાલન,బాస్టర్డ్ మైరోబాలన్
બૌહિનીયા,బౌహినియా
ખાડી,బే బెర్రీ
બીન,బీన్
સલાદ,దుంప
બાલ્ટડોન્ના,బెల్లడోన్నా
બેવકૂફ,బెర్
ઠપકો આપવો,బెర్సీమ్
સોપારી,బెటెల్
બિલોમ્બી,బిలింబి
કડવી દારૂ,కాకరకాయ
કાળો ગ્રામ,బ్లాక్ గ్రామ్
કાળી નાઈટશેડ,బ్లాక్ నైట్ షేడ్
બોગૈનવિલે,బౌగెన్విలియా
બોટ,బాటిల్ బ్రష్
બોટલ ગોળા,బాటిల్ పొట్లకాయ
બ boxટ -ઝાડ,బాక్స్ ట్రీ
બ્રેડ ફળો,బ్రెడ్ ఫ్రూట్
લગ્ન સમારંભ,పెళ్లి లత
શોરબકોર,బ్రింజల్
વ્યાપક બીન,బ్రాడ్ బీన్
કોતરણી,బ్రోకలీ
બ્રસેલ્સ sprout,బ్రస్సెల్ మొలక
બિયાં સાથેનો દાણો,బుక్వీట్
Butોરિયા,బ్యూటియా
એક જાતની નાની ભડકી,బాండికూట్
સહન કરવું,ఎలుగుబంటి
ભમરો,బీటిల్
ફોલ્લો ભમરો,బొబ్బ బీటిల్
વાદળી બળદ,బ్లూ బుల్
Bણપત્ર,బోల్ పురుగు
બ butterટરફ્લાય,సీతాకోకచిలుక
જીવાણુવિજ્ologistાની,బాక్టీరియాలజిస్ట్
જૈવ રસાયણાકાર,బయోకెమిస్ట్
જીવવિજ્ologistાન,జీవశాస్త్రవేత్త
જીવવિજ્ologistાની,బయోటెక్నాలజిస్ట్
વનસ્પતિશાસ્ત્ર,వృక్షశాస్త్రజ్ఞుడు
સી ભેજ લાક્ષણિકતા વળાંક,సి తేమ లక్షణ వక్రత
કેક,కేక్
ગુણવાળું,కాల్కారియస్
ચુન્યાસ,కాల్సిఫికేషన్
ફોસ્ફેટનું ગણતરી,ఫాస్ఫేట్ యొక్క లెక్కింపు
ઉશ્કેરાટ,కాలోసిటీ
ક callલસ,కాలిస్
Calાળ,కాలిక్స్
ક calલિક્સનો અંત,కాలిక్స్-ఎండ్
કણસ,కాంబియం
ક canંગું,క్యాంకర్
ડબ્બા,క్యానింగ్
છત્ર,పందిరి
પાટનગર,రాజధాని
કરચલીકરણ,కాప్రిఫికేషన్
ક capંગલ,క్యాప్సూల్
કાર્બન,కార్బోనేటేడ్
કાર્બનલાઇઝેશન,కార్బోనైజేషన్
કળ,కార్పెల్
કળશ,కార్పస్
કિલ્લો,కాస్టింగ్
વિસર્જન,క్యాటాబోలిజం
ઉદ્દીપન,ఉత్ప్రేరక
ઈયળ,గొంగళి పురుగు
સી-ડી.એન.એ.,సి-డిఎన్ఎ లైబ్రరీ
છત,పైకప్పు
ઓરડું,సెల్
કેન્દ્રીય નેતા પદ્ધતિ,కేంద్ర నాయకుడు వ్యవస్థ
કેન્દ્ર બનાવવી,సెంట్రిక్
કેન્દ્રો,సెంట్రిఫ్యూగేషన్
કેન્દ્ર,సెంట్రిఫ్యూజ్
કેન્દ્ર,సెంట్రియోల్
કેન્દ્રોવાળું,సెంట్రోజెనిక్
કેન્દ્રો,సెంట్రోజెనస్
કરકસર,సెర్కస్
ધારણ,ధాన్యం
પ્રમાણપત્ર,ధృవీకరణ
પ્રમાણિત બીજ,ధృవీకరించబడిన విత్తనం
કણ,చాఫ్
ચલાઝા,చలాజా
વાદળવિજ્ismાન,కెమోట్రోపిజం
જાંબુડિયા રંગ,చియాస్మా
ઠંડક કલાકો,చిల్లింగ్ గంటలు
ઠંડક ઇજા,చిల్లింగ్ గాయం
તંગ,చిమెరా
કળ,క్లోరాంథీ
હરિતદ્રવ્ય,క్లోరోఫిల్
હરિતદ્રવ્ય,క్లోరోసిస్
હરિતદ્રવ્ય,క్లోరాలజీ
ક્રોમેટિડ,క్రోమాటిడ్
ક્રોમટિન,క్రోమాటిన్
ક્રોમશલિઓ,క్రోమాటోగ్రఫీ
ક્રોધિતતા,క్రోమాటోలిసిస్
ક્રોમોસેન્ટ્રી,క్రోమోసెంట్రే
ક્રોમતત્વ,క్రోమోజెనిసిస్
રંગભૂમિ,క్రోమోప్రొటీన్
રંગબેરંગી,క్రోమోజోమ్
કાયમી,దీర్ఘకాలిక
સિત્તર,సిట్రేంజ్
કવડો,క్లాడోడ్
વર્ગીકરણ,వర్గీకరణ
માટી,మట్టి
સફાઈ,శుభ్రపరచడం
રોટી,క్లిస్టోగామి
ઘાતકી ફળ,క్లైమాక్టెరిక్ పండు
વાતાવરણ,వాతావరణం
આબોહવાવિજ્ologyાન,క్లైమాటాలజీ
જાડું,క్లిప్పర్
ગાલ,క్లాడ్
ક્લોન,క్లోన్
વાદળ,మేఘం
ઝગડો,క్లాంప్
ઝગડો,క్లస్టర్
બરછટ,ముతక
કોટ (બીજ),విత్తనం
કોપરો,కోకన్
કોનઝાઇમ,కోఎంజైమ్
સુશોભન,సమన్వయం
Coાંકણ,కోయిర్
કોયડો,కోలియోరిజా
કોઠાર,కాలర్
કોલોઇડ (માટી),ఘోథ
જાંબુડિયા રંગનું બનેલું,కొలుమెల్లా
કોલમ,కాలమ్
સંપ્રદાય,ప్రారంభం
વેપારી બેંક,వాణిజ్య బ్యాంకు
કોડ્યુ,వస్తువు
સમુદાય,సంఘం
કોમ્પેક્શન (માટીનું),సంపీడన (మట్టి)
સુસંગતતા,అనుకూలత
સુસંગતતા,అనుకూలత
વળતર,పరిహారం
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,పోటీ పరస్పర చర్య
પૂરક પાક,పరిపూరకరమైన పంట
સંકુલ,క్లిష్టమైన
ઘટક,భాగం
-નું જોડાણ,కూర్పు
કંપોસ્ટ,కంపోస్ట్
સંયોજન વ્યાજ,చక్రవడ్డీ
ગણતરી,గణన
કોમ્પ્યુટર,కంప్యూటర్
એકાગ્રતા,ఏకాగ్రత
શરત,కండీషనర్
વાહકતા,ప్రవర్తన
ગોઠવણી,ఆకృతీకరణ
સુસંગતતા,అనుగుణ్యత
મૂંઝવણભર્યું,గందరగోళం
જોડાણ,సంయోగం
સંબંધક,కనెక్టివ్
સંરક્ષણ,పరిరక్షణ
એકીકરણ,ఏకీకరణ
ઘટ,భాగాలు
ગ્રાહક,వినియోగదారు
વપરાશ,వినియోగం
દૂષણ,కాలుష్యం
સમોચ્ચ વાવેતર,ఆకృతి నాటడం
સમતૈલી,ఆకృతి
કરાર -ખેતી,కాంట్రాక్ట్ వ్యవసాయం
નિયંત્રિત સંગ્રહ,నియంత్రిత నిల్వ
સહકારી બેંક,సహకార బ్యాంక్
ભૌતિક,సహకారం
ક copંગું,కాపిస్
કોતર,కార్మ్
કોથળી,కొరోల్లా
કોતરણી,కార్టెక్స్
ખર્ચ,ధర
કોટિલેડોન (બીજ),కోడిలిడాన్
ધિરાણ મંડળી,క్రెడిట్ సొసైటీ
જમા,క్రెడిట్
લેણદાર,రుణదాత
ખરબચડું,క్రెస్ట్
કરચલી,ముడతలు
સંકટ,సంక్షోభం
માપદંડ,ప్రమాణం
વિવેકી,క్లిష్టమైన
પાક વીમો,పంట భీమా
પાક -લોન,పంట రుణం
પાક,పంట
પાક વિસ્તાર,పంట ప్రాంతం
વળગાડ,క్రాస్ ఇన్ఫాంపిబుల్
તાજ (છોડ),క్రౌన్ (మొక్క)
ભડકો,ముక్క
બંદર,క్రస్ట్
ગુપ્ત,క్రిప్టోమ్
કુલ (ફળો),మెడ (పండ్లు)
ક culંગું,కుల్మ్
ખેડૂત,సాగు
ખેતી,సాగు
ખેડૂત,సాగు
સંસ્કાર,సంస్కృతి
ઉપચાર,క్యూరింగ్
કરચલી,కర్లింగ్
ચલણ,కరెన్సీ
પહાડીચણો,క్యూటికల్
કાપવા,కట్టింగ్
કોતરણી,తిత్తి
કોયડો,సైటోక్రోమ్
ચિત્ત્રમણિકા,సైటోగామి
ચક્રાક્રમ,సైటోజెనిసిస్
સાયટોજેનેટિક્સ,సైటోజెనెటిక్స్
ચિત્તભ્રમ,సైటోకినిసిస్
મનોહરવિજ્ cyાન,సైటోలజీ
કોયતરો,సైటోలిసిస్
કોથળી,సైటోమీర్
કોયડો,సైటోప్లాజమ్
કોબી,క్యాబేజీ
કactક્ટસ,కాక్టస్
ક calંડન,కలేన్ద్యులా
કેનેરી ઘાસ (ફાલારિસ),ఫలారిస్
ઝેર,Canna
કળણ,కాపారిస్
ક capંગિકમ,క్యాప్సికం
કોથળી,కారాంబోలా
કાર્પા,కారాపా
ઇલાયચી,ఏలకులు
સંતાડ,కార్నేషన్
ગાજર,కారెట్
કાજુ,జీడి పప్పు
કાસિયા,కాసియా
એરપોર,కాస్టర్
ફૂલકોબી,కాలీఫ్లవర్
કચુંબરની વનસ્પતિ,సెలెరీ
ચેમ્પ,ఛాంపాక్
ચેતાન,చెనోపోడియం
ચેરી ટમેટા,చెర్రీ టమొూటా
ચેરી,చెర్రీ
"ચણા, ગ્રામ","చిక్పా, గ్రామ్"
મરચાં,మిరపకాయలు
ચાઇના ટર્પેન્ટાઇન ટ્રી,చైనా టర్పెంటైన్ చెట్టు
ચો-ચો,చౌ చౌ
ક્રાયસન્થેમમ,క్రిసాన్తిమం
"ચુફા, પૃથ્વી બદામ","చుఫా, ఎర్త్ బాదం"
ચિત્ત,సికోరీ
તજ,దాల్చిన చెక్క
સિટ્રોન,సిట్రాన్
સિટ્રોનેલા ઘાસ,సిట్రోనెల్లా గడ్డి
ચ bingતી જાસ્મિન,క్లైంబింగ్ జాస్మిన్
ફાટવું,లవంగం
કલગીર બીન,క్లస్టర్ బీన్
કોકો,కోకో
નારિયેળ,కొబ్బరి
કોફી,కాఫీ
કોલસ,కోలియస్
કોલોકસિયા,కోలోకాసియా
"કોલોસિન્થ, કડવો સફરજન","కోలోసిన్త్, చేదు ఆపిల్"
સામાન્ય પરત,సాధారణ పర్స్లేన్
કોથમીર,కొత్తిమీర
સુતરાઉ,పత్తి
કોથળી,కౌపీయా
ઘનબી,క్యూబ్బ్
કાકડી,దోసకాయ
કકર્બિટ્સ,కుకుర్బిట్స్
જીરું,జీలకర్ర
પર્ણ,కరివేపాకు ఆకు
સીતાફળ,సీతాఫలం
કોઇ,క్యాప్సూల్ బోరర్
કેટરપિલર,గొంగళి పురుగు
સાઇટ્રસ સાયલ્લા,సిట్రస్ సైలా
ક્રિકેટ,క్రికెట్
તારવું,కాకి
કૃમિ,కట్ పురుగు
ડેરી,పాల
ડેરીંગ,పాల
ડામ,ఆనకట్ట
તટસ્થ,రోజు-తటస్థ
ફૂલો પછીના દિવસો,పుష్పించే రోజుల తరువాత
સંપૂર્ણ મોર પછીના દિવસો,పూర్తి బ్లూమ్ తర్వాత రోజులు
ભિન્ન,డెబ్లోసింగ్
છળ,డీకాల్సిఫికేషన్
ડોકટ,డికాంట్
સડો,క్షయం
નિર્ણાયક,ఆకురాల్చే
દશાંશ,దశాంశం
ઉણલી,లోపం
ડિફ્લોક્યુલેશન (માટી),మట్టి
ઉન્મત્ત,డెఫ్లోరేషన్
અસ્થિરતા,డీఫోలియేషన్
વન -નાબૂદી,అటవీ నిర్మూలన
અધ degપન,క్షీణత
અધોગતિ,క్షీణత
ડિગ્રી દિવસ,డిగ్రీ రోజులు
પ્રમાણ,డిగ్రీ
વિકૃત,డీహిస్సెన్స్
ઉદ્ધત,డెహల్లింగ్
ધ્રુવીય,డెహస్కింగ్
નિર્જલીકરણ,నిర్జలీకరణం
નિર્જૃપક,డీహైడ్రేటర్
માંગ,డిమాండ్
પ્રાણઘાતક,డీనాటరేషన్
ખોટો ઉપયોગ,తిరస్కరణ
થાપણ,డిపాజిట్
જુબાની,నిక్షేపణ
ઘસૃષ્ટિ,తరుగుదల డీసాలినైజేషన్
અવ્યવસ્થા,డీసికేషన్
આચાર,రూపకల్పన
બેસાડનાર,డెస్సికేటర్
ખામી,డెస్టొనింగ్
આછું,డెస్కరింగ్
દેશી,డెసినాప్సిస్
ખાદ્ય પદાર્થ,డిటాసెల్
અસ્થિર,డిటాసెలింగ్
નિર્ધારક,నిర్ణయాధికారి
અવમૂલ્યન,విలువ తగ్గింపు
નીરસ,డివెగెటేషన్
વિચલનો,విచలనం
નિષ્ઠુર,డైడ్
નિદાન,రోగ నిర్ధారణ
દ્વિ -દખલ,డైకోగామి
અલગ -અલગ,డైకోటోమి
ડિકોટિલેડોન (બીજ),విత్తనం
પાછા ડાઇ (રોગ),డై బ్యాక్ (వ్యాధి)
પ્રસાર,విస్తరణ
પાચનત્વ,డైజెస్టిబిలిటీ
દિગ્ગજ,డైహైబ్రిడ్
ડાઇક (ડાઇક),ఒక రకానికి చెందిన వ్యక్తి
પાતળું,పలుచన
દ્વેષી,డైయోసియస్
રાજદ્રોહ,డిప్లాయిడ్
રાજદ્રોહ,డిప్లాయిడ్
રાજદ્રોહ,డిప్లొనెమా
અવજ્ disા,విడదీయడం
ઠપકો,డిస్కింగ్
છૂટ,డిస్కౌంట్
જીવાલો,క్రిమిసంహారక
વિક્ષેપ,చెదరగొట్టడం
પ્રસાર,వ్యాప్తి
વૈવિધ્ય,వైవిధ్యీకరణ
વૈવિધ્યપૂર્ણ ખેતી,వైవిధ్యభరితమైన వ్యవసాయం
ડીએનએ સીડી,DNA నిచ్చెన
ડીએનએ રીસેપ્ટર,DNA రిసెప్టర్
ગોળાકાર,డాకేజ్
પ્રભુત્વપૂર્ણ,ఆధిపత్యం
નિષ્ક્રિયતા,నిద్రాణస్థితి
માત્રા,మోతాదు
ડબલ સિગ્મ id ઇડ વળાંક,డబుల్ సిగ్మోయిడ్ కర్వ్
ડ્રાફ્ટ (ડ્રાફ્ટ),ముసాయిదా (ముసాయిదా)
ગટર,హరించడం
ગટર,పారుదల
ખેંચાણ,డ్రా
ભીડિયું,డ్రించింగ్
ડ્રેસિંગ (બીજ),డ్రెస్సింగ్ (విత్తనం)
ડ્રિલ (એન.),డ్రిల్ (ఎన్.)
ડ્રિલિંગ (એજી. એન્જીજી),డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్)
ડ્રિલિંગ (કૃષિવિજ્) ાન),వ్యవసాయ శాస్త్రం
ટીપું સિંચાઈ,బిందు సేద్యం
સૂકરાની ખેતી,డ్రైలాండ్ వ్యవసాయం
ધૂળ,దుమ్ము
ડસ્ટર,డస్టర్
ધૂમ્રપાન,దుమ్ము
વામન,మరగుజ్జు
વામન પિરામિડ,మరగుజ్జు పిరమిడ్
વામન,మరగుజ్జు
ડેઝી,డైసీ
તારીખ,తేదీలు
જાસ્મિન,రోజు జాస్మిన్
સુવાદાણા,మెంతులు
દંડ,దిననాథ్ గడ్డి
ઘા,డాడర్
"ડૂબ ઘાસ, બર્મુડા ઘાસ","డూబ్ గడ్డి, బెర్ముడా గడ్డి"
ભડકો,డ్రూస్
સૂકા આદુ,పొడి అల్లం
અછડતી ભમરો,బీటిల్‌ను డీఫోలైట్ చేస్తుంది
ડ્રોન,డ్రోన్
બતક,బాతు
પરિસ્થિતિવિજ્ologyાન,ఎకాలజీ
અર્થશાસ્ત્ર,ఎకోనొమెట్రిక్స్
આર્થિક કાર્યક્ષમતા,ఆర్థిక సామర్థ్యం
પર્યાવરણ,ఎకోటైప్
શિષ્ટાચારને લગતું,ఎక్టోట్రోఫిక్
શેખીને લગતું,ఎడాఫిక్
પદવિજ્ologyાન,ఎడాఫాలజీ
ધાર,అంచు
ખાદ્ય ભાગ,తినదగిన భాగం
સ્થિતિસ્થાપકતા,డిమాండ్ యొక్క స్థితిస్థాపకత
સ્થિતિસ્થાપકતા,ఉత్పత్తి యొక్క స్థితిస్థాపకత
વિદ્યાપમાણ,విద్యుద్విశ్లేషణ
વિદ્યુતપ્રવાહ,ఎలెక్ట్రోఫోరేసిస్
નિરુત્સાહ,ఎలివియేషన్
છાતીવાળું,ఎమాస్క్యులేటర్
પાંુમાદ,ఎంబాంకింగ్
ભ્રમણ,పిండం
