Gujarati,Punjabi
કંપનવિસ્તાર મોડ્યુલેશન,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ
કંપનવિસ્તાર મોડ્યુલેટર,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ
એંગસ્ટ્રોમ એકમ,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
એનાલોગ સર્કિટ,ਐਨਾਲਾਗ ਸਰਕਟ
એનાલોગ કમ્પ્યુટર,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
એનાલોગ ફિલ્ટર,ਐਨਾਲਾਗ ਫਿਲਟਰ
એનાલોગ મલ્ટિમીટર,ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ
એનાલોગ સ્વીચ,ਐਨਾਲਾਗ ਸਵਿੱਚ
અને દરવાજો,ਅਤੇ ਗੇਟ
કોણીય આવર્તન,ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ
"anion, anion","anion, anion"
એનિલિંગ તાપમાન,ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ
એનોડ,ਐਨੋਡ
એનોડ એમ્પ્લીફાયર,ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ
anodyne,anodyne
એન્ટેના,ਐਂਟੀਨਾ
એન્ટેના ઘટક,ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ
વિરોધી પ્રતિબિંબીત કોટિંગ,ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ
એન્ટિલોગિન એમ્પ્લીફાયર,ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ
પ્રતિરોધક સર્કિટ,antiresonant ਸਰਕਟ
દ્વારક સમયગાળો,ਦੁਆਰਕ ਕਾਲ
વર્ચ્યુઅલ પાવર,ਵਰਚੁਅਲ ਪਾਵਰ
વાયર કનેક્શન,ਤਾਰ ਕੁਨੈਕਸ਼ਨ
અંદાજિત વોલ્ટેજ ગેઇન,ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ
આર્મસ્ટ્રોંગ મોડ્યુલેટર,armstrong modulator
એન્ટેના એરે,ਐਂਟੀਨਾ ਐਰੇ
"કદ ગુણોત્તર, પાસા ગુણોત્તર","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
સ્વચાલિત મલ્ટિવાઇબ્રેટર,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ફ્લોટિંગ મલ્ટિવાઇબ્રેટર,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
અસમપ્રમાણ જંકશન,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
અસુમેળ કેલ્ક્યુલેટર,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
પરમાણુ,ਪ੍ਰਮਾਣੂ
અણુ સંખ્યા,ਪਰਮਾਣੂ ਨੰਬਰ
અણુ માળખું,ਪਰਮਾਣੂ ਬਣਤਰ
ઓડિયો એમ્પ્લીફાયર,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ઓડિયો એમ્પ્લીફાયર,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ઓડિયો કેસેટ,ਆਡੀਓ ਕੈਸੇਟ
ઓડિયો સર્કિટ,ਆਡੀਓ ਸਰਕਟ
સાંભળી શકાય તેવી આવર્તન,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
આપોઆપ વોલ્ટેજ નિયંત્રણ,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
હિમપ્રપાત,ਬਰਫ਼ਬਾਰੀ
સરેરાશ ડિટેક્ટર,ਔਸਤ ਖੋਜੀ
અક્ષીય મોડ,ਧੁਰੀ ਮੋਡ
અક્ષીય ગુણોત્તર,ਧੁਰੀ ਅਨੁਪਾਤ
એન્ટેના,ਐਂਟੀਨਾ
પાછળનું ઇલેક્ટ્રોમોટિવ બળ,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
પાછળનો વિસ્તાર,ਪਿਛਲਾ ਖੇਤਰ
પાછા સ્કેટર,ਵਾਪਸ ਸਕੈਟਰ
પૃષ્ઠભૂમિ ચાર્જ,ਪਿਛੋਕੜ ਚਾਰਜ
બાજુનો અવાજ,ਪਾਸੇ ਦਾ ਰੌਲਾ
પ્રત્યાગમન,ਪਿਛਾਖੜੀ
પશ્ચાદવર્તી ઇરેડિયેશન,ਪਿਛਲਾ ਕਿਰਨ
બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
બેકવર્ડ વેવ ઓસિલેટર,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"અવરોધ, અવરોધ","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
અવરોધ,ਰੁਕਾਵਟ
સંતુલિત પુલ,ਸੰਤੁਲਿਤ ਪੁਲ
સંતુલિત મોડ્યુલેટર,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
સંતુલિત મોડ્યુલેટર,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
સંતુલિત સર્કિટ,ਸੰਤੁਲਿਤ ਸਰਕਟ
સંતુલિત ઢાળ ડિટેક્ટર,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
બોલોમીટર,ਬੋਲੋਮੀਟਰ
બોલોમીટર પુલ,ਬੋਲੋਮੀਟਰ ਪੁਲ
બલૂન,ਗੁਬਾਰਾ
બનાના જેક,ਕੇਲਾ ਜੈਕ
બનાના પ્લગ,ਕੇਲੇ ਦਾ ਪਲੱਗ
"બેન્ડ, પાટો","ਪੱਟੀ, ਪੱਟੀ"
બેન્ડ ડ્રાઈવર,ਬੈਂਡ ਡਰਾਈਵਰ
બેન્ડ ઊર્જા,ਬੈਂਡ ਊਰਜਾ
બેન્ડ ગેપ,ਬੈਂਡ ਗੈਪ
બેડપાર્ક એમ્પ્લીફાયર,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
બેન્ડ પાસ ફિલ્ટર,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
બાઉડ રેટ જનરેટર,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
banddispersion,banddispersion
બેન્ડ રેઝિસ્ટર,ਬੈਂਡ ਰੋਧਕ
બેન્ડ બ્રેકર ફિલ્ટર,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
બેન્ડ વિસ્તરણ,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
બેન્ડ રીમુવર ફિલ્ટર,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
બેન્ડ એક્સ્ટેંશન અંતર ગુણક,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"બીમ કેપેસિટર, બેંક કેપેસિટર","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"બાર્કર કોડ, બાર્કર કોડ","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
barravaugen માપદંડ,barravaugen ਮਾਪਦੰਡ
બેરેટર,ਬੈਰਟਰ
અવરોધ,ਰੁਕਾਵਟ
ઇન્સ્યુલેટીંગ કેપેસિટર,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
અવરોધ ઊર્જા,ਰੁਕਾਵਟ ਊਰਜਾ
રેઝિસ્ટર વોલ્ટેજ,ਰੋਧਕ ਵੋਲਟੇਜ
બાર્ટલેટ વિન્ડો,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"આધાર, આધાર","ਅਧਾਰ, ਅਧਾਰ"
આધાર બેન્ડ,ਅਧਾਰ ਬੈਂਡ
બેઝ બેન્ડ ટ્રાન્સમિશન,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
બેઝ ચાર્જ,ਬੇਸ ਚਾਰਜ
આધાર પ્રવાહ,ਅਧਾਰ ਮੌਜੂਦਾ
આધાર વર્તમાન સ્ત્રોત,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
આધાર ઉતારવું,ਅਧਾਰ ਕੱਟਣਾ
આધાર મદન,ਆਧਾਰ ਮਦਨ
આધાર ઉત્સર્જક ફીડ,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
આધાર ઉત્સર્જક જંકશન,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
બેઝ ઈન્જેક્શન,ਅਧਾਰ ਟੀਕਾ
જમીન રેખા,ਜ਼ਮੀਨੀ ਲਾਈਨ
આધાર પ્રતિકાર,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
આધાર સ્ત્રોત,ਅਧਾਰ ਸਰੋਤ
આધાર વિસ્તરણ પ્રતિકાર,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
આધાર વિસ્તરણ પ્રતિકાર,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
આધાર જાડાઈ,ਅਧਾਰ ਮੋਟਾਈ
બેઝ એક્સેસ,ਅਧਾਰ ਪਹੁੰਚ
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
આધાર કલેક્ટર સંધિ,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
ગંધ,ਗੰਧ
બાસ આવર્તન,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
બેટરી,ਬੈਟਰੀ
બાઉડ,ਬੌਡ
બાઉડ દર,ਬੌਡ ਦਰ
બાઉડ રેટ જનરેટર,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
બોડો કોડ,ਬੋਡੋ ਕੋਡ
"સંકેત, દીવાદાંડી","ਸੰਕੇਤ, ਬੀਕਨ"
"મણિકા, બીડ","ਮਨਿਕਾ, ਬੀਡ"
મેનિક કેપેસિટર,manic capacitor
મણિકર્તાપિ પ્રતિરોધકો,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"બીમ એન્ટેના, બીમ એન્ટેના","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
બીમ ડિટેક્ટર,ਬੀਮ ਡਿਟੈਕਟਰ
બીમ પાવર નળી,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
બીમ સ્વિચિંગ નોઝલ,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
બીમ વિસ્તરણ,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
હરાવ્યું આવર્તન,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
બીટ-ફ્રિકવન્સી ઓસિલેટર,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
પલ્સ ઓસિલેટર,ਪਲਸ ਔਸਿਲੇਟਰ
બેલ,ਘੰਟੀ
બેન્ડિંગ નુકશાન,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
બેસેલ ફિલ્ટર,ਬੇਸਲ ਫਿਲਟਰ
બેટા,ਬੀਟਾ
b-h વળાંક,b-h ਵਕਰ
"પૂર્વગ્રહ, પૂર્વગ્રહ","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
પૂર્વગ્રહ વર્તમાન,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
પૂર્વગ્રહ પ્રતિકાર,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
ડબલ એન્ટેના,ਡਬਲ ਐਂਟੀਨਾ
દ્વિપક્ષીય લોડ વર્તમાન,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
દ્વિદિશ એન્ટેના,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
દ્વિપક્ષીય થાઇરિસ્ટર,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
bi FET ટેકનોલોજી,bi FET ਤਕਨਾਲੋਜੀ
બાય પોઇન્ટ ટ્રાન્સફોર્મર,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ડબલ ફ્યુઝન,ਡਬਲ ਫਿਊਜ਼ਨ
દ્વિપક્ષીય સર્કિટ,ਦੁਵੱਲੀ ਸਰਕਟ
દ્વિસંગી,ਬਾਈਨਰੀ
દ્વિસંગી રકમ,ਬਾਈਨਰੀ ਜੋੜ
દ્વિસંગી સર્કિટ,ਬਾਈਨਰੀ ਸਰਕਟ
દ્વિસંગી કોડેડ દશાંશ,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
દ્વિસંગી કેલ્ક્યુલેટર,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
દ્વિસંગી કેલ્ક્યુલેટર,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
દ્વિસંગી ડીકોડર,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
દ્વિસંગી નિસરણી,ਬਾਈਨਰੀ ਪੌੜੀ
બાઈનરી પેથોમીટર,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
દ્વિસંગી સ્થિતિ,ਬਾਈਨਰੀ ਸਥਿਤੀ
દ્વિસંગી-દશાંશ ડીકોડર,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
બાઈનરી લોડ,ਬਾਈਨਰੀ ਲੋਡ
દ્વિસંગી શબ્દો,ਬਾਈਨਰੀ ਸ਼ਬਦ
દ્વિધ્રુવી,ਬਾਈਪੋਲਰ
બાયપોલર કેપેસિટર,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
દ્વિધ્રુવી ઉપકરણ,ਦੋਧਰੁਵੀ ਜੰਤਰ
દ્વિધ્રુવી સ્ત્રોત,ਦੋਧਰੁਵੀ ਸਰੋਤ
બાયપોલર ટ્રાંઝિસ્ટર,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
ચતુર્ભુજ ફિલ્ટર,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
ડબલ સ્થિતિ,ਡਬਲ ਸਥਿਤੀ
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
દ્વિપક્ષીય રિલે,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
બે તબક્કાની સ્થિતિ,ਦੋ-ਪੜਾਅ ਰਾਜ
બે-સ્થિતિ ટ્રિગર,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
બીટ ભૂલ,ਬਿੱਟ ਗਲਤੀ
બીટ ભૂલ દર,ਬਿੱਟ ਗਲਤੀ ਦਰ
બીટ ભૂલ,ਬਿੱਟ ਗਲਤੀ
બિટકલ ભૂલ,ਬਿਟਕਲ ਗਲਤੀ
અંધ બોક્સ,ਅੰਨ੍ਹੇ ਬਾਕਸ
કન્ડેન્સ્ડ પલ્સ,ਸੰਘਣੀ ਨਬਜ਼
સચિવ,ਸਕੱਤਰ
સ્ત્રાવ અવરોધક,secretory inhibitor
અંધત્વ,ਅੰਨ੍ਹਾਪਨ
સેગમેન્ટ ડાયાગ્રામ,ਖੰਡ ਚਿੱਤਰ
અવરોધક અવરોધ,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
ટુકડો ટ્રાન્સફર,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
ઇન્ટરસેપ્ટ,ਰੁਕਾਵਟ
રેઝિસ્ટર કેપેસિટર,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
રેઝિસ્ટર કેપેસિટર,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
રેઝિસ્ટર ઓસિલેટર,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
અવરોધિત ઓસિલેટર,ਰੋਧਕ ਔਸਿਲੇਟਰ
રેઝિસ્ટર વોલ્ટેજ,ਰੋਧਕ ਵੋਲਟੇਜ
બ્લોઅર,ਉਡਾਉਣ ਵਾਲਾ
બોડ ડાયાગ્રામ,ਬੋਡ ਚਿੱਤਰ
વોલ્ટ્ઝમેન સંબંધ,voltzmann ਸਬੰਧ
વોલ્ટ્ઝમેન સતત,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
બોન્ડ,ਬਾਂਡ
બંધાયેલ તાણ ગેજ,ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ
સ્વ-સહાયક એમ્પ્લીફાયર,ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ
બુલિયન બીજગણિત,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
બુલિયન સમીકરણ,ਬੂਲੀਅਨ ਸਮੀਕਰਨ
બુટ Strapon,ਬੂਟ Strapon
બૂથનું અલ્ગોરિધમ,ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ
bosscutts નિયમ,bosscutts ਨਿਯਮ
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ
"કૂદકો, કૂદકો","ਛਾਲ, ਛਾਲ"
બંધાયેલ ઇલેક્ટ્રોન,ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ
બ્રેગ રિફ્લેક્ટર,ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ
ગૂંથેલા વાયર,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
શાખા,ਸ਼ਾਖਾ
શાખાઓ,ਬ੍ਰਾਂਚਿੰਗ
પ્રયોગ બોર્ડ,ਪ੍ਰਯੋਗ ਬੋਰਡ
બ્રેક ઝોન,ਬਰੇਕ ਜ਼ੋਨ
બ્રેકિંગ વોલ્ટેજ,ਵੋਲਟੇਜ ਤੋੜਨਾ
બ્રેકડાઉન ડાયોડ,ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ
અસ્થિભંગ ફિક્સેશન,ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ
બ્રેકિંગ વોલ્ટેજ,ਵੋਲਟੇਜ ਤੋੜਨਾ
પુલ,ਪੁਲ
પુલ સુધારક,ਪੁਲ ਸੁਧਾਰਕ
વિશાળ બેન્ડ,ਚੌੜਾ ਬੈਂਡ
બ્રોડકાસ્ટ બેન્ડ,ਪ੍ਰਸਾਰਣ ਬੈਂਡ
અપાર્થિવ એરે,ਸੂਖਮ ਐਰੇ
પ્રસારણ,ਪ੍ਰਸਾਰਣ
બ્રોડકાસ્ટ એન્ટેના,ਪ੍ਰਸਾਰਣ antenna
બ્રોડકાસ્ટ રીસીવર,ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
બ્રોડકાસ્ટ ટ્રાન્સમીટર,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
બૂસ્ટર એન્ટેના,ਬੂਸਟਰ ਐਂਟੀਨਾ
બસ એન્ટેના,ਬੱਸ ਐਂਟੀਨਾ
બ્રશ નિમજ્જન,ਬੁਰਸ਼ ਇਮਰਸ਼ਨ
પરપોટા અને દરવાજો,ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ
બુડબુડુ અથવા ગેટ,ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ
બબલી મેમરી,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
વળતર આપતું વોલ્ટેજ,ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ
બફર,ਬਫਰ
બફર એમ્પ્લીફાયર,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
બફર સર્કિટ,ਬਫਰ ਸਰਕਟ
બફર ઓપરેટર,ਬਫਰ ਆਪਰੇਟਰ
બફર રજીસ્ટર,ਬਫਰ ਰਜਿਸਟਰ
બલ્બ,ਬੱਲਬ
વસ્તી અસર,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ
ટોળું,ਝੁੰਡ
ડૂબી ગયેલ વિનિમય,ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ
ડૂબી ગયેલ સ્તર,ਡੁੱਬੀ ਪਰਤ
ડૂબી ગયેલો સંપર્ક,ਡੁੱਬਿਆ ਸੰਪਰਕ
બ્લાસ્ટ એમ્પ્લીફાયર,ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ
બ્લાસ્ટ કવર,ਧਮਾਕੇ ਕਵਰ
બ્લાસ્ટ ફાયરિંગ,ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ
વિસ્ફોટ ડોર એમ્પ્લીફાયર,ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ
વિસ્ફોટ મોડ,ਬਰਸਟ ਮੋਡ
વિસ્ફોટ વિભાજક,ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ
વિસ્ફોટ સંકેત,ਧਮਾਕਾ ਸੰਕੇਤ
વિસ્ફોટ ભૂલ સુધારનાર કોડ,ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ
પૂરતૂ,ਕਾਫ਼ੀ
બસ બાર,ਬੱਸ ਪੱਟੀ
બસ સંસ્થા,ਬੱਸ ਸੰਸਥਾ
બસ ધોરણ,ਬੱਸ ਸਟੈਂਡਰਡ
માત્ર ક્ષણિક,ਸਿਰਫ਼ ਪਲ ਪਲ
માખણ વર્થ ફિલ્ટર,ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ
bnc વાયર,bnc ਤਾਰ
