Assamese,Marathi
কৃষি-জলবায়ু বৈচিত্ৰ্য,कृषी-हवामान विविधता
কৃষি জলবায়ু মণ্ডল সৃষ্টি,कृषी हवामान क्षेत्र निर्मिती
কৃষি বনানীকৰণ,कृषी वनीकरण
কৃষি বিজ্ঞান,कृषीशास्त्र
কৃষিভিত্তিক,कृषीविषयक
কৃষি পশুপালন,कृषी खेडूत
শস্য প্ৰক্ৰিয়াকৰণ,पीक प्रक्रिया
ঘাঁহ বিজ্ঞান,गवत विज्ञान
শস্যৰ প্ৰকাৰ,पीक प्रकार
এপিফাইট,epiphyte
আইকিওচি মাটি,aikiochi माती
ৰঙৰ অন্ধতা,रंगाधळेपण
আলফিছল,अल्फिसोल
শেলাই,एकपेशीय वनस्पती
শেলাইৰ ৰোগ,एकपेशीय वनस्पती रोग
ক্ষাৰকীয় পানী,अल्कली पाणी
ক্ষাৰকীয়,अल्कधर्मी
বিকল্প,पर्यायी
allelo ৰসায়ন বিজ্ঞান,allelo रसायनशास्त्र
এলিল,एलील
এলেল&#39;পেথী,ऍलेलोपॅथी
ভেঠী শস্য,वेठी पीक
consummation,पूर्णता
নিষেচন কৰা,गर्भाधान
১.আপেক্ষিকতা ২.এলোমেট্ৰি,1. सापेक्षता 2. अॅलोमेट्री
multiploidy,मल्टिप्लॉइडी
১/ পেৰাজাইগোচিটি,1. पॅराझिगोसिटी
1. বিকল্প বছৰৰ ফলন 2. বিকল্প ফলন,1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य
বিকল্প ভূমি ব্যৱহাৰ,पर्यायी जमिनीचा वापर
পৰিৱেশ,वातावरण
সংস্কাৰক,सुधारक
মাইট’ছিছ,मायटोसिस
আমিনন,आमीनान
এমোনিয়ন,अमोनियन
amniferous,amniferous
১.অকাৰ্যকৰী ৰূপ ২.অৰূপী,1. अप्रभावी रूप 2. अरुपी
উভচৰ মিশ্ৰণ,उभयचर मिश्रण
এম্ফোটেৰিক,एम्फोटेरिक
ষ্টকপাইলিং,साठा करणे
১/ এনাৰোবিক ২.এনাৰোবিক জীৱ,1. ऍनेरोबिक 2. ऍनेरोबिक जीव
হেপ্লয়ড,हॅप्लॉइड
কৌণিক ৰোপণ,टोकदार लागवड
পশুপালন,पशुसंवर्धन
পশুৰ মল-মূত্ৰ,प्राण्यांचे मलमूत्र
জীৱন্ত শক্তি,जिवंत ऊर्जा
অস্বাভাৱিক,विसंगत
এবছৰীয়া উদ্ভিদ,एक वर्ष जुनी वनस्पती
বছেৰেকীয়া,वार्षिक
1. আনন্দ 2. উজ্জ্বলতা,1. परमानंद 2. तेज
এন্থ্ৰেক্স,ऍन्थ्रॅक्स
মানৱজনিত কাৰকসমূহ,मानववंशजन्य घटक
জীয়াই থকা,जगणे
১/ এন্টিবায়টিক ২। এন্টিবায়টিক,1. प्रतिजैविक 2. प्रतिजैविक
repulsive,तिरस्करणीय
এন্টিঅক্সিডেন্ট,अँटिऑक्सिडंट
এন্টিটক্সিন,अँटीटॉक्सिन
ৰিং ফিংগাৰ,अनामिका
১.এফিড ২.মহু ৩.চেপা,1. ऍफिड 2. महू 3. चेपा
শীৰ্ষ কলি,शीर्ष अंकुर
শীৰ্ষ ফলপ্ৰসূতা,शिखर प्रभावीता
মৌমাখি ৰখা,मधमाशी पालन
অযৌনতা,लैंगिकता
এপ&#39;প্টোছিছ,apoptosis
appendages,परिशिष्ट
appetizer,भूक वाढवणारे
প্ৰয়োগ কৰা হৈছে,लागू
জলজ অপতৃণ,जलीय तण
১.গছ ২.গছৰ বাসিন্দা,1. झाड 2. वृक्षवासी
শাখা-প্ৰশাখা,शाखा
প্ৰ&#39;ট&#39;বোটানিকেল ৰেকৰ্ড,प्रोटोबोटॅनिकल रेकॉर्ड
জ&#39;ন নম্বৰ,झोन क्रमांक
১.ক্ষেত্ৰফল ২.ক্ষেত্ৰফল,1. क्षेत्रफळ 2. क्षेत्रफळ
শুকান পৰিৱেশ তন্ত্ৰ,कोरडे इकोसिस्टम
কুটিলডন,cotyledon
সৌৰভ,सौरभ
সুগন্ধিযুক্ত উদ্ভিদ,सुगंधी वनस्पती
সুগন্ধি চাউল,सुवासिक तांदूळ
ইক্ষু পুষ্পন,इक्षु पुष्पन
বীজাণুমুক্ত,ऍसेप्टिक
১.এচেপ্টিক ২.এচেপ্টিক,1. ऍसेप्टिक 2. ऍसेप्टिक
অযৌন প্ৰজনন,अलैंगिक पुनरुत्पादन
আকাৰ,आकार
সম্পত্তি,मालमत्ता
১/ আত্মসাৎ ২. আত্মসাৎ,1. आत्मसात करणे 2. आत्मसात करणे
১.সংঘ ২.সংঘ,1. संघटना 2. संघटना
1. স্তম্ভ 2. astringency,1. स्तंभ 2. तुरटपणा
হেটেৰ&#39;জাইগোচিটি,heterozygosity
১.পূৰ্বপুৰুষ ২.আটাভিজম,1. पूर्वज 2. Atavism
কণা,कण
1. অনিশ্চয়তা 2. বিকলতা,1. पुष्टीकरण 2. कमजोरी
self pairing,स्वत: ची जोडणी
অটোলাইছিছ,ऑटोलिसिस
1. স্বতঃস্ফূৰ্ত অক্সিডেচন 2. স্বতঃস্ফূৰ্ত অক্সিডেচন,1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण
self multiplexed,स्वत: मल्टिप्लेक्स
অক্সিন,ऑक्सिन
১/ জোকাৰি যোৱা ২. টোড,1. हादरले 2. टॉड
পেনাল ভাইৰাছ,दंडात्मक व्हायरस
১.বেচিলাছ ২.বেচিলাছ,1. बॅसिलस 2. बॅसिलस
১/ বেক্টেৰিয়া ২) বেক্টেৰিয়া,1. जीवाणू 2. जीवाणू
বেক্টেৰিয়াৰ বিষাক্ত পদাৰ্থ,जिवाणू विष
বাগাছ,बॅगासे
বেলেন্স শ্বীট,ताळेबंद
সুষম সাৰৰ ব্যৱহাৰ,संतुलित खतांचा वापर
বাৰ গ্ৰাফ,बार आलेख
বাকলি,झाडाची साल
১.বেৰ’মিটাৰ ২.বেৰ’মিটাৰ,1. बॅरोमीटर 2. बॅरोमीटर
১. বাজাৰ ২. নিষ্ক্ৰিয় ৩. বন্যাৰ্ত,1. बजर 2. जड 3. वांझ
1. ভিত্তি 2. ভিত্তি 3. কুপাং,1. बेस 2. बेस 3. कपंग
১.তালা ২.বেচিন,1. तळा 2. खोरे
তালাবিছাৰী,तलाबिसरी
১.বেচিষ্টেৰনাম ২.মূল ধাৰণকাৰী,1. बेसिस्टर्नम 2. रूट धारक
উপসাগৰীয় বাৰিষা,गल्फ मान्सून
ফলৰ উদ্ভিদ,फळ वनस्पती
বিছনা,पलंग
বিচনা উদ্ভিদ,बेड प्लांट
বিচনা চাদৰ,बेडिंग
বুটমাহৰ গুড়,बीट मोलॅसेस
bellows,घुंगरू
১.ষ্ট্ৰিপ ২.ভূখণ্ড,1. पट्टी 2. भूप्रदेश
লাভ-খৰচ বিশ্লেষণ,नफा-खर्च विश्लेषण
আকাংক্ষিত (Sampling),इच्छुक (नमुना)
দ্বিবাৰ্ষিক উদ্ভিদ,द्विवार्षिक वनस्पती
দ্বিপদ,द्विपद
বায়&#39;ফেক্টৰ,बायोफॅक्टर
জৈৱিক জলবায়ু,जैविक हवामान
জৈৱ শক্তি,जैव ऊर्जा
প্ৰাণীৰ পৰিস্থিতিতন্ত্ৰ,प्राणी पर्यावरणशास्त्र
১/ বায়’-প্ৰচেছৰ ২.বায়’-ৰিয়ক্টৰ,1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर
জৈৱমণ্ডল,बायोस्फीअर
জৈৱিক,जैविक
প্ৰাণীজগত,प्राणी
ডিভিলিংগি,दिविलिंगी
ধাৱলান,धवलन
১/প্ৰধ্বাসন (ৰোগ) ২) গাষ্ট ৰোগ,1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग
মিশ্ৰণ,मिश्रण
১.আংমাৰী (ৰোগ) ২.ব্লাইট (ৰোগ) ২.,1. अंगमारी (रोग) 2. अनिष्ट (रोग)
১/ ফোহা ২. ফোহা ৩. বিস্ফোৰণ ৪. ফোহা,1. फोड 2. फोड 3. उद्रेक 4. फोड
নীলা বিপ্লৱ,निळी क्रांती
প্লেনাৰ হিটিং চেম্বাৰ,प्लॅनर हीटिंग चेंबर
সমতল উত্তাপন প্ৰযুক্তি,प्लॅनर हीटिंग तंत्रज्ञान
ব্ৰাণ,कोंडा
শাখা-প্ৰশাখা,शाखा
১.ডাল ২.উপশাখা,1. डहाळी 2. उपशाखा
বংশবৃদ্ধি,जाती
প্ৰজনন,पुनरुत्पादन
আগতীয়াকৈ অংকুৰণৰ চিকিৎসা,लवकर उगवण उपचार
১. পোৱালি ২. কণী ৩. ভ্ৰূণ,1. शावक 2. अंडी 3. गर्भ
budding,होतकरू
বাজেট,बजेट
১.এম্ফোটেৰিক ২.বাফাৰ,1.अॅम्फोटेरिक 2. बफर
মিঠা আলু,रताळे
বান্ট (ৰোগ),बंट (रोग)
1. উপ-উৎপাদন 2. উপ-উৎপাদন,1. उप-उत्पादन 2. उप-उत्पादन
c আৰ্দ্ৰতা নিৰ্দিষ্টকৰণ বক্ৰ,c ओलावा तपशील वक्र
তেলৰ কেক,तेल केक
১.চূণ ২.কেলচিয়াম,1. चुना 2. कॅल्शियम
calcion,कॅल्शिअन
ফছফেট আঁতৰোৱা,फॉस्फेट काढणे
১.কিনাটা ২.কালাটা,1. किनटा 2. कॅलाटा
১.কেলাছ ২.ৰশ্মি,1.कॉलस 2. किरण
1. ফুলৰ গুটি 2. calyx,1. सेपल्स 2. कॅलिक्स
বাহ্যিক শেষ,बाह्य टोक
এধা,इधा
কেন্সাৰ (বেক্টেৰিয়াৰ ৰোগ),कॅन्कर (जीवाणूजन्य रोग)
কেনিং,कॅनिंग
আকাশ,आकाश
বিত্ত,वित्त
পৰগাছা (ডুমুৰৰ),परागकण (अंजीराचे)
১.কেপচুল ২.কেপচুল ৩.কেপচুল,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
কাৰ্বনাইজড,कार्बनयुक्त
কাৰ্বনেন,कार्बनन
carapace,कॅरॅपेस
এপাত হাতৰ অলংকাৰ,ब्रेसलेट
1. ঢালাই (লোহা) 2. ক্ষীপতি (পোক),1. कास्टिंग (लोह) 2. क्षिती (कीटक)
কেটাবলিজম,अपचय
প্ৰৰোচনা,प्रलोभन
1. পোক 2. পোক,1. सुरवंट 2. सुरवंट
গ ঘ. এন. ক. সংগ্ৰহ,c d. एन. a संकलन
পৰিসৰ,श्रेणी
১.কোষ ২.কোষ,1. सेल 2. सेल
কেন্দ্ৰীয় ফ্ৰন্ট ব্যৱস্থা,मध्यवर्ती फ्रंट सिस्टम
1. বিন্দু 2. ফোকাচ,1. पॉइंट 2. फोकस
কেন্দ্ৰচালিতকৰণ,केंद्रापसारक
কেন্দ্ৰচালিত কৰক,अपकेंद्रित्र
তাৰকা কেন্দ্ৰ,तारा केंद्र
এপিজেনেটিক,epigenetic
কেন্দ্ৰজা,केंद्रजा
loom,यंत्रमाग
১/ শস্যৰ বীজ ২. ছিৰিয়েল,1. तृणधान्ये 2. मालिका
১.প্ৰমাণীকৰণ ২.প্ৰমাণীকৰণ,1. प्रमाणन 2. प्रमाणन
প্ৰমাণিত বীজ,प्रमाणित बियाणे
১) খেৰ ২.কুট্টি ৩.শালক সহপাত্ৰ,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
১.নিভাগ ২.কৈলাজা,1. निभाग 2. कैलाजा
চাইম&#39;গ্ৰাফী,किमोग्राफी
১.কিয়াজমা ২.ব্যস্ত,1. कियाज्मा 2. व्यस्त
ছুপাৰকুলিং ঘন্টা,सुपर कूलिंग तास
হিম ক্ষতি,दंव नुकसान
১/ ভিচিৰোটাকি ২.চিমেৰা,1. विचिरोटकी 2. चिमेरा
সেউজীয়া দাইল,हिरवी लापशी
১.পাতল ২.সেউজীয়া,1. पर्णसंभार 2. हिरवा
চাইন&#39;ছিছ,सायनोसिस
জৈৱিক বিতৰণ বিজ্ঞান,जैविक वितरण विज्ञान
১) ক্ৰ’মেটিড ২) আধা ক্ৰম’জম,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
ক্ৰ&#39;মেটিন,क्रोमॅटिन
ক্ৰ&#39;মাট&#39;গ্ৰাফী,क्रोमॅटोग्राफी
ক্ৰ&#39;মেটিনেচন,क्रोमॅटिनलेशन
অলিন্দৰ বিন্দু,अलिंद बिंदू
ক্ৰ&#39;মেট&#39;জেনেছিছ,क्रोमेटोजेनेसिस
১/ ক্ৰম’প্ৰটিন ২.ৰঞ্জক প্ৰটিন,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
১.ক্ৰম’জম ২.ক্ৰম’জম,1. गुणसूत्र 2. गुणसूत्र
1. দীৰ্ঘদিনীয়া 2. দীৰ্ঘদিনীয়া 3. দীৰ্ঘদিনীয়া 4. অচল,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
ট্যাগ এর সাথে ছবি &#39;citrange&#39;:,सायरेंज
পতন উৎসৱ,गडी बाद होण्याचा क्रम
শ্ৰেণীবিভাজন,वर्गीकरण
১.মাটি ২.মাটি,1. चिकणमाती 2. चिकणमाती
১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
স্থায়ী পৰগাছা,सतत परागण
ক্ৰুচিফেৰাছ ফল,क्रूसिफेरस फळ
জলবায়ু,हवामान
জলবায়ুবিজ্ঞান,हवामानशास्त्र
shear,कातरणे
গোট (মাটি),ढेकूळ (चिकणमाती)
ক্ল&#39;ন,क्लोन
১.ডাৱৰ ২.ডাৱৰ,1.ढग 2.ढग
ক্লাম্প,गठ्ठा
মুঠি,घड
১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
১.আৱৰণ ২.চামৰাৰ টুকুৰা,1. कव्हर 2. लेदररेट
কয়া,कोया
১/ কো-এনজাইম ২.কো-এনজাইম,1. कोएन्झाइम 2. को-एंझाइम
সংহতি,एकसंधता
১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
মুলংকুৰ চোলা,मुलंकुर चोळ
,
কলয়ড (মাটি),कोलोइड (माती)
১.স্তম্ভ ২.কলমেলা,1.स्तंभ 2.columella
১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ,1. दंड 2. स्तंभ 3. स्तंभ
কমিউনিয়ন,सहभागिता
বাণিজ্যিক বেংক,व्यावसायिक बँक
১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী,1. वस्तू 2. व्यापारी माल
সমুদায়,समुदाय
সংকোচন (মাটিৰ),कॉम्पॅक्शन (मातीचे)
1. সামঞ্জস্যতা 2. সামঞ্জস্যতা,1. सुसंगतता 2. सुसंगतता
সামঞ্জস্যতা,सुसंगतता
১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ,1. भरपाई 2. भरपाई
প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া,स्पर्धात्मक संवाद
শস্যৰ পৰিপূৰক,पूरक पीक
১.সংমিশ্ৰিত ২.জটিল,1.संमिश्र 2.जटिल
সমষ্টিবাসী,घटक
সুৰ-ৰচনা,रचना
পচন সাৰ,कंपोस्ट
যৌগিক আগ্ৰহ,चक्रवाढ व्याज
গণনা,गणना
1. কম্পিউটাৰ 2. কম্পিউটাৰ,1. संगणक 2. संगणक
১/ ঘনত্ব ২. ঘনত্ব,1. एकाग्रता 2. एकाग्रता
১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ,1. अनुकूलक 2. पुनरुज्जीवन करणारा
পৰিবাহীতা,वाहकता
1. বিন্যাস 2. বিন্যাস,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
১.সংহতি ২.সংকৰকৰণ,1. एकत्रीकरण 2. संकरीकरण
সংযোজন,संयुग्मन
1. যোগকৰণ 2. সংযোগী,1. जोडणारा 2. संयोजी
সুৰক্ষা,संरक्षण
একত্ৰীকৰণ,एकत्रीकरण
১.উপাদান ২.উপাদান,1.घटक 2. घटक
গ্ৰাহক,ग्राहक
সেৱন,वापर
দূষণ কৰা,दूषित होणे
কনট্যুৰ ৰোপণ,समोच्च लागवड
কনট্যুৰ ৰেখা,समोच्च रेखा
১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ,नियंत्रित वातावरणीय संचयन
সমবায় বেংক,सहकारी बँक
সমবায় সমিতিৰ সদস্য,सहकारी संस्था सदस्य
গুলমাৱন,गुलमावन
ঘনকীয়,चौकोनी तुकडे
১.দলপুঞ্জ ২.কৰোলা,1. दालपुंज 2. कोरोला
১.কৰ্টেক্স ২.কৰ্টেক্স,1. कॉर्टेक्स 2. कॉर्टेक्स
খৰচ,खर्च
কুটিলডন,cotyledon
ক্ৰেডিট কমিটি,क्रेडिट समिती
১/ ঋণ দিয়া ২.ক্ৰেডিট,1. कर्ज देणे 2. क्रेडिट
১/ ঋণদাতা ২.পাওনাদাৰ,1. सावकार 2. कर्जदार
1. শিখৰ 2. শিখৰ 3. শিখৰ,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
প্ৰত্যাহাৰ,मागे घेणे
বিপদ,समस्या
পৰীক্ষা,चाचणी
জটিল অৱস্থা,गंभीर
শস্যৰ বীমা,पीक विमा
শস্যৰ ঋণ,पीक कर्ज
১.শস্য ২.শস্য,1. पीक 2. पीक
খেতি কৰা অঞ্চল,लागवड क्षेत्र
ক্ৰছ অসঙ্গতিপূৰ্ণ,क्रॉस विसंगत
1. মুকুট 2. শিখৰ (উদ্ভিদ),1. मुकुट 2. शिखर (वनस्पती)
কোমল কণা,मऊ कण
খোলা,कवच
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
ছাঁটনি (ফল),छाटणी (फळ)
কলম,पेन
জাত জাত,वाणाची विविधता
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,1. कर्षण 2. शेती 3. शेती
১/ কৃষক ২/ খেতিয়ক,1. शेतकरी 2. शेती करणारा
১.খেতি ২.খেতি ৩.পালন,1. मशागत 2. मशागत 3. संगोपन
১.সম্পদ ২.প্ৰস্তুতি,1. संसाधन 2. तयारी
১.কুন্তলন ২.কুঞ্চন,1.कुंतलन 2.कुंचोन
মুদ্ৰা,पवित्रा
১.এপিডাৰ্মিছ ২.কিউটিকল,1. एपिडर्मिस 2. क्यूटिकल
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
চাইট&#39;ক্ৰ&#39;ম,सायटोक्रोम
কোষ সংযোজন,सेल जोडणी
কোষৰ প্ৰজনন,सेल पुनरुत्पादन
কোষৰ জিনীয় বিজ্ঞান,सेल आनुवंशिकी
চাইট’প্লাজমিক বিভাজন,सायटोप्लाज्मिक विभागणी
কোষ জীৱবিজ্ঞান,सेल जीवशास्त्र
কোষৰ লাইছিছ,सेल lysis
১) চাইট’মিৰ ২) কোষৰ বিভাজন,1. सायटोमेर 2. सेल सेगमेंटेशन
চাইট’প্লাজম,सायटोप्लाझम
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
দুগ্ধ উদ্যোগ,डेअरी उद्योग
১.বান্ধ ২.প্ৰজননকাৰী,1. धरण 2. ब्रीडर
দিন নিৰপেক্ষ উদ্ভিদ,दिवस निरपेक्ष वनस्पती
ফুল ফুলাৰ পিছদিনা,फुलांच्या नंतर दिवस
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,पूर्ण फुलांच्या नंतरचा दिवस
অদক্ষতা,अकार्यक्षमता
ডিকেলচিফিকেশন,decalcification
1. dislodge 2. dislodge কৰা,1. डिस्लॉज 2. डिस्लॉज
পচি যোৱা,क्षय
পৰ্ণপাতী,पर्णपाती
১.দশমিক ২.দশমিক,1. दशांश 2. दशांश
হীনমন্যতা,कनिष्ठता
অনুৰণ (মাটি),अनुरन (माती)
বিপুষ্পন,विपुष्पन
বিলিং,बिलिंग
বনাঞ্চল ধ্বংস কৰা,जंगलतोड
বদনাম,बदनामी
অৱক্ষয়,ऱ्हास
অংশ দিন,भाग दिवस
১.পৰিমাণ ২.অংশ,1. प्रमाण 2. भाग
ডিহিচেন্স,विघटन
খোলা আঁতৰোৱা,भुसा काढणे
খোলা আঁতৰোৱা,भुसा काढणे
পানীলগা,निर्जलीकरण
জলহীন,निर्जल
দাবী কৰা,मागणी
১.ডিনেচাৰেচন ২.গুণন,1. विकृतीकरण 2. गुणाकार
ডেনুডেচন,निंदा
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
জমা,ठेव
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. घसारा 2. घसारा
ডিচেলাইনেচন,डिसेलिनेशन
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. पाणी कोरडे होणे 2. निर्जलीकरण
1. ডিজাইন 2. ডিজাইন,1. डिझाइन 2. डिझाइन
শুকান,कोरडे
কাৰ্ণেল আঁতৰোৱা,कर्नल काढणे
ডি-ইণ্টাৰকেলেচন,डी-इंटरकलेशन
সংযোজন,संयुग्मन
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
বল্লাৰ বা কুন্দন কাটিব পৰা,बल्लार किंवा कुंदन कटिंग
নিৰ্ণায়ক,निर्धारक
বিমুদ্ৰাকৰণ,अवमूल्यन
ডি-ভেজিটেট,वनस्पती काढून टाकणे
বিচ্যুতি,विचलन
দুণ্ডণ,दुप्पट
নিদান,निदान
ভিন্ন পৰিপক্কতা,भिन्न परिपक्वता
bifurcation,दुभाजक
1. দ্বিবিষাক্ত (বীজ),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
পিঠিৰ ৰোগ,पाठीचा आजार
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. प्रसार 2. प्रसार
হজম ক্ষমতা,पचनक्षमता
ডাইহাইব্ৰিড,dihybrid
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. धरण 2. नाला 3. कुटुंब
সামান্য,अल्प
১.একপত্নী ২.একপত্নী,1. एकपत्नी 2. एकपत्नी
