Kannada,Bengali
ದ್ವೇಷ,শত্রুতা
ಅನುಬಂಧ,সংযুক্তি
ವಾರ್ಷಿಕೋತ್ಸವ,বার্ষিকী
ಪ್ರಕಟಿಸುವುದು,ঘোষণা
ಕಿರಿಕಿರಿಯ,বিরক্তি
ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ,বার্ষিক আর্থিক বিবৃতি
ವಾರ್ಷಿಕ ವರದಿ,বার্ষিক প্রতিবেদন
ವರ್ಷಾಶನ,বার্ষিকী
ಅನಾಮಿಕ,বেনামে
ಅನಾಮಧೇಯ ದೂರು,বেনামে অভিযোগ
ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ,উত্তরযোগ্যতা
ಉತ್ತರ ಪತ್ರಿಕೆ,উত্তরপত্র
ವಿರೋಧಿ,বিরোধী
ಪೂರ್ವಸಿದ್ಧತೆಗಳು,পূর্বসূরি
ನಿರೀಕ್ಷಿತ ಖರ್ಚು,প্রত্যাশিত ব্যয়
ನಿರೀಕ್ಷಿತ ಆದಾಯ,প্রত্যাশিত আয়
ನಿರೀಕ್ಷಣೆ,অগ্রজ্ঞান
ನಿರೀಕ್ಷಿತ ಜಾಮೀನು,প্রত্যাশিত জামিন
ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ,দুর্নীতি দমন ব্যবস্থা
ಡಂಪಿಂಗ್ ವಿರೋಧಿ,অ্যান্টি-ডাম্পিং
ಪ್ರಾಚೀನ,প্রাচীন
ವರ್ಣಭೇದ,বর্ণবাদ
ನಿರಾಸಕ್ತಿ,উদাসীনতা
ತುದಿ ದೇಹ,অ্যাপেক্স বডি
ಕ್ಷಮೆ,ক্ষমা প্রার্থনা
ಮನವಿಯನ್ನು,আবেদন
ಗೋಚರತೆ,চেহারা
ಸಮಾಧಾನ,সন্তুষ্টি
ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ,আপিল ট্রাইব্যুনাল
ಅನುಬಂಧ,পরিশিষ্ট
ಉಪಕರಣ,যন্ত্রপাতি
ಅನ್ವಯಿಸುವ,প্রযোজ্য
ಅರ್ಜಿದಾರ,প্রার্থী
ಅನ್ವಯಿಸು,আবেদন
ಅರ್ಜಿ,আবেদনপত্র
ಅನ್ವಯಿಕ,প্রয়োগ
ಅನ್ವಯಿಸು,প্রয়োগ করুন
ನೇಮಕಾತಿ,নিয়োগ
ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು,কর্তৃপক্ষ নিয়োগ
ನೇಮಕ,অ্যাপয়েন্টমেন্ট
ನೇಮಕಾತಿ ಪತ್ರ,নিয়োগপত্র
ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ,মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি
ವೇತನದ ಹಂಚಿಕೆ,মজুরির অংশ
ಮೌಲ್ಯಮಾಪಕ,মূল্যায়ন
ಮೌಲ್ಯಮಾಪಕ,মূল্যায়নকারী
ಮೆಚ್ಚುಗೆ,প্রশংসা
ಭಯ,আশঙ্কা
ಅಪ್ರೆಂಟಿಸ್,শিক্ষানবিশ
ಸಮೀಪಿಸು,পদ্ধতির
ಸೂಕ್ತ,যথাযথ
ಸೂಕ್ತ ಕ್ರಮ,যথাযথ ব্যবস্থা
ಸೂಕ್ತ ತಲೆ,উপযুক্ত মাথা
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,বরাদ্দ
ಅನುಮೋದನೆ,অনুমোদন
ಅಂದಾಜು,আনুমানিক
ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ,বুদ্ধিমত্তার পরীক্ষা
ಅನಿಯಂತ್ರಿತ,ইচ্ছামত
ನಿಣಿಸು,সালিশ
ಮಧ್ಯಸ್ಥಿಕೆ,সালিশ
ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ,আরবিট্রেশন ট্রাইব্যুনাল
ಮಧ್ಯಸ್ಥ,সালিস
ವಾಸ್ತುಶಿಲ್ಪಿ,আর্কিটেকচার
ಆರ್ಕೈವ್ಸ್,সংরক্ষণাগার
ಪ್ರದೇಶ,অঞ্চল
ಪ್ರದೇಶದ ಪ್ರದೇಶ,অঞ্চল সদর দফতর
ವಾದ,যুক্তি
ಹುಳು,উত্থিত
ಸಶಸ್ತ್ರ ಪಡೆ,সশস্ত্র বাহিনী
ಜೋಡಣೆ,ব্যবস্থা
ಬಾಕಿ,বকেয়া
ಬಾಕಿ ಹೇಳಿಕೆ,বকেয়া বিবৃতি
ಆಗಮನ ವರದಿ,আগমনের প্রতিবেদন
ಅಸ್ತವ್ಯಸ್ತತೆ,অহংকার
ಸ ೦ ತಾನು,আর্সেনাল
ಲೇಖನ,নিবন্ধ
ಸಂಘದ ಲೇಖನಗಳು,সমিতির নিবন্ধ
ಲೇಖನಗಳು,নিবন্ধ
ಆರೋಹಣ,উর্দ্ধক্রমানুসারে
ಒತ್ತಿಹೇಳಿಸು,নিরূপণ করা
ಎಲ್ಲಿದೆ,যেমনটি যেখানে
ಆಕಾರ,দিক
ಆಪಾದನೆ,Aspersion
ಹತ್ಯೆ,হত্যাকাণ্ড
ದಾಳಿ,হামলা
ಜೋಡಿಸು,একত্রিত করা
ಸಭೆ,সমাবেশ
ಒಪ್ಪು,সম্মতি
ಪ್ರತಿಪಾದಿಸು,জাহির করা
ಮೌಲ್ಯಮಾಪಕ,মূল্যায়নকারী
ಮೌಲ್ಯಮಾಪನ,মূল্যায়ন
ಮೌಲ್ಯಮಾಪನ ವರ್ಷ,মূল্যায়ন বছর
ಮೌಲ್ಯಮಾಪಕ,মূল্যায়নকারী
ಸ್ವಸಮಾನಗಳು,সম্পদ
ನಿಯೋಗಿ,Assignee
ನಿಯೋಜನೆ,অ্যাসাইনমেন্ট
ನಿಯೋಜಕ,নিয়োগকারী
ಸಹಾಯ,সহায়তা
ಜೊತೆಗಾರ,সহযোগী
ಸಂಘ,সংঘ
ಚಾರ್ಜ್ನ umption ಹೆ,চার্জ অনুমান
ಭರವಸೆ,আশ্বাস
ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ,আশ্বাস সংস্থা
ಭರವಸೆ ಕೊಡು,আশ্বাস
ರಿಯಾಯಿತಿಯಲ್ಲಿ,ছাড় এ
ಪರಮಾಣು ಶಕ್ತಿ,পারমাণবিক শক্তি
ಸಮನಾಗಿ,সমমূল্যে
ಪ್ರೀಮಿಯಂನಲ್ಲಿ,প্রিমিয়ামে
ಲಗತ್ತಿಸು,সংযুক্ত
ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ,সংযুক্ত অফিস
ಬಾಂಧಾಣ,সংযুক্তি
ಲಗತ್ತು ಆದೇಶ,সংযুক্তি আদেশ
ಸಾಧನೆ,অর্জন
ಪ್ರಯತ್ನ,চেষ্টা
ಹಾಜರಾತಿ,উপস্থিতি
ಹಾಜರಾತಿ ನೋಂದಣಿ,উপস্থিতি নিবন্ধ
ಹಾಜರಾತಿ ಸ್ಲಿಪ್,উপস্থিতি স্লিপ
ಗಮನ,মনোযোগ
ದೃestೀಕರಣ,সত্যতা
ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ,সত্যায়িত অনুলিপি
ವರ್ತನೆ,মনোভাব
ಆಕರ್ಷಕ ಸಂಬಳ,আকর্ষণীয় বেতন
ಹರಾಜು,নিলাম
ಹರಾಜುದಾರ,নিলামকারী
ಹರಾಜು ಮಾರಾಟ,নিলাম বিক্রয়
ಪ್ರೇಕ್ಷಕರು,শ্রোতা
ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ,অডিও-ভিজ্যুয়াল ডিসপ্লে
ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ,অডিও-ভিজ্যুয়াল প্রচার
ಲೆಕ್ಕಪರಿಶೋಧನೆ,নিরীক্ষা
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು,নিরীক্ষিত অ্যাকাউন্ট
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,নিরীক্ষিত ব্যালেন্স শীট
ಲೆಕ್ಕಾಚಾರ,নিরীক্ষণ
ಲೆಕ್ಕಪರಿಶೋಧನೆ,নিরীক্ষা আপত্তি
ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ,নিরীক্ষকের প্রতিবেদন
ಸಭಾಪತಿ,অডিটোরিয়াম
ಲೆಕ್ಕಪರಿಶೋಧನೆ,অডিট অনুচ্ছেদ
ಲೆಕ್ಕಪರಿಶೋಧನೆ,অডিট রিপোর্ট
ಕಠಿಣತೆ,কঠোরতা
ಕಠಿಣತೆ ಕ್ರಮಗಳು,কঠোরতা ব্যবস্থা
ಅಧಿಕೃತ,খাঁটি
ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ,অনুমোদিত প্রতিনিধি
ಅಧಿಕೃತವಾದ,কর্তৃত্বমূলক
ಅಧಿಕಾರ,কর্তৃপক্ষ
ಅಧಿಕಾರ ಪತ್ರ,কর্তৃপক্ষের চিঠি
ಅಧಿಕಾರಾವಧ,অনুমোদিত
ಅಧಿಕೃತ ಬಂಡವಾಳ,স্বীকৃত মূলধন
ಸ್ವಯಂಚಾಲಿತ,স্বয়ংক্রিয়
ಸ್ವಾಯತ್ತ,স্বায়ত্তশাসিত
ಸ್ವಾಯತ್ತ ದೇಹ,স্বায়ত্তশাসিত শরীর
ಸ್ವಾಯತ್ತತೆ,স্বায়ত্তশাসন
ಸಹಾಯಕ,সহায়ক
ಲಭ್ಯ,উপলব্ধ
ಸರಾಸರಿ,গড়
ಸರಾಸರಿ ರಜೆ,গড় ছুটি
ನಿವಾರಣೆ,বিপর্যয়
ತಪ್ಪಿಸು,এড়ানো
ತಪ್ಪಿಸಲು,এড়াতে
ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು,কর এড়ানো
ಕಾಯುತ್ತಿರುವ,অপেক্ষা করছি
ಪ್ರಶಸ್ತಿ,পুরষ্কার
ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ,পুরষ্কার কর্তৃপক্ষ
ಅ ೦ ಗಿರುವಿಕೆ,সচেতনতা
ಹಿತ್ತಲಿನ,ব্যাকডেটেড
ಹಿನ್ನೆಲೆ,পটভূমি
ಹಿಂದಿನ ಲಾಗ್,জমা কাজ
ಹಿಂದೆ,ফিরে
ಹಿಂದಿನ ಉಲ್ಲೇಖ,পিছনে রেফারেন্স
ಬ್ಯಾಕ್ ಅಪ್,ব্যাক আপ
ಹಿಂದುಳಿದ ತರಗತಿಗಳು,পশ্চাদপদ শ্রেণি
ಹಿಂದುಳಿದ ಬುಡಕಟ್ಟು,পশ্চাদপদ উপজাতি
ಕೆಟ್ಟ ಚೌಕಾಶಿ,খারাপ দর কষাকষি
ಕೆಟ್ಟ ನಡತೆ,খারাপ আচরণ
ಕೆಟ್ಟ ಪಾತ್ರ,খারাপ চরিত্র
ಕೆಟ್ಟ ಹವಾಮಾನ ಭತ್ಯೆ,খারাপ জলবায়ু ভাতা
ಕೆಟ್ಟ ನಡವಳಿಕೆ,খারাপ আচরণ
ಕೆಟ್ಟ ಸಾಲ,খারাপ ঋণ
ಸಾಮಾನು ಸರಂಜಾಮು,লাগেজ
ಜಾಮೀನು,জামিন
ಸಮತೋಲನ,ভারসাম্য
ಸಮತೋಲನವನ್ನು ಉರುಳಿಸಿದೆ,ভারসাম্য নামা
ಸಮತೋಲನವನ್ನು ಮುಂದಕ್ಕೆ ತರಲಾಗಿದೆ,ভারসাম্য এগিয়ে আনা
ಸಮತೋಲಿತ ಬಜೆಟ್,সুষম বাজেট
ಸಮತೋಲನ,ব্যালেন্স শীট
ಮತದಾನ,ব্যালট
ಮತಪೆಟ್ಟಿಗೆ,ব্যালট বাক্স
ಮತದಾನದ ಕಾಗದ,ভোট পত্র
ನಿಷೇಧಿಸು,নিষেধাজ্ঞা
ಬ್ಯಾಂಕ್,ব্যাংক
ಬ್ಯಾಂಕ್ ಖಾತೆ,ব্যাংক হিসাব
ಬ್ಯಾಂಕ್ ಬ್ಯಾಲೆನ್ಸ್,ব্যাংক ভারসাম্য
ಬ್ಯಾಂಕ್ ಶುಲ್ಕಗಳು,ব্যাংক চার্জ
ಬ್ಯಾಂಕ್ ಖಾತರಿ,ব্যাংক গ্যারান্টি
ಬ್ಯಾಂಕ್ ರಜೆ,ব্যাংক ছুটির দিন
ಬ್ಯಾಂಕಿಂಗ್ ಸೌಲಭ್ಯ,ব্যাংকিং সুবিধা
ಬ್ಯಾಂಕಿಂಗ್ ಸಮಯ,ব্যাংকিং সময়
ಬ್ಯಾಂಕಿಂಗ್ ವಹಿವಾಟು,ব্যাংকিং লেনদেন
ಬ್ಯಾಂಕ್ ಪ್ರಮಾಣ,ব্যাংক হার
ಬ್ಯಾಂಕ್ ಸಮನ್ವಯ,ব্যাংক পুনর্মিলন
ದಿವಾಳಿಯಾದ,দেউলিয়া
ಬ್ಯಾಂಕ್ ಭದ್ರತೆ,ব্যাংক সুরক্ষা
ಬ್ಯಾಂಕ್ ಲೆಕ್ಕವಿವರಣೆ,ব্যাংক দলিল
Banಟ,বনভোজন
ಪಟ್ಟಿಗ ಮಂಡಳಿ,বার কাউন্সিল
