Gujarati,Bengali
એનાલોગ મલ્ટિમીટર,এনালগ মাল্টিমিটার
એનાલોગ સ્વીચ,এনালগ সুইচ
અને દરવાજો,এবং গেট
કોણીય આવર્તન,কৌণিক কম্পাংক
"anion, anion","anion, anion"
એનિલિંગ તાપમાન,অ্যানিলিং তাপমাত্রা
એનોડ,অ্যানোড
એનોડ એમ્પ્લીફાયર,অ্যানোড পরিবর্ধক
anodyne,anodyne
એન્ટેના,অ্যান্টেনা
એન્ટેના ઘટક,অ্যান্টেনা উপাদান
વિરોધી પ્રતિબિંબીત કોટિંગ,বিরোধী প্রতিফলিত আবরণ
એન્ટિલોગિન એમ્પ્લીફાયર,অ্যান্টিলগইন পরিবর্ধক
પ્રતિરોધક સર્કિટ,অ্যান্টিরেজোন্যান্ট সার্কিট
દ્વારક સમયગાળો,দ্বারক যুগ
વર્ચ્યુઅલ પાવર,ভার্চুয়াল শক্তি
વાયર કનેક્શન,তারের সংযোগ
અંદાજિત વોલ્ટેજ ગેઇન,আনুমানিক ভোল্টেজ লাভ
આર્મસ્ટ્રોંગ મોડ્યુલેટર,আর্মস্ট্রং মডুলেটর
એન્ટેના એરે,অ্যান্টেনা অ্যারে
"કદ ગુણોત્તર, પાસા ગુણોત્તર","সাইজ রেশিও, অ্যাসপেক্ট রেশিও"
ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ),ভাসমান সার্কিট (ফ্রি অপারেটিং সার্কিট)
સ્વચાલિત મલ્ટિવાઇબ્રેટર,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
ફ્લોટિંગ મલ્ટિવાઇબ્રેટર,ভাসমান মাল্টিভাইব্রেটর
અસમપ્રમાણ જંકશન,অপ্রতিসম জংশন
અસુમેળ કેલ્ક્યુલેટર,অ্যাসিঙ্ক্রোনাস ক্যালকুলেটর
પરમાણુ,পারমাণবিক
અણુ સંખ્યા,পারমাণবিক সংখ্যা
અણુ માળખું,পারমাণবিক গঠন
ઓડિયો એમ્પ્લીફાયર,অডিও পরিবর্ধক
ઓડિયો એમ્પ્લીફાયર,অডিও পরিবর্ধক
ઓડિયો કેસેટ,অডিও ক্যাসেট
ઓડિયો સર્કિટ,অডিও সার্কিট
સાંભળી શકાય તેવી આવર્તન,শ্রবণযোগ্য ফ্রিকোয়েন্সি
આપોઆપ વોલ્ટેજ નિયંત્રણ,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রণ
હિમપ્રપાત,তুষারপাত
સરેરાશ ડિટેક્ટર,গড় আবিষ্কারক
અક્ષીય મોડ,অক্ষীয় মোড
અક્ષીય ગુણોત્તર,অক্ষীয় অনুপাত
એન્ટેના,অ্যান্টেনা
પાછળનું ઇલેક્ટ્રોમોટિવ બળ,ব্যাক ইলেক্ট্রোমোটিভ ফোর্স
પાછળનો વિસ્તાર,পিছনের এলাকা
પાછા સ્કેટર,ব্যাক স্ক্যাটার
પૃષ્ઠભૂમિ ચાર્જ,ব্যাকগ্রাউন্ড চার্জ
બાજુનો અવાજ,পার্শ্ব গোলমাল
પ્રત્યાગમન,পশ্চাদপসরণ
પશ્ચાદવર્તી ઇરેડિયેશન,পোস্টেরিয়র বিকিরণ
બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ,ব্যাকওয়ার্ড ডায়োড / ব্যাকওয়ার্ড ডায়োড
બેકવર્ડ વેવ ઓસિલેટર,ব্যাকওয়ার্ড ওয়েভ অসিলেটর
"અવરોધ, અવરોધ","বাধা, বাধা"
અવરોધ,বাধা
સંતુલિત પુલ,সুষম সেতু
સંતુલિત મોડ્યુલેટર,সুষম মডুলেটর
સંતુલિત મોડ્યુલેટર,সুষম মডুলেটর
સંતુલિત સર્કિટ,সুষম সার্কিট
સંતુલિત ઢાળ ડિટેક્ટર,সুষম গ্রেডিয়েন্ট ডিটেক্টর
વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર,বর্তমান স্টেবিলাইজার প্রতিরোধের
બોલોમીટર,বোলোমিটার
બોલોમીટર પુલ,বোলোমিটার সেতু
બલૂન,বেলুন
બનાના જેક,কলা জ্যাক
બનાના પ્લગ,কলা প্লাগ
"બેન્ડ, પાટો","ব্যান্ড, ব্যান্ডেজ"
બેન્ડ ડ્રાઈવર,ব্যান্ড ড্রাইভার
બેન્ડ ઊર્જા,ব্যান্ড শক্তি
બેન્ડ ગેપ,ব্যান্ড ফাঁক
બેડપાર્ક એમ્પ્લીફાયર,ব্যাডপার্ক পরিবর্ধক
બેન્ડ પાસ ફિલ્ટર,ব্যান্ড পাস ফিল্টার
બાઉડ રેટ જનરેટર,বড রেট জেনারেটর
banddispersion,banddispersion
બેન્ડ રેઝિસ્ટર,ব্যান্ড প্রতিরোধক
બેન્ડ બ્રેકર ફિલ્ટર,ব্যান্ড ব্রেকার ফিল্টার
બેન્ડ વિસ્તરણ,ব্যান্ড সম্প্রসারণ
બેન્ડ રીમુવર ફિલ્ટર,ব্যান্ড রিমুভার ফিল্টার
બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક,ব্যান্ড এক্সপেনশন ডিফ্লেকশন মাল্টিপ্লায়ার
બેન્ડ એક્સ્ટેંશન અંતર ગુણક,ব্যান্ড এক্সটেনশন দূরত্ব গুণক
"બીમ કેપેસિટર, બેંક કેપેસિટર","বিম ক্যাপাসিটর, ব্যাংক ক্যাপাসিটর"
"બાર્કર કોડ, બાર્કર કોડ","বার্কার কোড, বার্কার কোড"
barravaugen માપદંડ,barravaugen মানদণ্ড
બેરેટર,বাধাদানকারী
અવરોધ,বাধা
ઇન્સ્યુલેટીંગ કેપેસિટર,অন্তরক ক্যাপাসিটর
અવરોધ ઊર્જા,বাধা শক্তি
રેઝિસ્ટર વોલ્ટેજ,প্রতিরোধক ভোল্টেজ
બાર્ટલેટ વિન્ડો,বার্টলেট উইন্ডো
"આધાર, આધાર","ভিত্তি, ভিত্তি"
આધાર બેન્ડ,বেস ব্যান্ড
બેઝ બેન્ડ ટ્રાન્સમિશન,বেস ব্যান্ড ট্রান্সমিশন
બેઝ ચાર્જ,বেস চার্জ
આધાર પ્રવાહ,ভিত্তি বর্তমান
આધાર વર્તમાન સ્ત્રોત,ভিত্তি বর্তমান উৎস
આધાર ઉતારવું,বেস শিয়ারিং
આધાર મદન,আধার মদন
આધાર ઉત્સર્જક ફીડ,বেস ইমিটার ফিড
આધાર ઉત્સર્જક જંકશન,বেস ইমিটার জংশন
બેઝ ઈન્જેક્શન,বেস ইনজেকশন
જમીન રેખા,স্থল লাইন
આધાર પ્રતિકાર,বেস প্রতিরোধের
આધાર સ્ત્રોત,ভিত্তি উৎস
આધાર વિસ્તરણ પ્રતિકાર,বেস সম্প্রসারণ প্রতিরোধের
આધાર વિસ્તરણ પ્રતિકાર,বেস সম্প্রসারণ প্রতিরোধের
આધાર જાડાઈ,ভিত্তি বেধ
બેઝ એક્સેસ,বেস অ্যাক্সেস
"આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન","বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন"
આધાર કલેક્ટર સંધિ,বেস কালেক্টর চুক্তি
ગંધ,গন্ধ
બાસ આવર્તન,খাদ ফ্রিকোয়েন্সি
બેટરી,ব্যাটারি
બાઉડ,বউড
બાઉડ દર,বড হার
બાઉડ રેટ જનરેટર,বড রেট জেনারেটর
બોડો કોડ,বোডো কোড
"સંકેત, દીવાદાંડી","সংকেত, বীকন"
"મણિકા, બીડ","মানিকা, বিড"
મેનિક કેપેસિટર,ম্যানিক ক্যাপাসিটর
મણિકર્તાપિ પ્રતિરોધકો,মানিকর্তপি প্রতিরোধক
"બીમ એન્ટેના, બીમ એન્ટેના","মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা"
બીમ ડિટેક્ટર,মরীচি আবিষ্কারক
બીમ પાવર નળી,মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ
બીમ સ્વિચિંગ નોઝલ,মরীচি সুইচিং অগ্রভাগ
બીમ વિસ્તરણ,মরীচি সম্প্রসারণ
હરાવ્યું આવર્તન,বীট ফ্রিকোয়েন্সি
બીટ-ફ્રિકવન્સી ઓસિલેટર,বীট-ফ্রিকোয়েন্সি অসিলেটর
પલ્સ ઓસિલેટર,পালস অসিলেটর
બેલ,বেল
બેન્ડિંગ નુકશાન,নমন ক্ষতি
બેસેલ ફિલ્ટર,বেসেল ফিল্টার
બેટા,বেটা
b-h વળાંક,b-h বক্ররেখা
"પૂર્વગ્રહ, પૂર્વગ્રહ","পক্ষপাত, পক্ষপাত"
પૂર્વગ્રહ વર્તમાન,পক্ষপাত বর্তমান
પૂર્વગ્રહ પ્રતિકાર,পক্ষপাত প্রতিরোধ
ડબલ એન્ટેના,ডবল অ্যান্টেনা
દ્વિપક્ષીય લોડ વર્તમાન,দ্বিমুখী লোড বর্তমান
દ્વિદિશ એન્ટેના,দ্বিমুখী অ্যান্টেনা
દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ,দ্বিমুখী আলো নির্গত ডায়োড
દ્વિપક્ષીય થાઇરિસ્ટર,দ্বিমুখী থাইরিস্টর
bi FET ટેકનોલોજી,bi FET প্রযুক্তি
બાય પોઇન્ટ ટ્રાન્સફોર્મર,দ্বি-বিন্দু ট্রান্সফরমার
ડબલ ફ્યુઝન,ডবল ফিউশন
દ્વિપક્ષીય સર્કિટ,দ্বিপাক্ষিক সার্কিট
દ્વિસંગી,বাইনারি
દ્વિસંગી રકમ,বাইনারি যোগফল
દ્વિસંગી સર્કિટ,বাইনারি সার্কিট
દ્વિસંગી કોડેડ દશાંશ,বাইনারি কোডেড দশমিক
દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ,বাইনারি কোডেড দশমিক সিস্টেম
દ્વિસંગી દ્વિધ્રુવ કેપેસિટર,বাইনারি ডাইপোল ক্যাপাসিটর
દ્વિસંગી કેલ્ક્યુલેટર,বাইনারি ক্যালকুলেটর
દ્વિસંગી કેલ્ક્યુલેટર,বাইনারি ক্যালকুলেটর
દ્વિસંગી ડીકોડર,বাইনারি ডিকোডার
દ્વિસંગી નિસરણી,বাইনারি মই
બાઈનરી પેથોમીટર,বাইনারি প্যাথোমিটার
દ્વિસંગી સ્થિતિ,বাইনারি অবস্থা
દ્વિસંગી-દશાંશ ડીકોડર,বাইনারি-ডেসিমেল ডিকোডার
બાઈનરી લોડ,বাইনারি লোড
દ્વિસંગી શબ્દો,বাইনারি শব্দ
દ્વિધ્રુવી,বাইপোলার
બાયપોલર કેપેસિટર,বাইপোলার ক্যাপাসিটর
દ્વિધ્રુવી ઉપકરણ,বাইপোলার ডিভাইস
દ્વિધ્રુવી સ્ત્રોત,বাইপোলার উৎস
બાયપોલર ટ્રાંઝિસ્ટર,বাইপোলার ট্রানজিস্টর
બાયપોલર જંકશન ટ્રાંઝિસ્ટર,বাইপোলার জংশন ট্রানজিস্টর
ચતુર્ભુજ ફિલ્ટર,দ্বিঘাত ফিল্টার
ડબલ સ્થિતિ,ডবল অবস্থান
બે તબક્કાનું મલ્ટિવાઇબ્રેટર,দুই-পর্যায়ের মাল্টিভাইব্রেটর
દ્વિપક્ષીય રિલે,দ্বিমুখী রিলে
બે તબક્કાની સ્થિતિ,দুই-পর্যায়ের রাষ্ট্র
બે-સ્થિતિ ટ્રિગર,দুই-পজিশন ট্রিগার
બીટ ભૂલ,বিট ত্রুটি
બીટ ભૂલ દર,বিট ত্রুটি হার
બીટ ભૂલ,বিট ত্রুটি
બિટકલ ભૂલ,বিটকল ত্রুটি
અંધ બોક્સ,অন্ধ বাক্স
કન્ડેન્સ્ડ પલ્સ,ঘনীভূত নাড়ি
સચિવ,সচিব
સ્ત્રાવ અવરોધક,সিক্রেটরি ইনহিবিটার
અંધત્વ,অন্ধত্ব
સેગમેન્ટ ડાયાગ્રામ,সেগমেন্ট ডায়াগ্রাম
અવરોધક અવરોધ,ব্লকিং প্রতিবন্ধকতা
ટુકડો ટ્રાન્સફર,খণ্ড স্থানান্তর
ઇન્ટરસેપ્ટ,পথিমধ্যে রোধ করা
રેઝિસ્ટર કેપેસિટર,প্রতিরোধক ক্যাপাসিটর
રેઝિસ્ટર કેપેસિટર,প্রতিরোধক ক্যাপাসিটর
રેઝિસ્ટર ઓસિલેટર,ব্লকিং অসিলেটর
અવરોધિત ઓસિલેટર,প্রতিরোধক অসিলেটর
રેઝિસ્ટર વોલ્ટેજ,প্রতিরোধক ভোল্টেজ
બ્લોઅર,ব্লোয়ার
બોડ ડાયાગ્રામ,বোড ডায়াগ্রাম
વોલ્ટ્ઝમેન સંબંધ,voltzmann সম্পর্ক
વોલ્ટ્ઝમેન સતત,voltzmann ধ্রুবক
બોન્ડ,বন্ধন
બંધાયેલ તાણ ગેજ,আবদ্ধ স্ট্রেন গেজ
સ્વ-સહાયક એમ્પ્લીફાયર,স্ব-চালিত পরিবর্ধক
બુલિયન બીજગણિત,বুলিয়ান বীজগণিত
બુલિયન સમીકરણ,বুলিয়ান সমীকরণ
બુટ Strapon,বুট Strapon
બૂથનું અલ્ગોરિધમ,বুথের অ্যালগরিদম
બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ,বুটস্ট্র্যাপ প্রিজম সার্কিট
bosscutts નિયમ,bosscutts নিয়ম
બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ,বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড
"કૂદકો, કૂદકો","লাফ, লাফ"
બંધાયેલ ઇલેક્ટ્રોન,আবদ্ধ ইলেকট্রন
બ્રેગ રિફ્લેક્ટર,ব্র্যাগ প্রতিফলক
ગૂંથેલા વાયર,জড়িত তার
શાખા,শাখা
શાખાઓ,শাখা
પ્રયોગ બોર્ડ,পরীক্ষা বোর্ড
બ્રેક ઝોન,বিরতি জোন
બ્રેકિંગ વોલ્ટેજ,ব্রেকিং ভোল্টেজ
બ્રેકડાઉન ડાયોડ,ব্রেকডাউন ডায়োড
અસ્થિભંગ ફિક્સેશન,ফ্র্যাকচার ফিক্সেশন
બ્રેકિંગ વોલ્ટેજ,ব্রেকিং ভোল্টেজ
પુલ,সেতু
પુલ સુધારક,সেতু সংশোধনকারী
વિશાળ બેન્ડ,প্রশস্ত ব্যান্ড
બ્રોડકાસ્ટ બેન્ડ,সম্প্রচার ব্যান্ড
અપાર્થિવ એરે,অ্যাস্ট্রাল অ্যারে
પ્રસારણ,সম্প্রচার
બ્રોડકાસ્ટ એન્ટેના,সম্প্রচার অ্যান্টেনা
બ્રોડકાસ્ટ રીસીવર,সম্প্রচার গ্রহনকারী যন্ত্র
ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર,ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার
બ્રોડકાસ્ટ ટ્રાન્સમીટર,সম্প্রচার ট্রান্সমিটার
બૂસ્ટર એન્ટેના,বুস্টার অ্যান্টেনা
બસ એન્ટેના,বাস অ্যান্টেনা
બ્રશ નિમજ્જન,বুরুশ নিমজ্জন
પરપોટા અને દરવાજો,বুদবুদ এবং গেট
બુડબુડુ અથવા ગેટ,বুডবুডু বা গেট
બબલી મેમરી,বুদবুদ স্মৃতি
વળતર આપતું વોલ્ટેજ,ক্ষতিপূরণকারী ভোল্টেজ
બફર,বাফার
બફર એમ્પ્લીફાયર,বাফার পরিবর্ধক
બફર સર્કિટ,বাফার সার্কিট
બફર ઓપરેટર,বাফার অপারেটর
બફર રજીસ્ટર,বাফার রেজিস্টার
બલ્બ,বাল্ব
વસ્તી અસર,জনসংখ্যার প্রভাব
મેક્રો સેમિકન્ડક્ટર ઉપકરણ,ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস
ટોળું,গুচ্ছ
ડૂબી ગયેલ વિનિમય,নিমজ্জিত বিনিময়
ડૂબી ગયેલ સ્તર,নিমজ্জিত স্তর
ડૂબી ગયેલો સંપર્ક,নিমজ্জিত যোগাযোগ
બ્લાસ્ટ એમ્પ્લીફાયર,বিস্ফোরণ পরিবর্ধক
બ્લાસ્ટ કવર,বিস্ফোরণ কভার
બ્લાસ્ટ ફાયરિંગ,বিস্ফোরণ গুলি
વિસ્ફોટ ડોર એમ્પ્લીફાયર,বিস্ফোরণ দরজা পরিবর্ধক
વિસ્ફોટ મોડ,বিস্ফোরিত মোড
વિસ્ફોટ વિભાજક,বিস্ফোরণ বিভাজক
વિસ્ફોટ સંકેત,বিস্ফোরণের সংকেত
વિસ્ફોટ ભૂલ સુધારનાર કોડ,বিস্ফোরণ ত্রুটি সংশোধনকারী কোড
પૂરતૂ,যথেষ্ট
બસ બાર,বাস বার
બસ સંસ્થા,বাস সংগঠন
બસ ધોરણ,বাস স্ট্যান্ডার্ড
માત્ર ક્ષણિક,শুধু ক্ষণস্থায়ী
માખણ વર્થ ફિલ્ટર,মাখন মূল্য ফিল্টার
bnc વાયર,bnc তার
BNC જોઈન્ટર,বিএনসি জয়েন্টার
બાય-વે,উপায় দ্বারা
બાયપાસ કેપેસિટર,বাইপাস ক্যাপাসিটর
બાઈટ,বাইট
વી બેન્ડ,ভি ব্যান্ড
સી બેન્ડ એન્ટેના,সি ব্যান্ড অ্যান্টেনা
વાયર,তার
વાયર રૂટીંગ,তারের রাউটিং
ટેલિગ્રાફ ટેલિવિઝન,টেলিগ্রাফ টেলিভিশন
કેશ મેમરી,ক্যাশ মেমরি
સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ,সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড
કેલ્ક્યુલેટર,ক্যালকুলেটর
માપાંકન,ক্রমাঙ্কন
કૉલ સરનામું,কল ঠিকানা
કૉલપિટ ઓસિલેટર,কলপিট অসিলেটর
કેમ કોર્ડર,ক্যাম কর্ডার
કેમેરા,ক্যামেরা
કેમેરા નળી,ক্যামেরার পায়ের পাতার মোজাবিশেষ
candela,candela
મીણબત્તીની શક્તિ,মোমবাতি শক্তি
કેન્ટીલીવર તાણ ગેજ,ক্যান্টিলিভার স্ট্রেন গেজ
હોલ્ડિંગ,ধারণ
કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર,ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার
હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર,হোল্ডিং ডিস্ট্রিবিউটর
સંધિ હોલ્ડિંગ,চুক্তি ধারণ
કેપેસિટેન્સ ગેજ,ক্যাপাসিট্যান্স গেজ
હોલ્ડિંગ કલેક્ટર,সংগ্রাহক হোল্ডিং
ક્ષમતા પ્રતિક્રિયા,ক্যাপাসিট্যান্স বিক্রিয়া
"કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર","ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার"
કેપેસિટર,ক্যাপাসিটর
કેપેસિટર બેંક,ক্যাপাসিটর ব্যাংক
કેપેસિટર ફિલ્ટર,ক্যাপাসিটর ফিল্টার
કેપેસિટર ઇનપુટ ફિલ્ટર,ক্যাপাসিটর ইনপুট ফিল্টার
વિંચ મોટર,উইঞ্চ মোটর
પુલી સર્વો બોડી,পুলি সার্ভো বডি
ચરખી,চরখী
કેપ્ચર,ক্যাপচার
કેપ્ચર કલમ,ক্যাপচার ধারা
કેપ્ચર અસર,ক্যাপচার প্রভাব
વાહક અવાજ ગુણોત્તર,ক্যারিয়ারের শব্দ অনুপাত
કાર રેડિયો,গাড়ির রেডিও
કાર્બન રેઝિસ્ટર,কার্বন প্রতিরোধক
કાર્ડ રીડર,কার্ড পাঠক
કાર્ડિયોઇડ ડાયાગ્રામ,কার্ডিওড ডায়াগ্রাম
વાહન,বহন
વાહન વળતર,গাড়ি ফেরত
વાહક,বাহক
વાહક સંચાર,ক্যারিয়ার যোগাযোগ
વાહક એકાગ્રતા,ক্যারিয়ারের ঘনত্ব
વાહક આવર્તન,ক্যারিয়ার ফ্রিকোয়েন্সি
વાહક પ્રજનન,ক্যারিয়ার প্রজনন
વાહક સ્તર,ক্যারিয়ার স্তর
વાહક જીવન,ক্যারিয়ার জীবন
વાહક ગતિશીલતા,ক্যারিয়ারের গতিশীলতা
વાહક ગુણાકાર,বাহক গুণন
વાહક અવાજ સ્તર,ক্যারিয়ারের শব্দ স্তর
વાહક શ્રેણી,ক্যারিয়ার পরিসীমা
વાહક પુનઃપ્રાપ્તિ સર્કિટ,ক্যারিয়ার রিকভারি সার্কিট
વાહક પુનઃનિર્માણ,ক্যারিয়ার পুনঃনিবেশ
વાહક છૂટાછવાયા,পরিবাহী বিক্ষিপ্তকরণ
વાહક દમન,ক্যারিয়ার দমন
વાહક પાંજરું,বাহক খাঁচা
વાહક વેગ,ক্যারিয়ার বেগ
હેન્ડ બીટ,হাত বিট
ધ્વજ રાખવામાં આવ્યો,পতাকা রাখা
"કબજાની નોંધણી, કબજાની નોંધણી","দখলের রেজিস্টার, দখলের রেজিস্টার"
પોર્ટેબલ જનરેટર,বহনযোগ্য জেনারেটর
કાર્સનનો કાયદો,কার্সনের আইন
કારતૂસ ફ્યુઝ,কার্তুজ ফিউজ
કારતૂસ ટેપ,কার্তুজ টেপ
કેરી ફોસ્ટર બ્રિજ,ক্যারি ফস্টার ব্রিজ
સ્ટેપ એમ્પ્લીફાયર,ধাপ পরিবর্ধক
ગ્રેડેશન,গ্রেডেশন
કાસ્કેડ એમ્પ્લીફાયર,ক্যাসকেড পরিবর্ধক
"કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર","ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার"
કેસેટ,ক্যাসেট
પ્રેરિત,প্ররোচনা
કેપ્ટિવ કોટર,ক্যাপটিভ কোটার
કેથોડ,ক্যাথোড
કેથોડ પાછળનું,ক্যাথোড ট্রেলিং
કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર,ক্যাথোড ট্রেলিং পরিবর্ধক
કેથોડ લ્યુમિનન્સ,ক্যাথোড আলোকসজ্জা
કેથોડ સામગ્રી,ক্যাথোড উপাদান
કેથોડ રે ઓસિલોસ્કોપ,ক্যাথোড রে অসিলোস্কোপ
કેથોડ રે ટ્યુબ,ক্যাথোড রশ্মি নল
કેથોડ કણો જુબાની,ক্যাথোড কণা জমা
કેથોડ લ્યુમિનન્સ,ক্যাথোড আলোকসজ্জা
કોયર ફિલ્ટર,কয়ার ফিল্টার
કેવર ફિલ્ટર,kaver ফিল্টার
કોટર,কোটর
એન્ટ્રાલ રેડિયેશન,এন্ট্রাল বিকিরণ
કોટર રેઝોનેટર,cotter অনুরণক
ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD),ফ্যাট চার্জ কাপলড ডিভাইস (CCD)
સીડી રોમ,সিডি রম
સીડી રોમ ડ્રાઇવ,সিডি রম ড্রাইভ
સેલ (બેટરી),সেল (ব্যাটারি)
કેન્દ્રીય સંસાધન તત્વ,কেন্দ্রীয় সম্পদ উপাদান
કેન્દ્રીય સંસાધન એકમ,কেন্দ্রীয় সম্পদ ইউনিট
કેન્દ્રીય પ્રોસેસર,কেন্দ্রীয় প্রসেসর
સરેરાશ સ્કેલ,গড় স্কেল
મધ્ય આવર્તન,মধ্য ফ্রিকোয়েন্সি
મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર,মাঝারি নিষ্কাশন ট্রান্সফরমার
"સિરામિક, માટી","সিরামিক, কাদামাটি"
સિરામિક ફિલર,সিরামিক ফিলার
સિરામિક ફિલ્ટર,সিরামিক ফিল্টার
સિરામિક સામગ્રી,সিরামিক উপাদান
સિરામિક રેઝોનેટર,সিরামিক রেজোনেটর
સિરામિક સાઉન્ડ રીસીવર,সিরামিক শব্দ রিসিভার
સેરેનકોવ કેલ્ક્યુલેટર,সেরেনকভ ক্যালকুলেটর
સરમત,সরমাত
chalcogenide,চ্যালকোজেনাইড
કેલ્કોપીરાઈટ,ক্যালকোপিরাইট
"ચેનલ, ચેનલ","চ্যানেল, চ্যানেল"
ચેનલ બેન્ડ વિસ્તરણ,চ্যানেল ব্যান্ড সম্প্রসারণ
ચેનલ કોડર,চ্যানেল কোডার
ચેનલ આવર્તન,চ্যানেল ফ্রিকোয়েন্সি
ચેનલ પાત્ર,চ্যানেল চরিত্র
ચેનલ અલગ,চ্যানেল বিচ্ছেদ
ચેનલ સિદ્ધાંત,চ্যানেল তত্ত্ব
અક્ષર જનરેટર,চরিত্র জেনারেটর
પાત્રની ઓળખ,চরিত্রের স্বীকৃতি
લાક્ષણિક અવબાધ,বৈশিষ্ট্যগত প্রতিবন্ধকতা
ચાર્જ કેરિયર,চার্জ ক্যারিয়ার
