Marathi,Odiya
"सुटे, ऍक्सेसरी, ऍक्सेसरी (v.), ऍक्सेसरी (सं.)","ଅତିରିକ୍ତ, ଆନୁଷଙ୍ଗିକ, ଆନୁଷଙ୍ଗିକ (v।), ଆସେସୋରିଜ୍ (ଏଡି।)"
प्रवेश वेळ,ପ୍ରବେଶ ସମୟ
अभ्यागत त्रुटी,ପରିଦର୍ଶକ ତ୍ରୁଟି |
समायोजन,ଆଡଜଷ୍ଟେସନ୍
जमा,ସଂଗୃହିତ
"जमा करणे, जमा करणे","ଜମା, ଜମା"
संचयक,ଜମାକାରୀ
अचूकता,ସଠିକତା
वास्तव,ବାସ୍ତବତା
अॅक्रोमॅटिक लेन्स,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |
अक्रोमॅटिक,ଆକ୍ରୋମାଟିକ୍ |
अक्रोमॅटिकता,ଆକ୍ରୋମାଟିଟି
ध्वनिक,ଶବ୍ଦ
ध्वनीरोधक,ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |
ध्वनिक फोनन,ଆକାଶବାଣୀ ଫୋନନ୍ |
ध्वनी युनिट,ଧ୍ୱନି ଏକକ |
ध्वनिक,ଶବ୍ଦ
ध्वनी जनरेटर,ଶବ୍ଦ ଜେନେରେଟର
क्रिया आणि प्रतिक्रिया,କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା
सक्रियकरण,ସକ୍ରିୟ
सक्रियता ऊर्जा,ସକ୍ରିୟ ଶକ୍ତି
"सक्रिय करणारा, सक्रिय करणारा","ସକ୍ରିୟକାରୀ, ସକ୍ରିୟକାରୀ |"
सक्रिय,ସକ୍ରିୟ |
सक्रियता,ସକ୍ରିୟତା
वास्तविक ताण,ପ୍ରକୃତ ଚାପ
कुजबुजणे,ଫୁସ୍ଫୁସ୍
बेरीज करणे,ସଂକ୍ଷେପରେ
"बेरीज, बेरीज, एकत्रित (सं.), बेरीज (v.)","ରାଶି, ଯୋଗ, ସମୁଦାୟ (ଏଡି।), ଯୋଗୀ (v।)"
"संयुक्त स्वर, अतिरिक्त स्वर (स्वर)","ସଂଯୋଗ ସ୍ୱର, ଅତିରିକ୍ତ ସ୍ୱର (ସ୍ ow ର)"
additive,ଯୋଗୀ
आसंजन,ଆଡିଶିନ୍ |
चिकट ऊर्जा,ଆଡେସିଭ୍ ଶକ୍ତି |
adiabat,adiabat
adiabatic,ଆଡିଆବାଟିକ୍ |
उष्णता इन्सुलेट,ଉତ୍ତାପ ଇନସୁଲେଟିଂ
संलग्नक,ସଂଲଗ୍ନ
बदलानुकारी,ନିୟନ୍ତ୍ରିତ
प्रवेश,ଅନୁପ୍ରବେଶ
शोषण,ବିଜ୍ or ାପନ
पुढे,ଆଗକୁ
प्रगतीशील,ପ୍ରଗତିଶୀଳ |
"आकाशी, वायु (वि.), हवाई (सं.)","akashi, air (v।), aerial (ed।)"
अँटेना प्रवाह,ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |
हवाई सर्वेक्षण,ବାୟୁ ସର୍ବେକ୍ଷଣ |
हवेचा वेग,ବାୟୁ ବେଗ
वायुगतिकीय गुणांक,ଏରୋଡାଇନାମିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
वायुगतिकीय,ଏରୋଡାଇନାମିକ୍ |
वायुगतिकी,ଏରୋଡାଇନାମିକ୍ସ |
वैमानिक,ଏରୋନେଟିକାଲ୍ |
वैमानिक,ଏରୋନେଟିକ୍ସ |
हवेची नाडी,ବାୟୁ ନାଡ
"वातावरण, वायूमंडल","ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |"
फोकस सिस्टम,ଫୋକସ୍ ସିଷ୍ଟମ୍ |
परत प्रज्वलन,ପଛ ଇଗ୍ନିସନ୍ |
परत प्रकाश,ପଛ ଆଲୋକ
आघात,ସଂକଟ
"वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे","ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |"
वेळ प्रभावित,ସମୟ ପ୍ରଭାବିତ |
"वृद्धत्व, वृद्धत्व","ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ"
वेळेचा प्रभाव,ସମୟ ପ୍ରଭାବ
वेळ प्रभाव चाचणी,ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା
गुरुत्वाकर्षणरहित,ମାଧ୍ୟାକର୍ଷଣ |
समेट,ପୁନ iliation ନିର୍ମାଣ
"हवाई रडार, हवाई रडार","ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |"
"हवाई लक्ष्य, हवाई लक्ष्य","ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |"
हवा श्वसन यंत्र,ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା
वातानुकुलीत,ଶୀତତାପ ନିୟନ୍ତ୍ରଣ
विंडप्रूफ ट्रान्सफॉर्मर,ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |
विमान,ବିମାନ
संरेखन,ଶ୍ରେଣୀବଦ୍ଧତା |
संरेखन त्रुटी,ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |
थेट सर्किट,ଲାଇଭ୍ ସର୍କିଟ୍ |
पूर्ण काचेची ट्यूब,ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |
संपूर्ण धातूची नळी,ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |
निराकरण,ଠିକ କରିବା ପାଇଁ
"मिश्रातु (सं.), मिश्रत्व (क्र.)","ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)"
मिश्रत्व,ମିଶ୍ର
सर्वव्यापी माध्यम,ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |
सर्व अँटेना,omni ଆଣ୍ଟେନା |
पंचांग,ଆଲମାନାକ |
अल्फा,ଆଲଫା
अल्फा क्रियाकलाप,ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |
अल्फान्यूमेरिक,ବର୍ଣ୍ଣମାଳା
अल्फा किरण,ଆଲଫା ରଶ୍ମି |
बदला,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
"पर्यायी, पर्यायी","ବିକଳ୍ପ, ବିକଳ୍ପ"
अल्टरनेटर,ବିକଳ୍ପ
अल्टिमीटर,ଉଚ୍ଚତା
अल्टिमीटर,ଉଚ୍ଚତା
altimetry,ଉଚ୍ଚତା
"उंची, उंची, उंची, उंची","ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |"
अंकगणित तर्क युनिट (ALU),ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU)
amaget नियम,amaget ନିୟମ |
वातावरण,ପରିବେଶ
amicron,ଆମିକ୍ରନ୍ |
ammeter,ଆମ୍ମିଟର
अँपिअर,ଆମ୍ପେର୍
अँपिअर-लॉ,ampere-law
उभयचर आयन,ଆମ୍ଫିବିଆନ୍ ଆୟନ |
प्रवर्धन,ବୃଦ୍ଧି
अॅम्प्लीफायर,ଏମ୍ପ୍ଲିଫାୟର୍
"कोन, परिमाण","କୋଣ, ପରିମାପ"
a एम. यू. (अणु वस्तुमान एकक),a। M. U. (ପରମାଣୁ ମାସ ଏକକ)
सुसंगत,ସୁସଙ୍ଗତ
साधर्म्य,ଅନୁରୂପ
विश्लेषक,ବିଶ୍ଳେଷକ |
विश्लेषण,ବିଶ୍ଳେଷଣ |
विश्लेषणात्मक,ବିଶ୍ଳେଷଣାତ୍ମକ |
नॉन पॉइंट,ଅଣ-ବିନ୍ଦୁ |
विसंगत,ଅସନ୍ତୁଷ୍ଟ |
आणि दरवाजा,ଏବଂ ଦ୍ୱାର
गैर-ध्वनी,ଅଣ-ଆକାଶବାଣୀ |
विसंगत लवचिकता,ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |
निर्जल,ଆନ୍ହାଇଡ୍ରସ୍
कोन,କୋଣ
अँग्स्ट्रोम युनिट,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
टोकदार,କୋଣାର୍କ |
protractor vernier,ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |
विवादास्पद,ବିବାଦୀୟ |
अनादर,ସମ୍ମାନଜନକ |
अक्रोमॅटिक चुंबकीकरण,ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |
सुस्त,ଅଳସୁଆ |
anion,ଆୟନ
असममित,ଅସୀମିତ |
समस्थानिक,ଆଇସୋଟ୍ରୋପିକ୍ |
isotropism,ଆଇସୋଟ୍ରୋପିଜିମ୍ |
हटवणे,ବିଲୋପ
कटकारस्थान,ଷଡଯନ୍ତ୍ରକାରୀ
एनोड,anode
anodization,ଆନାଡାଇଜେସନ୍ |
विसंगत,ଅସଙ୍ଗତ
ऑप्टिकल प्रणाली,ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |
अँटेना,ଆଣ୍ଟେନା |
अँटीबेरियन,ଆଣ୍ଟିବାୟର୍
अँटी-बॉन्डिंग गुणधर्म,ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |
काउंटर बाँड,କାଉଣ୍ଟର ବଣ୍ଡ |
उलट शक्ती,ଓଲଟା ଶକ୍ତି |
डायमॅग्नेटिक,ଡାଇମାଗ୍ନେଟିକ୍ |
डायमॅग्नेटिक सामग्री,ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
विरोधी दाहक,ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |
गुरुत्वाकर्षण,ଆଣ୍ଟିଗ୍ରାଭିଟି
antilamda कण,ଆଣ୍ଟିଲାମଡା କଣିକା |
ऍलेलेप्टन,ଆଲେଲେପଟନ୍ |
डायमॅग्नेटिक,ଡାଇମାଗ୍ନେଟିକ୍ |
प्रतिपदार्थ,ଆଣ୍ଟିମାଟର୍ |
क्षेपणास्त्र विरोधी,ଆଣ୍ଟି ମିସାଇଲ୍
अँटीन्यूट्रॉन,ଆଣ୍ଟିନାଟ୍ରନ୍ |
pulsating,ପଲସିଂ
अँटीन्यूक्लिओन,ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |
प्रतिकण,ଆଣ୍ଟିପାର୍ଟିକଲ୍ |
अँटीप्रोटॉन,ଆଣ୍ଟିପ୍ରୋଟନ୍ |
परावर्तक,ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |
विषमताविरोधी,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |
आवर्ती नाही,ପୁନରାବୃତ୍ତି ନୁହେଁ |
अनाक्रोनिझम,ଆନାକ୍ରୋନିଜିମ୍ |
छिद्रित स्कॅनिंग डिस्क,ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |
द्वारक,ଦ୍ୱାରକ
"वर, वर, समोर","ଉପର, ଉପର, ଆଗ"
"उच्च सूर्य, उच्च सूर्य","ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |"
उदासीन लेस,ଉଦାସୀନ ଲେସ୍ |
गैर-दयनीय,ଅଣ-ଦୁ hetic ଖଦାୟକ |
अपंगत्व नसणे,ଅକ୍ଷମତା |
अतिशय वर्णवर्धक,ବହୁତ ଆକ୍ରୋମାଟିକ୍ |
"जमीन-उंच, apogee","ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |"
"nonpolar, circumpolar","ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |"
parapolarity,ପାରାପୋଲାରିଟି |
साधन,ଉପକରଣ
"आभासी, दृश्य","ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |"
दृश्यमान सूर्य,ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |
दृश्य वेळ,ଭିଜୁଆଲ୍ ସମୟ |
उदयोन्मुख देखावा,ଉଦୀୟମାନ ରୂପ
अर्ज,ଆବେଦନ
लागू,ପ୍ରଯୁଜ୍ୟତା |
लागू,ପ୍ରୟୋଗ ହୋଇଛି |
निरीक्षण करण्यायोग्य,ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |
दृष्टीकोन,ଉପାୟ
"जवळ, अंदाजे","ପାଖାପାଖି, ପାଖାପାଖି"
अंदाजे,ଆନୁମାନିକତା
बाष्प दाब,ବାଷ୍ପ ଚାପ
ऐच्छिक,ସ୍ବେଚ୍ଛାକୃତ
"चाप भट्टी, चाप भट्टी","ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |"
आर्किमिडीजचा कायदा,ଆର୍କିମିଡିସ୍ ନିୟମ |
आर्किटेक्चरल ध्वनीशास्त्र,ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |
चाप दिवा,ଆର୍କ ଦୀପ
आर्क-स्पेक्ट्रम,ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |
"क्षेत्र, क्षेत्र","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
"प्रादेशिक, प्रादेशिक","ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ"
"हात, हात, शाखा","ବାହୁ, ବାହୁ, ଶାଖା |"
हौशी,ଶ୍ରଦ୍ଧାଳୁ
"अॅरे, अॅरे","ଆରେ, ଆରେ"
प्राप्तकर्ता,ରସିଦ
उच्चार स्पष्टता,ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |
सिंथेटिक,ସିନ୍ଥେଟିକ୍ |
कृत्रिम संक्रमण,କୃତ୍ରିମ ସଂକ୍ରମଣ
चढत्या,ଆରୋହଣ
आरोहण,ଆରୋହଣ
चढणे,ଆରୋହଣ
अगोली,ଆଗୋଲି
एकत्रीकरण,ଏକୀକରଣ
संच,ର ସେଟ୍
"एकत्र करणे, एकत्र करणे","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
"एकत्र करणे, एकत्र करणे, एकत्र करणे","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
अचूक अंदाज,ସଠିକତା ଆକଳନ
निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये,ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
"संबंधित, सहयोगी, संयुग्मित","ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |"
स्वराचा उच्चार,ସ୍ ow ର ଶବ୍ଦ
स्वयंचलित मल्टीव्हायब्रेटर,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
अस्थेनिक,asthenic
"संयम, दृष्टिवैषम्य","ନିବୃତ୍ତତା, astigmatism |"
अंतराळ प्रवास इलेक्ट्रॉनिक्स,ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
खगोल भौतिकशास्त्र,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
अंतराळवीर,ମହାକାଶଚାରୀ
खगोलशास्त्रज्ञ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
आकाशीय,ସ୍ୱର୍ଗୀୟ
खगोलशास्त्र,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
खगोल भौतिकशास्त्र,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
असममित,ଅସୀମିତ |
लक्षणे नसलेला,ଅସ୍ମିପଟୋଟିକ୍ |
त्रासदायक,ବୃଦ୍ଧି
असिंक्रोनस,ଅସନ୍ତୁଳିତ |
"वातावरण, वातावरण","ପରିବେଶ, ପରିବେଶ"
वातावरणीय,ବାୟୁମଣ୍ଡଳ
वारा अशांतता,ପବନ ଅଶାନ୍ତି |
आण्विक,ପରମାଣୁ
अणू,ପରମାଣୁ
आण्विकता,ପରମାଣୁ
आण्विक वस्तुमान,ଆଣବିକ ମାସ
अणुक्रमांक,ପରମାଣୁ ସଂଖ୍ୟା
"आण्विक अणुभट्टी, आण्विक ढीग","ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |"
अणू,ପରମାଣୁ
कण,କଣିକା
कण,କଣିକା
"क्षीणता, क्षीणता",ଆଘାତ
"कमी करणे, कमी करणे","ଆଘାତ, ଆଘାତ"
मोहिनी,ଚମତ୍କାର |
आकर्षण शक्ती,ଆକର୍ଷଣର ଶକ୍ତି |
ऐकण्याची क्षमता,ଶ୍ରବଣତା |
ऑडिओ वारंवारता अॅम्प्लिफायर,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
ऐकण्यायोग्य,ଶ୍ରବଣଯୋଗ୍ୟ |
ऑडिओ जनरेटर,ଅଡିଓ ଜେନେରେଟର
श्रवणक्षमता आलेख,ଶ୍ରବଣତା ଗ୍ରାଫ୍ |
श्रवण विज्ञान,ବିଜ୍ଞାନ ଶୁଣିବା |
ऑडिओमीटर,ଅଡିଓମିଟର |
ऐकण्यायोग्य वारंवारता ऑसिलेटर,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
ध्वनी सिग्नल,ଶବ୍ଦ ସଙ୍କେତ
दृकश्राव्य,ଅଡିଓ-ଭିଜୁଆଲ୍ |
"सभागृह, सभागृह","ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |"
ओझेड प्रभाव,OZ ପ୍ରଭାବ
जाहिरात,ପଦୋନ୍ନତି
वर्धक,ଉନ୍ନତିକାରୀ
ध्रुवीय ज्योत,ପୋଲାର ଅଗ୍ନି
दक्षिण ध्रुवीय ज्वाला,ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି
उत्तर ध्रुवीय ज्योत,ଉତ୍ତର ପୋଲାର ଅଗ୍ନି
स्वयंचलित सूचना,ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |
स्वयं समांतर,ଅଟୋ ସମାନ୍ତରାଳ
"स्वयंचलित, स्वयंचलित, स्वयंचलित","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |"
"ऑटोमेशन, ऑटोमेशन","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ"
"सहाय्यक, सहकारी, अतिरिक्त","ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |"
"आडवा, हिमस्खलन","ଅଭଡାଭା, ଆଭାଲଚେନ୍"
"अर्थ, क्षुद्र","ଅର୍ଥ, ଅର୍ଥ"
परिवार,parivaran
अक्षीय,ଅକ୍ଷୀୟ |
अक्ष,ଅକ୍ଷ
दिगंश,ଆଜିମ୍ୟୁଥ୍
दिगंश,ଆଜିମ୍ୟୁଥ୍
परत,ପଛକୁ
"पार्श्वभूमी, पार्श्वभूमी","ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି"
"मागासलेला, मागासलेला","ପଛକୁ, ପଛକୁ"
टर्नअराउंड,ବୁଲି ପଡ
बॅक व्होल्टेज पल्सर,ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |
पोस्ट-रिलेशनशिप,ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ
प्रतिपूर्ती,ପରିଶୋଧ
अँटी व्होल्टेज,ଆଣ୍ଟି ଭୋଲଟେଜ୍ |
पोस्टरियर स्कॅटरिंग,ପରବର୍ତ୍ତୀ ବିଛାଇବା |
इंटरस्टिशियल लाट,ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |
इन्सुलेटर,ଇନସୁଲେଟର
हवाई छत्री वापरून घेतलेली उडी,ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |
गरम करणे,ଗରମ
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
बॅलन्सर,ବାଲାନ୍ସର୍
शिल्लक,ସନ୍ତୁଳନ
गोलाकार,ଗ୍ଲୋବୁଲ୍
"बॅलिस्टिक, बॅलिस्टिक","ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |"
"प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर","ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |"
क्षेपणास्त्र,କ୍ଷେପଣାସ୍ତ୍ର
"बॅलिस्टिक्स, शस्त्रे","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
प्रक्षेपण,ପ୍ରୋଜେକସନ
मुक्त मार्ग,ମାଗଣା ପଥ
"फुगा, फुगा","ବେଲୁନ୍, ବେଲୁନ୍ |"
balmer खंडितता,ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |
"बँड, बँड, बँड","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |"
स्फोट,ବିସ୍ଫୋରଣ
"अॅरे, बीम, किनारा, किनारा, किनारा","ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |"
"स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा","ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |"
bardeen तत्त्व,ବାର୍ଡେନ୍ ନୀତି |
barkhausen प्रभाव,ବାର୍କହାଉନ୍ ପ୍ରଭାବ |
बारलो सायकल,ବାର୍ଲୋ ଚକ୍ର |
बार चुंबक,ବାର୍ ଚୁମ୍ବକ
धान्याचे कोठार,ଭଣ୍ଡାର
हवेचा दाब आलेख,ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |
"बॅरोग्राफ, बॅरोग्राफ","ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |"
बॅरोमीटर,ବାରୋମିଟର |
वातावरणाचा दाब,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"कॉसमॉस, बॅरोमोस्फियर","ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |"
पेंडुलम पेंडुलम,ପେଣ୍ଡୁଲମ୍ |
"अडथळा, आण्विक, आण्विक अडथळा","ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ |"
अडथळा पातळी,ପ୍ରତିବନ୍ଧକ ସ୍ତର |
बेरियन,ବାରିଅନ୍ |
गुरुमंडळ,ଗୁରୁମାଣ୍ଡଲ |
बेस बँड,ବେସ୍ ବ୍ୟାଣ୍ଡ |
"मूलभूत, मूलभूत, अल्कधर्मी","ମ basic ଳିକ, ମ basic ଳିକ, କ୍ଷାରୀୟ |"
पाया,ଆଧାର
"गणना, संघ निर्मिती","ଗଣନା, ଦଳ ଗଠନ |"
"टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ","କୂଅ, କୂଅ, ହିଟର, ଗରମ ପାତ୍ର, ସ୍ନାନ |"
बॅटरी,ବ୍ୟାଟେରୀ
"अॅरे सेगमेंट, चेंबर, बे","ଆରେ ସେଗମେଣ୍ଟ, ଚାମ୍ବର, ବେ |"
प्रदर्शन,ପ୍ରଦର୍ଶନ
किबान,କିବାନ୍
"माणिका, बीड","ମାଣିକା, ବିଡ୍ |"
"तुळई, तुळई, तुळई, ट्रम्प","ବିମ୍, ବିମ୍, ବିମ୍, ଟ୍ରମ୍ପ |"
"डिकमन, डिकॉन","ଡିକମ୍ୟାନ୍, ଡିକ୍କନ୍ |"
"dole, vispand","ଡୋଲ୍, ଭିସପ୍ୟାଣ୍ଡ୍ |"
बेकरेल प्रभाव,becquerel ପ୍ରଭାବ |
बेल जार,ଘଣ୍ଟି ପାତ୍ର
घुंगरू,ଘଣ୍ଟି
घंटा घड्याळ,ଘଣ୍ଟି ଘଣ୍ଟା |
