Punjabi,Bengali
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ,প্রশস্ততা মডুলেটর
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,অ্যাংস্ট্রম ইউনিট
ਐਨਾਲਾਗ ਸਰਕਟ,এনালগ সার্কিট
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,এনালগ কম্পিউটার
ਐਨਾਲਾਗ ਫਿਲਟਰ,এনালগ ফিল্টার
ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ,এনালগ মাল্টিমিটার
ਐਨਾਲਾਗ ਸਵਿੱਚ,এনালগ সুইচ
ਅਤੇ ਗੇਟ,এবং গেট
ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ,কৌণিক কম্পাংক
"anion, anion","anion, anion"
ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ,অ্যানিলিং তাপমাত্রা
ਐਨੋਡ,অ্যানোড
ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ,অ্যানোড পরিবর্ধক
anodyne,anodyne
ਐਂਟੀਨਾ,অ্যান্টেনা
ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ,অ্যান্টেনা উপাদান
ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ,বিরোধী প্রতিফলিত আবরণ
ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ,অ্যান্টিলগইন পরিবর্ধক
antiresonant ਸਰਕਟ,অ্যান্টিরেজোন্যান্ট সার্কিট
ਦੁਆਰਕ ਕਾਲ,দ্বারক যুগ
ਵਰਚੁਅਲ ਪਾਵਰ,ভার্চুয়াল শক্তি
ਤਾਰ ਕੁਨੈਕਸ਼ਨ,তারের সংযোগ
ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ,আনুমানিক ভোল্টেজ লাভ
armstrong modulator,আর্মস্ট্রং মডুলেটর
ਐਂਟੀਨਾ ਐਰੇ,অ্যান্টেনা অ্যারে
"ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ","সাইজ রেশিও, অ্যাসপেক্ট রেশিও"
ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ),ভাসমান সার্কিট (ফ্রি অপারেটিং সার্কিট)
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ভাসমান মাল্টিভাইব্রেটর
ਅਸਮਿਤ ਜੰਕਸ਼ਨ,অপ্রতিসম জংশন
ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ,অ্যাসিঙ্ক্রোনাস ক্যালকুলেটর
ਪ੍ਰਮਾਣੂ,পারমাণবিক
ਪਰਮਾਣੂ ਨੰਬਰ,পারমাণবিক সংখ্যা
ਪਰਮਾਣੂ ਬਣਤਰ,পারমাণবিক গঠন
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,অডিও পরিবর্ধক
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,অডিও পরিবর্ধক
ਆਡੀਓ ਕੈਸੇਟ,অডিও ক্যাসেট
ਆਡੀਓ ਸਰਕਟ,অডিও সার্কিট
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ,শ্রবণযোগ্য ফ্রিকোয়েন্সি
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রণ
ਬਰਫ਼ਬਾਰੀ,তুষারপাত
ਔਸਤ ਖੋਜੀ,গড় আবিষ্কারক
ਧੁਰੀ ਮੋਡ,অক্ষীয় মোড
ਧੁਰੀ ਅਨੁਪਾਤ,অক্ষীয় অনুপাত
ਐਂਟੀਨਾ,অ্যান্টেনা
ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,ব্যাক ইলেক্ট্রোমোটিভ ফোর্স
ਪਿਛਲਾ ਖੇਤਰ,পিছনের এলাকা
ਵਾਪਸ ਸਕੈਟਰ,ব্যাক স্ক্যাটার
ਪਿਛੋਕੜ ਚਾਰਜ,ব্যাকগ্রাউন্ড চার্জ
ਪਾਸੇ ਦਾ ਰੌਲਾ,পার্শ্ব গোলমাল
ਪਿਛਾਖੜੀ,পশ্চাদপসরণ
ਪਿਛਲਾ ਕਿਰਨ,পোস্টেরিয়র বিকিরণ
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,ব্যাকওয়ার্ড ডায়োড / ব্যাকওয়ার্ড ডায়োড
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,ব্যাকওয়ার্ড ওয়েভ অসিলেটর
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ","বাধা, বাধা"
ਰੁਕਾਵਟ,বাধা
ਸੰਤੁਲਿਤ ਪੁਲ,সুষম সেতু
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,সুষম মডুলেটর
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,সুষম মডুলেটর
ਸੰਤੁਲਿਤ ਸਰਕਟ,সুষম সার্কিট
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,সুষম গ্রেডিয়েন্ট ডিটেক্টর
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,বর্তমান স্টেবিলাইজার প্রতিরোধের
ਬੋਲੋਮੀਟਰ,বোলোমিটার
ਬੋਲੋਮੀਟਰ ਪੁਲ,বোলোমিটার সেতু
ਗੁਬਾਰਾ,বেলুন
ਕੇਲਾ ਜੈਕ,কলা জ্যাক
ਕੇਲੇ ਦਾ ਪਲੱਗ,কলা প্লাগ
"ਪੱਟੀ, ਪੱਟੀ","ব্যান্ড, ব্যান্ডেজ"
ਬੈਂਡ ਡਰਾਈਵਰ,ব্যান্ড ড্রাইভার
ਬੈਂਡ ਊਰਜਾ,ব্যান্ড শক্তি
ਬੈਂਡ ਗੈਪ,ব্যান্ড ফাঁক
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,ব্যাডপার্ক পরিবর্ধক
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,ব্যান্ড পাস ফিল্টার
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,বড রেট জেনারেটর
banddispersion,banddispersion
ਬੈਂਡ ਰੋਧਕ,ব্যান্ড প্রতিরোধক
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,ব্যান্ড ব্রেকার ফিল্টার
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,ব্যান্ড সম্প্রসারণ
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,ব্যান্ড রিমুভার ফিল্টার
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,ব্যান্ড এক্সপেনশন ডিফ্লেকশন মাল্টিপ্লায়ার
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,ব্যান্ড এক্সটেনশন দূরত্ব গুণক
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ","বিম ক্যাপাসিটর, ব্যাংক ক্যাপাসিটর"
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ","বার্কার কোড, বার্কার কোড"
barravaugen ਮਾਪਦੰਡ,barravaugen মানদণ্ড
ਬੈਰਟਰ,বাধাদানকারী
ਰੁਕਾਵਟ,বাধা
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,অন্তরক ক্যাপাসিটর
ਰੁਕਾਵਟ ਊਰਜਾ,বাধা শক্তি
ਰੋਧਕ ਵੋਲਟੇਜ,প্রতিরোধক ভোল্টেজ
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,বার্টলেট উইন্ডো
"ਅਧਾਰ, ਅਧਾਰ","ভিত্তি, ভিত্তি"
ਅਧਾਰ ਬੈਂਡ,বেস ব্যান্ড
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,বেস ব্যান্ড ট্রান্সমিশন
ਬੇਸ ਚਾਰਜ,বেস চার্জ
ਅਧਾਰ ਮੌਜੂਦਾ,ভিত্তি বর্তমান
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,ভিত্তি বর্তমান উৎস
ਅਧਾਰ ਕੱਟਣਾ,বেস শিয়ারিং
ਆਧਾਰ ਮਦਨ,আধার মদন
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,বেস ইমিটার ফিড
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,বেস ইমিটার জংশন
ਅਧਾਰ ਟੀਕਾ,বেস ইনজেকশন
ਜ਼ਮੀਨੀ ਲਾਈਨ,স্থল লাইন
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,বেস প্রতিরোধের
ਅਧਾਰ ਸਰੋਤ,ভিত্তি উৎস
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,বেস সম্প্রসারণ প্রতিরোধের
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,বেস সম্প্রসারণ প্রতিরোধের
ਅਧਾਰ ਮੋਟਾਈ,ভিত্তি বেধ
ਅਧਾਰ ਪਹੁੰਚ,বেস অ্যাক্সেস
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ","বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন"
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,বেস কালেক্টর চুক্তি
ਗੰਧ,গন্ধ
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,খাদ ফ্রিকোয়েন্সি
ਬੈਟਰੀ,ব্যাটারি
ਬੌਡ,বউড
ਬੌਡ ਦਰ,বড হার
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,বড রেট জেনারেটর
ਬੋਡੋ ਕੋਡ,বোডো কোড
"ਸੰਕੇਤ, ਬੀਕਨ","সংকেত, বীকন"
"ਮਨਿਕਾ, ਬੀਡ","মানিকা, বিড"
manic capacitor,ম্যানিক ক্যাপাসিটর
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,মানিকর্তপি প্রতিরোধক
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ","মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা"
ਬੀਮ ਡਿਟੈਕਟਰ,মরীচি আবিষ্কারক
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,মরীচি সুইচিং অগ্রভাগ
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,মরীচি সম্প্রসারণ
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,বীট ফ্রিকোয়েন্সি
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,বীট-ফ্রিকোয়েন্সি অসিলেটর
ਪਲਸ ਔਸਿਲੇਟਰ,পালস অসিলেটর
ਘੰਟੀ,বেল
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,নমন ক্ষতি
ਬੇਸਲ ਫਿਲਟਰ,বেসেল ফিল্টার
ਬੀਟਾ,বেটা
b-h ਵਕਰ,b-h বক্ররেখা
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","পক্ষপাত, পক্ষপাত"
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,পক্ষপাত বর্তমান
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,পক্ষপাত প্রতিরোধ
ਡਬਲ ਐਂਟੀਨਾ,ডবল অ্যান্টেনা
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,দ্বিমুখী লোড বর্তমান
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,দ্বিমুখী অ্যান্টেনা
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,দ্বিমুখী আলো নির্গত ডায়োড
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,দ্বিমুখী থাইরিস্টর
bi FET ਤਕਨਾਲੋਜੀ,bi FET প্রযুক্তি
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,দ্বি-বিন্দু ট্রান্সফরমার
ਡਬਲ ਫਿਊਜ਼ਨ,ডবল ফিউশন
ਦੁਵੱਲੀ ਸਰਕਟ,দ্বিপাক্ষিক সার্কিট
ਬਾਈਨਰੀ,বাইনারি
ਬਾਈਨਰੀ ਜੋੜ,বাইনারি যোগফল
ਬਾਈਨਰੀ ਸਰਕਟ,বাইনারি সার্কিট
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,বাইনারি কোডেড দশমিক
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,বাইনারি কোডেড দশমিক সিস্টেম
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,বাইনারি ডাইপোল ক্যাপাসিটর
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,বাইনারি ক্যালকুলেটর
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,বাইনারি ক্যালকুলেটর
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,বাইনারি ডিকোডার
ਬਾਈਨਰੀ ਪੌੜੀ,বাইনারি মই
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,বাইনারি প্যাথোমিটার
ਬਾਈਨਰੀ ਸਥਿਤੀ,বাইনারি অবস্থা
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,বাইনারি-ডেসিমেল ডিকোডার
ਬਾਈਨਰੀ ਲੋਡ,বাইনারি লোড
ਬਾਈਨਰੀ ਸ਼ਬਦ,বাইনারি শব্দ
ਬਾਈਪੋਲਰ,বাইপোলার
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,বাইপোলার ক্যাপাসিটর
ਦੋਧਰੁਵੀ ਜੰਤਰ,বাইপোলার ডিভাইস
ਦੋਧਰੁਵੀ ਸਰੋਤ,বাইপোলার উৎস
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,বাইপোলার ট্রানজিস্টর
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,বাইপোলার জংশন ট্রানজিস্টর
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,দ্বিঘাত ফিল্টার
ਡਬਲ ਸਥਿਤੀ,ডবল অবস্থান
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,দুই-পর্যায়ের মাল্টিভাইব্রেটর
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,দ্বিমুখী রিলে
ਦੋ-ਪੜਾਅ ਰਾਜ,দুই-পর্যায়ের রাষ্ট্র
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,দুই-পজিশন ট্রিগার
ਬਿੱਟ ਗਲਤੀ,বিট ত্রুটি
ਬਿੱਟ ਗਲਤੀ ਦਰ,বিট ত্রুটি হার
ਬਿੱਟ ਗਲਤੀ,বিট ত্রুটি
ਬਿਟਕਲ ਗਲਤੀ,বিটকল ত্রুটি
ਅੰਨ੍ਹੇ ਬਾਕਸ,অন্ধ বাক্স
ਸੰਘਣੀ ਨਬਜ਼,ঘনীভূত নাড়ি
ਸਕੱਤਰ,সচিব
secretory inhibitor,সিক্রেটরি ইনহিবিটার
ਅੰਨ੍ਹਾਪਨ,অন্ধত্ব
ਖੰਡ ਚਿੱਤਰ,সেগমেন্ট ডায়াগ্রাম
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,ব্লকিং প্রতিবন্ধকতা
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,খণ্ড স্থানান্তর
ਰੁਕਾਵਟ,পথিমধ্যে রোধ করা
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,প্রতিরোধক ক্যাপাসিটর
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,প্রতিরোধক ক্যাপাসিটর
ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ,ব্লকিং অসিলেটর
ਰੋਧਕ ਔਸਿਲੇਟਰ,প্রতিরোধক অসিলেটর
ਰੋਧਕ ਵੋਲਟੇਜ,প্রতিরোধক ভোল্টেজ
ਉਡਾਉਣ ਵਾਲਾ,ব্লোয়ার
ਬੋਡ ਚਿੱਤਰ,বোড ডায়াগ্রাম
voltzmann ਸਬੰਧ,voltzmann সম্পর্ক
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,voltzmann ধ্রুবক
ਬਾਂਡ,বন্ধন
ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ,আবদ্ধ স্ট্রেন গেজ
ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ,স্ব-চালিত পরিবর্ধক
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,বুলিয়ান বীজগণিত
ਬੂਲੀਅਨ ਸਮੀਕਰਨ,বুলিয়ান সমীকরণ
ਬੂਟ Strapon,বুট Strapon
ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ,বুথের অ্যালগরিদম
ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ,বুটস্ট্র্যাপ প্রিজম সার্কিট
bosscutts ਨਿਯਮ,bosscutts নিয়ম
ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ,বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড
"ਛਾਲ, ਛਾਲ","লাফ, লাফ"
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,আবদ্ধ ইলেকট্রন
ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ,ব্র্যাগ প্রতিফলক
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,জড়িত তার
ਸ਼ਾਖਾ,শাখা
ਬ੍ਰਾਂਚਿੰਗ,শাখা
ਪ੍ਰਯੋਗ ਬੋਰਡ,পরীক্ষা বোর্ড
ਬਰੇਕ ਜ਼ੋਨ,বিরতি জোন
ਵੋਲਟੇਜ ਤੋੜਨਾ,ব্রেকিং ভোল্টেজ
ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ,ব্রেকডাউন ডায়োড
ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ,ফ্র্যাকচার ফিক্সেশন
ਵੋਲਟੇਜ ਤੋੜਨਾ,ব্রেকিং ভোল্টেজ
ਪੁਲ,সেতু
ਪੁਲ ਸੁਧਾਰਕ,সেতু সংশোধনকারী
ਚੌੜਾ ਬੈਂਡ,প্রশস্ত ব্যান্ড
ਪ੍ਰਸਾਰਣ ਬੈਂਡ,সম্প্রচার ব্যান্ড
ਸੂਖਮ ਐਰੇ,অ্যাস্ট্রাল অ্যারে
ਪ੍ਰਸਾਰਣ,সম্প্রচার
ਪ੍ਰਸਾਰਣ antenna,সম্প্রচার অ্যান্টেনা
ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ,সম্প্রচার গ্রহনকারী যন্ত্র
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,সম্প্রচার ট্রান্সমিটার
ਬੂਸਟਰ ਐਂਟੀਨਾ,বুস্টার অ্যান্টেনা
ਬੱਸ ਐਂਟੀਨਾ,বাস অ্যান্টেনা
ਬੁਰਸ਼ ਇਮਰਸ਼ਨ,বুরুশ নিমজ্জন
ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ,বুদবুদ এবং গেট
ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ,বুডবুডু বা গেট
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,বুদবুদ স্মৃতি
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ,ক্ষতিপূরণকারী ভোল্টেজ
ਬਫਰ,বাফার
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,বাফার পরিবর্ধক
ਬਫਰ ਸਰਕਟ,বাফার সার্কিট
ਬਫਰ ਆਪਰੇਟਰ,বাফার অপারেটর
ਬਫਰ ਰਜਿਸਟਰ,বাফার রেজিস্টার
ਬੱਲਬ,বাল্ব
ਆਬਾਦੀ ਪ੍ਰਭਾਵ,জনসংখ্যার প্রভাব
ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ,ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস
ਝੁੰਡ,গুচ্ছ
ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ,নিমজ্জিত বিনিময়
ਡੁੱਬੀ ਪਰਤ,নিমজ্জিত স্তর
ਡੁੱਬਿਆ ਸੰਪਰਕ,নিমজ্জিত যোগাযোগ
ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ,বিস্ফোরণ পরিবর্ধক
ਧਮਾਕੇ ਕਵਰ,বিস্ফোরণ কভার
ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ,বিস্ফোরণ গুলি
ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ,বিস্ফোরণ দরজা পরিবর্ধক
ਬਰਸਟ ਮੋਡ,বিস্ফোরিত মোড
ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ,বিস্ফোরণ বিভাজক
ਧਮਾਕਾ ਸੰਕੇਤ,বিস্ফোরণের সংকেত
ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ,বিস্ফোরণ ত্রুটি সংশোধনকারী কোড
ਕਾਫ਼ੀ,যথেষ্ট
ਬੱਸ ਪੱਟੀ,বাস বার
ਬੱਸ ਸੰਸਥਾ,বাস সংগঠন
ਬੱਸ ਸਟੈਂਡਰਡ,বাস স্ট্যান্ডার্ড
ਸਿਰਫ਼ ਪਲ ਪਲ,শুধু ক্ষণস্থায়ী
ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ,মাখন মূল্য ফিল্টার
bnc ਤਾਰ,bnc তার
BNC ਜੁਆਇੰਟਰ,বিএনসি জয়েন্টার
ਰਾਹ,উপায় দ্বারা
ਬਾਈਪਾਸ capacitor,বাইপাস ক্যাপাসিটর
ਬਾਈਟ,বাইট
ਵੀ ਬੈਂਡ,ভি ব্যান্ড
C ਬੈਂਡ ਐਂਟੀਨਾ,সি ব্যান্ড অ্যান্টেনা
ਤਾਰ,তার
ਤਾਰ ਰੂਟਿੰਗ,তারের রাউটিং
ਟੈਲੀਗ੍ਰਾਫ ਟੈਲੀਵਿਜ਼ਨ,টেলিগ্রাফ টেলিভিশন
ਕੈਸ਼ ਮੈਮੋਰੀ,ক্যাশ মেমরি
