Malayalam,Punjabi
സജീവമായി,ਸਰਗਰਮੀ ਨਾਲ
ചുറുചുറുക്കുള്ളവള്,ਕਾਰਜਕਰਤਾ
ദൈവിക പ്രവൃത്തി,ਰੱਬ ਦਾ ਕੰਮ
ദുരാചാരത്തിന്റെ പ്രവർത്തനം,ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ
കമ്മീഷന്റെയും ഒഴിവാക്കലിന്റെയും നിയമം,ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ
യഥാര്ത്ഥത്തിലുള്ള,ਅਸਲ
വാസ്തവങ്ങൾ,ਅਸਲ
പൊരുത്തപ്പെടുത്തൽ,ਅਨੁਕੂਲਤਾ
കൂട്ടല്,ਜੋੜ
അധിക നിരക്ക്,ਅਤਿਰਿਕਤ ਚਾਰਜ
അധിക ഫണ്ട്,ਵਾਧੂ ਫੰਡ
അധിക ഗ്രാന്റ്,ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ
അധിക വിവരം,ਵਧੀਕ ਜਾਣਕਾਰੀ
അധിക വേതനം,ਵਾਧੂ ਤਨਖਾਹ
കൂട്ടിച്ചേർക്കലും മാറ്റവും,ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ
അഭിസംബോധന ചെയ്യുക,ਪਤਾ
വിലാസശാല,ਐਡਰੈਸਸ
സ്വാഗത വിലാസം,ਸਵਾਗਤ ਦਾ ਪਤਾ
പരാപ്തമായ,ਕਾਫ਼ੀ
ഇത് പാലിക്കുക,ਦਾ ਪਾਲਣ ਕਰੋ
ആഡ് ഹോക്ക്,ਐਡ ਹੋਕ
AD HOC ക്ലെയിം,ਐਡਹਕ ਕਲੇਮ
താൽക്കാലിക സമിതി,ਐਡਹੌਕ ਕਮੇਟੀ
താൽക്കാലിക വർദ്ധനവ്,ਐਡਹੌਕ ਵਾਧਾ
പരസ്യ ഹോക് പേയ്മെന്റ്,ਐਡਹੌਕ ਭੁਗਤਾਨ
തൊട്ടുകിടക്കുന്ന,ਨਾਲ ਲੱਗਦੀ
തൊട്ടടുത്ത് (= തുടർച്ചയായ),ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ)
വചലിക്കുക,ਮੁਲਤਵੀ
നീരസം ചലനം,ਮੁਲਤਵੀ ਮੋਸ਼ਨ
Cakudgge,ਇਜਾਜ਼ਤ
ശിക്ഷിക്കപ്യം,ਨਿਰਣਾਇਕ
വിധിന്യായ,ਨਿਰਣਾ
Adjudication,ਨਿਰਣਾਇਕ
കമപ്പെടുത്തല്,ਵਿਵਸਥਾ
രാജംഭരിക്കുക,ਪ੍ਰਬੰਧਿਤ
സത്യപ്രതിഷേധിക്കുന്നു,ਸਹੁੰ ਪ੍ਰਬੰਧ
ഭരണകൂടം,ਪ੍ਰਸ਼ਾਸਨ
നീതിയുടെ ഭരണം,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
ഭരണപരമായത്,ਪ੍ਰਬੰਧਕੀ
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
ഭരണപരമായ നടപടികൾ,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
ഭരണപരമായ ശക്തി,ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
ഭരണപരമായ അനുമതി,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
അഡ്മിനിസ്ട്രേറ്റീവ് രീതി,ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
അനഭാക്ഷ്യം,ਮੰਨਣਯੋਗਤਾ
അനുവദനീയമായ ചെലവ്,ਮੰਨਣਯੋਗ ਖਰਚ
സമ്മതിക്കുക,ਮੰਨ ਲਓ
അഡ്മിറ്റ് കാർഡ്,ਐਡਮਿਟ ਕਾਰਡ
പ്രവേശിപ്പിച്ചു,ਦਾਖਲ
ഉപദേഷ്ടാപ്പ്,ਅਸ਼ੁੱਧ
ദന്തം,ਗੋਦ
ച്ചക്കല്,ਗੋਣਾਟਰ
ദത്ത്,ਗੋਦ ਲੈਣਾ
പായപൂര്ത്തിയായി,ਬਾਲਗ
മായം,ਵਿਭਚਾਰ
വഭിചാരം,ਵਿਭਚਾਰ
മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
പരസ്യ മൂല്യനിർണ്ണയം,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
മുന്നേറുക,ਪੇਸ਼ਗੀ
അഡ്വാൻസ് ബുക്കിംഗ്,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
അഡ്വാൻസ് കോപ്പി,ਐਡਵਾਂਸ ਕਾਪੀ
അഡ്വാൻസ് ഇൻക്രിമെന്റ്,ਪੇਸ਼ਗੀ ਵਾਧਾ
അഡ്വാൻസ് പേയ്മെന്റ്,ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
പ്രതികൂല പ്രവേശനം,ਗਲਤ ਪ੍ਰਵੇਸ਼
പ്രതികൂല പരാമർശങ്ങൾ,ਗਲਤ ਟਿੱਪਣੀ
പ്രതികൂല റിപ്പോർട്ട്,ਗਲਤ ਰਿਪੋਰਟ
വിജ്ഞാപനം,ਇਸ਼ਤਿਹਾਰ
ഉപദേശം,ਸਲਾਹ
പേയ്മെന്റിന്റെ ഉപദേശം,ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
ഉപദേശക സമിതി,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
ഉപദേശക സമിതി,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
വാദിക്കുക,ਐਡਵੋਕੇਟ
കാര്യങ്ങൾ,ਮਾਮਲੇ
സതവാങ്മൂലം,ਹਲਫੀਆ ਬਿਆਨ
ബന്ധം,ਮਾਨਤਾ
സ്ഥിരീകരണം,ਪੁਸ਼ਟੀਕਰਣ
ഉറപ്പിക്കുന്ന,ਸਕਾਰਾਤਮਕ
ഉളവാക്കുക,ਬਰਦਾਸ਼ਤ
മേൽപ്പറഞ്ഞ,ਉਪਰੋਕਤ
ശെറെഷ്,ਅਫਰੇਸ਼
എതിരായി,ਦੇ ਵਿਰੁੱਧ
വയസ്സ്,ਉਮਰ
പ്രായപരിധി,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
വോട്ടവകാശത്തിനുള്ള പ്രായം,ਦੁਖੀ ਲਈ ਉਮਰ
പ്രായപരിധി,ਉਮਰ ਸੀਮਾ
നിര്വ്വഹണം,ਏਜੰਸੀ
കാരപരിപാടി,ਏਜੰਡਾ
വിരമിക്കലിന്റെ പ്രായം,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
അപാദന പ്രായം,ਪੂਰਕ ਦੀ ਉਮਰ
അഗ്രഗേഷൻ,ਇਕੱਤਰਤਾ
ദു ved ഖിച്ചു,ਦੁਖਦਾਈ
പ്രക്ഷോഭക്തി,ਅੰਦੋਲਨ
AGM,ਏਜੀਐਮ
കരാര്,ਸਮਝੌਤਾ
കരാർ ഫോം,ਸਮਝੌਤਾ ਫਾਰਮ
കൃഷിപ്പണി,ਖੇਤੀ ਬਾੜੀ
കാർഷിക വ്യവസായം,ਖੇਤੀ-ਉਦਯੋਗ
സഹായം,ਸਹਾਇਤਾ
ആപല്സൂചന,ਅਲਾਰਮ
ജാല്തചിഹ്നം,ਚੇਤਾਵਨੀ
അപരാഭിധാനം,ਉਪਨਾਮ
കുറ്റാരോപണം,ਇਲਜ਼ਾਮ
മേല്ക്കോയ്മയോട് ഭക്തി,ਵਫ਼ਾਦਾਰੀ
സഖം,ਗਠਜੋੜ
അനുബന്ധ സേവനങ്ങൾ,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
അഖിലേന്ത്യാ സേവനങ്ങൾ,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
പങ്കുവയ്ക്കല്,ਅਲਾਟਮੈਂਟ
അനുവദിച്ചതുക,ਅਲਾਟਮੈਂਟ
അലോട്ട്മെന്റ് കത്ത്,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
അല്ലോട്ടി,ਅਲਾਟੀਟੀ
അനുവദനീയം,ਮਨਜ਼ੂਰ
അനുവദനീയമായ ചെലവുകൾ,ਮਨਜ਼ੂਰ ਖਰਚੇ
ഒരു അപ്പീൽ അനുവദിക്കുക,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
അനുമതി നല്കുക,ਭੱਤਾ
എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
അക്ഷരമാല ഓർഡർ,ਵਰਣਮਾਲਾ ਕ੍ਰਮ
വാസസ്ഥലമായ,ਗਰੈਟਰਕੇਸ਼ਨ
ഏകാന്തരക്രമത്തിൽ,ਵਿਕਲਪਿਕ
ബദൽ,ਵਿਕਲਪਿਕ
സംയോജനം,ਏਕੀਕਰਨ
ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്,ਸੋਧਿਆ ਖਰੜਾ
ഭേദഗതി,ਸੋਧ
സഖ്യം,ਸਹੂਲਤ
മിതഭാവമുള്ള,ਅਮਲ
വെടിക്കോപ്പ്,ਬਾਰੂਦ
കടത്തിന്റെ പവിത്രത,ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
സംഖ,ਦੀ ਰਕਮ
പെൻഷന്റെ തുക,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
അനലോഗസ് പോസ്റ്റ്,ਸਮਾਨ ਪੋਸਟ
വിശകലനം,ਵਿਸ਼ਲੇਸ਼ਣ
അനലിറ്റിക്കൽ പഠനം,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
പൂര്വ്വികന്,ਪੂਰਵਜ
അനുബന്ധ വ്യവസായം,ਸਹਾਇਕ ਉਦਯੋਗ
ബദ്ധവൈരം,ਵੈਰ
അനുബന്ധം,ਅਨੁਲੱਗ
വാര്ഷികദിനം,ਵਰ੍ਹੇਗੰ
അറിയിപ്പ്,ਘੋਸ਼ਣਾ
ഉപദവം,ਨਾਰਾਜ਼ਗੀ
വാർഷിക സാമ്പത്തിക പ്രസ്താവന,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
വാർഷിക റിപ്പോർട്ട്,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
ആന്വിറ്റി,ਐਨੂਅਟੀ
പേരറിയാത്ത,ਅਗਿਆਤ
അജ്ഞാത പരാതി,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
ഉത്തരവിദ്ധി,ਜਵਾਬ
ഉത്തരക്കടലാസ്,ਜਵਾਬ ਸ਼ੀਟ
ശതാപകന്,ਵਿਰੋਧੀ
മുൻഗാമികൾ,ਅਨੌਖੇ
പ്രതീക്ഷിച്ച ചെലവ്,ਅਨੁਮਾਨਤ ਖਰਚੇ
പ്രതീക്ഷിച്ച വരുമാനം,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
മുന്തോന്നല്,ਉਮੀਦ
മുൻകൂട്ടി ജാമ്യം,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
അഴിമതി വിരുദ്ധ നടപടി,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
വിരുദ്ധ ഡമ്പിംഗ്,ਐਂਟੀ-ਡੰਪਿੰਗ
പഴക്കം ചെന്ന,ਪੁਰਾਣੀ
വർത്തിഡ്,ਨਸਲਵਾਦ
അപരാഭിചികം,ਉਦਾਸੀ
അപെക്സ് ബോഡി,ਸੁਪਰੀਮ ਬਾਡੀ
ക്ഷമാപണം,ਮੁਆਫੀ
പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക,ਅਪੀਲ
കാഴ്ച,ਦਿੱਖ
വിശേഷണം,ਭੁੱਖ
അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
അനുബന്ധം,ਅੰਤਿਕਾ
ഉപകരണം,ਉਪਕਰਣ
പയോഗക്ഷമമായ,ਲਾਗੂ
അപേക്ഷക,ਬਿਨੈਕਾਰ
അപേക്ഷ,ਐਪਲੀਕੇਸ਼ਨ
അപേക്ഷാ ഫോറം,ਅਰਜ਼ੀ ਫਾਰਮ
പ്രയോഗിച്ചു,ਲਾਗੂ ਕੀਤਾ
അപേക്ഷിക്കുക,ਲਾਗੂ ਕਰੋ
നിയമിത,ਨਿਯੁਕਤ
അധികാരം നിയമിക്കുന്നു,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
നിയമനം,ਨਿਯੁਕਤੀ
നിയമന പത്രിക,ਮੁਲਾਕਾਤ ਪੱਤਰ
മന്ത്രിസഭയുടെ നിയമന സമിതി,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
വേതനത്തെ വിഭവങ്ങൾ,ਤਨਖਾਹ ਦੀ ਵੰਡ
വിലനിശ്ചയിക്കല്,ਮੁਲਾਂਕਣ
വിലഹരവാദി,ਮੁਲਾਂਕਣ
അഭിനന്ദനം,ਕਦਰ
അവബോധം,ਖਦਸ਼ਾ
തൊഴില്പരിശീലക,ਅਪ੍ਰੈਂਟਿਸ
സമീപിക്കുക,ਪਹੁੰਚ
അനുഗുണമായ,ਉਚਿਤ
ഉചിതമായ പ്രവർത്തനം,ਉਚਿਤ ਕਾਰਵਾਈ
ഉചിതമായ തല,ਉਚਿਤ ਸਿਰ
വിനിയോഗം,ਨਿਰਧਾਰਤ
അംഗീകരിക്കല്,ਮਨਜ਼ੂਰੀ
ഏകദേശമായ,ਲਗਭਗ
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്,ਯੋਗਤਾ ਟੈਸਟ
സേച്ഛാചാരിയായ,ਮਨਮਾਨੀ
മാദ്ധസ്ഥം വഹിക്കുക,ਆਰਬਿਟਰੇਟ
മാദ്ധസ്ഥം,ਆਰਬਿਟਰੇਸ਼ਨ
മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
മദ്ധസ്ഥന്,ਆਰਬਿਟਰੇਟਰ
വാസ്തുവിദ,ਆਰਕੀਟੈਕਚਰ
ഗന്ഥരക്ഷാലയം,ਪੁਰਾਲੇਖ
പദേശം,ਖੇਤਰ
ഏരിയസ്ഥാനം,ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
വാദം,ਦਲੀਲ
എഴുന്നേല്ക്കുക,ਪੈਦਾ
സായുധ സേന,ਸੁਰਖਿਆ ਬਲ
കമീകരണം,ਪ੍ਰਬੰਧ
ഊരി,ਬਰੀਅਰ
അരീയർ പ്രസ്താവന,ਅਰੇਅਰ ਬਿਆਨ
വരവ് റിപ്പോർട്ട്,ਆਗਮਨ ਰਿਪੋਰਟ
ധിക്കാരം,ਹੰਕਾਰ
ആയുധശാല,ਅਰਸੇਨਲ
പദാര്ത്ഥം,ਲੇਖ
അസോസിയേഷന്റെ ലേഖനങ്ങൾ,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
ലേഖനങ്ങൾ,ਲੇਖ
ആരോഹണ ക്രമം,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
നിർണ്ണയിക്കുന്ന,ਪਤਾ ਲਗਾਓ
എവിടെയാണ്,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
വശം,ਪਹਿਲੂ
കയറിയ,ਦਾਖਲਾ
രാഷ്ടീയക്കൊല,ਕਤਲ
കയ്യേറ്റം നടത്തുക,ਹਮਲਾ
സംയോജിപ്പിക്കുക,ਇਕੱਠਾ ਕਰਨ ਯੋਗ
നിയമനിര്മ്മാണസഭ,ਅਸੈਂਬਲੀ
അനുമതി,ਸਹਿਮਤੀ
ഉറപ്പുപറയുക,ਦਾਅਵਾ ਕਰੋ
വിലയിരുത്തുന്ന,ਮੁਲਾਂਕਣ
നികുതിചുമത്തല്,ਮੁਲਾਂਕਣ
വിലയിരുത്തൽ വർഷം,ਮੁਲਾਂਕਣ ਸਾਲ
അസര്യാകം,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
ആസ്തി,ਸੰਪਤੀ
നിയമനിക,Assigneee
ചുമതല,ਅਸਾਈਨਮੈਂਟ
യാസ,ਅਸਾਈਨਟਰ
സഹായം,ਸਹਾਇਤਾ
തോഴന്,ਸਹਿਯੋਗੀ
ചങ്ങാത്തം,ਐਸੋਸੀਏਸ਼ਨ
ചാർജ് അനുമാനം,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
ഉറപ്പുനല്കല്,ਭਰੋਸਾ
അഷ്വറൻസ് കമ്പനി,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
ഉറപ്പുതരുന്നു,ਭਰੋਸਾ
കിഴിവിൽ,ਛੂਟ 'ਤੇ
ആറ്റോമിക് പവർ,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
തുല്യത്തിൽ,ਬਰਾਬਰ ਵਿਚ
പ്രീമിയത്തിൽ,ਪ੍ਰੀਮੀਅਮ 'ਤੇ
ഘടിപ്പിക്കുക,ਅਟੈਚ ਕਰੋ
അറ്റാച്ചുചെയ്ത ഓഫീസ്,ਨੱਥੀ ਦਫ਼ਤਰ
ബന്ധം,ਲਗਾਵ
അറ്റാച്ചുമെന്റ് ഓർഡർ,ਅਟੈਚਮੈਂਟ ਆਰਡਰ
നേട്ടം,ਪ੍ਰਾਪਤੀ
പരിശമം,ਕੋਸ਼ਿਸ਼
ഹാജർ,ਹਾਜ਼ਰੀ
ഹാജർ രജിസ്റ്റർ,ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ
പങ്കെടുക്കുന്ന സ്ലിപ്പ്,ਹਾਜ਼ਰੀ ਤਿਲਕ
ശ്രദ്ധ,ਧਿਆਨ
സാക്ഷ്യപ്പെടുത്തൽ,ਤਸਦੀਕ
സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്,ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ
ഭാവം,ਰਵੱਈਆ
ആകർഷകമായ ശമ്പളം,ਆਕਰਸ਼ਕ ਤਨਖਾਹ
ലേലം,ਨਿਲਾਮੀ
ലേറ്റീയർ,ਨਿਲਾਮੀ
ലേല വിൽപ്പന,ਨਿਲਾਮੀ ਵਿਕਰੀ
സദസര്,ਹਾਜ਼ਰੀਨ
ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ
ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ
കണക്കുപരിശോധിക്കുക,ਆਡਿਟ
ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ,ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ
ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്,ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ
ഓഡിറ്റിംഗ്,ਆਡਿਟਿੰਗ
ഓഡിറ്റ് എതിർപ്പ്,ਆਡਿਟ ਇਤਰਾਜ਼
ഓഡിറ്ററുടെ റിപ്പോർട്ട്,ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ
ആഡിറ്റോറിയം,ਆਡੀਟੋਰੀਅਮ
ഓഡിറ്റ് ഖണ്ഡിക,ਆਡਿਟ ਪੈਰਾ
കണക്കിറ്റ് റിപ്പോർട്ട്,ਆਡਿਟ ਰਿਪੋਰਟ
ഉത്സവമായ,ਤਪੱਸਿਆ
ചെലവുചുരുക്കൽ നടപടികൾ,ਤਪੱਸਿਆ ਉਪਾਅ
ആധികാരികം,ਪ੍ਰਮਾਣਿਕ
അംഗീകൃത പ്രതിനിധി,ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ
അംഗീകാരപരമായ,ਅਧਿਕਾਰਤ
അധികാരം,ਅਧਿਕਾਰ
അതോറിറ്റി കത്ത്,ਅਥਾਰਟੀ ਅੱਖਰ
അധികാരപ്പെടുത്തി,ਅਧਿਕਾਰਤ
അംഗീകൃത മൂലധനം,ਅਧਿਕਾਰਤ ਪੂੰਜੀ
ഓട്ടോമാറ്റിക്,ਆਟੋਮੈਟਿਕ
സയംശാസിതമായ,ਖੁਦਮੁਖਤਿਆਰੀ
സ്വയംഭരണ സംഘടന,ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ
സയംഭരണാവകാശം,ਖੁਦਮੁਖਤਿਆਰੀ
ഉക്സിലറി,ਸਹਾਇਕ
സുലഭം,ਉਪਲੱਬਧ
ശരാശരി,Average ਸਤ
ശരാശരി അവധി,Ratuver ਸਤ ਛੁੱਟੀ
അപീതി,ਘ੍ਰਿਣਾ
