Odiya,Bengali
ଏମ୍ପ୍ଲିଫାୟର୍,পরিবর্ধক
ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |,পরিবর্ধক দক্ষতা
ପରିମାପ,মাত্রা
ପ୍ରଶସ୍ତତା ଆଘାତ,প্রশস্ততা ক্ষয়
ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର,প্রশস্ততা মডুলেটেড এএম অসিলেটর
ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ,প্রশস্ততা মড্যুলেশন
ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର,প্রশস্ততা মডুলেটর
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,অ্যাংস্ট্রম ইউনিট
ଆନାଗଲ୍ ସର୍କିଟ୍ |,এনালগ সার্কিট
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,এনালগ কম্পিউটার
ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |,এনালগ ফিল্টার
ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |,এনালগ মাল্টিমিটার
ଆନାଗଲ୍ ସୁଇଚ୍ |,এনালগ সুইচ
ଏବଂ ଫାଟକ |,এবং গেট
କୋଣ ଅନୁକୋଣ,কৌণিক কম্পাংক
"ଆୟନ, ଆୟନ","anion, anion"
ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |,অ্যানিলিং তাপমাত্রা
anode,অ্যানোড
ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,অ্যানোড পরিবর্ধক
anodyne,anodyne
ଆଣ୍ଟେନା |,অ্যান্টেনা
ଆଣ୍ଟେନା ଉପାଦାନ |,অ্যান্টেনা উপাদান
ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |,বিরোধী প্রতিফলিত আবরণ
ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |,অ্যান্টিলগইন পরিবর্ধক
ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |,অ্যান্টিরেজোন্যান্ট সার্কিট
ଦ୍ୱାରକ ଅବଧି |,দ্বারক যুগ
ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |,ভার্চুয়াল শক্তি
ତାର ସଂଯୋଗ,তারের সংযোগ
ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |,আনুমানিক ভোল্টেজ লাভ
ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର,আর্মস্ট্রং মডুলেটর
ଆଣ୍ଟେନା ଆରେ |,অ্যান্টেনা অ্যারে
"ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |","সাইজ রেশিও, অ্যাসপেক্ট রেশিও"
ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ),ভাসমান সার্কিট (ফ্রি অপারেটিং সার্কিট)
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ভাসমান মাল্টিভাইব্রেটর
ଅସୀମିତ ଜଙ୍କସନ,অপ্রতিসম জংশন
ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |,অ্যাসিঙ্ক্রোনাস ক্যালকুলেটর
ପରମାଣୁ,পারমাণবিক
ପରମାଣୁ ସଂଖ୍ୟା,পারমাণবিক সংখ্যা
ପରମାଣୁ ଗଠନ,পারমাণবিক গঠন
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিও পরিবর্ধক
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিও পরিবর্ধক
ଅଡିଓ କ୍ୟାସେଟ୍ |,অডিও ক্যাসেট
ଅଡିଓ ସର୍କିଟ |,অডিও সার্কিট
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,শ্রবণযোগ্য ফ্রিকোয়েন্সি
ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রণ
ବାଘ,তুষারপাত
ହାରାହାରି ଡିଟେକ୍ଟର |,গড় আবিষ্কারক
ଅକ୍ଷୀୟ ମୋଡ୍ |,অক্ষীয় মোড
ଅକ୍ଷୀୟ ଅନୁପାତ |,অক্ষীয় অনুপাত
ଆଣ୍ଟେନା |,অ্যান্টেনা
ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |,ব্যাক ইলেক্ট্রোমোটিভ ফোর্স
ପଛ କ୍ଷେତ୍ର,পিছনের এলাকা
ପଛ ବିଛାଇବା |,ব্যাক স্ক্যাটার
ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |,ব্যাকগ্রাউন্ড চার্জ
ପାର୍ଶ୍ୱ ଶବ୍ଦ |,পার্শ্ব গোলমাল
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,পশ্চাদপসরণ
ପରବର୍ତ୍ତୀ ବିକିରଣ |,পোস্টেরিয়র বিকিরণ
ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |,ব্যাকওয়ার্ড ডায়োড / ব্যাকওয়ার্ড ডায়োড
ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |,ব্যাকওয়ার্ড ওয়েভ অসিলেটর
"ବାଧା, ବାଧା","বাধা, বাধা"
ବାଧା,বাধা
ସନ୍ତୁଳିତ ସେତୁ |,সুষম সেতু
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,সুষম মডুলেটর
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,সুষম মডুলেটর
ସନ୍ତୁଳିତ ସର୍କିଟ |,সুষম সার্কিট
ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |,সুষম গ্রেডিয়েন্ট ডিটেক্টর
ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |,বর্তমান স্টেবিলাইজার প্রতিরোধের
ବୋଲୋମିଟର |,বোলোমিটার
ବୋଲୋମିଟର ବ୍ରିଜ୍ |,বোলোমিটার সেতু
ବେଲୁନ୍ |,বেলুন
ବାନା ଜ୍ୟାକ୍ |,কলা জ্যাক
ବାନା ପ୍ଲଗ୍ |,কলা প্লাগ
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |","ব্যান্ড, ব্যান্ডেজ"
ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |,ব্যান্ড ড্রাইভার
ବ୍ୟାଣ୍ଡ ଶକ୍ତି,ব্যান্ড শক্তি
ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |,ব্যান্ড ফাঁক
ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |,ব্যাডপার্ক পরিবর্ধক
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,ব্যান্ড পাস ফিল্টার
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,বড রেট জেনারেটর
ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |,banddispersion
ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |,ব্যান্ড প্রতিরোধক
ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |,ব্যান্ড ব্রেকার ফিল্টার
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,ব্যান্ড সম্প্রসারণ
ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |,ব্যান্ড রিমুভার ফিল্টার
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |,ব্যান্ড এক্সপেনশন ডিফ্লেকশন মাল্টিপ্লায়ার
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |,ব্যান্ড এক্সটেনশন দূরত্ব গুণক
"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |","বিম ক্যাপাসিটর, ব্যাংক ক্যাপাসিটর"
"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |","বার্কার কোড, বার্কার কোড"
ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |,barravaugen মানদণ্ড
ବ୍ୟାରେଟର୍,বাধাদানকারী
ପ୍ରତିବନ୍ଧକ |,বাধা
ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |,অন্তরক ক্যাপাসিটর
ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |,বাধা শক্তি
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,প্রতিরোধক ভোল্টেজ
ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |,বার্টলেট উইন্ডো
"ଆଧାର, ଆଧାର","ভিত্তি, ভিত্তি"
ବେସ୍ ବ୍ୟାଣ୍ଡ |,বেস ব্যান্ড
ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |,বেস ব্যান্ড ট্রান্সমিশন
ଆଧାର ଚାର୍ଜ |,বেস চার্জ
ମୂଳ କରେଣ୍ଟ୍ |,ভিত্তি বর্তমান
ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |,ভিত্তি বর্তমান উৎস
ମୂଳ କାଟିବା |,বেস শিয়ারিং
ଆଧାର ମଦନ,আধার মদন
ବେସ୍ ଏମିଟର ଫିଡ୍ |,বেস ইমিটার ফিড
ବେସ୍ ଏମିଟର ଜଙ୍କସନ |,বেস ইমিটার জংশন
ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |,বেস ইনজেকশন
ଭୂମି ରେଖା,স্থল লাইন
ମୂଳ ପ୍ରତିରୋଧ |,বেস প্রতিরোধের
ମୂଳ ଉତ୍ସ |,ভিত্তি উৎস
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,বেস সম্প্রসারণ প্রতিরোধের
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,বেস সম্প্রসারণ প্রতিরোধের
ମୂଳ ଘନତା |,ভিত্তি বেধ
ଆଧାର ପ୍ରବେଶ,বেস অ্যাক্সেস
"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |","বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন"
ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |,বেস কালেক্টর চুক্তি
ଗନ୍ଧ,গন্ধ
ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,খাদ ফ্রিকোয়েন্সি
ବ୍ୟାଟେରୀ,ব্যাটারি
baud,বউড
ବାଉଡ୍ ହାର,বড হার
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,বড রেট জেনারেটর
ବୋଡୋ କୋଡ୍ |,বোডো কোড
"ସଙ୍କେତ, ବିକନ୍ |","সংকেত, বীকন"
"ମାଣିକା, ବିଡ୍ |","মানিকা, বিড"
ମାଣିକ କ୍ୟାପେସିଟର୍ |,ম্যানিক ক্যাপাসিটর
ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |,মানিকর্তপি প্রতিরোধক
"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |","মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা"
ବିମ୍ ଡିଟେକ୍ଟର୍ |,মরীচি আবিষ্কারক
ବିମ୍ ପାୱାର୍ ହୋସ୍ |,মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ
ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |,মরীচি সুইচিং অগ্রভাগ
ବିମ୍ ବିସ୍ତାର,মরীচি সম্প্রসারণ
ଫ୍ରିକ୍ୱେନ୍ସି,বীট ফ্রিকোয়েন্সি
ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,বীট-ফ্রিকোয়েন্সি অসিলেটর
ନାଡ ଓସିଲେଟର |,পালস অসিলেটর
ବେଲ୍ |,বেল
ନମ୍ର କ୍ଷତି |,নমন ক্ষতি
ବେସେଲ୍ ଫିଲ୍ଟର୍ |,বেসেল ফিল্টার
ବିଟା |,বেটা
b-h ବକ୍ର,b-h বক্ররেখা
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","পক্ষপাত, পক্ষপাত"
ପକ୍ଷପାତ କରେଣ୍ଟ |,পক্ষপাত বর্তমান
ପକ୍ଷପାତ ପ୍ରତିରୋଧ |,পক্ষপাত প্রতিরোধ
ଡବଲ୍ ଆଣ୍ଟେନା |,ডবল অ্যান্টেনা
ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |,দ্বিমুখী লোড বর্তমান
ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |,দ্বিমুখী অ্যান্টেনা
ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |,দ্বিমুখী আলো নির্গত ডায়োড
ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |,দ্বিমুখী থাইরিস্টর
bi FET ଟେକ୍ନୋଲୋଜି |,bi FET প্রযুক্তি
ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |,দ্বি-বিন্দু ট্রান্সফরমার
ଡବଲ୍ ଫ୍ୟୁଜନ୍ |,ডবল ফিউশন
ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |,দ্বিপাক্ষিক সার্কিট
ବାଇନାରୀ,বাইনারি
ବାଇନାରୀ ରାଶି,বাইনারি যোগফল
ବାଇନାରୀ ସର୍କିଟ |,বাইনারি সার্কিট
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,বাইনারি কোডেড দশমিক
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |,বাইনারি কোডেড দশমিক সিস্টেম
ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |,বাইনারি ডাইপোল ক্যাপাসিটর
ବାଇନାରୀ କାଲକୁଲେଟର,বাইনারি ক্যালকুলেটর
ବାଇନାରୀ କାଲକୁଲେଟର,বাইনারি ক্যালকুলেটর
ବାଇନାରୀ ଡିକୋଡର୍ |,বাইনারি ডিকোডার
ବାଇନାରୀ ସିଡ଼ି |,বাইনারি মই
ବାଇନାରୀ ପାଥୋମିଟର |,বাইনারি প্যাথোমিটার
ବାଇନାରୀ ଅବସ୍ଥା |,বাইনারি অবস্থা
ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |,বাইনারি-ডেসিমেল ডিকোডার
ବାଇନାରୀ ଲୋଡ୍ |,বাইনারি লোড
ବାଇନାରୀ ଶବ୍ଦ |,বাইনারি শব্দ
ଦ୍ୱିପାକ୍ଷିକ,বাইপোলার
ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |,বাইপোলার ক্যাপাসিটর
ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |,বাইপোলার ডিভাইস
ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |,বাইপোলার উৎস
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |,বাইপোলার ট্রানজিস্টর
ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,বাইপোলার জংশন ট্রানজিস্টর
ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |,দ্বিঘাত ফিল্টার
ଡବଲ୍ ପୋଜିସନ୍ |,ডবল অবস্থান
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,দুই-পর্যায়ের মাল্টিভাইব্রেটর
ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |,দ্বিমুখী রিলে
ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |,দুই-পর্যায়ের রাষ্ট্র
ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |,দুই-পজিশন ট্রিগার
ବିଟ୍ ତ୍ରୁଟି |,বিট ত্রুটি
ବିଟ୍ ତ୍ରୁଟି ହାର,বিট ত্রুটি হার
ବିଟ୍ ତ୍ରୁଟି |,বিট ত্রুটি
ବିଟ୍କାଲ୍ ତ୍ରୁଟି |,বিটকল ত্রুটি
ଅନ୍ଧ ବାକ୍ସ,অন্ধ বাক্স
ଘନୀଭୂତ ନାଡ |,ঘনীভূত নাড়ি
ସଚିବ,সচিব
ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |,সিক্রেটরি ইনহিবিটার
ଅନ୍ଧତା,অন্ধত্ব
ବିଭାଗ ଚିତ୍ର,সেগমেন্ট ডায়াগ্রাম
ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |,ব্লকিং প্রতিবন্ধকতা
ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |,খণ্ড স্থানান্তর
ବାଧା,পথিমধ্যে রোধ করা
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,প্রতিরোধক ক্যাপাসিটর
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,প্রতিরোধক ক্যাপাসিটর
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,ব্লকিং অসিলেটর
ପ୍ରତିରୋଧକ ଓସିଲେଟର |,প্রতিরোধক অসিলেটর
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,প্রতিরোধক ভোল্টেজ
ବ୍ଲୋଅର୍ |,ব্লোয়ার
ବୋଡ ଚିତ୍ର,বোড ডায়াগ্রাম
voltzmann ସମ୍ପର୍କ,voltzmann সম্পর্ক
voltzmann ସ୍ଥିର |,voltzmann ধ্রুবক
ବନ୍ଧନ,বন্ধন
ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |,আবদ্ধ স্ট্রেন গেজ
ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |,স্ব-চালিত পরিবর্ধক
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,বুলিয়ান বীজগণিত
ବୁଲିଅନ୍ ସମୀକରଣ |,বুলিয়ান সমীকরণ
ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |,বুট Strapon
ବୁଥ୍ ର ଆଲଗୋରିଦମ |,বুথের অ্যালগরিদম
ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |,বুটস্ট্র্যাপ প্রিজম সার্কিট
ବସ୍କଟ୍ ନିୟମ |,bosscutts নিয়ম
ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |,বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড
"ଡେଇଁବା, ଡେଇଁବା |","লাফ, লাফ"
ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |,আবদ্ধ ইলেকট্রন
ଗର୍ବ ପ୍ରତିଫଳକ |,ব্র্যাগ প্রতিফলক
ଅନ୍ତର୍ନିହିତ ତାର,জড়িত তার
ଶାଖା,শাখা
ଶାଖା,শাখা
ପରୀକ୍ଷଣ ବୋର୍ଡ |,পরীক্ষা বোর্ড
ବ୍ରେକ୍ ଜୋନ୍ |,বিরতি জোন
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,ব্রেকিং ভোল্টেজ
ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |,ব্রেকডাউন ডায়োড
ଭଙ୍ଗା ଫିକ୍ସିଂ |,ফ্র্যাকচার ফিক্সেশন
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,ব্রেকিং ভোল্টেজ
ସେତୁ,সেতু
ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |,সেতু সংশোধনকারী
ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |,প্রশস্ত ব্যান্ড
ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |,সম্প্রচার ব্যান্ড
ଜ୍ୟୋତିଷ ଆରେ |,অ্যাস্ট্রাল অ্যারে
ପ୍ରସାରଣ,সম্প্রচার
ପ୍ରସାରଣ ଆଣ୍ଟେନା |,সম্প্রচার অ্যান্টেনা
ପ୍ରସାରଣ ରସିଦ |,সম্প্রচার গ্রহনকারী যন্ত্র
ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |,ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার
ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |,সম্প্রচার ট্রান্সমিটার
ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |,বুস্টার অ্যান্টেনা
ବସ୍ ଆଣ୍ଟେନା |,বাস অ্যান্টেনা
ବ୍ରଶ୍ ବୁଡ ପକାଇବା |,বুরুশ নিমজ্জন
ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |,বুদবুদ এবং গেট
ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |,বুডবুডু বা গেট
ବବୁଲି ମେମୋରୀ |,বুদবুদ স্মৃতি
ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ,ক্ষতিপূরণকারী ভোল্টেজ
ବଫର୍,বাফার
ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,বাফার পরিবর্ধক
ବଫର୍ ସର୍କିଟ୍ |,বাফার সার্কিট
ବଫର୍ ଅପରେଟର୍ |,বাফার অপারেটর
ବଫର୍ ରେଜିଷ୍ଟର |,বাফার রেজিস্টার
ବଲ୍ବ,বাল্ব
ଜନସଂଖ୍ୟା ପ୍ରଭାବ,জনসংখ্যার প্রভাব
ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |,ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস
ଗୁଣ୍ଡ |,গুচ্ছ
ଜଳମଗ୍ନ ବିନିମୟ |,নিমজ্জিত বিনিময়
ଜଳମଗ୍ନ ସ୍ତର |,নিমজ্জিত স্তর
ଜଳମଗ୍ନ ସମ୍ପର୍କ |,নিমজ্জিত যোগাযোগ
ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |,বিস্ফোরণ পরিবর্ধক
ବିସ୍ଫୋରଣ କଭର |,বিস্ফোরণ কভার
ବିସ୍ଫୋରଣ,বিস্ফোরণ গুলি
ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |,বিস্ফোরণ দরজা পরিবর্ধক
ବିସ୍ଫୋରଣ ମୋଡ୍ |,বিস্ফোরিত মোড
ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |,বিস্ফোরণ বিভাজক
ବିସ୍ଫୋରଣ ସଙ୍କେତ,বিস্ফোরণের সংকেত
ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |,বিস্ফোরণ ত্রুটি সংশোধনকারী কোড
ଯଥେଷ୍ଟ,যথেষ্ট
ବସ୍ ବାର୍,বাস বার
ବସ୍ ସଂଗଠନ,বাস সংগঠন
ବସ୍ ମାନକ,বাস স্ট্যান্ডার্ড
କେବଳ କ୍ଷଣସ୍ଥାୟୀ |,শুধু ক্ষণস্থায়ী
ବଟର ମୂଲ୍ୟର ଫିଲ୍ଟର୍ |,মাখন মূল্য ফিল্টার
bnc ତାର,bnc তার
BNC ଯୋଗକର୍ତ୍ତା |,বিএনসি জয়েন্টার
ବାଟରେ,উপায় দ্বারা
ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |,বাইপাস ক্যাপাসিটর
ବାଇଟ୍ |,বাইট
