Tamil,Assamese
திசையன்களின் தொகை,ভেক্টৰৰ যোগফল
"தொகை தேற்றம், பெர்ரி கோட்பாடு,","যোগ উপপাদ্য, বেৰী তত্ত্ব"
சேர்க்கை குழு,যোগকৰণ গোট
தலைகீழ் சேர்க்கை,যোগকৰণৰ বিপৰীত
சேர்க்கை,যোগযোগ্যতা
சேர்க்கை,যোগযোগ্যতা
அருகாமை அணி,সংলগ্নতা মেট্ৰিক্স
"அருகாமை, அருகாமை, அருகாமை","কাষৰীয়া, কাষৰীয়া, কাষৰীয়া"
அருகில் உள்ள கோணம்,কাষৰীয়া কোণ
அருகில் உள்ள உச்சி,কাষৰীয়া শিখৰ
தொடர்புபடுத்த,to associate
"இணைக்கப்பட்ட உறை,",সংযুক্ত আবৃত
பொதுவான தீர்மானிப்பான்,সাধাৰণ নিৰ্ণায়ক
இணைக்கப்பட்ட வேறுபாடு சமன்பாடு,সংযুক্ত অৱভেদ্য সমীকৰণ
இணைக்கப்பட்ட சமன்பாடு,সংলগ্ন সমীকৰণ
ஒரே மாதிரியான அணி,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
அணி ஒருங்கிணைப்பு,মেট্ৰিক্স সহাৱস্থান
ஒரே மாதிரியான அணி,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு,গ্ৰহণযোগ্য সিদ্ধান্ত কাৰ্য্য
ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்,গ্ৰহণযোগ্য অনুমান
காற்றியக்க விசை,বায়ুগতিবিদ্যা বল
காற்றியக்கவியல்,বায়ুগতিবিদ্যা
ஒரே மாதிரியான வடிவியல்,সমজাতীয় জ্যামিতি
ஒரே மாதிரியான மேப்பிங்,সমজাতীয় মেপিং
ஒரே மாதிரியான மாற்றம்,সমজাতীয় ৰূপান্তৰ
மொத்த மாறி,এগ্ৰিগেট ভেৰিয়েবল
"இயற்கணிதம், இயற்கணிதம், இயற்கணிதம், இயற்கணிதம்","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"விதை மூடிய, விதை","বীজযুক্ত বন্ধ, বীজযুক্ত"
இயற்கணித சமன்பாடு,বীজগণিতীয় সমীকৰণ
இயற்கணித வெளிப்பாடு,বীজগণিতীয় প্ৰকাশ
இயற்கணித ஒருமைப்பாடு,বীজগণিতীয় একাকাৰীতা
இயற்கணித செயல்பாடு,বীজগণিতীয় ফলন
இயற்கணித வடிவியல்,বীজগণিতীয় জ্যামিতি
இயற்கணித பன்மை,বীজগণিতীয় বহুত্ব
இயற்கணித அமைப்பு,বীজগণিতীয় ব্যৱস্থা
அனைத்து முழு எண் பிரச்சனை,সকলো-পূৰ্ণসংখ্যা সমস্যা
"ஒதுக்கீட்டுச் சிக்கல் வாட் கேள்வி,",নিযুক্তিৰ সমস্যা watt প্ৰশ্ন
அகரவரிசைக் குறியீடு,বৰ্ণানুক্ৰমিক সংকেত
அகரவரிசை எழுத்து,বৰ্ণানুক্ৰমিক আখৰ
மாற்று கோணங்கள்,বিকল্প কোণ
"மாற்று ஒரே மாதிரியான மாற்று வடிவம்,",বিকল্প সমজাতীয় বিকল্প ৰূপ
மாற்று குழு,বিকল্প গোট
மாற்று அணி,বিকল্প মেট্ৰিক্স
மாற்று தொடர்,বিকল্প শৃংখলা
மாற்று கருதுகோள்,বিকল্প অনুমান
மாற்று உகந்தது,বিকল্প অনুকূল
மாற்று முடிவு,বিকল্প ফলাফল
அனலாக்-இலக்க மாற்றி,এনালগ-ডিজিট ৰূপান্তৰক
"அனலாக் கணினி,",এনালগ কম্পিউটাৰ
பகுப்பாய்வு,বিশ্লেষণ
இணைநிலை பகுப்பாய்வு,সহাৱস্থান বিশ্লেষণ
கணக்கெடுப்பு-தரவு பகுப்பாய்வு,গণনা-তথ্য বিশ্লেষণ
மாறுபாடு பகுப்பாய்வு,ভ্যাৰিয়েন্স বিশ্লেষণ
பகுப்பாய்வு வடிவியல்,বিশ্লেষণাত্মক জ্যামিতি
பகுப்பாய்வு செயல்பாடு,বিশ্লেষণাত্মক কাৰ্য্য
கோணம்,কোণ
தொடுகோடு கோணம்,স্পৰ্শক কোণ
விலகல் கோணம்,বিক্ষেপণ কোণ
மனச்சோர்வு கோணம்,ডিপ্ৰেছন এংগেল
விலகல் கோணம்,বিচ্যুতি কোণ
விலகல் கோணம்,বিবৰ্তন কোণ
உயர கோணம்,উচ্চতা কোণ
நிகழ்வு கோணம்,প্ৰাদুৰ্ভাৱৰ কোণ
திட்ட கோணம்,প্ৰক্ষেপণৰ কোণ
பிரதிபலிப்பு கோணம்,প্ৰতিফলনৰ কোণ
ஒளிவிலகல் கோணம்,বিবৰ্তনৰ কোণ
சுழற்சி கோணம்,ঘূৰ্ণন কোণ
பிரதிபலிப்பு முழுமையான கோணம்,প্ৰতিফলনৰ নিৰপেক্ষ কোণ
கோண முடுக்கம்,কৌণিক ত্বৰণ
கோண வேகம்,কৌণিক বেগ
கோண வேகம்,কৌণিক গতি
கோண வேகம்,কৌণিক বেগ
மோதிர விரல்,ৰিং ফিংগাৰ
பதில்,উত্তৰদিশ
எதிர் வழித்தோன்றல்,কাউণ্টাৰ ডেৰাইভেটিভ
ஐசோமெட்ரிக் செயல்பாடு,সমমিতি ফলন
"மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய","আবৃত, প্ৰযোজ্য, প্ৰযোজ্য"
"விண்ணப்ப விண்ணப்பம்,",আবেদন আবেদন
பயன்பாட்டு டைனமிக் நிரலாக்கம்,ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে
பயன்படுத்தப்படும் வடிவியல்,প্ৰয়োগ কৰা জ্যামিতি
பயன்பாட்டு கணிதம்,প্ৰয়োগ কৰা গণিত
பயன்பாட்டு புள்ளிவிவரங்கள்,প্ৰয়োগ কৰা পৰিসংখ্যা
"தோராயமாக, தோராயமாக","আনুমানিক, আনুমানিক"
தோராயமாக தொடர்ச்சியான செயல்பாடு,প্ৰায় অবিৰত ফলন
"மேக்ரோ முறை, தோராய முறை","মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি"
தோராயமான தீர்வு,আনুমানিক সমাধান
தோராயமான பிரச்சனை,আনুমানিক সমস্যা
தோராயமான சொத்து,আনুমানিক বৈশিষ্ট্য
திறன் சோதனை,যোগ্যতা পৰীক্ষা
ஆர்கான் வரைபடம்,আৰ্গন ডায়েগ্ৰাম
தன்னார்வ,স্বেচ্ছামূলক
"சீரற்ற, சீரற்ற","random, যাদৃচ্ছিক"
தன்னிச்சையான மாறிலி,ইচ্ছাকৃত ধ্ৰুৱক
இலவச உறுப்பு,মুক্ত মৌল
தன்னிச்சையான புள்ளி,ইচ্ছাকৃত বিন্দু
ஆர்க்கிமிடின் சட்டம்,আৰ্কিমিডিছৰ নিয়ম
ஆர்க்கிமிடிஸ் சட்டம்,আৰ্কিমিডিছৰ নিয়ম
"வில்-நீளம், வில்-நீளம்","চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য"
வட்ட வில்,বৃত্ত চাপ
தலைகீழ் சைன் விநியோகம்,বিপৰীত চাইন বিতৰণ
தலைகீழ் சைன் மாற்றம்,বিপৰীত চাইন ৰূপান্তৰ
"பகுதி, பகுதி","এলেকা, এলেকা"
பிராந்திய கட்டமைப்பு,আঞ্চলিক সংৰূপ
ஒரு கலப்பு எண்ணின் கோணம்,এটা জটিল সংখ্যাৰ কোণ
எண்கணித சராசரி,গাণিতিক গড়
டிஜிட்டல் செயல்பாடு,ডিজিটেল অপাৰেচন
டிஜிட்டல் அலகு,ডিজিটেল ইউনিট
"கட்டமைப்பு, ஏற்பாடு","কনফিগাৰেচন, ব্যৱস্থা"
"வரிசை, வரிசை","এৰে, এৰে"
செயற்கை செயற்கைக்கோள்,কৃত্ৰিম উপগ্ৰহ
செயற்கை மாறி,কৃত্ৰিম চলক
ஏறுவதற்கு,বগাবলৈ
ஏறுமுகம்,আৰোহী
அளவின் ஏறுவரிசை,মাত্ৰাৰ আৰোহী ক্ৰম
ஏறும் தரம்,আৰোহী গ্ৰেড
அசெம்பிளர் மொழி,এছেম্বলাৰ ভাষা
"ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி,",নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন
துணை விதி,সহযোগী নিয়ম
ஆபரேட்டர்களின் துணை விதி,অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম
துணை செயல்பாடு,এছ&#39;চিয়েটিভ অপাৰেচন
தோழமை,সংগীত্ব
சராசரியாக கருதப்படுகிறது,ধৰি লোৱা গড়
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,ধাৰণা কৰা সম্ভাৱনা বিতৰণ
"கற்பனை செய்து, ஒப்புக்கொண்ட,","কল্পনা কৰা, স্বীকাৰ কৰা"
ஜோதிடம்,জ্যোতিষ বিজ্ঞান
"விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்,",মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা
வானியலாளர்*,জ্যোতিৰ্বিজ্ঞানী*
வானியல் கடிகாரம்,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
வானியல்,জ্যোতিৰ্বিজ্ঞান
சமச்சீரற்ற வளைவு,অসমতাপূৰ্ণ বক্ৰ
சமச்சீரற்ற தன்மை,বিষমতা
அறிகுறியற்ற,এছিম্পটটিক
மோசமாக்கும்,গুৰুতৰ কৰি তোলা
முற்போக்கான மதிப்பீட்டாளர்,প্ৰগতিশীল অনুমানক
பிற்போக்கு சார்பு மதிப்பீட்டாளர்,ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক
பிற்போக்கு நடத்தை,ৰেট্ৰ&#39;গ্ৰেড আচৰণ
தீவிர விநியோக செயல்பாடு,আক্ৰমণাত্মক বিতৰণ ফলন
மேல்நோக்கி பரவியது,ওপৰলৈ বিয়পি পৰা
வளிமண்டல அழுத்தம்,বায়ুমণ্ডলীয় চাপ
"தற்செயலாக,",যাদৃচ্ছিকভাৱে
சொத்து*,গুণ*
பண்பு-மாதிரி-பொறிமுறை,বৈশিষ্ট্য-নমুনা-ব্যৱস্থা
ஆக்மென்ட் மேட்ரிக்ஸ்,বৰ্ধিত মেট্ৰিক্স
தன்னியக்க தொடர்பு குணகம்,স্ব-সম্বন্ধ সহগ
தன்னியக்க தொடர்பு செயல்பாடு,স্বয়ংসম্বন্ধ কাৰ্য্য
இணை மாறுபாடு,সহাৱস্থান
தானியங்கி கணினி,স্বয়ংক্ৰিয় কম্পিউটাৰ
தன்னியக்க பின்னடைவு,অটোৰিগ্ৰেছন
துணை சமன்பாடு,সহায়ক সমীকৰণ
சராசரி மாதிரி எண் வளைவு (MPC வளைவு),গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ)
"கோட்பாடு, கோட்பாடு","স্বতন্ত্ৰ, স্বতন্ত্ৰ"
கோட்பாடு அணுகுமுறை,স্বতন্ত্ৰ পদ্ধতি
நிகழ்தகவு கோட்பாடு,সম্ভাৱনা স্বতন্ত্ৰতা
அச்சு,অক্ষ
புஜக்ஷா,ভূজাক্ষ
பூமி அச்சு,পৃথিৱীৰ অক্ষ
சுழற்சி அச்சு,ঘূৰ্ণন অক্ষ
சுழற்சி அச்சு,ঘূৰ্ণন অক্ষ
சுழல் அச்சு,স্পিন অক্ষ
பிந்தைய மாற்று,পোষ্ট সলনি কৰা
பின்னர்,পাছত
பின் செருகும் சூத்திரம்,পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
சீரான வடிவமைப்பு,সুষম ডিজাইন
இருப்பு தாள்,বেলেন্স শ্বীট
ஏவுகணை,মিছাইল
"பந்துவீச்சு, ஆயுதம்","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
"நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு","স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত"
"அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
அடிப்படை கோணம்,ভিত্তি কোণ
"மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை","লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি"
"அடிப்படை, அடிப்படை,","মূল, মৌলিক"
அடிப்படை ஒத்திசைவான தீர்வு,ভিত্তি সুসংহত সমাধান
அடிப்படை தீர்வு,ভিত্তি দ্ৰৱণ
அடிப்படை மாறி,ভিত্তি চলক
அடித்தளம்,ভেঁটি
அடிப்படை உறுப்பு,ভিত্তি উপাদান
அடிப்படை அணி,ভিত্তি মেট্ৰিক্স
திசையன் இடத்தின் அடிப்படை,ভেক্টৰ স্থানৰ ভিত্তি
துணை மக்கள்தொகை அடிப்படையில்,উপজনসংখ্যাৰ ভিত্তিত
நேர்மையற்ற,অসাধু
bez-விதி,bez-নিয়ম
bez-theorem,bez- উপপাদ্য
பெர்னோலி-விநியோகம்,bernoulli-বিতৰণ
பெர்னோலி எண்கள்,বাৰ্নৌলিৰ সংখ্যা
பெர்னோலி நிகழ்தகவு செயல்பாடு,বাৰ্নৌলি সম্ভাৱনা ফলন
பெர்னோலி-சமன்பாடு,বাৰ্নৌলি-সমীকৰণ
பெர்ரி செயல்பாடு,জামুৰ কাৰ্য্য
சிறந்த ஒட்டுதல்,শ্ৰেষ্ঠ আঠাযুক্ততা
சிறந்த ஒட்டுதல் வரி,শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা
சிறந்த தீர்வு,উত্তম সমাধান
சிறந்த குறிப்புகள்,শ্ৰেষ্ঠ টিপছ
பீட்டா விநியோகம்,বিটা বিতৰণ
"சார்பு, சார்பு","bias, পক্ষপাতিত্ব"
பாரபட்சமான மதிப்பீடு,পক্ষপাতমূলক মূল্যায়ন
ஈருறுப்புச் சமன்பாடு,দ্বিপদ সমীকৰণ
ஒற்றை கவர்,একক কভাৰ
ஒற்றை அட்டை வரைபடம்,একক কভাৰ মেপ
ஒற்றை அட்டை மேப்பிங்,একক কভাৰ মেপিং
இருபடி இருபடி,দ্বিঘাত দ্বিঘাত
இருமுனை செயல்பாடு,দ্বিৰৈখিক ফলন
பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு,দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা
"இருமாறு, இருமை, இரட்டை","দ্বি-চলক, বাইনাৰী, দ্বৈত"
"பைனரி குறியீடு, பைனரி குறியீடு","বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড"
"பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம","বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক"
பைனரி குறியாக்கம்,বাইনাৰী এনকোডিং
பைனரி கணினி,বাইনাৰী কম্পিউটাৰ
பைனரி எண்கள்,বাইনাৰী সংখ্যা
பைனரி செயல்பாடு,বাইনাৰী অপাৰেচন
பைனரி முறை,বাইনাৰী পদ্ধতি
பைனரி மாறி,বাইনাৰী চলক
ஈருறுப்புக் குணகம்,দ্বিপদ সহগ
இருவகைப் பரவல்,দ্বিপদ বিতৰণ
ஈருறுப்புச் சமன்பாடு,দ্বিপদ সমীকৰণ
இருவகை மாறுபாடு,দ্বিপদ ভ্যাৰিয়েন্স
இருமொழி வெளிப்பாடு,দ্বিপদ অভিব্যক্তি
ஈருறுப்பு சீரற்ற மாறி,দ্বিপদ ৰেণ্ডম চলক
ஈருறுப்பு தேற்றம்,দ্বিপদ উপপাদ্য
"பாதி, பிளவு","আধা, bifurcation"
"இரு பிரிவு முறை, அரைப்பிரிவு முறை","bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি"
அரை இருசமவெட்டி,হাফ বাইছেক্টৰ
இருவகை,"দ্বিপদ, দ্বৈত"
"ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்","ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক"
ஈருறுப்பு இருவகைப் பரவல் இருவகை,দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ
இருவகை தொடர்பு குணகம்,দ্বিচলকীয় সম্পৰ্ক সহগ
இருவகை விநியோகம்,দ্বিচলকীয় বিতৰণ
இருவகை இயல்பான-விநியோகம்,দ্বিচলকীয় স্বাভাৱিক-বিতৰণ
பைவெக்டர்,বাইভেক্টৰ
போல்ட்மேன் சமன்பாடு,বোল্টমেন সমীকৰণ
பூலியன் இயற்கணிதம்*,বুলিয়ান বীজগণিত*
போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,বস-আইনষ্টাইন পৰিসংখ্যা
வரம்பு கட்டுப்பாடுகள்,সীমাবদ্ধতা নিষেধাজ্ঞা
எல்லை நிலை,সীমা স্তৰ
எல்லைக் கோடு,সীমাৰেখা
வரம்பு மதிப்பு,সীমা মূল্য
எல்லை மதிப்பு பிரச்சனை,সীমা মূল্যৰ সমস্যা
"எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்,",সীমাবদ্ধ ফলন সীমাবদ্ধ ফল
"எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை,","সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ টেবুল"
"எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்,",সীমাবদ্ধ ভূখণ্ড সীমাবদ্ধ ভূখণ্ড
"எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு,",সীমাবদ্ধ ছেট সীমাবদ্ধ গোট
பிரவுனி இயக்கம்,ব্ৰাউনি গতি
கணக்கெடுக்க,গণনা কৰা
கணக்கீடு,গণনা কৰা
"கால்குலேட்டர், கால்குலேட்டர்","কেলকুলেটৰ, কেলকুলেটৰ"
கணக்கீடு*,গণনা*
கணக்கீட்டு நடவடிக்கை முறை,গণনামূলক ক্ৰিয়া পদ্ধতি
"கால்குலேட்டர், கால்குலேட்டர்","কেলকুলেটৰ, কেলকুলেটৰ"
"கால்குலஸ், கால்குலஸ்","কেলকুলাছ, কেলকুলাছ"
மாறுபாடு கணக்கீடு,ভ্যাৰিয়েন্স কেলকুলাছ
கலோரிகள்,কেলৰি
ரத்து விதி,বাতিল নিয়ম
நியமன சமன்பாடு,কেননিক সমীকৰণ
நியமன வடிவம்,কেননিক ৰূপ
"கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்","কেননিক মেট্ৰিক্স, কে কেননিক মেট্ৰিক্স"
கேண்டர் தொகுப்பு,কেন্টৰ ছেট
கேண்டார் முக்கோண தொகுப்பு,cantor ত্ৰিকোণীয় ছেট
கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை,বাধ্যতামূলক পৰিবহণ সমস্যা
திறன்,সক্ষমতা
தந்துகி விசை,কেপিলাৰী বল
"எண்ணிக்கை எண், கார்டினல் எண்","গণনা সংখ্যা, কাৰ্ডিনেল সংখ্যা"
கார்ட்டீசியன் அச்சு,কাৰ্টেচিয়ান অক্ষ
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,কাৰ্টেছিয়ান স্থানাংক
கார்ட்டீசியன் தயாரிப்பு,কাৰ্টেছিয়ান উৎপাদন
தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்,সমষ্টিৰ কাৰ্টেছিয়ান গুণন
"வழக்கு ஆய்வு, வழக்கு ஆய்வு","কেছ ষ্টডি, কেছ ষ্টডি"
பேரழிவு பேச்சு,দুৰ্যোগপূৰ্ণ ভাষণ
பூனைக்குரிய,catinary
காச்சி விநியோகம்,কাউচি বিতৰণ
கௌசியின் சூத்திரம்,কৌশীৰ সূত্ৰ
கௌசி-குர்சா-தேற்றம்,কৌশী-গুৰ্ষ-উপাপাদ্য
கௌஷி-ரீமான்-பான்,কৌছি-ৰাইমান-বান
கௌச்சி வரிசை,ক&#39;চি ক্ৰম
கௌஷி ஒருங்கிணைந்த,কৌশি অবিচ্ছেদ্য
கௌசி முக்கிய மதிப்பு,কৌশী মূল-মূল্য
கௌச்சி எஞ்சிய தேற்றம்,ক’চি ৰেমেইণ্ডাৰ উপপাদ্য
கால்-ஹாமில்டன்-தேற்றம்,কেলে-হেমিল্টন-উপাপাদ্য
வானுலக,আকাশী দেহ
வானியல் அளவீடு,জ্যোতিৰ্বিজ্ঞানৰ জোখ-মাখ
வான இயக்கவியல்,আকাশী যান্ত্ৰিকতা
வானுலக,আকাশী দেহ
செல் அலைவரிசை,কোষ কম্পাঙ্ক
"மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு","লোকপিয়ল, লোকপিয়ল"
சதவீதம்,শতাংশ
சென்டிமீட்டர்,চেন্টিমিটাৰ
சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை,চেণ্টিমিটাৰ-গ্ৰাম-ছেকেণ্ড পদ্ধতি
"மைய, மையமான","কেন্দ্ৰীয়, সমকেন্দ্ৰিক"
மைய அச்சு,কেন্দ্ৰীয় অক্ষ
மத்திய இடைவெளி,কেন্দ্ৰীয় ব্যৱধান
மைய வேறுபாடு சூத்திரம்,কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ
மைய வேறுபாடு அட்டவணை,কেন্দ্ৰীয় অৱভেদ্য টেবুল
மத்திய வரம்பு தேற்றம்,কেন্দ্ৰীয় সীমা উপপাদ্য
மைய தருணம்,কেন্দ্ৰীয় মুহূৰ্ত
மத்திய வள அலகு,কেন্দ্ৰীয় সম্পদ একক
மைய உள்ளுணர்வு,কেন্দ্ৰীয় প্ৰবৃত্তি
மையம்*,কেন্দ্ৰ*
ஈர்ப்பு மையம்,মাধ্যাকৰ্ষণ কেন্দ্ৰ
குழு மையம்,গ্ৰুপ চেণ্টাৰ
வெகுஜன மையம்,ভৰ কেন্দ্ৰ
சமச்சீர் மையம்,প্ৰতিসমতাৰ কেন্দ্ৰ
மையவிலக்கு விசை,কেন্দ্ৰপৃথক বল
மையவிலக்கு விசை,কেন্দ্ৰিক বল
"மையநோக்கு நடுக்கோடு,",কেন্দ্ৰিক মেৰিডিয়ান
உறுதி,নিশ্চয়তা
cgs முறை,cgs পদ্ধতি
cgs அலகு,cgs ইউনিট
வேறுபாட்டின் சங்கிலி விதி,পাৰ্থক্যৰ শৃংখল নিয়ম
ஒருவேளை,কেনেবাকৈ
சீரற்ற நகர்வு,random move
அச்சு மாற்றம்,অক্ষৰ স্থানান্তৰ
"அடிப்படை மாற்றம் பயதார்-மாற்றம்,",ভিত্তি পৰিৱৰ্তন পায়ধৰ-পৰিৱৰ্তন
வரிசைமாற்றம்,ক্ৰমবিন্যাস
பண்பு குணகம்,বৈশিষ্ট্য সহগ
பண்பு நிர்ணயம்,বৈশিষ্ট্য নিৰ্ণায়ক
சிறப்பியல்பு சமன்பாடு,বৈশিষ্ট্যপূৰ্ণ সমীকৰণ
"பண்பு செயல்பாடு, பண்பு செயல்பாடு","বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য, বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য"
மடக்கையின் முழு எண்,লগাৰিদমৰ পূৰ্ণসংখ্যা
"பண்பு பல்லுறுப்புக்கோவை,",বৈশিষ্ট্যপূৰ্ণ বহুপদ
பண்பு மதிப்பு,বৈশিষ্ট্যপূৰ্ণ মূল্য
பண்பு திசையன்,বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ
பாத்திர சமூகம்,চৰিত্ৰ সম্প্ৰদায়
"விளக்கப்படங்கள், விளக்கப்படங்கள்,","লেখচিত্ৰ, লেখচিত্ৰ"
சி-சதுர விநியோகம்,কাই-স্কেয়াৰ বিতৰণ
சி-சதுர சூத்திரம்,কাই-বৰ্গ সূত্ৰ
சி-சதுர சோதனை,কাই-স্কেয়াৰ পৰীক্ষা
நாண்*,কৰ্ড*
நாண் பிரிக்கும் முறை,কৰ্ড বিভাজন পদ্ধতি
எழுதப்பட்ட செய்தி,লিখিত বাৰ্তা
"பூஜ்யம், மறைக்குறியீடு","শূন্য, চাইফাৰ"
வட்டம்*,বৃত্ত*
ஒன்றிணைப்பு வட்டம்,অভিসৰণ বৃত্ত
சுற்று அணி,বৰ্তনী মেট্ৰিক্স
"வட்ட, வட்ட,","বৃত্তাকাৰ, বৃত্তাকাৰ"
வட்ட அறிகுறிகள்,বৃত্তৰ asymptoes
