Malayalam,Punjabi
ഇൻഷുറൻസ് ശാസ്ത്രം,ਬੀਮਾ ਵਿਗਿਆਨ
നിശിത ത്രികോണം,ਤੀਬਰ ਤਿਕੋਣ
അസൈക്ലിക്,acyclic
സംഗ്രഹിക്കാനായി,ਸੰਪੇਕਸ਼ਤ
ചേർക്കുന്നയാൾ,ਜੋੜਨ ਵਾਲਾ
"തുക, കൂട്ടിച്ചേർക്കൽ, സംഗ്രഹം (സി.), സങ്കലനം (വി.)","ਜੋੜ, ਜੋੜ, ਜੋੜ (c.), ਜੋੜ (v.)"
യോഗയുടെ ഫോർമുല,ਯੋਗਾ ਦਾ ਫਾਰਮੂਲਾ
സങ്കീർണ്ണ സംഖ്യകളുടെ ആകെത്തുക,ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ
പ്രവർത്തനങ്ങളുടെ ആകെത്തുക,ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ
മെട്രിക്സുകളുടെ ആകെത്തുക,ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ
ബഹുപദങ്ങളുടെ ആകെത്തുക,ਬਹੁਪਦ ਦਾ ਜੋੜ
സാധ്യതകളുടെ ആകെത്തുക,ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ
വെക്റ്ററുകളുടെ ആകെത്തുക,ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ
"സം സിദ്ധാന്തം, സരസഫല സിദ്ധാന്തം,","ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ"
സങ്കലന ഗ്രൂപ്പ്,additive ਗਰੁੱਪ
വിപരീത വിപരീതം,additive ਉਲਟ
കൂട്ടിച്ചേർക്കൽ,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
കൂട്ടിച്ചേർക്കൽ,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ
"തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള","ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ"
അടുത്തുള്ള കോൺ,ਨੇੜੇ ਦੇ ਕੋਣ
തൊട്ടടുത്തുള്ള ശീർഷകം,ਨੇੜੇ ਦਾ ਸਿਰਾ
സഹകരിക്കാൻ,ਜੋੜਨ ਲਈ
"ഘടിപ്പിച്ച വലയം,",ਨੱਥੀ ਨੱਥੀ
പൊതുവായ ഡിറ്റർമിനന്റ്,ਆਮ ਨਿਰਣਾਇਕ
ഡിഫറൻഷ്യൽ സമവാക്യം ചേർത്തു,ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ
ഘടിപ്പിച്ച സമവാക്യം,ਜੁੜੇ ਸਮੀਕਰਨ
ഏകീകൃത മാട്രിക്സ്,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
മാട്രിക്സ് കോവേരിയൻസ്,ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ
ഏകീകൃത മാട്രിക്സ്,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ
സ്വീകാര്യമായ സിദ്ധാന്തം,ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ
എയറോഡൈനാമിക് ശക്തി,ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ
എയറോഡൈനാമിക്സ്,ਐਰੋਡਾਇਨਾਮਿਕਸ
ഏകതാനമായ ജ്യാമിതി,ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ
ഏകതാനമായ മാപ്പിംഗ്,ਸਮਰੂਪ ਮੈਪਿੰਗ
ഏകതാനമായ പരിവർത്തനം,ਸਮਰੂਪ ਤਬਦੀਲੀ
മൊത്തം വേരിയബിൾ,ਕੁੱਲ ਵੇਰੀਏਬਲ
"ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം","algebra, algebra, algebra, algebra"
"സീഡി അടഞ്ഞ, വിത്ത്","ਬੀਜੀ ਬੰਦ, ਬੀਜੀ"
ബീജഗണിത സമവാക്യം,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ബീജഗണിത പദപ്രയോഗം,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ബീജഗണിത ഏകത,ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ
ബീജഗണിത പ്രവർത്തനം,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
ബീജഗണിത ജ്യാമിതി,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
ബീജഗണിത ബഹുത്വം,ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ
ബീജഗണിത വ്യവസ്ഥ,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
"അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ
അക്ഷരമാലാ ക്രമം,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
അക്ഷരമാലാക്രമം,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
ഇതര കോണുകൾ,ਬਦਲਵੇਂ ਕੋਣ
"ഇതര ഏകതാനമായ ഇതര രൂപം,",ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ
ഇതര ഗ്രൂപ്പ്,ਵਿਕਲਪਕ ਸਮੂਹ
ഇതര മാട്രിക്സ്,ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ
ഇതര പരമ്പര,ਵਿਕਲਪਿਕ ਲੜੀ
ഇതര സിദ്ധാന്തം,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
ബദൽ ഒപ്റ്റിമം,ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ
ഇതര ഫലം,ਵਿਕਲਪਿਕ ਨਤੀਜਾ
അനലോഗ് അക്ക കൺവെർട്ടർ,ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ
"അനലോഗ് കമ്പ്യൂട്ടർ,",ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
വിശകലനം,ਵਿਸ਼ਲੇਸ਼ਣ
സഹവർത്തിത്വ വിശകലനം,ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ
എണ്ണൽ-വിവര വിശകലനം,ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ
വ്യതിയാന വിശകലനം,ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ
അനലിറ്റിക്കൽ ജ്യാമിതി,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
വിശകലന പ്രവർത്തനം,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ
കോൺ,ਕੋਣ
ടാൻജന്റ് കോൺ,ਸਪਰਸ਼ ਕੋਣ
വ്യതിചലന കോൺ,ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ
വിഷാദം ആംഗിൾ,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
വ്യതിയാനം കോൺ,ਭਟਕਣ ਕੋਣ
ഡിഫ്രാക്ഷൻ ആംഗിൾ,ਵਿਭਿੰਨ ਕੋਣ
എലവേഷൻ കോൺ,ਉਚਾਈ ਕੋਣ
സംഭവത്തിന്റെ കോൺ,ਘਟਨਾ ਦਾ ਕੋਣ
പ്രൊജക്ഷൻ കോൺ,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
പ്രതിഫലനത്തിന്റെ കോൺ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
അപവർത്തന കോൺ,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
റൊട്ടേഷൻ കോൺ,ਰੋਟੇਸ਼ਨ ਕੋਣ
പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ
കോണീയ ത്വരണം,ਕੋਣੀ ਪ੍ਰਵੇਗ
കോണീയ പ്രവേഗം,ਕੋਣੀ ਵੇਗ
കോണീയ വേഗത,ਕੋਣੀ ਗਤੀ
കോണീയ പ്രവേഗം,ਕੋਣੀ ਵੇਗ
മോതിര വിരൽ,ਰਿੰਗ ਉਂਗਲ
ഉത്തരം,ਜਵਾਬ
കൌണ്ടർ ഡെറിവേറ്റീവ്,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
ഐസോമെട്രിക് ഫംഗ്ഷൻ,isometric ਫੰਕਸ਼ਨ
"കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ","ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ"
"അപേക്ഷ അപേക്ഷ,",ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
പ്രയോഗിച്ച ജ്യാമിതി,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,ਲਾਗੂ ਗਣਿਤ
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,ਲਾਗੂ ਅੰਕੜੇ
"ഏകദേശം, ഏകദേശം","ਲਗਭਗ, ਲਗਭਗ"
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
"മാക്രോ രീതി, ഏകദേശ രീതി","ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ"
ഏകദേശ പരിഹാരം,ਅੰਦਾਜ਼ਨ ਹੱਲ
ഏകദേശ പ്രശ്നം,ਲਗਭਗ ਸਮੱਸਿਆ
ഏകദേശ സ്വത്ത്,ਲਗਭਗ ਸੰਪਤੀ
അഭിരുചി പരീക്ഷ,ਯੋਗਤਾ ਟੈਸਟ
ആർഗോൺ ഡയഗ്രം,ਆਰਗਨ ਚਿੱਤਰ
സ്വമേധയാ,ਸਵੈ-ਇੱਛਤ
"ക്രമരഹിതമായ, ക്രമരഹിതമായ","ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ"
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,ਆਪਹੁਦਰੇ ਸਥਿਰ
സ്വതന്ത്ര ഘടകം,ਮੁਫ਼ਤ ਤੱਤ
ഏകപക്ഷീയമായ പോയിന്റ്,ਮਨਮਾਨੀ ਬਿੰਦੂ
ആർക്കിമിഡീസിന്റെ നിയമം,ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ
ആർക്കിമിഡീസിന്റെ നിയമം,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
"കമാനം നീളം, കമാനം നീളം","ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ"
സർക്കിൾ ആർക്ക്,ਚੱਕਰ ਚਾਪ
വിപരീത സൈൻ വിതരണം,ਉਲਟ ਸਾਈਨ ਵੰਡ
വിപരീത സൈൻ പരിവർത്തനം,ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ
"പ്രദേശം, പ്രദേശം","ਖੇਤਰ, ਖੇਤਰ"
പ്രാദേശിക കോൺഫിഗറേഷൻ,ਖੇਤਰੀ ਸੰਰਚਨਾ
ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ,ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ
ഗണിത അർത്ഥം,ਗਣਿਤ ਦਾ ਮਤਲਬ
ഡിജിറ്റൽ പ്രവർത്തനം,ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ
ഡിജിറ്റൽ യൂണിറ്റ്,ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ
"കോൺഫിഗറേഷൻ, ക്രമീകരണം","ਸੰਰਚਨਾ, ਵਿਵਸਥਾ"
"അറേ, അറേ","ਐਰੇ, ਐਰੇ"
കൃത്രിമ ഉപഗ്രഹം,ਨਕਲੀ ਉਪਗ੍ਰਹਿ
കൃത്രിമ വേരിയബിൾ,ਨਕਲੀ ਵੇਰੀਏਬਲ
കയറാൻ,ਚੜ੍ਹਨ ਲਈ
ആരോഹണം,ਚੜ੍ਹਦਾ
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
ആരോഹണ ഗ്രേഡ്,ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ
അസംബ്ലർ ഭാഷ,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
"അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ
സഹകാരി നിയമം,ਸਹਿਯੋਗੀ ਨਿਯਮ
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ
അനുബന്ധ പ്രവർത്തനം,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
കൂട്ടുകെട്ട്,ਸਾਥੀ
അർത്ഥമാക്കുന്നത്,ਮਤਲਬ ਮੰਨਿਆ
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
"സങ്കല്പിച്ചു, സമ്മതിച്ചു,","ਕਲਪਨਾ, ਮੰਨਿਆ"
ജ്യോതിഷം,ਜੋਤਿਸ਼
"ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ,",ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ
ജ്യോതിശാസ്ത്രജ്ഞൻ*,ਖਗੋਲ ਵਿਗਿਆਨੀ*
ജ്യോതിശാസ്ത്ര ഘടികാരം,ਖਗੋਲੀ ਘੜੀ
ജ്യോതിശാസ്ത്രം,ਖਗੋਲ ਵਿਗਿਆਨ
അസമമായ വക്രം,ਅਸਮਿਤ ਵਕਰ
അസമമിതി,ਅਸਮਿਤੀ
അസിംപ്റ്റോട്ടിക്,asymptotic
വഷളാക്കുന്നു,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
പുരോഗമന എസ്റ്റിമേറ്റർ,ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ
റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ,ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ
പിന്തിരിപ്പൻ പെരുമാറ്റം,ਪਿਛਾਖੜੀ ਵਿਹਾਰ
ആക്രമണാത്മക വിതരണ പ്രവർത്തനം,ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ
മുകളിലേക്ക് വ്യാപിച്ചു,ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ
അന്തരീക്ഷമർദ്ദം,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"ക്രമരഹിതമായി,",ਬੇਤਰਤੀਬੇ
സ്വത്ത്*,ਸੰਪਤੀ*
ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം,ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ
സഹവർത്തിത്വം,ਸਹਿਵਿਹਾਰ
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
സ്വയം റിഗ്രഷൻ,ਆਟੋਰਿਗਰੇਸ਼ਨ
സഹായ സമവാക്യം,ਸਹਾਇਕ ਸਮੀਕਰਨ
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്),ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ)
"സിദ്ധാന്തം, സിദ്ധാന്തം","axiom, axiom"
axiom സമീപനം,axiom ਪਹੁੰਚ
സംഭാവ്യത സിദ്ധാന്തം,ਸੰਭਾਵਨਾ axiom
അച്ചുതണ്ട്,ਧੁਰਾ
ഭുജാക്ഷ,ਭੁਜਕਸ਼ਾ
ഭൂമിയുടെ അച്ചുതണ്ട്,ਧਰਤੀ ਦਾ ਧੁਰਾ
ഭ്രമണ അക്ഷം,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
ഭ്രമണ അക്ഷം,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
സ്പിൻ അക്ഷം,ਸਪਿਨ ਧੁਰਾ
പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ,ਪੋਸਟ ਬਦਲੀ
പിന്നീട്,ਬਾਅਦ ਵਿੱਚ
തിരികെ ചേർക്കൽ സൂത്രവാക്യം,ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
സമതുലിതമായ ഡിസൈൻ,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
ബാലൻസ് ഷീറ്റ്,ਸੰਤੁਲਨ ਸ਼ੀਟ
മിസൈൽ,ਮਿਜ਼ਾਈਲ
"ബാലിസ്റ്റിക്സ്, ആയുധം","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
"നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്","ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ"
"അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം","ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ"
അടിസ്ഥാന കോൺ,ਅਧਾਰ ਕੋਣ
"ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം","ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ"
"അടിസ്ഥാന, അടിസ്ഥാന,","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ"
അടിസ്ഥാന യോജിച്ച പരിഹാരം,ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ
അടിസ്ഥാന പരിഹാരം,ਅਧਾਰ ਹੱਲ
അടിസ്ഥാന വേരിയബിൾ,ਅਧਾਰ ਵੇਰੀਏਬਲ
അടിസ്ഥാനം,ਅਧਾਰ
അടിസ്ഥാന ഘടകം,ਅਧਾਰ ਤੱਤ
അടിസ്ഥാന മാട്രിക്സ്,ਬੇਸ ਮੈਟ੍ਰਿਕਸ
വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
ഉപജനസംഖ്യാ അടിസ്ഥാനം,ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ
സത്യസന്ധമല്ലാത്ത,ਬੇਈਮਾਨ
ബെസ്-റൂൾ,bez-ਨਿਯਮ
bez-theorem,ਬੇਜ਼-ਪ੍ਰਮੇਯ
ബെർണൂലി-വിതരണം,bernoulli-ਵੰਡ
ബെർണൂലി നമ്പറുകൾ,ਬਰਨੌਲੀ ਨੰਬਰ
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
ബെർണൂലി-സമവാക്യം,ਬਰਨੌਲੀ-ਸਮੀਕਰਨ
ബെറി ഫംഗ്ഷൻ,ਬੇਰੀ ਫੰਕਸ਼ਨ
മികച്ച അഡീഷൻ,ਵਧੀਆ ਚਿਪਕਣ
മികച്ച അഡീഷൻ ലൈൻ,ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ
മികച്ച പരിഹാരം,ਵਧੀਆ ਹੱਲ
മികച്ച നുറുങ്ങുകൾ,ਵਧੀਆ ਸੁਝਾਅ
ബീറ്റ വിതരണം,ਬੀਟਾ ਵੰਡ
"പക്ഷപാതം, പക്ഷപാതം","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
പക്ഷപാതപരമായ വിലയിരുത്തൽ,ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ
ദ്വിപദ സമവാക്യം,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
ഒറ്റ കവർ,ਸਿੰਗਲ ਕਵਰ
ഒറ്റ കവർ മാപ്പ്,ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ
ഒറ്റ കവർ മാപ്പിംഗ്,ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ
ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്,ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ
ബിലീനിയർ ഫംഗ്ഷൻ,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ
"ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ","ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ"
"ബൈനറി കോഡ്, ബൈനറി കോഡ്","ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ"
"ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം","ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ"
ബൈനറി എൻകോഡിംഗ്,ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ
ബൈനറി കമ്പ്യൂട്ടർ,ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ
ബൈനറി അക്കങ്ങൾ,ਬਾਈਨਰੀ ਨੰਬਰ
ബൈനറി പ്രവർത്തനം,ਬਾਈਨਰੀ ਕਾਰਵਾਈ
ബൈനറി രീതി,ਬਾਈਨਰੀ ਢੰਗ
ബൈനറി വേരിയബിൾ,ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ
ദ്വിപദ ഗുണകം,ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ
ദ്വിപദ വിതരണം,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
ദ്വിപദ സമവാക്യം,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
ദ്വിപദ വ്യത്യാസം,ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ
ദ്വിപദ പദപ്രയോഗം,ਦੋਨੋਮੀ ਸਮੀਕਰਨ
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
ദ്വിപദ സിദ്ധാന്തം,ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ
"പകുതി, വിഭജനം","ਅੱਧਾ, ਵਿਭਾਜਨ"
