Tamil,Odiya
விவசாய உயிரியல்,କୃଷି ଜୀବ ବିଜ୍ଞାନ |
விவசாய காலநிலை பன்முகத்தன்மை,କୃଷି-ଜଳବାୟୁ ବିବିଧତା |
வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்,agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |
வளர்ப்பு,କୃଷି ଜଙ୍ଗଲ
வேளாண்மை,କୃଷି
வேளாண்மை,ଆଗ୍ରୋନୋମିକ୍
விவசாய மேய்ச்சல்,କୃଷି ପାଳକ
பயிர் செயலாக்கம்,ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |
புல் அறிவியல்,ଘାସ ବିଜ୍ଞାନ |
பயிர் வகை,ଫସଲ ପ୍ରକାର |
எபிஃபைட்,ଏପିଫାଇଟ୍ |
aikiochi மண்,aikiochi ମାଟି |
வண்ண குருட்டுத்தன்மை,ରଙ୍ଗ ଅନ୍ଧତା |
அல்பிசோல்,ଆଲଫିସୋଲ୍ |
பாசி,ଶାଗ
பாசி நோய்,ଆଲଗା ରୋଗ
காரம் நீர்,କ୍ଷାର ଜଳ |
காரமானது,କ୍ଷାର
மாற்று,ବିକଳ୍ପ
அலெலோ வேதியியல்,ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |
அலீல்,ଆଲେଲେ
அலெலோபதி,ଆଲେଲୋପାଥି
வேத்தி பயிர்,ଭେଟି ଫସଲ |
நிறைவு,ସମାପ୍ତି
கருத்தரித்தல்,ଫର୍ଟିଲାଇଜେସନ୍
1. சார்பியல் 2. அலோமெட்ரி,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
பலவகை,ମଲ୍ଟିପ୍ଲୋଡି
1. Parazygosity,1. ପାରାଜାଇଗୋସିଟି |
1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
மாற்று நில பயன்பாடு,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
சூழல்,ପରିବେଶ
சீர்திருத்தவாதி,ସଂସ୍କାରକ
மைடோசிஸ்,ମାଇଟୋସିସ୍
அமீனன்,ଆମେନାନ୍
அம்மோனியன்,ଆମୋନିଅନ୍ |
அம்னிஃபெரஸ்,amniferous
1. பயனற்ற வடிவம் 2. அரூபி,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
நீர்வீழ்ச்சி கலவை,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
ஆம்போடெரிக்,ଆମ୍ଫୋଟେରିକ୍ |
கையிருப்பு,ଷ୍ଟକପିଲିଂ |
1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
ஹாப்ளாய்டு,ହାପ୍ଲଏଡ୍ |
கோண நடவு,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
கால்நடை வளர்ப்பு,ପଶୁପାଳନ
விலங்கு மலம்,ପଶୁ ନିର୍ଗମନ
வாழ்க்கை ஆற்றல்,ଜୀବନ୍ତ ଶକ୍ତି
முரண்பாடான,ଅସନ୍ତୁଷ୍ଟ |
ஒரு வருடம் பழமையான ஆலை,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
ஆண்டு,ବାର୍ଷିକ
1. பரவசம் 2. பிரகாசம்,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
ஆந்த்ராக்ஸ்,ଆନ୍ଥ୍ରାକ୍ସ
மானுடவியல் காரணிகள்,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
உயிர்வாழ்தல்,ବଞ୍ଚିବା
1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
விரட்டும்,ଘୃଣ୍ୟ
ஆக்ஸிஜனேற்ற,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
ஆன்டிடாக்சின்,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
மோதிர விரல்,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
1. அசுவினி 2. மஹு 3. செபா,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
மேல் மொட்டு,ଉପର ଗୁଣ୍ଡ |
உச்ச செயல்திறன்,ଶିଖର ପ୍ରଭାବ
தேனீ வளர்ப்பு,ମହୁମାଛି ପାଳନ
ஓரினச்சேர்க்கை,ସମଲିଙ୍ଗୀତା
அப்போப்டொசிஸ்,ଆପୋପ୍ଟୋସିସ୍ |
பிற்சேர்க்கைகள்,ଅନୁକ୍ରମଣିକା
பசியை உண்டாக்கும்,ଭୋକ
விண்ணப்பித்தார்,ପ୍ରୟୋଗ ହୋଇଛି |
நீர்வாழ் களை,ଜଳୀୟ ତୃଣ
1. மரம் 2. மரத்தில் வசிப்பவர்,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
கிளைகள்,ଶାଖା
புரோட்டோபோட்டானிக்கல் பதிவுகள்,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
மண்டல எண்,ଜୋନ୍ ସଂଖ୍ୟା
1. பகுதி 2. பகுதி,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
உலர் சுற்றுச்சூழல்,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
கோட்டிலிடன்,କୋଟିଲଡନ୍ |
சௌரப்,ସ aur ରଭ |
நறுமண ஆலை,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
வாசனை அரிசி,ସୁଗନ୍ଧିତ ଚାଉଳ |
இக்ஷு புஷ்பன்,ଇକଶୁ ପୁଷ୍ପନ୍ |
அசெப்டிக்,ଆସେପ୍ଟିକ୍ |
1. அசெப்டிக் 2. அசெப்டிக்,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
பாலின இனப்பெருக்கம்,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
அளவு,ଆକାର
சொத்து,ସମ୍ପତ୍ତି
1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
1. சங்கம் 2. சங்கம்,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
1. நெடுவரிசை 2. துவர்ப்பு,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
பன்முகத்தன்மை,ହେଟେରୋଜାଇଗୋସିଟି |
1. முன்னோர் 2. அடவிசம்,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
துகள்,କଣିକା
1. உறுதிப்படுத்தல் 2. குறைபாடு,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
சுய இணைத்தல்,ଆତ୍ମ ଯୋଡି |
தன்னியக்கம்,ଅଟୋଲାଇସିସ୍
1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
சுய மல்டிபிளக்ஸ்,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
ஆக்சின்,ଆକ୍ସିନ୍
1. குலுக்கல் 2. தேரை,1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
தண்டனை வைரஸ்,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
1. பேசிலஸ் 2. பேசிலஸ்,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
1. பாக்டீரியா 2. பாக்டீரியா,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
பாக்டீரியா நச்சு,ଜୀବାଣୁ ବିଷାକ୍ତ
கரும்பு சக்கை,ବାଗାସେ |
இருப்பு தாள்,ତୂଳନା ପତ୍ର
சீரான உர பயன்பாடு,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
சட்ட வரைபடம்,ବାର୍ ଗ୍ରାଫ୍ |
பட்டை,ଭୁକିବା |
1. காற்றழுத்தமானி 2. காற்றழுத்தமானி,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
1. buzzer 2. inert 3. barren,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
1. அடிப்படை 2. அடிப்படை 3. குபாங்,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
1. தாலா 2. பேசின்,1. ତାଲା 2. ବେସିନ |
தலபிசாரி,ତଲାବିସାରି |
1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
வளைகுடா பருவமழை,ଗଲ୍ଫ ମ so ସୁମୀ |
பழ செடி,ଫଳ ଉଦ୍ଭିଦ |
படுக்கை,ଶଯ୍ୟା
படுக்கை ஆலை,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
படுக்கை,ଶଯ୍ୟା
பீற்று வெல்லப்பாகு,ବିଲା ଗୁଣ୍ଡ |
பெல்லோஸ்,ଘଣ୍ଟି
1. கீற்று 2. நிலப்பரப்பு,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
இலாப-செலவு பகுப்பாய்வு,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ஆர்வலர் (மாதிரி),ଆଶାକର୍ମୀ (ନମୁନା)
இரு ஆண்டு தாவரங்கள்,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
இருவகை,ଦ୍ୱିପାକ୍ଷିକ |
உயிர் காரணி,ବାୟୋଫାକ୍ଟର |
உயிரியல் காலநிலை,ଜ bi ବିକ ଜଳବାୟୁ |
உயிர் ஆற்றல்,ଜ o ବ ଶକ୍ତି |
விலங்கு சூழலியல்,ଜୀବଜନ୍ତୁ ପରିବେଶ |
1. உயிர் செயலி 2. உயிர் உலை,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
உயிர்க்கோளம்,ଜ bi ବ ଜୀବ |
உயிரியல்,ବାୟୋଟିକ୍ |
விலங்கினங்கள்,ପ୍ରାଣୀ
திவிலிங்கி,ଡିଭିଲିଙ୍ଗୀ |
தவலன்,ଧାୱାଲାନ୍ |
1. பிரத்வாசன் (நோய்) 2. குடல் நோய்,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
கலத்தல்,ମିଶ୍ରଣ
1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்),1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
நீல புரட்சி,ନୀଳ ବିପ୍ଳବ |
பிளானர் வெப்பமூட்டும் அறை,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
தவிடு,କଞ୍ଚା |
கிளைகள்,ଶାଖା
1. கிளை 2. துணைக் கிளை,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
இனம்,ପ୍ରଜାତି
இனப்பெருக்கம்,ପ୍ରଜନନ
ஆரம்ப முளைப்பு சிகிச்சை,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
1. குட்டி 2. முட்டை 3. கரு,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
துளிர்க்கிறது,ଅଙ୍କୁରିତ |
பட்ஜெட்,ବଜେଟ୍
1.ஆம்போடெரிக் 2. தாங்கல்,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
இனிப்பு உருளைக்கிழங்கு,ମିଠା ଆଳୁ
பன்ட் (நோய்),ବଣ୍ଟ (ରୋଗ)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
எண்ணெய் கேக்,ତେଲ କେକ୍ |
1. சுண்ணாம்பு 2. கால்சியம்,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
கால்சியன்,କାଲସିଅନ୍ |
பாஸ்பேட் நீக்கம்,ଫସଫେଟ୍ ଅପସାରଣ |
1. கினாட்டா 2. கலாட்டா,1. କିନାଟା 2. କାଲାଟା |
1.காலஸ் 2. கதிர்,1. କଲସ୍ 2. କିରଣ
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
வெளிப்புற முடிவு,ବାହ୍ୟ ଶେଷ
எதா,ଏଡା
புற்றுநோய் (பாக்டீரியா நோய்),କର୍କଟ (ଜୀବାଣୁ)
பதப்படுத்தல்,କ୍ୟାନିଂ |
வானம்,ଆକାଶ
நிதி,ଅର୍ଥ
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
கார்பனேற்றப்பட்டது,ଅଙ୍ଗାରକାମ୍ଳ |
கார்பனான்,ଅଙ୍ଗାରକାମ୍ଳ |
கார்பேஸ்,କାରାପେସ୍ |
வளையல்,ବ୍ରେସଲେଟ୍
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
வினையூக்கம்,କାଟାବୋଲିଜିମ୍ |
தூண்டுதல்,ପ୍ରେରଣା
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. କୀଟପିଲା 2. କୀଟପିଲା |
c d. என். அ. சேகரிப்பு,c d। N. a। ସଂଗ୍ରହ
சரகம்,ପରିସର
1. செல் 2. செல்,1. କକ୍ଷ 2. କକ୍ଷ
மத்திய முன் அமைப்பு,କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |
1. புள்ளி 2. கவனம்,1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |
மையவிலக்கு,ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
மையவிலக்கு,ସେଣ୍ଟ୍ରିଫୁଗ୍
நட்சத்திர மையம்,ତାରା କେନ୍ଦ୍ର |
எபிஜெனெடிக்,epigenetic
கேந்திரராஜா,କେନ୍ଦୁ ra ର
தறி,ଲୁମ୍
1. தானியம் 2. தொடர்,1. ଶସ୍ୟ 2. କ୍ରମିକ |
1. சான்றிதழ் 2. சான்றிதழ்,1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର
சான்றளிக்கப்பட்ட விதை,ପ୍ରମାଣିତ ବିହନ |
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |
1. நிபாக் 2. கைலாஜா,1. ନିବାଗ 2. କ ail ଲାଜା |
கைமோகிராபி,ଚିମୋଗ୍ରାଫି
1. கியாஸ்மா 2. பிஸி,1. କିଆଜମା 2. ବ୍ୟସ୍ତ
supercooling மணி,ସୁପରକୋଲିଂ ଘଣ୍ଟା |
உறைபனி சேதம்,ବରଫର କ୍ଷତି |
1. விசிரோடகி 2. சிமேரா,1. ଭିଚିରୋଟାକି 2. ଚିମେରା |
பச்சை கஞ்சி,ସବୁଜ ପୋଖରୀ |
1. தழை 2. பச்சை,1. ପତ୍ର 2. ସବୁଜ
சயனோசிஸ்,ସିଆନୋସିସ୍ |
உயிரியல் விநியோக அறிவியல்,ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |
குரோமடின்,କ୍ରୋମାଟିନ୍
குரோமடோகிராபி,କ୍ରୋମାଟୋଗ୍ରାଫି |
நிறமாற்றம்,କ୍ରୋମାଟିନେସନ୍
ஏட்ரியல் புள்ளி,atrial point
நிறமூர்த்தம்,କ୍ରୋମାଟୋଜେନେସିସ୍
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |
சிட்ரேஞ்ச்,citrange
இலையுதிர் திருவிழா,ପତିତପାବନ ପର୍ବ |
வகைப்பாடு,ବର୍ଗୀକରଣ
1. களிமண் 2. களிமண்,1. ମାଟି 2. ମାଟି
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |
தொடர்ந்து மகரந்த சேர்க்கை,ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |
சிலுவை பழம்,କ୍ରୁଶବିହୀନ ଫଳ |
காலநிலை,ଜଳବାୟୁ
காலநிலையியல்,ଜଳବାୟୁ
வெட்டு,କେଶ
கட்டி (களிமண்),ଗୁଣ୍ଡ (ମାଟି)
குளோன்,କ୍ଲୋନ୍ |
1.மேகங்கள் 2.மேகங்கள்,1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |
கொத்து,ump ୁଲା |
கொத்து,ଗୁଣ୍ଡ |
1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான,1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |
1. கவர் 2. leatherette,1. କଭର 2. ଚମଡା
கோயா,କୋୟା
1. கோஎன்சைம் 2. கோ-என்சைம்,1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |
ஒற்றுமை,ମିଳନ
1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது,1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |
மூலங்கூர் சோழன்,ମୁଲାନକୁର ଚୋଲା |
,
கொலாய்டு (மண்),କୋଲଏଡ୍ (ମାଟି)
1.நெடுவரிசை 2.கொலுமல்லா,1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା
1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை,1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ
ஒற்றுமை,ଯୋଗାଯୋଗ
வணிக வங்கி,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |
1. சரக்கு 2. வணிகப் பொருட்கள்,1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ
சமூக,ସମ୍ପ୍ରଦାୟ
சுருக்கம் (மண்),ସଙ୍କୋଚନ (ମାଟିର)
1. இணக்கம் 2. இணக்கம்,1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |
பொருந்தக்கூடிய தன்மை,ସୁସଙ୍ଗତତା
1. இழப்பீடு 2. இழப்பீடு,1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ
போட்டி தொடர்பு,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
துணை பயிர்,ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |
1.கலவை 2. சிக்கலானது,1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ
தொகுதி,ବିଧାନସଭା
கலவை,ରଚନା
உரம்,କମ୍ପୋଷ୍ଟ
கூட்டு வட்டி,ଯ ound ଗିକ ଆଗ୍ରହ |
கணக்கீடு,ଗଣନା
1. கணினி 2. கணினி,1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର
1. செறிவு 2. செறிவு,1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା
1. Optimizer 2. Revitalizer,1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ
கடத்துத்திறன்,କଣ୍ଡକ୍ଟିଭିଟି
