Marathi,Hindi
अ‍ॅडॅक्सियल पृष्ठभाग,अभ्यक्ष पृष्ठ
व्यसनाधीन डिसऑर्डर,व्यसनी विकार
En डेनिन,ऐडेनीन
En डेनोकोर्टिकोट्रोपिन,ऐडिनोकॉर्टिकोट्रॉपिन
En डेनोहायपोफिसिस,ऐडेनोहाइपोफाइसिस
En डेनोसिन डायफॉस्फेट,ऐडेनोसिन डाइफास्फेट
En डेनोसिन डिमिनेस,ऐडेनोसिन डीएमीनेज
En डेनोसाइन मोनोफॉस्फेट,ऐडेनोसिन मोनोफॉस्फेट
En डेनोसाइन ट्रायफॉस्फेट (एटीपी),ऐडेनोसिन ट्राइफॉस्फेट
En डेनिलेट सायक्लेज,एडेनिलेट साइक्लेज
चिकट शक्ती,आसंजी बल
अ‍ॅडिपेट,ऐडिपेट
अ‍ॅडिपोसाइट (चरबी सेल),वसाणु (वसा कोशिका)
अ‍ॅडिपोज टिशू,वसा ऊतक
Nednate,संलग्न
लगतचा समुदाय,संलग्न समुदाय
Ren ड्रेनल,अधिवृक्क
Ren ड्रेनल ग्रंथी,अधिवृक्क ग्रंथि
एड्रेनोकोर्टिकोट्रॉपिक हार्मोन (एसीटीएच),एड्रिनोकॉर्टिकोट्रॉपिक हॉर्मोन
Ren ड्रेनोकोर्टिकोट्रॉपिक रिलीझिंग हार्मोन (एसीटीआरएच),एड्रिनोकॉर्टिकोट्रॉपिक निर्मोचक हार्मोन
Or सॉर्बेंट,अधिशोषक
शोषण,अधिशोषण
प्रगत Chordate,उन्नत कशेरुकी
फायदेशीर उत्परिवर्तन,लाभकारी उत्परिवर्तन
अ‍ॅडव्हेंटिशियल,बाह्य कंचुक
साहसी मूळ,अपस्थानिक जड़
प्रतिकूल परिणाम,प्रतिकूल प्रभाव
एडीज,ईडीज
संस्कृतीचे वायुवीजन,संवर्ध-वातन
एरेन्चायमा,वायूतक
हवाई,"वायव (वि.), एरियल (सं.)"
एरियल रूट,वायव जड़
एरियल शूट,वायव प्ररोह
एरोबिक श्वसन,वायु श्वसन
एरोबिक श्वसन,ऑक्सी श्वसन
सौंदर्यशास्त्र,सौंदर्यबोध
एस्टिवेशन,पुष्पदल विन्यास
एस्टिवेशन,ग्रीष्मनिष्क्रियता
Efferent,अभिवाही
आत्मीयता क्रोमॅटोग्राफी,बंधुता वर्णलेखन
पीडित अवयव,ग्रसित अंग
वनीकरण,वनरोपण
अ‍ॅगामोस्पर्मी,अनिषेकबीजता
अगर,ऐगार
आगरोस,ऐगेरोस
अगरोस जेल इलेट्रोफोरेसीस,ऐगेरोस जेल वैद्युतकण संचलन
अ‍ॅगारोज पॉलिमर जेल,एगेरोस बहुलक जेल
Agast,एगास्ट
अ‍ॅगेव्ह,अगेव
वय वितरण,आयु अनुसार वितरण
वय पिरॅमिड,आयु पिरैमिड
एकत्रित,आश्लेषण
एकूण,पुंज
कूपांचे एकूण,पुटक पुंज
कूपांचे एकूण,पुटक समुच्चय
एकत्रिकरण,"समुच्चय, समुच्चयन"
आक्रमकता,आक्रामकता
आंदोलन प्रणाली,प्रक्षोभक तंत्र
अग्नथ,ऐग्नेथा
अगोती,अगूटी
अ‍ॅग्रॅनल क्लोरोप्लास्ट,ग्रेना-रहित हरितलवक
अ‍ॅग्रॅन्युलर,"अकणकीय, रवाहीन"
अ‍ॅग्रानुलोसाइट,अकणिकाणु
शेती,"कृषि, खेती"
अ‍ॅग्रोफोरेस्ट्री,कृषिवानिकी
अ‍ॅग्रोबॅक्टीरियम मध्यस्थी,"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित"
अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स,ऐग्रोबैक्टीरियम टूमिफेसियन्स
अ‍ॅग्रोकेमिकल,कृषि-रसायन
अ‍ॅग्रोकेमिकल,कृषि रसायनिक
अ‍ॅग्रोक्लिमॅटिक झोन,कृषि-जलवायु अंचल
कृषी गुणधर्म,सस्यीय विशेषक
अ‍ॅग्रोनॉमी,सस्यविज्ञान
एड्स,एड्स
एअर मूत्राशय,वायु आशय
वातानुकूलन,वातानुकूलक
हवाई रस्ता,वायु पथ
वायू प्रदूषण,वायु प्रदूषण
एअर थैली,वायु कोश
एअर व्हॅक्यूओल,वायु धानी
हवाई श्वास,वायु-श्वसन
अलेन,एलेन
अ‍ॅलरी स्नायू,पक्षाकार पेशी
अलास्कन तपकिरी अस्वल,अलास्काई भूरा भालू
अल्बिनो,वर्णकहीन
अल्बुगो,ऐल्बूगो
अल्बमिन,ऐल्बूमिन
अल्ब्युमिनस बियाणे,ऐल्बूमिनी बीज
अल्बमिनुरिया,"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया"
अल्बर्नम,"रसकाष्ठ, एल्बर्नम"
Lescedae,ऐल्सीडी
Ld ल्डिहेडे,ऐल्डिहाइड
Ld ल्डोस्टेरॉन सिस्टम,ऐल्डोस्टेरोन तंत्र
अ‍ॅल्डोस्टेरॉन,ऐल्डोस्टेरोन
अलेरोन लेयर,ऐल्यूरॉन परत
अलेरोप्लास्ट,ऐल्यूरोप्लास्ट
अल्फल्फा,ऐल्फाल्फा
अल्गल ब्लूम,शैवाल प्रस्फुटन
अल्गिन,ऐल्जिन
एलियन डीएनए,विजातीय डी. एन. ए
एलियन प्रजाती,विदेशी जाति
संरेखन,संरेखण
संरेखन,अनुयोजन
एलिमेंटरी कालवा,आहार नाल
एलिमेंटरी सिस्टम,आहार-तंत्र
अलिसमासेस,ऐलिस्मेसी
अल्कलॉइड,ऐल्केलॉइड
अल्कधर्मी,क्षारीय
अल्काप्टोनुरिया,ऐल्कैप्टनमेह
अलांटोइस,अपरापोषिका
अ‍ॅलेल वारंवारता,विकल्पी आवृत्ति
अ‍ॅलेल,"विकल्पी, युग्मविकल्पी"
Lel लोमॉर्फिक जोडी,विकल्पी युग्म
L लर्जीन,"प्रत्यूर्जक, एलर्जन"
अ‍ॅलिगेटर,"नक्र, ऐलिगेटर"
अ‍ॅलियम सेपा,ऐलियम सीपा
अ‍ॅलोगॅमी,परनिषेचन
अ‍ॅलोग्राफ्ट,अपरनिरोप
अ‍ॅलोपॅट्रिक स्पेशिएशन,विस्थानिक जाति-उद्भवन
Ol लोपोलिपॉइड,अपरबहुगुणित
अ‍ॅलोस्टेरिक प्रभाव,अपरस्थली प्रभाव
अ‍ॅलोस्टेरिक एंझाइम,अपरस्थली एंजाइम
अ‍ॅलोस्टेरिक इनहिबिटर,अपरस्थलीय संदमक
अ‍ॅलोस्टेरिक मॉड्यूलेशन,अपरस्थली मॉडुलन
अ‍ॅलोस्टेरिक साइट,अपरस्थलीय स्थान
अ‍ॅलोस्टेरिक इनहिबिशन,अपरस्थली संदमन
अ‍ॅलोटेट्रॅप्लॉइड,अपरचतुर्गुणित
अल्नस,ऐलनस
कोरफड,ऐलो
On क्सॉनच्या बाजूने,ऐक्सॉन की दिशा में
अल्फा-अँटीट्रिप्सिन,ऐल्फा-ऐंटीट्रीप्सिन
अल्फा-लेक्टलब्यूमिन,"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन"
अल्पाइन हवामान स्थिती,अल्पाइन जलवायवीय परिस्थिति
अल्पाइन कुरण,अल्पाइन शाद्वल
अल्पाइन झोन,अल्पाइन क्षेत्र
अल्स्टोनिया,ऐल्स्टोनिया
अल्टरनेरिया,आल्टर्नेरिया
वैकल्पिक,एकांतर
पिढीचे पर्यायी,पीढ़ी-एकांतरण
उंची आजारपण,तुंगता अस्वस्थता
समुद्रसपाटीपासूनची उंची,तुगंता
अल्व्होलर नलिका,कूपिका वाहिनी
एलिटेस,एलाइटीज
अल्झायमर रोग,ऐल्जाइमर रोग
अमॅक्रिन सेल,अतंत्रिकाक्षी कोशिका
अमरॅन्थेसी,अमारेंथेसी
अमरॅन्थस,अमारेंथस (चौलाई)
वातावरणीय ऑस्मोटिक एकाग्रता,परिवेश परासरणी सांद्रण
अ‍ॅम्बिस्टोमा,ऐम्बिस्टोमा
अमाइड,ऐमाइड
अमिनो आम्ल,ऐमीनो अम्ल
अमीनो acid सिड स्वीकारणारा,ऐमीनो अम्ल-ग्राही
एमिनोआसिल टी आरएनए सिंथेथेस,ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज
एमिनोआसिलेशन,ऐमीनोएसिलीयन
अमिटोसिस,असूत्री विभाजन
अमोनिया,अमोनिया
अमोनिफिकेशन,अमोनीकरण
अमोनोटेलिझम,अमोनिया-उत्सर्जन
अ‍ॅम्निओसेन्टेसिस,उल्बवेधन
अ‍ॅम्निओसेन्टेसिस तंत्र,उल्बवेधन तकनीक
अ‍ॅम्निओसाइट,उल्बकोशिका
अम्नियन,उल्ब
गर्भाशयातील द्रव,उल्ब तरल
अम्नीओटिक झिल्ली,उल्ब कला
अम्नीओटिक थैली,उल्ब कोश
अमोबा,अमीबा
अमीबोसाइट,"अमीबाणु, अमीबीकोशिका"
अमोबॉइड,"अमीबाभ, अमीबीय"
अ‍ॅमोबॉइड लिम्फोसाइट,अमीबाभ लसीकाणु
अ‍ॅमोबॉइड चळवळ,"अमीबीय गति, अमीबाभ गति"
अनाकार,"रवाहीन, अक्रिस्टलीय"
रक्कम,"मात्रा, परिमाण"
अ‍ॅम्फेटामाइन,ऐम्फेटैमीन
उभयचर,ऐम्फिबिया
उभयचर,ऐम्फिबियन (प्राणी)
उभयचर,उभयचर
अ‍ॅम्फिओक्सस,एम्फिऑक्सस
अ‍ॅम्फिओक्सस लॅन्सोलाटस,ऐम्फिऑक्सस लेन्सयोलेटस
अ‍ॅम्फिपाथिक,उभयसंवेदी
अ‍ॅम्फिपाथिक लिपिड,उभयसंवेदी वसा
अ‍ॅम्फिसार्का,ऐम्फिसार्का
अ‍ॅम्पिसिलिन,ऐम्पिसिलिन
अ‍ॅम्पुल्ला,"तुंबिका, ऐंपुला"
अ‍ॅम्प्युलरी ग्रंथी,तुंबिका ग्रंथि
अ‍ॅमीगडल,ऐमिग्डल
अ‍ॅमीगडेल,वातामक
अ‍ॅमीग्डालिन,ऐमिग्डालिन
अ‍ॅमिलेज,एमिलेज
अ‍ॅमिलोप्लास्ट,मंडलवक
अनाबेना,ऐनाबीना
अनबास,ऐनाबस
अ‍ॅनाबॉलिक मार्ग,उपचय पथक्रम
अ‍ॅनाबोलिझम,उपचय
अ‍ॅनाकार्डियासी,ऐनाकार्डिएसी
अशक्तपणा,अरक्तता
अनरोब,"अवायुजीव, अनॉक्सी जीव"
अनॅरोबिक इंधन,अवायवी ईंधन
अनरोबिक श्वसन,"अवायु-श्वसन, अनॉक्सीय श्वसन"
अनॅरोबिक गाळ डायजेस्टर,अवायवी आपंक पाचित्र
अनॅरोबिक,"अवायवी, अवायुजीवी"
अनाईमा,एनाइमा
गुदद्वारासंबंधीचा,"गुदीय, गुद"
गुदद्वारासंबंधीचा,पक्षांत
गुदद्वारासंबंधीचा छिद्र,"गुदीय द्वारक, गुद छिद्र"
गुदद्वारासंबंधीचा सेर्सी,गुदलूम
गुद्द्वार लूप,पक्षांत पाश
गुद्द्वार शैली,गुदशूक
समान,समवृत्ति
समान,"सदृश, अनुरूप"
समानता,समवृत्तिता
समानता,"सादृश्य, अनुरूपता"
विश्लेषण,विश्लेषण
अनाफेस,पश्चावस्था
शरीरशास्त्र अडथळा,शारीरी रोध
शारीरिक पैलू,शारीरीय पक्ष
शरीरशास्त्रज्ञ,शारीरज्ञ
शरीरशास्त्र,शारीर
पूर्वज वंशज अनुक्रम,पूर्वज वंशज अनुक्रम
वडिलोपार्जित वंश,पूर्वज वंशक्रम
वडिलोपार्जित क्रम,पूर्वज अनुक्रम
एन्सिलोस्टोमा,ऐंकिलोस्टोमा
एंड्रोइसीयम,पुमंग
एंड्रोजेन,"ऐंड्रोजेन, पुंजन"
अशक्तपणा,अरक्तता
Enemone,अनेमनी
Eneuploid,असुगुणित
Eneuploidy,असुगुणिता
एनजाइना,ऐंजाइना
एंजिओग्राम,वाहिकाचित्र
एंजियोग्राफ,ऐंजिओग्राफ
एंजियोग्राफी,"वाहिकाचित्रण, ऐंजिओग्राफी"
एंजियोप्लास्टी,"वाहिका-संधान, ऐंजिओप्लास्टी"
एंजिओस्पर्म,आवृतबीजी
अँजिओटेन्सिन,ऐंजिओटेन्सिन
एंजियोटेंसीनोजेन,ऐंजिओटेन्सिनोजन
अँगलर फिश,वडिश मीन
एंगुइना,ऐंग्विना
एंगुइस,ऐन्गुइस
प्राणी,प्राणी
प्राणी,पशु
प्राणी शेण,पशु शमल
पशुसंवर्धन,पशुपालन
अ‍ॅनिमल कॅरिओटाइपिंग,प्राणी गुणसूत्रप्ररूपण
प्राण्यांचे राज्य,प्राणिजगत्
प्राणी ऊतक,प्राणि-ऊतक
अ‍ॅनिमालिया,ऐनिमेलिया
आयन,ऋणायन
एनिसोट्रॉपिक बँड,विषमदैशिक पट्ट
En नीलिंग,अनीलन
अ‍ॅनेलिड,ऐनेलिड (प्राणी)
अ‍ॅनेलिडा,ऐनेलिडा
वार्षिक रिंग,वार्षिक वलय
एनुलेटेड,वलयाकार
एन्युले,"वलयांश, ऐन्यूल"
विसंगती प्रकार,असंगत प्ररूप
अ‍ॅनोफेल्स,ऐनोफेलीज
मुंगी खाणारा,चींटीखोर
विरोधी,विरोधी
अंटार्क्टिक,दक्षिण ध्रुवीय
अँटेना,शृंगिका
अँटेना कॉम्प्लेक्स,ऐन्टेना संकुल
अँटेनल ग्रंथी,शृंगिका ग्रंथि
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,अग्र (अधर) घूसर शृंग
आधीचा हायपोफिसिस,अग्र पीयूषिका
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,अग्र अंतरानिलयी परिखा
अँथर,परागकोश
अँथर संस्कृती,पराग संवर्धन
अँथेरिडियम,पुंधानी
अँथेरोझॉइड,पुमणु
अँथोसेरोस,ऐन्थोसिरोस
अँथोसेरोटोप्सिडा,ऐन्थोसिरोटॉप्सिडा
अँथ्रॅक्स,ऐन्थ्रैक्स
अँथ्रोपोजेनिक विलोपन,मानवजनित विलोपन
मानववंशशास्त्र,मानवविज्ञान
अँटीबैक्टीरियल,प्रतिजीवाणुक
अँटीबायोटिक पेनिसिलिन,प्रतिजैविक पेनिसिलिन
प्रतिजैविक प्रतिरोधक,प्रतिजैविक प्रतिरोधी
प्रतिजैविक (ओ),प्रतिजैविक
प्रतिपिंडे,"प्रतिरक्षी, प्रतिपिंड"
अँटीबॉडी जोडपे,"प्रतिरक्षी युग्म, प्रतिपिंड युग्म"
प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती,प्रतिरक्षी माध्यित प्रतिरक्षा
अँटीकोआगुलंट,प्रतिस्कंदक
अँटीकोडॉन लूप,प्रतिप्रकूट पाश (प्रतिकोडॉन पाश)
प्रतिरोधक,प्रति-अवसादक
अँटीडियुरेटिक हार्मोन (एडीएच),प्रतिमूत्रल हॉर्मोन
अँटीजेन जनुक,प्रतिजन जीन
अँटीजेन-अँटीबॉडी कॉम्प्लेक्स,प्रतिजन-प्रतिरक्षी सम्मिश्र
प्रतिजैविक निर्धारक,प्रतिजनी निर्धारक
विरोधी घटक,प्रतिपोषक कारक
अँटीऑक्सिडेंट,प्रतिऑक्सीकारक
अँटीपोडल न्यूक्लियस,प्रतिव्यासांत केंद्रक
अँटी-सेन्स आरएनए,प्रति-अर्थक आर.एन.ए.
अँटीवायरल प्रथिने,प्रतिविषाणुक प्रोटीन
अँट्रम,गह्वर
Anucleate,अकेंद्रकी
गुद्द्वार,गुदा
चिंता डिसऑर्डर,दुश्चिंता विकार
महाधमनी कमान,महाधमनी चाप
महाधमनी गँगलियन,कर्ण गुच्छिका
महाधमनी सेमीलूनर वाल्व,महाधमनी अर्धचंद्र कपाट
महाधमनी वाल्व्ह,महाधमनी कपाट
एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स),पश्चावस्था वर्धक संमिश्र
अपीलिक पूर्वज,कपि-सम पूर्वज
Ph फिड,ऐफिड
Ph फ्रोडाईट,ऐफ्रोडाइट
एपिकल वर्चस्व,शीर्ष प्रभाविता
एपिकल पॅड,शीर्ष तल्प
एपिकल्चर,मधुमक्खीपालन
एपीआयएस इंडिका,ऐपिस इंडिका
अप्प्लानोस्पोर,अचलबीजाणु
अप्लिसिया,ऐप्लीसिया
अपोकार्पा,ऐपोकार्पी
अपोकार्पस,वियुक्तांडपी
अपोकार्पस अंडाशय,वियुक्तांडपी अंडाशय
अपोक्राइन ग्रंथी,अपस्रावी ग्रंथि
अपोएन्झाइम,एपोएंजाइम
Apomict,असंगजनिक
अपोमिक्सिस,असंगजनन
अपोप्लाझम,ऐपोप्लाज्म
अपोप्लास्टिक मार्ग,सुप्रवाही पथक्रम
अ‍ॅपॉप्टोसिस,एपोप्टोसिस
उपकरणे,उपकरण
परिशिष्ट सांगाडा,उपांगी कंकाल
कॅकमचे परिशिष्ट,अंधनाल की परिशेषिका
Apple पल गोगलगाय,ऐपल घोंघा
जलचर,जलकृषि
एक्वापोरिन,ऐक्वापॉरिन
जलचर उभयचर,जलीय ऐम्फिबियन
जलीय फॉर्म,जलीय रूप
जलचर निवासस्थान,जलीय पर्यावास
जलीय जीव,जलीय जीव
जलचर वनस्पती,जलीय पादप
जलीय श्वसन,जलीय श्वसन
जलीय द्रव,जलीय तरल
जलीय ह्यूमर,"नेत्रोद, ऐक्विअस ह्यूमर"
जलीय इंट्रा-सेल्युलर फ्लुइड,जलीय अंतःकोशिका तरल
जलीय नमुना,जलीय नमूना
जलीय समाधान,जलीय विलयन
एक्विला,एक्विला
अरबीडोप्सिस,ऐरेबिडॉप्सिस
अराच्नीडा,एरेक्निडा
अराच्नॉइड,एरेक्नॉइड (लूताजालाभ)
अरेनियस,अरेनियस
आर्बोरेंट,वृक्षवत्
आर्बोरसेंट लाइकोपॉड,वृक्षवत् लाइकोपॉड
आर्चीबॅक्टेरिया,आद्य जीवाणु
आर्चेगोनियम,स्त्रीधानी
द्वीपसमूह,द्वीपसमूह
आर्क्टिक,"उत्तरध्रुवीय, आर्कटिक"
आर्क्टिक टर्न,आर्कटिक टर्न
आर्क्टिक टुंड्रा,"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा"
आर्दिया,आर्डिया
आयरोलर टिश्यू,एरियोली ऊतक
अर्गेमोन (काटेकोर खसखस),"आर्जिमनी, पीली कंटीली"
अर्गेमोन मेक्सिकाना,आर्जिमनी मेक्सिकाना
आर्जिनिन,आर्जिनीन
शुष्क प्रदेश,शुष्क प्रक्षेत्र
अरिस्टोलोचियासी,ऐरिस्टोलोकिएसी
आर्म फीडिंग,भुजाकृत अशन
आर्मी किडे,सैनिक शलभ (चने की सूंडी)
एआरआयडी,ऐरॉयड
सुगंध,ऐरोमा
अरेस्टर,प्रग्राही
आर्टेमिसिया,आर्टिमिजिया
धमनी सिस्टोलिक,धमनी प्रकुंचनी
आर्टेरिओस्क्लेरोटिक,धमनीकाठिन्यकारी
आर्थ्रोपॉड,संधिपाद
संधिवात,संधिशोथ
आर्थ्रोपोडा,"संधिपाद संघ, आथ्रोपोडा"
आर्टिक्युलर कूर्चा,संधायक उपास्थि
अभिव्यक्ती,संधिल
स्पष्ट,संधित
कृत्रिम पेसमेकर,कृत्रिम गतिचालक
कृत्रिम निवड,कृत्रिम वरण
आर्टोकार्पस हेटरोफिलस,आर्टोकार्पस हेटेरोफिलस (कटहल)
एस्बेस्टोस फायबर,ऐस्बेस्टॉस रेशा
एस्बेस्टोसिस,"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति"
एस्केरिस,ऐस्केरिस
चढत्या क्रोमॅटोग्राफी,आरोही वर्णलेखन
Ascidia,ऐसिडिआ
एएससीआयडीयन,ऐसिडियन
एस्कोकार्प,ऐस्कोकार्प
एस्कॉमीसेट्स,ऐस्कोमाइसिटीज
एस्कॉर्बिक acid सिड,ऐस्कॉर्बिक अम्ल
एस्कोपोर,"ऐस्कस बीजाणु, ऐस्कोस्पोर"
एस्कस,ऐस्कस
सेपेटेट,पटहीन
अलौकिक पुनरुत्पादन,अलैंगिक जनन
अलौकिक बीजाणू,अलैंगिक बीजाणु
शतावरी सिंथेथेस,ऐस्पेराजीन सिन्थेटेस
शतावरी,"ऐस्पैरागस, शतावरी"
एस्पार्टिक acid सिड,ऐस्पार्टिक अम्ल
एस्परगिलस नायजर,ऐस्पर्जिलस नाइजर
एस्परगिलस,ऐस्पर्जिलस
एपोडेलस टेनुइफोलियस,ऐस्फोडेलस टेनुईफोलियस
अ‍ॅस्पिरिन,ऐस्पिरिन
परख,"आमापन, ऐसे"
असेंब्लीज,समुच्चय
आत्मसात करण्याची कार्यक्षमता,स्वांगीकरण दक्षता
आत्मसात करणारे मूळ,स्वांगीकारी जड़
सहाय्यक पुनरुत्पादक तंत्र,सहायित जननिक तकनीक
असोसिएशन क्षेत्र,"साहचर्य क्षेत्र, सहभागिता क्षेत्र"
असोसिएटिव्ह सहजीवन,सहचारी सहजीविता
वर्गीकरण आणि पुनर्संयोजन,अपव्यूहन और पुनर्योजन
घटकांची वर्गीकरण,कारक का अपव्यूहन
अस्टाकस,ऐस्टाकस
Asteraceae,ऐस्टेरेसी
एस्टेरेल्स,ऐस्टरेलीज
लघुग्रह,"क्षुद्र ग्रह, ग्रहिका"
दमा,दमा
अ‍ॅस्ट्रॅगलस गमिफर,ऐस्ट्रागेलस गुमीफर
सूक्ष्म स्पिंडल पोल,तारक तर्कु ध्रुव
खगोलशास्त्रज्ञ,खगोलज्ञ
असममित कॅरिओटाइप,असममित गुणसूत्रप्ररूप
असममित,असममित
एथेरोमॅटस,धमनीवसाकठिन्यमय
एथेरोस्क्लेरोसिस,"धमनीवसाकाठिन्य, ऐथिरोस्कलेरोसिस"
एथेरोस्क्लेरोटिक प्लेक,धमनीवसाकठिन्यकारी लवांक
नकाशांचे पुस्तक,"शीर्षधर, ऐटलस"
Las टलस व्हर्टेब्रा,"शीर्षधर कशेरुक, ऐटलस कशेरुक"
वातावरण,वायुमंडल
वातावरणीय,वायुमंडलीय
वातावरणीय इनपुट,वायुमंडलीय निवेश
अणु शक्ती मायक्रोस्कोप,परमाणु बल सूक्ष्मदर्शी
अणू,परमाणु
एटीपी एएसई,ए. टी. पी. ऐज
एट्रियल कॉन्ट्रॅक्शन,अलिंद संकुचन
एट्रियल फायब्रिलेशन,परिकोष्ठी रेशकीयन
एट्रियल नॅट्युरेटिक फॅक्टर (एएनएफ),परिकोष्ठी नैट्रीयूरेटिक कारक
एट्रियल नोड,अलिंद ग्रंथिक
एट्रियल सिस्टोल,अलिंद प्रकुंचन
एट्रिओव्हेंट्रिक्युलर नोड,अलिंद-निलय ग्रंथिक
एट्रिओव्हेंट्रिक्युलर वाल्व,अलिंद-निलय कपाट
अट्रियम (पीटरिया),अलिंद
अट्रियम (पीटरिया),परिकोष्ठ
अट्रोपा बेलॅडोना,ऐट्रोपा बेलाडोना
अ‍ॅट्रोफी,क्षीणता
अ‍ॅट्रोपिन अल्कलॉइड,ऐट्रोपीन ऐल्केलॉइड
