Odiya,Punjabi
ବିସ୍ତୃତ ତଥ୍ୟ ପ୍ରକାର |,ਸੰਖੇਪ ਡਾਟਾ ਕਿਸਮ
ବିସ୍ତୃତ ମେସିନ୍ |,ਐਬਸਟਰੈਕਟ ਮਸ਼ੀਨ
ବିସ୍ତୃତ ପ୍ରତୀକ |,ਸੰਖੇਪ ਚਿੰਨ੍ਹ
ବିସ୍ତୃତ ବାକ୍ୟବିନ୍ୟାସ |,ਸੰਖੇਪ ਸੰਟੈਕਸ
ଗ୍ରହଣ ପରୀକ୍ଷା,ਸਵੀਕ੍ਰਿਤੀ ਟੈਸਟ
ପ୍ରବେଶ ପ୍ରମାଣପତ୍ର,ਪਹੁੰਚ ਪ੍ਰਮਾਣੀਕਰਣ
"1. ପ୍ରବେଶ ସଂକେତ, 2 ପ୍ରବେଶ କୋଡ୍","1. ਪਹੁੰਚ ਕੋਡ, 2. ਐਕਸੈਸ ਕੋਡ"
ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ,ਪਹੁੰਚ ਕੰਟਰੋਲ
ସ୍କାନିଂ ଆକ୍ସେସ୍ କରନ୍ତୁ |,ਐਕਸੈਸ ਸਕੈਨਿੰਗ
ଆନୁଷଙ୍ଗିକ,ਸਹਾਇਕ ਉਪਕਰਣ
ହିସାବ,ਲੇਖਾਕਾਰੀ
"1. ଖାତା ID, 2 ଆକାଉଣ୍ଟିଂ ପରିଚୟ","1. ਖਾਤਾ ID, 2. ਲੇਖਾ ਪਛਾਣ"
ଜମାକାରୀ,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
"1. ସଠିକତା, 2 ସଠିକତା","1. ਸ਼ੁੱਧਤਾ, 2. ਸ਼ੁੱਧਤਾ"
ପ୍ରବେଶ,ਪਹੁੰਚ
ଆକ୍ସେସ୍ କଣ୍ଟ୍ରୋଲ୍ ବାଇଟ୍ |,ਪਹੁੰਚ ਕੰਟਰੋਲ ਬਾਈਟ
ପ୍ରବେଶ ସୂଚକ,ਪਹੁੰਚ ਸੂਚਕ
ପ୍ରବେଶ କୀ,ਪਹੁੰਚ ਕੁੰਜੀ
"1. ଆକ୍ସେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ମ୍ୟାଟ୍ରିକ୍ସ ଆକ୍ସେସ୍ କରନ୍ତୁ |","1. ਪਹੁੰਚ ਮੈਟਰਿਕਸ, 2. ਪਹੁੰਚ ਮੈਟਰਿਕਸ"
ପ୍ରବେଶ ମୋଡ୍,ਪਹੁੰਚ ਮੋਡ
ସୁବିଧା ପ୍ରବେଶ,ਪਹੁੰਚ ਅਧਿਕਾਰ
ସୁରକ୍ଷା ପ୍ରବେଶ କରନ୍ତୁ |,ਪਹੁੰਚ ਸੁਰੱਖਿਆ
"1. ଆକ୍ସେସ୍ ସର୍ଭର, 2 ସର୍ଭରକୁ ପ୍ରବେଶ କରନ୍ତୁ |","1. ਐਕਸੈਸ ਸਰਵਰ, 2. ਸਰਵਰ ਤੱਕ ਪਹੁੰਚ"
ପ୍ରବେଶ ସମୟ,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
ସ୍ୱୀକୃତି,ਮਾਨਤਾ
ଆକାଶବାଣୀ,ਧੁਨੀ ਵਿਗਿਆਨ
"1. ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ, 2. ସଂକ୍ଷିପ୍ତକରଣ, 3 ଠାରୁ ଛୋଟ","1. ਸੰਖੇਪ ਰੂਪ, 2. ਸੰਖੇਪ, 3. ਤੋਂ ਛੋਟਾ"
କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |,ਕਾਰਵਾਈ ਸੁਨੇਹਾ
ସକ୍ରିୟ,ਸਰਗਰਮੀ
ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |,ਸਰਗਰਮ ਸਰਵਰ ਪੰਨਾ
ସକ୍ରିୟ ସଂସ୍କରଣ |,ਕਿਰਿਆਸ਼ੀਲ ਸੰਸਕਰਣ
acyclic,acyclic
"1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |","1. ਏਸਾਈਕਲਿਕ ਗ੍ਰਾਫ਼, 2. acyclic ਗ੍ਰਾਫ਼"
ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |,ਅਦਾ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ
"1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍","1. ਆਪਟੀਮਾਈਜ਼ਰ, 2. ਆਪਟੀਮਾਈਜ਼ਰ"
to sum),ਜੋੜ)
ରାଶି ଫାଇଲ୍ |,sum ਫਾਈਲ
"1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ","1. ਐਡੀਸ਼ਨ ਓਪਰੇਸ਼ਨ, 2. ਸੰਯੁਕਤ ਕਾਰਵਾਈ"
ଆଡର୍,ਜੋੜਨ ਵਾਲਾ
ଜାଣନ୍ତୁ |,ਜਾਣੋ
ଠିକଣା ବସ୍,ਪਤਾ ਬੱਸ
ଠିକଣା ଫାଇଲ୍ |,ਐਡਰੈੱਸ ਫਾਈਲ
ଠିକଣା ଫର୍ମାଟ୍,ਪਤਾ ਫਾਰਮੈਟ
ଠିକଣା ଜେନେରେଟର,ਪਤਾ ਜਨਰੇਟਰ
ଠିକଣା ରେଖା,ਐਡਰੈੱਸ ਲਾਈਨ
ଠିକଣା ମ୍ୟାପିଂ,ਪਤਾ ਮੈਪਿੰਗ
ଠିକଣା ସୂଚକ,ਪਤਾ ਸੂਚਕ
ଠିକଣା ରେଜିଷ୍ଟର,ਪਤਾ ਰਜਿਸਟਰ
ଠିକଣା ଭାଙ୍ଗିବା,ਪਤਾ ਟੁੱਟਣ
ଠିକଣା ଅନୁବାଦ,ਪਤਾ ਅਨੁਵਾਦ
"1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି","1. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ, 2. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ"
ଠିକଣା,ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ
"1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |","1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ"
ସଂଲଗ୍ନ,ਲਗਾਵ
"1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ","1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ"
"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ","1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ"
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,ਅਡੋਬ ਐਕਰੋਬੈਟ
ଆଡୋବ ଫଟୋସପ୍ |,ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ
ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ),ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ)
"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ","1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ"
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT),ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
କାର୍ଯ୍ୟ,ਕਾਰਵਾਈ
ଏକୀକରଣ,ਏਕੀਕਰਨ
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
aldus page-make,aldus page-make
ଆଲର୍ଟ ବାକ୍ସ,ਚੇਤਾਵਨੀ ਬਾਕਸ
algol (କମ୍ପ୍ୟୁଟର ଭାଷା),ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |","1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ"
"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |","1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ"
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା","1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ"
ଶ୍ରେଣୀବଦ୍ଧତା |,ਅਲਾਈਨਮੈਂਟ
"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ","1. ਵੰਡ, 2. ਵੰਡ"
"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |","1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ"
ବର୍ଣ୍ଣମାଳା,ਅੱਖਰ ਅੰਕੀ
"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |","1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ"
ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା),ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ)
"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |","1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ"
alt କି,alt ਕੁੰਜੀ
altavista,altavista
ବହୁଗୁଣ,ਬਹੁਲਤਾ
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI)
ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii),ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii)
"1. ଅନୁରୂପ, 2 analog","1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ"
"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |","1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ"
"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ","1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ"
"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |","1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ"
ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ),ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ)
ଶେଷ ସର୍କିଟ |,ਅੰਤ ਸਰਕਟ
ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |,ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ
ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର),ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ)
"1. ଆନିମେସନ୍, 2. କମ୍ପନ |","1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ"
ଧ୍ୟାନ ଦିଅନ୍ତୁ,ਨੋਟ
ଅସଙ୍ଗତି |,ਅਸੰਗਤਤਾ
ପୂର୍ବ,ਪਿਛਲਾ
ଆଶାକର୍ମୀ ପେଜିଂ |,ਅਗਾਊਂ ਪੇਜਿੰਗ
କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |,ਵਿਰੋਧੀ-ਸਮਮਿਤੀ
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ
"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ","1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ"
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)","1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)"
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
ପ୍ରୟୋଗ ଭାଷା,ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ
ଆନୁମାନିକ ନୀତି,ਲਗਭਗ ਸਿਧਾਂਤ
ଗଠନ,ਬਣਤਰ
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ","1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ"
"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |","1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ"
ଗାଣିତିକ ଯାଞ୍ଚ |,ਗਣਿਤ ਦੀ ਜਾਂਚ
ଗାଣିତିକ ସ୍ଥିର |,ਅੰਕਗਣਿਤ ਸਥਿਰ
ଗାଣିତିକ ତଥ୍ୟ,ਗਣਿਤ ਡਾਟਾ
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ
ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU),ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU)
ARPA ନେଟ (RPNet),ARPA ਨੈੱਟ (RPNet)
ଆରେ,ਐਰੇ
"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ","1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ"
ଆରେ କମ୍ପ୍ୟୁଟର |,ਐਰੇ ਕੰਪਿਊਟਰ
ଆରେ ଉପାଦାନ |,ਐਰੇ ਤੱਤ
ଆରେ ନାମ,ਐਰੇ ਨਾਮ
ଆରେ ସଞ୍ଚାଳକ,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
ତୀର କି,ਤੀਰ ਕੁੰਜੀ
ଚୁକ୍ତି,ਸੰਧੀ
ଜଙ୍କସନ୍ ପଏଣ୍ଟ |,ਜੰਕਸ਼ਨ ਬਿੰਦੂ
କୃତ୍ରିମ ସଙ୍କୋଚନ |,ਨਕਲੀ ਸੰਕੁਚਿਤ
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,ਨਕਲੀ ਕੰਟਰੋਲ
କୃତ୍ରିମ ଅର୍ଥ |,ਨਕਲੀ ਭਾਵਨਾ
ଆରୋହଣ,ਮਾਊਂਟ
ଆରୋହଣ କ୍ରମ,ਵਧਦੀ ਲੜੀ
ascii ବର୍ଣ୍ଣମାଳା |,ascii ਵਰਣਮਾਲਾ
ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |,ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ
ascii ଫାଇଲ୍ |,ascii ਫਾਈਲ
ascii ଫଣ୍ଟ,ascii ਫੌਂਟ
ASCII ସ୍ଥାନାନ୍ତର |,ASCII ਟ੍ਰਾਂਸਫਰ
ଆନୁମାନିକ ଅନୁପାତ,ਆਕਾਰ ਅਨੁਪਾਤ
"1. ଆସ୍ପି, ୨ ASPI","1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ"
ଏକ S R କାଲାଡ୍ |,ਏ ਐਸ ਆਰ ਕਲਾਡ
"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା","1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ"
"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ","1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ"
"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ","1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ"
"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |","1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ"
ନିଷ୍ଠା,ਦ੍ਰਿੜ੍ਹਤਾ
"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ","1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ"
ସାଥୀତା,ਸਾਥੀ
ସହଯୋଗୀ ଠିକଣା,ਸਹਿਯੋਗੀ ਪਤਾ
"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି","1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ"
ନକ୍ଷତ୍ର (* ଚିହ୍ନ),ਤਾਰਾ (* ਚਿੰਨ੍ਹ)
ଅସୀମିତ |,ਅਸਮਿਤ
"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |","1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ"
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
"1. ପରମାଣୁ, ୨ ପରମାନ","1. ਐਟਮ, 2. ਪਰਮਾਨ"
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |","1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ"
"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ","1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ"
"1. ଗୁଣ, 2 ବିଶେଷତା","1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ"
ଶ୍ରବଣଯୋଗ୍ୟ |,ਸੁਣਨਯੋਗ
"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |","1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ"
ଖାତା ଯାଞ୍ଚ |,ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ
ପଦୋନ୍ନତି,ਤਰੱਕੀ
ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |,ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ
ଲେଖକ ପଦ୍ଧତି,ਲੇਖਕ ਵਿਧੀ
"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ","1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ"
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,ਆਟੋ ਐਬਸਟਰੈਕਟ
"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍","1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ"
ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
ଅଟୋ ଲଗ୍ ଅନ୍ |,ਆਟੋ ਲੌਗ-ਆਨ
ଅଟୋମେଟା |,ਆਟੋਮੇਟਾ
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
ସ୍ୱୟଂଚାଳିତ ଗଣନା,ਆਟੋਮੈਟਿਕ ਗਣਨਾ
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
ଅଟୋ ଫଙ୍କସନ୍,ਆਟੋ ਫੰਕਸ਼ਨ
"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |","1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ"
ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |,ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ
"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |","1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ"
