Bengali,English
"1. অপ্টিমাইজার, 2. অপ্টিমাইজার",adapter
যোগ করা),add
সমষ্টি ফাইল,add file
"1. সংযোজন অপারেশন, 2. যোগফল অপারেশন",add operation
যোগকারী,adder
জানি,address
ঠিকানা বাস,address bus
ঠিকানা ফাইল,address file
ঠিকানা বিন্যাস,address format
ঠিকানা জেনারেটর,address generator
ঠিকানা লাইন,address line
ঠিকানা ম্যাপিং,address mapping
ঠিকানা নির্দেশক,address pointer
ঠিকানা রেজিস্টার,address register
ঠিকানা ভাঙ্গন,address resolution
ঠিকানা অনুবাদ,address translation
"1. ঠিকানাযোগ্য স্মৃতি, 2. ঠিকানাযোগ্য মেমরি",addressed memory
সম্বোধন,addressing
"1. পর্যাপ্ততার মানদণ্ড, 2. পর্যাপ্ততার মানদণ্ড",adequacy criteria
সংযুক্তি,adjoint
"1. ব্যবস্থাপনা, 2. নিয়ন্ত্রণ",administration
"1. ম্যানেজার, 2. নিয়ামক",administrator
অ্যাডোবি অ্যাক্রোব্যাট,adobe acrobat
অ্যাডোবি ফটোশপ,adobe photoshop
ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং),Advance Business Application Programming (ABAP)
"1. উন্নত তথ্য, 2. উন্নত তথ্য",advanced data
উন্নত তথ্য সিস্টেম,advanced information system
উন্নত প্রযুক্তি (AT),advanced technology (AT)
কর্ম,agent
সমষ্টি,aggregation
বায়ুবাহিত কম্পিউটার সিস্টেম,airborne computer system
aldus পৃষ্ঠা তৈরি,aldus page maker
সতর্কতা বাক্স,alert box
আলগোল (কম্পিউটার ভাষা),algol
"1. অ্যালগরিদম, 2. অ্যালগরিদম",algorithm
"1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ",algorithm analysis
অ্যালগরিদম দক্ষতা,algorithm efficiency
"1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে",alias
প্রান্তিককরণ,alignment
"1. বরাদ্দ, 2. বরাদ্দ",allocation
"1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে",alphabetic
আলফানিউমেরিক,alphanumeric
"1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড",alphanumeric key board
আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা),alpha-test
"1. আলফা সংস্করণ, 2। আলফা ফর্ম",alpha-version
alt কী,alt key
আলতাভিস্তা,altavista
বহুগুণ,ambiguity
অস্পষ্ট ব্যাকরণ,ambiguous grammar
আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI),American National Standards Institute (ANSI)
আমেরিকান স্ট্যান্ডার্ড কাট (ascii),American Standard Code For Information Interchange (ASCII)
"1. সাদৃশ্যপূর্ণ, 2. এনালগ",analog
"1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার",analog computer
"1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস",analog device
"1. এনালগ মডেম, 2. এনালগ মডেম",analog modem
এনালগ থেকে ডিজিটাল কনভার্টার,Analog To Digital Converter (ADC)
শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত),AND
শেষ সার্কিট,AND circuit
শেষ গেট এবং গেট,AND gate
শেষ নয় অপারেশন (বর্জন),AND not operation (Exclusion)
"1. অ্যানিমেশন, 2. কম্পন",animation
বিঃদ্রঃ,annotation
অসঙ্গতি,anomaly
আগে,antecedent
প্রত্যাশিত পেজিং,anticipatory paging
কাউন্টার-সিমেট্রিক,anti-symmetric
অ্যান্টিভাইরাল প্রোগ্রাম,antivirus program
"1. অ্যাপলেট, 2। আবেদন",applet
অ্যাপ্লিকেশন ডেভেলপার,application developer
অ্যাপ্লিকেশন প্রোগ্রামিং,application programming
"1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)",application programming interface (API)
অ্যাপ্লিকেশন সফ্টওয়্যার,application software
অ্যাপ্লিকেশন ভাষা,applicative language
আনুমানিক নীতি,approximation theory
গঠন,architecture
ক্ষেত্র স্থানান্তর,area transfer
"1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ",argument
"1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট",arithmatic and logic unit
পাটিগণিত পরীক্ষা,arithmatic check
গাণিতিক ধ্রুবক,arithmatic constant
গাণিতিক তথ্য,arithmatic data
গাণিতিক নির্দেশ,arithmatical instruction
গাণিতিক ও লজিক্যাল ইউনিট (ALU),arithmetic and logic unit (ALU)
ARPA নেট (RPNet),ARPANET
অ্যারে,array
"1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি",array cache
অ্যারে কম্পিউটার,array computer
অ্যারে উপাদান,array element
অ্যারের নাম,array name
অ্যারে প্রসেসর,array processor
তীর কী,arrow keys
সন্ধি,articulation
সংযোগ বিন্দু,articulation point
কৃত্রিম কম্প্যাকশন,artificial compaction
কৃত্রিম নিয়ন্ত্রণ,artificial control
কৃত্রিম অনুভূতি,artificial intelligence
মাউন্ট,ascender
আরোহী সাজানোর,ascending sort
ascii বর্ণমালা,ASCII betical order
ascii নিয়ন্ত্রণ প্রতীক,ASCII control character
ascii ফাইল,ASCII file
ascii ফন্ট,ASCII font
ASCII স্থানান্তর,ASCII transfer
আনুমানিক অনুপাত,aspect ratio
"1. Aspy, 2. এএসপিআই",ASPI
এ এস আর কালাদ,ASR timer
"1. স্মরণ, 2. সমাবেশ, 3. জড় করা",assemble
"1. অ্যাসেম্বলার, 2. অনুস্মারক",assembler
"1. সমাবেশ, 2. স্মরণ",assembly
"1. মুখস্থ ভাষা, 2. একত্রিত ভাষা",assembly language
সংকল্প,assertion
"1. নির্দিষ্ট কাজ, 2. বরাদ্দ",assignment
সাহচর্য,association
সহযোগী ঠিকানা,associative address
"1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি",associative memory
তারকাচিহ্ন (* চিহ্ন),asteric
অপ্রতিসম,asymmetric
"1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস",asynchronous
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),asynchronous Digital Subscriber Line (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),asynchronous Time Division Multiplexing (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,asynchronous transfer
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),asynchronous Transfer Mode (ATM)
"1. পরমাণু, 2. পরমণ",atom
সংযুক্ত নথি,attached document
"1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল",attached file
"1. ঘের, 2. সম্বন্ধযুক্ত",attachment
"1. বৈশিষ্ট্য, 2. বিশেষত্ব",attribute
শ্রবণযোগ্য,audio
"1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং",audit programming
অ্যাকাউন্ট পরীক্ষা,audit trail
পদোন্নতি,augmentation
সার্টিফিকেশন প্রোটোকল,authentication protocol
রচনা পদ্ধতি,authoring system
"1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল",authorization
স্বয়ংক্রিয় বিমূর্ত,auto abstract
"1. অটো বুটিং, 2. স্ব বুট",autobooting
অটোক্যাড (একটি কম্পিউটার ভাষা),autocad
স্বয়ংক্রিয় লগ-অন,autolog on
স্বয়ংক্রিয়,automata
স্বয়ংক্রিয় তত্ত্ব,automata theory
স্বয়ংক্রিয় গণনা,automatic computing
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,automatic data processing
স্বয়ংক্রিয় ত্রুটি সংশোধন,automatic error correction
স্বয়ংক্রিয় ফাংশন,automatic function
"1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা",automatic indexing
স্বয়ংক্রিয় সংগ্রহ কল,automatic library call
"1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং",automatic programming
"1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম",automatic recovery program
স্বয়ংক্রিয় রুটিন,automatic routine
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,automatic system recovery
"1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম",automatic teller machine (ATM)
অটোমেশন,automation
"1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা",autoplay
কণ্ঠস্বর,autosave
সহকারী,auxiliary
অক্জিলিয়ারী মেমরি,auxiliary memory
অক্জিলিয়ারী স্টোরেজ,auxiliary storage
প্রাপ্তিসাধ্য তালিকা,available list
উপলব্ধ সময়,available time
গড়,average
AWK (একটি কম্পিউটার কমান্ড),awk (language)
পরে,backend
পোস্ট প্রসেসর,backend processor
পোস্টেরিয়র ফাংশন মুছে ফেলা,backface removal
পটভূমি প্রক্রিয়াকরণ,background processing
আনুষঙ্গিক দোকান,backing store
ব্যাক প্যাচিং,backpatching
"1. পশ্চিম, 2. ব্যাকস্পেস",backspace
ব্যাকট্র্যাকিং,backtracking
"1. ব্যাক আপ, 2. প্রতিদান",back-up
"1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি",back-up memory
পিছনে ত্রুটি সংশোধন,backward error recovery
(আয়-ব্যয়) ব্যালেন্স শীট,balance sheet
ব্যান্ডেজ,band
"1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা",band width
ব্যাংকারের অ্যালগরিদম,banker's algorithm
"1. বার কোড, 2. বার কোড",bar code
বারকোড স্ক্যানার,bar code scanner
বার গ্রাফ,bar graph
ভিত্তি ঠিকানা,base address
বেস ব্যান্ড,base band
আধার নম্বর,base number
ভিত্তি টেবিল,base table
বেসিক (একটি কম্পিউটার ভাষা),BASIC
"1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ",basic control
"1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ",basic input
মৌলিক নির্দেশ,basic instruction
ভিত্তি সমস্যা,basic output
মৌলিক পর্যায়,basic step
"1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়",batch
"1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল",batch file
ব্যাচ অবস্থা,batch position
"1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ",batch processing
"1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম",batch system
বউড,baud
বড হার,baud rate
মরীচি মরীচি,beam
"1. নির্দেশিকা, 2. ব্যাচ চিহ্ন",benchmark
দ্বিমুখী যোগাযোগ,bidirectional communication
সরাসরি লিঙ্ক,bidirectional link
বাইনারি কোড,binary code
বাইনারি সংখ্যা,binary digit
বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS),binary Input output system (BIOS)
বাইনারি সংখ্যা,binary number
বাইনারি অপারেটর,binary operator
বাইনারি সম্পর্ক,binary relation
বাইনারি অনুসন্ধান,binary search
বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি),binary search tree (BST)
"1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর",binary transfer
বাইনারি গাছ,binary tree
"1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি",bipolar memory
"1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল",birth death model
জন্ম মৃত্যু প্রক্রিয়া,birth death process
"1. ডুয়েক, 2। বিট",bit
বিট দোষ,bit fault
বিট মানচিত্র,bit map
"1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)",bit map pixel (BMP)
"1. বিট ম্যাট্রিক্স, 2. বিট টেবিল",bit matrix
বিট প্যাটার্ন,bit pattern
বিট অবস্থান,bit position
"1. বিট রেট, 2. বিট হার",bit rate
চোখ বেঁধে পরীক্ষা,black box testing
শিমার,blinking
ব্লক,block
"1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি",block cache
ব্লক প্রোব,block check
ভলিউম কপি,block copy
ব্লক ডায়াগ্রাম,block diagram
"1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক",blocking network
বোর্ড,board
পৃষ্ঠা মেমরি,book mark
বুলিয়ান বীজগণিত,boolean algebra
বুলিয়ান সম্পর্ক,boolean relation
বুট পার্টিশন,boot partition
বুট strapping,boot strapping
1. বুটস্ট্র্যাপ লোডার,boot-strap loader
"1.ব্রিজ, 2.ব্রিজ",bridge
ব্রডব্যান্ড নেটওয়ার্ক,broadband networking
সম্প্রচার,broadcast
রেডিও সম্প্রচার,broadcast radio
(নেট) ভিন্নতা,browse
(net) vicar,browser
বি-ট্রু,B-Tree
"1.বুদবুদ মেমরি, 2.বাবল মেমরি",bubble memory
বুদবুদ সাজানোর,bubble sort
"1.বালতি, 2.বালতি",bucket
"1. ভ্রাতৃত্ব ব্যবস্থা, 2. বড় সিস্টেম",buddy system
বাজেট কার্যকর নিয়ন্ত্রণ,budget effective control
বাফার,buffer
ঘাটতি,bug
যথেষ্ট,bus
"1. অষ্ট ব্যাঙ্ক, 2. বিট (আট বিট)",byte
বাইট কোড,byte code
সি (কম্পিউটার ভাষা),c
"1.C প্লাস প্লাস, 2.C++ (কম্পিউটার ভাষা)",C++
"1.নগদ, 2. দ্রুত, 3. দ্রুত",cache
"1.ক্যাশ বাফার, 2.মেমরি বাফার",cache buffer
"1.ক্যাশ মেমরি, 2.ক্যাশ মেমরি, 3.ফাস্ট মেমরি",cache memory
গণনা,calculation
"1.ক্যালকুলেটর, 2.ক্যালকুলেটর",calculator
"1.ক্যালকুলেটর চিপ,2. ক্যালকুলেটর চিপ",calculator chip
আহ্বান করুন,call
নাম কল,call by name
রেফারেন্স কল,call by reference
সম্মান কল,call by value
পরিবর্তনশীল কল,call by variables
আমন্ত্রণ গেট,call gate
"1. বাতিল, 2. বাতিল",cancel
প্রত্যাহার বোতাম,cancel button
"1. নির্ধারিত, 2. ক্যানোনিকাল",canonical
ক্যানোনিকাল ফর্ম,canonical form
ক্ষমতা,capability
ক্ষমতা তালিকা,capability list
"1. সক্ষমতা, 2. ধারণ",capacity
ক্যাপ লক কী,caps lock key
"1.কার্ড, 2. শীট",card
কার্ড পাঠক,card reader
বিশিষ্টতা,cardinality
বাহক,carrier
ক্যারিয়ার ব্যান্ড,carrier band
ক্যারিয়ার লোড,carrier load
ক্যারিয়ার সংকেত,carrier signal
ক্যারিয়ার তরঙ্গ,carrier wave
অর্জন,carry
স্কোর অর্জিত,carry digit
পতাকা অর্জন,carry flag
"1.কারটিজ ডিস্ক, 2.কারটিজ ডিস্ক",cartridge disk
"1. ক্যাসকেড, 2. ক্যাসকেড",cascade
মামলা,case
ক্যাথোড-রে-টিউব (সিআরটি),cathod ray tube (CRT)
ক্যাথোড রে টিউব (CRT) ক্যাথোড রে টিউব,cathode ray tube (CRT)
সিডি রম ডিস্ক ড্রাইভ,CD ROM disk drive
সেল,cell
সেল অ্যানিমেশন,cell animation
মোবাইল ফোন,cellular phone
"1. কেন্দ্রীয় স্মৃতি, 2. কেন্দ্রীয় স্মৃতি",central memory
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),central processing unit (CPU)
কেন্দ্রীভূত ব্যবস্থা,centralized system
প্রমাণীকৃত টেপ,certified tape
চেইন,chain
"1.সিরিজ ডেটা, 2.সিরিজ কন্টেন্ট",chain data
চেইন লিঙ্ক,chain link
চেইনিং,chaining
"1.চ্যানেল, 2.চ্যানেল",channel
"1.চ্যানেল ব্যস্ত টোন, 2.চ্যানেল ব্যস্ত টোন",channel busy tone
"1.চ্যানেল ক্ষমতা, 2.চ্যানেল ক্ষমতা",channel capacity
"1.চ্যানেল কন্ট্রোলার, 2.চ্যানেল কন্ট্রোলার",channel controller
"1. চ্যানেল ত্রুটি, 2. চ্যানেল ত্রুটি৷",channel error
"1.চ্যানেল প্রোগ্রাম, 2.চ্যানেল প্রোগ্রাম",channel program
"1.চ্যানেল নির্ভরযোগ্যতা, 2.চ্যানেল নির্ভরযোগ্যতা",channel reliability
"1.চ্যানেল সেট, 2.চ্যানেল সেট",channel set
প্রতীক,character
"1. অক্ষর কোড, 2. অক্ষর কোড",character code
অক্ষর কী,character key
চরিত্র পাঠক,character reader
"1. প্রতীকের আকার, 2. প্রতীকের আকার",character size
সচিত্র,chart
"1.চ্যাসিস, 2.চ্যাসিস",chassis
বিট চেক,check bit
চেক পয়েন্ট,check digit
মোট চেক,check sum
চেক শব্দ,check word
চিপ,chip
চিপ সেট,chip set
"1. চয়ন করুন, 2. চয়ন করুন৷",choose
বর্ণানুক্রমিকভাবে,chromatically
"1.সফর, 2. শূন্য, 3. নাবিক",cipher
সার্কিট,circuit
চেনাশোনা তালিকা,circular list
সেরেস,cirus
উল্লেখ,citation
"1.শ্রেণী, 2.শ্রেণী",class
ক্লাস পরিবর্তনশীল,class variable
শ্রেণীবিভাগ,classification
স্ক্যাভেঞ্জিং,clear
পরিষ্কার এলাকা,clear area
"1. সিস্টেম পরিষ্কার করুন, 2. চ্যানেল পরিষ্কার করুন",clear channel
চাপুন,click
"1. গ্রাহক, 2. ক্লায়েন্ট",client
"1.ক্লায়েন্ট সার্ভার, 2.ক্লায়েন্ট সার্ভার",client server
গ্রাহক স্টাব,client stub
কর্তন,clip art
শিয়ারিং আর্ট লাইব্রেরি,clip art library
ক্লিপ বোর্ড,clip board
ক্লিপার,clipper
ক্লিপার চিপ,clipper chip
উপদল,clique
"1.ঘড়ি, 2. ক্যালাড",clock
ঘড়ি চক্র,clock cycle
ঘড়ি ফ্রিকোয়েন্সি,clock frequency
কালাদ হার্ডওয়্যার,clock hardware
কালাদ স্প্যান্ড,clock pulse
ঘরির গতি,clock speed
সময় সিঙ্ক্রোনাইজেশন,clock synchronization
ঘড়ির টিক টিক,clock tick
ক্লোন,clone
বন্ধ,close
ক্লোজড সার্কিট টিভি (সিসিটিভি),close circuit TV (CCTV)
বর্ণনা,closure
"1.ক্লাউড কম্পিউটিং, 2.ক্লাউড কম্পিউটিং",cloud computing
গুচ্ছ,cluster
"1.কভারড কার্ড, 2. প্রলিপ্ত শীট",coated card
লেপা কাগজ,coated paper
সমাক্ষীয়,coaxial
সমাক্ষ তারের,coaxial cable
কোডাসিল,codasyl
"1.কোড, 2.কোড",code
"1. কোড জেনারেটর, 2. উৎপাদকের কোড",code generator
কোড পৃষ্ঠা,code page
"1.কোড শব্দ, 2.কোড শব্দ",code word
"1.কোডার, 2.কোডার",coder
"1. এনকোডিং পরীক্ষা, 2. কোডিং পরীক্ষা",coding check
এনকোডিং ফর্ম,coding form
"1. এনকোডিং শীট, 2. কোডিং শীট",coding sheet
গুণাঙ্ক,coefficient
সংহতি,coherence
"1.কোল্ড বুট, 2.কোল্ড স্টার্ট",cold boot
ঠান্ডা শুরু,cold start
সাহায্য,collaboration
পতন,collapse
"1.সংগঠন, 2.সংযুক্তি",collate
"1. ইন্ডেক্সড টেপ, 2. কলেট টেপ",collate tape
সংঘর্ষ,collision
কোলন,colon
"1.অক্ষর, 2.রঙ",colour (color)
রঙ স্যাচুরেশন,colour saturation
রঙের টেবিল,colour table
স্তম্ভ,column
সংমিশ্রণ,combination
যৌগিক বাক্স,combo box
"1.command, 2.command",command
আদেশ বোতাম,command button
কমান্ড তালিকা,command list
মন্তব্য করুন,comment
"1. অঙ্গীকার, 2. অঙ্গীকার",commitment
জিনিস,commodity
কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (COBOL),Common Business Oriented Language (Cobol)
সাধারণ ত্রুটি,common error
সাধারণ ভাষা,common language
"1.সাধারণ নাম, 2. স্বাভাবিক রুটিন",common routine
যোগাযোগ,communication
যোগাযোগ লাইন,communication line
যোগাযোগ মোড,communication mode
"1. যোগাযোগ নেটওয়ার্ক, 2. যোগাযোগ নেটওয়ার্ক",communication network
যোগাযোগ পরামিতি,communication parameter
যোগাযোগ ব্যবস্থা,communication system
কম্প্যাকশন,compaction
কম্প্রেসার,compander
কম্প্রেশন ট্রান্সমিশন,companding
কোম্পানি নেটওয়ার্ক,company network
তুলনা পরীক্ষা,comparison test
"1. সামঞ্জস্য, 2. সামঞ্জস্য",compatibility
উপযুক্ত,compatible
সংকলন,compilation
সংকলন এবং নির্বাহ,compile and go
"1.কম্পাইলার, 2.প্রোগ্রাম ট্রান্সফার",compiler
কম্পাইলার ভাষা,compiler language
সাপ্লিমেন্ট,complementary
দশের পরিপূরক,complement-on-ten
সাপ্লিমেন্ট,complementor
"1. সম্পূর্ণরূপে অর্জিত, 2. সম্পূর্ণরূপে অর্জিত",complete carry
যৌগিক,complex
জটিল সংখ্যা,complex number
গঠনকারী,component
com,component object model (COM)
যৌথ,composite
সংমিশ্রণ,composition
"1. গণনাযোগ্য, 2. গণনাযোগ্য",computational
কম্পিউটার,computer
কম্পিউটার কেন্দ্র,computer centre
কম্পিউটার বিশেষজ্ঞ,computer expert
কম্পিউটার গ্রাফিক্স,computer graphics
কম্পিউটার নির্দেশনা,computer instruction
"1.কম্পিউটার ভাষা, 2.কম্পিউটার ভাষা",computer language
"1.কম্পিউটার নেটওয়ার্ক, 2.কম্পিউটার নেটওয়ার্ক",computer network
কম্পিউটার বিজ্ঞান,computer science
কম্পিউটার নিরাপত্তা,computer security
কম্পিউটার সিমুলেশন,computer simulaton
কম্পিউটার বিশেষজ্ঞ,computer specialist
কম্পিউটারাইজেশন,computerisation
কম্পিউটারবিদ,computerist
কম্পিউটারাইজেশন,computerize
"1. গণনা, 2. গণনা",computing
ধারণা,concept
"1.প্রতিসাম্য, 2.সঙ্গতি, 3.সঙ্গম",concurrency
"সমবর্তী, অভিন্ন",concurrent
সীমাবদ্ধতা পরিবর্তনশীল,condition variable
সীমাবদ্ধ অপারেটর,conditional operator
সীমাবদ্ধ বিবৃতি,conditional statement
ড্রাইভার,conductor
"1. দূরবর্তী সম্মেলন, 2. সম্মেলন",conferencing
গোপনীয়তা,confidentiality
"1. কনফিগারেশন, 2. কনফিগারেশন",configuration
যানজট,congestion
সংমিশ্রণ,conjunction
সংযোগের গতি,connect speed
সংযোগ,connection
সংযোগহীন যোগাযোগ,connection less communication
অধিভুক্তি প্রকাশ,connection release
সংযোগ,connectivity
"1. সংযোগকারী, 2. সংযোগকারী",connector
একটানা,consecutive
অনুসরণ করা,consequent
কনসোল,console
একত্রীকরণের,consolidation
"1.অ্যাসাইনমেন্ট, 2. ধ্রুবক",constant
ধ্রুবক নির্দেশ,constant instruction
সীমাবদ্ধ,constraint
নির্মাণকারী,constructor
পাত্র,container
"1. বিষয়বস্তু, 2. উদ্ধৃতি",content
প্রসঙ্গ,context
প্রসঙ্গ মুক্ত ব্যাকরণ (cfg),context free grammar (CFG)
প্রসঙ্গ সুইচ,context switch
"1. নৈমিত্তিক, 2. কন্টিনজেন্ট",contingency
অসঙ্গতি,contraction
বিপরীত,contrast
নিয়ন্ত্রণ,control
কন্টেনমেন্ট জোন,control area
নিয়ন্ত্রণ বিট,control bit
নিয়ামক বাস,control bus
নিয়ন্ত্রণ কার্ড,control card
নিয়ন্ত্রণ বর্তনী,control circuit
নিয়ন্ত্রণ চাকা,control cycle
"1. কন্ট্রোল ইঞ্জিনিয়ারিং, 2. কন্ট্রোল ইঞ্জিনিয়ারিং",control engineering
নিয়ন্ত্রণ কী,control key
নিয়ন্ত্রণ যুক্তি,control logic
নিয়ন্ত্রণ লুপ,control loop
নিয়ন্ত্রণ চিহ্ন,control mark
নিয়ন্ত্রণ অপারেশন,control operation
কন্ট্রোল প্যানেল,control panel
নিয়ন্ত্রণ সংকেত,control signal
কন্ট্রোল সুইচ,control switch
নিয়ন্ত্রণ টেপ,control tape
"1. কন্ট্রোল টার্মিনাল, 2. কন্ট্রোল টার্মিনাল",control terminal
"1. কন্ট্রোল ইউনিট, 2. নিয়ন্ত্রণ ইউনিট",control unit (CU)
অভিন্নতা,convergence
সংলাপ,conversation
কথোপকথন কল,conversational time sharing
রূপান্তর,conversion
রূপান্তরকারী,converter
কুকের উপপাদ্য,Cook's theorem
সহ-প্রসেসর,co-processor
অনুলিপি,copy
কপিরাইট,copyright
কর্ড,cord
"1. কর্ডলেস টেলিফোন, 2. বেতার টেলিফোন, 3. বেতার টেলিফোন",cordless telephone
উপতত্ত্ব,corollary
সংশোধন,correction
"1. অব্যবহারযোগ্য, 2. বিকৃত",corrupted
হিসাব,count
স্কোরার,counter
কান্ট্রি কোড,country code
সহবাস,covariance
"1. ব্যাপ্তি এলাকা, 2. সম্প্রচার",coverage
পতন,crash
জটিল পথ,critical path
ক্রিটিক্যাল পাথ মেথড (CPM),critical path method (CPM)
"1. ক্রস পরীক্ষা, 2. ক্রস পরীক্ষা",cross check
"1.ক্রস প্রোগ্রামেবল-ট্রান্সফার, 2. প্রোগ্রামেবল প্রতি",cross compiler
অপ্রাসঙ্গিক সংকেত,cross fire
অপ্রাসঙ্গিক কথাবার্তা,cross talk
