Gujarati,English
"સિમેન્ટ, ચણતર","Cement, masonary"
"સિમેન્ટ, કુદરતી","Cement, natural"
"સિમેન્ટ, પોર્ટલેન્ડ","Cement, portland"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","Cement, portland blast furnace slag"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","Cement, portland pozzolan"
"સિમેન્ટ, સ્લેગ","Cement, slag"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","Cement, sulphate resistant"
"સિમેન્ટ, સુપર સલ્ફેટેડ","Cement, super sulphated"
"સિમેન્ટ, સફેદ","Cement, white"
સિમેન્ટ-એગ્રિગેટ રેશિયો,Cement-aggregate ratio
સિમેન્ટ સામગ્રી,Cement content
સિમેન્ટ જેલ,Cement gel
સિમેન્ટ બંદૂક,Cement gun
સિમેન્ટ ભઠ્ઠી,Cement kiln
સિમેન્ટ પેઇન્ટ,Cement paint
સિમેન્ટ પ્લાસ્ટર,Cement plaster
સિમેન્ટ ખડક,Cement rock
સિમેન્ટ સ્લરી,Cement slurry
સિમેન્ટ સંગ્રહ,Cement storage
સિમેન્ટેશન પ્રક્રિયા,Cementation process
સેન્ટરિંગ,Centering
સેન્ટરિંગ અને શટરિંગ,Centering and shuttering
કેન્દ્રીય મિશ્રિત કોંક્રિટ,Central mixed concrete
સેન્ટ્રલ મિક્સર,Central mixer
કેન્દ્રત્યાગી ચાહક,Centrifugal fan
ચાક,Chalk
ચેમ્ફર,Chamfer
ચેમ્ફર સ્ટ્રીપ,Chamfer strip
ચેનલ બીમ,Channel beam
લાક્ષણિક લોડ,Characteristic load
લાક્ષણિકતા શક્તિ,Characteristic strength
ચાર્જ બંધ,Charge off
ચાર્જિંગ,Charging
તપાસવું,Checking
કેમિકલ બોન્ડ,Chemical bond
ચેર્નોઝેમ,Chernozem
ચેસ્ટનટ માટી,Chestnut soil
ચીમની ગટર,Chimney gutter
ચિપ બોર્ડ,Chip board
ચીપીંગ,Chipping
ચિપ્સ,Chips
ચૂટ,Chute
વર્ગ (કોંક્રિટનો),Class (of concrete)
માટી,Clay
માટી સામગ્રી,Clay content
માટીની તપેલી,Clay pan
સાફ કરો,Cleanout
સાફ કરો,Clean up
ક્લીટ,Cleat
ક્લિન્કર,Clinker
ક્લિપ,Clip
કોગ્યુલેશન,Coagulation
બરછટ એકંદર,Coarse aggregate
બરછટ દાણાવાળી માટી,Coarse grained soil
કોટ,Coat
કોફર ડેમ,Coffer dam
સંયોગ,Cohesion
કોલોઇડ,Colloid
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,Colloidal moisture equivalent ratio
કોલોઇડલ સિસ્ટમ,Colloidal system
કોલ્યુવિયલ માટી,Colluvial soil
કૉલમ,Column
કોમ્બેડ પૂર્ણાહુતિ,Combed finish
સંયુક્ત પગ,Combined footing
સંયુક્ત પાણી,Combined water
સામાન્ય રૂમ,Common room
પૂર્ણતા પ્રમાણપત્ર,Completion certificate
ઘટક ચોરસ,Component square
કોંક્રિટ,Concrete
કન્ક્રિશન,Concretion
એકીકૃત દર/સપાટ દર,Consolidated rate/flat rate
દૂષકો,Contaminants
રસોઇ alcove,Cooking alcove
મુકાબલો,Coping
કોર્બેલ,Corbel
કોર્નિસ,Cornice
કપલર,Coupler
"કપલર, ડબલ","Coupler, double"
"કપલર, પુટલોગ","Coupler, putlog"
"કપલર, સ્વીવેલ","Coupler, swivel"
અભ્યાસક્રમ,Course
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,Coursed random rubble masonry
આવરી લેવામાં આવેલ વિસ્તાર,Covered area
કમકમાટી,Creep
ક્રીપ ગુણાંક,Creep coefficient
ક્રોટોવાઇન,Crotovine
કાગડો પગ,Crow foot
નાનો ટુકડો બટકું માળખું,Crumb structure
કર્બ,Curb
વર્તમાન,Current
વળાંક પ્રતિકાર,Curve resistance
ભીનાશ પ્રૂફ કોર્સ,Damp proof course
પૂર્ણ થવાની તારીખ,Date of completion
ડેડ લોડ,Dead load
મૃત પાણી,Dead water
ડેસિબલ,Decibel
ડિફ્લોક્યુલેશન,Deflocculation
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,Degree of aeration or air space ratio
એકત્રીકરણની ડિગ્રી,Degree of aggregation
વિખેરવાની ડિગ્રી,Degree of dispersion
સંતૃપ્તિની ડિગ્રી,Degree of saturation
ઘનતા,Density
રણ પેવમેન્ટ,Desert pavement
રણની માટી,Desert soil
વિગતો,Details
વિકાસ સમયગાળો,Development period
ડી-ક્ષિતિજ,D-horizon
કર્ણ બંધન,Diagonal bond
ડાયાગ્રામ,Diagram
ડિજિટલ ડોક,Digital dock
વિભેદક પાણી દર,Differential water rate
મંદન વેન્ટિલેશન,Dilution ventilation
ડિલુવિયમ,Diluvium
ડાઇનિંગ રૂમ,Dining room
દિશા ખીંટી,Direction peg
વિક્ષેપ,Dispersion
ડિસ્ટેમ્પર,Distemper
ડોક,Dock
દરવાજો,Door
ડોર્મર,Dormer
ડોર્મર ચેક,Dormer check
ડબલ ફ્લેમિશ બોન્ડ,Double flemish bond
ડબલ લેયર,Double layer
ડોવેલ,Dowel
ચિત્ર ફલક,Drawing board
દીવાનખાનું,Drawing room
ડ્રિફ્ટ,Drift
શુષ્ક બલ્બ તાપમાન,Dry bulb temperature
ડ્રાય ડોક,Dry dock
સુકા રબર ચણતર,Dry rubber masonry
ડચ બોન્ડ,Dutch bond
વામન દિવાલ,Dwarf wall
નિવાસ એકમ,Dwelling unit
ઇવ,Eave
Eaves ગટર,Eaves gutter
આર્થિક શક્યતા,Economic feasibility
એક્ટોડાયનેમોર્ફિક માટી,Ectodynamorphic soil
એડી,Eddy
અસરકારક કદ,Effective size
પુષ્પવૃત્તિ,Efflorescence
એફ્લુઅન્ટ,Effluent
એલિવેશન,Elevation
એલુવિએશન,Eluviation
એલ્યુવિયમ,Eluvium
એન્ડોડાયનેમોર્ફિક માટી,Endodynamorphic soil
એન્જિનિયરિંગની શક્યતા,Engineering feasibility
અંગ્રેજી બોન્ડ,English bond
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,English garden wall bond
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;","E.P.M. (equivalent per million),"""
સમકક્ષ વજન,Equivalent weight
અર્ગ,Erg
વિનિમયક્ષમ,Exchangeable
વિનિમયક્ષમ એસિડિટી,Exchangeable acidity
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),Exchangeable sodium percentage (ESP)
ઇ.એસ.પી.,E. S P.
એક્સચેન્જ એસિડિટી,Exchange acidity
વિનિમય સંકુલ,Exchange complex
એક્ઝોસ્ટ,Exhaust
ખુલ્લી પૂર્ણાહુતિ,Exposed finish
આંખ,Eye
આંખ ભ્રમર,Eye brow
સામનો કરવો,Facing
બોન્ડનો સામનો કરવો,Facing bond
સલામતીનું પરિબળ,Factor of safety
પડવું,Fall
ફેસિયા,Facia
ફેસિયા બોર્ડ,Facia board
દોષ,Fault
ક્ષેત્રની ભેજ,Field moisture
અંતિમ ભેજ સમકક્ષ,Final moisture equivalent
ફિલેટ (મોર્ટારનું),Fillet (of mortar)
અંતિમ,Finial
અંતિમ માપન,Final measurement
અંતિમ ચુકવણીq,Final paymentq
અંતિમ પૂર્વ તણાવ,Final pre stress
અંતિમ તાણ,Final tension
નાણાકીય શક્યતા,Financial feasibility
ફાઇન એકંદર,Fine aggregate
ફિસર્ડ ખડક,Fissured rock
ધ્વજ પથ્થર,Flag stone
ફ્લેમિશ બોન્ડ,Flemish bond
ફ્લેશિંગ,Flashing
ચમકદાર પ્રવાહ,Flashy stream
સપાટ છત,Flat roof
ફ્લેચે,Fleche
ફ્લેમિશ ગાર્ડન વોલ બોન્ડ,Flemish garden wall bond
ચકમક,Flint
ફ્લિન્ટ દિવાલ,Flint wall
ફ્લોટિંગ ફ્લોર,Floating floor
ફ્લોક્યુલેશન,Flocculation
ફ્લોક્યુલેશન મર્યાદા,Flocculation limit
ફ્લોક્યુલેશન રેશિયો,Flocculation ratio
ફ્લોક્યુલ્સ,Floccules
ફ્લોર,Floor
ફ્લોર સીલ,Floor seal
પ્રવાહ,Flow
વધઘટ,Fluctuation
ફૂટિંગ,Footing
ફાઉન્ડેશન,Foundation
ફ્રી ફોલ બેરો ટોપિંગ મિક્સર,Free fall barrow topping mixer
ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર),Free fall mixer (drum type)
મફત પથ્થર,Free stone
ફ્રેશેટ,Freshet
ઘર્ષણ ખૂંટો,Friction pile
દેડકા,Frog
ગેબલ,Gable
ગેબલેટ,Gablet
ગેમ્બ્રેલ છત,Gambrel roof
ગેજ,Gauge
માપન વિભાગ,Gauging section
ગેજિંગ સ્ટેશન,Gauging station
સામાન્ય સ્થાન યોજના,General location plan
સામાન્ય વેન્ટિલેશન,General ventilation
G ક્ષિતિજ અથવા gley ક્ષિતિજ,G horizon or gley horizon
સુધી હિમનદી,Glacial till
જીનીસ,Gneiss
માલ યાર્ડ,Goods yard
ઢાળ પ્રતિકાર,Gradient resistance
ગ્રેનાઈટ,Granite
દાણાદાર માળખું,Granular structure
દાણાદાર,Granulation
ગ્રાન્યુલ,Granule
ગુરુત્વાકર્ષણ મુક્ત પાણી,Gravitational water free water
ગુરુત્વાકર્ષણ યાર્ડ,Gravitational yard
ગ્રેટ માટી જૂથ,Great soil group
ગ્રિલેજ ફાઉન્ડેશન,Grillage foundation
ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ,Ground hand moulding
જૂથબદ્ધ ડોક,Grouped dock
ગ્રુપ હાઉસિંગ,Group housing
અતિથિ ખંડ,Guest room
ગટર,Gutter
ગટર ધારક,Gutter bearer
ગટર ચેક,Gutter check
હેમર ડ્રેસિંગ,Hammer dressing
હાર્બર,Harbour
આશ્રય બંદર,Harbour of refuge
સખત તપેલી,Hard pan
હેડર,Header
હેડર બોન્ડ,Header bond
હેડર કોર્સ,Header course
હેડ ગેટ સ્ટ્રક્ચર,Head gate structure
કેનાલના વડા,Head of canal
હેડ રેગ્યુલેટર,Head regulator
હેરિંગ બોન બોન્ડ,Herring bone bond
હાર્ટીંગ,Hearting
ભીનાશની ગરમી,Heat of wetting
ઉચ્ચ એલ્યુમિના સિમેન્ટ,High alumina cement
હિપ,Hip
હિપ કેપિંગ,Hip capping
હિપ્ડ એન્ડ,Hipped end
હૂડ,Hood
હૂડ મોલ્ડિંગ,Hood moulding
હૂકનો કાયદો,Hook's law
હૂપ આયર્ન,Hoop iron
ક્ષિતિજ,Horizon
ભેજીકરણ,Humidification
"ભેજ, સંપૂર્ણ","Humidity, absolute"
"ભેજ, સંબંધિત","Humidity, relative"
હમ્પ યાર્ડ,Hump yard
હાઇડ્રોલિક દબાણ,Hydraulic pressure
હાઇડ્રેશન,Hydration
હાઇડ્રોલિસિસ,Hydrolysis
હાઇડ્રોલિટીક એસિડિટી,Hydrolytic acidity
હાઇડ્રોમોર્ફિક માટી,Hydromorphic soil
હાઇડ્રોફિલિક કોલોઇડ,Hydrophilic colloid
હાઇડ્રોફોબિક કોલોઇડ,Hydrophobic colloid
હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર,Hydrostatic pressure ratio
હાઇગ્રોસ્કેપ્ટિક ગુણાંક,Hygroscaptic coefficient
હાઇગ્રોસ્કોપિક ભેજ,Hygroscopic moisture
હાઇડ્રોસ્કોપીસીટી,Hydroscopicity
હાઇગ્રોસ્કોપિક ભેજ,Hygroscopic moisture
હાયપરબેરિક ચેમ્બર,Hyperbaric chamber
હાઇપરસ્ટેટિક ફ્રેમ,Hyperstatic frame
હાઇપ્સોમીટર,Hypsometer
રોશની,Illumination
એમ્બિબેશન ભેજ,Imbibation moisture
અપરિપક્વ માટી,Immature soil
જપ્ત કરાયેલ ડોક,Impounded dock
જમીનની આવકમાં વધારો,Increment of land revenue
સ્વતંત્ર પાલખ,Independent scaffold
ઈન્ડ્યુરેટેડ,Indurated
પ્રારંભિક prestress,Initial prestress
પ્રારંભિક તણાવ,Initial tension
આંતરદેશીય જળમાર્ગ બંદર,Inland waterway port
ઇન્સ્યુલેટીંગ બોર્ડ,Insulating board
મધ્યવર્તી બંદર,Intermediate port
આંતરિક ઘર્ષણ,Internal friction
ઇન્ટ્રાઝોનલ માટી,Intrazonal soil
આયન,Ion
આયન વિનિમય,Ion exchange
લોખંડની તપેલી,Iron pan
સિંચાઈવાળી જમીન,Irrigated land
સિંચાઈ,Irrigation
સિંચાઈ ઉપકર,Irrigation cess
જાંબ,Jamb
જોગલ,Joggle
જોગલ પિન,Joggle pin
જૌલ,Joule
જમ્પર,Jumper
કિલોગ્રામ,Kilogram
કિલોગ્રામ બળ,Kilogram force
કિલોગ્રામ ફોર્સ મીટર,Kilogram force meter
કિલોવોટ કલાક,Kilowatt hour
રાજા બંધ,King closure
રસોડું,Kitchen
લેસ્ડ કૉલમ,Laced column
લેગીંગ,Lagging
લેમેલા મૂળ,Lamella root
લેમિનર પ્રવાહ,Laminar flow
દીવો છિદ્ર,Lamp hole
જમીન સંવર્ધન,Land accretion
લેન્ડ સ્લાઇડિંગ,Land sliding
લેટેરાઇટ,Laterite
લેટેરાઇટ માટી,Laterite soil
મોટી સંખ્યાનો કાયદો,Law of large numbers
લેઆઉટ યોજના,Layout plan
ખાતાવહી,Ledger
ચૂનો પાન,Lime pan
લિંટેલ,Lintel
પ્રવાહી મર્યાદા,Liquid limit
લાઈવ લોડ,Live load
લોમ,Loam
સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન,Local exhaust ventilation
લોકો યાર્ડ,Loco yard
લોસ,Loess
ઓછી પ્લાસ્ટિક મર્યાદા,Lower plastic limit
ઓછી ગરમી સિમેન્ટ,Low heat cement
મશીન મોલ્ડિંગ,Machine moulding
મેક્રોસ્ટ્રક્ચર,Macrostructure
મુખ્ય હેડ રેગ્યુલેટર,Main head regulator
મુખ્ય બંદર,Main port
મેકઅપ એર,Makeup air
મૅનસાર્ડ,Mansard
માર્શલિંગ યાર્ડ,Marshalling yard
ચણતર,Masonry
પરિપક્વતા તાપમાન,Maturing temperature
મેઝેનાઇન ફ્લોર,Mezzanine floor
યાંત્રિક વિશ્લેષણ,Mechanical analysis
યાંત્રિક વેન્ટિલેશન,Mechanical ventilation
મેટ્રિક સિસ્ટમ,Metric system
માઇક્રોસ્ટ્રક્ચર,Microstructure
મિલી સમકક્ષ,Milli equivalent
મિલી સમકક્ષ પ્રતિ લિટર,Milli equivalent per litre
ખનિજ,Mineral
ખનિજ માટી,Mineral soil
નાના બંદર,Minor port
Mitred બંધ,Mitred closure
મોબાઇલ સોઇલ કોલોઇડ,Mobile soil colloid
ભેજનું પ્રમાણ,Moisture content
ભેજ ઢાળ,Moisture gradient
મોનોલિથ,Monolith
મોનોરેલ,Monorail
નેશનલ હાર્બર કાઉન્સિલ,National harbour council
કુદરતી પથારી,Natural bed
કુદરતી પૂર્ણાહુતિ,Natural finish
કુદરતી બંદર,Natural harbour
કુદરતી વેન્ટિલેશન,Natural ventilation
નેવલ બંદર,Naval harbour
ન્યુટન,Newton
બિન-સમાન પ્રવાહ,Non uniform flow
પાણીનો દર રોકે છે,Occupies water rate
ઓઇલ પેઇન્ટ,Oil paint
તેલનો કૂવો સિમેન્ટ,Oil well cement
ચેનલ ફ્લો ખોલો,Open channel flow
મહત્તમ ભેજ,Optimum moisture
ઓર્ગેનિક માટી,Organic soil
ઓરિએન્ટેશન,Orientation
ઓર્થોગોનલ,Orthogonal
ઓર્ટસ્ટેઇન,Ortstein
બાહ્ય સંકેત,Outer signal
ઓક્સિડેશન,Oxidation
પેન્ટ્રી,Pantry
પેરાપેટ,Parapet
પેરાપેટ દિવાલ,Parapet wall
પિતૃ સામગ્રી,Parent material
પેબલ કાસ્ટ પ્લાસ્ટર,Pebble cast plaster
પેડલફર,Pedalfer
પેડોકલ,Pedocal
પેડોજેનેસિસ,Pedogenesis
પેડોલોજી,Pedology
પીડોસ્ફિયર,Pedosphere
પેનેટ્રોમીટર,Penetrometer
પેન્ટ છત,Pent roof
પેપ્ટાઇઝિંગ એજન્ટ,Peptizing agent
વિશ્લેષણનો સમયગાળો,Period of analysis
પેપેન્ડ,Perpend
શોષણ,Persorption
પિયર,Pier
પિલાસ્ટર,Pilaster
પીચ,Pitch
ખાડાવાળી છત,Pitched roof
સાદો કોંક્રિટ,Plain concrete
પ્લેન કોણ,Plane angle
સાદો યાર્ડ,Plain yard
પ્લાન્સોલ,Plansol
પ્લાસ્ટિક સુસંગતતા,Plastic consistency
પ્લાસ્ટીસીટી,Plasticity
પ્લાસ્ટિસિટી ઇન્ડેક્સ,Plasticity index
પ્લાસ્ટિસિટી મર્યાદા,Plasticity limit
પ્લાસ્ટિસિટી શ્રેણી,Plasticity range
પ્લેટી માળખું,Platy structure
પ્લિન્થ,Plinth
ખેડાણની માટી,Plough soil
આલુ પથ્થર,Plum stone
પોડઝોલ,Podzole
નિર્દેશ,Pointing
બહુકોણીય દિવાલ,Polygonal wall
છિદ્ર જગ્યા,Pore space
બંદર,Port
હકારાત્મક વેન્ટિલેશન,Positive ventilation
પ્રેરી માટી,Prairie soil
ચોકસાઇ,Precision
પ્રાથમિક કણ,Primary particle
પ્રિઝમેટિક માળખું,Prismatic structure
ઉત્પાદક કાર્ય,Productive work
પ્રોજેક્ટનું સમર્થન,Project justification
રક્ષણાત્મક કાર્ય,Protective work
સ્યુડો-માયસેલિયમ,Pseudo-mycelium
ખાબોચિયું,Puddle
પગીંગ,Pugging
પ્યુમિસ,Pumice
પંચોન,Puncheon
કઠપૂતળી,Puppet
પુટલોગ,Putlog
પુટલોગ સ્કેફોલ્ડ,Putlog scaffold
જથ્થો સર્વેયર,Quantity surveyor
ખાણનો રસ,Quarry sap
ક્વે,Quay
રાણી બંધ,Queen closure
ક્વોઈન,Quoin
રાફ્ટ ફાઉન્ડેશન,Raft foundation
રેકર,Raker
રેકિંગ,Raking
રેકિંગ બોન્ડ,Raking bond
Raking ફ્લેશિંગ,Raking flashing
ઝડપથી બદલાતો પ્રવાહ,Rapidly varying flow
વસૂલપાત્ર ચુકવણી,Recoverable payment
લાલ પૃથ્વી,Red earth
લાલ લોમ,Red loam
રેગ્યુલેટર,Regulator
રેગુર અથવા કાળી કપાસની માટી,Regur or black cotton soil
ચુકવણી કરાર,Repayment contract
શેષ સંકોચન,Residual shrinkage
શેષ માટી,Residual soil
ઉઘાડી,Reveal
પીન જણાવો,Reveal pin
ટાઈ જાહેર કરો,Reveal tie
રિજ,Ridge
રિજ કેપિંગ,Ridge capping
નદી,River
રોડ સ્ટેડ,Road stead
રફ પ્લાસ્ટર,Rough plaster
રોડાં,Rubble
રોડાં ચણતર,Rubble masonry
રોડાંની દિવાલ,Rubble walling
ચાલી રહેલ માપન,Running measurement
સલામત બેરિંગ ક્ષમતા,Safe bearing capacity
મીઠું ગ્લેઝ,Salt glaze
નમૂનાનું કદ,Sample size
નમૂના વિતરણ,Sampling distribution
સેમ્પલિંગ ભૂલ,Sampling error
રેતી,Sand
રેતી પૂર્ણાહુતિ,Sand finish
રેતી હાથ મોલ્ડિંગ,Sand hand moulding
સેન્ડિંગ,Sanding
સંતૃપ્ત માટી,Saturated soil
સંતૃપ્ત માટી પેસ્ટ,Saturated soil paste
સંતૃપ્તિ અર્ક,Saturation extract
સંતૃપ્તિ ટકાવારી,Saturation percentage
રકાબી ગુંબજ,Saucer dome
પાલખ,Scaffold
શિસ્ટ,Schist
સમુદ્ર બંદર,Sea port
ગુપ્ત ગટર,Secret gutter
બીજું,Second
સેડિમેન્ટેશન વિશ્લેષણ,Sedimentation analysis
અર્ધ-કૃત્રિમ બંદર,Semi-artificial harbour
અર્ધ ભરતી ડોક,Semi tidal dock
સેનાઇલ,Senile
શેલ,Shale
શીટનો ખૂંટો,Sheet pile
સંકોચન મર્યાદા,Shrinkage limit
શટરીંગ,Shuttering
સિઆલિટિક માટી,Siallitic soil
સિરોઝેમ,Sierozem
