Punjabi,Tamil
ਬੈਕ ਡਰਾਫਟ ਡੈਂਪਰ,பின் வரைவு damper
ਬੈਕ ਡਰੇਨ,பின் வடிகால்
ਬੈਕ ਡਰਾਪ,பின் துளி
ਵਾਪਸ ਭਰੋ,பின் நிரப்பவும்
ਬੈਕ ਫਿਲਲੇਟ,பின் ஃபில்லட்
ਬੈਕ ਫਲੈਪ ਹਿੰਗ,பின் மடல் கீல்
ਵਾਪਸ ਵਹਾਅ ਕੁਨੈਕਸ਼ਨ,பின் ஓட்ட இணைப்பு
ਬੈਕ ਵਹਾਅ ਰੋਕਣ ਵਾਲਾ,பின் ஓட்டம் தடுப்பான்
ਬੈਕ ਗੇਜ,பின் அளவுகோல்
ਪਿਛਲਾ ਗਟਰ,பின்புற சாக்கடை
ਪਿਛਲਾ ਚੁੱਲ੍ਹਾ,பின் அடுப்பு
ਬੈਕਿੰਗ,ஆதரவு
ਬੈਕਿੰਗ ਬੋਰਡ,பேக்கிங் போர்டு
ਪਿੱਠ ਦਾ ਦਬਾਅ,பின் அழுத்தம்
ਬੈਕ ਪ੍ਰੋਪ,பின் முட்டு
ਪਿੱਛੇ ਦੀ ਨਜ਼ਰ,பின் பார்வை
ਵਾਪਸ ਪਾਣੀ,பின் நீர்
ਘਬਰਾਹਟ,குழப்பம்
ਬੈਗਵਰਕ,பை வேலை
ਬੈਲਸਟ,பேலாஸ்ட்
ਬਾਲ ਮਿੱਟੀ,பந்து களிமண்
ਬਾਲ ਕੋਨ ਕਲੈਂਪ,பந்து கூம்பு கவ்வி
ਕੰਡਿਆਲੀ ਤਾਰ,முள்வேலி
ਬਾਰ ਕੁੱਤਾ,பார் நாய்
ਬਾਰਜ ਬੋਰਡ,விசைப்படகு பலகை
ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ,பேரியம் சல்பேட் சோதனை
ਬੈਰਾਜ,சரமாரி
ਬੈਰੇਟ,பாரெட்
ਅਧਾਰ,அடித்தளம்
ਬੇਸ ਐਕਸਚੇਂਜ,அடிப்படை பரிமாற்றம்
ਬੇਸ ਲਾਈਨ,அடிப்படை வரி
ਬੇਸਮੈਂਟ,அடித்தளம்
ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ,அடித்தள சுவர்
ਬੇਸ ਪਲੇਟ,அடித்தட்டு
"ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ","அடிப்படை தட்டு, சரிசெய்யக்கூடியது"
ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ,அடிப்படை செறிவு
ਬੇਸੌਇਡ,பாசாய்டு
ਬੱਲਾ,வௌவால்
ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ,பாத் மற்றும் WC
ਬੈਟਰ ਪੈਗ,இடி ஆப்பு
ਬੈਟਰ ਪੀਅਰ,பேட்டர் பையர்
ਬੈਟਰ ਨਿਯਮ,பேட்டர் விதி
ਬਾਲਕ (ਬਾਲਕ),பால்க் (பால்க்)
ਬੇ,விரிகுடா
ਧਾਰਕ,தாங்குபவர்
ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,தாங்கும் திறன்
ਬੇਅਰਿੰਗ ਪਾਇਲ,தாங்கும் பைல்
ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ,தாங்கி அடுக்கு
ਬਿਸਤਰਾ,படுக்கை
ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼,படுக்கை விமானம்
ਬਿਸਤਰਾ ਜੋੜ,படுக்கை கூட்டு
ਬੈੱਡ ਰੌਕ,படுக்கை பாறை
ਬੈੱਡ ਰੂਮ,படுக்கை அறை
ਮੋਮ,தேன் மெழுகு
ਘੰਟੀ ਬਾਕਸ,மணி பெட்டி
ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ,பெல்லிங் வாளி
ਬੇਲੋਫ੍ਰਾਮ,பெல்லோஃப்ராம்
ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ,பெஞ்ச் அடித்தளம்
ਬੈਂਚਿੰਗ,பெஞ்சிங்
ਬੇਂਚਮਾਰਕ,பெஞ்ச் மார்க்
ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,நன்மை செலவு பகுப்பாய்வு
ਬਰਮ,பெர்ம்
Bevelled ਬੰਦ,வளைந்த மூடல்
"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-","பி-ஹரைசன்,&quot;பி-"
ਬਾਇਟ,பயாட்
ਬਿੰਦਰ,பைண்டர்
ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ,பிணைப்பு பொருள்
ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ,பயோட்டின் கோட்பாடு
ਬਿਟੂਮਨ,பிடுமின்
ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,கருப்பு பருத்தி மண்
ਕਾਲੀ ਧਰਤੀ,கருப்பு பூமி
ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ,கருப்பு தரை மண்
ਬਲੇਡ,கத்தி
ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ,ஊது உலை கசடு சிமெண்ட்
ਬਲਾਕੀ ਬਣਤਰ,தடுப்பு அமைப்பு
ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ,போகி எதிர்ப்பு
ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ,போக்-இரும்பு தாது
ਬਾਂਡ,பத்திரம்
ਬੰਧੂਆ ਮੈਂਬਰ,பிணைக்கப்பட்ட உறுப்பினர்
ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ,பிணைக்கப்பட்ட பிந்தைய பதற்றம்
ਬੰਧਨ ਪੱਥਰ,பத்திர கல்
ਬੰਨ੍ਹ ਪਾਣੀ,கட்டுப்பட்ட நீர்
ਬਾਕਸ ਗਟਰ,பெட்டி சாக்கடை
ਬ੍ਰੇਸ,பிரேஸ்
ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ,விளிம்பில் செங்கல்
ਲਗਾਮ,கடிவாளம்
ਚਮਕ,பிரகாசம்
ਭੂਰੀ ਮਿੱਟੀ,பழுப்பு மண்
ਬਿਲਡਿੰਗ,கட்டிடம்
ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ,கட்டிட சர்வேயர்
ਬਫਰ,தாங்கல்
ਬਫਰ ਕਰਵ,தாங்கல் வளைவு
ਬਫਰਿੰਗ,தாங்கல்
ਬਫਰਿੰਗ ਸਮਰੱਥਾ,தாங்கல் திறன்
ਬੰਦਰ,பண்டர்
ਬਟਰਸ,பட்டர்ஸ்
ਸੀ-ਹੋਰੀਜ਼ਨ,சி-அடிவானம்
ਕੇਬਲ,கேபிள்
ਕੇਬਲ ਮੋਲਡਿੰਗ,கேபிள் மோல்டிங்
ਕੇਬਲਿੰਗ,கேபிளிங்
ਕੈਬਿਨ,அறை
ਕੈਬਿਨ ਹੁੱਕ,கேபின் ஹூக்
ਕੈਬਨਿਟ,மந்திரி சபை
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,கபோல்ட் வெளியேறினார்
ਕੈਫੇਟੇਰੀਆ,சிற்றுண்டியகம்
ਪਿੰਜਰਾ,கூண்டு
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,கூண்டு கட்டுமானம்
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,கெய்னின் சூத்திரம்
ਕੈਸਨ,கெய்சன்
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,கெய்சன் நோய்
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,கெய்சன் அடித்தளம்
ਕੈਸਨ ਢੇਰ,கெய்சன் குவியல்
ਕੈਲੇਰੀਅਸ ਇੱਟ,சுண்ணாம்பு செங்கல்
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,சுண்ணாம்பு களிமண்
ਛਾਲੇਦਾਰ ਛਾਲੇ,சுண்ணாம்பு மேலோடு
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,கால்சிஃபிகேஷன்
ਕੈਲਸੀਨੇਸ਼ਨ,கால்சினேஷன்
ਕੈਲਸੀਨ,கால்சின்
ਕੈਲਸਾਈਟ,கால்சைட்
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,கால்சியம்-அலுமினேட் சிமெண்ட்
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,கால்சியம்-சிலிகேட் செங்கல்
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,கால்சியம்-சிலிகேட் ஹைட்ரேட்
ਕੈਲੀਚੇ,கலிச்சே
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,கலிபோர்னியா தாங்கி விகிதம்
ਕੈਲੀਪਰ,காலிபர்
ਕੈਲੋਰੀਮੀਟਰ,கலோரிமீட்டர்
ਕੈਮਬਰ,கேம்பர்
ਨਹਿਰ,கால்வாய்
ਕੈਨੋਪੀ,விதானம்
Cantilever ਪੈਰ,கான்டிலீவர் அடிவாரம்
ਕੈਪ,தொப்பி
ਸਮਰੱਥਾ,திறன்
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,ஆயில் பாதையின் திறன்
ਕੈਪ ਕੇਬਲ,தொப்பி கேபிள்
ਕੈਪੀਲੇਰਿਟੀ,கேபிலரிட்டி
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,தந்துகி முறிவு
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,தந்துகி ஓட்டம்
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,தந்துகி துளை இடம்
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,கேபிலரி போரோசிட்டி
ਕੇਸ਼ੀਲ ਸਪੇਸ,தந்துகி வெளி
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,பிடிப்பு வேகம்
ਕਾਰਬਨੇਸ਼ਨ,கார்பனேற்றம்
ਕਾਰਬਨ ਕਾਲਾ,கார்பன் கருப்பு
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,காஸ்ட்பிள் பயனற்ற
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,காஸ்ட்-இன்-பிளேஸ் பைல்
ਕੈਸਟਰ,ஆமணக்கு
ਪੱਥਰ ਸੁੱਟੋ,வார்ப்பு கல்
ਉਤਪ੍ਰੇਰਕ,வினையூக்கி
ਕੈਟੇਨਾ,கேட்டனா
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,பூனை முகம்
ਬਿੱਲੀ ਦਾ ਸਿਰ,பூனை தலை
ਕੈਸ਼ਨ,கேஷன்
ਬਿੱਲੀ ਵਾਕ,பூனை நடை
Cavitation ਨੁਕਸਾਨ,குழிவுறுதல் சேதம்
ਸੇਲੀਟ,செலைட்
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,செல்லுலார் கான்கிரீட்
ਸੈਲੂਲਰ ਉਸਾਰੀ,செல்லுலார் கட்டுமானம்
ਸੀਮਿੰਟ,சிமெண்ட்
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ","சிமெண்ட், பிட்மினஸ்"
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ","சிமெண்ட், அதிக வலிமை"
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ","சிமெண்ட், ஹைட்ராலிக்"
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ","சிமெண்ட், குறைந்த வெப்பம்"
"ਸੀਮਿੰਟ, ਚਿਣਾਈ","சிமெண்ட், கொத்து"
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ","சிமெண்ட், இயற்கை"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ","சிமெண்ட், போர்ட்லேண்ட்"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"ਸੀਮਿੰਟ, ਸਲੈਗ","சிமெண்ட், கசடு"
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ","சிமெண்ட், சூப்பர் சல்பேட்"
"ਸੀਮਿੰਟ, ਚਿੱਟਾ","சிமெண்ட், வெள்ளை"
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,சிமெண்ட்-மொத்த விகிதம்
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,சிமெண்ட் உள்ளடக்கம்
ਸੀਮਿੰਟ ਜੈੱਲ,சிமெண்ட் ஜெல்
ਸੀਮਿੰਟ ਬੰਦੂਕ,சிமெண்ட் துப்பாக்கி
ਸੀਮਿੰਟ ਭੱਠਾ,சிமெண்ட் சூளை
ਸੀਮਿੰਟ ਪੇਂਟ,சிமெண்ட் பெயிண்ட்
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,சிமெண்ட் பூச்சு
ਸੀਮਿੰਟ ਚੱਟਾਨ,சிமெண்ட் பாறை
ਸੀਮਿੰਟ ਸਲਰੀ,சிமெண்ட் குழம்பு
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,சிமெண்ட் சேமிப்பு
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,சிமெண்டேஷன் செயல்முறை
ਸੈਂਟਰਿੰਗ,மையப்படுத்துதல்
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,மையப்படுத்துதல் மற்றும் மூடுதல்
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,மத்திய கலப்பு கான்கிரீட்
ਕੇਂਦਰੀ ਮਿਕਸਰ,மத்திய கலவை
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,மையவிலக்கு விசிறி
ਚਾਕ,சுண்ணாம்பு
ਚੈਂਫਰ,சேம்ஃபர்
ਚੈਂਫਰ ਪੱਟੀ,சேம்பர் துண்டு
ਚੈਨਲ ਬੀਮ,சேனல் கற்றை
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,சிறப்பியல்பு சுமை
ਗੁਣ ਸ਼ਕਤੀ,பண்பு வலிமை
ਚਾਰਜ ਬੰਦ,சார்ஜ் ஆஃப்
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,சார்ஜ் செய்கிறது
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,சரிபார்க்கிறது
ਰਸਾਇਣਕ ਬੰਧਨ,இரசாயன பிணைப்பு
ਚੇਰਨੋਜ਼ਮ,செர்னோசெம்
ਚੈਸਟਨਟ ਮਿੱਟੀ,கஷ்கொட்டை மண்
ਚਿਮਨੀ ਗਟਰ,புகைபோக்கி சாக்கடை
ਚਿੱਪ ਬੋਰਡ,சிப் போர்டு
ਚਿੱਪਿੰਗ,சிப்பிங்
ਚਿਪਸ,சீவல்கள்
ਚੂਤ,சரிவு
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),வகுப்பு (கான்கிரீட்)
ਮਿੱਟੀ,களிமண்
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,களிமண் உள்ளடக்கம்
ਮਿੱਟੀ ਦਾ ਪੈਨ,களிமண் பான்
ਸਫਾਈ,சுத்தம் செய்
ਸਾਫ਼ ਕਰੋ,சுத்தம் செய்
ਕਲੀਟ,கிளீட்
ਕਲਿੰਕਰ,கிளிங்கர்
ਕਲਿਪ,கிளிப்
ਜੰਮਣਾ,உறைதல்
ਮੋਟਾ ਕੁੱਲ,கரடுமுரடான மொத்த
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,கரடுமுரடான தானிய மண்
ਕੋਟ,கோட்
ਕੋਫਰ ਡੈਮ,காஃபர் அணை
ਤਾਲਮੇਲ,ஒருங்கிணைப்பு
ਕੋਲਾਇਡ,கொலாய்டு
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,கூழ் ஈரப்பதம் சமமான விகிதம்
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,கூழ் அமைப்பு
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,கொலுவல் மண்
ਕਾਲਮ,நெடுவரிசை
ਕੰਬਡ ਮੁਕੰਮਲ,சீப்பு பூச்சு
ਸੰਯੁਕਤ ਪੈਰ,இணைந்த அடி
ਸੰਯੁਕਤ ਪਾਣੀ,ஒருங்கிணைந்த நீர்
ਸਾਂਝਾ ਕਮਰਾ,பொதுவான அறை
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,நிறைவு சான்றிதழ்
ਕੰਪੋਨੈਂਟ ਵਰਗ,கூறு சதுரம்
ਕੰਕਰੀਟ,கான்கிரீட்
ਕੰਕਰੀਸ਼ਨ,கான்கிரீட்
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
ਗੰਦਗੀ,அசுத்தங்கள்
ਐਲਕੋਵ ਪਕਾਉਣਾ,அல்கோவ் சமையல்
ਮੁਕਾਬਲਾ ਕਰਨਾ,சமாளிப்பது
ਕੋਰਬੇਲ,கோர்பெல்
ਕਾਰਨੀਸ,கார்னிஸ்
ਕਪਲਰ,இணைப்பான்
"ਕਪਲਰ, ਡਬਲ","கப்லர், இரட்டை"
"ਕਪਲਰ, ਪੁਟਲੌਗ","கப்லர், புட்லாக்"
"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ","இணைப்பு, சுழல்"
ਕੋਰਸ,பாடநெறி
ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ,சீரற்ற இடிந்த கொத்து
ਕਵਰ ਕੀਤਾ ਖੇਤਰ,மூடப்பட்ட பகுதி
ਕ੍ਰੀਪ,தவழும்
ਕ੍ਰੀਪ ਗੁਣਾਂਕ,க்ரீப் குணகம்
ਕਰੋਟੋਵਾਈਨ,குரோடோவின்
ਕਾਂ ਦੇ ਪੈਰ,காக்கை கால்
ਟੁਕੜਾ ਬਣਤਰ,நொறுக்குத் தீனி அமைப்பு
ਕਰਬ,கட்டுப்படுத்து
ਵਰਤਮਾਨ,தற்போதைய
ਕਰਵ ਪ੍ਰਤੀਰੋਧ,வளைவு எதிர்ப்பு
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,ஈரப்பதம் இல்லாத பாடநெறி
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,நிறைவு தேதி
ਡੈੱਡ ਲੋਡ,நிலைச்சுமை
ਮਰੇ ਹੋਏ ਪਾਣੀ,இறந்த நீர்
ਡੈਸੀਬਲ,டெசிபல்
Deflocculation,டிஃப்ளோகுலேஷன்
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,திரட்டல் பட்டம்
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,சிதறல் பட்டம்
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,செறிவூட்டல் பட்டம்
ਘਣਤਾ,அடர்த்தி
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,பாலைவன நடைபாதை
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,பாலைவன மண்
ਵੇਰਵੇ,விவரங்கள்
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,வளர்ச்சி காலம்
ਡੀ-ਹੋਰੀਜ਼ਨ,டி-அடிவானம்
ਵਿਕਰਣ ਬੰਧਨ,மூலைவிட்ட பிணைப்பு
ਚਿੱਤਰ,வரைபடம்
ਡਿਜੀਟਲ ਡੌਕ,டிஜிட்டல் டாக்
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,வேறுபட்ட நீர் விகிதம்
ਪਤਲਾ ਹਵਾਦਾਰੀ,நீர்த்த காற்றோட்டம்
ਡਾਇਲੁਵੀਅਮ,டிலுவியம்
ਭੋਜਨ ਕਕਸ਼,சாப்பிடும் அல்லது உணவருந்தும் அறை
ਦਿਸ਼ਾ ਪੈਗ,திசை ஆப்பு
ਫੈਲਾਅ,சிதறல்
ਡਿਸਟੈਂਪਰ,டிஸ்டெம்பர்
ਡੌਕ,கப்பல்துறை
ਦਰਵਾਜ਼ਾ,கதவு
ਡੋਰਮਰ,டார்மர்
ਡੋਰਮਰ ਜਾਂਚ,டார்மர் சோதனை
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,இரட்டை சதை பிணைப்பு
ਡਬਲ ਪਰਤ,இரட்டை அடுக்கு
ਡੌਲ,டோவல்
ਡਰਾਇੰਗ ਬੋਰਡ,வரைதல் பலகை
ਡਰਾਇੰਗ ਰੂਮ,வரைதல் அறை
ਵਹਿਣਾ,சறுக்கல்
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,உலர் குமிழ் வெப்பநிலை
ਸੁੱਕੀ ਡੌਕ,உலர் கப்பல்துறை
ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ,உலர் ரப்பர் கொத்து
ਡੱਚ ਬਾਂਡ,டச்சு பத்திரம்
ਬੌਣੀ ਕੰਧ,குள்ள சுவர்
ਨਿਵਾਸ ਯੂਨਿਟ,குடியிருப்பு அலகு
ਈਵ,ஈவ்
ਈਵਸ ਗਟਰ,ஈவ்ஸ் சாக்கடை
ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ,பொருளாதார சாத்தியம்
ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,எக்டோடைனமார்பிக் மண்
ਐਡੀ,எட்டி
ਪ੍ਰਭਾਵੀ ਆਕਾਰ,பயனுள்ள அளவு
ਪ੍ਰਫੁੱਲਤ,மலர்ச்சி
ਪ੍ਰਵਾਹ,கழிவுநீர்
ਉਚਾਈ,உயரம்
ਐਲੂਵੀਏਸ਼ਨ,எலுவியேஷன்
ਐਲੂਵਿਅਮ,எலுவியம்
ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,எண்டோடைனமார்பிக் மண்
ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ,பொறியியல் சாத்தியம்
ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ,ஆங்கில பத்திரம்
ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ,ஆங்கில தோட்ட சுவர் பத்திரம்
"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
ਬਰਾਬਰ ਭਾਰ,சமமான எடை
ਅਰਗ,எ.கா
ਵਟਾਂਦਰੇਯੋਗ,மாற்றத்தக்கது
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,மாற்றக்கூடிய அமிலத்தன்மை
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
ਈ.ਐੱਸ.ਪੀ.,ஈ.எஸ்.பி.
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,பரிமாற்ற அமிலத்தன்மை
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,பரிமாற்ற வளாகம்
ਨਿਕਾਸ,வெளியேற்ற
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,வெளிப்பட்ட பூச்சு
ਆਈ,கண்
ਅੱਖ ਦਾ ਭਾਂਡਾ,கண் புருவம்
ਸਾਹਮਣਾ ਕਰਨਾ,எதிர்கொள்ளும்
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,எதிர்கொள்ளும் பிணைப்பு
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,பாதுகாப்பு காரணி
ਗਿਰਾਵਟ,வீழ்ச்சி
