Bengali,Punjabi
কৌণিক কম্পাংক,ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ
"anion, anion","anion, anion"
অ্যানিলিং তাপমাত্রা,ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ
অ্যানোড,ਐਨੋਡ
অ্যানোড পরিবর্ধক,ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ
anodyne,anodyne
অ্যান্টেনা,ਐਂਟੀਨਾ
অ্যান্টেনা উপাদান,ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ
বিরোধী প্রতিফলিত আবরণ,ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ
অ্যান্টিলগইন পরিবর্ধক,ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ
অ্যান্টিরেজোন্যান্ট সার্কিট,antiresonant ਸਰਕਟ
দ্বারক যুগ,ਦੁਆਰਕ ਕਾਲ
ভার্চুয়াল শক্তি,ਵਰਚੁਅਲ ਪਾਵਰ
তারের সংযোগ,ਤਾਰ ਕੁਨੈਕਸ਼ਨ
আনুমানিক ভোল্টেজ লাভ,ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ
আর্মস্ট্রং মডুলেটর,armstrong modulator
অ্যান্টেনা অ্যারে,ਐਂਟੀਨਾ ਐਰੇ
"সাইজ রেশিও, অ্যাসপেক্ট রেশিও","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
ভাসমান সার্কিট (ফ্রি অপারেটিং সার্কিট),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ভাসমান মাল্টিভাইব্রেটর,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
অপ্রতিসম জংশন,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
অ্যাসিঙ্ক্রোনাস ক্যালকুলেটর,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
পারমাণবিক,ਪ੍ਰਮਾਣੂ
পারমাণবিক সংখ্যা,ਪਰਮਾਣੂ ਨੰਬਰ
পারমাণবিক গঠন,ਪਰਮਾਣੂ ਬਣਤਰ
অডিও পরিবর্ধক,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
অডিও পরিবর্ধক,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
অডিও ক্যাসেট,ਆਡੀਓ ਕੈਸੇਟ
অডিও সার্কিট,ਆਡੀਓ ਸਰਕਟ
শ্রবণযোগ্য ফ্রিকোয়েন্সি,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রণ,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
তুষারপাত,ਬਰਫ਼ਬਾਰੀ
গড় আবিষ্কারক,ਔਸਤ ਖੋਜੀ
অক্ষীয় মোড,ਧੁਰੀ ਮੋਡ
অক্ষীয় অনুপাত,ਧੁਰੀ ਅਨੁਪਾਤ
অ্যান্টেনা,ਐਂਟੀਨਾ
ব্যাক ইলেক্ট্রোমোটিভ ফোর্স,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
পিছনের এলাকা,ਪਿਛਲਾ ਖੇਤਰ
ব্যাক স্ক্যাটার,ਵਾਪਸ ਸਕੈਟਰ
ব্যাকগ্রাউন্ড চার্জ,ਪਿਛੋਕੜ ਚਾਰਜ
পার্শ্ব গোলমাল,ਪਾਸੇ ਦਾ ਰੌਲਾ
পশ্চাদপসরণ,ਪਿਛਾਖੜੀ
পোস্টেরিয়র বিকিরণ,ਪਿਛਲਾ ਕਿਰਨ
ব্যাকওয়ার্ড ডায়োড / ব্যাকওয়ার্ড ডায়োড,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
ব্যাকওয়ার্ড ওয়েভ অসিলেটর,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"বাধা, বাধা","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
বাধা,ਰੁਕਾਵਟ
সুষম সেতু,ਸੰਤੁਲਿਤ ਪੁਲ
সুষম মডুলেটর,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
সুষম মডুলেটর,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
সুষম সার্কিট,ਸੰਤੁਲਿਤ ਸਰਕਟ
সুষম গ্রেডিয়েন্ট ডিটেক্টর,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
বর্তমান স্টেবিলাইজার প্রতিরোধের,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
বোলোমিটার,ਬੋਲੋਮੀਟਰ
বোলোমিটার সেতু,ਬੋਲੋਮੀਟਰ ਪੁਲ
বেলুন,ਗੁਬਾਰਾ
কলা জ্যাক,ਕੇਲਾ ਜੈਕ
কলা প্লাগ,ਕੇਲੇ ਦਾ ਪਲੱਗ
"ব্যান্ড, ব্যান্ডেজ","ਪੱਟੀ, ਪੱਟੀ"
ব্যান্ড ড্রাইভার,ਬੈਂਡ ਡਰਾਈਵਰ
ব্যান্ড শক্তি,ਬੈਂਡ ਊਰਜਾ
ব্যান্ড ফাঁক,ਬੈਂਡ ਗੈਪ
ব্যাডপার্ক পরিবর্ধক,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
ব্যান্ড পাস ফিল্টার,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
বড রেট জেনারেটর,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
banddispersion,banddispersion
ব্যান্ড প্রতিরোধক,ਬੈਂਡ ਰੋਧਕ
ব্যান্ড ব্রেকার ফিল্টার,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
ব্যান্ড সম্প্রসারণ,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
ব্যান্ড রিমুভার ফিল্টার,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
ব্যান্ড এক্সপেনশন ডিফ্লেকশন মাল্টিপ্লায়ার,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
ব্যান্ড এক্সটেনশন দূরত্ব গুণক,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"বিম ক্যাপাসিটর, ব্যাংক ক্যাপাসিটর","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"বার্কার কোড, বার্কার কোড","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
barravaugen মানদণ্ড,barravaugen ਮਾਪਦੰਡ
বাধাদানকারী,ਬੈਰਟਰ
বাধা,ਰੁਕਾਵਟ
অন্তরক ক্যাপাসিটর,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
বাধা শক্তি,ਰੁਕਾਵਟ ਊਰਜਾ
প্রতিরোধক ভোল্টেজ,ਰੋਧਕ ਵੋਲਟੇਜ
বার্টলেট উইন্ডো,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"ভিত্তি, ভিত্তি","ਅਧਾਰ, ਅਧਾਰ"
বেস ব্যান্ড,ਅਧਾਰ ਬੈਂਡ
বেস ব্যান্ড ট্রান্সমিশন,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
বেস চার্জ,ਬੇਸ ਚਾਰਜ
ভিত্তি বর্তমান,ਅਧਾਰ ਮੌਜੂਦਾ
ভিত্তি বর্তমান উৎস,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
বেস শিয়ারিং,ਅਧਾਰ ਕੱਟਣਾ
আধার মদন,ਆਧਾਰ ਮਦਨ
বেস ইমিটার ফিড,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
বেস ইমিটার জংশন,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
বেস ইনজেকশন,ਅਧਾਰ ਟੀਕਾ
স্থল লাইন,ਜ਼ਮੀਨੀ ਲਾਈਨ
বেস প্রতিরোধের,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
ভিত্তি উৎস,ਅਧਾਰ ਸਰੋਤ
বেস সম্প্রসারণ প্রতিরোধের,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
বেস সম্প্রসারণ প্রতিরোধের,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
ভিত্তি বেধ,ਅਧਾਰ ਮੋਟਾਈ
বেস অ্যাক্সেস,ਅਧਾਰ ਪਹੁੰਚ
"বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
বেস কালেক্টর চুক্তি,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
গন্ধ,ਗੰਧ
খাদ ফ্রিকোয়েন্সি,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
ব্যাটারি,ਬੈਟਰੀ
বউড,ਬੌਡ
বড হার,ਬੌਡ ਦਰ
বড রেট জেনারেটর,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
বোডো কোড,ਬੋਡੋ ਕੋਡ
"সংকেত, বীকন","ਸੰਕੇਤ, ਬੀਕਨ"
"মানিকা, বিড","ਮਨਿਕਾ, ਬੀਡ"
ম্যানিক ক্যাপাসিটর,manic capacitor
মানিকর্তপি প্রতিরোধক,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
মরীচি আবিষ্কারক,ਬੀਮ ਡਿਟੈਕਟਰ
মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
মরীচি সুইচিং অগ্রভাগ,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
মরীচি সম্প্রসারণ,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
বীট ফ্রিকোয়েন্সি,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
বীট-ফ্রিকোয়েন্সি অসিলেটর,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
পালস অসিলেটর,ਪਲਸ ਔਸਿਲੇਟਰ
বেল,ਘੰਟੀ
নমন ক্ষতি,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
বেসেল ফিল্টার,ਬੇਸਲ ਫਿਲਟਰ
বেটা,ਬੀਟਾ
b-h বক্ররেখা,b-h ਵਕਰ
"পক্ষপাত, পক্ষপাত","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
পক্ষপাত বর্তমান,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
পক্ষপাত প্রতিরোধ,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
ডবল অ্যান্টেনা,ਡਬਲ ਐਂਟੀਨਾ
দ্বিমুখী লোড বর্তমান,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
দ্বিমুখী অ্যান্টেনা,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
দ্বিমুখী আলো নির্গত ডায়োড,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
দ্বিমুখী থাইরিস্টর,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
bi FET প্রযুক্তি,bi FET ਤਕਨਾਲੋਜੀ
দ্বি-বিন্দু ট্রান্সফরমার,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ডবল ফিউশন,ਡਬਲ ਫਿਊਜ਼ਨ
দ্বিপাক্ষিক সার্কিট,ਦੁਵੱਲੀ ਸਰਕਟ
বাইনারি,ਬਾਈਨਰੀ
বাইনারি যোগফল,ਬਾਈਨਰੀ ਜੋੜ
বাইনারি সার্কিট,ਬਾਈਨਰੀ ਸਰਕਟ
বাইনারি কোডেড দশমিক,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
বাইনারি কোডেড দশমিক সিস্টেম,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
বাইনারি ডাইপোল ক্যাপাসিটর,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
বাইনারি ক্যালকুলেটর,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
বাইনারি ক্যালকুলেটর,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
বাইনারি ডিকোডার,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
বাইনারি মই,ਬਾਈਨਰੀ ਪੌੜੀ
বাইনারি প্যাথোমিটার,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
বাইনারি অবস্থা,ਬਾਈਨਰੀ ਸਥਿਤੀ
বাইনারি-ডেসিমেল ডিকোডার,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
বাইনারি লোড,ਬਾਈਨਰੀ ਲੋਡ
বাইনারি শব্দ,ਬਾਈਨਰੀ ਸ਼ਬਦ
বাইপোলার,ਬਾਈਪੋਲਰ
বাইপোলার ক্যাপাসিটর,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
বাইপোলার ডিভাইস,ਦੋਧਰੁਵੀ ਜੰਤਰ
বাইপোলার উৎস,ਦੋਧਰੁਵੀ ਸਰੋਤ
বাইপোলার ট্রানজিস্টর,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
বাইপোলার জংশন ট্রানজিস্টর,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
দ্বিঘাত ফিল্টার,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
ডবল অবস্থান,ਡਬਲ ਸਥਿਤੀ
দুই-পর্যায়ের মাল্টিভাইব্রেটর,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
দ্বিমুখী রিলে,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
দুই-পর্যায়ের রাষ্ট্র,ਦੋ-ਪੜਾਅ ਰਾਜ
দুই-পজিশন ট্রিগার,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
বিট ত্রুটি,ਬਿੱਟ ਗਲਤੀ
বিট ত্রুটি হার,ਬਿੱਟ ਗਲਤੀ ਦਰ
বিট ত্রুটি,ਬਿੱਟ ਗਲਤੀ
বিটকল ত্রুটি,ਬਿਟਕਲ ਗਲਤੀ
অন্ধ বাক্স,ਅੰਨ੍ਹੇ ਬਾਕਸ
ঘনীভূত নাড়ি,ਸੰਘਣੀ ਨਬਜ਼
সচিব,ਸਕੱਤਰ
সিক্রেটরি ইনহিবিটার,secretory inhibitor
অন্ধত্ব,ਅੰਨ੍ਹਾਪਨ
সেগমেন্ট ডায়াগ্রাম,ਖੰਡ ਚਿੱਤਰ
ব্লকিং প্রতিবন্ধকতা,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
খণ্ড স্থানান্তর,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
পথিমধ্যে রোধ করা,ਰੁਕਾਵਟ
প্রতিরোধক ক্যাপাসিটর,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
প্রতিরোধক ক্যাপাসিটর,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
ব্লকিং অসিলেটর,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
প্রতিরোধক অসিলেটর,ਰੋਧਕ ਔਸਿਲੇਟਰ
প্রতিরোধক ভোল্টেজ,ਰੋਧਕ ਵੋਲਟੇਜ
ব্লোয়ার,ਉਡਾਉਣ ਵਾਲਾ
বোড ডায়াগ্রাম,ਬੋਡ ਚਿੱਤਰ
voltzmann সম্পর্ক,voltzmann ਸਬੰਧ
voltzmann ধ্রুবক,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
বন্ধন,ਬਾਂਡ
আবদ্ধ স্ট্রেন গেজ,ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ
স্ব-চালিত পরিবর্ধক,ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ
বুলিয়ান বীজগণিত,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
বুলিয়ান সমীকরণ,ਬੂਲੀਅਨ ਸਮੀਕਰਨ
বুট Strapon,ਬੂਟ Strapon
বুথের অ্যালগরিদম,ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ
বুটস্ট্র্যাপ প্রিজম সার্কিট,ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ
bosscutts নিয়ম,bosscutts ਨਿਯਮ
বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড,ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ
"লাফ, লাফ","ਛਾਲ, ਛਾਲ"
আবদ্ধ ইলেকট্রন,ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ
ব্র্যাগ প্রতিফলক,ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ
জড়িত তার,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
শাখা,ਸ਼ਾਖਾ
শাখা,ਬ੍ਰਾਂਚਿੰਗ
পরীক্ষা বোর্ড,ਪ੍ਰਯੋਗ ਬੋਰਡ
বিরতি জোন,ਬਰੇਕ ਜ਼ੋਨ
ব্রেকিং ভোল্টেজ,ਵੋਲਟੇਜ ਤੋੜਨਾ
ব্রেকডাউন ডায়োড,ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ
ফ্র্যাকচার ফিক্সেশন,ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ
ব্রেকিং ভোল্টেজ,ਵੋਲਟੇਜ ਤੋੜਨਾ
সেতু,ਪੁਲ
সেতু সংশোধনকারী,ਪੁਲ ਸੁਧਾਰਕ
প্রশস্ত ব্যান্ড,ਚੌੜਾ ਬੈਂਡ
সম্প্রচার ব্যান্ড,ਪ੍ਰਸਾਰਣ ਬੈਂਡ
অ্যাস্ট্রাল অ্যারে,ਸੂਖਮ ਐਰੇ
সম্প্রচার,ਪ੍ਰਸਾਰਣ
সম্প্রচার অ্যান্টেনা,ਪ੍ਰਸਾਰਣ antenna
সম্প্রচার গ্রহনকারী যন্ত্র,ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ
ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
সম্প্রচার ট্রান্সমিটার,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
বুস্টার অ্যান্টেনা,ਬੂਸਟਰ ਐਂਟੀਨਾ
বাস অ্যান্টেনা,ਬੱਸ ਐਂਟੀਨਾ
বুরুশ নিমজ্জন,ਬੁਰਸ਼ ਇਮਰਸ਼ਨ
বুদবুদ এবং গেট,ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ
বুডবুডু বা গেট,ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ
বুদবুদ স্মৃতি,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
ক্ষতিপূরণকারী ভোল্টেজ,ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ
বাফার,ਬਫਰ
বাফার পরিবর্ধক,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
বাফার সার্কিট,ਬਫਰ ਸਰਕਟ
বাফার অপারেটর,ਬਫਰ ਆਪਰੇਟਰ
বাফার রেজিস্টার,ਬਫਰ ਰਜਿਸਟਰ
বাল্ব,ਬੱਲਬ
জনসংখ্যার প্রভাব,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস,ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ
গুচ্ছ,ਝੁੰਡ
নিমজ্জিত বিনিময়,ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ
নিমজ্জিত স্তর,ਡੁੱਬੀ ਪਰਤ
নিমজ্জিত যোগাযোগ,ਡੁੱਬਿਆ ਸੰਪਰਕ
বিস্ফোরণ পরিবর্ধক,ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ
বিস্ফোরণ কভার,ਧਮਾਕੇ ਕਵਰ
বিস্ফোরণ গুলি,ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ
বিস্ফোরণ দরজা পরিবর্ধক,ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ
বিস্ফোরিত মোড,ਬਰਸਟ ਮੋਡ
বিস্ফোরণ বিভাজক,ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ
বিস্ফোরণের সংকেত,ਧਮਾਕਾ ਸੰਕੇਤ
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ
যথেষ্ট,ਕਾਫ਼ੀ
বাস বার,ਬੱਸ ਪੱਟੀ
বাস সংগঠন,ਬੱਸ ਸੰਸਥਾ
বাস স্ট্যান্ডার্ড,ਬੱਸ ਸਟੈਂਡਰਡ
শুধু ক্ষণস্থায়ী,ਸਿਰਫ਼ ਪਲ ਪਲ
মাখন মূল্য ফিল্টার,ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ
bnc তার,bnc ਤਾਰ
বিএনসি জয়েন্টার,BNC ਜੁਆਇੰਟਰ
উপায় দ্বারা,ਰਾਹ
বাইপাস ক্যাপাসিটর,ਬਾਈਪਾਸ capacitor
বাইট,ਬਾਈਟ
ভি ব্যান্ড,ਵੀ ਬੈਂਡ
সি ব্যান্ড অ্যান্টেনা,C ਬੈਂਡ ਐਂਟੀਨਾ
তার,ਤਾਰ
তারের রাউটিং,ਤਾਰ ਰੂਟਿੰਗ
টেলিগ্রাফ টেলিভিশন,ਟੈਲੀਗ੍ਰਾਫ ਟੈਲੀਵਿਜ਼ਨ
ক্যাশ মেমরি,ਕੈਸ਼ ਮੈਮੋਰੀ
