Gujarati,Malayalam
"1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા","1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ"
અદ્યતન માહિતી સિસ્ટમ,വിപുലമായ വിവര സംവിധാനം
એડવાન્સ ટેકનોલોજી (AT),അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT)
ક્રિયા,നടപടി
એકત્રીકરણ,സമാഹരണം
એરબોર્ન કમ્પ્યુટર સિસ્ટમ,വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം
aldus પૃષ્ઠ બનાવવું,ആൽഡസ് പേജ് മേക്ക്
ચેતવણી બોક્સ,മുന്നറിയിപ്പ് ബോക്സ്
અલ્ગોલ (કોમ્પ્યુટર ભાષા),അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ)
"1. અલ્ગોરિધમ , 2. અલ્ગોરિધમ","1. അൽഗോരിതം, 2. അൽഗോരിതം"
"1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ","1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം"
અલ્ગોરિધમ કાર્યક્ષમતા,അൽഗോരിതം കാര്യക്ഷമത
"1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે","1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ"
ગોઠવણી,വിന്യാസം
"1. ફાળવણી, 2. ફાળવણી","1. വിഹിതം, 2. വിഹിതം"
"1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ","1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ"
આલ્ફાન્યૂમેરિક,ആൽഫാന്യൂമെറിക്
"1. આલ્ફાન્યૂમેરિક કીબોર્ડ ,2. આલ્ફાન્યૂમેરિક કીબોર્ડ","1. ആൽഫാന്യൂമെറിക് കീബോർഡ്, 2. ആൽഫാന്യൂമെറിക് കീബോർഡ്"
આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ),ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്)
"1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ","1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം"
alt કી,alt കീ
અલ્ટાવિસ્ટા,ആൾട്ടാവിസ്റ്റ
બહુવિધતા,ബഹുസ്വരത
અસ્પષ્ટ વ્યાકરણ,അവ്യക്തമായ വ്യാകരണം
અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
અમેરિકન સ્ટાન્ડર્ડ કટ (ascii),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii)
"1. અનુરૂપ, 2. એનાલોગ","1. സാദൃശ്യം, 2. അനലോഗ്"
"1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર","1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ"
"1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ","1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം"
"1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ","1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം"
ડિજિટલ કન્વર્ટર માટે એનાલોગ,അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ
અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ),അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു)
અંતિમ સર્કિટ,അവസാന സർക്യൂട്ട്
અંતિમ દરવાજો અને દરવાજો,അവസാന ഗേറ്റും ഗേറ്റും
એન્ડ નોટ ઓપરેશન (બાકાત),എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ)
"1. એનિમેશન, 2. કંપન","1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ"
નૉૅધ,കുറിപ്പ്
અસંગતતા,പൊരുത്തക്കേട്
અગાઉના,മുമ്പത്തെ
આગોતરી પેજીંગ,മുൻകൂർ പേജിംഗ്
પ્રતિ-સપ્રમાણ,എതിർ-സമമിതി
એન્ટિવાયરલ પ્રોગ્રામ,ആൻറിവൈറൽ പ്രോഗ്രാം
"1. ઉપલેટ, 2. અરજી","1. ആപ്ലെറ്റ്, 2. അപേക്ഷ"
એપ્લિકેશન ડેવલપર,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
એપ્લિકેશન પ્રોગ્રામિંગ,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
"1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)","1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)"
એપ્લિકેશન સોફ્ટવેર,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
એપ્લિકેશન ભાષા,ആപ്ലിക്കേഷൻ ഭാഷ
અંદાજ સિદ્ધાંત,ഏകദേശ തത്വം
માળખું,ഘടന
ક્ષેત્ર ટ્રાન્સફર,ഫീൽഡ് കൈമാറ്റം
"1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ","1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ"
"1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ","1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്"
અંકગણિત તપાસ,ഗണിത പരിശോധന
અંકગણિત સતત,ഗണിത സ്ഥിരാങ്കം
અંકગણિત માહિતી,ഗണിത ഡാറ്റ
અંકગણિત સૂચના,ഗണിത നിർദ്ദേശം
ગાણિતિક અને તાર્કિક એકમ (ALU),മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU)
ARPA નેટ (RPNet),ARPA നെറ്റ് (RPNet)
એરે,അറേ
"1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી","1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി"
એરે કમ્પ્યુટર,അറേ കമ്പ്യൂട്ടർ
એરે તત્વ,അറേ ഘടകം
એરે નામ,അറേ പേര്
એરે પ્રોસેસર,അറേ പ്രോസസർ
તીર કી,അമ്പടയാള കീ
સંધિ,ഉടമ്പടി
જંકશન પોઈન્ટ,ജംഗ്ഷൻ പോയിന്റ്
કૃત્રિમ કોમ્પેક્શન,കൃത്രിമ കോംപാക്ഷൻ
કૃત્રિમ નિયંત્રણ,കൃത്രിമ നിയന്ത്രണം
કૃત્રિમ સંવેદના,കൃത്രിമബോധം
માઉન્ટ,മൗണ്ട്
ચડતા સૉર્ટ,ആരോഹണ തരം
ascii મૂળાક્ષરો,ascii അക്ഷരമാല
ascii નિયંત્રણ પ્રતીક,ascii നിയന്ത്രണ ചിഹ്നം
ascii ફાઇલ,ascii ഫയൽ
ascii ફોન્ટ,ascii ഫോണ്ട്
ASCII ટ્રાન્સફર,ASCII കൈമാറ്റം
પાસા ગુણોત્તર,വീക്ഷണാനുപാതം
"1. એસ્પી, 2. ASPI","1. ആസ്പി, 2. എ.എസ്.പി.ഐ"
એ એસ આર કલાડ,എ എസ് ആർ കാലാട്
"1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે","1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ"
"1. એસેમ્બલર, 2. રીમાઇન્ડર","1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ"
"1. એસેમ્બલિંગ, 2. યાદ","1. അസംബ്ലിംഗ്, 2. അനുസ്മരണം"
"1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા","1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ"
નિશ્ચય,ദൃഢനിശ്ചയം
"1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી","1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം"
સોબત,കൂട്ടുകെട്ട്
સહયોગી સરનામું,അനുബന്ധ വിലാസം
"1. સહયોગી મેમરી, 2. સહયોગી મેમરી","1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി"
ફૂદડી (* ચિહ્ન),നക്ഷത്രചിഹ്നം (* ചിഹ്നം)
અસમપ્રમાણ,അസമമായ
"1. અસુમેળ, 2. અસુમેળ","1. അസമന്വിത, 2. അസമന്വിത"
અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
અસુમેળ ટ્રાન્સફર,അസമന്വിത കൈമാറ്റം
અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
"1. અણુ, 2. પરમાન","1. ആറ്റം, 2. പരമൻ"
જોડાયેલ દસ્તાવેજ,അറ്റാച്ചുചെയ്ത പ്രമാണം
"1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ","1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ"
"1. બિડાણ, 2. સંલગ્ન","1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്"
"1. ગુણધર્મો, 2. વિશેષતા","1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി"
સાંભળી શકાય તેવું,കേൾക്കാവുന്ന
"1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ","1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്"
એકાઉન્ટ વેરિફિકેશન,അക്കൗണ്ട് സ്ഥിരീകരണം
પ્રમોશન,പ്രമോഷൻ
પ્રમાણપત્ર પ્રોટોકોલ,സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ
લેખન પદ્ધતિ,എഴുത്ത് രീതി
"1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ","1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ"
સ્વતઃ અમૂર્ત,യാന്ത്രിക സംഗ്രഹം
"1. ઓટો બુટીંગ, 2. સ્વ બુટ","1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്"
ઓટોકેડ (કોમ્પ્યુટર ભાષા),ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
ઓટો લોગ-ઓન,യാന്ത്രിക ലോഗ്-ഓൺ
ઓટોમેટા,ഓട്ടോമാറ്റ
ઓટોમેટા સિદ્ધાંત,ഓട്ടോമാറ്റ സിദ്ധാന്തം
આપોઆપ ગણતરી,ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ
સ્વચાલિત ડેટા પ્રોસેસિંગ,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
આપોઆપ ભૂલ સુધારણા,യാന്ത്രിക പിശക് തിരുത്തൽ
સ્વતઃ કાર્ય,യാന്ത്രിക പ്രവർത്തനം
"1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી","1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്"
સ્વતઃ-સંગ્રહ કૉલ,യാന്ത്രിക ശേഖരണ കോൾ
"1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ","1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്"
"1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ","1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം"
આપોઆપ નિયમિત,യാന്ത്രിക ദിനചര്യ
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
"1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ","1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം"
ઓટોમેશન,ഓട്ടോമേഷൻ
"1. ઑટોપ્લે , 2. ઓટો વોક","1. ഓട്ടോപ്ലേ, 2. ഓട്ടോ നടത്തം"
અવાજ,വോക്കലൈസേഷൻ
મદદનીશ,അസിസ്റ്റന്റ്
સહાયક મેમરી,സഹായ മെമ്മറി
સહાયક સંગ્રહ,സഹായ സംഭരണം
ઉપલબ્ધ યાદી,ലഭ്യമായ പട്ടിക
ઉપલબ્ધ સમય,ലഭ്യമായ സമയം
સરેરાશ,ശരാശരി
AWK (કોમ્પ્યુટર આદેશ),AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്)
પછી,ശേഷം
પોસ્ટ પ્રોસેસર,പോസ്റ്റ് പ്രോസസർ
પશ્ચાદવર્તી કાર્ય કાઢી નાખવું,പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ
પૃષ્ઠભૂમિ પ્રક્રિયા,പശ്ചാത്തല പ്രോസസ്സിംഗ്
આનુષંગિક સ્ટોર્સ,അനുബന്ധ സ്റ്റോറുകൾ
બેક પેચીંગ,ബാക്ക് പാച്ചിംഗ്
"1. પશ્ચિમ, 2. બેકસ્પેસ","1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്"
બેકટ્રેકિંગ,ബാക്ക്ട്രാക്കിംഗ്
"1. બેક-અપ, 2. વળતર","1. ബാക്കപ്പ്, 2. തിരിച്ചടവ്"
"1. પૂરક મેમરી, 2. બેકઅપ મેમરી","1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി"
પાછળની ભૂલ સુધારણા,പിന്നിലെ പിശക് തിരുത്തൽ
(આવક-ખર્ચ) બેલેન્સ શીટ,(വരുമാനം-ചെലവ്) ബാലൻസ് ഷീറ്റ്
પાટો,ബാൻഡേജ്
"1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા","1. ബാൻഡ് വീതി, 2. ബാൻഡ്‌വിഡ്ത്ത്/കപ്പാസിറ്റി"
બેંકરનું અલ્ગોરિધમ,ബാങ്കറുടെ അൽഗോരിതം
"1. બાર કોડ, 2. બાર કોડ","1. ബാർ കോഡ്, 2. ബാർ കോഡ്"
બારકોડ સ્કેનર,ബാർകോഡ് സ്കാനർ
બાર ગ્રાફ,ബാർ ഗ്രാഫ്
આધાર સરનામું,അടിസ്ഥാന വിലാസം
આધાર બેન્ડ,അടിസ്ഥാന ബാൻഡ്
આધાર નંબર,ആധാർ നമ്പർ
આધાર ટેબલ,അടിസ്ഥാന പട്ടിക
મૂળભૂત (કોમ્પ્યુટર ભાષા),അടിസ്ഥാന (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
"1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ","1. അടിസ്ഥാന നിയന്ത്രണം, 2. അടിസ്ഥാന നിയന്ത്രണം"
"1. મૂળ રોકાણ, 2. આધાર રોકાણ","1. യഥാർത്ഥ നിക്ഷേപം, 2. അടിസ്ഥാന നിക്ഷേപം"
મૂળભૂત સૂચના,അടിസ്ഥാന നിർദ്ദേശം
આધાર મુદ્દો,അടിസ്ഥാന പ്രശ്നം
મૂળભૂત તબક્કો,അടിസ്ഥാന ഘട്ടം
"1. બેચ, 2. જૂથ, 3. આપત્તિ","1. ബാച്ച്, 2. ഗ്രൂപ്പ്, 3. ദുരന്തം"
"1. બેચ ફાઇલ, 2. બેચ ફાઇલ","1. ബാച്ച് ഫയൽ, 2. ബാച്ച് ഫയൽ"
બેચ સ્થિતિ,ബാച്ച് നില
"1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા","1. ബാച്ച് പ്രോസസ്സിംഗ്, 2. ഗ്രൂപ്പ് പ്രോസസ്സിംഗ്"
"1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ","1. ബാച്ച് സിസ്റ്റം, 2. കവണ സംവിധാനം"
બાઉડ,ബൗഡ്
બાઉડ દર,ബാഡ് നിരക്ക്
બીમ બીમ,ബീം ബീം
"1. માર્ગદર્શિકા, 2. બેચ માર્ક","1. മാർഗ്ഗനിർദ്ദേശങ്ങൾ, 2. ബാച്ച് മാർക്ക്"
દ્વિદિશ સંચાર,ദ്വിദിശ ആശയവിനിമയം
સીધી લિંક,നേരിട്ടുള്ള ലിങ്ക്
દ્વિસંગી કોડ,ബൈനറി കോഡ്
દ્વિસંગી અંકો,ബൈനറി അക്കങ്ങൾ
બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS),ബൈനറി ഇൻവെസ്റ്റ്‌മെന്റ് ഔട്ട്‌പുട്ട് സിസ്റ്റം (BIOS)
દ્વિસંગી સંખ્યા,ബൈനറി നമ്പർ
બાઈનરી ઓપરેટર,ബൈനറി ഓപ്പറേറ്റർ
દ્વિસંગી સંબંધ,ബൈനറി ബന്ധം
દ્વિસંગી શોધ,ബൈനറി തിരയൽ
બાઈનરી એક્સપ્લોરેશન ટ્રી (BST),ബൈനറി എക്സ്പ്ലോറേഷൻ ട്രീ (BST)
"1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર","1. ബൈനറി ട്രാൻസ്ഫർ ട്രീ, 2. ബൈനറി കൈമാറ്റം"
દ્વિસંગી વૃક્ષ,ബൈനറി മരം
"1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી","1. ബൈപോളാർ മെമ്മറി, 2. ബൈപോളാർ മെമ്മറി"
"1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ","1. ജനന-മരണ മാതൃക, 2. ജനന മരണ മാതൃക"
જન્મ મૃત્યુ પ્રક્રિયા,ജനന മരണ പ്രക്രിയ
"1. ડ્યુક, 2. બીટ","1. ഡ്യൂക്ക്, 2. ബിറ്റ്"
થોડી ખામી,ചെറിയ തെറ്റ്
બીટ નકશો,ബിറ്റ് മാപ്പ്
"1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)","1. ബിറ്റ്, 2. ഭൂപടം, 3. പിക്സൽ (BMP)"
"1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ","1. ബിറ്റ് മാട്രിക്സ്, 2. ബിറ്റ് ടേബിൾ"
બીટ પેટર્ન,ബിറ്റ് പാറ്റേൺ
બીટ સ્થિતિ,ബിറ്റ് സ്ഥാനം
"1. બીટ રેટ, 2. બીટ દર","1. ബിറ്റ് റേറ്റ്, 2. ബിറ്റ് നിരക്ക്"
આંખ પર પટ્ટી પરીક્ષણ,കണ്ണടച്ച് പരിശോധന
ઝબૂકવું,മിന്നിത്തിളങ്ങുക
બ્લોક,തടയുക
"1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી","1. ബ്ലോക്ക് കാഷെ, 2. ബ്ലോക്ക് കാഷെ / ചങ്ക് മെമ്മറി"
બ્લોક ચકાસણી,ബ്ലോക്ക് അന്വേഷണം
વોલ્યુમ નકલ,വോളിയം കോപ്പി
રેખાક્રુતિ,ബ്ലോക്ക് ഡയഗ്രം
"1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક","1. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്, 2. ബ്ലോക്ക്ഡ് നെറ്റ്‌വർക്ക്"
પાટીયું,ബോർഡ്
પૃષ્ઠ મેમરી,പേജ് മെമ്മറി
બુલિયન બીજગણિત,ബൂളിയൻ ബീജഗണിതം
બુલિયન સંબંધ,ബൂളിയൻ ബന്ധം
બુટ પાર્ટીશન,ബൂട്ട് പാർട്ടീഷൻ
