Hindi,Tamil
संलग्न,இணைப்பு
"1. प्रबंधन ,2. नियंत्रण","1. மேலாண்மை, 2. கட்டுப்பாடு"
"1. प्रबंधक ,2. नियंत्रक","1. மேலாளர், 2. கட்டுப்படுத்தி"
ऐडोब एक्रोबेट,அடோப் அக்ரோபேட்
ऐडोब फोटोशोप,அடோ போட்டோஷாப்
ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन),ABAP (மேம்பட்ட வணிக நிரலாக்கம்)
"1. उन्नत आंकड़ा ,2. उन्नत डाटा","1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு"
उन्नत सूचना तंत्र,மேம்பட்ட தகவல் அமைப்பு
उन्नत प्रौद्योगिकी (ए टी),மேம்பட்ட தொழில்நுட்பம் (AT)
कर्मक,நடவடிக்கை
समुच्चयन,திரட்டுதல்
विमानवाहित कंप्यूटर तंत्र,வான்வழி கணினி அமைப்பு
एल्डस पेज-मेक,அல்டஸ் பக்கம்-தயாரிப்பு
सचेत पेटी,எச்சரிக்கை பெட்டி
ऐल्गॉल (कंप्यूटर भाषा),அல்கோல் (கணினி மொழி)
"1.  एल्गोरिथ्म ,2. कलन विधि","1. அல்காரிதம், 2. அல்காரிதம்"
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण","1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு"
एल्गोरिथ्म दक्षता,அல்காரிதம் திறன்
"1. एलिआस ,2. उपनाम ,3. उर्फ","1. எலியாஸ், 2. புனைப்பெயர், 3. aka"
संरेखण,சீரமைப்பு
"1. आवंटन ,2. नियतन","1. ஒதுக்கீடு, 2. ஒதுக்கீடு"
"1.अक्षरात्मक ,2. वर्णानुक्रम","1. அகரவரிசை, 2. அகரவரிசையில்"
अक्षरांकीय,எண்ணெழுத்து
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड","1. எண்ணெழுத்து விசைப்பலகை, 2. எண்ணெழுத்து விசைப்பலகை"
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),ஆல்பா-சோதனை (1 வது நிலை சோதனை)
"1. अल्फा वर्जन ,2. अल्फा रूप","1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்"
आल्ट कुंजी,alt விசை
आल्टाविस्टा,அல்டாவிஸ்டா
अनेकार्थकता,பன்முகத்தன்மை
संदिग्ध व्याकरण,தெளிவற்ற இலக்கணம்
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI)
अमेरिकी मानक कट (आस्की),அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii)
"1. अनुरुप ,2. एनालॉग","1. ஒத்த, 2. அனலாக்"
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर","1. அனலாக் கணினி, 2. அனலாக் கணினி"
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस","1. அனலாக் சாதனம், 2. அனலாக் சாதனம்"
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम","1. அனலாக் மோடம், 2. அனலாக் மோடம்"
अनुरुप से अंकीय रुपांतरक,டிஜிட்டல் மாற்றிக்கு அனலாக்
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது)
एंड परिपथ,இறுதி சுற்று
एंड गेट और द्वार,இறுதி வாயில் மற்றும் வாயில்
एंड नॉट संक्रिया (अपवर्जन),செயல்பாடு அல்ல (விலக்கு)
"1. एनीमेशन, 2.  सजीवन","1. அனிமேஷன், 2. அதிர்வு"
टिप्पण,குறிப்பு
असंगता,முரண்பாடு
पूर्ववर्ती,முந்தைய
प्रत्याशामूलक पृष्ठन,முன்கூட்டிய பேஜிங்
प्रति-सममित,எதிர்-சமச்சீர்
विषाणुरोधी क्रमादेश,வைரஸ் தடுப்பு திட்டம்
"1. एपलेट ,2. अनुप्रयोगिका","1. ஆப்லெட், 2. விண்ணப்பம்"
अनुप्रयोग विकासक,பயன்பாட்டு டெவலப்பர்
अनुप्रयोग प्रोग्रामन,பயன்பாட்டு நிரலாக்கம்
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)","1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)"
अनुप्रयोग सॉफ्टवेयर,பயன்பாட்டு மென்பொருள்
अनुप्रयोगी भाषा,பயன்பாட்டு மொழி
सन्निकटण सिद्धांत,தோராயக் கொள்கை
संरचना,கட்டமைப்பு
क्षेत्र अंतरण,புல பரிமாற்றம்
"1. प्राचर,स्वतंत्रचर, 2. कोणांक","1. அளவுரு, சுயாதீன மாறி, 2. கோணம்"
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई","1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு"
अंकगणितीय जांच,எண்கணித சரிபார்ப்பு
अंकगणितीय अचर,எண்கணித மாறிலி
अंकगणितीय आंकडा,எண்கணித தரவு
अंकगणितीय अनुदेश,எண்கணித அறிவுரை
गणितीय एवं तार्किक इकाई (ए. एल. यू.),கணிதம் மற்றும் தருக்க அலகு (ALU)
ए आर पी ए नेट (आरपानेट),ARPA Net (RPNet)
सरणी,வரிசை
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति","1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்"
सरणी कंप्यूटर,வரிசை கணினி
सरणी अवयव,வரிசை உறுப்பு
सरणी नाम,வரிசை பெயர்
सरणी प्रकर्मक,வரிசை செயலி
एरो कुंजी,அம்புக்குறி விசை
संधि,ஒப்பந்தம்
संधि बिन्दु,சந்திப்பு முனை
कृत्रिम संहनन,செயற்கை சுருக்கம்
कृत्रिम नियंत्रण,செயற்கை கட்டுப்பாடு
कृत्रिम बोध,செயற்கை உணர்வு
आरोहक,ஏற்ற
आरोही छंटाई,ஏறும் வகை
आस्की वर्णक्रम,ascii எழுத்துக்கள்
आस्की नियंत्रण संप्रतीक,ascii கட்டுப்பாட்டு சின்னம்
आस्की संचिका,ascii கோப்பு
आस्की फॉन्ट,ascii எழுத்துரு
आस्की अंतरण,ASCII பரிமாற்றம்
अभिमुखता अनुपात,விகிதம்
"1. ऐस्पी ,2. ए एस पी आई","1. ஆஸ்பி, 2. ASPI"
ए एस आर कालद,ஏ எஸ் ஆர் கலாட்
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना","1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க"
"1. कोडांतरक ,2. स्मरांतरक","1. அசெம்பிளர், 2. நினைவூட்டல்"
"1. कोडांतरण ,2. स्मरांतरण","1. அசெம்பிளிங், 2. நினைவு"
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा","1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி"
निश्चयन,உறுதியை
"1. निर्दिष्ट कार्य ,2. नियतन","1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு"
साहचर्य,தோழமை
साहचर्य पता,துணை முகவரி
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी","1. துணை நினைவகம், 2. துணை நினைவகம்"
तारक (*का चिन्ह),நட்சத்திரம் (* அடையாளம்)
असम्मित,சமச்சீரற்ற
"1. अतुल्यकालिक ,2. अतुल्यकाली","1. ஒத்திசைவற்ற, 2. ஒத்திசைவற்ற"
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM)
अतुल्यकालिक अंतरण,ஒத்திசைவற்ற பரிமாற்றம்
अतुल्यकालिक अंतरण विधा (ए टी एम),ஒத்திசைவற்ற பரிமாற்ற முறை (ATM)
"1. एटम ,2. परमाण","1. அணு, 2. பரமன்"
संलग्न प्रलेख,இணைக்கப்பட்ட ஆவணம்
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल","1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு"
"1. संलग्नक ,2. संबंद्ध","1. அடைப்பு, 2. இணைந்த"
"1. गुण ,2. विशेषता","1. பண்புகள், 2. சிறப்பு"
श्रव्य,கேட்கக்கூடிய
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन","1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்"
लेखा सत्यापन,கணக்கு சரிபார்ப்பு
संवर्धन,பதவி உயர்வு
प्रमाणन प्रोटोकॉल,சான்றிதழ் நெறிமுறை
संलेखन पद्धति,எழுதும் முறை
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण","1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்"
स्वत: सार,தானியங்கு சுருக்கம்
"1. स्वतः बूटिंग ,2. स्व बूटन","1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்"
ऑटोकैड (एक कंप्यूटर भाषा),ஆட்டோகேட் (ஒரு கணினி மொழி)
स्वत: लॉग-ऑन,தானாக உள்நுழைவு
ऑटोमेटा,தானியங்கி
आटोमेटा सिद्धांत,தானியங்கு கோட்பாடு
स्वत: अभिकलन,தானியங்கி கணக்கீடு
स्वत: आंकड़ा प्रक्रमण,தானியங்கி தரவு செயலாக்கம்
स्वत: त्रुटि संशोधन,தானியங்கி பிழை திருத்தம்
स्वत: फलन,தானியங்கு செயல்பாடு
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण","1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்"
स्वत: संग्रह आह्वान,தானியங்கு சேகரிப்பு அழைப்பு
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन","1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க"
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम","1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்"
स्वत: नेमका,தானியங்கி வழக்கம்
स्वत: सिस्टम पुन: प्राप्ति,தானியங்கி கணினி மீட்பு
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)","1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்"
स्वचालन,தானியங்கி
"1. आटोप्ले ,2. स्वत: चलन","1. ஆட்டோபிளே, 2. ஆட்டோ நடை"
स्वरक्षण,குரல் கொடுத்தல்
सहायक,உதவியாளர்
सहायक स्मृति,துணை நினைவகம்
सहायक भंडारण,துணை சேமிப்பு
उपलब्ध लिस्ट,கிடைக்கும் பட்டியல்
उपलब्ध समय,கிடைக்கும் நேரம்
औसत,சராசரி
ए डब्ल्यू के (एक कंप्यूटर समादेश),AWK (ஒரு கணினி கட்டளை)
पश्चांत,பிறகு
पश्चांत प्रक्रमक,பின் செயலி
पश्च फलन विलोपन,பின்புற செயல்பாடு நீக்கம்
पृष्ठभूमि प्रक्रमण,பின்னணி செயலாக்கம்
सहायक भंडार,துணை கடைகள்
पश्च पैचीकरण,மீண்டும் ஒட்டுதல்
"1. पश्चीयन ,2. बैकस्पेस","1. மேற்கு, 2. பின்வெளி"
पश्चपथन,பின்வாங்குதல்
"1. बैक-अप ,2. पूर्तिकर","1. காப்புப்பிரதி, 2. கொடுக்கப்படுவதுடன்"
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी","1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்"
पश्च त्रुटि सुधार,மீண்டும் பிழை திருத்தம்
(आय-व्यय) तुलन पत्र,(வருமானம்-செலவு) இருப்புநிலை
पट्टी,கட்டு
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता","1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்"
बैंकर एल्गोरिथ्म,வங்கியாளர் வழிமுறை
"1.बार कूट ,2. बार कोड","1. பார் குறியீடு, 2. பார் குறியீடு"
बार कोड स्कैनर,பட்டை குறி படிப்பான் வருடி
बार ग्राफ,சட்ட வரைபடம்
आधार पता,அடிப்படை முகவரி
आधार बैंड,அடிப்படை இசைக்குழு
आधार संख्या,ஆதார் எண்
आधार सारणी,அடிப்படை அட்டவணை
बेसिक (एक कंप्यूटर भाषा),அடிப்படை (ஒரு கணினி மொழி)
"1. मूल नियंत्रण ,2. आधार नियंत्रण","1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு"
"1. मूल निवेश ,2. आधारी निवेश","1. அசல் முதலீடு, 2. அடிப்படை முதலீடு"
आधारभूत अनुदेश,அடிப்படை அறிவுறுத்தல்
आधारी निर्गम,அடிப்படை பிரச்சினை
मूल चरण,அடிப்படை நிலை
"1. बैच ,2. समूह ,3. प्रचय","1. தொகுதி, 2. குழு, 3. பேரழிவு"
"1. बैच फाइल ,2. बैच संचिका","1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு"
बैच स्थिति,தொகுதி நிலை
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण","1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்"
"1. बैच तंत्र ,2. प्रचय तंत्र","1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு"
बॉड,பாட்
बॉड दर,பாட் விகிதம்
किरण पुंज,கற்றை கற்றை
"1. निर्देशमानक ,2. बैचमार्क","1. வழிகாட்டுதல்கள், 2. தொகுதி குறி"
द्विदिश संचार,இருதரப்பு தொடர்பு
विदिश कड़ी,நேரடி இணைப்பு
द्विआधारी कूट,பைனரி குறியீடு
द्विआधारी अंक,பைனரி இலக்கங்கள்
द्विआधारी निवेश निर्गम तंत्र (बायोस),பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்)
द्विआधारी संख्या,பைனரி எண்
द्विआधारी संकारक,பைனரி ஆபரேட்டர்
द्विआधारी संबंध,பைனரி உறவு
द्विआधारी खोज,பைனரி தேடல்
द्विआधारी अन्वेषण तरु (बी एस टी),பைனரி ஆய்வு மரம் (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण","1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்"
द्विआधारी तरु,பைனரி மரம்
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी","1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்"
"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श","1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி"
जन्म मरण प्रक्रम,பிறப்பு இறப்பு செயல்முறை
"1. द्वयंक ,2. बिट","1. டூக், 2. பிட்"
बिट दोष,சிறிய தவறு
बिट प्रतिचित्र,பிட் வரைபடம்
"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)","1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)"
"1. बिट आव्यूह ,2. बिट सारणी","1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்"
बिट प्रतिरूप,பிட் முறை
बिट स्थिति,பிட் நிலை
"1. बिट रेट ,2. बिट दर","1. பிட் வீதம், 2. பிட் விகிதம்"
अंध पेटी परीक्षण,கண்மூடி சோதனை
टिमटिमाना,மின்னும்
ब्लॉक,தொகுதி
"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति","1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்"
खंडक जांच,தடுப்பு ஆய்வு
खंड प्रतिलिपि,தொகுதி நகல்
खंडक आरेख,தொகுதி வரைபடம்
"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम","1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்"
बोर्ड,பலகை
पृष्ठ स्मृति,பக்க நினைவகம்
बूलीय बीजगणित,பூலியன் இயற்கணிதம்
बूलीय संबंध,பூலியன் உறவு
बूट विभाजन,துவக்க பகிர்வு
बूट स्ट्रैपिंग,பூட் ஸ்ட்ராப்பிங்
1.बूटस्ट्रैप भारक 2. स्वोत्थानी,1.பூட்ஸ்ட்ராப் ஏற்றி
"1.ब्रिज, 2. सेतु","1.பாலம், 2.பாலம்"
ब्राडबैंड नेटवर्क,பிராட்பேண்ட் நெட்வொர்க்
प्रसारण,ஒளிபரப்பு
प्रसारण रेडियो,ஒலிபரப்பு வானொலி
(नेट) विचरण,(நிகர) மாறுபாடு
(नेट) विचरक,(net) vicar
बी-तरु,பி-ட்ரூ
"1.बुदबुद स्मृति, 2.बबल मेमोरी","1.குமிழி நினைவகம், 2.குமிழி நினைவகம்"
बुदबुद छंटाी,குமிழி வகை
"1.बाल्टी, 2.बकेट","1.வாளி, 2.வாளி"
"1.बंधुता तंत्र, 2.बडी तंत्र","1.சகோதர அமைப்பு, 2.பெரிய அமைப்பு"
बजट प्रभावी नियंत्रण,பயனுள்ள பட்ஜெட் கட்டுப்பாடு
बफर,தாங்கல்
दोष,குறைபாடு
बस,போதும்
"1.अष्ट वयंक,2. बािट (आठ बिट)","1. அஷ்ட வியாங்க், 2. பிட் (எட்டு பிட்கள்)"
बािट कोड,பைட் குறியீடு
सी (कंप्यूटर भाषा),சி (கணினி மொழி)
"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)","1.சி பிளஸ் பிளஸ், 2.சி++ (கணினி மொழி)"
"1.कैश,2. द्रुतिका,3.द्रुत","1.பணம், 2. வேகமாக, 3.வேகமாக"
"1.कैश बफर, 2.द्रुतस्मृति बफर","1.கேச் பஃபர், 2.மெமரி பஃபர்"
"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति","1.கேச் மெமரி, 2.கேச் மெமரி, 3.ஃபாஸ்ட் மெமரி"
परिकलन,கணக்கீடு
"1.कैलकुलेटर, 2.परिकलक","1.கால்குலேட்டர், 2.கால்குலேட்டர்"
"1.कैलकुलेटर चिप,2. परिकलक चिप","1.கால்குலேட்டர் சிப், 2. கால்குலேட்டர் சிப்"
आह्वान,அழைக்கவும்
नाम आह्वान,பெயர் அழைப்பு
संदर्भ आह्वान,குறிப்பு அழைப்பு
मान आह्वान,மரியாதை அழைப்பு
चर आह्वान,மாறி அழைப்பு
आहवान गेट,அழைப்பு வாயில்
"1.निरस्त करना, 2.रद्द करना","1. ரத்து, 2. ரத்து"
निरसन बटन,திரும்பப்பெறுதல் பொத்தான்
"1.विहित,2. कैनॉनिकल","1. பரிந்துரைக்கப்பட்ட, 2. நியமனம்"
विहित रूप,நியமன வடிவம்
क्षमता,திறன்
क्षमता सूची,திறன் பட்டியல்
"1.क्षमता,2. धारिता","1. திறன், 2. வைத்திருக்கும்"
कैप्स लॉक कुंजी,தொப்பி பூட்டு விசை
"1.कार्ड,2. पत्रक","1. அட்டை, 2. தாள்"
कार्ड पाठक,கார்டு ரீடர்
प्रमुखता,முக்கியத்துவம்
वाहक,கேரியர்
वाहक बैंड,கேரியர் பேண்ட்
वाहक भार,கேரியர் சுமை
वाहक संकेत,கேரியர் சிக்னல்
वाहक तरंग,கேரியர் அலை
हासिल,சாதித்தது
हासिल अंक,மதிப்பெண் பெற்றார்
हासिल ध्वज,அடைந்த கொடி
"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका","1.கார்ட்ரிட்ஜ் டிஸ்க், 2.கார்ட்ரிட்ஜ் டிஸ்க்"
"1.कास्केड, 2.सोपानी","1. அருவி, 2. அருவி"
केस,வழக்கு
कैथोड-रे-टयूब (सी आर टी),கேத்தோடு-கதிர் குழாய் (CRT)
कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब,கத்தோட் கதிர் குழாய் (CRT) கத்தோட் கதிர் குழாய்
सी डी रॉम डिस्क ड्रािव,சிடி ரோம் டிஸ்க் டிரைவ்
सेल,செல்
सेल एनीमेशन,செல் அனிமேஷன்
सेल्युलर फोन,கை பேசி
"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी","1. மைய நினைவகம், 2. மைய நினைவகம்"
केद्रीय प्रक्रमण एकक (सी पी यू),மத்திய செயலாக்க அலகு (CPU)
केंद्रीकृत तंत्र,மையப்படுத்தப்பட்ட அமைப்பு
प्रमाणीकृत टेप,அங்கீகரிக்கப்பட்ட டேப்
श्रृंखला,சங்கிலி
"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री","1.தொடர் தரவு, 2.தொடர் உள்ளடக்கம்"
श्रृंखला कड़ी,சங்கிலி இணைப்பு
श्रृंखलन,சங்கிலியிடுதல்
"1.प्रणाल, 2.चैनल","1.சேனல், 2.சேனல்"
"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन","1.சேனல் பிஸி டோன், 2.சேனல் பிஸி டோன்"
"1.प्रणाल क्षमता, 2.चैनल क्षमता","1.சேனல் திறன், 2.சேனல் திறன்"
"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक","1.சேனல் கன்ட்ரோலர், 2.சேனல் கன்ட்ரோலர்"
"1.प्रणाल त्रुटि, 2.चैनल त्रुटि","1. சேனல் பிழை, 2. சேனல் பிழை"
"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम","1.சேனல் புரோகிராம், 2.சேனல் புரோகிராம்"
"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता","1.சேனல் நம்பகத்தன்மை, 2.சேனல் நம்பகத்தன்மை"
"1.प्रणाल समुच्चय, 2.चैनल समुच्चय","1.சேனல் தொகுப்பு, 2.சேனல் தொகுப்பு"
संप्रतीक,சின்னம்
"1.संप्रतीक कूट,2. संप्रतीक कोड","1.எழுத்து குறியீடு, 2. எழுத்து குறியீடு"
संप्रतीक कुंजी,எழுத்து திறவுகோல்
संप्रतीक पाठक,பாத்திர வாசகர்
"1.संप्रतीक सािज, 2.संप्रतीक आमाप","1. சின்ன அளவு, 2. சின்ன அளவு"
संचित्र,சித்திரமான
"1.न्याधार, 2.चैसिस","1.சேஸ், 2.சேஸ்"
जाँच बिट,சோதனை பிட்
जाँच अंक,சோதனை புள்ளிகள்
जाँच योग,மொத்தத்தை சரிபார்க்கவும்
जाँच शब्द,சரிபார்ப்பு வார்த்தை
चिप,சிப்
चिप सेट,சிப் தொகுப்பு
"1.चुनना, 2.चयन","1.தேர்வு, 2.தேர்வு"
वर्णिक रूप से,அகரவரிசைப்படி
"1.सािफर,2. शून्य,3. सीफर","1.சஃபர், 2. பூஜ்யம், 3. கடலோடி"
परिपथ,சுற்று
वर्तुल सूची,வட்ட பட்டியல்
सायरस,செரிஸ்
उल्लेख,குறிப்பிடவும்
"1.श्रेणी, 2.वर्ग","1.வகை, 2.வகை"
वर्ग चर,வர்க்க மாறி
वर्गीकरण,வகைப்பாடு
