Marathi,Punjabi
"मॅक्रो पद्धत, अंदाजे पद्धत","ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ"
अंदाजे उपाय,ਅੰਦਾਜ਼ਨ ਹੱਲ
अंदाजे समस्या,ਲਗਭਗ ਸਮੱਸਿਆ
अंदाजे मालमत्ता,ਲਗਭਗ ਸੰਪਤੀ
योग्यता चाचणी,ਯੋਗਤਾ ਟੈਸਟ
आर्गॉन आकृती,ਆਰਗਨ ਚਿੱਤਰ
ऐच्छिक,ਸਵੈ-ਇੱਛਤ
"यादृच्छिक, यादृच्छिक","ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ"
अनियंत्रित स्थिरांक,ਆਪਹੁਦਰੇ ਸਥਿਰ
मुक्त घटक,ਮੁਫ਼ਤ ਤੱਤ
अनियंत्रित बिंदू,ਮਨਮਾਨੀ ਬਿੰਦੂ
आर्किमिडीजचा कायदा,ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ
आर्किमिडीजचा कायदा,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
"चाप-लांबी, चाप-लांबी","ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ"
वर्तुळ चाप,ਚੱਕਰ ਚਾਪ
व्यस्त साइन वितरण,ਉਲਟ ਸਾਈਨ ਵੰਡ
व्यस्त साइन रूपांतरण,ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ
"क्षेत्र, क्षेत्र","ਖੇਤਰ, ਖੇਤਰ"
प्रादेशिक कॉन्फिगरेशन,ਖੇਤਰੀ ਸੰਰਚਨਾ
जटिल संख्येचा कोन,ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ
अंकगणित सरासरी,ਗਣਿਤ ਦਾ ਮਤਲਬ
डिजिटल ऑपरेशन,ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ
डिजिटल युनिट,ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ
"कॉन्फिगरेशन, व्यवस्था","ਸੰਰਚਨਾ, ਵਿਵਸਥਾ"
"अॅरे, अॅरे","ਐਰੇ, ਐਰੇ"
कृत्रिम उपग्रह,ਨਕਲੀ ਉਪਗ੍ਰਹਿ
कृत्रिम व्हेरिएबल,ਨਕਲੀ ਵੇਰੀਏਬਲ
चढणे,ਚੜ੍ਹਨ ਲਈ
चढत्या,ਚੜ੍ਹਦਾ
परिमाणाचा चढता क्रम,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
चढत्या श्रेणी,ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ
असेंबलर भाषा,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
"असाइनमेंट समस्या असाइनमेंट प्रश्न,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ
सहयोगी नियम,ਸਹਿਯੋਗੀ ਨਿਯਮ
ऑपरेटर्सचा सहयोगी नियम,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ
सहयोगी ऑपरेशन,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
सहवास,ਸਾਥੀ
सरासरी गृहीत धरले,ਮਤਲਬ ਮੰਨਿਆ
गृहीत संभाव्यता वितरण,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
"कल्पना केली, स्वीकारली,","ਕਲਪਨਾ, ਮੰਨਿਆ"
ज्योतिष,ਜੋਤਿਸ਼
"अंतराळ अभियंता अंतराळ अभियंता,",ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ
खगोलशास्त्रज्ञ*,ਖਗੋਲ ਵਿਗਿਆਨੀ*
खगोलशास्त्रीय घड्याळ,ਖਗੋਲੀ ਘੜੀ
खगोलशास्त्र,ਖਗੋਲ ਵਿਗਿਆਨ
असममित वक्र,ਅਸਮਿਤ ਵਕਰ
विषमता,ਅਸਮਿਤੀ
लक्षणे नसलेला,asymptotic
त्रासदायक,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
प्रगतीशील अंदाजक,ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ
प्रतिगामी पक्षपाती अनुमानक,ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ
प्रतिगामी आचरण,ਪਿਛਾਖੜੀ ਵਿਹਾਰ
आक्रमक वितरण कार्य,ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ
वर पसरलेला,ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ
वातावरणाचा दाब,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"यादृच्छिकपणे,",ਬੇਤਰਤੀਬੇ
मालमत्ता*,ਸੰਪਤੀ*
विशेषता-नमुना-यंत्रणा,ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ
संवर्धित मॅट्रिक्स,ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ
स्वयंसंबंध गुणांक,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
स्वयंसंबंध कार्य,ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ
सहप्रसरण,ਸਹਿਵਿਹਾਰ
स्वयंचलित संगणक,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
ऑटोरिग्रेशन,ਆਟੋਰਿਗਰੇਸ਼ਨ
सहाय्यक समीकरण,ਸਹਾਇਕ ਸਮੀਕਰਨ
सरासरी नमुना क्रमांक वक्र (MPC वक्र),ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ)
"स्वयंसिद्ध, स्वयंसिद्ध","axiom, axiom"
स्वयंसिद्ध दृष्टीकोन,axiom ਪਹੁੰਚ
संभाव्यता स्वयंसिद्ध,ਸੰਭਾਵਨਾ axiom
अक्ष,ਧੁਰਾ
भुजक्षा,ਭੁਜਕਸ਼ਾ
पृथ्वीचा अक्ष,ਧਰਤੀ ਦਾ ਧੁਰਾ
रोटेशन अक्ष,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
रोटेशन अक्ष,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
फिरकी अक्ष,ਸਪਿਨ ਧੁਰਾ
पोस्ट बदली,ਪੋਸਟ ਬਦਲੀ
नंतर,ਬਾਅਦ ਵਿੱਚ
बॅक इन्सर्टेशन फॉर्म्युला,ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
संतुलित डिझाइन,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
ताळेबंद,ਸੰਤੁਲਨ ਸ਼ੀਟ
क्षेपणास्त्र,ਮਿਜ਼ਾਈਲ
"बॅलिस्टिक्स, शस्त्रे","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
"स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार","ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ"
"बेस, बेस, बेस, बेस, बेस","ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ"
बेस कोन,ਅਧਾਰ ਕੋਣ
"लॉगरिथमचा आधार, लॉगरिथमचा आधार","ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ"
"मूलभूत, मूलभूत,","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ"
बेस सुसंगत उपाय,ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ
बेस सोल्यूशन,ਅਧਾਰ ਹੱਲ
बेस व्हेरिएबल,ਅਧਾਰ ਵੇਰੀਏਬਲ
पाया,ਅਧਾਰ
मूळ घटक,ਅਧਾਰ ਤੱਤ
बेस मॅट्रिक्स,ਬੇਸ ਮੈਟ੍ਰਿਕਸ
वेक्टर स्पेसचा पाया,ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
उपलोकसंख्या आधार,ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ
बेईमान,ਬੇਈਮਾਨ
bez-नियम,bez-ਨਿਯਮ
bez-प्रमेय,ਬੇਜ਼-ਪ੍ਰਮੇਯ
bernoulli-वितरण,bernoulli-ਵੰਡ
बर्नौली क्रमांक,ਬਰਨੌਲੀ ਨੰਬਰ
बर्नौली संभाव्यता कार्य,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
बर्नौली-समीकरण,ਬਰਨੌਲੀ-ਸਮੀਕਰਨ
बोरासारखे बी असलेले लहान फळ कार्य,ਬੇਰੀ ਫੰਕਸ਼ਨ
सर्वोत्तम आसंजन,ਵਧੀਆ ਚਿਪਕਣ
सर्वोत्तम आसंजन ओळ,ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ
सर्वोत्तम उपाय,ਵਧੀਆ ਹੱਲ
सर्वोत्तम टिपा,ਵਧੀਆ ਸੁਝਾਅ
बीटा वितरण,ਬੀਟਾ ਵੰਡ
"पक्षपात, पक्षपात","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
पक्षपाती मूल्यांकन,ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ
द्विपद समीकरण,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
एकल कव्हर,ਸਿੰਗਲ ਕਵਰ
सिंगल कव्हर नकाशा,ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ
सिंगल कव्हर मॅपिंग,ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ
चतुर्भुज चौकोन,ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ
द्विरेखीय कार्य,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
द्विरेखीय हर्मिटियन एकजिनसीपणा,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ
"द्वि-चर, बायनरी, दुहेरी","ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ"
"बायनरी कोड, बायनरी कोड","ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ"
"बायनरी कोडेड दशांश, बायनरी कोडेड दशांश","ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ"
बायनरी एन्कोडिंग,ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ
बायनरी संगणक,ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ
बायनरी अंक,ਬਾਈਨਰੀ ਨੰਬਰ
बायनरी ऑपरेशन,ਬਾਈਨਰੀ ਕਾਰਵਾਈ
बायनरी पद्धत,ਬਾਈਨਰੀ ਢੰਗ
बायनरी व्हेरिएबल,ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ
द्विपदी गुणांक,ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ
द्विपदी वितरण,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
द्विपद समीकरण,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
द्विपद भिन्नता,ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ
द्विपदी अभिव्यक्ती,ਦੋਨੋਮੀ ਸਮੀਕਰਨ
द्विपदी यादृच्छिक चल,ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
द्विपद प्रमेय,ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ
"अर्धा, दुभाजक","ਅੱਧਾ, ਵਿਭਾਜਨ"
"दुभाजक पद्धत, अर्धविभाग पद्धत","ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ"
अर्धा दुभाजक,ਅੱਧਾ ਬਾਈਸੈਕਟਰ
"द्विपदी, द्विपदी","ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ"
"द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक","ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ"
द्विपदी द्विपद वितरण द्विपदी,binomial binomial distribution binomial
द्विवैरिएट सहसंबंध गुणांक,ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ
द्विवैरिएट वितरण,ਦੋ-ਪੱਖੀ ਵੰਡ
द्विवैरिएट सामान्य-वितरण,bivariate ਸਧਾਰਨ-ਵੰਡ
bivector,bivector
बोल्टमन समीकरण,ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ
बुलियन बीजगणित*,ਬੁਲੀਅਨ ਅਲਜਬਰਾ*
बोस-आईन्स्टाईन सांख्यिकी,ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ
मर्यादा निर्बंध,ਸੀਮਾ ਪਾਬੰਦੀਆਂ
सीमा पातळी,ਸੀਮਾ ਪੱਧਰ
सीमारेषा,ਸੀਮਾ ਰੇਖਾ
मर्यादा मूल्य,ਸੀਮਾ ਮੁੱਲ
सीमा मूल्य समस्या,ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ
"बाउंड फंक्शन बाउंडेड फळ,",ਸੀਮਿਤ ਫੰਕਸ਼ਨ ਸੀਮਿਤ ਫਲ
"बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल,","ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਟੇਬਲ"
"सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश,",ਸੀਮਾਬੱਧ ਖੇਤਰ ਸੀਮਾਬੱਧ ਖੇਤਰ
"बाऊंड सेट बाउंडेड सेट,",ਬਾਊਂਡਡ ਸੈੱਟ ਬਾਊਂਡਡ ਸੈੱਟ
ब्राउनी मोशन,ਭੂਰੀ ਮੋਸ਼ਨ
मोजणे,ਗਣਨਾ ਕਰਨ ਲਈ
गणना,ਗਣਨਾ
"कॅल्क्युलेटर, कॅल्क्युलेटर","ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ"
गणना*,ਗਣਨਾ*
संगणकीय क्रिया पद्धत,ਕੰਪਿਊਟੇਸ਼ਨਲ ਐਕਸ਼ਨ ਵਿਧੀ
"कॅल्क्युलेटर, कॅल्क्युलेटर","ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ"
"कॅल्क्युलस, कॅल्क्युलस","ਕੈਲਕੂਲਸ, ਕੈਲਕੂਲਸ"
भिन्नता कॅल्क्युलस,ਪਰਿਵਰਤਨ ਕੈਲਕੂਲਸ
कॅलरीज,ਕੈਲੋਰੀ
नियम रद्द करा,ਨਿਯਮ ਨੂੰ ਰੱਦ ਕਰੋ
प्रामाणिक समीकरण,ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ
प्रामाणिक फॉर्म,ਕੈਨੋਨੀਕਲ ਰੂਪ
"कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स","ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ, ਕੇ ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ"
cantor सेट,cantor ਸੈੱਟ
cantor त्रिकोणी संच,cantor ਤਿਕੋਣਾ ਸੈੱਟ
वाहतुकीची अडचण,ਸੀਮਤ ਆਵਾਜਾਈ ਸਮੱਸਿਆ
क्षमता,ਯੋਗਤਾ
केशिका शक्ती,ਕੇਸ਼ੀਲ ਸ਼ਕਤੀ
"संख्या संख्या, मुख्य संख्या","ਗਿਣਤੀ ਸੰਖਿਆ, ਮੁੱਖ ਸੰਖਿਆ"
कार्टेशियन अक्ष,ਕਾਰਟੇਸੀਅਨ ਧੁਰਾ
कार्टेशियन समन्वय,ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ
