Tamil,English
அனைத்து நோக்கம் கொண்ட கணினி,All-purpose computer
அகரவரிசை எழுத்து,Alphabetic character
அகரவரிசை எழுத்து தொகுப்பு,Alphabetic character set
அகரவரிசை எழுத்து துணைக்குழு,Alphabetic character subset
அகரவரிசை குறியீடு,Alphabetic code
அகரவரிசை மாற்றம்,Alphabetic shift
அகரவரிசை சரம்,Alphabetic string
அகரவரிசை சொல்,Alphabetic word
அகரவரிசை,Alphabetization
ஆல்பாஜோமெட்ரிக்ஸ்,Alphageometrics
ஆல்பமெரிக்,Alphameric
ஆல்பமோசைக்,Alphamosaic
எண்ணெழுத்து,Alphanumeric
எண்ணெழுத்து விசைப்பலகை சாதனம்,Alphanumerical keyboard device
எண்ணெழுத்து எழுத்து தொகுப்பு,Alphanumeric character set
எண்ணெழுத்து குறியீடு,Alphanumeric code
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,Alphanumeric coded character set
எண்ணெழுத்து தரவு,Alphanumeric data
எண்ணெழுத்து காட்சி சாதனம்,Alphanumeric display device
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,Alphanumeric edited character
எண்ணெழுத்து புலம்,Alphanumeric field
எண்ணெழுத்து அறிவுறுத்தல்,Alphanumeric instruction
எண்ணெழுத்து விசைப்பலகை,Alphanumeric keyboard
எண்ணெழுத்து வகை,Alphanumeric sort
எண்ணெழுத்து சேமிப்பு,Alphanumeric storage
மாற்றக்கூடிய நினைவகம்,Alterable memory
மாற்ற சுவிட்ச்,Alteration switch
மாற்றுதல்,Altering
மாற்று பயன்முறை,Alter mode
மாற்று மீட்பு,Alternate recovery
மாற்று பாதை,Alternate route
மாற்று ரூட்டிங்,Alternate routing
மாற்று பாதை,Alternate track
மாற்று (= அல்லது செயல்பாடு),Alternation (= OR operation)
மாற்று பண்புக்கூறு,Alternative attribute
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),Alternative denial (= NOT-AND operation)
தெளிவற்ற பிழை,Ambiguity error
தெளிவற்ற குறிப்பு,Ambiguous reference
அனலாக்ஸ்,Analog
அனலாக் சேர்க்கை,Analog adder
அனலாக் சேனல்,Analog channel
அனலாக் கணினி,Analog computer
அனலாக் மாற்றி,Analog converter
அனலாக் தரவு,Analog data
அனலாக் டிவைடர்,Analog divider
அனலாக் வசதி முனையம்,Analog facility terminal
அனலாக் செயல்பாடு  ஜெனரேட்டர்,Analog function  Generator
அனலாக் ஒருங்கிணைப்பு,Analog integration
அனலாக் பெருக்கி,Analog multiplier
அனலாக் நிரலாக்க,Analog programming
அனலாக் அளவிடுதல்,Analog scaling
அனலாக் சிக்னல்,Analog signal
அனலாக் உருவகப்படுத்துதல்,Analog simulation
அனலாக் சுவிட்ச்,Analog switch
அனலாக் அமைப்பு,Analog system
டிஜிட்டலுக்கு அனலாக்  மாற்றி,Analog to digital  Converter
டிஜிட்டலுக்கு அனலாக்  குறியாக்கி,Analog to digital  Encoder
அனலாக் பரிமாற்றம்,Analog transmission
அனலாக் வகை,Analog type
பகுப்பாய்வு தொகுதி,Analysis block
பகுப்பாய்வு முறை,Analysis mode
பகுப்பாய்வு இயந்திரம்,Analytical engine
மூதாதையர் பணி,Ancestral task
துணை உபகரணங்கள்,Ancillary equipment
மற்றும்,AND
மற்றும் சுற்று,AND circuit
மற்றும் உறுப்பு,AND element
மற்றும் வாயில்,AND gate
மற்றும் மறைத்தல்,AND masking
மற்றும் செயல்பாடு அல்ல (= விலக்கு,AND NOT operation (=exclusion
மற்றும் செயல்பாடு,AND operation
இணைப்பு நினைவகம்,Annex memory
சிறுகுறி,Annotation
அறிவிப்பாளர்,Annunciator
பதில்,Answer back
பதில் தாமதம்,Answer delay
பதிலளிக்கும் நேரம்,Answering time
பதில் விளக்கு,Answer lamp
பதில் பட்டியல்,Answer list
பதில்,Answer only
எதிர்பார்ப்பு பயன்முறை,Anticipation mode
எதிர்பார்ப்பு இடையக,Anticipatory buffering
எதிர்பார்ப்பு கேரி,Anticipatory carry
எதிர்பார்ப்பு பேஜிங்,Anticipatory paging
எதிர்விளைவு செயல்பாடு,Anticoincidence operation
எதிர்விளைவு உறுப்பு,Anticoincident element
அபீரியோடிக் ஆண்டெனா,Aperiodic antenna
துளை அட்டை,Aperture card
துளை குறியீடு,Aperture code
துளை நேரம்,Aperture time
இணைப்பு,Appendage
இணைப்பு பணி,Appendage task
பயன்பாட்டு உருவாக்குநர்,Application developer
பயன்பாட்டு அடுக்கு,Application layer
பயன்பாட்டு சார்ந்த மொழி,Application oriented language
பயன்பாட்டு தொகுப்பு,Application package
பயன்பாட்டு நிரல்,Application program
பயன்பாட்டு நிரலாக்க,Application programming
பயன்பாடு தேவையான மொழி,Application required language
பயன்பாட்டு மென்பொருள்,Application software
Applique,Applique
தோராயக் கோட்பாடு,Approximation theory
தன்னிச்சையான அணுகல்,Arbitrary access
தன்னிச்சையான வரிசை கணினி,Arbitrary sequence computer
நடுவர்,Arbitration
கட்டிடக்கலை,Architecture
காப்பகப்படுத்துதல்,Archiving
பகுதி குறியீடு,Area code
பகுதி தேடல்,Area search
பகுதி பரிமாற்றம்,Area transfer
பகுதி மாறி,Area variable
வாதம்,Argument
வாத முகவரி,Argument address
வாத பட்டியல்,Argument list
எண்கணித அறிவுறுத்தல்,Arithmetical instruction
எண்கணித மற்றும் தர்க்க அலகு,Arithmetic and logic unit
எண்கணித ஒதுக்கீட்டு அறிக்கை,Arithmetic assignment statement
எண்கணித சோதனை,Arithmetic check
எண்கணித மாறிலி,Arithmetic constant
எண்கணித மாற்றம்,Arithmetic conversion
எண்கணித தரவு,Arithmetic data
எண்கணித விதிவிலக்கு,Arithmetic exception
எண்கணித வெளிப்பாடு,Arithmetic expression
எண்கணித நிலையான புள்ளி,Arithmetic fixed point
எண்கணித வரிசைமுறை,Arithmetic hierarchy
அறிக்கை என்றால் எண்கணிதம்,Arithmetic IF statement
எண்கணித தர்க்கம்,Arithmetic logic
எண்கணித தர்க்க அலகு,Arithmetic logic unit
எண்கணித செயல்பாடு,Arithmetic operation
எண்கணித ஆபரேட்டர்,Arithmetic operator
எண்கணித வழிதல்,Arithmetic overflow
எண்கணித படத் தரவு,Arithmetic picture data
எண்கணித முன்னுரிமை,Arithmetic precedence
எண்கணித முதன்மை,Arithmetic primary
எண்கணித பதிவு,Arithmetic register
எண்கணித உறவு,Arithmetic relation
எண்கணித ஸ்கேன்,Arithmetic scan
எண்கணித பிரிவு,Arithmetic section
எண்கணித மாற்றம்,Arithmetic shift
எண்கணித மாற்றம்,Arithmetic shifting
எண்கணித அறிக்கை,Arithmetic statement
எண்கணித கால,Arithmetic term
எண்கணித கீழ்ப்படிதல்,Arithmetic underflow
எண்கணித அலகு,Arithmetic unit
வரிசை,Array
வரிசை,Array bound
வரிசை கணினி,Array computer
வரிசை பரிமாணம்,Array dimension
வரிசை உறுப்பு,Array element
வரிசை வெளிப்பாடு,Array expression
வரிசை பெயர்,Array name
கட்டமைப்புகளின் வரிசை,Array of structures
வரிசை அச்சிடுதல்,Array printing
வரிசை செயலாக்கம்,Array processing
வரிசை செயலி,Array processor
வெளிப்பாடு புள்ளி,Articulation point
செயற்கை அறிவாற்றல்,Artificial cognition
செயற்கை நுண்ணறிவு,Artificial intelligence
செயற்கை மொழி,Artificial language
செயற்கை மாறி,Artificial variable
கலை பயன்பாட்டு தரவு வங்கி,Arts application data bank
கலை பயன்பாட்டு இசை,Arts application music
கலை பயன்பாட்டு முறை உருவாக்கம்,Arts application pattern generation
அசெண்டர்,Ascender
ஏறும் வரிசை,Ascending sort
ASCIL,ASCIL
ASCII கட்டுப்பாட்டு தன்மை,ASCII control character
ASCII விசை வாரியம்,ASCII key board
அம்சம்,Aspect
அம்சம் மற்றும்,Aspect and
ஒன்றுகூடு,Assemble
கூடியிருந்த தோற்றம்,Assembled origin
காலத்தை ஒன்றிணைக்கவும்,Assemble duration
அசெம்பிளர்,Assembler
அசெம்பிளர் டைரெக்டிவ்,Assembler directive
அசெம்பிளர் வசதி,Assembler facility
அசெம்பிளர் மொழி,Assembler language
அசெம்பிளிங்,Assembling
அசெம்பிளிங் கட்டம்,Assembling phase
நேரம் திரட்டுதல்,Assembling time
சட்டசபை,Assembly
சட்டசபை மொழி,Assembly language
சட்டசபை மொழி நிரலாக்க,Assembly language programming
சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை,Assembly language software flexibility
சட்டசபை பட்டியல்,Assembly listing
சட்டசபை கட்டம்,Assembly phase
சட்டசபை வழக்கம்,Assembly routine
சட்டசபை நேரம்,Assembly time
சட்டசபை பிரிவு,Assembly unit
ஒதுக்கீட்டு அட்டவணைப்படுத்தல்,Assignment indexing
ஒதுக்கீட்டு செயல்பாடு,Assignment operation
ஒதுக்கீட்டு அறிக்கை,Assignment statement
துணை முகவரி,Associative address
துணை வரிசை பதிவு,Associative array register
துணை விசை,Associative key
துணை மொழி,Associative language
துணை நினைவகம்,Associative memory
துணை சேமிப்பு,Associative storage
தசம புள்ளி என்று கருதப்படுகிறது,Assumed decimal point
சமச்சீரற்ற சாதனம்,Asymmetric device
சமச்சீரற்ற i/o,Asymmetric i/o
ஒத்திசைவற்ற,Asynchronous
ஒத்திசைவற்ற கணினி,Asynchronous computer
ஒத்திசைவற்ற தரவு பரிமாற்றம்,Asynchronous data transfer
ஒத்திசைவற்ற தரவு பரிமாற்றம்,Asynchronous data transmission
ஒத்திசைவற்ற சாதனங்கள்,Asynchronous devices
ஒத்திசைவற்ற செயல்பாடு,Asynchronous operation
ஒத்திசைவற்ற சமிக்ஞை,Asynchronous signalling
ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்,Asynchronous time division multiplexing
ஒத்திசைவற்ற பரிமாற்றம்,Asynchronous transmission
ஒத்திசைவற்ற வேலை,Asynchronous working
இணைக்கப்பட்ட செயலாக்கம்,Attached processing
இணைக்கப்பட்ட செயலி,Attached processor
இணைக்கப்பட்ட ஆதரவு செயலி,Attached support processor
செயல்பாட்டில் கலந்து கொண்டார்,Attended operation
பாதை அச்சுப்பொறியில் கலந்து கொண்டார்,Attended trail printer
கவனம் குறுக்கீடு,Attention interruption
கவனம் விசை,Attention key
விழிப்புணர்வு,Attenuation
விழிப்புணர்வு மாறிலி,Attenuation constant
விழிப்புணர்வு விலகல்,Attenuation distortion
விழிப்புணர்வு சமநிலை,Attenuation equalizer
அட்டென்யூட்டர்,Attenuator
பண்புக்கூறு,Attribute
கேட்கக்கூடிய அலாரம்,Audible alarm
ஆடியோ கேசட்,Audio cassette
ஆடியோ விசாரணை,Audio enquiry
ஆடியோ வரி,Audio line
ஆடியோ பதில்,Audio response
ஆடியோ மறுமொழி செய்தி,Audio response message
ஆடியோ மறுமொழி அலகு,Audio response unit
ஆடியோடேப் ஸ்டோரேஜ் யூனிட்,Audiotape storage unit
ஆடியோ தொலைத்தொடர்பு வரி,Audio telecommunication line
ஆடியோ முனையம்,Audio terminal
தணிக்கை கட்டளை மொழி,Audit command language
தணிக்கை நிரலாக்க,Audit programming
தணிக்கை சோதனை,Audit trail
ஆகஸ்ட்,Augend
அதிகரிப்பு,Augment
ஆக்மென்டர்,Augmenter
நூலாசிரியர்,Author
படைப்பாற்றல்,Authoring
படைப்பாற்றல் அமைப்பு,Authoring system
அதிகாரம்,Authority
அங்கீகார குறியீடு,Authorization code
அங்கீகரிக்கப்பட்ட நூலகம்,Authorized library
அங்கீகரிக்கப்பட்ட திட்டம்,Authorized program
அங்கீகரிக்கப்பட்ட நிரல் வசதி,Authorized program facility
வாகன சுருக்கம்,Auto abstract
ஆட்டோஆன்ஸ்வெர்,Autoanswer
ஆட்டோ துவக்க,Auto booting
ஆட்டோ பைபாஸ்,Auto bypass
ஆட்டோ அழைப்பு (= தானியங்கி அழைப்பு),Auto call (=automatic calling)
ஆட்டோ கோடர்,Auto coder
ஆட்டோ டயல்,Auto dial
ஆட்டோஃப்ளோ,Autoflow
ஆட்டோ அட்டவணை,Auto index
ஆட்டோ குறியீட்டு முகவரி,Auto indexed addressing
தன்னியக்க,Automata
ஆட்டோமேட்டா கோட்பாடு,Automata theory
தன்னியக்க வகை,Automata type
தானியங்கு நூலியல்,Automated bibliography
தானியங்கு தரவு ஊடகம்,Automated data medium
தானியங்கு அகராதி,Automated dictionary
தானியங்கு சொற்களஞ்சியம்,Automated glossary
தானியங்கு தர்க்க வரைபடம்,Automated logic diagram
தானியங்கு மேலாண்மை,Automated management
தானியங்கு உற்பத்தி மேலாண்மை,Automated production management
தானியங்கு பங்கு கட்டுப்பாடு,Automated stock control
தானியங்கி சுருக்கம்,Automatic abstract
தானியங்கி சுருக்கம்,Automatic abstracting
தானாக திட்டமிடப்பட்ட கருவிகள்,Automatically programmed tools
தானியங்கி பதில்,Automatic answering
தானியங்கி அழைப்பு விநியோகஸ்தர்,Automatic call distributor
தானியங்கி அழைப்பு,Automatic calling
தானியங்கி சோதனை,Automatic check
தானியங்கி குறியீட்டு முறை,Automatic coding
தானியங்கி கணினி,Automatic computing
தானியங்கி கணினி இயந்திரம்,Automatic computing engine
தானியங்கி மாறிலி,Automatic constant
தானியங்கி கட்டுப்பாட்டு பொறியியல்,Automatic control engineering
தானியங்கி தரவு செயலாக்கம்,Automatic data processing
தானியங்கி தரவு செயலாக்க அமைப்பு,Automatic data processing system
தானியங்கி தசம சீரமைப்பு,Automatic decimal alignment
தானியங்கி டயலிங் அலகு,Automatic dialing unit
தானியங்கி அகராதி,Automatic dictionary
தானியங்கி சமன்பாடு,Automatic equalization
தானியங்கி பிழை திருத்தம்,Automatic error correction
தானியங்கி தீவன பஞ்ச்,Automatic feed punch
தானியங்கி செயல்பாடு,Automatic function
தானியங்கி அட்டவணைப்படுத்தல்,Automatic indexing
தானியங்கி நூலக அழைப்பு,Automatic library call
தானியங்கி செய்தி கணக்கியல்,Automatic message accounting
தானியங்கி எண் அடையாளம்,Automatic number identification
தானியங்கி மோகம்,Automatic pagination
தானியங்கி நிரலாக்க,Automatic programming
தானியங்கி பஞ்ச்,Automatic punch
தானியங்கி மீட்பு திட்டம்,Automatic recovery program
தானியங்கி மீண்டும் கோரிக்கை,Automatic repeat request
தானியங்கி மறுதொடக்கம்,Automatic restart
தானியங்கி வழக்கமான,Automatic routine
தானியங்கி வரிசைமுறை,Automatic sequencing
தானியங்கி தொடர்ச்சியான செயல்பாடு,Automatic sequential operation
தானியங்கி நிறுத்தம்,Automatic stop
தானியங்கி மாறி,Automatic variable
தானியங்கி தொகுதி அங்கீகாரம்,Automatic volume recognition
தானியங்கி தொகுதி மாறுதல்,Automatic volume switching
தானியங்கு,Automation
ஆட்டோமேஷன் கருத்து,Automation concept
தானியங்கு,Automatisation
தானியங்கி,Automaton
தானியங்கி செய்தி ரூட்டிங்,Automatic message routing
தன்னியக்க,Automoniter
ஆட்டோமோனிட்டர் வழக்கமான,Automoniter routine
தன்னாட்சி சேனல் செயல்பாடு,Autonomous channel operation
தன்னாட்சி வேலை,Autonomous working
ஆட்டோபிளாட்டர்,Autoplotter
துணை கன்சோல்,Auxiliary console
துணை உபகரணங்கள்,Auxiliary equipment
துணை நினைவகம்,Auxiliary memory
துணை செயல்பாடு,Auxiliary operation
துணை வழக்கமான,Auxiliary routine
துணை சேமிப்பு,Auxiliary storage
துணை கடை,Auxiliary store
கிடைக்கும் தன்மை,Availability
கிடைக்கும் இயந்திர நேரம்,Available machine time
கிடைக்கும் இடம்,Available point
கிடைக்கும் விண்வெளி பட்டியல்,Available space list
கிடைக்கும் நேரம்,Available time
கிடைக்கும் அணுகல் நேரம்,Available access time
சராசரி நிபந்தனை தகவல்,Average conditional information
சராசரி விளிம்பு நேரம்,Average edge time
சராசரி தகவல் உள்ளடக்கம்,Average information content
சராசரி தகவல் வீதம்,Average information rate
சராசரி டிரான்ஸ் இன்ஃபர்மேஷன் உள்ளடக்கம்,Average transinformation content
சராசரி டிரான்ஸ் இன்ஃபர்மேஷன் வீதம்,Average transinformation rate
பின்னணி காட்சி படம் (= நிலையான காட்சி  படம்),Background display image (= static display  Image)
பின்னணி (= பின்னணி செயலாக்கம்),Backgrounding (= background processing)
பின்னணி வேலை,Background job
பின்னணி இரைச்சல்,Background noise
பின்னணி அச்சிடுதல்,Background printing
பின்னணி செயலாக்கம்,Background processing
பின்னணி திட்டம்,Background program
பின்னணி வாசகர்,Background reader
பின்னணி பகுதி,Background region
பின்னணி சேமிப்பு (= துணை  சேமிப்பு),Backing storage (= auxiliary  Storage)
பின்னணி கடை,Backing store
பின் விமானம்,Back plane
பேக்ஸ்பேஸ்,Backspace
பேக்ஸ்பேஸ் எழுத்து,Backspace character
பின்னணி,Backspacing
பின்னடைவு,Backtracking
பின்னடைவு கட்டமைக்கப்பட்ட நிரலாக்க,Backtracking structured programming
காப்புப்பிரதி,Backup
காப்பு நகல்,Backup copy
காப்புப்பிரதி கோப்பு,Backup file
காப்பு நினைவகம்,Backup memory
காப்பு புரோகிராமர்,Backup programmer
காப்பு கடை,Backup store
பின்தங்கிய சேனல்,Backward channel
பின்தங்கிய பிழை பகுப்பாய்வு,Backward error analysis
பின்தங்கிய கோப்பு மீட்பு,Backward file recovery
பின்தங்கிய மீட்பு,Backward recovery
பின்தங்கிய மேற்பார்வை,Backward supervision
பின்தங்கிய சுவடு,Backward trace
இருப்பு,Balance
சீரான சுற்று,Balanced circuit
சீரான இலக்க அமைப்பு,Balanced digit system
சீரான பிழை,Balanced error
சீரான ஒன்றிணைப்பு,Balanced merge
சீரான ஒன்றிணைப்பு வரிசை,Balanced merge sort
சீரான வரிசையாக்கம்,Balanced sorting
சமநிலையான நிலையம்,Balanced station
சீரான மும்மை அமைப்பு,Balanced ternary system
சமநிலையான முன்னோக்கி அறிக்கை,Balanced forward statement
சமச்சீர் நெட்வொர்க்,Balanced network
பேண்ட்,Band
பேண்ட்பாஸ்,Bandpass
பேண்ட்பாஸ் வடிகட்டி,Bandpass filter
பேண்ட் அச்சுப்பொறி,Band printer
பேண்ட் ஸ்டாப் வடிகட்டி,Band stop filter
அலைவரிசை,Bandwidth
பேனர் சொல்,Banner word
பார் குறியீடு,Bar code
பார் குறியீடு ரீடர்,Bar code reader
பட்டை குறி படிப்பான் வருடி,Bar code scanner
பார் அச்சுப்பொறி,Bar printer
பீப்பாய் அச்சிடுதல் (= டிரம் அச்சிடுதல்),Barrel printing (= drum printing)
அடித்தளம்,Base
