Hindi,Bengali
मंजूषा,মন্ত্রিসভা
ध्वनि शोषण चादर,ক্যাবল্টের পদত্যাগ
कैफेटेरिया,ক্যাফেটারিয়া
पिंजरा,খাঁচা
पिंजरानुमा निर्माण,খাঁচা নির্মাণ
केनसूत्र,কেইনের সূত্র
कैसन (या कॉफर),কাইসন
कैसन रोग,ক্যাসন রোগ
केसन नींव,ক্যাসন ফাউন্ডেশন
कैसन पाइल,Caisson pile
चूनेदार ईंट,চুনযুক্ত ইট
चूनेदार मिट्टी,চুনযুক্ত কাদামাটি
चूनेदार पपड़ी,চুনযুক্ত ভূত্বক
केल्सीकरण,ক্যালসিফিকেশন
निस्तापन,ক্যালসিনেশন
कैलसाइन,ক্যালসিন
कैल्साइट,ক্যালসাইট
कैल्शियम एल्यूमिनेट सीमेंट,ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট
कैल्शियम सिलीकेट ईंट,ক্যালসিয়াম-সিলিকেট ইট
कैल्शियम सिलिकेट हाईड्रेट,ক্যালসিয়াম-সিলিকেট হাইড্রেট
कालीचे,ক্যালিছে
कैलिफोर्निया असर अनुपात,ক্যালিফোর্নিয়া ভারবহন অনুপাত
केलिपर,ক্যালিপার
कैलोरीमीटर,ক্যালোরিমিটার
न्युब्ज़ता/कैम्बर,ক্যাম্বার
नहर,খাল
कैनॉपी,ক্যানোপি
बहुधारन पद,ক্যান্টিলিভার ফুটিং
टोपी,ক্যাপ
धारिता,ক্ষমতা
रेल पथ क्षमता,আইল ট্র্যাকের ক্ষমতা
टोपी कंडरा,ক্যাপ তারের
केशिकत्व,কৈশিকতা
केशिका विच्छेद,কৈশিক বিরতি
केशिका प्रवाह,কৈশিক প্রবাহ
केशिका आर्द्रता या केशिका जल,কৈশিক আর্দ্রতা বা কৈশিক জল
केशिका रंध्र अवकाश,কৈশিক ছিদ্র স্থান
केशिका रंध्रता,কৈশিক ছিদ্র
केशिका अवकाश,কৈশিক স্থান
प्रग्रहण वेग,ক্যাপচার বেগ
कार्बोनेशन,কার্বনেশন
कार्बन काजल,কার্বন কালো
ढलने योग्य उच्च तापसह,কাস্টবল অবাধ্য
स्वस्थान ढली,কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু
यथास्थान बनाई पाइल,কাস্ট-ইন-প্লেস গাদা
कैस्टर,ক্যাস্টর
ढला पत्थर,ঢালাই পাথর
उत्प्रेरक,প্রভাবক
मृदा श्रृंखला,ক্যাটেনা
विडाल मुख,বিড়ালের মুখ
कैट हैड,বিড়ালের মাথা
धनायन,ক্যাটান
कैट बॉक,বিড়াল হাঁটা
कोटरन क्षति,গহ্বরের ক্ষতি
सेलाइट,সেলাইট
कोशिकीय कंक्रीट,সেলুলার কংক্রিট
कोशिकीय निर्माण,সেলুলার নির্মাণ
सीमेंट,সিমেন্ট
बिटुमनी सीमेंट,"সিমেন্ট, বিটুমিনাস"
शीघ्र सामर्थ्य सीमेंट,"সিমেন্ট, উচ্চ শক্তি"
जलीय सीमेंट,"সিমেন্ট, জলবাহী"
न्यून ऊष्मा सीमेंट,"সিমেন্ট, কম তাপ"
चिनाई सीमेंट,"সিমেন্ট, রাজমিস্ত্রি"
प्राकृतिक सीमेंट,"সিমেন্ট, প্রাকৃতিক"
पोर्टलैंड सीमेंट,"সিমেন্ট, পোর্টল্যান্ড"
पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट,"সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
पोर्टलैंड पोजोलॉन सीमेंट,"সিমেন্ট, পোর্টল্যান্ড পোজোলান"
सीमेंट धातुमल,"সিমেন্ট, স্ল্যাগ"
सल्फेट प्रतिरोधी सीमेंट,"সিমেন্ট, সালফেট প্রতিরোধী"
सुपरसल्फेटेड सीमेंट,"সিমেন্ট, সুপার সালফেটেড"
श्वेत सीमेंट,"সিমেন্ট, সাদা"
सीमेंट मिलावा अनुपात,সিমেন্ট-সমষ্টি অনুপাত
सीमेंट अंश,সিমেন্ট সামগ্রী
सेमेंट जेल,সিমেন্ট জেল
सीमेंट गन,সিমেন্টের বন্দুক
सीमेंट भट्टी,সিমেন্টের ভাটা
सीमेंट प्रलेप,সিমেন্ট পেইন্ট
सीमेंट प्लास्टर,সিমেন্ট প্লাস্টার
सीमेंट शैल,সিমেন্ট শিলা
सीमेंट घोल,সিমেন্ট স্লারি
सीमेंट भंडारण,সিমেন্ট স্টোরেজ
सीमेंटीकरण प्रक्रम,সিমেন্টেশন প্রক্রিয়া
ढूला,কেন্দ্রীভূত করা
ढूला बनाना,সেন্টারিং এবং শাটারিং
केन्द्रीय मिश्रित कंक्रीट,কেন্দ্রীয় মিশ্র কংক্রিট
केन्द्रीय मिश्रक,কেন্দ্রীয় মিশুক
अपकेन्द्री पंखा,কেন্দ্রাতিগ পাখা
खड़िया,চক
शैम्फर,চেম্ফার
निष्कोणन पत्ती,চেম্ফার ফালা
चैनल धरन,চ্যানেল বিম
अभिलाक्षणिक भार,চরিত্রগত লোড
अभिलाक्षणिक सामर्थ्य,চারিত্রিক শক্তি
शुल्क माफी,বন্ধ চার্জ
भरण,চার্জিং
तरेड़न,চেক করা হচ্ছে
रासायनिक आबंध,রাসায়নিক বন্ধন
चर्नोजेम,চেরনোজেম
चैस्टनट मृदा,চেস্টনাট মাটি
धुआरा पनाली,চিমনি নর্দমা
अपखण्ड फलक,চিপ বোর্ড
छीलना,চিপিং
दाना,চিপস
ढलवा नाली,চুট
श्रेणी (कंक्रीट की),শ্রেণী (কংক্রিটের)
मृत्तिका,কাদামাটি
मृत्तिका अंश,কাদামাটি বিষয়বস্তু
मृत्तिका दृढ़ पटल,মাটির প্যান
सफाई द्वार,পরিস্কার করা
निर्वात सुधार,পরিষ্কার কর
गुटका,ক্লিট
क्लिंकर,ক্লিঙ্কার
क्लिप,ক্লিপ
स्कंदन,জমাট বাঁধা
स्थूल समुच्चय/मोटा मिलावा,মোটা সমষ্টি
स्थूल कणीय मृदा,মোটা দানাদার মাটি
कोट,কোট
कॉफर बाँध,কফার বাঁধ
ससंजन,সংহতি
कोलाइड,কলয়েড
कोलाइडी-आर्द्रता तुल्यांक अनुपात,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण,কলয়েডাল সিস্টেম
मिश्रोढ़ मृदा,কোলুভিয়াল মাটি
स्तम्भ/टेक/संपीडांग,কলাম
कंकतित परिष्कृति,কম্বড ফিনিস
संयुक्त पाद,সম্মিলিত পাদদেশ
संयुक्त जल,মিলিত জল
सामान्य कक्ष,বৈঠকখানা
पूर्णावस्था प्रमाण पत्र,সমাপনী সনদ
अंग वर्ग,উপাদান বর্গক্ষেত্র
कंक्रीट,কংক্রিট
कंकड़ स्तरन,কংক্রিশন
समेकित दर या एक समान दर,একত্রিত হার/সমতল হার
दूषणकारक,দূষক
खाना रखने स्थान,আলকোভ রান্না করা
मुंडेर/कोपिंग,মোকাবিলা করা
टोड़ा,করবেল
कॉनिस,কার্নিস
युग्मक,কাপলার
द्वि-युग्मक,"যুগল, দ্বিগুণ"
कड़ी युग्मक,"কাপলার, পুটলগ"
भ्रामी युग्मक,"কাপলার, সুইভেল"
रद्दा,কোর্স
बेतरतीब रद्देदार ढोका चिनाई,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
आच्छादित क्षत्र,ঢাকা এলাকা
विसर्पण,হামাগুড়ি
विसर्पण गुणांक,ক্রীপ সহগ
क्रोटोवाइन,ক্রোটোভাইন
काक पाद,কাকের পা
आचूर्ण संरचना,চূর্ণবিচূর্ণ গঠন
कर्ब,প্রতিবন্ধক
धारा,কারেন্ট
वक्र-प्रतिरोध (रेल),বক্ররেখা প্রতিরোধের
आर्द्रतारोधी स्तर,স্যাঁতসেঁতে প্রুফ কোর্স
पूर्ण होने की तिथि,সমাপ্তির তারিখ
अचल भार,মৃত লোড
धीर जल,মরা জল
डेसीबल,ডেসিবেল
अनूर्पान,ডিফ্লোকুলেশন
वातन कोटि या वायु अवकाश अनुपात,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
समुच्चयन कोटि,সমষ্টির ডিগ্রি
प्रकीर्णन कोटि,বিচ্ছুরণ ডিগ্রী
संतृप्ति कोटि,স্যাচুরেশন ডিগ্রী
घनता (आवासीय),ঘনত্ব
भरू कुट्टिम,মরুভূমির ফুটপাথ
मरू मृदा,মরুভূমির মাটি
विस्तृत विवरण,বিস্তারিত
विकास अवधि,উন্নয়নের সময়কাল
Dसंस्तर/Dहोराइजन,ডি-দিগন্ত
विकर्ण चाल,তির্যক বন্ধন
आरेख,ডায়াগ্রাম
आंगुलिक गोदी,ডিজিটাল ডক
अन्तरात्मक जल दर,পার্থক্য জলের হার
तनुता संवातन,পাতলা বায়ুচলাচল
पूरोढक,ডিলুভিয়াম
भोजन कक्ष,খাবার কক্ষ
दिशा निर्धारक खूँटी,দিকনির্দেশনা পেগ
प्रकीर्णन,বিচ্ছুরণ
डिस्टेम्पर,ডিস্টেম্পার
गोदी,ডক
1. द्वार 2. कपाट,দরজা
छत वातायन,ডর্মার
छत वातायन पृष्ठ,ডর্মার চেক
दोहरी फ्लेमिश चाल,ডাবল ফ্লেমিশ বন্ড
दोहरी परत,ডবল লেয়ার
गुज्झी,দোয়েল
आरेखन पट्ट/ड्राइंग बोर्ड,অঙ্কন বোর্ড
बैठक,বৈঠকখানা
1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली,প্রবাহ
शुष्क बल्ब तापक्रम,শুকনো বাল্বের তাপমাত্রা
शुष्क गोदी,শুকনো ডক
शुष्क ढोका चिनाई,শুকনো রাবার রাজমিস্ত্রি
डच चाल,ডাচ বন্ড
बौनी दीवार,বামন প্রাচীর
आवासीय यूनिट,বাস ইউনিট
ओलती,ইভ
ओलती नाली,ইভস নর্দমা
आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन,অর্থনৈতিক সম্ভাব্যতা
एक्टोडाइनेमोर्फिक मृदा,এক্টোডাইনামরফিক মাটি
भँवर,এডি
कण का प्रभावी आमाप,কার্যকরী আকার
उत्फुल्लन,প্রস্ফুটিত
सहायक सरित,বর্জ্য
उद्विक्षेप,উচ্চতা
अवक्षालन,ইলুভিয়েশন
अवक्षाल,এলুভিয়াম
अंतर्गतिज मृदा,এন্ডোডাইনামরফিক মাটি
इंजीनियरी संभाव्यता,ইঞ্জিনিয়ারিং সম্ভাব্যতা
इंग्लिश चाल,ইংরেজি বন্ড
इंग्लिश गार्डन वाल चाल,ইংরেজি বাগান প্রাচীর বন্ধন
ईं.पी.एम. (प्रतिमिलियन तुल्य),"EPM (প্রতি মিলিয়নের সমতুল্য),&quot;"
समतुल्य भार,সমান ওজন
अर्ग,অর্গ
विनिमययोग्य,বিনিময়যোগ্য
विनिमेय अम्लता,বিনিময়যোগ্য অম্লতা
विनिमेय सोडियम प्रतिशतता,বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP)
धनायन विनिमय क्षमता,ই এস পি
विनिमय अम्लता,এক্সচেঞ্জ অ্যাসিডিটি
विनिमय सम्मिश्र,এক্সচেঞ্জ কমপ্লেক্স
निर्वात/रेचन,নিষ্কাশন
अनावरित परिष्कृति,উন্মুক্ত ফিনিস
गवाक्ष,আই
आई ब्रो,ভুরু
मोहरा/अग्रभाग,সম্মুখ
पार्श्व चाल,বন্ড সম্মুখীন
सुरक्षा गुणांक,নিরাপত্তার ফ্যাক্টর
प्रवणता,পতন
मुख पट्टी,ফেসিয়া
मुख पट्टी बोर्ड,ফেসিয়া বোর্ড
भ्रंश,দোষ
क्षेत्रीय नमी,মাঠের আর্দ্রতা
क्षेत्रीय आर्द्रता तुल्यांक,চূড়ান্ত আর্দ্রতা সমতুল্য
मसाले की चपती/फिलेट,ফিলেট (মর্টার)
कलश,চূড়ান্ত
अंतिम मापन,চূড়ান্ত পরিমাপ
अंतिम भुगतान,চূড়ান্ত অর্থপ্রদান
अंतिम पूर्व प्रतिबल,চূড়ান্ত প্রাক চাপ
अंतिम तनाव,চূড়ান্ত উত্তেজনা
वित्तीय संभाव्यता,আর্থিক সম্ভাব্যতা
महीन समुच्चय/बारीक मिलावा,সূক্ষ্ম সমষ্টি
विदीर्ण शैल,ফিসার্ড শিলা
पटिया पत्थर,পতাকা পাথর
फ्लेमिश चाल,ফ্লেমিশ বন্ড
फ्लैशिंग/जल रोधी झिल्ली,ঝলকানি
सद्योवेगी सरिता,চটকদার স্রোত
सपाट छत,সমতল ছাদ
फलीके,ফ্লেচে
फ्लेमिश गार्डन वाल चाल,ফ্লেমিশ গার্ডেন ওয়াল বন্ড
चकमक प्रस्तर,চকমকি
फ्लिंट दीवार,চকমকি দেয়াল
प्लवमान फर्श,ভাসমান মেঝে
उर्णन,ফ্লোকুলেশন
ऊर्णन सीमा,ফ্লোকুলেশন সীমা
ऊर्णन अनुपात,ফ্লোকুলেশন অনুপাত
ऊर्णिका,ফ্লোকুলস
फर्श,মেঝে
फर्शरुद्धक/फर्श सील,মেঝে সিল
प्रवाह,প্রবাহ
उच्चावचन,ওঠানামা
पाद,ফুটিং
नींव,ফাউন্ডেশন
मुक्त प्रपात बैरो उद्वर्ती मिश्रक,ফ্রি ফল ব্যারো টপিং মিক্সার
मुक्त प्रपात मिश्रक (ढोल के आकार का),ফ্রি ফল মিক্সার (ড্রাম টাইপ)
मुक्त पत्थर,বিনামূল্যে পাথর
नदीपूर,ফ্রেশেট
घर्षण पाइल,ঘর্ষণ গাদা
किश्ती/फॉग,ব্যাঙ
त्रयंकी,গ্যাবল
लघु त्रयंकी,গ্যাবলেট
गैमबरेल छत,গ্যাম্বেলের ছাদ
गेज (रेल पथ),গেজ
प्रमापन परिच्छेद,পরিমাপক বিভাগ
प्रमापन स्थल,গেজিং স্টেশন
सामान्य अवस्थापन अनुविक्षेप,সাধারণ অবস্থান পরিকল্পনা
सामान्य संवातन,সাধারণ বায়ুচলাচল
संस्तर या ग्ले संस्तर,G দিগন্ত বা gley দিগন্ত
हिमगोलाश्म मृत्तिका,হিমবাহ পর্যন্ত
नाइस,জিনিস
माल यार्ड,গুডস ইয়ার্ড
प्रवणता प्रतिरोध,গ্রেডিয়েন্ট প্রতিরোধ
ग्रेनाइट,গ্রানাইট
दानेदार संरचना,দানাদার গঠন
कणनन,দানাদার
दाना,কণিকা
गृरूत्व जल या मुक्त जल,মহাকর্ষীয় জল মুক্ত জল
मार्शलिंग गुरुत्वीय यार्ड,গ্র্যাভিটেশনাল ইয়ার্ড
बृहत् मृदा समूह,মহান মাটি গ্রুপ
झंझरी/ग्रिलेज नींव,গ্রিলেজ ফাউন্ডেশন
भूहस्त पथाई,স্থল হাত ছাঁচনির্মাণ
समूहित गोदी,দলবদ্ধ ডক
सामूहिक आवासन,গ্রুপ হাউজিং
अतिथि कक्ष,অতিথি কক্ষ
नाली,নর্দমা
नाली धारक,নর্দমা বহনকারী
नाली रोधक,গটার চেক
हथौड़ा गढ़ाई,হাতুড়ি ড্রেসিং
पोताश्रय,হারবার
आश्रय देने वाले पोताश्रय,আশ্রয়ের পোতাশ্রয়
कठोर तल,শক্ত প্যান
तोड़ा/हैडर,হেডার
तोड़ा/हैडर चाल,হেডার বন্ড
तोड़ा रद्दा,হেডার কোর্স
मुख फाटक संरचना,হেড গেটের গঠন
नहर का शीर्ष,খালের প্রধান
मुख नियंत्रक,হেড রেগুলেটর
लहरिया चाल,হেরিং হাড়ের বন্ধন
भरत,হার্টিং
सिक्तन उष्मा,ভিজানোর তাপ
अक्षि-एल्यूमिना सीमेन्ट,উচ্চ অ্যালুমিনা সিমেন্ট
पुट्ठा,নিতম্ব
पुट्ठा मुंडेरी,হিপ ক্যাপিং
कूट सिरा,নিতম্বের শেষ
छत्रक,ঘোমটা
गढ़ा छत्रक,হুড ছাঁচনির্মাণ
हुक का नियम,হুকের আইন
पत्ती लोहा,হুপ লোহা
संस्तर/होराइजन,দিগন্ত
आद्रीकरण,আর্দ্রতা
निरपेक्ष आद्रता,"আর্দ্রতা, পরম"
आपेक्षिक आद्रता,"আর্দ্রতা, আপেক্ষিক"
हम्प यार्ड,হাম্প ইয়ার্ড
द्रवचालित दाब,জলবাহী চাপ
जलयोजन,হাইড্রেশন
जल अपघटन,হাইড্রোলাইসিস
चल अपघटनी अम्लता,হাইড্রোলাইটিক অ্যাসিডিটি
जलकृत मृदा,হাইড্রোমরফিক মাটি
जलरागी कोलाइड,হাইড্রোফিলিক কলয়েড
जलविरागी कोलाइड,হাইড্রোফোবিক কলয়েড
स्थिरद्रवीय दाब अनुपात,হাইড্রোস্ট্যাটিক চাপ অনুপাত
आद्रताग्रही गुणांक,হাইগ্রোস্ক্যাপটিক সহগ
आद्रताग्राही नमी,হাইগ্রোস্কোপিক আর্দ্রতা
आर्द्रताग्राहिता,হাইড্রোস্কোপিসিটি
आर्द्रताग्राही नमी,হাইগ্রোস্কোপিক আর্দ্রতা
हाईपरबैरिक कक्ष,হাইপারবারিক চেম্বার
अपेक्षाधिक ढाँचा,হাইপারস্ট্যাটিক ফ্রেম
जलक्वथनांकमापी,হাইপসোমিটার
प्रदीप्ति,আলোকসজ্জা
अंतःशोषणी आर्द्रता,ইমবিবেশন আর্দ্রতা
अपूर्ण परिणत मृदा,অপরিণত মাটি
अवरुद्ध गोदी,জব্দ ডক
भू आय वृद्धि,ভূমি রাজস্ব বৃদ্ধি
स्वतंत्र पाड़,স্বাধীন ভারা
कठोरीकृत,নিমজ্জিত
प्रारम्भिक पूर्व प्रतिबल,প্রাথমিক prestress
प्रारम्भिक तनाव,প্রাথমিক উত্তেজনা
अन्तर्देशी जलमार्ग पत्तन,অভ্যন্তরীণ জলপথ বন্দর
विसंवाहन पट्ट,অন্তরক বোর্ড
मध्यवर्ती पत्तन,মধ্যবর্তী বন্দর
आन्तरिक धर्षण,অভ্যন্তরীণ ঘর্ষণ
अंतः क्षेत्रीय मृदा,ইন্ট্রাজোনাল মাটি
आयन,অয়ন
आयन विनिमय,আয়ন বিনিময়
लोह स्तर,লোহার প্যান
सिंचित भूमि,সেচ সম্পন্ন ভূমি
सिंचाई,সেচ
सिंचाई उपकर,সেচ সেস
पाखा,জাম্ব
गुज्झी,জগল
संधि पिन,জগল পিন
जूल,জুল
जम्पर,জাম্পার
किलोग्राम,কিলোগ্রাম
किलोग्राम बल,কিলোগ্রাম বল
किलोग्राम बल मीटर,কিলোগ্রাম ফোর্স মিটার
किलोवाट घण्टा,কিলোওয়াট ঘন্টা
नर डेली/किंग क्लोजर,রাজা বন্ধ
रसोई,রান্নাঘর
लेसित स्तम्भ,জরিযুক্ত কলাম
वेष्ठन,ল্যাগিং
लमेला छत,ল্যামেলা মূল
स्तरीय प्रवाह,লেমিনার প্রবাহ
दीपछिद्र,বাতির গর্ত
भूमि अभिवृद्धि,ভূ - বিস্তৃতি
भूस्खलन,ল্যান্ড স্লাইডিং
लैटेराइट,ল্যাটেরাইট
लैटेराइट मृदा या लैटोसॉल,ল্যাটেরাইট মাটি
बृहत संख्या सिद्धांत,বড় সংখ্যার আইন
अभिन्यास अनुविक्षप,বিন্যাস পরিকল্পনা
पाड़-बेड़ा,খাতা
चूना तल,চুন প্যান
लिंटल,লিন্টেল
द्रव सीमा,তরল সীমা
चल भार,লাইভ লোড
टुमट,দোআঁশ
स्थानीय निर्वात संवातन,স্থানীয় নিষ্কাশন বায়ুচলাচল
लोको यार्ड,লোকো ইয়ার্ড
लोएस,লস
निम्न सुघट्यता सीमा,নিম্ন প্লাস্টিকের সীমা
अल्प ऊष्मा सीमेंट,কম তাপ সিমেন্ট
यांत्रिक पथाई,মেশিন ছাঁচনির্মাণ
स्थूल संरचना,ম্যাক্রোস্ট্রাকচার
प्रमुख शीर्ष नियंत्रक,প্রধান প্রধান নিয়ন্ত্রক
मुख्य पत्तन,প্রধান বন্দর
पुनःपूर्तिवायु,বায়ু আপ করা
मैनसई,মানসার্ড
मार्शलिंग यार्ड,মার্শালিং ইয়ার্ড
चिनाई,রাজমিস্ত্রির কাজ
परिपाक तापक्रम,পরিপক্ক তাপমাত্রা
मध्य तल,মধ্যবর্তী তলা মেঝে
यांत्रिक विश्लेषण,যান্ত্রিক বিশ্লেষণ
यांत्रिक संवातन,যান্ত্রিক বায়ুচলাচল
मीटरी पद्धति,মেট্রিক সিস্টেম
सूक्ष्म संरचना,মাইক্রোস্ট্রাকচার
मिली तुल्यांक,মিলি সমতুল্য
मिली तुल्यांक प्रति लीटर,মিলি প্রতি লিটার সমতুল্য
खनिज,খনিজ
खनिज मृदा,খনিজ মাটি
लघु पत्तन,ছোট বন্দর
कलमी डेली,Mitred বন্ধ
जल मृदा कोलाइड,মোবাইল সয়েল কলয়েড
आर्द्रतांश,আর্দ্রতা কন্টেন্ট
आर्द्रता प्रवणता,আর্দ্রতা গ্রেডিয়েন্ট
मोनोलिथ/एकाश्म,মনোলিথ
मोनोरेल,মনোরেল
राष्ट्रीय पोताश्रय परिषद,জাতীয় হারবার কাউন্সিল
प्राकृतिक तल,প্রাকৃতিক বিছানা
प्राकृतिक परिष्कृति,প্রাকৃতিক ফিনিস
प्राकृतिक पोताश्रय,প্রাকৃতিক পোতাশ্রয়
प्राकृतिक संवातन,প্রাকৃতিক বায়ুচলাচল
जल सेना पोताश्रय,নৌ বন্দর
न्यूटन,নিউটন
असम प्रवाह,অ অভিন্ন প্রবাহ
उपभोक्ता जल दर,জলের হার দখল করে
तेल रंगलेप,তেলে আকা
तेल कूप सीमेंट,তেল কূপ সিমেন্ট
मुक्त पृष्ठ वाहिका प्रवाह,খোলা চ্যানেল প্রবাহ
अनुकूलतम आर्द्रता,সর্বোত্তম আর্দ্রতা
जैव मृदा,জৈব মাটি
अभिविन्यास,ওরিয়েন্টেশন
