Hindi,Marathi
"सक्रियकारक,सक्रियक","सक्रिय करणारा, सक्रिय करणारा"
सक्रिय,सक्रिय
सक्रियता,सक्रियता
वास्तविक प्रतिबल,वास्तविक ताण
क्षिप्र उद्भासन,कुजबुजणे
"योग करना,जोड़ना",बेरीज करणे
"योग,जोड़,संकलन (सं.),योगात्मक (वि.)","बेरीज, बेरीज, एकत्रित (सं.), बेरीज (v.)"
"संयोजी स्वर,अतिरिक्त टोन (स्वर)","संयुक्त स्वर, अतिरिक्त स्वर (स्वर)"
"योज्य,योगात्मक",additive
आसंजन,आसंजन
आसंजी ऊर्जा,चिकट ऊर्जा
ऐडियाबैट,adiabat
रुद्धोष्म,adiabatic
उष्मा-अपार्य,उष्णता इन्सुलेट
संलग्न,संलग्नक
समायोज्य,बदलानुकारी
प्रवेश्यता,प्रवेश
अधिशोषण,शोषण
अग्रगत,पुढे
प्रगामी,प्रगतीशील
"आकाशी,वायव (वि.),एरियल (सं.)","आकाशी, वायु (वि.), हवाई (सं.)"
ऐन्टेना धारा,अँटेना प्रवाह
आकाशी सर्वेक्षण,हवाई सर्वेक्षण
वायव वेग,हवेचा वेग
वायुगतिक गुणांक,वायुगतिकीय गुणांक
वायुगतिक,वायुगतिकीय
वायुगतिकी,वायुगतिकी
वैमानिक,वैमानिक
वैमानिकी,वैमानिक
वायुस्पंद,हवेची नाडी
"वातमंडल,गैसमंडल","वातावरण, वायूमंडल"
अफोकसी तंत्र,फोकस सिस्टम
पश्च ज्वलन,परत प्रज्वलन
पश्च दीप्ति,परत प्रकाश
उत्तरघात,आघात
"वय,आयु,उम्र  ,युग (सं.) ,कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना","वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे"
कालप्रभावित,वेळ प्रभावित
"कालप्रभावन ,जरण","वृद्धत्व, वृद्धत्व"
कालप्रभावन,वेळेचा प्रभाव
कालप्रभावन परीक्षण,वेळ प्रभाव चाचणी
गुरुत्वहीन,गुरुत्वाकर्षणरहित
संधान,समेट
"वायुवाहित रेडार,हवाई रेडार","हवाई रडार, हवाई रडार"
"वायुवर्ती लक्ष्य,हवाई लक्ष्य","हवाई लक्ष्य, हवाई लक्ष्य"
"वायुश्वासी,वायुश्वसित्र",हवा श्वसन यंत्र
वातानुकूलन,वातानुकुलीत
वायुक्रोडी ट्रांसफार्मर,विंडप्रूफ ट्रान्सफॉर्मर
वायुयान,विमान
संरेखण,संरेखन
सरेखण त्रुटि,संरेखन त्रुटी
सजीव परिपथ,थेट सर्किट
संपूर्ण कांच नलिका,पूर्ण काचेची ट्यूब
संपूर्ण धातुनलिका,संपूर्ण धातूची नळी
नियत करना,निराकरण
"मिश्रातु (सं.),मिश्रात्वन (क्रि.)","मिश्रातु (सं.), मिश्रत्व (क्र.)"
मिश्रात्वन,मिश्रत्व
सर्वव्यापी माध्यम,सर्वव्यापी माध्यम
सर्वतरंग ऐन्टेना,सर्व अँटेना
पंचांग,पंचांग
ऐल्फा,अल्फा
ऐल्फा-सक्रियता,अल्फा क्रियाकलाप
अक्षरांकीय,अल्फान्यूमेरिक
ऐल्फा किरण,अल्फा किरण
परिवर्तन,बदला
"एकांतर ,प्रत्यावर्ती","पर्यायी, पर्यायी"
प्रत्यावर्तित्र,अल्टरनेटर
तुंगतालेखी,अल्टिमीटर
तुंगतामापी,अल्टिमीटर
तुंगतामापिकी,altimetry
"तुंगता,उंचाई,उन्नतांश,शीर्षलम्ब","उंची, उंची, उंची, उंची"
अंकगणित तर्क एकक (ए एल यू),अंकगणित तर्क युनिट (ALU)
एमागेट नियम,amaget नियम
परिवेश,वातावरण
एमाइक्रोन,amicron
ऐमीटर,ammeter
ऐम्पियर,अँपिअर
ऐम्पियर-नियम,अँपिअर-लॉ
उभयावेशी आयन,उभयचर आयन
प्रवर्धन,प्रवर्धन
प्रवर्धक,अॅम्प्लीफायर
"कोणांक,आयाम","कोन, परिमाण"
ए. एम. यू. (परमाणु संहति मात्रक),a एम. यू. (अणु वस्तुमान एकक)
अनुरूप,सुसंगत
सादृश्य,साधर्म्य
विश्लेषक,विश्लेषक
विश्लेषण,विश्लेषण
विश्लेषीय,विश्लेषणात्मक
अन-अबिन्दुक,नॉन पॉइंट
अन-अबिंदुकता,विसंगत
तथा द्वार,आणि दरवाजा
अप्रतिध्वनिक,गैर-ध्वनी
विषम प्रत्यास्थता,विसंगत लवचिकता
निर्द्रव,निर्जल
कोण,कोन
ऐंग्स्ट्रम मात्रक,अँग्स्ट्रोम युनिट
कोणीय,टोकदार
कोणमापी वर्नियर,protractor vernier
अप्रसंवादी,विवादास्पद
अप्रसवादिता,अनादर
अशैथिल्य चुंबकन,अक्रोमॅटिक चुंबकीकरण
अशिथिलित,सुस्त
ऋणायन,anion
असमविम,असममित
विषमदैशिक,समस्थानिक
विषमदैशिकता,isotropism
विलोपन,हटवणे
आख्यापित्र,कटकारस्थान
ऐनोड,एनोड
ऐनोडीकरण,anodization
अंसगत,विसंगत
प्रकाशयंत्रहीन तंत्र,ऑप्टिकल प्रणाली
ऐन्टेना,अँटेना
ऐन्टिबेरियॉन,अँटीबेरियन
बंधन विरोधी गुणधर्म,अँटी-बॉन्डिंग गुणधर्म
प्रति-आबंधन,काउंटर बाँड
प्रतिलोह विद्युत,उलट शक्ती
प्रतिलोहचुंबकीय,डायमॅग्नेटिक
प्रतिलोहचुबकीय पदार्थ,डायमॅग्नेटिक सामग्री
प्रतिकूहाकारक,विरोधी दाहक
प्रतिगुरुत्व,गुरुत्वाकर्षण
प्रतिलेम्डा कण,antilamda कण
ऐल्टीलेप्टॉन,ऍलेलेप्टन
प्रतिचुंबकीय,डायमॅग्नेटिक
ऐन्टिद्रव्य,प्रतिपदार्थ
मिसाइल विरोधी,क्षेपणास्त्र विरोधी
ऐन्टिन्यूट्रॉन,अँटीन्यूट्रॉन
प्रस्पंद,pulsating
प्रतिन्यूक्लिऑन,अँटीन्यूक्लिओन
प्रतिकण,प्रतिकण
प्रतिप्रोटॉन,अँटीप्रोटॉन
परावर्तनरोधी,परावर्तक
प्रतिसममित,विषमताविरोधी
अनावर्ती,आवर्ती नाही
अनावर्तिता,अनाक्रोनिझम
छिद्रित क्रमवीक्षण डिस्क,छिद्रित स्कॅनिंग डिस्क
द्वारक,द्वारक
"शीर्ष,शिखर,अग्रक","वर, वर, समोर"
"सूर्योच्च,रवि उच्च,अपसौर","उच्च सूर्य, उच्च सूर्य"
अविपथी लेस,उदासीन लेस
अविपथी,गैर-दयनीय
अविपथिता,अपंगत्व नसणे
अति अवर्णी,अतिशय वर्णवर्धक
"भूमि-उच्च,अपभू","जमीन-उंच, apogee"
"अध्रुवी,परिध्रुवी","nonpolar, circumpolar"
परिध्रुविता,parapolarity
उपकरण,साधन
"आभासी,दृष्ट","आभासी, दृश्य"
दृष्ट सूर्य,दृश्यमान सूर्य
दृष्ट समय,दृश्य वेळ
"उदभावी,प्रकटन",उदयोन्मुख देखावा
अनुप्रयुक्ति,अर्ज
अनुप्रयोज्यता,लागू
अनुप्रयुक्त,लागू
सुप्रेक्ष्य,निरीक्षण करण्यायोग्य
उपगमन,दृष्टीकोन
"सन्निकट,लगभग","जवळ, अंदाजे"
सन्निकटन,अंदाजे
वाष्प दाब,बाष्प दाब
स्वेच्छ,ऐच्छिक
"आर्क भट्टी,चाप भट्टी","चाप भट्टी, चाप भट्टी"
आर्किमीडीज़ का नियम,आर्किमिडीजचा कायदा
स्थापत्य ध्वानिकी,आर्किटेक्चरल ध्वनीशास्त्र
आर्क लैंप,चाप दिवा
आर्क-स्पेक्ट्रम,आर्क-स्पेक्ट्रम
"क्षेत्र,क्षेत्रफल","क्षेत्र, क्षेत्र"
"क्षेत्रफलीय,क्षेत्रीय","प्रादेशिक, प्रादेशिक"
"बाहु,भुजा,शाखिका","हात, हात, शाखा"
आमेचर,हौशी
"व्यूह ,सरणी","अॅरे, अॅरे"
प्रग्राही,प्राप्तकर्ता
उच्चारण स्पष्टता,उच्चार स्पष्टता
कृत्रिम,सिंथेटिक
कृत्रिम तत्वांतरण,कृत्रिम संक्रमण
आरोही,चढत्या
तारारोहण,आरोहण
आरोहांक,चढणे
अगोली,अगोली
अगोलीकरण,एकत्रीकरण
समुच्चय,संच
"समुच्चय करना,समुच्चयन","एकत्र करणे, एकत्र करणे"
"समुच्चय ,समुच्चयन ,कोडांतरण","एकत्र करणे, एकत्र करणे, एकत्र करणे"
परिशुद्धता आकलन,अचूक अंदाज
निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण,निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये
"संबंद्ध ,सहचारी,संगुणित","संबंधित, सहयोगी, संयुग्मित"
स्वरावृत्ति,स्वराचा उच्चार
स्वचलित बहुकंपित्र,स्वयंचलित मल्टीव्हायब्रेटर
अस्थैतिक,अस्थेनिक
"अबिन्दुकता,एस्टिग्मेटिज्म","संयम, दृष्टिवैषम्य"
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,अंतराळ प्रवास इलेक्ट्रॉनिक्स
खगोलमिति,खगोल भौतिकशास्त्र
अंतरिक्षयात्री,अंतराळवीर
खगोलज्ञ,खगोलशास्त्रज्ञ
खगोलीय,आकाशीय
खगोलिकी,खगोलशास्त्र
खगोल भौतिकी,खगोल भौतिकशास्त्र
असममित,असममित
अनंतस्पर्शी,लक्षणे नसलेला
उपगामी,त्रासदायक
अतुल्यकालिक,असिंक्रोनस
"वायुमंडल,परिमंडल","वातावरण, वातावरण"
वायुमंडलीय,वातावरणीय
वायु-विद्युत क्षोभ,वारा अशांतता
परमाणु,आण्विक
परमाण्वीय,अणू
परमाणुकता,आण्विकता
परमाणु संहति,आण्विक वस्तुमान
परमाणु क्रमांक,अणुक्रमांक
"परमाणु-रिऐक्टर,परमाणु पाइल","आण्विक अणुभट्टी, आण्विक ढीग"
परमाण्विक,अणू
कणन,कण
कणित्र,कण
"क्षीणन ,क्षीणता","क्षीणता, क्षीणता"
"क्षीणकारी,क्षीणक","कमी करणे, कमी करणे"
आकर्षण,मोहिनी
आकर्षण बल,आकर्षण शक्ती
श्रव्यता,ऐकण्याची क्षमता
श्रव्य आवृत्ति-प्रवर्धक,ऑडिओ वारंवारता अॅम्प्लिफायर
श्रव्य,ऐकण्यायोग्य
श्रव्यजनित्र,ऑडिओ जनरेटर
श्रव्यता आलेख,श्रवणक्षमता आलेख
श्रवण विज्ञान,श्रवण विज्ञान
श्रव्यतामापी,ऑडिओमीटर
श्रव्य आवृत्ति-दोलक,ऐकण्यायोग्य वारंवारता ऑसिलेटर
ध्वनि सिग्नल,ध्वनी सिग्नल
दृश्य-श्रव्य,दृकश्राव्य
"ऑडिटोरियम,सभाभवन","सभागृह, सभागृह"
ओज़ए प्रभाव,ओझेड प्रभाव
संवर्धन,जाहिरात
संवर्धक,वर्धक
ध्रुवीय ज्योति,ध्रुवीय ज्योत
दक्षिण ध्रुवीय ज्योति,दक्षिण ध्रुवीय ज्वाला
उत्तर ध्रुवीय ज्योति,उत्तर ध्रुवीय ज्योत
स्वचालित सचेतक,स्वयंचलित सूचना
स्वतः समांतरित्र,स्वयं समांतर
"आत्मचालित,स्वचालित,स्वतः","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"स्वचालन,स्वचालित यंत्र","ऑटोमेशन, ऑटोमेशन"
"सहायक,सहकारी,अतिरिक्त","सहाय्यक, सहकारी, अतिरिक्त"
"अवधाव,ऐवेलांश","आडवा, हिमस्खलन"
"औसत,माध्य","अर्थ, क्षुद्र"
परिवर्जन,परिवार
अक्षीय,अक्षीय
अक्ष,अक्ष
दिगंश,दिगंश
दिगंशीय,दिगंश
पश्च,परत
"पृष्ठभूमि,पृष्ठभूमिक","पार्श्वभूमी, पार्श्वभूमी"
"पिच्छद,पश्चगमन","मागासलेला, मागासलेला"
प्रतिवर्तन,टर्नअराउंड
पश्चडोल वोल्टता स्पंदक,बॅक व्होल्टेज पल्सर
पश्च-पश्च-संबंधन,पोस्ट-रिलेशनशिप
पूर्तिकर,प्रतिपूर्ती
विरोधी वोल्टता,अँटी व्होल्टेज
पश्चवर्ती प्रकीर्णन,पोस्टरियर स्कॅटरिंग
अंतराली तरंग,इंटरस्टिशियल लाट
कुचालक,इन्सुलेटर
पैराशूट सहित कूद पड़ना,हवाई छत्री वापरून घेतलेली उडी
तपन,गरम करणे
"तुला,तराजू ,बाकी ,संतुलित करना,संतुलित होना,संतुलन ,शेष","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
संतोलक,बॅलन्सर
संतुलन,शिल्लक
गोलात चुबक,गोलाकार
"प्राक्षेपिक,प्राक्षेपिकीय","बॅलिस्टिक, बॅलिस्टिक"
"प्रक्षेप धारामापी,प्रक्षेप गैल्वनोमीटर","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
प्रक्षेपास्त्र,क्षेपणास्त्र
"प्राक्षेपिकी,अस्त्र विज्ञान","बॅलिस्टिक्स, शस्त्रे"
प्रक्षेप,प्रक्षेपण
मुक्त प्रक्षेप पथ,मुक्त मार्ग
"बैलून,गुब्बारा","फुगा, फुगा"
बामर-असातत्य,balmer खंडितता
"पट्ट,पट्टी,बैंड .दल","बँड, बँड, बँड"
धमाका,स्फोट
"व्यूह,पुंज ,किनारा,बैंक,तट","अॅरे, बीम, किनारा, किनारा, किनारा"
"स्तंभ,शलाका,सिल,सिल्ली,दंड,छड़,पट्टी ,8.भित्ति,9.रेखिका ,10.धार, 1रोधिका,1,बार ,1,रेखा,	1,परीक्षण रेखा","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
बारडीन सिद्धांत,bardeen तत्त्व
बार्कहाउज़एन प्रभाव,barkhausen प्रभाव
बार्लो चक्र,बारलो सायकल
दंड चुबंक,बार चुंबक
बार्न,धान्याचे कोठार
वायुदाब-आलेख,हवेचा दाब आलेख
"वायुदाबलेखी,बैरोग्राफ","बॅरोग्राफ, बॅरोग्राफ"
वायुदाबमापी,बॅरोमीटर
वायुदाबमिति,वातावरणाचा दाब
"कर्षमंडल,बैरोमंडल","कॉसमॉस, बॅरोमोस्फियर"
दंड लोलक,पेंडुलम पेंडुलम
"रोध,रोधिका ,नाभिकीय रोधिका","अडथळा, आण्विक, आण्विक अडथळा"
रोधिका स्तर,अडथळा पातळी
बरिऑन,बेरियन
गुरुमंडल,गुरुमंडळ
आधार बैंड,बेस बँड
"आधारीय,मूल ,क्षारीय","मूलभूत, मूलभूत, अल्कधर्मी"
आधारक,पाया
"गणन,दल रचना","गणना, संघ निर्मिती"
"कुंड,कुंडिका,ऊष्मक,तापन-पात्र,बाथ","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
बैटरी,बॅटरी
"व्यूह खंड,कक्ष,खाड़ई","अॅरे सेगमेंट, चेंबर, बे"
प्रदर्श,प्रदर्शन
कीबन,किबान
"मणिका,बीड","माणिका, बीड"
"दंड,बीम, किरण पुंज, तुर","तुळई, तुळई, तुळई, ट्रम्प"
"दिक्मान,दिक्कोण","डिकमन, डिकॉन"
"डोल ,विस्पंद","dole, vispand"
बैकेरल प्रभाव,बेकरेल प्रभाव
"बेलजार,घंटाकार ढकना",बेल जार
धौंकनी,घुंगरू
घंटाकार,घंटा घड्याळ
"वेदिका,बेंच","वेदिका, खंडपीठ"
"मोड,	बंक (सं.),मोड़ना (क्रि.)","मोड, बंक (सं.), वाकणे (v.)"
बंकन,बँकन
"मुड़आ,बंकित","वाकलेला, वाकलेला"
बर्नूली-समीकरण,बर्नौली-समीकरण
बेसल-फलन,बेसल-फंक्शन
श्रेष्ठतम आसंजन,सर्वोत्तम आसंजन
बीटा (भ्),बीटा (ब)
बीटाट्रॉन,betatron
बेथे निदर्श,bethe मॉडेल
बिवाट्रॉन,बायव्हट्रॉन
B-H वक्र,BH वक्र
द्विकोणीय,द्विभुज
"अभिनति,बायस","पक्षपात, पक्षपात"
द्वि-अक्षीय,द्वि-अक्षीय
बाइक्रोमेट सेल,बिक्रोमेट सेल
अभयावतल,अभ्यवताल
द्विशंकु ऐन्टेना,दुहेरी अँटेना
उभयोत्तल,द्विउत्तल
"द्वि-क्रिस्टल,द्विक क्रिस्टल","द्वि-क्रिस्टल, दुहेरी-क्रिस्टल"
द्विदिशी माइक्रोफोन,द्विदिश मायक्रोफोन
द्वि-उपादानीय निदर्श,द्विपदी मॉडेल
द्विसूत्री,डायओशियस
द्विपार्श्विक,द्विपक्षीय
द्विरैखिक,द्विरेखीय
द्वि-अणुक,द्विमोलेक्युलर
"द्वि-चर,द्वि-आधारी,द्वयी","द्वि-चर, द्वि-आधार, दुहेरी"
"द्वि-आधारी कोड,द्वि-आधारी कूट","बायनरी कोड, बायनरी कोड"
युग्मतारा,गेम स्टार
द्वि-आधारी पद्धति,बायनरी पद्धत
"द्विकर्णी ,द्विपथी",दुहेरी बाजू असलेला
बंधन,बंध
"द्विनेत्री,बाइनाक्युलर","द्विनेत्री, द्विनेत्री"
द्विनोड,बायनरी
द्विपद बंटन,द्विपदी वितरण
"द्विकेन्द्रीय,द्विकेन्द्रकी ,द्विन्यूक्लीय","द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित"
जैव-गतिकी,जैवगतिकी
जैव इलेक्ट्रानिकी,बायो इलेक्ट्रॉनिक्स
जीव-भौतिकीविज्ञ,बायोफिजिस्ट
जीव-भौतिकी,बायोफिजिक्स
जैविक उपग्रह,जैविक उपग्रह
"चलचित्रदर्शी,बायोस्कोप","सिनेमॅटोग्राफर, बायोस्कोप"
बायो-सावर्ट नियम,जैव-सावर्त नियम
द्विप्रावस्थिक धारा,biphasic प्रवाह
द्विध्रुवीय,द्विध्रुव
"द्विकप्रिज्म,बाइप्रिज्म","biprism, biprism"
"द्विस्फटिक,बाइक्वार्ट्ज","biquartz, biquartz"
द्विस्थितिक अभिलक्षण,biphasic वर्ण
द्विस्थितिक बहुकंपित्र,दोन-स्टेज मल्टीव्हायब्रेटर
"द्वयंक* (द्विआधारी अंक) ,बरमी ,अणी,टूक","द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक"
"काला,कृष्ण","काळा, कृष्णा"
कृष्णिका,काळे शरीर
अदृश्य प्रकाश,अदृश्य प्रकाश
"तिमिरायन,रेडियो तिमिरायन",timirayan रेडिओ timirayan
लोपन स्पंद,इजेक्शन नाडी
अंतक बायस,पूर्वाग्रह समाप्त करा
कृष्ण विकिरण,काळा विकिरण
"असंपूर्त,रिक्त","अपूर्ण, रिक्त"
समाच्छादन,कव्हर
लोपन,रद्द करणे
"स्फोटन ,वात्या,झोंका","स्फोट, स्फोट, वाफा"
"साविका,ब्लीडर ,सावी","savika, bleeder, savi"
"प्रच्छन्न ,अंध","वेशात, आंधळा"
ब्लॉख प्रमेय,ब्लोचचे प्रमेय
"अवरोध,अवरोधन,अवरोधी","अवरोधित करणे, अवरोधित करणे, अडथळा आणणे"
"आघात,ब्लो ,धमन","फुंकणे, फुंकणे, फुंकणे"
ब्लू प्रिंट,ब्लू प्रिंट
अस्पष्टता-वृत्त,अस्पष्टता वर्तुळ
अस्पष्ट,अस्पष्ट
"गोलक,गोला,लटकन","बॉल, गोलाकार, लटकन"
"पिंड, वस्तु","शरीर, वस्तू"
कायिक धारिता,शारीरिक क्षमता
अंत:केन्द्रित,केंद्रीत
"पिंड-विकर्ण,अन्त:-विकर्ण","शरीर-कर्ण, अंत-कर्ण"
"बोगी,अज्ञात संसूचन (रडार)","बोगी, अज्ञात शोध (रडार)"
बोर प्रभाव,बोअर इफेक्ट
बोर मैग्नेटॉन,बोर मॅग्नेटन
"क्वथित्र,बॉयलर","बॉयलर, बॉयलर"
"क्वथन,उबालना","उकळणे, उकळणे"
बोल्ट्समान समीकरण,बोल्ट्समन समीकरण
बमबार इलेक्ट्रॉन,बॉम्बर इलेक्ट्रॉन
"अभिघातक ऊर्जा,बमकारी ऊर्जा","क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा"
बंधक,गहाण
"आबंधक,आबंधी,आबन्धन","बंधलेले, बंधलेले, बंधलेले"
अभिवर्धक,वर्धक
बोरॉन,बोरॉन
बोस-कण,बोस-कण
बोसॉन,बोसॉन
"झंप,उच्छलन","धक्का, उडी"
परिबद्ध,बद्ध
"परिसीमा,सीमा (सं.),सीमांत (वि.)","मर्यादा, मर्यादा (सं.), सीमांत (वि.)"
बद्ध,बद्ध
"धनु,गज़",धनु राशीचे अंगण
नौकाग्र तरंग,नौकानयन लाट
बॉयल ताप,बॉयलर गरम करणे
बॉयल-नियम,बॉयलचा कायदा
बॉयल ताप,बॉयलर गरम करणे
ब्रेकेट-श्रेणी,कंस-वर्ग
बॅग नियम,पिशवी नियम
गुंफित तार,गुंफलेली तार
ब्रेक कक्षा,ब्रेक वर्ग
ब्रामा संपीडक,ब्रामा कंप्रेसर
शाखन,शाखा
"ब्रेवे लैटिस,ब्रेवे जालक","धाडसी जाळी, धाडसी जाळी"
"पीतल से झालना,पीतल का टाँका लगाना",ब्रास ब्रॅझिंग
विच्छेद,विच्छेदन
विच्छेद संपर्कक,ब्रेक कनेक्टर
"भंजन डायोड,जेनर डायोड","फ्रॅक्चर डायोड, जेनर डायोड"
विभंजन,फ्रॅक्चर
"प्रजनक रिऐक्टर,ब्रीडर परमाणु भट्टी,प्रजनक भट्टी","ब्रीडर रिएक्टर, ब्रीडर न्यूक्लियर फर्नेस, ब्रीडर फर्नेस"
प्रजनन,पुनरुत्पादन
"अवमंदक विकिरण,ब्रैस्ट्रालुंग","retardant विकिरण, brastralung"
ब्रूस्टर-कोण,brewster-कोन
ब्रूस्टर फ्रिज़,ब्रुस्टर फ्रीज
सेतु,पूल
सेतु-बंधन,ब्रिज बाँड
"दीप्त,द्युतिमान,चमकीला","तेजस्वी, तेजस्वी, चमकदार"
प्रदीपक,प्रकाशक
प्रभास,तेज
"द्युति,प्रभा","द्युती, प्रभा"
ब्रिलुवां क्षेत्र,ब्रिलुवान क्षेत्र
ब्रिटिश मानक कैंडल,ब्रिटिश मानक मेणबत्ती
भंगुर,ठिसूळ
भंगुरता,ठिसूळपणा
प्रसारण,प्रसारण
विस्तृत,तपशीलवार
पार्वाभिमुखी,प्रतिगामी
ब्रोग्ली सूत्र,ब्रोगली फॉर्म्युला
खंडित,खंडित
ब्राउनी गति,ब्राउनी मोशन
"कूची,बुरुश,कूर्च,  ,गुल्म","कुची, बुरुश, कुर्च, गुल्म"
"बुबुद् ,बुलबुला (सं.)	,बुदबुदाना (क्रि.)","बबल, बबल (सं.), बडबड (v.)"
बुदबुदाहट,उत्तेजित होणे
प्रतिकारी,प्रतिकार
आकुंचन,आकुंचन
"उभय प्रतिरोधी,बफ़र","amp-प्रतिरोध, बफर"
भवन-ध्वानिकी,ध्वनीशास्त्र
वर्धन,बर्धन
बल्ब,बल्ब
उभरना,उदयास येणे
"आयतन,स्थूलता ,समष्टि 	,पुंज,	प्रकाय","मात्रा, मोठ्या प्रमाणात, वस्तुमान, वस्तुमान, खंड"
आयतन प्रत्यास्थता गुणांक,व्हॉल्यूम लवचिकता गुणांक
समष्टि गुणधर्म,लोकसंख्या मालमत्ता
अधिकांशीय ताप,कमाल तापमान
"ककुद,उभार",फुगवटा
"गुच्छ,पुंज (सं.)	,गुच्छित होना (क्रि.)","गुच्छ, गुच्छ (n.), क्लस्टर करणे (ver.)"
गुच्छक,घड
बुन्सेन सेल,बनसेन सेल
उत्प्लव,उत्साह
"उत्प्लावकता,उत्प्लावन","उछाल, उत्साह"
बर्गर परिपथ,बर्गर सर्किट
चोर घंटी,चोराची घंटा
"बर्नर,ज्वालक","बर्नर, इग्निटर"
पूर्णज्वलन,पूर्ण प्रज्वलन
"प्रस्फोट,स्फोट 	,विदर","स्फोट, स्फोट, फूट"
व्यस्त लाइन,ओळ व्यस्त
व्यस्तता टोन,व्यस्त टोन
गुंजक,बजर
उपपथ,बायपास
उपपथन,सर्किट
"समुद्री तार,केबल","सागरी तार, केबल"
कैडमियम,कॅडमियम
सीज़इयम-सेल,सीझियम सेल
पंजर द्विध्रुव,पांजर द्विध्रुव
पंजर प्रभाव,पांजर इफेक्ट
परिकलन करना,मोजणे
परिकलक,कॅल्क्युलेटर
कैलेन्डर,कॅलेंडर
"अंशशोधन,अंशांकन,अनुसंशोधन","कॅलिब्रेशन, कॅलिब्रेशन, पुनरावृत्ती"
"अंशोधन गुणक,अंशांकन गुणक","कॅलिब्रेशन गुणक, कॅलिब्रेशन गुणक"
कैलिपर्स,कॅलिपर
"कॉल गणित्र,वार्ता गणित्र","कॉल कॅल्क्युलेटर, टॉक कॅल्क्युलेटर"
"ऊष्मी (वि.),कैलोरिक (सं.)","उष्णता (v.), उष्मांक (सं.)"
"कैलोरीमीटर,ऊष्मामापी","कॅलरीमीटर, कॅलरीमीटर"
