Gujarati,Marathi
એલોટેટ્રાપ્લોઇડ,अ‍ॅलोटेट्रॅप्लॉइड
કૃતિ,अल्नस
કુંવાર,कोरफड
ચેતાક્ષની સાથે,On क्सॉनच्या बाजूने
આલ્ફા-એન્ટાઇટ્રિપ્સિન,अल्फा-अँटीट्रिप्सिन
અણી,अल्फा-लेक्टलब्यूमिन
આધ્યાત્મિક આબોહવાની સ્થિતિ,अल्पाइन हवामान स्थिती
ઘાસચારો,अल्पाइन कुरण
આલ્પાઈન ઝોન,अल्पाइन झोन
અલ્ટોનીયા,अल्स्टोनिया
અનાદર,अल्टरनेरिया
વૈભવી,वैकल्पिक
એકાંત,पिढीचे पर्यायी
Altણ માંદગી,उंची आजारपण
Altંચાઈ,समुद्रसपाटीपासूनची उंची
મૂર્ત નળી,अल्व्होलर नलिका
પહાડી,एलिटेस
અલ્ઝાઇમર રોગ,अल्झायमर रोग
આદિક કોષ,अमॅक्रिन सेल
અમરાન્થેસી,अमरॅन्थेसी
અમરાન્થસ,अमरॅन्थस
આસપાસના ઓસ્મોટિક એકાગ્રતા,वातावरणीय ऑस्मोटिक एकाग्रता
મંગળિયા,अ‍ॅम्बिस्टोमा
કાર્યરત થવું,अमाइड
એમિનો એસિડ,अमिनो आम्ल
એમિનો એસિડ સ્વીકારનાર,अमीनो acid सिड स्वीकारणारा
એમિનોસિલ ટી આર.એન.એ.,एमिनोआसिल टी आरएनए सिंथेथेस
જાદુગરી,एमिनोआसिलेशन
ક્ષુત્વ,अमिटोसिस
તરંગ,अमोनिया
ચંદ્ર,अमोनिफिकेशन
દ્વેષીકરણ,अमोनोटेलिझम
મૈવસેન્ટિસીસ,अ‍ॅम्निओसेन्टेसिस
મણકાલોની તકનીક,अ‍ॅम्निओसेन्टेसिस तंत्र
Amnoocyte,अ‍ॅम्निओसाइट
મૈથુન,अम्नियन
મણિ -પ્રવાહી,गर्भाशयातील द्रव
મખરોધ,अम्नीओटिक झिल्ली
મખસુડ,अम्नीओटिक थैली
અમીર,अमोबा
એમોએબોસાઇટ,अमीबोसाइट
અમીર,अमोबॉइड
એમોએબોઇડ લિમ્ફોસાઇટ,अ‍ॅमोबॉइड लिम्फोसाइट
એમીબોઇડ આંદોલન,अ‍ॅमोबॉइड चळवळ
આકારહીન,अनाकार
રકમ,रक्कम
મેફેટેમાઇન,अ‍ॅम्फेटामाइन
ઉન્માદ,उभयचर
ઉન્માદ,उभयचर
ઉન્માદ,उभयचर
Amન,अ‍ॅम्फिओक्सस
Amણપત્ર,अ‍ॅम्फिओक्सस लॅन्सोलाटस
ઉભય,अ‍ॅम्फिपाथिक
ઉભયપથિક લિપિડ,अ‍ॅम्फिपाथिक लिपिड
Amતરતી કળા,अ‍ॅम्फिसार्का
જાદુઈ,अ‍ॅम्पिसिलिन
Amાંકી,अ‍ॅम्पुल्ला
Amકલી ગ્રંથિ,अ‍ॅम्प्युलरी ग्रंथी
મસ્તક,अ‍ॅमीगडल
એમીગડેલ,अ‍ॅमीगडेल
એમીગડાલિન,अ‍ॅमीग्डालिन
સ્ફોટક,अ‍ॅमिलेज
મેલીલોપ્લાસ્ટ,अ‍ॅमिलोप्लास्ट
અનોડો,अनाबेना
અનોડો,अनबास
એનાબોલિક માર્ગ,अ‍ॅनाबॉलिक मार्ग
અનોખા,अ‍ॅनाबोलिझम
અનોખા,अ‍ॅनाकार्डियासी
રખડુ,अशक्तपणा
એનોરોબ,अनरोब
એંટરોબિક બળતણ,अनॅरोबिक इंधन
એંકોરોબિક શ્વસન,अनरोबिक श्वसन
એનારોબિક કાદવ પાચક,अनॅरोबिक गाळ डायजेस्टर
એંટરો,अनॅरोबिक
અનોદ,अनाईमा
ગુદા,गुदद्वारासंबंधीचा
ગુદા,गुदद्वारासंबंधीचा
ગુદા છિદ્ર,गुदद्वारासंबंधीचा छिद्र
ગુદા સર્કી,गुदद्वारासंबंधीचा सेर्सी
ગુદા લૂપ,गुद्द्वार लूप
ગુદા શૈલી,गुद्द्वार शैली
સમાન,समान
સમાન,समान
સાદ્રશ્ય,समानता
સાદ્રશ્ય,समानता
વિશ્લેષણ,विश्लेषण
એફેઝ,अनाफेस
એનાટોમિક અવરોધ,शरीरशास्त्र अडथळा
શરીરરચનાવિષયક પાસા,शारीरिक पैलू
શરીરરચનાવિજ્istાની,शरीरशास्त्रज्ञ
શરીરરચના,शरीरशास्त्र
પૂર્વજ વંશજ અનુક્રમ,पूर्वज वंशज अनुक्रम
પૂર્વજોનો વંશ,वडिलोपार्जित वंश
પૂર્વજો,वडिलोपार्जित क्रम
આદ,एन्सिलोस्टोमा
જનનુભારી,एंड्रोइसीयम
થાંભલા,एंड्रोजेन
રખડુ,अशक्तपणा
ક anંગું,Enemone
Anડતું,Eneuploid
Anન,Eneuploidy
કંઠમાળ,एनजाइना
ઝેરગ્રામ,एंजिओग्राम
ઝ પણરો,एंजियोग्राफ
ઝળહળાકાર,एंजियोग्राफी
રંગની કળા,एंजियोप्लास्टी
કણક,एंजिओस्पर्म
રંગગતિ,अँजिओटेन्सिन
રંગગતિ,एंजियोटेंसीनोजेन
કોઠાર માછલી,अँगलर फिश
ઓગળવી,एंगुइना
અંગૂઠા,एंगुइस
પશુ,प्राणी
પશુ,प्राणी
પ્રાણીનું છાણ,प्राणी शेण
પશુપાલન,पशुसंवर्धन
પશુ કેરીયોટાઇપિંગ,अ‍ॅनिमल कॅरिओटाइपिंग
પ્રાણીસૃષ્ટિ,प्राण्यांचे राज्य
પશુ પેશી,प्राणी ऊतक
પોલાણ,अ‍ॅनिमालिया
ઠગ,आयन
એશિશ,एनिसोट्रॉपिक बँड
Ingંચે ચપટી,En नीलिंग
નેલિડ,अ‍ॅनेलिड
Annણપુટી,अ‍ॅनेलिडा
વાર્ષિક,वार्षिक रिंग
ઉશ્કેરાયેલું,एनुलेटेड
વાંકું,एन्युले
વિસંગત પ્રકાર,विसंगती प्रकार
પર્વતમાળા,अ‍ॅनोफेल्स
કીડી,मुंगी खाणारा
વિરોધી,विरोधी
એન્ટાર્કટિક,अंटार्क्टिक
એન્ટેના,अँटेना
એન્ટેના સંકુલ,अँटेना कॉम्प्लेक्स
દ્વેષી ગ્રંથિ,अँटेनल ग्रंथी
અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન,पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न
અગ્રવર્તી હાયપોફિસીસ,आधीचा हायपोफिसिस
અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ,पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस
ગૂંથ મારવો,अँथर
એન્થર સંસ્કૃતિ,अँथर संस्कृती
માદક દ્રવ્યો,अँथेरिडियम
એન્થેરોઝોઇડ,अँथेरोझॉइड
એન્થોસેરોસ,अँथोसेरोस
એન્થોસેરોટોપ્સિડા,अँथोसेरोटोप्सिडा
એક જાતની નશરીય,अँथ्रॅक्स
માનવશાસ્ત્ર,अँथ्रोपोजेनिक विलोपन
માનવશાસ્ત્ર,मानववंशशास्त्र
એન્ટિબેક્ટેરનું,अँटीबैक्टीरियल
એન્ટિબાયોટિક પેનિસિલિન,अँटीबायोटिक पेनिसिलिन
એન્ટિબાયોટિક પ્રતિરોધક,प्रतिजैविक प्रतिरोधक
એન્ટિબાયોટિક (ઓ),प्रतिजैविक (ओ)
એન્ટિબોડી,प्रतिपिंडे
એન્ટિબોડી દંપતી,अँटीबॉडी जोडपे
એન્ટિબોડી મધ્યસ્થી,प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती
એન્ટીકોએગ્યુલેંટ,अँटीकोआगुलंट
એન્ટિકોડન લૂપ,अँटीकोडॉन लूप
એન્ટીડિપ્રેસ,प्रतिरोधक
એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ),अँटीडियुरेटिक हार्मोन (एडीएच)
જનીન,अँटीजेन जनुक
એન્ટિજેન-એન્ટિબોડી સંકુલ,अँटीजेन-अँटीबॉडी कॉम्प्लेक्स
એન્ટિજેનિક નિર્ધારક,प्रतिजैविक निर्धारक
અસાધારણ પરિબળ,विरोधी घटक
વિરોધી,अँटीऑक्सिडेंट
એન્ટિપોડલ ન્યુક્લિયસ,अँटीपोडल न्यूक्लियस
સમૃદ્ધ આર.એન.એ.,अँटी-सेन्स आरएनए
એન્ટિવાયરલ પ્રોટીન,अँटीवायरल प्रथिने
એન્ટ્રમ,अँट्रम
સસલું,Anucleate
ગુદા,गुद्द्वार
અસ્વસ્થતા,चिंता डिसऑर्डर
એરોર્ટિક કમાન,महाधमनी कमान
એરોર્ટિક ગેંગલીયન,महाधमनी गँगलियन
એરોર્ટિક સેમિલ્યુનર વાલ્વ,महाधमनी सेमीलूनर वाल्व
એરોર્ટિક વાલ્વ,महाधमनी वाल्व्ह
એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ),एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स)
પૂર્વજ,अपीलिक पूर्वज
Apષધ,Ph फिड
ફેળખી,Ph फ्रोडाईट
મડાગાંઠ,एपिकल वर्चस्व
સical,एपिकल पॅड
મધમાખી,एपिकल्चर
સધ્ધર,एपीआयएस इंडिका
પ્રપંચી,अप्प्लानोस्पोर
Lyંચે જનનુસાર,अप्लिसिया
શોક,अपोकार्पा
જનનુભુના,अपोकार्पस
નમ્ર અંડાકાર,अपोकार्पस अंडाशय
શરદી,अपोक्राइन ग्रंथी
ઉપલોક,अपोएन्झाइम
કોશિશ,Apomict
અનુવાદ,अपोमिक्सिस
Apળપડી,अपोप्लाझम
Apપચારિક માર્ગ,अपोप्लास्टिक मार्ग
એપોપ્ટોસિસ,अ‍ॅपॉप्टोसिस
ઉપકરણ,उपकरणे
પરિપ્રેક્ષ્ય,परिशिष्ट सांगाडा
ક caકમનું પરિશિષ્ટ,कॅकमचे परिशिष्ट
સફરજન,Apple पल गोगलगाय
જળચરઉછેર,जलचर
જળરોગ,एक्वापोरिन
જળચર,जलचर उभयचर
જળચર,जलीय फॉर्म
જળચર રહેઠાણ,जलचर निवासस्थान
જળચર સજીવ,जलीय जीव
જળચર સંયંત્ર,जलचर वनस्पती
જળચર શ્વસન,जलीय श्वसन
જલીય પ્રવાહી,जलीय द्रव
જલીય ભેજ,जलीय ह्यूमर
જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી,जलीय इंट्रा-सेल्युलर फ्लुइड
જલીય નમૂના,जलीय नमुना
જલી ઉકેલ,जलीय समाधान
પાણી,एक्विला
અરબીડોપ્સિસ,अरबीडोप्सिस
ક arંગન,अराच्नीडा
અણીદાર,अराच्नॉइड
અરાજક,अरेनियस
અવસ્થામાં,आर्बोरेंट
આર્બોરેસન્ટ લાઇકોપોડ,आर्बोरसेंट लाइकोपॉड
પુરાતત્ત્વીય,आर्चीबॅक्टेरिया
પુરાતત્વ,आर्चेगोनियम
દ્વીપસમૂહ,द्वीपसमूह
આર્ક્ટિક,आर्क्टिक
આર્ક્ટિક ટર્ન,आर्क्टिक टर्न
આર્ક્ટિક ટુંડ્ર,आर्क्टिक टुंड्रा
આર્દિયા,आर्दिया
અનિયંત્રિત પેશી,आयरोलर टिश्यू
આર્ગેમોન (કાંટાદાર ખસખસ),अर्गेमोन (काटेकोर खसखस)
આર્જેમોન મેક્સિકોન,अर्गेमोन मेक्सिकाना
આદુ,आर्जिनिन
પગે પ્રદેશ,शुष्क प्रदेश
Arંચે,अरिस्टोलोचियासी
હાથોહારી,आर्म फीडिंग
સૈન્યની કીટ,आर्मी किडे
Arોળવું,एआरआयडी
સુગંધ,सुगंध
કરચલો,अरेस्टर
કલાત્મક,आर्टेमिसिया
ધમની સિસ્ટોલિક,धमनी सिस्टोलिक
ખળભળાટવાળું,आर्टेरिओस्क्लेरोटिक
આર્થ્રોપોડ,आर्थ्रोपॉड
સંધિવા,संधिवात
આર્થ્રોપોડા,आर्थ्रोपोडा
લેખક કાર્ટિલેજ,आर्टिक्युलर कूर्चा
સ્પષ્ટ,अभिव्यक्ती
સ્પષ્ટ,स्पष्ट
કૃત્રિમ પેસમેકર,कृत्रिम पेसमेकर
કૃત્રિમ પસંદગી,कृत्रिम निवड
આર્કાર્પસ હેટોરોફિલસ,आर्टोकार्पस हेटरोफिलस
સુશોભિત,एस्बेस्टोस फायबर
એસ્બેસ્ટોસિસ,एस्बेस्टोसिस
એક જાતનું,एस्केरिस
ચડતી ક્રોમેટોગ્રાફી,चढत्या क्रोमॅटोग्राफी
હાસ્ય,Ascidia
શણગારું,एएससीआयडीयन
અકસ્માત,एस्कोकार्प
દૃ asતા,एस्कॉमीसेट्स
એસર્બિક એસિડ,एस्कॉर्बिक acid सिड
ગિરિણી,एस्कोपोर
અકસ્માત,एस्कस
દંગાહી,सेपेटेट
અજાતીય પ્રજનન,अलौकिक पुनरुत्पादन
અજાતીય બીજકણ,अलौकिक बीजाणू
શારરી,शतावरी सिंथेथेस
શતાવરીનો શતાાયણ,शतावरी
જાસૂસ એસિડ,एस्पार्टिक acid सिड
સ્રાવ નાઇજર,एस्परगिलस नायजर
અકસ્માત,एस्परगिलस
અફડેલસ ટેન્યુફોલિયસ,एपोडेलस टेनुइफोलियस
તુરંત,अ‍ॅस्पिरिन
પરાકાષ્ઠા,परख
એકત્રીકરણ,असेंब्लीज
આત્મસાત કાર્યક્ષમતા,आत्मसात करण्याची कार्यक्षमता
આત્મસાતુ મૂળ,आत्मसात करणारे मूळ
પ્રજનન તકનીક,सहाय्यक पुनरुत्पादक तंत्र
મંડળનો વિસ્તાર,असोसिएशन क्षेत्र
સહ -સહજીવન,असोसिएटिव्ह सहजीवन
ભાત અને પુનર્વસન,वर्गीकरण आणि पुनर्संयोजन
પરિબળ ભાત,घटकांची वर्गीकरण
અજાણ,अस्टाकस
જસ્ટરી,Asteraceae
ખંડ,एस्टेरेल्स
ગ્રહ,लघुग्रह
અસ્થમા,दमा
એસ્ટ્રાગાલસ ગમ્ફર,अ‍ॅस्ट्रॅगलस गमिफर
અપાર્થિવ સ્પિન્ડલ ધ્રુવ,सूक्ष्म स्पिंडल पोल
ખગોળશાસ્ત્રી,खगोलशास्त्रज्ञ
અસમપ્રમાણ કેરીયોટાઇપ,असममित कॅरिओटाइप
અસમપ્રમાણ,असममित
વિધવાલાને લગતું,एथेरोमॅटस
વિધવાલા,एथेरोस्क्लेरोसिस
એથરોસ્ક્લેરોટિક તકતી,एथेरोस्क्लेरोटिक प्लेक
નગરો,नकाशांचे पुस्तक
એટલાસ વર્ટેબ્રા,Las टलस व्हर्टेब्रा
વાતાવરણ,वातावरण
વાતાવરણીય,वातावरणीय
વાતાવરણીય ઇનપુટ્સ,वातावरणीय इनपुट
અણુ બળ માઇક્રોસ્કોપ,अणु शक्ती मायक्रोस्कोप
અણુ,अणू
એ.ટી.પી.,एटीपी एएसई
ભયંકર સંકોચન,एट्रियल कॉन्ट्रॅक्शन
સુશોભિત ફાઇબરિલેશન,एट्रियल फायब्रिलेशन
એટ્રિલ નેટ્યુરેટિક ફેક્ટર (એએનએફ),एट्रियल नॅट्युरेटिक फॅक्टर (एएनएफ)
એટ્રિલ નોડ,एट्रियल नोड
એટ્રિલ સિસ્ટોલ,एट्रियल सिस्टोल
અતિશય નોડ,एट्रिओव्हेंट्रिक्युलर नोड
અતિશય વાલ્વ,एट्रिओव्हेंट्रिक्युलर वाल्व
કર્ણક,अट्रियम (पीटरिया)
કર્ણક,अट्रियम (पीटरिया)
એટરોપા બેલાડોના,अट्रोपा बेलॅडोना
કૃશતા,अ‍ॅट्रोफी
આલ્કલોઇડ,अ‍ॅट्रोपिन अल्कलॉइड
જોડાણ પ્લેટ,संलग्नक प्लेट
શ્રદ્ધા,श्रवणविषयक कॉर्टेक्स
અનોલોસિરા,औलोसिरा
Ur રિકલ (ur રિક્યુલા),ऑरिकल (ऑरिकुला)
Ur રિકલ (ur રિક્યુલા),ऑरिकल (ऑरिकुला)
Ur રિકલ (ur રિક્યુલા),ऑरिकल (ऑरिकुला)
Ur રિકલ (ur રિક્યુલા),ऑरिकल (ऑरिकुला)
Australગરોપિથિસિન્સ,ऑस्ट्रेलोपीथिसिन
આરણવિજ્ologyાન,ऑटेकोलॉजी
સ્વચાલિત ડીએનએ સિક્વેન્સર,स्वयंचलित डीएनए सिक्वेंसर
સ્વોલપ્લોઇડ,ऑटोपॉलिपॉइड
ઓટોનાલિસર,ऑटोनॅलिझर
સ્વતસ્તરી,ऑटोगॅमी
સ્વતસ્તરી,ऑटोगॅमी
