Assamese,Kannada
প্ৰয়োগ কৰা পৰিসংখ্যা,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
"আনুমানিক, আনুমানিক","ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು"
প্ৰায় অবিৰত ফলন,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
"মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি","ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ"
আনুমানিক সমাধান,ಅಂದಾಜು ಪರಿಹಾರ
আনুমানিক সমস্যা,ಅಂದಾಜು ಸಮಸ್ಯೆ
আনুমানিক বৈশিষ্ট্য,ಅಂದಾಜು ಆಸ್ತಿ
যোগ্যতা পৰীক্ষা,ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ
আৰ্গন ডায়েগ্ৰাম,ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ
স্বেচ্ছামূলক,ಸ್ವಯಂಪ್ರೇರಿತ
"random, যাদৃচ্ছিক","ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ"
ইচ্ছাকৃত ধ্ৰুৱক,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
মুক্ত মৌল,ಉಚಿತ ಅಂಶ
ইচ্ছাকৃত বিন্দু,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
আৰ্কিমিডিছৰ নিয়ম,ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು
আৰ্কিমিডিছৰ নিয়ম,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
"চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য","ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ"
বৃত্ত চাপ,ವೃತ್ತದ ಚಾಪ
বিপৰীত চাইন বিতৰণ,ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ
বিপৰীত চাইন ৰূপান্তৰ,ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ
"এলেকা, এলেকা","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
আঞ্চলিক সংৰূপ,ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ
এটা জটিল সংখ্যাৰ কোণ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ
গাণিতিক গড়,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
ডিজিটেল অপাৰেচন,ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ
ডিজিটেল ইউনিট,ಡಿಜಿಟಲ್ ಘಟಕ
"কনফিগাৰেচন, ব্যৱস্থা","ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ"
"এৰে, এৰে","ವ್ಯೂಹ, ವ್ಯೂಹ"
কৃত্ৰিম উপগ্ৰহ,ಕೃತಕ ಉಪಗ್ರಹ
কৃত্ৰিম চলক,ಕೃತಕ ವೇರಿಯಬಲ್
বগাবলৈ,ಏರಲು
আৰোহী,ಆರೋಹಣ
মাত্ৰাৰ আৰোহী ক্ৰম,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
আৰোহী গ্ৰেড,ಆರೋಹಣ ದರ್ಜೆ
এছেম্বলাৰ ভাষা,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
"নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ
সহযোগী নিয়ম,ಸಹಾಯಕ ನಿಯಮ
অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ
এছ&#39;চিয়েটিভ অপাৰেচন,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
সংগীত্ব,ಒಡನಾಟ
ধৰি লোৱা গড়,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
ধাৰণা কৰা সম্ভাৱনা বিতৰণ,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
"কল্পনা কৰা, স্বীকাৰ কৰা,","ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ"
জ্যোতিষ বিজ্ঞান,ಜ್ಯೋತಿಷ್ಯ
"মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা,",ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್
জ্যোতিৰ্বিজ্ঞানী*,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,ಖಗೋಳ ಗಡಿಯಾರ
জ্যোতিৰ্বিজ্ঞান,ಖಗೋಳಶಾಸ್ತ್ರ
অসমতাপূৰ্ণ বক্ৰ,ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್
বিষমতা,ಅಸಿಮ್ಮೆಟ್ರಿ
এছিম্পটটিক,ಲಕ್ಷಣರಹಿತ
গুৰুতৰ কৰি তোলা,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
প্ৰগতিশীল অনুমানক,ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ
ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ
ৰেট্ৰ&#39;গ্ৰেড আচৰণ,ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ
আক্ৰমণাত্মক বিতৰণ ফলন,ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ
ওপৰলৈ বিয়পি পৰা,ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು
বায়ুমণ্ডলীয় চাপ,ವಾತಾವರಣದ ಒತ್ತಡ
"যাদৃচ্ছিকভাৱে,",ಯಾದೃಚ್ಛಿಕವಾಗಿ
গুণ*,ಆಸ್ತಿ*
বৈশিষ্ট্য-নমুনা-ব্যৱস্থা,ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ
বৰ্ধিত মেট্ৰিক্স,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
স্ব-সম্বন্ধ সহগ,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
স্বয়ংসম্বন্ধ কাৰ্য্য,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
সহাৱস্থান,ಸಹವರ್ತಿತ್ವ
স্বয়ংক্ৰিয় কম্পিউটাৰ,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
অটোৰিগ্ৰেছন,ಸ್ವಯಂ ಹಿನ್ನಡೆ
সহায়ক সমীকৰণ,ಸಹಾಯಕ ಸಮೀಕರಣ
গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್)
"স্বতন্ত্ৰ, স্বতন্ত্ৰ","ಮೂಲತತ್ವ, ಮೂಲತತ್ವ"
স্বতন্ত্ৰ পদ্ধতি,ಮೂಲತತ್ವ ವಿಧಾನ
সম্ভাৱনা স্বতন্ত্ৰতা,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
অক্ষ,ಅಕ್ಷರೇಖೆ
ভূজাক্ষ,ಭುಜಾಕ್ಷ
পৃথিৱীৰ অক্ষ,ಭೂಮಿಯ ಅಕ್ಷ
ঘূৰ্ণন অক্ষ,ತಿರುಗುವ ಅಕ್ಷ
ঘূৰ্ণন অক্ষ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
স্পিন অক্ষ,ಸ್ಪಿನ್ ಅಕ್ಷ
পোষ্ট সলনি কৰা,ಪೋಸ್ಟ್ ಬದಲಿ
পাছত,ನಂತರ
পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ,ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
সুষম ডিজাইন,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
বেলেন্স শ্বীট,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
মিছাইল,ಕ್ಷಿಪಣಿ
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
"স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত","ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್"
ভিত্তি কোণ,ಮೂಲ ಕೋನ
"লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি","ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ"
"মূল, মৌলিক,","ಮೂಲಭೂತ, ಮೂಲಭೂತ"
ভিত্তি সুসংহত সমাধান,ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ
ভিত্তি দ্ৰৱণ,ಮೂಲ ಪರಿಹಾರ
ভিত্তি চলক,ಮೂಲ ವೇರಿಯಬಲ್
ভেঁটি,ಬೇಸ್
ভিত্তি উপাদান,ಮೂಲ ಅಂಶ
ভিত্তি মেট্ৰিক্স,ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ভেক্টৰ স্থানৰ ভিত্তি,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
উপজনসংখ্যাৰ ভিত্তিত,ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ
অসাধু,ನಿರ್ಲಜ್ಜ
bez-নিয়ম,ಬೆಜ್-ನಿಯಮ
bez- উপপাদ্য,ಬೆಜ್-ಪ್ರಮೇಯ
bernoulli-বিতৰণ,ಬರ್ನೌಲಿ-ವಿತರಣೆ
বাৰ্নৌলিৰ সংখ্যা,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು
বাৰ্নৌলি সম্ভাৱনা ফলন,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
বাৰ্নৌলি-সমীকৰণ,ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ
জামুৰ কাৰ্য্য,ಬೆರ್ರಿ ಕಾರ್ಯ
শ্ৰেষ্ঠ আঠাযুক্ততা,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ
উত্তম সমাধান,ಉತ್ತಮ ಪರಿಹಾರ
শ্ৰেষ্ঠ টিপছ,ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು
বিটা বিতৰণ,ಬೀಟಾ ವಿತರಣೆ
"bias, পক্ষপাতিত্ব","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
পক্ষপাতমূলক মূল্যায়ন,ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ
দ্বিপদ সমীকৰণ,ದ್ವಿಪದ ಸಮೀಕರಣ
একক কভাৰ,ಒಂದೇ ಕವರ್
একক কভাৰ মেপ,ಒಂದೇ ಕವರ್ ನಕ್ಷೆ
একক কভাৰ মেপিং,ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್
দ্বিঘাত দ্বিঘাত,ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ
দ্বিৰৈখিক ফলন,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ
"দ্বি-চলক, বাইনাৰী, দ্বৈত","ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್"
"বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক","ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ"
বাইনাৰী এনকোডিং,ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್
বাইনাৰী কম্পিউটাৰ,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
বাইনাৰী সংখ্যা,ಬೈನರಿ ಸಂಖ್ಯೆಗಳು
বাইনাৰী অপাৰেচন,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
বাইনাৰী পদ্ধতি,ಬೈನರಿ ವಿಧಾನ
বাইনাৰী চলক,ಬೈನರಿ ವೇರಿಯಬಲ್
দ্বিপদ সহগ,ದ್ವಿಪದ ಗುಣಾಂಕ
দ্বিপদ বিতৰণ,ದ್ವಿಪದ ವಿತರಣೆ
দ্বিপদ সমীকৰণ,ದ್ವಿಪದ ಸಮೀಕರಣ
দ্বিপদ ভ্যাৰিয়েন্স,ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ
দ্বিপদ অভিব্যক্তি,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
দ্বিপদ ৰেণ্ডম চলক,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
দ্বিপদ উপপাদ্য,ದ್ವಿಪದ ಪ್ರಮೇಯ
"আধা, bifurcation","ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ"
"bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি","ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ"
হাফ বাইছেক্টৰ,ಅರ್ಧ ದ್ವಿಭಾಜಕ
"দ্বিপদ, দ্বৈত","ದ್ವಿಪದ, ದ್ವಿಪದ"
"ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক","ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್"
দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ
দ্বিচলকীয় সম্পৰ্ক সহগ,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
দ্বিচলকীয় বিতৰণ,ದ್ವಿಗುಣ ವಿತರಣೆ
দ্বিচলকীয় স্বাভাৱিক-বিতৰণ,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ
