Punjabi,Odiya
ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ,ଏକମାତ୍ର ଜ୍ୟାମିତି |
ਸਮਰੂਪ ਮੈਪਿੰਗ,ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |
ਸਮਰੂਪ ਤਬਦੀਲੀ,ଏକମାତ୍ର ପରିବର୍ତ୍ତନ
ਕੁੱਲ ਵੇਰੀਏਬਲ,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
"algebra, algebra, algebra, algebra","ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା"
"ਬੀਜੀ ਬੰਦ, ਬੀਜੀ","ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |"
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ବୀଜ ବର୍ଣ୍ଣନା
ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ,ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ,ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
ਬਦਲਵੇਂ ਕੋਣ,ବିକଳ୍ପ କୋଣ
"ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ,",ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ
ਵਿਕਲਪਕ ਸਮੂਹ,ବିକଳ୍ପ ଗୋଷ୍ଠୀ |
ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
ਵਿਕਲਪਿਕ ਲੜੀ,ବିକଳ୍ପ କ୍ରମ |
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,ବିକଳ୍ପ ଅନୁମାନ
ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ,ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |
ਵਿਕਲਪਿਕ ਨਤੀਜਾ,ବିକଳ୍ପ ଫଳାଫଳ |
ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ,analog-digit କନଭର୍ଟର |
"ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର
ਵਿਸ਼ਲੇਸ਼ਣ,ବିଶ୍ଳେଷଣ |
ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ,କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |
ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ,ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |
ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ,ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ,ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ
ਕੋਣ,କୋଣ
ਸਪਰਸ਼ ਕੋਣ,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ,ବିଘ୍ନ କୋଣ |
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,ଉଦାସୀନତା କୋଣ
ਭਟਕਣ ਕੋਣ,ବିଘ୍ନ କୋଣ |
ਵਿਭਿੰਨ ਕੋਣ,ବିଭାଜନ କୋଣ |
ਉਚਾਈ ਕੋਣ,ଉଚ୍ଚତା କୋଣ
ਘਟਨਾ ਦਾ ਕੋਣ,ଘଟଣାର କୋଣ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,ପ୍ରୋଜେକ୍ଟର କୋଣ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,ପ୍ରତିଫଳନ କୋଣ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,ପ୍ରତିଫଳନ କୋଣ
ਰੋਟੇਸ਼ਨ ਕੋਣ,ଘୂର୍ଣ୍ଣନ କୋଣ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ,ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |
ਕੋਣੀ ਪ੍ਰਵੇਗ,କୋଣାର୍କ ତ୍ୱରଣ |
ਕੋਣੀ ਵੇਗ,କୋଣାର୍କ ବେଗ |
ਕੋਣੀ ਗਤੀ,କୋଣାର୍କ ଗତି
ਕੋਣੀ ਵੇਗ,କୋଣାର୍କ ବେଗ |
ਰਿੰਗ ਉਂਗਲ,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
ਜਵਾਬ,ଉତ୍ତର
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |
isometric ਫੰਕਸ਼ਨ,ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
"ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ","ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |"
"ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ,",ଆବେଦନ ପ୍ରୟୋଗ
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
ਲਾਗੂ ਗਣਿਤ,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
ਲਾਗੂ ਅੰਕੜੇ,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
"ਲਗਭਗ, ਲਗਭਗ","ପ୍ରାୟ, ପ୍ରାୟ"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
"ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ","ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |"
ਅੰਦਾਜ਼ਨ ਹੱਲ,ଆନୁମାନିକ ସମାଧାନ
ਲਗਭਗ ਸਮੱਸਿਆ,ଆନୁମାନିକ ସମସ୍ୟା
ਲਗਭਗ ਸੰਪਤੀ,ଆନୁମାନିକ ସମ୍ପତ୍ତି
ਯੋਗਤਾ ਟੈਸਟ,ଦକ୍ଷତା ପରୀକ୍ଷା
ਆਰਗਨ ਚਿੱਤਰ,ଆର୍ଗନ୍ ଚିତ୍ର
ਸਵੈ-ਇੱਛਤ,ସ୍ବେଚ୍ଛାକୃତ
"ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ","ଅନିୟମିତ, ଅନିୟମିତ |"
ਆਪਹੁਦਰੇ ਸਥਿਰ,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
ਮੁਫ਼ਤ ਤੱਤ,ମାଗଣା ଉପାଦାନ |
ਮਨਮਾਨੀ ਬਿੰਦੂ,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ,ଆର୍କିମିଡେଙ୍କ ନିୟମ |
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,ଆର୍କିମିଡିସ୍ ନିୟମ |
"ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ","ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |"
ਚੱਕਰ ਚਾਪ,ବୃତ୍ତାକାର
ਉਲਟ ਸਾਈਨ ਵੰਡ,ଓଲଟା ସାଇନ ବଣ୍ଟନ |
ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ,ଓଲଟା ସାଇନ ରୂପାନ୍ତର |
"ਖੇਤਰ, ਖੇਤਰ","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
ਖੇਤਰੀ ਸੰਰਚਨਾ,ଆ regional ୍ଚଳିକ ସଂରଚନା
ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ,ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |
ਗਣਿਤ ਦਾ ਮਤਲਬ,ଗାଣିତିକ ଅର୍ଥ |
ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ,ଡିଜିଟାଲ୍ ଅପରେସନ୍
ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ,ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |
"ਸੰਰਚਨਾ, ਵਿਵਸਥਾ","ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା"
"ਐਰੇ, ਐਰੇ","ଆରେ, ଆରେ"
ਨਕਲੀ ਉਪਗ੍ਰਹਿ,କୃତ୍ରିମ ଉପଗ୍ରହ |
ਨਕਲੀ ਵੇਰੀਏਬਲ,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
ਚੜ੍ਹਨ ਲਈ,ଚ imb ିବାକୁ
ਚੜ੍ਹਦਾ,ଆରୋହଣ
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,ତୀବ୍ରତାର କ୍ରମ
ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ,ଆରୋହଣ ଗ୍ରେଡ୍
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,ଏକତ୍ରକାରୀ ଭାଷା |
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ
ਸਹਿਯੋਗੀ ਨਿਯਮ,ସହଯୋଗୀ ନିୟମ |
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
ਸਾਥੀ,ସାଥୀତା
ਮਤਲਬ ਮੰਨਿਆ,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
"ਕਲਪਨਾ, ਮੰਨਿਆ,","କଳ୍ପିତ, ସ୍ୱୀକାର"
ਜੋਤਿਸ਼,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର
ਖਗੋਲ ਵਿਗਿਆਨੀ*,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *
ਖਗੋਲੀ ਘੜੀ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
ਖਗੋਲ ਵਿਗਿਆਨ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
ਅਸਮਿਤ ਵਕਰ,ଅସୀମିତ ବକ୍ର
ਅਸਮਿਤੀ,ଅସୀମତା |
asymptotic,ଅସ୍ମିପଟୋଟିକ୍ |
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,ବୃଦ୍ଧି
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,ଉପର ବିସ୍ତାର
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"ਬੇਤਰਤੀਬੇ,",ଅନିୟମିତ ଭାବରେ
ਸੰਪਤੀ*,ସମ୍ପତ୍ତି *
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
ਸਹਿਵਿਹਾਰ,କୋଭାରିଆନ୍ସ |
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
ਆਟੋਰਿਗਰੇਸ਼ਨ,ଆତ୍ମସମ୍ମାନ
ਸਹਾਇਕ ਸਮੀਕਰਨ,ସହାୟକ ସମୀକରଣ
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର)
"axiom, axiom","axiom, axiom"
axiom ਪਹੁੰਚ,axiom ପଦ୍ଧତି |
ਸੰਭਾਵਨਾ axiom,ସମ୍ଭାବ୍ୟତା axiom |
ਧੁਰਾ,ଅକ୍ଷ
ਭੁਜਕਸ਼ਾ,ଭୁଜାକ୍
ਧਰਤੀ ਦਾ ਧੁਰਾ,ପୃଥିବୀ ଅକ୍ଷ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ਸਪਿਨ ਧੁਰਾ,ସ୍ପିନ୍ ଅକ୍ଷ
ਪੋਸਟ ਬਦਲੀ,ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ
ਬਾਅਦ ਵਿੱਚ,ପରେ
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ਸੰਤੁਲਨ ਸ਼ੀਟ,ତୂଳନା ପତ୍ର
ਮਿਜ਼ਾਈਲ,କ୍ଷେପଣାସ୍ତ୍ର
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |"
ਅਧਾਰ ਕੋਣ,ମୂଳ କୋଣ
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","ମ basic ଳିକ, ମ basic ଳିକ"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |
ਅਧਾਰ ਹੱਲ,ମୂଳ ସମାଧାନ |
ਅਧਾਰ ਵੇਰੀਏਬਲ,ବେସ୍ ଭେରିଏବଲ୍ |
ਅਧਾਰ,ଆଧାର
ਅਧਾਰ ਤੱਤ,ମୂଳ ଉପାଦାନ |
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,ଜନସଂଖ୍ୟା ଆଧାର |
ਬੇਈਮਾਨ,ଅସାଧୁ
bez-ਨਿਯਮ,bez-rule
ਬੇਜ਼-ਪ੍ਰਮੇਯ,ବେଜ୍-ଥିଓରେମ୍ |
bernoulli-ਵੰਡ,bernoulli- ବଣ୍ଟନ |
ਬਰਨੌਲੀ ਨੰਬਰ,ବର୍ନୁଲି ସଂଖ୍ୟା |
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,ବର୍ନୁଲି-ସମୀକରଣ |
ਬੇਰੀ ਫੰਕਸ਼ਨ,ବେରୀ କାର୍ଯ୍ୟ
ਵਧੀਆ ਚਿਪਕਣ,ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |
ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ,ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |
