Kannada,Hindi
"1. ಸಂಕ್ಷಿಪ್ತ ರೂಪ, 2. ಸಂಕ್ಷೇಪಣ, 3. ನಿಂದ ಚಿಕ್ಕದಾಗಿದೆ","1. परिवर्णी शब्द, 2. संक्षिप्त रूप, 3. लघु रूप"
ಕ್ರಿಯೆಯ ಸಂದೇಶ,क्रिया संदेश
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,सक्रियण
ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ,सक्रिय सर्वर पृष्ठ
ಸಕ್ರಿಯ ಆವೃತ್ತಿ,सक्रिय वर्जन
ಅಸೈಕ್ಲಿಕ್,अचक्रीय
"1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್","1. अचक्रीय आलेख, 2. अचक्रीय ग्राफ"
ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,एडा कंप्यूटर भाषा
"1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್","1. अनुकूलक, 2. अनुकूलित्र"
ಒಟ್ಟು),योग (करना)
ಮೊತ್ತದ ಕಡತ,योग संचिका
"1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ","1. जोड़ संक्रिया, 2. योग संक्रिया"
ಸೇರಿಸುವವನು,योजक
ಗೊತ್ತು,पता
ವಿಳಾಸ ಬಸ್,पता बस
ವಿಳಾಸ ಫೈಲ್,पता संचिका
ವಿಳಾಸ ಸ್ವರೂಪ,पता आरूप
ವಿಳಾಸ ಜನರೇಟರ್,पता जनक
ವಿಳಾಸ ಸಾಲು,पता पंक्ति
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,पता प्रतिचित्रण
ವಿಳಾಸ ಸೂಚಕ,पता संकेतक
ವಿಳಾಸ ರಿಜಿಸ್ಟರ್,पता पंजी
ವಿಳಾಸ ಸ್ಥಗಿತ,पता विघटन
ವಿಳಾಸ ಅನುವಾದ,पता अनुवाद
"1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ","1. पतायुक्त स्मृति, 2. पतायुक्त मेमोरी"
ಉದ್ದೇಶಿಸಿ,पताभिगमन
"1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ","1. पर्याप्तता निकष, 2. पर्याप्तता कसौटी"
ಬಾಂಧವ್ಯ,संलग्न
"1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ","1. प्रबंधन, 2. नियंत्रण"
"1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ","1. प्रबंधक, 2. नियंत्रक"
ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್,ऐडोब एक्रोबेट
ಅಡೋಬ್ ಫೋಟೋಶಾಪ್,ऐडोब फोटोशोप
ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್),ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन)
"1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ","1. उन्नत आंकड़ा, 2. उन्नत डाटा"
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,उन्नत सूचना तंत्र
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT),उन्नत प्रौद्योगिकी (ए टी)
ಕ್ರಮ,कर्मक
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,समुच्चयन
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,विमानवाहित कंप्यूटर तंत्र
ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್,एल्डस पेज-मेक
ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ,सचेत पेटी
ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),ऐल्गॉल (कंप्यूटर भाषा)
"1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್","1.  एल्गोरिथ्म, 2. कलन विधि"
"1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ","1.  एल्गोरिथ्म विश्लेषण, 2. कलन विधि विश्लेषण"
ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ,एल्गोरिथ्म दक्षता
"1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ","1. एलिआस, 2. उपनाम, 3. उर्फ"
ಜೋಡಣೆ,संरेखण
"1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ","1. आवंटन, 2. नियतन"
"1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ","1.अक्षरात्मक, 2. वर्णानुक्रम"
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,अक्षरांकीय
"1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್ ,2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್","1.अक्षरांकीय कुंजीपटल, 2. अक्षराकीय की-बोर्ड"
ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ),अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण)
"1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ","1. अल्फा वर्जन, 2. अल्फा रूप"
ಆಲ್ಟ್ ಕೀ,आल्ट कुंजी
ಅಲ್ಟಾವಿಸ್ತಾ,आल्टाविस्टा
ಬಹುತ್ವ,अनेकार्थकता
ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ,संदिग्ध व्याकरण
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.)
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii),अमेरिकी मानक कट (आस्की)
"1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್","1. अनुरुप, 2. एनालॉग"
"1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್","1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
"1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ","1. अनुरुप युक्ति, 2. एनालॉग डिवाइस"
"1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್","1. एनालॉग मोडेम, 2. अनुरुप मोडेम"
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,अनुरुप से अंकीय रुपांतरक
ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ),एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್,एंड परिपथ
ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್,एंड गेट और द्वार
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),एंड नॉट संक्रिया (अपवर्जन)
"1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ","1. एनीमेशन, 2.  सजीवन"
ಸೂಚನೆ,टिप्पण
ಅಸಂಗತತೆ,असंगता
ಹಿಂದಿನ,पूर्ववर्ती
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,प्रत्याशामूलक पृष्ठन
ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ,प्रति-सममित
ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ,विषाणुरोधी क्रमादेश
"1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್","1. एपलेट, 2. अनुप्रयोगिका"
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,अनुप्रयोग विकासक
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,अनुप्रयोग प्रोग्रामन
"1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)","1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ, 2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,अनुप्रयोग सॉफ्टवेयर
ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ,अनुप्रयोगी भाषा
ಅಂದಾಜು ತತ್ವ,सन्निकटण सिद्धांत
ರಚನೆ,संरचना
ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ,क्षेत्र अंतरण
"1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ","1. प्राचर, स्वतंत्रचर, 2. कोणांक"
"1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ","1. अंकगणितीय एवं तर्क एकक, 2. अंकगणितीय एवं तर्क इकाई"
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,अंकगणितीय जांच
ಅಂಕಗಣಿತದ ಸ್ಥಿರ,अंकगणितीय अचर
ಅಂಕಗಣಿತದ ಡೇಟಾ,अंकगणितीय आंकडा
ಅಂಕಗಣಿತದ ಸೂಚನೆ,अंकगणितीय अनुदेश
ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
ARPA ನೆಟ್ (RPNet),ए आर पी ए नेट (आरपानेट)
ಶ್ರೇಣಿ,सरणी
"1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ","1. सरणी कैशे, 2. सरणी द्रुतिका, 3. सरणी द्रुतस्मृति"
ಅರೇ ಕಂಪ್ಯೂಟರ್,सरणी कंप्यूटर
ರಚನೆಯ ಅಂಶ,सरणी अवयव
ರಚನೆಯ ಹೆಸರು,सरणी नाम
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,सरणी प्रकर्मक
ಬಾಣದ ಕೀಲಿ,एरो कुंजी
ಒಪ್ಪಂದ,संधि
ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್,संधि बिन्दु
ಕೃತಕ ಸಂಕೋಚನ,कृत्रिम संहनन
ಕೃತಕ ನಿಯಂತ್ರಣ,कृत्रिम नियंत्रण
ಕೃತಕ ಅರ್ಥದಲ್ಲಿ,कृत्रिम बोध
ಆರೋಹಣ,आरोहक
ಆರೋಹಣ ರೀತಿಯ,आरोही छंटाई
ascii ವರ್ಣಮಾಲೆ,आस्की वर्णक्रम
ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ,आस्की नियंत्रण संप्रतीक
ascii ಫೈಲ್,आस्की संचिका
ascii ಫಾಂಟ್,आस्की फॉन्ट
ASCII ವರ್ಗಾವಣೆ,आस्की अंतरण
ಆಕಾರ ಅನುಪಾತ,अभिमुखता अनुपात
"1. ಆಸ್ಪಿ, 2. ASPI","1. ऐस्पी, 2. ए एस पी आई"
ಎ ಎಸ್ ಆರ್ ಕಲಾದ್,ए एस आर कालद
"1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು","1. स्मरांतरण, 2. कोडांतरण, 3. कोडांतर करना"
"1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ","1. कोडांतरक, 2. स्मरांतरक"
"1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ","1. कोडांतरण, 2. स्मरांतरण"
"1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ","1. स्मरांतरण भाषा, 2. कोडांतरण भाषा"
ನಿರ್ಣಯ,निश्चयन
"1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ","1. निर्दिष्ट कार्य, 2. नियतन"
ಒಡನಾಟ,साहचर्य
ಸಹಾಯಕ ವಿಳಾಸ,साहचर्य पता
"1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ","1. साहचर्य स्मृति, 2. साहचर्य मेमोरी"
ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ),तारक (*का चिन्ह)
ಅಸಮ್ಮಿತ,असम्मित
"1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ","1. अतुल्यकालिक, 2. अतुल्यकाली"
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,अतुल्यकालिक अंतरण
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),अतुल्यकालिक अंतरण विधा (ए टी एम)
"1. ಪರಮಾಣು, 2. ಪರಮನ್","1. एटम, 2. परमाण"
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,संलग्न प्रलेख
"1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ","1. संलग्न संचिका/मिसिल, 2. संलग्न फाइल"
"1. ಆವರಣ, 2. ಸಂಯೋಜಿತ","1. संलग्नक, 2. संबंद्ध"
"1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ","1. गुण, 2. विशेषता"
ಶ್ರವ್ಯ,श्रव्य
"1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. लेखा परीक्षा क्रमादेशन, 2. लेखा परीक्षा प्रोग्रामन"
ಖಾತೆ ಪರಿಶೀಲನೆ,लेखा सत्यापन
ಪ್ರಚಾರ,संवर्धन
ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,प्रमाणन प्रोटोकॉल
ಲೇಖಕರ ವಿಧಾನ,संलेखन पद्धति
"1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ","1. प्राधिकरण, 2. अधिकृति, 3. अधिकरण"
ಸ್ವಯಂ ಅಮೂರ್ತ,स्वत: सार
"1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್","1. स्वतः बूटिंग, 2. स्व बूटन"
ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),ऑटोकैड (एक कंप्यूटर भाषा)
ಸ್ವಯಂ ಲಾಗ್-ಆನ್,स्वत: लॉग-ऑन
ಸ್ವಯಂಚಾಲಿತ,ऑटोमेटा
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,आटोमेटा सिद्धांत
ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ,स्वत: अभिकलन
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,स्वत: आंकड़ा प्रक्रमण
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,स्वत: त्रुटि संशोधन
ಸ್ವಯಂ ಕಾರ್ಯ,स्वत: फलन
"1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ","1.  स्वत: सूचकीकरण, 2. स्वत: सूचीकरण"
ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ,स्वत: संग्रह आह्वान
"1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. स्वत: क्रमादेशन, 2. स्वत: प्रोग्रामन"
"1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ","1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
ಸ್ವಯಂ ದಿನಚರಿ,स्वत: नेमका
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,स्वत: सिस्टम पुन: प्राप्ति
"1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ","1. स्वत: टेलर मशीन्अ (ए टी एम), 2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,स्वचालन
"1. ಸ್ವಯಂಪ್ಲೇ , 2. ಆಟೋ ನಡಿಗೆ","1. आटोप्ले, 2. स्वत: चलन"
ಗಾಯನ,स्वरक्षण
ಸಹಾಯಕ,सहायक
ಸಹಾಯಕ ಸ್ಮರಣೆ,सहायक स्मृति
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,सहायक भंडारण
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,उपलब्ध लिस्ट
ಲಭ್ಯವಿರುವ ಸಮಯ,उपलब्ध समय
ಸರಾಸರಿ,औसत
AWK (ಕಂಪ್ಯೂಟರ್ ಆಜ್ಞೆ),ए डब्ल्यू के (एक कंप्यूटर समादेश)
ನಂತರ,पश्चांत
ಪೋಸ್ಟ್ ಪ್ರೊಸೆಸರ್,पश्चांत प्रक्रमक
ಹಿಂಭಾಗದ ಕಾರ್ಯ ಅಳಿಸುವಿಕೆ,पश्च फलन विलोपन
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,पृष्ठभूमि प्रक्रमण
ಪೂರಕ ಅಂಗಡಿಗಳು,सहायक भंडार
ಮತ್ತೆ ಪ್ಯಾಚಿಂಗ್,पश्च पैचीकरण
"1. ಪಶ್ಚಿಮ, 2. ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್","1. पश्चीयन, 2. बैकस्पेस"
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,पश्चपथन
"1. ಬ್ಯಾಕ್ ಅಪ್, 2. ಮರುಪಾವತಿ","1. बैक-अप, 2. पूर्तिकर"
"1. ಪೂರಕ ಸ್ಮರಣೆ, 2. ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ","1. पूर्तिकर स्मृति, 2. बैक-अप मेमोरी"
ಹಿಂದಿನ ದೋಷ ತಿದ್ದುಪಡಿ,पश्च त्रुटि सुधार
(ಆದಾಯ-ವೆಚ್ಚ) ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,(आय-व्यय) तुलन पत्र
ಬ್ಯಾಂಡೇಜ್,पट्टी
"1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ","1. बैंड चौड़आई, 2. बैंड विड्थ/क्षमता"
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,बैंकर एल्गोरिथ्म
"1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್","1.बार कूट, 2. बार कोड"
ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,बार कोड स्कैनर
ಬಾರ್ ಗ್ರಾಫ್,बार ग्राफ
ಮೂಲ ವಿಳಾಸ,आधार पता
ಬೇಸ್ ಬ್ಯಾಂಡ್,आधार बैंड
ಆಧಾರ್ ಸಂಖ್ಯೆ,आधार संख्या
ಬೇಸ್ ಟೇಬಲ್,आधार सारणी
ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),बेसिक (एक कंप्यूटर भाषा)
"1. ಮೂಲ ನಿಯಂತ್ರಣ , 2. ಮೂಲ ನಿಯಂತ್ರಣ","1. मूल नियंत्रण, 2. आधार नियंत्रण"
"1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ","1. मूल निवेश, 2. आधारी निवेश"
ಮೂಲ ಸೂಚನೆ,आधारभूत अनुदेश
ಮೂಲ ಸಮಸ್ಯೆ,आधारी निर्गम
ಮೂಲ ಹಂತ,मूल चरण
"1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ","1. बैच, 2. समूह, 3. प्रचय"
"1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್","1. बैच फाइल, 2. बैच संचिका"
ಬ್ಯಾಚ್ ಸ್ಥಿತಿ,बैच स्थिति
"1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ","1. बैच प्रक्रमण, 2. समूह प्रक्रमण"
"1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ","1. बैच तंत्र, 2. प्रचय तंत्र"
ಬಾಡ್,बॉड
ಬೌಡ್ ದರ,बॉड दर
ಕಿರಣದ ಕಿರಣ,किरण पुंज
"1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್","1. निर्देशमानक, 2. बैचमार्क"
ದ್ವಿಮುಖ ಸಂವಹನ,द्विदिश संचार
ನೇರ ಸಂಪರ್ಕ,विदिश कड़ी
ಬೈನರಿ ಕೋಡ್,द्विआधारी कूट
