Bengali,Tamil
কৌণিক ডিফ্লেশন,கோண அழிவு
কৌণিক বিচ্ছুরণ,கோண சிதறல்
কৌণিক স্থানচ্যুতি,கோண இடப்பெயர்ச்சி
কৌণিক ত্রুটি,கோண பிழை
কৌণিক কম্পাংক,கோண அதிர்வெண்
কৌণিক ভরবেগ,கோண உந்தம்
কৌণিক গতি,கோண இயக்கம்
কৌণিক বেগ,கோண வேகம்
অ্যানিমেশন,இயங்குபடம்
আনোড,நேர்மறை
আনোড ব্যাটারি,நேர்மறை பேட்டரி
অ্যানোড বৈশিষ্ট্য,நேர்மறை பண்பு
আনোড সার্কিট,நேர்மறை சுற்று
অ্যানোড অপচয়,அனோட் சிதறல்
আনোড দক্ষতা,அனோட் செயல்திறன்
আনোড ইনপুট শক্তি,அனோட் உள்ளீட்டு சக்தி
অ্যানোড মড্যুলেশন,அனோட் மாடுலேஷன்
অ্যান্টেনা,ஆண்டெனா
অ্যান্টেনা বিমউইথ,ஆண்டெனா பீம் அகலம்
অ্যান্টেনা বুস্টার,ஆண்டெனா பூஸ்டர்
অ্যান্টেনা চেঞ্জওভার সুইচ,ஆண்டெனா மாற்ற சுவிட்ச்
অ্যান্টেনা কয়েল,ஆண்டெனா சுருள்
অ্যান্টেনা কনফিগারেশন,ஆண்டெனா உள்ளமைவு
অ্যান্টেনা কাপলার,ஆண்டெனா கப்ளர்
অ্যান্টেনা ক্রস পোলার প্যাটার্ন,ஆண்டெனா குறுக்கு துருவ முறை
অ্যান্টেনা কারেন্ট,ஆண்டெனா நடப்பு
অ্যান্টেনা ডাইরেক্টিভিটি লাভ,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
অ্যান্টেনা ডুপ্লেক্সার,ஆண்டெனா டூப்ளெக்சர்
অ্যান্টেনা কার্যকর অঞ্চল,ஆண்டெனா பயனுள்ள பகுதி
অ্যান্টেনা দক্ষতা,ஆண்டெனா செயல்திறன்
অ্যান্টেনা ফিড,ஆண்டெனா ஊட்டம்
অ্যান্টেনা ফুট প্রিন্ট,ஆண்டெனா கால் அச்சு
এন্টেনা,ஆண்டெனா ஆதாயம்
অ্যান্টেনার উচ্চতা,ஆண்டெனா உயரம்
অ্যান্টেনা প্রতিবন্ধকতা,ஆண்டெனா மின்மறுப்பு
অ্যান্টেনা ইন্ডাক্ট্যান্স,ஆண்டெனா தூண்டல்
অ্যান্টেনা প্যাটার্ন,ஆண்டெனா முறை
অ্যান্টেনা প্লেক্সার,ஆண்டெனா பிளெக்ஸர்
অ্যান্টেনা মেরুকরণ,ஆண்டெனா துருவமுனைப்பு
অ্যান্টেনা শক্তি,ஆண்டெனா சக்தி
অ্যান্টেনা পাওয়ার লাভ,ஆண்டெனா சக்தி ஆதாயம்
অ্যান্টেনা বিকিরণ প্রতিরোধের,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
অ্যান্টেনা প্রতিক্রিয়া,ஆண்டெனா எதிர்வினை
অ্যান্টেনা প্রতিচ্ছবি,ஆண்டெனா பிரதிபலிப்பாளர்
অ্যান্টেনা প্রতিরোধের,ஆண்டெனா எதிர்ப்பு
অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি,ஆண்டெனா அதிர்வு அதிர்வெண்
অ্যান্টেনা ব্যবধান,ஆண்டெனா இடைவெளி
অ্যান্টেনা স্যুইচিং রুম,ஆண்டெனா மாறுதல் அறை
অ্যান্টেনা টিউনিং কয়েল,ஆண்டெனா டியூனிங் சுருள்
অ্যান্টেনা টিউনিং হাট,ஆண்டெனா ட்யூனிங் ஹட்
অ্যাপারচার,துவாரம்
অপোজি,Apogee
অ্যাপোজি রকেট,அபோஜி ராக்கெட்
যন্ত্রপাতি,கருவி
আপাত,தோன்றும்
অ্যাপলেট,Applet
আবেদন,விண்ணப்பம்
আনুমানিক,தோராயமான
জলীয় সমাধান,நீர்வாழ் தீர்வு
আর্ক,வில்
আর্কিটেকচার,கட்டிடக்கலை
সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর,ஒலி பதிவின் காப்பக பரிமாற்றம்
সংরক্ষণাগার,காப்பகங்கள்
গাণিতিক কোডিং,எண்கணித குறியீட்டு முறை
আর্মার,ஆர்மேச்சர்
আর্ম্যাচার বাতাস,ஆர்மேச்சர் முறுக்கு
অ্যারে,வரிசை
অ্যারেস্টার,கைது செய்பவர்
বক্তৃতা,வெளிப்பாடு
আর্টিফ্যাক্ট (= আর্টফ্যাক্ট),கலைப்பொருள் (= கலைப்பொருள்)
আরোহী,ஏறுதல்
আনুমানিক অনুপাত,விகிதம்
এসেম্বলার,அசெம்பிளர்
দাবী,கூற்று
অ্যাসাইনমেন্ট,ஒதுக்கீடு
অ্যাসাইনমেন্ট চ্যানেল,ஒதுக்கீட்டு சேனல்
অসম্পূর্ণ,சமச்சீரற்ற
অ্যাসিঙ্ক্রোনাস,ஒத்திசைவற்ற
বায়ুমণ্ডল,வளிமண்டலம்
বায়ুমণ্ডলীয় ক্ষতি,வளிமண்டல இழப்பு
বায়ুমণ্ডলীয় শব্দ,வளிமண்டல சத்தம்
বায়ুমণ্ডলীয় চাপ,வளிமண்டல அழுத்தம்
বায়ুমণ্ডলীয় প্রচার,வளிமண்டல பரவல்
বায়ুমণ্ডলীয় রেডিও-তরঙ্গ,வளிமண்டல வானொலி-அலை
বায়ুমণ্ডল,வளிமண்டலங்கள்
পরমাণু,அணு
পারমাণবিক গঠন,அணு அமைப்பு
সংযুক্তি,இணைப்பு
মনোযোগ,விழிப்புணர்வு
মনোযোগ ক্ষতি,விழிப்புணர்வு இழப்பு
শব্দ তরঙ্গের মনোযোগ,ஒலி அலைகளின் விழிப்புணர்வு
অ্যাটেনুয়েটর,அட்டென்யூட்டர்
অ্যাটেনুয়েটর-প্যাড,அட்டென்யூட்டர்-பேட்
অডিবিলিটি থ্রেশহোল্ড,கேட்கக்கூடிய வாசல்
শ্রুতিমধুর,கேட்கக்கூடியது
শ্রুতিমধুর ফ্রিকোয়েন্সি,கேட்கக்கூடிய அதிர்வெண்
শ্রুতিমধুর সুর,கேட்கக்கூடிய தொனி
শ্রুতি-বর্ণালী,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
শ্রোতা,பார்வையாளர்கள்
শ্রুতি,ஆடியோ
অডিও পরিবর্ধক,ஆடியோ பெருக்கி
অডিও বিশ্লেষক,ஆடியோ பகுப்பாய்வி
অডিও সম্প্রচার,ஆடியோ ஒளிபரப்பு
অডিও কেবল,ஆடியோ கேபிள்
অডিও চেইন,ஆடியோ சங்கிலி
অডিও কোডেক,ஆடியோ கோடெக்
অডিও সংক্ষেপণ,ஆடியோ சுருக்கம்
অডিও সংক্ষেপক,ஆடியோ அமுக்கி
অডিও কনসোল,ஆடியோ கன்சோல்
অডিও বিকৃতি,ஆடியோ விலகல்
অডিও গতিশীল পরিসীমা,ஆடியோ டைனமிக் வரம்பு
অডিও ফাইল ফর্ম্যাট,ஆடியோ கோப்பு வடிவம்
অডিও ফ্রেম ফর্ম্যাট,ஆடியோ பிரேம் வடிவம்
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ஆடியோ அதிர்வெண் பெருக்கி
অডিও ফ্রিকোয়েন্সি জেনারেটর,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
অডিও ফ্রিকোয়েন্সি ব্যাপ্তি,ஆடியோ அதிர்வெண் வரம்பு
অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া,ஆடியோ அதிர்வெண் பதில்
অডিও সীমাবদ্ধ,ஆடியோ லிமிட்டர்
অডিও লাইন,ஆடியோ வரி
অডিও মিক্সার,ஆடியோ மிக்சர்
অডিও মড্যুলেশন,ஆடியோ பண்பேற்றம்
অডিও দোলক,ஆடியோ ஆஸிலேட்டர்
অডিও আউটপুট,ஆடியோ வெளியீடு
অডিও শক্তি,ஆடியோ சக்தி
অডিও মানের,ஆடியோ தரம்
অডিও সংকেত,ஆடியோ சிக்னல்
অডিও সিগন্যাল প্রসেসিং,ஆடியோ சிக்னல் செயலாக்கம்
অডিও বর্ণালী,ஆடியோ ஸ்பெக்ட்ரம்
অডিও স্টোরেজ,ஆடியோ சேமிப்பு
অডিও সাব-ক্যারিয়ার,ஆடியோ துணை கேரியர்
অডিও ট্রান্সফর্মার,ஆடியோ மின்மாற்றி
অডিও ট্রান্সমিটার,ஆடியோ டிரான்ஸ்மிட்டர்
অডিও/ভিডিও সংক্ষেপণ,ஆடியோ/வீடியோ சுருக்க
অডিও-ফ্রিকোয়েন্সি দোলক,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
অডিও-ফ্রিকোয়েন্সি সিগন্যাল,ஆடியோ-அதிர்வெண் சமிக்ஞை
অডিওমেট্রি,ஆடியோமெட்ரி
অডিও-ভিজ্যুয়াল সহায়তা,ஆடியோ காட்சி உதவி
শ্রুতি উপলব্ধি,செவிவழி கருத்து
প্রমাণীকরণ,அங்கீகார
অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
অটো ক্যাড,ஆட்டோ கேட்
অটো ডায়াগনস্টিকস,ஆட்டோ கண்டறிதல்
স্বয়ংক্রিয়,தானியங்கி
স্বয়ংক্রিয় নিয়ন্ত্রণ,தானியங்கி கட்டுப்பாடு
স্বয়ংক্রিয় সনাক্তকরণ,தானியங்கி கண்டறிதல்
স্বয়ংক্রিয় সরঞ্জাম,தானியங்கி உபகரணங்கள்
স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ,தானியங்கி அதிர்வெண் கட்டுப்பாடு
স্বয়ংক্রিয় সীমাবদ্ধ,தானியங்கி வரம்பு
স্বয়ংক্রিয় মেশিন,தானியங்கி இயந்திரம்
স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ,தானியங்கி கட்டக் கட்டுப்பாடு
স্বয়ংক্রিয় চিত্র সংক্রমণ,தானியங்கி பட பரிமாற்றம்
স্বয়ংক্রিয় প্লেব্যাক,தானியங்கி பிளேபேக்
স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ,தானியங்கி சக்தி கட்டுப்பாடு
স্বয়ংক্রিয় প্রোগ্রামিং,தானியங்கி நிரலாக்க
স্বয়ংক্রিয় রেকর্ডিং,தானியங்கி பதிவு
স্বয়ংক্রিয় রিসেট,தானியங்கி மீட்டமைப்பு
স্বয়ংক্রিয় শাটার,தானியங்கி ஷட்டர்
স্বয়ংক্রিয় সিস্টেম,தானியங்கி அமைப்பு
স্বয়ংক্রিয় টেলিফোন,தானியங்கி தொலைபேசி
স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ,தானியங்கி வெப்பநிலை கட்டுப்பாடு
স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক,தானியங்கி மின்னழுத்த சீராக்கி
স্বয়ংক্রিয় ভলিউম সংক্ষেপক,தானியங்கி தொகுதி அமுக்கி
স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ,தானியங்கி தொகுதி கட்டுப்பாடு
স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার,தானியங்கி தொகுதி விரிவாக்கம்
অটোমেশন,தானியங்கு
অটোমেশন নিয়ন্ত্রণ,ஆட்டோமேஷன் கட்டுப்பாடு
অটোমেশন ফ্রিকোয়েন্সি নিয়ামক,ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி
সহায়ক,துணை
সহায়ক অডিও বাস,துணை ஆடியோ பஸ்
উপলব্ধ শক্তি,கிடைக்கும் சக்தி
তুষারপাত ভাঙ্গন,பனிச்சரிவு முறிவு
গড় আয়ু,சராசரி வாழ்க்கை
গড় চাপ,சராசரி அழுத்தம்
গড় গতি,சராசரி வேகம்
স্পিনের অক্ষ,சுழல் அச்சு
আজিমুথ,அசிமுத்
আজিমুথ কোণ,அஜிமுத் கோணம்
আজিমুথ ত্রুটি,அஜிமுத் பிழை
পিছনে আলো,பின் ஒளி
পিছনে অভিক্ষেপ,பின் திட்டம்
ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ),பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்)
ব্যাকফায়ার (আর্ক ব্যাক),பின்னணி (வில் மீண்டும்)
পটভূমি আলো,பின்னணி ஒளி
পিছনের শব্দ,பின்னணி இரைச்சல்
পটভূমি প্রক্ষেপণ,பின்னணி திட்டம்
ব্যাকআপ,காப்புப்பிரதி
বাফেল,தடுப்பு
বেকিং,பேக்கிங்
সুষম অডিও,சீரான ஆடியோ
ভারসাম্যহীন অডিও লাইন,சீரான ஆடியோ வரி
সুষম সংক্রমণ লাইন,சீரான பரிமாற்ற வரி
ভারসাম্য,சமநிலைப்படுத்துதல்
ব্যালাস্ট,நிலைப்படுத்தல்
ব্যালাস্ট ফ্যাক্টর,நிலைப்படுத்தும் காரணி
বালুন,பலூன்
ব্যান্ড,பேண்ட்
ব্যান্ড পাস ফিল্টার,பேண்ட் பாஸ் வடிகட்டி
ব্যান্ড নির্বাচক,இசைக்குழு தேர்வாளர்
ব্যান্ড বিভাজন,பேண்ட் பிரித்தல்
ব্যান্ড স্টপ ফিল্টার,பேண்ட் ஸ்டாப் வடிகட்டி
ব্যান্ড সুইচ,பேண்ட் சுவிட்ச்
ব্যান্ড টিউনিং,பேண்ட் ட்யூனிங்
ব্যান্ডউইথ,அலைவரிசை
বার,மதுக்கூடம்
বার কোড,பார் குறியீடு
বার ডেটা,பார் தரவு
বেয়ার ব্যান্ড,வெற்று இசைக்குழு
বেয়ার ল্যাম্প,வெற்று விளக்கு
শস্যাগার দরজা,கொட்டகையின் கதவு
বেস ব্যান্ড,தள இசைக்குழு
বেস ব্যান্ড সিগন্যাল,அடிப்படை இசைக்குழு சமிக்ஞை
বেস ব্যান্ড সিস্টেম,அடிப்படை இசைக்குழு அமைப்பு
বেস ব্রাউজার,அடிப்படை உலாவி
বেস কালেক্টর জংশন,அடிப்படை சேகரிப்பான் சந்தி
বেস ইনসুলেটর,அடிப்படை இன்சுலேட்டர்
বাস,பாஸ்
বাস ক্ষতিপূরণ,பாஸ் இழப்பீடு
বাস লাউডস্পিকার (ওফার),பாஸ் ஒலிபெருக்கி (வூஃபர்)
ব্যাচ স্ক্যানিং,தொகுதி ஸ்கேனிங்
ব্যাটারি চার্জ হইতেছে,பேட்டரி சார்ஜிங்
মরীচি,உத்திரம்
বীট,அடி
বীট ফ্রিকোয়েন্সি দোলক,அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்
বেল,பெல்
পক্ষপাত,சார்பு
বায়াস সার্কিট,சார்பு சுற்று
বায়াস ফ্রিকোয়েন্সি,சார்பு அதிர்வெண்
অত্যাধিক ভোল্টেজ,சார்பு மின்னழுத்தம்
সামনের দিকে পক্ষপাতদুষ্ট,முன்னோக்கி திசையில் பக்கச்சார்பானது
দ্বি-দিকনির্দেশক মাইক্রোফোন,இரு திசை மைக்ரோஃபோன்
বিলবোর্ড,விளம்பர பலகை
বিলবোর্ড অ্যাপ্লিকেশন,விளம்பர பலகை விண்ணப்பம்
দ্বি-ধাতব উপাদান,இரு-உலோக உறுப்பு
বাইনারি,இரும
বাইনারি কোডেড দশমিক,பைனரி குறியீட்டு தசம
বাইনারি অঙ্ক (বিট),ஈராண்டின் இலக்கியம் (பிட்)
বাইনারি সংখ্যা,இரும எண்
বাইনোরাল শুনানি,பைனரல் விசாரணை
বাইনোকুলার,தொலைநோக்கி
বায়োমেট্রিক,பயோமெட்ரிக்
বাইপোলার ট্রানজিস্টর,இருமுனை டிரான்சிஸ்டர்
বিট বরাদ্দ,பிட் ஒதுக்கீடு
বিট রেট,பிட் வீதம்
কালো এবং সাদা টিভি,கருப்பு & வெள்ளை டிவி
ফাঁকা,வெற்று
ফাঁকা ব্যবধান,வெற்று இடைவெளி
ব্ল্যাঙ্কিং স্তর,வெற்று நிலை
ব্লিডার প্রতিরোধের,ரத்தான் எதிர்ப்பு
ব্লিমড ক্যামেরা,பிளம்பட் கேமரா
অন্ধ ঝলক,கண்மூடித்தனமான கண்ணை கூசும்
পলক,கண் சிமிட்டுங்கள்
জ্বলজ্বল,ஒளிரும்
ব্লক কোড,தொகுதி குறியீடு
ব্লক ডায়াগ্রাম,தொகுதி வரைபடம்
ব্লক ইন্টারলিভ,தொகுதி இடைக்கணிப்பு
ব্লকিং ক্যাপাসিটার,மின்தேக்கியைத் தடுக்கும்
দোলক ব্লক করা,ஆஸிலேட்டரைத் தடுக்கும்
পুষ্প,பூக்கும்
ল্যাম্প ব্লো,விளக்கு ஊது
পাইপ ব্লো,குழாய் குழாய்
ব্লোয়ার,ஊதுகுழல்
ব্লুটুথ,புளூடூத்
দেহ ক্যাপাসিট্যান্স,உடல் கொள்ளளவு
বুকমার্ক,புத்தககுறி
বুলিয়ান বীজগণিত,பூலியன் இயற்கணிதம்
বুম,ஏற்றம்
প্রচার করা,பூஸ்ட்
বুস্টার,பூஸ்டர்
বুস্টার লাইট,பூஸ்டர் ஒளி
বুস্টিং,அதிகரிக்கும்
বুটিং,துவக்க
বুটস্ট্র্যাপ,பூட்ஸ்ட்ராப்
নীচে আলো,கீழே ஒளி
বাউন্স লাইট,பவுன்ஸ் லைட்
ভাঙ্গা,உடைக்கவும்
