Kannada,Hindi
ಬ್ಯಾಕ್ ಗೇಜ್,पश्चांतर
ಹಿಂಭಾಗದ ಗಟಾರ,पश्च नली
ಹಿಂಬದಿ ಒಲೆ,अग्निस्थान पृष्ठ
ಹಿಮ್ಮೇಳ,पीठ/पृष्ठ भाग
ಬ್ಯಾಕಿಂಗ್ ಬೋರ್ಡ್,पिछला तख्ता
ಬೆನ್ನಿನ ಒತ್ತಡ,पश्च दाब
ಬ್ಯಾಕ್ ಪ್ರಾಪ್,पश्च टेक
ಹಿಂದಿನ ದೃಷ್ಟಿ,पश्चावलोकन
ಹಿಂಬದಿ ನೀರು,पश्चजल
ಅಡ್ಡಿಪಡಿಸು,व्यारोध
ಬ್ಯಾಗ್ವರ್ಕ್,थैला पुशताबंदो
ನಿಲುಭಾರ,गिट्टी
ಬಾಲ್ ಕ್ಲೇ,बॉल मृत्तिका
ಬಾಲ್ ಕೋನ್ ಕ್ಲಾಂಪ್,बॉल शंकुआकार शिकंजा
ಮುಳ್ಳುತಂತಿ,काँटेदार तार
ಬಾರ್ ನಾಯಿ,छड़ कुत्ता
ಬಾರ್ಜ್ ಬೋರ್ಡ್,त्रयंकी पार्श्व फलक
ಬೇರಿಯಮ್ ಸಲ್ಫೇಟ್ ಪರೀಕ್ಷೆ,बेरियम सल्फेट परीक्षण
ಬ್ಯಾರೇಜ್,बैराज
ಬ್ಯಾರೆಟ್,बरेट
ಬೇಸ್,क्षार
ಮೂಲ ವಿನಿಮಯ,बेस विनिमय
ಬೇಸ್ ಲೈನ್,आधार रेखा
ನೆಲಮಾಳಿಗೆ,तहखाना/अधोभवन
ನೆಲಮಾಳಿಗೆಯ ಗೋಡೆ,अधोगृह भित्ति
ಬೇಸ್ ಪ್ಲೇಟ್,आधार पट्टिका
"ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ",समायोज्य आधार पट्टिका
ಮೂಲ ಶುದ್ಧತ್ವ,क्षार संतृप्ति
ಬಸಾಯಿಡ್,बेसाइड
ಬ್ಯಾಟ್,रोड़ा
ಬಾತ್ ಮತ್ತು WC,स्नानागर व शौच कुण्ड
ಬ್ಯಾಟರ್ ಪೆಗ್,सलामी खूँटी
ಬ್ಯಾಟರ್ ಪಿಯರ್,सलामी पाया
ಬ್ಯಾಟರ್ ನಿಯಮ,सलामी नियम
ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್),बॉक
ಕೊಲ್ಲಿ,खंडक
ಬೇರರ್,धारक
ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ,धारण क्षमता
ಬೇರಿಂಗ್ ಪೈಲ್,धारक पाइल
ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್,धारक स्तर
ಹಾಸಿಗೆ,आधार तल
ಹಾಸಿಗೆ ವಿಮಾನ,संस्तरण तल
ಬೆಡ್ ಜಂಟಿ,पड़ी दरज
ಬೆಡ್ ರಾಕ್,अश्माधार
ಮಲಗುವ ಕೋಣೆ,शयन कक्ष
ಜೇನುಮೇಣ,मधुमोम
ಬೆಲ್ ಬಾಕ್ಸ್,बैल बॉक्स
ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್,बैलिंग बकेट
ಬೆಲ್ಲೋಫ್ರಾಮ್,बैलोफ्राम
ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ,पैड़ीदार नींव
ಬೆಂಚಿಂಗ್,पैड़ी बनाना
ಮಾನದಂಡ,निदेश तलचिह्न
ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,हितलाभ लागत विश्लेषण
ಬೆರ್ಮ್,उपतट
ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ,ढालू डेली
"ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-",संस्तर/B-होराइजन
ಬಿಯಾಟ್,बीएट
ಬೈಂಡರ್,बंधक
ಬೈಂಡಿಂಗ್ ವಸ್ತು,बंधक पदार्थ
ಬಯೋಟ್ ಸಿದ್ಧಾಂತ,बायोट का सिद्धांत
ಬಿಟುಮೆನ್,बीटूमन
ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು,काली मृदा
ಕಪ್ಪು ಭೂಮಿ,काली मिट्टी
ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು,काली शाब्दल मृदा
ಬ್ಲೇಡ್,फलक
ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್,वात्या भट्टी धातुमल सीमेंट
ಬ್ಲಾಕ್ ರಚನೆ,खंडीय संरचना
ಬೋಗಿ ಪ್ರತಿರೋಧ,बोगी संचलन प्रतिरोध
ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು,दलदल लोह खनित्र
ಕರಾರುಪತ್ರ,चाल (चिनाई की)
ಬಂಧಿತ ಸದಸ್ಯ,बद्ध अवयव
ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್,बद्ध प्रत्ययित तनन
ಬಾಂಡ್ ಕಲ್ಲು,बंधक पत्थर
ಬೌಂಡ್ ನೀರು,बद्ध जल
ಬಾಕ್ಸ್ ಗಟರ್,पेटिकाकार नाली
ಬ್ರೇಸ್,बंधनी
ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್,खड़ी ईंट
ಬ್ರಿಡ್ಲ್,ब्राइडल
ಹೊಳಪು,द्युति
ಕಂದು ಮಣ್ಣು,भूरी मृदा
ಕಟ್ಟಡ,भवन
ಕಟ್ಟಡ ಸರ್ವೇಯರ್,भवन सर्वेक्षक
ಬಫರ್,बफर (रोधक)
ಬಫರ್ ಕರ್ವ್,रोधनवक या अनुपामन वक
ಬಫರಿಂಗ್,रोधन
ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,रोधन क्षमता
ಬಂದರ್,बन्दर
ಬಟ್ರೆಸ್,पुश्ता
ಸಿ-ಹಾರಿಜಾನ್,c-संस्तर/c-होराइजन
ಕೇಬಲ್,तार/केबल
ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್,तारगढ़ाई
ಕೇಬಲ್ ಹಾಕುವುದು,केबिल तंत्र
ಕ್ಯಾಬಿನ್,केबिन
ಕ್ಯಾಬಿನ್ ಹುಕ್,केबिन अंकुश
ಕ್ಯಾಬಿನೆಟ್,मंजूषा
ಕಾಬೋಲ್ಟ್ ತೊರೆದರು,ध्वनि शोषण चादर
ಕೆಫೆಟೇರಿಯಾ,कैफेटेरिया
ಪಂಜರ,पिंजरा
ಪಂಜರ ನಿರ್ಮಾಣ,पिंजरानुमा निर्माण
ಕೇನ್ ಅವರ ಸೂತ್ರ,केनसूत्र
ಕೈಸನ್,कैसन (या कॉफर)
ಕೈಸನ್ ಕಾಯಿಲೆ,कैसन रोग
ಕೈಸನ್ ಅಡಿಪಾಯ,केसन नींव
ಕೈಸನ್ ರಾಶಿ,कैसन पाइल
ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ,चूनेदार ईंट
ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು,चूनेदार मिट्टी
ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್,चूनेदार पपड़ी
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,केल्सीकरण
ಕ್ಯಾಲ್ಸಿನೇಷನ್,निस्तापन
ಕ್ಯಾಲ್ಸಿನ್,कैलसाइन
ಕ್ಯಾಲ್ಸೈಟ್,कैल्साइट
ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್,कैल्शियम एल्यूमिनेट सीमेंट
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ,कैल्शियम सिलीकेट ईंट
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್,कैल्शियम सिलिकेट हाईड्रेट
ಕ್ಯಾಲಿಚೆ,कालीचे
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ,कैलिफोर्निया असर अनुपात
ಕ್ಯಾಲಿಪರ್,केलिपर
ಕ್ಯಾಲೋರಿಮೀಟರ್,कैलोरीमीटर
ಕ್ಯಾಂಬರ್,न्युब्ज़ता/कैम्बर
ಕಾಲುವೆ,नहर
ಮೇಲಾವರಣ,कैनॉपी
ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್,बहुधारन पद
ಕ್ಯಾಪ್,टोपी
ಸಾಮರ್ಥ್ಯ,धारिता
ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ,रेल पथ क्षमता
ಕ್ಯಾಪ್ ಕೇಬಲ್,टोपी कंडरा
ಕ್ಯಾಪಿಲ್ಲರಿಟಿ,केशिकत्व
ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್,केशिका विच्छेद
ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು,केशिका प्रवाह
ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು,केशिका आर्द्रता या केशिका जल
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ,केशिका रंध्र अवकाश
ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ,केशिका रंध्रता
ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್,केशिका अवकाश
ಕ್ಯಾಪ್ಚರ್ ವೇಗ,प्रग्रहण वेग
ಕಾರ್ಬೊನೇಶನ್,कार्बोनेशन
ಕಾರ್ಬನ್ ಕಪ್ಪು,कार्बन काजल
ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ,ढलने योग्य उच्च तापसह
ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ,स्वस्थान ढली
ಎರಕಹೊಯ್ದ ರಾಶಿ,यथास्थान बनाई पाइल
ಕ್ಯಾಸ್ಟರ್,कैस्टर
ಎರಕಹೊಯ್ದ ಕಲ್ಲು,ढला पत्थर
ವೇಗವರ್ಧಕ,उत्प्रेरक
ಕ್ಯಾಟೆನಾ,मृदा श्रृंखला
ಬೆಕ್ಕಿನ ಮುಖ,विडाल मुख
ಬೆಕ್ಕಿನ ತಲೆ,कैट हैड
ಕ್ಯಾಶನ್,धनायन
ಬೆಕ್ಕಿನ ನಡಿಗೆ,कैट बॉक
ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ,कोटरन क्षति
ಸೆಲೈಟ್,सेलाइट
ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್,कोशिकीय कंक्रीट
ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ,कोशिकीय निर्माण
ಸಿಮೆಂಟ್,सीमेंट
"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್",बिटुमनी सीमेंट
"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ",शीघ्र सामर्थ्य सीमेंट
"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್",जलीय सीमेंट
"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ",न्यून ऊष्मा सीमेंट
"ಸಿಮೆಂಟ್, ಕಲ್ಲು",चिनाई सीमेंट
"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ",प्राकृतिक सीमेंट
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್",पोर्टलैंड सीमेंट
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್",पोर्टलैंड पोजोलॉन सीमेंट
"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್",सीमेंट धातुमल
"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ",सल्फेट प्रतिरोधी सीमेंट
"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್",सुपरसल्फेटेड सीमेंट
"ಸಿಮೆಂಟ್, ಬಿಳಿ",श्वेत सीमेंट
ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ,सीमेंट मिलावा अनुपात
ಸಿಮೆಂಟ್ ವಿಷಯ,सीमेंट अंश
ಸಿಮೆಂಟ್ ಜೆಲ್,सेमेंट जेल
ಸಿಮೆಂಟ್ ಗನ್,सीमेंट गन
ಸಿಮೆಂಟ್ ಗೂಡು,सीमेंट भट्टी
ಸಿಮೆಂಟ್ ಬಣ್ಣ,सीमेंट प्रलेप
ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್,सीमेंट प्लास्टर
ಸಿಮೆಂಟ್ ಕಲ್ಲು,सीमेंट शैल
ಸಿಮೆಂಟ್ ಸ್ಲರಿ,सीमेंट घोल
ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ,सीमेंट भंडारण
ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ,सीमेंटीकरण प्रक्रम
ಕೇಂದ್ರೀಕರಣ,ढूला
ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು,ढूला बनाना
ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್,केन्द्रीय मिश्रित कंक्रीट
ಕೇಂದ್ರ ಮಿಕ್ಸರ್,केन्द्रीय मिश्रक
ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್,अपकेन्द्री पंखा
ಚಾಕ್,खड़िया
ಚೇಂಫರ್,शैम्फर
ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್,निष्कोणन पत्ती
ಚಾನಲ್ ಕಿರಣ,चैनल धरन
ವಿಶಿಷ್ಟ ಲೋಡ್,अभिलाक्षणिक भार
ವಿಶಿಷ್ಟ ಶಕ್ತಿ,अभिलाक्षणिक सामर्थ्य
ಚಾರ್ಜ್ ಆಫ್,शुल्क माफी
ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ,भरण
ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,तरेड़न
ರಾಸಾಯನಿಕ ಬಂಧ,रासायनिक आबंध
ಚೆರ್ನೋಜೆಮ್,चर्नोजेम
ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು,चैस्टनट मृदा
ಚಿಮಣಿ ಗಟಾರ,धुआरा पनाली
ಚಿಪ್ ಬೋರ್ಡ್,अपखण्ड फलक
ಚಿಪ್ಪಿಂಗ್,छीलना
ಚಿಪ್ಸ್,दाना
ಗಾಳಿಕೊಡೆ,ढलवा नाली
ವರ್ಗ (ಕಾಂಕ್ರೀಟ್),श्रेणी (कंक्रीट की)
ಕ್ಲೇ,मृत्तिका
ಕ್ಲೇ ವಿಷಯ,मृत्तिका अंश
ಕ್ಲೇ ಪ್ಯಾನ್,मृत्तिका दृढ़ पटल
ಕ್ಲೀನ್ಔಟ್,सफाई द्वार
ಸ್ವಚ್ಛಗೊಳಿಸಿ,निर्वात सुधार
ಕ್ಲೀಟ್,गुटका
ಕ್ಲಿಂಕರ್,क्लिंकर
ಕ್ಲಿಪ್,क्लिप
ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,स्कंदन
ಒರಟಾದ ಒಟ್ಟು,स्थूल समुच्चय/मोटा मिलावा
ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು,स्थूल कणीय मृदा
ಕೋಟ್,कोट
ಕಾಫರ್ ಅಣೆಕಟ್ಟು,कॉफर बाँध
ಒಗ್ಗಟ್ಟು,ससंजन
ಕೊಲಾಯ್ಡ್,कोलाइड
ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ,कोलाइडी-आर्द्रता तुल्यांक अनुपात
ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು,मिश्रोढ़ मृदा
ಅಂಕಣ,स्तम्भ/टेक/संपीडांग
ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ,कंकतित परिष्कृति
ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್,संयुक्त पाद
ಸಂಯೋಜಿತ ನೀರು,संयुक्त जल
ಸಾಮಾನ್ಯ ಕೊಠಡಿ,सामान्य कक्ष
ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ,पूर्णावस्था प्रमाण पत्र
ಘಟಕ ಚೌಕ,अंग वर्ग
ಕಾಂಕ್ರೀಟ್,कंक्रीट
ಕಾಂಕ್ರೀಟಿಕರಣ,कंकड़ स्तरन
ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ,समेकित दर या एक समान दर
ಮಾಲಿನ್ಯಕಾರಕಗಳು,दूषणकारक
ಅಲ್ಕೋವ್ ಅಡುಗೆ,खाना रखने स्थान
ನಿಭಾಯಿಸುವುದು,मुंडेर/कोपिंग
ಕಾರ್ಬೆಲ್,टोड़ा
ಕಾರ್ನಿಸ್,कॉनिस
ಸಂಯೋಜಕ,युग्मक
"ಕಪ್ಲರ್, ಡಬಲ್",द्वि-युग्मक
"ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್",कड़ी युग्मक
"ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್",भ्रामी युग्मक
ಕೋರ್ಸ್,रद्दा
ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು,बेतरतीब रद्देदार ढोका चिनाई
ಆವರಿಸಿದ ಪ್ರದೇಶ,आच्छादित क्षत्र
ತೆವಳುವ,विसर्पण
ಕ್ರೀಪ್ ಗುಣಾಂಕ,विसर्पण गुणांक
ಕ್ರೊಟೊವಿನ್,क्रोटोवाइन
ಕಾಗೆ ಕಾಲು,काक पाद
ಕ್ರಂಬ್ ರಚನೆ,आचूर्ण संरचना
ದಂಡೆ,कर्ब
ಪ್ರಸ್ತುತ,धारा
ಕರ್ವ್ ಪ್ರತಿರೋಧ,वक्र-प्रतिरोध (रेल)
ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್,आर्द्रतारोधी स्तर
ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ,पूर्ण होने की तिथि
ಡೆಡ್ ಲೋಡ್,अचल भार
ಸತ್ತ ನೀರು,धीर जल
ಡೆಸಿಬೆಲ್,डेसीबल
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್,अनूर्पान
ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ,वातन कोटि या वायु अवकाश अनुपात
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ,समुच्चयन कोटि
ಪ್ರಸರಣದ ಪದವಿ,प्रकीर्णन कोटि
ಶುದ್ಧತ್ವದ ಪದವಿ,संतृप्ति कोटि
ಸಾಂದ್ರತೆ,घनता (आवासीय)
ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ,भरू कुट्टिम
ಮರುಭೂಮಿ ಮಣ್ಣು,मरू मृदा
ವಿವರಗಳು,विस्तृत विवरण
ಅಭಿವೃದ್ಧಿ ಅವಧಿ,विकास अवधि
ಡಿ-ಹಾರಿಜಾನ್,Dसंस्तर/Dहोराइजन
ಕರ್ಣೀಯ ಬಂಧ,विकर्ण चाल
ರೇಖಾಚಿತ್ರ,आरेख
ಡಿಜಿಟಲ್ ಡಾಕ್,आंगुलिक गोदी
ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ,अन्तरात्मक जल दर
ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ,तनुता संवातन
ಡಿಲುವಿಯಂ,पूरोढक
ಊಟದ ಕೋಣೆ,भोजन कक्ष
ದಿಕ್ಕಿನ ಪೆಗ್,दिशा निर्धारक खूँटी
ಪ್ರಸರಣ,प्रकीर्णन
ಡಿಸ್ಟೆಂಪರ್,डिस्टेम्पर
ಡಾಕ್,गोदी
ಬಾಗಿಲು,1. द्वार 2. कपाट
ಡಾರ್ಮರ್,छत वातायन
ಡಾರ್ಮರ್ ಚೆಕ್,छत वातायन पृष्ठ
ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್,दोहरी फ्लेमिश चाल
ಡಬಲ್ ಲೇಯರ್,दोहरी परत
ಡೋವೆಲ್,गुज्झी
ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್,आरेखन पट्ट/ड्राइंग बोर्ड
ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ,बैठक
ಡ್ರಿಫ್ಟ್,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ,शुष्क बल्ब तापक्रम
ಡ್ರೈ ಡಾಕ್,शुष्क गोदी
ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು,शुष्क ढोका चिनाई
ಡಚ್ ಬಾಂಡ್,डच चाल
ಕುಬ್ಜ ಗೋಡೆ,बौनी दीवार
ವಸತಿ ಘಟಕ,आवासीय यूनिट
ಈವ್,ओलती
ಈವ್ಸ್ ಗಟರ್,ओलती नाली
ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,एक्टोडाइनेमोर्फिक मृदा
ಸುಳಿ,भँवर
ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ,कण का प्रभावी आमाप
ಪುಷ್ಪಮಯ,उत्फुल्लन
ಹೊರಹರಿವು,सहायक सरित
ಎತ್ತರ,उद्विक्षेप
ಎಲುವಿಯೇಶನ್,अवक्षालन
ಎಲುವಿಯಮ್,अवक्षाल
ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,अंतर्गतिज मृदा
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,इंजीनियरी संभाव्यता
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,इंग्लिश चाल
ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,इंग्लिश गार्डन वाल चाल
"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
ಸಮಾನ ತೂಕ,समतुल्य भार
ಉದಾ,अर्ग
ವಿನಿಮಯ ಮಾಡಬಹುದಾದ,विनिमययोग्य
ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ,विनिमेय अम्लता
ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP),विनिमेय सोडियम प्रतिशतता
ಇ.ಎಸ್.ಪಿ.,धनायन विनिमय क्षमता
ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ,विनिमय अम्लता
ವಿನಿಮಯ ಸಂಕೀರ್ಣ,विनिमय सम्मिश्र
ನಿಷ್ಕಾಸ,निर्वात/रेचन
ಬಹಿರಂಗ ಮುಕ್ತಾಯ,अनावरित परिष्कृति
ಕಣ್ಣು,गवाक्ष
ಕಣ್ಣು ಹುಬ್ಬು,आई ब्रो
ಎದುರಿಸುತ್ತಿದೆ,मोहरा/अग्रभाग
ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ,पार्श्व चाल
