Hindi,English
अखिल भारतीय सेवा,All India Services
नियतन,Allocation
आबंटन,Allotment
आबंटन-पत्र,Allotment letter
आबंटिति,Allottee
"अनुज्ञेय, अनुमतियोग्य",Allowable
"अनुज्ञेय व्यय, अनुमतियोग्य व्यय",Allowable expenses
अपील मंजूर करना,Allow an appeal
" भत्‍ता ,छूट",Allowance
सर्वाधिकार सुरक्षित,All rights reserved
"वर्णक्रम, अकारादिक्रम",Alphabetic order
कहासुनी,Altercation
" एकांतर , विकल्पी",Alternate
"विकल्प,वैकल्पिक",Alternative
समामेलन,Amalgamation
"संशोधित मसौदा, संशोधित प्रारूप",Amended draft
संशोधन,Amendment
सुख-सुविधा,Amenity
"सौहार्दपूर्ण, मैत्रीपूर्ण",Amicable
गोला-बारूद,Ammunition
"ऋण परिशोधन, ऋण मुक्‍ति",Amortization of debt
" राशि, रक़म, मात्रा",Amount
पेन्शन राशि,Amount of pension
अनुरूप पद,Analogous post
विश्‍लेषण,Analysis
विश्‍लेषणात्मक अध्ययन,Analytical study
पूर्वज,Ancestor
अनुषंगी उद्‌योग,Ancillary industry
बैर,Animosity
संलग्नक,Annexure
वर्षगांठ,Anniversary
"उद्‌घोषण, ऐलान, आख्यापन",Announcement
"खिन्‍नता, चिढ, खीज",Annoyance
वार्षिक वित्‍तीय विवरण,Annual financial statement
वार्षिक रिपोर्ट,Annual report
वार्षिकी,Annuity
"अनाम, गुमनाम",Anonymous
गुमनाम शिकायत,Anonymous complaint
जवाबदेही,Answerability
उत्‍तर पत्रक,Answer sheet
विरोधी,Antagonist
पूर्ववृत्‍त,Antecedents
प्रत्याशित व्यय,Anticipated expenditure
प्रत्याशित आय,Anticipated income
" प्रत्याशा , पूर्वानुमान",Anticipation
अग्रिम ज़मानत,Anticipatory bail
भ्रष्‍टाचार-निरोधक उपाय,Anti-corruption measure
"प्रति-पाटन, पाटन-निरोधी",Anti-dumping
पुरावस्तु,Antique
रंगभेद,Apartheid
उदासीनता,Apathy
शीर्ष निकाय,Apex body
क्षमायाचना,Apology
"अपील,अपील करना",Appeal
" हाजि़री , उपसंजाति  , रूप",Appearance
तुष्‍टीकरण,Appeasement
अपील अधिकरण,Appellate tribunal
परिशिष्‍ट,Appendix
उपयंत्र,Appliance
"अनुप्रयोज्य, लागू",Applicable
आवेदक,Applicant
" आवेदन, अर्ज़ी , अनुप्रयोग, लागू होना",Application
"आवेदन पत्र, अर्ज़ी",Application form
अनुप्रयुक्‍त,Applied
" आवेदन करना, अर्जी देना , लागू करना, लागू होना , अनप्रयुक्‍त होना",Apply
नियुक्‍त व्यक्‍ति,Appointee
नियुक्‍ति प्राधिकारी,Appointing authority
नियुक्‍ति,Appointment
नियुक्‍ति पत्र,Appointment letter
मंत्रीमंडलीय नियुक्‍ति समिति,Appointments Committee of the Cabinet
मजदूरी प्रभाजन,Apportionment of wages
"मूल्यनिरूपण, आंकना",Appraisal
मूल्यांक,Appraiser
" सराहना , वृद्‌धि",Appreciation
" पकड़ा जाना, गिरफ़्तारी ,बोध, समझ , आशंका",Apprehension
शिक्षु,Apprentice
" पहुंच,उपगम , उपमार्ग ,दृष्‍टिकोण",Approach
" उपयुक्‍त, उचित , विनियोजन करना",Appropriate
उचित कार्रवाई,Appropriate action
उपयुक्‍त शीर्ष,Appropriate head
विनियोजन,Appropriation
अनुमोदन,Approval
"लगभग, सन्‍निकट",Approximate
"अभिक्षमता परीक्षा, रुझान परीक्षण",Aptitude test
मनमाना,Arbitrary
मध्यस्थता करना,Arbitrate
"विवाचन, माध्यस्थम् ",Arbitration
माध्यस्थम् अधिकरण,Arbitration tribunal
"विवाचक, मध्यस्थ",Arbitrator
वास्तुकला,Architecture
अभिलेखागार,Archives
" क्षेत्र , क्षेत्रफल",Area
"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय",Area headquarter
"तर्क, बहस",Argument
"उठना, उद्‌भूत होना, पैदा होना",Arise
" सशस्त्र बल , सशस्त्र सेनाएं",Armed forces
" व्यवस्था ,विन्यास , प्रबंध",Arrangement
बक़ाया,Arrear
बक़ाया विवरण,Arrear statement
आगमन रिपोर्ट,Arrival report
"दंभ,अक्खड़पन",Arrogance
"आयुधागार, शास्त्रागार",Arsenal
" अनुच्छेद , वस्तु , लेख",Article
संस्था के अंतर्नियम,Articles of association
नियमावली,Articles
आरोही क्रम,Ascending order
अभिनिश्‍चित करना,Ascertain
जैसा है जहाँ है,As is where is
" पहलू, पक्ष , दृष्‍टि",Aspect
लांछन,Aspersion
"हत्या,हनन",Assassination
हमला,Assault
" जुटना, एकत्र होना, इकट्ठा होना ,जोड़ना , सम्मिलित करना, एकत्र करना",Assemble
" सभा , जमाव",Assembly
अनुमति,Assent
"दृढ़ता से कहना,जोर देकर कहना",Assert
निर्धारिती,Assessee
निर्धारण,Assessment
निर्धारण वर्ष,Assessment year
" कर-निर्धारक , असेसर",Assessor
परिसंपत्‍ति,Assets
समनुदेशिती,Assignee
" समनुदेशन ,सुपुर्द काम",Assignment
समनुदेशक,Assignor
"सहायता, मदद",Assistance
" सह , सहयुक्‍त , सम्मिलित करना, सहयुक्‍त करना",Associate
" संघ , संगम  , संबंध,साहचर्य",Association
कार्यभार-ग्रहण,Assumption of charge
" आश्‍वासन , बीमा , हस्तांतरण पत्र",Assurance
बीमा कंपनी,Assurance company
आश्‍वस्त करना,Assure
बट्टे पर,At discount
परमाणु शक्‍ति,Atomic power
सममूल्य पर,At par
"बढ़े मूल्य पर,अधिमूल्य पर,प्रीमियम पर",At premium
" साथ लगाना,संलग्न करना , कुर्की करना",Attach
संलग्न कार्यालय,Attached office
" संलग्नक ,कुर्की",Attachment
कुर्की आदेश,Attachment order
"लब्धि,प्राप्‍ति",Attainment
"प्रयत्‍न करना,प्रयत्‍न",Attempt
"उपस्थिति,हाजि़री",Attendance
"उपस्थिति पंजी,हाजि़री रजिस्टर",Attendance register
उपस्थिति पर्ची,Attendance slip
" ध्यान ,सावधान",Attention
"अनुप्रमाणन,तसदीक़",Attestation
"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति",Attested copy
अभिवृत्‍ति,Attitude
आकर्षक वेतन,Attractive salary
नीलामी,Auction
नीलामकर्ता,Auctioneer
नीलामी बिक्री,Auction sale
" श्रोता , दर्शक , सुनवाई , दर्शन",Audience
दृश्य-श्रव्य प्रदर्श,Audio-visual display
दृश्य-श्रव्य प्रचार,Audio-visual publicity
"  लेखापरीक्षा , संपरीक्षा",Audit
"परीक्षित लेखा, संपरीक्षित लेखा",Audited accounts
समपरीक्षित तुलनपत्र,Audited balance sheet
लेखा परीक्षण,Auditing
लेखापरीक्षा आपत्‍ति,Audit objection
लेखापरीक्षक की रिपोर्ट,Auditor's report
प्रेक्षागृह,Auditorium
लेखापरीक्षा पैरा,Audit paragraph
लेखापरीक्षा रिपोर्ट,Audit report
मितोपभोग,Austerity
मितोपभोग उपाय,Austerity measures
प्रामाणिक,Authentic
प्राधिकृत प्रतिनिधि,Authorised representative
" प्राधिकृत , प्राधिकारिक",Authoritative
" (व्यक्‍ति) प्राधिकारी , प्राधिकार , प्राधिकरण ,अधिकारी विद्‌वान",Authority
प्राधिकार पत्र,Authority letter
प्राधिकृत,Authorized
प्राधिकृत पूंजी,Authorized capital
स्वचालित,Automatic
स्वायत्‍त,Autonomous
स्वायत्‍त निकाय,Autonomous body
स्वायत्‍तता,Autonomy
सहायक,Auxiliary
"प्राप्य,उपलब्ध",Available
" औसत ,  सामान्य",Average
औसत छुट्टी,Average leave
विरुचि,Aversion
बचा लेना,Avert
"परिहार करना,परिवर्जन करना, से बचना",Avoid
कर देने से बचना,Avoidance of tax
प्रतीक्षित,Awaited
" पंचाट , अधिनिर्णय , पुरस्कार , प्रदान करना",Award
अधिनिर्णयन प्राधिकारी,Awarding authority
जागरूकता,Awareness
पूर्व-दिनांकित,Backdated
पृष्‍ठभूमि,Background
पिछला बक़ाया,Back log
"मुकर जाना, से हटना",Back out
पिछला संदर्भ,Back reference
पूर्तिकर,Back up
पिछड़ा वर्ग,Backward classes
पिछड़ी जनजाति,Backward tribe
"अलाभकर सौदा, घाटे का सौदा",Bad bargain
बुरा व्यवहार,Bad behaviour
" दुश्‍चरित्र , दु:शील",Bad character
विषम जलवायु भत्‍ता,Bad climate allowance
दुराचरण,Bad conduct
अशोध्य ऋण,Bad debt
असबाब,Baggage
ज़मानत,Bail
" शेष,बाक़ी ,संतुलन",Balance
अधोनीत शेष,Balance brought down
अग्रेनीत शेष,Balance brought forward
संतुलित बजट,Balanced budget
तुलन पत्र,Balance sheet
" मतपत्र , मतदान",Ballot
मतपेटी,Ballot box
मतपत्र,Ballot paper
"प्रतिबंध,रोक,पाबंदी",Ban
" बैंक , साहूकारी करना",Bank
बैंक खाता,Bank account
बैंक शेष,Bank balance
बैंक प्रभार,Bank charges
"बैंक गारंटी,बैंक प्रत्याभूति",Bank guarantee
बैंक अवकाश,Bank holiday
बैंकिंग सुविधाबैंककारी सुविधा,Banking facility
बैंकिंग कार्य-समय,Banking hours
"बैंक कार्य-व्यवहार,बैंक लेन-देन",Banking transaction
बैंक दर,Bank rate
बैंक समाधान,Bank reconciliation
दिवालिया,Bankrupt
"बैंक प्रतिभूति,बैंक ज़मानत",Bank security
बैंक विवरण,Bank statement
"प्रीतिभोज, भोज",Banquet
"विधिज्ञ परिषद्,बार काउंसिल",Bar council
"सौदा,सौदा करना",Bargain
"सौदेबाजी, सौदाकारी",Bargaining
बंजर भूमि,Barren land
वस्तु विनिमय,Barter
आधार,Base
"निराधार, बेबुनियाद",Baseless
तहख़ाना,Basement
आधार वर्ष,Base year
"मूल,बुनियादी",Basic
मूलतः बुनियादी तौर पर,Basically
आधारिक आसूचना,Basic intelligence
मूल वेतन,Basic pay
मूल वेतनमान,Basic scale of pay
बुनियादी प्रशिक्षण,Basic training
आधार,Basis
" बैच, टोली , खेप, घान",Batch
"बैच नंबर, खेप नंबर",Batch number
धारक चैक,Bearer cheque
पूर्व-कथित,Before cited
व्यवहार,Behaviour
विश्‍वास,Belief
अवमूल्य पर,Below par
" न्यायपीठ,बेंच",Bench
" तल चिह्‌न , मानक",Benchmark
"लाभप्रद, हितकारी",Beneficial
"हितभागी,लाभार्थी",Beneficiary
"हितलाभ, हित, लाभ",Benefit
संदेह लाभ,Benefit of doubt
हितकारिता,Benevolence
हितकारी निधि,Benevolent fund
" वसीयत करना , वसीयत द्‌वारा देना",Bequeath
वसीयत,Bequest
शोकसंतप्त,Bereaved
भरसक प्रयत्‍न,Best endeavours
" सुमुन्नति , बेहतरी, खुशहाली",Betterment
" अभिनति, झुकाव , पूर्वाग्रह",Bias
पूर्वाग्रही मत,Biased opinion
ग्रंथसूची,Bibliography
द्‌विवार्षिक,Biennial
दो भागों में बांटना/बंटना,Bifurcate
द्‌विविवाह,Bigamy
द्‌विपक्षीय,Bilateral
द्‌विभाषी,Bilingual
"द्‍‌विसदन, द्‌विसदनी",Bicameral
" विधेयक ,बिल",Bill
विनिमय पत्र,Bill of exchange
" द्‌विमासिक रिपोर्ट , अर्धमासिक रिपोर्ट",Bimonthly report
" जिल्दसाजी , बाध्यकारी",Binding
जीवनवृत्‍त,Biodata
"द्‌विदक्षीय, द्‌विदलीय",Bipartite
द्‌विपक्षीय करार,Bipartite agreement
जन्म वर्षगाँठ,Birth anniversary
जन्म प्रमाणपत्र,Birth certificate
संतति निरोध,Birth control
"जन्म तिथि,जन्म की तारीख",Birth date
जन्म स्थान,Birth place
जन्मदर,Birth rate
" पाक्षिक ,अर्ध-साप्ताहिक",Biweekly
काली अर्थव्यवस्था,Black economy
"काली सूची, काली सूची में नाम डालना",Black list
भयादोहन,Blackmail
"चोर बाजार,काला बाजार",Black market
दोष लगाना,Blame
कोरा चेक,Blank cheque
व्यापक सौदा,Blanket deal
व्यापक आदेश,Blanket order
धमाका,Blast
सम्मिश्रण,Blending
"खंड,ब्लॉक",Block
"नाकाबंदी, अवरोध",Blockade
अवरूद्‌ध पूंजी,Blocked capital
"बड़ा अक्षर, साफ़ अक्षर",Block letter
रक्‍तदान,Blood donation
रक्‍त-संबंधी,Blood relations
कायिक कार्य,Blue collar job
"ब्लूप्रिंट,खाका",Blueprint
झांसा,Bluff
" बोर्ड, मंडल , गत्‍ता",Board
भोजन तथा आवास,Boarding and lodging
निदेशक मंडल,Board of directors
राजस्व मंडल,Board of revenue
निकाय,Body
अंगरक्षक,Bodyguard
जाली वाउचर,Bogus voucher
"सद्‍भाव, सदाशयता",Bonafides
"बंधपत्र,बांड",Bond
बंधुआ मज़दूर,Bonded labour
बोनस,Bonus
" टिकटघर ,बुकिंग कार्यालय",Booking office
"बही लेखक,मुनीम",Book-keeper
"बहीखाता पद्‌धति,बहीखाता-लेखन",Book-keeping
पुस्तिका,Booklet
संदर्भ पुस्तक,Book of reference
"खाता मूल्य, अंकित मूल्य",Book value
" बूथ, कोष्‍ठ , मतदान कोष्‍ठ",Booth
"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना",Booth capturing
सीमा भत्‍ता,Border allowance
" सीमारेखा , सीमावर्ती (वि.)",Border line
उधारकर्ता,Borrower
"उधार लेने की शक्‍ति, ऋणादान शक्‍ति",Borrowing power
बॉस,Boss
गत्यवरोध,Bottleneck
कोष्‍ठक,Bracket
सीमा,Boundary
"बहिष्कार,बॉयकाट",Boycott
प्रतिभा पलायन,Brain drain
शाखा कार्यालय,Branch office
"भंग, तोड़ना",Breach
क़रार-भंग,Breach of agreement
विश्‍वास भंग,Breach of confidence
संविदा भंग,Breach of contract
अनुशासन भंग,Breach of discipline
"विधिभंग,क़ानून तोड़ना",Breach of law
शांति भंग,Breach of peace
विशेषाधिकार भंग,Breach of privilege
वचन भंग,Breach of promise
नियम भंग,Breach of rule
"विश्‍वास भंग,अमानत में खयानत",Breach of trust
"टूट-फूट, टूट-फूट प्रभार",Breakage
ठप,Break down
सेवा में व्यवधान,Break in service
ब्योरा,Break-up
नस्ल,Breed
"घूस,रिश्‍वत",Bribe
"संक्षिप्त,पक्षसार, ब्रीफ़",Brief
"सार बताना, पक्षसार बताना",Briefing
संक्षिप्त वृत्‍त,Brief resume
"शानदार कीर्तिमान, शानदार रिकार्ड",Brilliant record
ध्यान में लाना,Bring into notice
प्रसारण,Broadcast
बड़ा चिट्ठा,Broadsheet
विवरणिका,Brochure
दलाली,Brokerage
अग्रानीत,Brought forward (b/f)
बजट नियतन,Budget allocation
बजट नियंत्रण,Bugetary control
"बजट प्राक्कलन,बजट अनुमान",Budget estimate
बजट प्रावधान,Budget provision
"भवन,इमारत",Building
" थोक,अंबार,ढेर ,अधिकांश ,परिमाण",Bulk
थोक खारीद,Bulk purchase
बुलेटिन,Bulletin
भरपूर पैदावार,Bumper crop
रिक्‍तियों का गुच्छन,Bunching of vacancies
" गोलमाल ,गोलमाल करना",Bungling
" अधिकारी तंत्र , नौकरशाही, दफ्तरशाही",Bureaucracy
दफ्तरशाह,Bureaucrat
व्यवसाय वर्ग,Business class
कारोबार का समय,Business hours (= hours of business)
"व्यवसायी, कारोबारी",Businessman
"वापसी खरीद, प्रतिक्रय",Buy-back
"क्रेता, खरीदार",Buyer
"उप-निर्वाचन,उपचुनाव",Bye election (=by election)
दस्ती,By hand
"डाक से,डाक द्‌वारा",By post
केबिन असबाब,Cabin baggage
" मंत्रिमंडल , कैबिनेट ,पेटिका",Cabinet
"संवर्ग,काडर",Cadre
विपत्‍ति,Calamity
परिकलन,Calculation
कैलेंडर वर्ष,Calendar year
" अभियान ,प्रचार",Campaign
परिसर,Campus
परिसर साक्षात्कार,Campus interview
रद्‌द करना,Cancel
रद्‌दकरण,Cancellation
"अभ्यर्थी,उम्मीदवार",Candidate
"अभ्यर्थिता,उम्मीदवारी",Candidature
" प्रचार , संयाचना (विधि.)",Canvassing
सामर्थ्य,Capability
समर्थ,Capable
" हैसियत ,क्षमता , सामर्थ्य , धारिता",Capacity
" पूंजी,मूलधन,राजधानी , स्तंभशीर्ष ,दीर्घाक्षर",Capital
पूंजी व्यय,Capital expenditure
मृत्युदंड़,Capital punishment
प्रति व्यक्‍ति शुल्क,Capitation fee
" पकड़ना , बंदी बनाना",Capture
" सावधानी ,देखभाल, रखवाली , परवाह",Care
"वृत्‍ति,जीविका",Career
"वृत्‍ति विकास, जीविका विकास",Career development
कामचलाऊ सरकार,Caretaker government
अग्रनीत,Carried forward (c/f)
"अग्रनयन, आगे ले जाना",Carry forward
रखाव लागत,Carrying cost
" अग्रनयन , अवशिष्‍ट",Carry over
"गाड़ी भाड़ा,ढुलाई",Cartage
" मामला , विषय ,स्थिति , मुकदमा",Case
केस अध्ययन,Case study
" रोकड,नकदी,भुनाना",Cash
"नकदी शेष, रोकड़ बाकी",Cash balance
रोकड़ बही,Cash book
कैश कार्ड,Cash card
"नक़दी, नकदी कार्ड, प्रमाणपत्र",Cash certificate
रोकड़ पटल,Cash counter
नक़दी फ़सल,Cash crop
नक़दी बट्टा,Cash discount
एकमुश्त नक़द,Cash down
हाथ रोकड़,Cash in hand
"नकद पर्ची, कैश मेमो",Cash memo
नक़द भुगतान,Cash payment
जाति,Caste
जाति प्रमाणपत्र,Caste certificate
निर्णायक मत,Casting vote
" आकस्मिक ,अनियत",Casual
अनियत मज़दूर,Casual labour
आकस्मिक छुट्टी,Casual leave
"दुर्घटना ,हताहत ,आपात ,आकस्मिकी",Casualty
आकस्मिक रिक्‍ति,Casual vacancy
"सूची,सूचीपत्र",Catalogue
"सुनिश्‍चित,सुस्पष्‍ट",Categorical
"कोटि, वर्ग, श्रेणी",Category
खानपान सेवा,Catering service
" सावधान, खबरदार , सावधानी , चेतावनी , अवधान",Caution
"अवधान-राशि , जमानत राशि",Caution money
अस्त्रविराम युद्‌ध विराम,Cease fire
अधिकतम सीमा,"Ceiling (as of ""price"")"
समारोह,Celebration
सैल फ़ोन,Cell phone
सेंसर,Censor
"निंदा,परिनिन्दा",Censure
परिनिंदा प्रस्ताव,Censure motion
जनगणना,Census
केंद्रीय उपकर,Central cess
केंद्रीय सिविल सेवा नियमावली,Central civil service  rules
केंद्रीय उत्पाद-शुल्क,Central excise
"केंद्र सरकार,केंद्रीय सरकार",Central government
"केंद्रीयकरण,केंद्रीकरण",Centralization
केंद्रीयकृत सेवा,Centralized service
केंद्र-पोषित योजना,Centrally funded scheme
केंद्र-प्रायोजित योजना,Centrally sponsored scheme
केंद्रीय कार्यालय,Central office
केंद्रीय राजस्व,Central revenues
केंद्रीय बिक्री कर,Central sales tax
केंद्र,Centre
" शताब्दी,शती,सदी ,शतक",Century
"धान्य,अनाज",Cereal
धान्यविद्,Cerealist
समारोह परेड,Ceremonial parade
" समारोह , संस्कार , अनुष्ठान",Ceremony
प्रमाणपत्र,Certificate
" स्वस्थता प्रमाणपत्र , दुरस्ती प्रमाणपत्र ",Certificate of fitness
डाक प्रमाणपत्र,Certificate of posting
सेवा प्रमाणपत्र,Certificate of service
"प्रमाणन,प्रमाणीकरण",Certification
प्रमाणित प्रति,Certified copy
प्रमाणित करना,Certify
उपकर,Cess
" समाप्‍ति , प्रविरति ",Cessation
" जंज़ीर,जरीब , श्रृंखला, कड़ी",Chain
" अध्यक्ष ,सभापति",Chairman/chairperson
चालान,Challan
" चुनौती , आक्षेप ",Challenge
" चेम्बर,कक्ष , सदन",Chamber
वाणिज्य मंडल,Chamber of commerce
" परिवर्तन, बदलाव , बदलना",Change
अव्यवस्था,Chaos
" अध्याय,शाखा,चैप्टर",Chapter
चरित्र हनन,Character assassination
चरित्र प्रमाणपत्र,Character certificate
"कार्य-भार ,प्रभारख़र्च , आरोप",Charge
संपत्‍ति पर प्रभार,Charge over property
आरोप पत्र,Charge sheet
"धर्मार्थ,ख़ैराती,पूर्त ",Charitable
" पूर्तकाय;दान, खैरात , उदारता",Charity
