Malayalam,Tamil
ബെയറിംഗ് സ്ട്രാറ്റം,தாங்கி அடுக்கு
കിടക്ക,படுக்கை
ബെഡ്ഡിംഗ് വിമാനം,படுக்கை விமானம்
കിടക്ക ജോയിന്റ്,படுக்கை கூட்டு
കിടക്ക പാറ,படுக்கை பாறை
കിടപ്പുമുറി,படுக்கை அறை
തേനീച്ചമെഴുകിൽ,தேன் மெழுகு
മണി പെട്ടി,மணி பெட்டி
ബെല്ലിംഗ് ബക്കറ്റ്,பெல்லிங் வாளி
ബെല്ലോഫ്രം,பெல்லோஃப்ராம்
ബെഞ്ച് ചെയ്ത അടിത്തറ,பெஞ்ச் அடித்தளம்
ബെഞ്ചിംഗ്,பெஞ்சிங்
ബെഞ്ച് മാർക്ക്,பெஞ்ச் மார்க்
ആനുകൂല്യ ചെലവ് വിശകലനം,நன்மை செலவு பகுப்பாய்வு
ബെർം,பெர்ம்
ബെവൽഡ് ക്ലോഷർ,வளைந்த மூடல்
"ബി-ചക്രവാളം,&quot;ബി-","பி-ஹரைசன்,&quot;பி-"
ബിയാറ്റ്,பயாட்
ബൈൻഡർ,பைண்டர்
ബൈൻഡിംഗ് മെറ്റീരിയൽ,பிணைப்பு பொருள்
ബയോട്ടിന്റെ സിദ്ധാന്തം,பயோட்டின் கோட்பாடு
ബിറ്റുമെൻ,பிடுமின்
കറുത്ത പരുത്തി മണ്ണ്,கருப்பு பருத்தி மண்
കറുത്ത ഭൂമി,கருப்பு பூமி
കറുത്ത ടർഫ് മണ്ണ്,கருப்பு தரை மண்
ബ്ലേഡ്,கத்தி
ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ് സിമന്റ്,ஊது உலை கசடு சிமெண்ட்
ബ്ലോക്കി ഘടന,தடுப்பு அமைப்பு
ബോഗി പ്രതിരോധം,போகி எதிர்ப்பு
ബോഗ്-ഇരുമ്പ് അയിര്,போக்-இரும்பு தாது
ബോണ്ട്,பத்திரம்
ബന്ധിത അംഗം,பிணைக்கப்பட்ட உறுப்பினர்
ബോണ്ടഡ് പോസ്റ്റ് ടെൻഷനിംഗ്,பிணைக்கப்பட்ட பிந்தைய பதற்றம்
ബോണ്ട് കല്ല്,பத்திர கல்
കെട്ടിയ വെള്ളം,கட்டுப்பட்ட நீர்
ബോക്സ് ഗട്ടർ,பெட்டி சாக்கடை
ബ്രേസ്,பிரேஸ்
ബ്രിക്ക്-ഓൺ-എഡ്ജ്,விளிம்பில் செங்கல்
കടിഞ്ഞാൺ,கடிவாளம்
തെളിച്ചം,பிரகாசம்
തവിട്ട് മണ്ണ്,பழுப்பு மண்
കെട്ടിടം,கட்டிடம்
ബിൽഡിംഗ് സർവേയർ,கட்டிட சர்வேயர்
ബഫർ,தாங்கல்
ബഫർ കർവ്,தாங்கல் வளைவு
ബഫറിംഗ്,தாங்கல்
ബഫറിംഗ് ശേഷി,தாங்கல் திறன்
ബണ്ടർ,பண்டர்
ബട്രസ്,பட்டர்ஸ்
സി-ചക്രവാളം,சி-அடிவானம்
കേബിൾ,கேபிள்
കേബിൾ മോൾഡിംഗ്,கேபிள் மோல்டிங்
കേബിളിംഗ്,கேபிளிங்
ചെറിയമുറി,அறை
ക്യാബിൻ ഹുക്ക്,கேபின் ஹூக்
കാബിനറ്റ്,மந்திரி சபை
കാബോൾട്ട് ഉപേക്ഷിച്ചു,கபோல்ட் வெளியேறினார்
കഫറ്റീരിയ,சிற்றுண்டியகம்
കൂട്ടിൽ,கூண்டு
കൂട് നിർമ്മാണം,கூண்டு கட்டுமானம்
കയീൻ ഫോർമുല,கெய்னின் சூத்திரம்
കൈസൺ,கெய்சன்
കെയ്സൺ രോഗം,கெய்சன் நோய்
കൈസൺ ഫൗണ്ടേഷൻ,கெய்சன் அடித்தளம்
കൈസൺ ചിത,கெய்சன் குவியல்
കാൽക്കറിയസ് ഇഷ്ടിക,சுண்ணாம்பு செங்கல்
സുഷിരമുള്ള കളിമണ്ണ്,சுண்ணாம்பு களிமண்
സുഷിരമുള്ള പുറംതോട്,சுண்ணாம்பு மேலோடு
കാൽസിഫിക്കേഷൻ,கால்சிஃபிகேஷன்
കാൽസിനേഷൻ,கால்சினேஷன்
കാൽസൈൻ,கால்சின்
കാൽസൈറ്റ്,கால்சைட்
കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്,கால்சியம்-அலுமினேட் சிமெண்ட்
കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക,கால்சியம்-சிலிகேட் செங்கல்
കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്,கால்சியம்-சிலிகேட் ஹைட்ரேட்
കാലിച്ചെ,கலிச்சே
കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ,கலிபோர்னியா தாங்கி விகிதம்
കാലിപ്പർ,காலிபர்
കലോറിമീറ്റർ,கலோரிமீட்டர்
കാംബർ,கேம்பர்
കനാൽ,கால்வாய்
മേലാപ്പ്,விதானம்
കാന്റിലിവർ ഫൂട്ടിംഗ്,கான்டிலீவர் அடிவாரம்
തൊപ്പി,தொப்பி
ശേഷി,திறன்
എയിൽ ട്രാക്കിന്റെ ശേഷി,ஆயில் பாதையின் திறன்
തൊപ്പി കേബിൾ,தொப்பி கேபிள்
കാപ്പിലാരിറ്റി,கேபிலரிட்டி
കാപ്പിലറി ബ്രേക്ക്,தந்துகி முறிவு
കാപ്പിലറി ഒഴുക്ക്,தந்துகி ஓட்டம்
കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം,தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்
കാപ്പിലറി പോർ സ്പേസ്,தந்துகி துளை இடம்
കാപ്പിലറി പൊറോസിറ്റി,கேபிலரி போரோசிட்டி
കാപ്പിലറി സ്പേസ്,தந்துகி வெளி
ക്യാപ്‌ചർ വേഗത,பிடிப்பு வேகம்
കാർബണേഷൻ,கார்பனேற்றம்
കാർബൺ കറുപ്പ്,கார்பன் கருப்பு
കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി,காஸ்ட்பிள் பயனற்ற
കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു,காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு
കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ,காஸ்ட்-இன்-பிளேஸ் பைல்
ജാതി,ஆமணக்கு
എറിയുന്ന കല്ല്,வார்ப்பு கல்
കാറ്റലിസ്റ്റ്,வினையூக்கி
കാറ്റെന,கேட்டனா
പൂച്ച മുഖം,பூனை முகம்
പൂച്ചയുടെ തല,பூனை தலை
കാറ്റേഷൻ,கேஷன்
പൂച്ച നടത്തം,பூனை நடை
കാവിറ്റേഷൻ കേടുപാടുകൾ,குழிவுறுதல் சேதம்
സെലൈറ്റ്,செலைட்
സെല്ലുലാർ കോൺക്രീറ്റ്,செல்லுலார் கான்கிரீட்
സെല്ലുലാർ നിർമ്മാണം,செல்லுலார் கட்டுமானம்
സിമന്റ്,சிமெண்ட்
"സിമന്റ്, ബിറ്റുമിനസ്","சிமெண்ட், பிட்மினஸ்"
"സിമന്റ്, ഉയർന്ന ശക്തി","சிமெண்ட், அதிக வலிமை"
"സിമന്റ്, ഹൈഡ്രോളിക്","சிமெண்ட், ஹைட்ராலிக்"
"സിമന്റ്, കുറഞ്ഞ ചൂട്","சிமெண்ட், குறைந்த வெப்பம்"
"സിമന്റ്, കൊത്തുപണി","சிமெண்ட், கொத்து"
"സിമന്റ്, പ്രകൃതി","சிமெண்ட், இயற்கை"
"സിമന്റ്, പോർട്ട്ലാൻഡ്","சிமெண்ட், போர்ட்லேண்ட்"
"സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"സിമന്റ്, സ്ലാഗ്","சிமெண்ட், கசடு"
"സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്","சிமெண்ட், சூப்பர் சல்பேட்"
"സിമന്റ്, വെള്ള","சிமெண்ட், வெள்ளை"
സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം,சிமெண்ட்-மொத்த விகிதம்
സിമന്റ് ഉള്ളടക്കം,சிமெண்ட் உள்ளடக்கம்
സിമന്റ് ജെൽ,சிமெண்ட் ஜெல்
സിമന്റ് തോക്ക്,சிமெண்ட் துப்பாக்கி
സിമന്റ് ചൂള,சிமெண்ட் சூளை
സിമന്റ് പെയിന്റ്,சிமெண்ட் பெயிண்ட்
സിമന്റ് പ്ലാസ്റ്റർ,சிமெண்ட் பூச்சு
സിമന്റ് പാറ,சிமெண்ட் பாறை
സിമന്റ് സ്ലറി,சிமெண்ட் குழம்பு
സിമന്റ് സംഭരണം,சிமெண்ட் சேமிப்பு
സിമന്റേഷൻ പ്രക്രിയ,சிமெண்டேஷன் செயல்முறை
കേന്ദ്രീകരിക്കുന്നു,மையப்படுத்துதல்
കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും,மையப்படுத்துதல் மற்றும் மூடுதல்
സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്,மத்திய கலப்பு கான்கிரீட்
സെൻട്രൽ മിക്സർ,மத்திய கலவை
അപകേന്ദ്ര ഫാൻ,மையவிலக்கு விசிறி
ചോക്ക്,சுண்ணாம்பு
ചാംഫർ,சேம்ஃபர்
ചേംഫർ സ്ട്രിപ്പ്,சேம்பர் துண்டு
ചാനൽ ബീം,சேனல் கற்றை
സ്വഭാവസവിശേഷത ലോഡ്,சிறப்பியல்பு சுமை
സ്വഭാവ ശക്തി,பண்பு வலிமை
ചാർജ്ജ് ഓഫ്,சார்ஜ் ஆஃப்
ചാർജിംഗ്,சார்ஜ் செய்கிறது
പരിശോധിക്കുന്നു,சரிபார்க்கிறது
കെമിക്കൽ ബോണ്ട്,இரசாயன பிணைப்பு
ചെർനോസെം,செர்னோசெம்
ചെസ്റ്റ്നട്ട് മണ്ണ്,கஷ்கொட்டை மண்
ചിമ്മിനി ഗട്ടർ,புகைபோக்கி சாக்கடை
ചിപ്പ് ബോർഡ്,சிப் போர்டு
ചിപ്പിംഗ്,சிப்பிங்
ചിപ്സ്,சீவல்கள்
ചട്ടി,சரிவு
ക്ലാസ് (കോൺക്രീറ്റ്),வகுப்பு (கான்கிரீட்)
കളിമണ്ണ്,களிமண்
കളിമൺ ഉള്ളടക്കം,களிமண் உள்ளடக்கம்
കളിമൺ പാൻ,களிமண் பான்
പൂർണമായി കാലിയാക്കുക,சுத்தம் செய்
ക്ലീനപ്പ്,சுத்தம் செய்
ക്ലീറ്റ്,கிளீட்
ക്ലിങ്കർ,கிளிங்கர்
ക്ലിപ്പ്,கிளிப்
കട്ടപിടിക്കൽ,உறைதல்
നാടൻ മൊത്തത്തിലുള്ളത്,கரடுமுரடான மொத்த
പരുക്കൻ ധാന്യമുള്ള മണ്ണ്,கரடுமுரடான தானிய மண்
കോട്ട്,கோட்
കോഫർ ഡാം,காஃபர் அணை
ഒത്തുചേരൽ,ஒருங்கிணைப்பு
കൊളോയിഡ്,கொலாய்டு
കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം,கூழ் ஈரப்பதம் சமமான விகிதம்
കൊളോയ്ഡൽ സിസ്റ്റം,கூழ் அமைப்பு
കൊളുവിയൽ മണ്ണ്,கொலுவல் மண்
കോളം,நெடுவரிசை
കോമ്പഡ് ഫിനിഷ്,சீப்பு பூச்சு
സംയോജിത കാൽപ്പാദം,இணைந்த அடி
സംയോജിത വെള്ളം,ஒருங்கிணைந்த நீர்
പൊതു മുറി,பொதுவான அறை
പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്,நிறைவு சான்றிதழ்
ഘടകം ചതുരം,கூறு சதுரம்
കോൺക്രീറ്റ്,கான்கிரீட்
കോൺക്രീഷൻ,கான்கிரீட்
ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
മലിനീകരണം,அசுத்தங்கள்
ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു,அல்கோவ் சமையல்
നേരിടുകയാണ്,சமாளிப்பது
കോർബെൽ,கோர்பெல்
കോർണിസ്,கார்னிஸ்
കപ്ലർ,இணைப்பான்
"കപ്ലർ, ഇരട്ട","கப்லர், இரட்டை"
"കപ്ലർ, പുട്ട്ലോഗ്","கப்லர், புட்லாக்"
"കപ്ലർ, സ്വിവൽ","இணைப்பு, சுழல்"
കോഴ്സ്,பாடநெறி
ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,சீரற்ற இடிந்த கொத்து
മൂടിയ പ്രദേശം,மூடப்பட்ட பகுதி
ഇഴയുക,தவழும்
ക്രീപ്പ് കോഫിഫിഷ്യന്റ്,க்ரீப் குணகம்
ക്രോട്ടോവിൻ,குரோடோவின்
കാക്ക കാൽ,காக்கை கால்
നുറുക്കിന്റെ ഘടന,நொறுக்குத் தீனி அமைப்பு
കർബ്,கட்டுப்படுத்து
നിലവിലുള്ളത്,தற்போதைய
വക്ര പ്രതിരോധം,வளைவு எதிர்ப்பு
ഈർപ്പം പ്രൂഫ് കോഴ്സ്,ஈரப்பதம் இல்லாத பாடநெறி
പൂർത്തിയാക്കിയ തീയതി,நிறைவு தேதி
ഡെഡ് ലോഡ്,நிலைச்சுமை
ചത്ത വെള്ളം,இறந்த நீர்
ഡെസിബെൽ,டெசிபல்
ഡിഫ്ലോക്കുലേഷൻ,டிஃப்ளோகுலேஷன்
വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
അഗ്രഗേഷൻ ബിരുദം,திரட்டல் பட்டம்
വ്യാപനത്തിന്റെ അളവ്,சிதறல் பட்டம்
സാച്ചുറേഷൻ ഡിഗ്രി,செறிவூட்டல் பட்டம்
സാന്ദ്രത,அடர்த்தி
മരുഭൂമിയിലെ നടപ്പാത,பாலைவன நடைபாதை
മരുഭൂമിയിലെ മണ്ണ്,பாலைவன மண்
വിശദാംശങ്ങൾ,விவரங்கள்
വികസന കാലയളവ്,வளர்ச்சி காலம்
ഡി-ചക്രവാളം,டி-அடிவானம்
ഡയഗണൽ ബോണ്ട്,மூலைவிட்ட பிணைப்பு
ഡയഗ്രം,வரைபடம்
ഡിജിറ്റൽ ഡോക്ക്,டிஜிட்டல் டாக்
വ്യത്യസ്ത ജലനിരക്ക്,வேறுபட்ட நீர் விகிதம்
ഡില്യൂഷൻ വെന്റിലേഷൻ,நீர்த்த காற்றோட்டம்
ഡിലുവിയം,டிலுவியம்
ഡൈനിംഗ് റൂം,சாப்பிடும் அல்லது உணவருந்தும் அறை
ദിശ കുറ്റി,திசை ஆப்பு
വിസരണം,சிதறல்
ഡിസ്റ്റെമ്പർ,டிஸ்டெம்பர்
മുറിവാല്,கப்பல்துறை
വാതിൽ,கதவு
ഡോർമർ,டார்மர்
ഡോർമർ പരിശോധന,டார்மர் சோதனை
ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്,இரட்டை சதை பிணைப்பு
ഇരട്ട പാളി,இரட்டை அடுக்கு
ഡോവൽ,டோவல்
വരക്കാനുള്ള ബോർഡ്,வரைதல் பலகை
സന്ദര്ശകമുറി,வரைதல் அறை
ഡ്രിഫ്റ്റ്,சறுக்கல்
ഉണങ്ങിയ ബൾബ് താപനില,உலர் குமிழ் வெப்பநிலை
ഡ്രൈ ഡോക്ക്,உலர் கப்பல்துறை
ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി,உலர் ரப்பர் கொத்து
ഡച്ച് ബോണ്ട്,டச்சு பத்திரம்
കുള്ളൻ മതിൽ,குள்ள சுவர்
പാർപ്പിട യൂണിറ്റ്,குடியிருப்பு அலகு
ഈവ്,ஈவ்
ഈവ്സ് ഗട്ടർ,ஈவ்ஸ் சாக்கடை
സാമ്പത്തിക സാധ്യത,பொருளாதார சாத்தியம்
എക്ടോഡൈനാമോർഫിക് മണ്ണ്,எக்டோடைனமார்பிக் மண்
എഡ്ഡി,எட்டி
ഫലപ്രദമായ വലിപ്പം,பயனுள்ள அளவு
പുഷ്പം,மலர்ச்சி
മലിനജലം,கழிவுநீர்
ഉയരത്തിലുമുള്ള,உயரம்
എലുവിയേഷൻ,எலுவியேஷன்
എലൂവിയം,எலுவியம்
എൻഡോഡൈനാമോർഫിക് മണ്ണ്,எண்டோடைனமார்பிக் மண்
എഞ്ചിനീയറിംഗ് സാധ്യത,பொறியியல் சாத்தியம்
ഇംഗ്ലീഷ് ബോണ്ട്,ஆங்கில பத்திரம்
ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്,ஆங்கில தோட்ட சுவர் பத்திரம்
"EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
തുല്യ ഭാരം,சமமான எடை
ഉദാ,எ.கா
കൈമാറ്റം ചെയ്യാവുന്നത്,மாற்றத்தக்கது
കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി,மாற்றக்கூடிய அமிலத்தன்மை
കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
ഇ.എസ്.പി.,ஈ.எஸ்.பி.
അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക,பரிமாற்ற அமிலத்தன்மை
എക്സ്ചേഞ്ച് കോംപ്ലക്സ്,பரிமாற்ற வளாகம்
എക്സോസ്റ്റ്,வெளியேற்ற
തുറന്ന ഫിനിഷ്,வெளிப்பட்ட பூச்சு
കണ്ണ്,கண்
കണ് പുരികം,கண் புருவம்
അഭിമുഖീകരിക്കുന്നു,எதிர்கொள்ளும்
ഫേസിംഗ് ബോണ്ട്,எதிர்கொள்ளும் பிணைப்பு
സുരക്ഷാ ഘടകം,பாதுகாப்பு காரணி
വീഴ്ച,வீழ்ச்சி
ഫേഷ്യ,ஃபேசியா
ഫേഷ്യൽ ബോർഡ്,முக பலகை
തെറ്റ്,தவறு
വയലിലെ ഈർപ്പം,வயல் ஈரப்பதம்
അന്തിമ ഈർപ്പം തുല്യമാണ്,இறுதி ஈரப்பதம் சமம்
ഫില്ലറ്റ് (മോർട്ടാർ),ஃபில்லட் (மோட்டார்)
ഫൈനൽ,இறுதி
അന്തിമ അളവ്,இறுதி அளவீடு
അന്തിമ പേയ്മെന്റ്q,இறுதி கட்டணம்
ഫൈനൽ പ്രീ-സ്ട്രെസ്,இறுதி முன் மன அழுத்தம்
അവസാന പിരിമുറുക്കം,இறுதி பதற்றம்
സാമ്പത്തിക സാധ്യത,நிதி சாத்தியம்
ഫൈൻ അഗ്രഗേറ്റ്,நேர்த்தியான மொத்த
പിളർന്ന പാറ,பிளவுபட்ட பாறை
പതാക കല്ല്,கொடி கல்
ഫ്ലെമിഷ് ബോണ്ട്,பிளெமிஷ் பிணைப்பு
മിന്നുന്നു,ஒளிரும்
മിന്നുന്ന പ്രവാഹം,பளிச்சிடும் ஓடை
പരന്ന മേൽക്കൂര,தட்டையான கூரை
ഫ്ലെഷെ,Fleche
ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
ഫ്ലിന്റ്,பிளின்ட்
ഫ്ലിന്റ് മതിൽ,பிளின்ட் சுவர்
ഫ്ലോട്ടിംഗ് ഫ്ലോർ,மிதக்கும் தளம்
ഫ്ലോക്കുലേഷൻ,ஃப்ளோக்குலேஷன்
ഫ്ലോക്കുലേഷൻ പരിധി,ஃப்ளோகுலேஷன் வரம்பு
ഫ്ലോക്കുലേഷൻ അനുപാതം,ஃப்ளோகுலேஷன் விகிதம்
ഫ്ലോക്കുളുകൾ,ஃப்ளோக்குல்ஸ்
തറ,தரை
ഫ്ലോർ സീൽ,மாடி முத்திரை
ഒഴുക്ക്,ஓட்டம்
ഏറ്റക്കുറച്ചിലുകൾ,ஏற்ற இறக்கம்
കാൽനടയായി,காலடி
ഫൗണ്ടേഷൻ,அறக்கட்டளை
ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
സ്വതന്ത്ര കല്ല്,இலவச கல்
ഫ്രെഷെറ്റ്,புதியது
ഘർഷണ കൂമ്പാരം,உராய்வு குவியல்
തവള,தவளை
ഗേബിൾ,கேபிள்
ഗബ്ലെറ്റ്,கேப்லெட்
ഗാംബ്രൽ മേൽക്കൂര,சூதாட்ட கூரை
ഗേജ്,அளவீடு
അളക്കൽ വിഭാഗം,அளவிடும் பிரிவு
ഗേജിംഗ് സ്റ്റേഷൻ,அளவிடும் நிலையம்
പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ,பொதுவான இருப்பிடத் திட்டம்
പൊതു വെന്റിലേഷൻ,பொது காற்றோட்டம்
ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം,G அடிவானம் அல்லது gley அடிவானம்
വരെ ഗ്ലേഷ്യൽ,வரை பனிப்பாறை
ഗ്നീസ്,Gneiss
ഗുഡ്സ് യാർഡ്,பொருட்கள் முற்றம்
ഗ്രേഡിയന്റ് പ്രതിരോധം,சாய்வு எதிர்ப்பு
ഗ്രാനൈറ്റ്,கிரானைட்
ഗ്രാനുലാർ ഘടന,சிறுமணி அமைப்பு
ഗ്രാനുലേഷൻ,குருணையாக்கம்
ഗ്രാനുൾ,சிறுமணி
ഗുരുത്വാകർഷണ ജല രഹിത ജലം,ஈர்ப்பு நீர் இல்லாத நீர்
ഗുരുത്വാകർഷണ മുറ്റം,ஈர்ப்பு முற்றம்
വലിയ മണ്ണ് ഗ്രൂപ്പ്,பெரிய மண் குழு
ഗ്രില്ലേജ് അടിസ്ഥാനം,கிரில்லேஜ் அடித்தளம்
ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്,தரையில் கை மோல்டிங்
ഗ്രൂപ്പുചെയ്ത ഡോക്ക്,குழுவாக்கப்பட்ட கப்பல்துறை
ഗ്രൂപ്പ് ഭവനം,குழு வீடுகள்
അതിഥി മുറി,விருந்தினர் அறை
