Punjabi,Hindi
abcoulom,ऐबकूलॉम
ਵਿਗਾੜ,"विपथन, अपेरण"
ਵਿਗਾੜ ਠੀਕ ਕਰਨ ਵਾਲਾ ਲੈਂਸ,विपथन संशोधक लेन्स
ਅਸਮਾਨ ਵਿਕਾਰ,आकाश-विपथन
abfarad,एबफैराड
ਈਬੇਨਰੀ,एबहेनरी
ਈਬੋਨੀ ਪ੍ਰਭਾਵ,ऐबनी प्रभाव (ऐबनी नियम)
ਅਸਧਾਰਨ ਧਰੁਵੀਕਰਨ,अपसामान्य ध्रुवण
ਅਸਧਾਰਨ ਸੰਚਾਰ,अपसामान्य संचरण
ਅਲੌਕਿਕ ਪ੍ਰਤੀਬਿੰਬ,अपसामान्य परावर्तन
ਅਸਧਾਰਨ ਅਪਵਰਤਨ*,अपसामान्य अपवर्तन*
ਅਲੌਕਿਕ ਵਿਰੋਧ,अपसामान्य प्रतिरोध
ab-om,ऐब-ओम
"ਪ੍ਰਬਲਤਾ, ਅਸਫਲਤਾ","पूर्वपात, विफलन"
"ਜੁੜੇ ਹੋਏ, ਆਮ ਤੌਰ &#39;ਤੇ, ਖੜ੍ਹੇ, ਕੱਟੇ ਹੋਏ, ਖੰਡਿਤ","असंलग्न, सहसा, खड़ा, विच्छिन्न, खंडित"
ਅਕਸਰ ਛਾਲ ਮਾਰਦਾ ਹੈ,सहसा जंप
ਹੱਥ*,भुज*
ਗੁੰਮ ਪ੍ਰਤੀਬਿੰਬ,लुप्त परावर्तन
ਗੁੰਮ ਸਪੈਕਟ੍ਰਮ,लुप्त स्पैक्ट्रम
"ਪੂਰਨ, ਸੰਪੂਰਨ, ਨਿਰੰਤਰ, ਸੰਪੂਰਨ","निरपेक्ष, परम, अचर, परिशुद्ध"
ਪੂਰਨ ਪ੍ਰਵੇਗ,निरपेक्ष त्वरण
ਪੂਰਨ ਅਸਲੀਅਤ,निरपेक्ष यथार्थता
ਪੂਰਾ ਪਤਾ,निरपेक्ष पता
ਭੂ-ਸੰਬੰਧੀ ਉਚਾਈ ਮੀਟਰ,भूसापेक्ष तुंगतामापी
ਭੂ-ਵਿਗਿਆਨਕ ਉਚਾਈ,भूसापेक्ष तुंगता
ਪੂਰਨ ਐਂਪੀਅਰ,निरपेक्ष ऐम्पियर
ਪੂਰਨ ਉਬਾਲ ਬਿੰਦੂ,परम क्वथनांक
ਪੂਰਨ ਪ੍ਰਕਾਸ਼,निरपेक्ष तेजमापीय दीप्ति
ਪੂਰਨ ਸਮਰੱਥਾ,निरपेक्ष धारिता
ਪੂਰਨ ਉਚਾਈ,निरपेक्ष ऊँचाई
ਪੂਰਨ ਰੰਗ,निरपेक्ष वर्णाक
"ਪੂਰਨ ਸੰਰਚਨਾ, ਅਸਪਸ਼ਟ ਸੰਰਚਨਾ","निरपेक्ष विन्यास, असंदिग्ध विन्यास"
ਪੂਰਨ ਕੂਲੰਬ,निरपेक्ष कूलॉम
ਪੂਰਾ ਹਨੇਰਾ,पूर्ण अंधकार
ਪੂਰਨ ਸਮਾਂ-ਸਾਰਣੀ,निरपेक्ष कालनिर्धारण
ਸੰਪੂਰਨ ਘਣਤਾ*,निरपेक्ष घनत्व*
ਪੂਰਨ ਡਰੇਨੇਜ,निरपेक्ष अपवहन
ਸੰਪੂਰਨ EMU (ਇਲੈਕਟਰੋਮੈਗਨੈਟਿਕ ਯੂਨਿਟ),निरपेक्ष इ.एम.यू. (विद्युत् चुबंकीय मात्रक)
ਸੰਪੂਰਨ ESU (ਸਥਿਰ ਇਕਾਈ),निरपेक्ष इ.एस.यू. (स्थिर विद्युत् मात्रक)
ਪੂਰਨ ਕੁਸ਼ਲਤਾ,निरपेक्ष दक्षता
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ,निरपेक्ष विद्युतमापी
ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ,"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति"
ਪੂਰਨ ਨਮੀ,निरपेक्ष आर्द्रता
ਸੰਪੂਰਨ ਘਟਨਾ,निरपेक्ष आपतन
ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ,निरपेक्ष अपवर्तनांक
ਪੂਰਨ ਅਸਥਿਰਤਾ,निरपेक्ष अस्‍थायित्व
ਪੂਰਨ ਅਸਥਿਰਤਾ,निरपेक्ष अस्‍थायित्व
"ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ","निरपेक्ष तीव्रता, निरपेक्ष उग्रता"
ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ,शैथिल्य की निरपेक्ष सीमा
ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ,निरपेक्ष ज्योतिर्मयता देहली
ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ,निरपेक्ष ज्योति वक्र
ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ,निरपेक्ष कांतिमान
ਪੂਰਨ ਬੈਰੋਮੀਟਰ,निरपेक्ष दाबांतरमापी
ਪਰਮ ਸਰਵਉੱਚ,परम उच्चिष्ठ
ਪੂਰਨ ਅਤਿ,निरपेक्ष चरम सीमांक
ਸਭ ਤੋਂ ਘੱਟ,परम निम्निष्ठ
ਪੂਰਨ ਗਤੀ,निरपेक्ष संवेग
ਪੂਰਨ ਗਤੀ,निरपेक्ष गति
ਪੂਰਨ ਸੰਗੀਤ,निरपेक्ष संगीत
ਪੂਰਨ ਨਿਰੀਖਣ,निरपेक्ष प्रेक्षण
ਪੂਰਨ ਓਮ,निरपेक्ष ओम
ਪੂਰਨ ਸਥਿਤੀ,निरपेक्ष दिगविन्यास
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ,निरपेक्ष विद्युत्-शीलता
ਪੂਰਨ ਗੰਭੀਰਤਾ,निरपेक्ष तारत्व
ਪੂਰਨ ਦਬਾਅ,निरपेक्ष दाब
ਪੂਰਨ ਸੰਪਤੀ,निरपेक्ष गुणधर्म
ਪੂਰਨ ਸਕੇਲਰ,निरपेक्ष अदिश
ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*,ताप का परम मापक्रम*
"ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ","निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता"
ਪੂਰਨ ਤਣਾਅ,निरपेक्ष प्रतिबल
ਪੂਰਨ ਸਮਰੂਪਤਾ,निरपेक्ष सममिति
ਪੂਰਨ ਗਤੀ ਸਰੀਰ,निरपेक्ष गति-निकाय
ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ,निरपेक्ष मात्रक पद्धति
ਪੂਰਨ ਤਾਪਮਾਨ,परम ताप
ਪੂਰਾ ਸਮਾਂ,निरपेक्ष काल
ਪੂਰਨ ਇਕਾਈਆਂ,निरपेक्ष मात्रक
ਸਹੀ ਮੁੱਲ,निरपेक्ष मान
ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ,पूर्णाक अभिकलित्र
ਪੂਰਨ ਗਤੀ,निरपेक्ष वेग
ਪੂਰਨ ਲੇਸ,निरपेक्ष श्यानता
ਪੂਰਨ ਭਾਰ,निरपेक्ष भार
ਪੂਰਨ ਜ਼ੀਰੋ*,परम शून्य*
ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ,शून्य का निरपेक्ष भाजक
ਸੋਖਣਾ,अवशोषण करना
ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*,अवशोषणांक*
ਲੀਨ ਊਰਜਾ,अवशोषित ऊर्जा
"ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ","अवशोषक, अवशोषी"
ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*,अवशोषी माध्यम*
ਸਮਾਈ ਸਮਰੱਥਾ,अवशोषण सामर्थ्य
ਸਮਾਈ,अवशोषणांश
ਸ਼ੋਸ਼ਣ ਮੀਟਰ*,अवशोषणमापी*
ਸੋਖਣ ਗਣਿਤ*,अवशोषणामिति*
ਸਮਾਈ,अवशोषण
ਸਮਾਈ - ਬੈਂਡ*,अवशोषण - बैन्ड*
ਸਮਾਈ ਸਰਕਟ,अवशोषण परिपथ
ਸਮਾਈ ਗੁਣਾਂਕ,अवशोषण-गुणांक
ਸਮਾਈ ਕਾਲਮ,अवशोषण-स्तम्भ
ਸਮਾਈ ਸਥਿਰ,अवशोषण-स्थिरांक
ਸਮਾਈ ਨਿਰੰਤਰਤਾ,अवशोषण सांतत्यक
ਸਮਾਈ ਜ਼ੋਨ,अवशोषण-परिक्षेत्र
ਸਮਾਈ ਮੌਜੂਦਾ,अवशोषण-धारा
ਸਮਾਈ ਕਰਵ*,अवशोषण वक्र*
ਸਮਾਈ ਫ੍ਰੈਕਚਰ,अवशोषण भंग
ਸਮਾਈ ਕੋਰ,अवशोषण कोर
ਸਮਾਈ ਕਾਰਕ,अवशोषण गुणक
ਸਮਾਈ ਫਿਲਟਰ,अवशोषण फिल्टर
ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*,अवशोषण ज्वाला प्रकाशमिति*
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,अवशोषण आर्द्रतामापी
ਸਮਾਈ ਘਾਤਕ,अवशोषण घातांक
ਸਮਾਈ ਮਾਮੂਲੀ,अवशोषण सीमांत
ਸਮਾਈ ਲਾਈਨ,अवशोषण रेखा
ਸਮਾਈ ਨੁਕਸਾਨ,अवशोषणजन्य हानि
ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ,अवशोषण माडुलन
ਰੋਸ਼ਨੀ ਸਮਾਈ,प्रकाश अवशोषण
ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ,विकिरण ऊर्जा का अवशोषण
ਸਮਾਈ ਸਿਖਰ,अवशोषण शिखर
ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ,अवशोषण प्रकाशमिति
ਸਮਾਈ ਅਨੁਪਾਤ,अवशोषण अनुपात
ਸਮਾਈ ਸੀਮਾ*,अवशोषण श्रेणी*
ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*,अवशोषण स्पेक्ट्रम प्रकाशमिति*
ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*,अवशोषण स्पेक्ट्रम*
"ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ","अवशोषण नली, अवशोषण नाल"
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,अवशोषण तरगमापी
ਸੋਖਣ ਵਾਲਾ*,अवशोषी*
ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator,अवशोषी क्षीणकारी
ਸਮਾਈ ਕਾਨੂੰਨ*,अवशोषण नियम*
ਸਮਾਈ ਮਾਧਿਅਮ,अवशोषण माध्यम
"ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*","अवशोषण क्षमता, अवशोषकता*"
ਸਮਾਈ*,अवशोषकता*
ਸਟੂਡੀਓ ਸਜਾਵਟ,स्टूडिओ सज्जा
ਗੁਣਾ ਅਨੁਪਾਤ,बाहुल्य अनुपात
ਰੱਦ ਕਰਨਾ,ऐबवोल्ट
ਬਾਰੇ,ऐबवाट
ਤੇਜ਼ ਕਰੋ,त्वरित करना
ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ,त्वरण-विराम दूरी
ਜਲਦੀ,त्वरित
ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,त्वरित कालप्रभावन परीक्षण
ਤੇਜ਼ ਵਹਾਅ,त्वरित प्रवाह
ਤੇਜ਼ ਰਫ਼ਤਾਰ,त्वरित गति
ਤੇਜ਼ ਸਰੀਰ,त्वरित निकाय
ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ,त्वरक तुला
ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*,त्वरक इलैक्ट्रोड*
ਐਕਸਲੇਟਰ ਸਮਾਂ*,त्वरक काल*
ਐਕਸਲੇਟਰ ਪੜਾਅ,त्वरक प्रावस्था
ਐਕਸਲੇਟਰ ਦਰ,त्वरक दर
ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*,त्वरक वोल्टता*
ਪ੍ਰਵੇਗ,त्वरण
ਤੇਜ਼ ਬਲਨ,त्वरणिक अपदहन
ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ,त्वरण गुणांक
ਪ੍ਰਵੇਗ ਭਾਗ,त्वरण घटक
ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ,गुरूत्वीय त्वरण
ਪ੍ਰਵੇਗ ਕਾਰਕ,त्वरण गुणक
ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ,त्वरणिक प्रतिभरण
ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ,गुरूत्व त्वरण
ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ,त्वरण विभव
ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ,त्वरण-नियम
ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ,त्वरण-प्रक्रम
ਪ੍ਰਵੇਗ ਜ਼ੋਨ,त्वरण प्रेदश
ਪ੍ਰਵੇਗ ਵਿਧੀ,त्वरण प्रविधी
"ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ","त्वरण सहिष्णुता, त्वरण सहनसीमा"
ਪ੍ਰਵੇਗ ਵੈਕਟਰ,त्वरण-सदिश
ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ,त्वरण-वोल्टता
ਪ੍ਰਵੇਗ ਲਹਿਰ,त्वरण तरंग
ਐਕਸਲੇਟਰ,त्वरक
"ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *","त्वरित्र, त्वरक*"
ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ,त्वरक समीकरण
ਐਕਸਲੇਟਰ*,त्वरणलेखी*
ਐਕਸਲੇਰੋਮੀਟਰ,त्वरणमापी
ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ,त्वरणमापीय सुमेलन
prestresser,प्राक्प्रबलक
ਵੈਧ ਅੱਖਰ,मान्य वर्ण
ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ,स्वीकरण-कोण
ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ,स्वीकरण-विनिर्देश
ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ,स्वीकारी परीक्षण
"ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ","ग्राही*, स्वीकारी"
ਰੀਸੈਪਟਰ ਐਟਮ,ग्राही परमाणु
ਰੀਸੈਪਟਰ ਬਾਂਡ,ग्राही आबंध
ਰਿਸੀਵਰ ਸਰਕਟ,ग्राही परिपथ
ਰੀਸੈਪਟਰ ਪੱਧਰ,ग्राही स्तर
ਦਾਨੀ ਅਣੂ,आदाता अणु
ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ,ग्राही गुणधर्म
ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ,ग्राही गुणधर्म तल
ਐਕਸਲੇਟਰ ਹੋਜ਼,त्वरक नली
"ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ","अभिगम, प्रतीक्षा, अभिगम्यता"
ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ,अभिगम भुज
ਪਹੁੰਚ ਸਿਸਟਮ,अभिगम-तंत्र
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,अभिगम काल
ਪਹੁੰਚਯੋਗਤਾ,अभिगम्यता
"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ","अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
ਵਾਧੂ ਪਾਬੰਦੀਆਂ,अतिरिक्त प्रतिबन्ध
ਇਤਫ਼ਾਕ,संयोगी संपात
ਅਚਾਨਕ ਸੁਧਾਰ,संयोगी संपात-संशोधन
ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ,आकस्मिक द्विजनन
ਅਚਾਨਕ ਮੋੜ,आकस्मिक द्विअपवर्तन
ਵਿਜ਼ਟਰ ਗਲਤੀ,आगन्तुक त्रुटि
"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ","आकस्मिक रोक, आकस्मिक जकड़"
ਦੁਰਘਟਨਾ ਸੰਚਾਰ,आकस्मिक संचारण
ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ,आकस्मिक विचरण
ਵਿਵਸਥਾ,समंजन
ਸਥਿਤੀ ਵਿੱਚ,प्रतिस्थित
ਸੰਚਿਤ ਗਲਤੀ,संचित त्रुटि
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","संचय, संचयन"
ਊਰਜਾ ਸਟੋਰੇਜ਼,ऊर्जा संचय
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*,संचायक*
ਸ਼ੁੱਧਤਾ,यथार्थता
ਅਸਲੀਅਤ,यथार्थ
ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ,यथार्थ उपकरण प्रेक्षण
ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ,यथार्थ परास चिह्नक
ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ,यथार्थ क्रमवीक्षण
ਅਭਿਆਸ,अभ्यसन
ਐਕਸਲੇਟਰ ਸੈੱਲ*,त्वरक कोष्ठ*
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,अवर्णक लेन्स*
ਅਕ੍ਰੋਮੈਟਿਕ*,अवर्णक*
ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ,अवर्णक विश्लेषक
ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna,आवृत्ति निरपेक्ष ऐन्टेना
ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ,अवर्णक आकृति
ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ,अवर्णक फ्रिंज
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,अवर्णक लेन्स*
ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ,अवर्णक बिन्दु पथ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,अवर्णक अभिदृश्य लेन्स
ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ,अवर्णक प्रिज़्म
ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ,अवर्णक दूरदर्शक
ਰੰਗੀਨਤਾ*,अवर्णकता*
ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*,अवर्णीकरण*
ਰੰਗੀਨਤਾ*,अवर्णकता*
"ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ","एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
"ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼","एकॉर्न नली, बंजु नली"
ਛੋਟੇ ਵਾਲਵ,लघु वाल्व
akophony,एकूफ़ोनी
ਧੁਨੀ,ध्वानिक
ਧੁਨੀ ਸਮਾਈ,ध्वानिक अवशोषकता
ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ,ध्वानिक क्षीणन गुणांक
ਧੁਨੀ ਧਿਆਨ,ध्वानिक क्षीणनांक
ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ,ध्वानिक चोर अलार्म
ਧੁਨੀ ਸਮਰੱਥਾ,ध्वानिक धारिता
ਸੁਣਵਾਈ ਕੇਂਦਰ,श्रवण-केन्द्र
ਧੁਨੀ ਵਿਆਖਿਆ,ध्वानिक स्पष्टकारी
ਧੁਨੀ ਕਵਰ,ध्वानिक छदपट्ट
ਧੁਨੀ ਜਵਾਬ,ध्वानिक अनुवृत्ति
ਧੁਨੀ ਭਾਗ,ध्वानिक घटक
ਧੁਨੀ ਚਾਲਕਤਾ,ध्वानिक चालकता
ਧੁਨੀ ਗਿੱਲਾ,ध्वानिक अवमंदन
ਧੁਨੀ ਫੈਲਾਅ,ध्वानिक परिक्षेपण
ਆਵਾਜ਼ ਹੈਕਰ,ध्वनि हासक
ਧੁਨੀ ਊਰਜਾ*,ध्वानिक ऊर्जा*
ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ,ध्वनिक ऊर्जा समीकरण
ਧੁਨੀ ਸਮੀਕਰਨ,ध्वानिक समीकरण
ਧੁਨੀ ਬਹਾਲੀ,ध्वानिक पुनर्निवेश
cladney ਆਕਾਰ,क्लैडनी आकृतियाँ
ਧੁਨੀ ਫਿਲਟਰ,ध्वानिक फ़िल्टर
ਆਵਾਜ਼ ਜਨਰੇਟਰ,ध्वनि जनित्र
ਧੁਨੀ ਗਰੇਟਿੰਗ,ध्वानिक ग्रेटिंग
ਧੁਨੀ ਰੁਕਾਵਟ*,ध्वानिक प्रतिबाधा*
ਧੁਨੀ ਜੜਤਾ,ध्वानिक जड़त्व
ਧੁਨੀ ਤੀਬਰਤਾ,ध्वानिक तीव्रता
ਧੁਨੀ ਦਖਲ ਮੀਟਰ,ध्वानिक व्यतिकरणमापी
ਧੁਨੀ ਦਖਲ ਖੋਜੀ,ध्वानिक अतिक्रमण संसूचक
ਧੁਨੀ ਲੈਂਸ,ध्वानिक लेन्स
ਆਵਾਜ਼ ਲਾਈਨ,ध्वनि लाइन
ਧੁਨੀ ਪੁੰਜ,ध्वानिक संहति
ਧੁਨੀ ਸਮੱਗਰੀ,ध्वानिक सामग्री
ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ,ध्वानिक माध्य मुक्त पथ
ਧੁਨੀ ਮੋਡ,ध्वानिक विधा
ਧੁਨੀ ਸ਼ੋਰ,ध्वानिक रव
ਧੁਨੀ ਓਮ*,ध्वानिक ओम*
"ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ","ध्वानिक पैनल, ध्वानिक पट्ट"
ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ,ध्वानिक प्रावस्था स्थिरांक
ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ध्वानिक उद्ग्राही
ਧੁਨੀ ਦਬਾਅ,ध्वानिक दाब
ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ,ध्वनि का समरूपता नियम
ਧੁਨੀ ਸੰਚਾਰ,ध्वानिक संचरणांक
ਧੁਨੀ ਗੁਣ,ध्वानिक गुणधर्म
ਧੁਨੀ ਚਤੁਰਭੁਜ,ध्वानिक चतुर्ध्रुवी
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ ਤੱਤ,ध्वानिक विकिरक अवयव
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ,ध्वनिक विकिरण
ਸਾਊਂਡਪਰੂਫ਼,ध्वनि-विकिरक
ਧੁਨੀ ਰੇਡੀਓਮੀਟਰ,ध्वानिक-विकिरणमापी
ਧੁਨੀ ਸਦਮਾ,ध्वानिक प्रतिघात
ਧੁਨੀ ਪਰਸਪਰ ਪ੍ਰਮੇਯ,ध्वानिक पारस्पर्य प्रमेय
ਧੁਨੀ ਘਟਾਉਣ ਕਾਰਕ,ध्वानिक अपचयन गुणक
ਧੁਨੀ ਪ੍ਰਤੀਬਿੰਬ ਗੁਣਾਂਕ,ध्वानिक परावर्तन गुणांक
ਧੁਨੀ ਅਪਵਰਤਨ,ध्वानिक अपवर्तन
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,ध्वानिक प्रतिरोध
ਧੁਨੀ ਜਵਾਬ,ध्वानिक अनुक्रियता
ਐਕੋਸਟਿਕ ਸਕੈਟਰਿੰਗ,ध्वानिक प्रकीर्णन
ਸੁਣਵਾਈ ਬਿੰਦੂ,श्रवण-बिन्दु
ਧੁਨੀ ਕਠੋਰਤਾ,ध्वानिक दुर्नम्यता
ਧੁਨੀ ਸਿਸਟਮ,ध्वानिक तंत्र
ਧੁਨੀ ਥਰਮਾਮੀਟਰ,ध्वानिक तापमापी
ਧੁਨੀ ਗਤੀ,ध्वानिक-वेग
ਆਵਾਜ਼ ਦੀ ਲਹਿਰ,ध्वनि तरंग
ਧੁਨੀ,ध्वानिक
ਆਵਾਜ਼ ਸਮਾਈ ਗੁਣਾਂਕ,ध्वनि अवशोषण गुणांक
ਧੁਨੀ ਸਮਾਈ ਭਾਗ,ध्वनि अवशोषण घटक
ਧੁਨੀ ਸਰਕਟ,ध्वानिक परिपथ
