Odiya,Assamese
"ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |","আকাৰৰ অনুপাত, দৃষ্টি অনুপাত"
ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ),ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী)
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ভাসমান মাল্টিভাইব্ৰেটৰ
ଅସୀମିତ ଜଙ୍କସନ,অসমতাপূৰ্ণ সংযোগস্থল
ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |,এচিনক্ৰ&#39;নাছ কেলকুলেটৰ
ପରମାଣୁ,পাৰমাণৱিক
ପରମାଣୁ ସଂଖ୍ୟା,পাৰমাণৱিক সংখ্যা
ପରମାଣୁ ଗଠନ,পাৰমাণৱিক গঠন
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিঅ&#39; এম্প্লিফায়াৰ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিঅ&#39; এম্প্লিফায়াৰ
ଅଡିଓ କ୍ୟାସେଟ୍ |,অডিঅ&#39; কেছেট
ଅଡିଓ ସର୍କିଟ |,অডিঅ&#39; বৰ্তনী
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,শ্ৰৱণযোগ্য কম্পাঙ্ক
ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |,স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ
ବାଘ,হিমস্খলন
ହାରାହାରି ଡିଟେକ୍ଟର |,গড় ডিটেক্টৰ
ଅକ୍ଷୀୟ ମୋଡ୍ |,অক্ষীয় ধৰণ
ଅକ୍ଷୀୟ ଅନୁପାତ |,অক্ষীয় অনুপাত
ଆଣ୍ଟେନା |,এন্টেনা
ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |,পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল
ପଛ କ୍ଷେତ୍ର,পিছফালৰ অঞ্চল
ପଛ ବିଛାଇବା |,পিছলৈ বিক্ষিপ্ততা
ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |,পটভূমি চাৰ্জ
ପାର୍ଶ୍ୱ ଶବ୍ଦ |,কাষৰ শব্দ
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,ৰেট্ৰ&#39;গ্ৰেছন
ପରବର୍ତ୍ତୀ ବିକିରଣ |,পশ্চাৎ বিকিৰণ
ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |,বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড
ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |,পিছলৈ তৰংগ দোলক
"ବାଧା, ବାଧା","বাধা, বাধা"
ବାଧା,বাধাগ্ৰস্ততা
ସନ୍ତୁଳିତ ସେତୁ |,সুষম দলং
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,সুষম মডুলেটৰ
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,সুষম মডুলেটৰ
ସନ୍ତୁଳିତ ସର୍କିଟ |,সুষম বৰ্তনী
ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |,ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ
ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |,কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স
ବୋଲୋମିଟର |,বলোমিটাৰ
ବୋଲୋମିଟର ବ୍ରିଜ୍ |,বলোমিটাৰ দলং
ବେଲୁନ୍ |,বেলুন
ବାନା ଜ୍ୟାକ୍ |,কল জেক
ବାନା ପ୍ଲଗ୍ |,কল প্লাগ
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |","বেণ্ড, বেণ্ডেজ"
ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |,বেণ্ড ড্ৰাইভাৰ
ବ୍ୟାଣ୍ଡ ଶକ୍ତି,বেণ্ড শক্তি
ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |,বেণ্ড গেপ
ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |,badpark এম্প্লিফায়াৰ
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,বেণ্ড পাছ ফিল্টাৰ
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,বড হাৰ জেনেৰেটৰ
ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |,banddispersion
ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |,বেণ্ড ৰেজিষ্টৰ
ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |,বেণ্ড ব্ৰেকাৰ ফিল্টাৰ
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,বেণ্ড সম্প্ৰসাৰণ
ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |,বেণ্ড আঁতৰোৱা ফিল্টাৰ
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |,বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |,বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক
"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |","ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ"
"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |","বাৰ্কাৰ কোড, বাৰ্কাৰ কোড"
ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |,barravaugen মাপকাঠী
ବ୍ୟାରେଟର୍,বেৰেটৰ
ପ୍ରତିବନ୍ଧକ |,বাধা
ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |,ইনচুলেটিং কেপাচিটৰ
ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |,বাধা শক্তি
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,ৰেজিষ্টৰ ভল্টেজ
ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |,বাৰ্টলেট উইণ্ড&#39;
"ଆଧାର, ଆଧାର","ভিত্তি, ভিত্তি"
ବେସ୍ ବ୍ୟାଣ୍ଡ |,বেচ বেণ্ড
ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |,বেচ বেণ্ড ট্ৰেন্সমিছন
ଆଧାର ଚାର୍ଜ |,ভিত্তি চাৰ্জ
ମୂଳ କରେଣ୍ଟ୍ |,বেচ কাৰেণ্ট
ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |,ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস
ମୂଳ କାଟିବା |,বেচ শ্বিয়াৰিং
ଆଧାର ମଦନ,আধাৰ মদন
ବେସ୍ ଏମିଟର ଫିଡ୍ |,বেচ এমিটাৰ ফিড
ବେସ୍ ଏମିଟର ଜଙ୍କସନ |,বেচ এমিটাৰ জংচন
ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |,বেচ ইনজেকচন
ଭୂମି ରେଖା,গ্ৰাউণ্ড লাইন
ମୂଳ ପ୍ରତିରୋଧ |,ভিত্তি ৰেজিষ্টেন্স
ମୂଳ ଉତ୍ସ |,ভিত্তি উৎস
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
ମୂଳ ଘନତା |,ভিত্তিৰ বেধ
ଆଧାର ପ୍ରବେଶ,ভিত্তি অভিগম
"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |","ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন"
ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |,ভিত্তি সংগ্ৰাহক চুক্তি
ଗନ୍ଧ,গোন্ধ
ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,বেছ ফ্ৰিকুৱেন্সি
ବ୍ୟାଟେରୀ,বেটাৰি
baud,baud
ବାଉଡ୍ ହାର,বড হাৰ
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,বড হাৰ জেনেৰেটৰ
ବୋଡୋ କୋଡ୍ |,বডো ক&#39;ড
"ସଙ୍କେତ, ବିକନ୍ |","সংকেত, বিকন"
"ମାଣିକା, ବିଡ୍ |","মণিকা, বিড"
ମାଣିକ କ୍ୟାପେସିଟର୍ |,মেনিক কেপাচিটৰ
ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |,মণিকাৰতাপি ৰেজিষ্টৰ
"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |","ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা"
ବିମ୍ ଡିଟେକ୍ଟର୍ |,ৰশ্মি ডিটেক্টৰ
ବିମ୍ ପାୱାର୍ ହୋସ୍ |,ৰশ্মি শক্তিৰ নলী
ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |,ৰশ্মি চুইচিং নজেল
ବିମ୍ ବିସ୍ତାର,ৰশ্মি প্ৰসাৰণ
ଫ୍ରିକ୍ୱେନ୍ସି,বিট ফ্ৰিকুৱেন্সি
ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ
ନାଡ ଓସିଲେଟର |,পালছ দোলক
ବେଲ୍ |,বেল
ନମ୍ର କ୍ଷତି |,বেণ্ডিং লছ
ବେସେଲ୍ ଫିଲ୍ଟର୍ |,বেচেল ফিল্টাৰ
ବିଟା |,বিটা
b-h ବକ୍ର,খ-হ বক্ৰ
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","bias, পক্ষপাতিত্ব"
ପକ୍ଷପାତ କରେଣ୍ଟ |,বায়াছ কাৰেণ্ট
ପକ୍ଷପାତ ପ୍ରତିରୋଧ |,বায়াছ ৰেজিষ্টেন্স
ଡବଲ୍ ଆଣ୍ଟେନା |,ডাবল এন্টেনা
ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |,দ্বিমুখী লোড কাৰেণ্ট
ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |,দ্বিমুখী এন্টেনা
ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |,দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |,দ্বিমুখী থাইৰিষ্টৰ
bi FET ଟେକ୍ନୋଲୋଜି |,bi FET প্ৰযুক্তি
ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |,বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ
ଡବଲ୍ ଫ୍ୟୁଜନ୍ |,ডাবল ফিউজন
ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |,দ্বিপাক্ষিক বৰ্তনী
ବାଇନାରୀ,বাইনাৰী
ବାଇନାରୀ ରାଶି,বাইনাৰী যোগফল
ବାଇନାରୀ ସର୍କିଟ |,বাইনাৰী বৰ্তনী
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,বাইনাৰী ক&#39;ড কৰা দশমিক
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |,বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা
ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |,বাইনাৰী ডাইপোল কেপাচিটৰ
ବାଇନାରୀ କାଲକୁଲେଟର,বাইনাৰী কেলকুলেটৰ
ବାଇନାରୀ କାଲକୁଲେଟର,বাইনাৰী কেলকুলেটৰ
ବାଇନାରୀ ଡିକୋଡର୍ |,বাইনাৰী ডিকোডাৰ
ବାଇନାରୀ ସିଡ଼ି |,বাইনাৰী জখলা
ବାଇନାରୀ ପାଥୋମିଟର |,বাইনাৰী পেথ&#39;মিটাৰ
ବାଇନାରୀ ଅବସ୍ଥା |,বাইনাৰী অৱস্থা
ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |,বাইনাৰী-দশমিক ডিকোডাৰ
ବାଇନାରୀ ଲୋଡ୍ |,বাইনাৰী লোড
ବାଇନାରୀ ଶବ୍ଦ |,বাইনাৰী শব্দ
ଦ୍ୱିପାକ୍ଷିକ,বাইপোলাৰ
ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |,বাইপোলাৰ কেপাচিটৰ
ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |,বাইপোলাৰ ডিভাইচ
ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |,বাইপোলাৰ উৎস
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |,বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ
ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ
ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |,দ্বিঘাত ফিল্টাৰ
ଡବଲ୍ ପୋଜିସନ୍ |,ডাবল পজিচন
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |,দ্বিমুখী ৰিলে
ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |,দুটা পৰ্যায়ৰ অৱস্থা
ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |,দুটা অৱস্থানৰ ট্ৰিগাৰ
ବିଟ୍ ତ୍ରୁଟି |,বিট ভুল
ବିଟ୍ ତ୍ରୁଟି ହାର,বিট ভুলৰ হাৰ
ବିଟ୍ ତ୍ରୁଟି |,বিট ভুল
ବିଟ୍କାଲ୍ ତ୍ରୁଟି |,bitkal ত্ৰুটি
ଅନ୍ଧ ବାକ୍ସ,অন্ধ বাকচ
ଘନୀଭୂତ ନାଡ |,ঘনীভূত স্পন্দন
ସଚିବ,নিঃসৰণকাৰী
ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |,নিঃসৰণ প্ৰতিৰোধক
ଅନ୍ଧତା,অন্ধতা
ବିଭାଗ ଚିତ୍ର,ছেগমেণ্ট ডায়াগ্ৰাম
ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |,ব্লক কৰা ইম্পিডেন্স
ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |,ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ
ବାଧା,ইন্টাৰচেপ্ট
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,ৰেজিষ্টৰ কেপাচিটৰ
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,ৰেজিষ্টৰ কেপাচিটৰ
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,ব্লক কৰা দোলক
ପ୍ରତିରୋଧକ ଓସିଲେଟର |,ৰেজিষ্টৰ দোলক
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,ৰেজিষ্টৰ ভল্টেজ
ବ୍ଲୋଅର୍ |,ব্ল&#39;ৱাৰ
ବୋଡ ଚିତ୍ର,বোড ডায়াগ্ৰাম
voltzmann ସମ୍ପର୍କ,voltzmann সম্পৰ্ক
voltzmann ସ୍ଥିର |,voltzmann ধ্ৰুৱক
ବନ୍ଧନ,বান্ধোন
ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |,বান্ধি ৰখা ষ্ট্ৰেইন গেজ
ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |,স্ব-সহায়ক এম্প্লিফায়াৰ
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,বুলিয়ান বীজগণিত
ବୁଲିଅନ୍ ସମୀକରଣ |,বুলিয়ান সমীকৰণ
ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |,বুট ষ্ট্ৰেপন
ବୁଥ୍ ର ଆଲଗୋରିଦମ |,বুথৰ এলগৰিদম
ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |,বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী
ବସ୍କଟ୍ ନିୟମ |,bosscutts শাসন কৰে
ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |,বসু-চৌধাৰী হকেনহাম (BCH) কোড
"ଡେଇଁବା, ଡେଇଁବା |","জপিয়াই, জপিয়াই"
ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |,বান্ধ খাই থকা ইলেক্ট্ৰন
ଗର୍ବ ପ୍ରତିଫଳକ |,bragg প্ৰতিফলক
ଅନ୍ତର୍ନିହିତ ତାର,আন্তঃসংলগ্ন তাঁৰ
ଶାଖା,শাখা
ଶାଖା,শাখা-প্ৰশাখা
ପରୀକ୍ଷଣ ବୋର୍ଡ |,পৰীক্ষা বৰ্ড
ବ୍ରେକ୍ ଜୋନ୍ |,ব্ৰেক জ&#39;ন
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,ভল্টেজ ভাঙি যোৱা
ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |,ব্ৰেকডাউন ডাইঅ&#39;ড
ଭଙ୍ଗା ଫିକ୍ସିଂ |,ভাঙন স্থিৰকৰণ
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,ভল্টেজ ভাঙি যোৱা
ସେତୁ,সেঁতু
ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |,ব্ৰীজ ৰেক্টিফায়াৰ
ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |,বহল বেণ্ড
ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |,সম্প্ৰচাৰ বেণ্ড
ଜ୍ୟୋତିଷ ଆରେ |,নক্ষত্ৰীয় এৰে
ପ୍ରସାରଣ,সম্প্ৰচাৰ
ପ୍ରସାରଣ ଆଣ୍ଟେନା |,সম্প্ৰচাৰ এন্টেনা
ପ୍ରସାରଣ ରସିଦ |,সম্প্ৰচাৰ গ্ৰাহক
ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |,কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক
ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |,সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ
ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |,বুষ্টাৰ এন্টেনা
ବସ୍ ଆଣ୍ଟେନା |,বাছ এন্টেনা
ବ୍ରଶ୍ ବୁଡ ପକାଇବା |,ব্ৰাছ বিসৰ্জন
ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |,bubbling AND গেট
ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |,বুডবুডু বা গেট
ବବୁଲି ମେମୋରୀ |,বুদবুদযুক্ত স্মৃতিশক্তি
ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ,ক্ষতিপূৰণমূলক ভল্টেজ
ବଫର୍,বাফাৰ
ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,বাফাৰ এম্প্লিফায়াৰ
ବଫର୍ ସର୍କିଟ୍ |,বাফাৰ বৰ্তনী
ବଫର୍ ଅପରେଟର୍ |,বাফাৰ অপাৰেটৰ
ବଫର୍ ରେଜିଷ୍ଟର |,বাফাৰ ৰেজিষ্টাৰ
ବଲ୍ବ,বাল্ব
ଜନସଂଖ୍ୟା ପ୍ରଭାବ,জনসংখ্যাৰ প্ৰভাৱ
ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |,মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ
ଗୁଣ୍ଡ |,মুঠি
ଜଳମଗ୍ନ ବିନିମୟ |,ডুব যোৱা বিনিময়
ଜଳମଗ୍ନ ସ୍ତର |,ডুব যোৱা স্তৰ
