Kannada,English
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,application programming
"1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)",application programming interface (API)
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,application software
ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ,applicative language
ಅಂದಾಜು ತತ್ವ,approximation theory
ರಚನೆ,architecture
ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ,area transfer
"1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ",argument
"1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ",arithmatic and logic unit
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,arithmatic check
ಅಂಕಗಣಿತದ ಸ್ಥಿರ,arithmatic constant
ಅಂಕಗಣಿತದ ಡೇಟಾ,arithmatic data
ಅಂಕಗಣಿತದ ಸೂಚನೆ,arithmatical instruction
ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU),arithmetic and logic unit (ALU)
ARPA ನೆಟ್ (RPNet),ARPANET
ಶ್ರೇಣಿ,array
"1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ",array cache
ಅರೇ ಕಂಪ್ಯೂಟರ್,array computer
ರಚನೆಯ ಅಂಶ,array element
ರಚನೆಯ ಹೆಸರು,array name
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,array processor
ಬಾಣದ ಕೀಲಿ,arrow keys
ಒಪ್ಪಂದ,articulation
ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್,articulation point
ಕೃತಕ ಸಂಕೋಚನ,artificial compaction
ಕೃತಕ ನಿಯಂತ್ರಣ,artificial control
ಕೃತಕ ಅರ್ಥದಲ್ಲಿ,artificial intelligence
ಆರೋಹಣ,ascender
ಆರೋಹಣ ರೀತಿಯ,ascending sort
ascii ವರ್ಣಮಾಲೆ,ASCII betical order
ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ,ASCII control character
ascii ಫೈಲ್,ASCII file
ascii ಫಾಂಟ್,ASCII font
ASCII ವರ್ಗಾವಣೆ,ASCII transfer
ಆಕಾರ ಅನುಪಾತ,aspect ratio
"1. ಆಸ್ಪಿ, 2. ASPI",ASPI
ಎ ಎಸ್ ಆರ್ ಕಲಾದ್,ASR timer
"1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು",assemble
"1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ",assembler
"1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ",assembly
"1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ",assembly language
ನಿರ್ಣಯ,assertion
"1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ",assignment
ಒಡನಾಟ,association
ಸಹಾಯಕ ವಿಳಾಸ,associative address
"1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ",associative memory
ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ),asteric
ಅಸಮ್ಮಿತ,asymmetric
"1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ",asynchronous
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),asynchronous Digital Subscriber Line (ADSL)
ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),asynchronous Time Division Multiplexing (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,asynchronous transfer
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),asynchronous Transfer Mode (ATM)
"1. ಪರಮಾಣು, 2. ಪರಮನ್",atom
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,attached document
"1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ",attached file
"1. ಆವರಣ, 2. ಸಂಯೋಜಿತ",attachment
"1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ",attribute
ಶ್ರವ್ಯ,audio
"1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್",audit programming
ಖಾತೆ ಪರಿಶೀಲನೆ,audit trail
ಪ್ರಚಾರ,augmentation
ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,authentication protocol
ಲೇಖಕರ ವಿಧಾನ,authoring system
"1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ",authorization
ಸ್ವಯಂ ಅಮೂರ್ತ,auto abstract
"1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್",autobooting
ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),autocad
ಸ್ವಯಂ ಲಾಗ್-ಆನ್,autolog on
ಸ್ವಯಂಚಾಲಿತ,automata
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,automata theory
ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ,automatic computing
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,automatic data processing
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,automatic error correction
ಸ್ವಯಂ ಕಾರ್ಯ,automatic function
"1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ",automatic indexing
ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ,automatic library call
"1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್",automatic programming
"1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ",automatic recovery program
ಸ್ವಯಂ ದಿನಚರಿ,automatic routine
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,automatic system recovery
"1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ",automatic teller machine (ATM)
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,automation
"1. ಸ್ವಯಂಪ್ಲೇ , 2. ಆಟೋ ನಡಿಗೆ",autoplay
ಗಾಯನ,autosave
ಸಹಾಯಕ,auxiliary
ಸಹಾಯಕ ಸ್ಮರಣೆ,auxiliary memory
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,auxiliary storage
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,available list
ಲಭ್ಯವಿರುವ ಸಮಯ,available time
ಸರಾಸರಿ,average
AWK (ಕಂಪ್ಯೂಟರ್ ಆಜ್ಞೆ),awk (language)
ನಂತರ,backend
ಪೋಸ್ಟ್ ಪ್ರೊಸೆಸರ್,backend processor
ಹಿಂಭಾಗದ ಕಾರ್ಯ ಅಳಿಸುವಿಕೆ,backface removal
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,background processing
ಪೂರಕ ಅಂಗಡಿಗಳು,backing store
ಮತ್ತೆ ಪ್ಯಾಚಿಂಗ್,backpatching
"1. ಪಶ್ಚಿಮ, 2. ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್",backspace
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,backtracking
"1. ಬ್ಯಾಕ್ ಅಪ್, 2. ಮರುಪಾವತಿ",back-up
"1. ಪೂರಕ ಸ್ಮರಣೆ, 2. ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ",back-up memory
ಹಿಂದಿನ ದೋಷ ತಿದ್ದುಪಡಿ,backward error recovery
(ಆದಾಯ-ವೆಚ್ಚ) ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,balance sheet
ಬ್ಯಾಂಡೇಜ್,band
"1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ",band width
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,banker's algorithm
"1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್",bar code
ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,bar code scanner
ಬಾರ್ ಗ್ರಾಫ್,bar graph
ಮೂಲ ವಿಳಾಸ,base address
ಬೇಸ್ ಬ್ಯಾಂಡ್,base band
ಆಧಾರ್ ಸಂಖ್ಯೆ,base number
ಬೇಸ್ ಟೇಬಲ್,base table
ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),BASIC
"1. ಮೂಲ ನಿಯಂತ್ರಣ , 2. ಮೂಲ ನಿಯಂತ್ರಣ",basic control
"1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ",basic input
ಮೂಲ ಸೂಚನೆ,basic instruction
ಮೂಲ ಸಮಸ್ಯೆ,basic output
ಮೂಲ ಹಂತ,basic step
"1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ",batch
"1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್",batch file
ಬ್ಯಾಚ್ ಸ್ಥಿತಿ,batch position
"1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ",batch processing
"1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ",batch system
ಬಾಡ್,baud
ಬೌಡ್ ದರ,baud rate
ಕಿರಣದ ಕಿರಣ,beam
"1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್",benchmark
ದ್ವಿಮುಖ ಸಂವಹನ,bidirectional communication
ನೇರ ಸಂಪರ್ಕ,bidirectional link
ಬೈನರಿ ಕೋಡ್,binary code
ಬೈನರಿ ಅಂಕೆಗಳು,binary digit
ಬೈನರಿ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಔಟ್ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),binary Input output system (BIOS)
ಬೈನರಿ ಸಂಖ್ಯೆ,binary number
ಬೈನರಿ ಆಪರೇಟರ್,binary operator
ದ್ವಿಮಾನ ಸಂಬಂಧ,binary relation
ಬೈನರಿ ಹುಡುಕಾಟ,binary search
ಬೈನರಿ ಎಕ್ಸ್‌ಪ್ಲೋರೇಶನ್ ಟ್ರೀ (BST),binary search tree (BST)
"1. ಬೈನರಿ ಟ್ರಾನ್ಸ್ಫರ್ ಟ್ರೀ, 2. ಬೈನರಿ ವರ್ಗಾವಣೆ",binary transfer
ಅವಳಿ ಮರ,binary tree
"1. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ, 2. ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ",bipolar memory
"1. ಜನನ ಮತ್ತು ಮರಣ ಮಾದರಿ, 2. ಜನನ ಮರಣ ಮಾದರಿ",birth death model
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,birth death process
"1. ಡ್ಯೂಕ್, 2. ಸ್ವಲ್ಪ",bit
ಸ್ವಲ್ಪ ತಪ್ಪು,bit fault
ಬಿಟ್ ನಕ್ಷೆ,bit map
"1. ಬಿಟ್, 2. ನಕ್ಷೆ, 3. ಪಿಕ್ಸೆಲ್ (BMP)",bit map pixel (BMP)
"1. ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಬಿಟ್ ಟೇಬಲ್",bit matrix
ಬಿಟ್ ಮಾದರಿ,bit pattern
ಬಿಟ್ ಸ್ಥಾನ,bit position
"1. ಬಿಟ್ ದರ, 2. ಬಿಟ್ ದರ",bit rate
ಕಣ್ಣುಮುಚ್ಚಿ ಪರೀಕ್ಷೆ,black box testing
ಮಿನುಗು,blinking
ಬ್ಲಾಕ್,block
"1. ಬ್ಲಾಕ್ ಕ್ಯಾಶ್, 2. ಬ್ಲಾಕ್ ಕ್ಯಾಷ್ / ಚಂಕ್ ಮೆಮೊರಿ",block cache
ಬ್ಲಾಕ್ ತನಿಖೆ,block check
ಸಂಪುಟ ನಕಲು,block copy
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,block diagram
"1. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್, 2. ನಿರ್ಬಂಧಿಸಿದ ನೆಟ್ವರ್ಕ್",blocking network
ಬೋರ್ಡ್,board
ಪುಟ ಮೆಮೊರಿ,book mark
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,boolean algebra
ಬೂಲಿಯನ್ ಸಂಬಂಧ,boolean relation
ಬೂಟ್ ವಿಭಾಗ,boot partition
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,boot strapping
1.ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,boot-strap loader
"1.ಸೇತುವೆ, 2.ಸೇತುವೆ",bridge
ಬ್ರಾಡ್ಬ್ಯಾಂಡ್ ನೆಟ್ವರ್ಕ್,broadband networking
ಪ್ರಸಾರ,broadcast
ರೇಡಿಯೋ ಪ್ರಸಾರ,broadcast radio
(ನಿವ್ವಳ) ವ್ಯತ್ಯಾಸ,browse
(ನಿವ್ವಳ) ವಿಕಾರ್,browser
ಬಿ-ಟ್ರು,B-Tree
"1.ಬಬಲ್ ಮೆಮೊರಿ, 2.ಬಬಲ್ ಮೆಮೊರಿ",bubble memory
ಬಬಲ್ ರೀತಿಯ,bubble sort
"1.ಬಕೆಟ್, 2.ಬಕೆಟ್",bucket
"1.ಭ್ರಾತೃತ್ವ ವ್ಯವಸ್ಥೆ, 2.ದೊಡ್ಡ ವ್ಯವಸ್ಥೆ",buddy system
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,budget effective control
ಬಫರ್,buffer
ಕೊರತೆ,bug
ಸಾಕು,bus
"1. ಅಷ್ಟ ವ್ಯಾಂಕ್, 2. ಬಿಟ್ (ಎಂಟು ಬಿಟ್‌ಗಳು)",byte
ಬೈಟ್ ಕೋಡ್,byte code
ಸಿ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),c
"1.C ಪ್ಲಸ್ ಪ್ಲಸ್, 2.C++ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)",C++
"1.ನಗದು, 2. ವೇಗವಾಗಿ",cache
"1.ಕ್ಯಾಶ್ ಬಫರ್, 2.ಮೆಮೊರಿ ಬಫರ್",cache buffer
"1.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 2.ಕ್ಯಾಶ್ ಮೆಮೊರಿ, 3.ಫಾಸ್ಟ್ ಮೆಮೊರಿ",cache memory
ಲೆಕ್ಕಾಚಾರ,calculation
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್, 2.ಕ್ಯಾಲ್ಕುಲೇಟರ್",calculator
"1.ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,2. ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್",calculator chip
ಆವಾಹನೆ ಮಾಡಿ,call
ಹೆಸರು ಕರೆ,call by name
ಉಲ್ಲೇಖ ಕರೆ,call by reference
ಗೌರವ ಕರೆ,call by value
ವೇರಿಯಬಲ್ ಕರೆ,call by variables
ಆಹ್ವಾನ ಗೇಟ್,call gate
"1. ರದ್ದು, 2. ರದ್ದು",cancel
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಟನ್,cancel button
"1. ನಿಗದಿತ, 2. ಅಂಗೀಕೃತ",canonical
ಅಂಗೀಕೃತ ರೂಪ,canonical form
ಸಾಮರ್ಥ್ಯ,capability
