Kannada,Odiya
AWN (ಬಿರುಗೂದಲುಗಳು),Awn (ବ୍ରଷ୍ଟଲ୍)
ಬಾದು,ବାଦାମ |
ಅಡೆ,ଆଲୋ
ಹುಳಿ,ଅମରାନ୍ତିନ |
ಅಮ್ಮ,ଆମି
ಅಂಜಾನ್ ಹುಲ್ಲು,ଅଜାନର ଘାସ |
ಆಧಿವಾತ,ଆଠର୍ିୟମ୍ |
"ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ","ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
ಸೇಬು,ଆପଲ୍
ಏಪ್ರಲಿ,ଆପ୍ରିକେଟ୍ |
ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್,ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
ಅರೆನಗವ,Areca but
ಹಳ್ಳ,ଅର୍ଜନୁନ୍
ಅಸ್ಫೊಟಿಡಾ,ଆସଫୋଏଡା
ಬೂದಿ ಸೋರೆಕಾಯಿ,ପାଉଁଶ ଗୁଣ୍ଡ |
ಅಶೋಕ ಮರ,ଅଶୋକା ଗଛ |
ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ),ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
ಶತಾವರಿ,ଅସରପା
ಆವಕಾಡು,ଆଭୋକାଡୋ |
ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್),ଆଲଫାଲଫା (ଲୁସେର୍ନ)
ಇರುವೆಗಳು,ପିମ୍ପୁଡ଼ି
ಗಿಡಹೇನುಗಳು,ଆପିଡସ୍ |
ಸೈನ್ಯದ ಹುಳು,ସେନା ପୋକ
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,କୃଷି ବିସ୍ତାରବାଦୀ |
ಕೃಷಿ ವಿಜ್ಞಾನಿ,କୃଷି ବ scientist ଜ୍ଞାନିକ |
ಕೃಷಿ ಎಂಜಿನಿಯರ್,କୃଷି ଅଞ୍ଜିନକାରୀ |
ಕೃಷಿ ವಿಜ್ಞಾನಿ,Agrobiooglist
ಕೃಷಿವಾದಿ,ସହଯୋଗୀ
ಕೃಷಿ ಭೌತ,Agropsicsicst
ಪ್ರಾಣಿ ತಳಿಗಾರ,ପଶୁ ପ୍ରଜନକ |
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,ବାକିଲସ୍ ଭାଇରସ୍ |
ಗಾಡಿ,ବାଣ୍ଡିଲସ୍ |
ಬ್ಯಾಕ್ಟೀರಿಯಾ,ଜୀବାଣୁ
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,ବିରାଇଓଟୋକ୍ସିନ୍ |
ಬಜಾಸ್ಸೆ,ବାଗାସେସ୍ |
ಸಮತೋಲನ,ତୂଳନା ପତ୍ର
ಸಮತೋಲನೀಕರಣ,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
ಗಿರಣಿ ರೇಖೆ,ବାର୍ ଚିତ୍ର |
ತೊಗಟೆ,ଭୁକିବା |
ಮಾಪಕ,ବାରୋମିଟର |
ಬಂಜೆ,ବନ୍ଧ୍ୟା
ಬೇನೆ,ଆଧାର
ಜಲಾನಯನ ಪ್ರದೇಶ,ବାସନ
ಸ್ವಲ್ಪ,ପରଫିପାଲ୍ |
ಬಾಸದ,ଆଧାର ତୁଲମ୍ |
ಕೊಂಬೆ ಮಾನ್ಸುನ್,ବାଇ ମ so ସୁମୀ |
ಹೊಳಪಿನ,ଉଦ୍ଭିଦ ବହନ
ಹಾಸಿಗೆ,ଶଯ୍ୟା
ದಟ್ಟಕಾರ,ଶଯ୍ୟା
ಹಾಸಿಗೆ,ଶଯ୍ୟା
ಬೀಟ್ ಮೊಲಾಸಸ್,ବିଟ୍ ଗୁଣ୍ଡ |
ಬೆನ್ನೆಲುಬು,ଘଣ୍ଟି
ಪಟ್ಟಿಗೆ,ବେଲ୍ଟ
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ಪಕ್ಷಪಾತ (ಮಾದರಿ),ପକ୍ଷପାତ (ନମୁନା)
ದ್ವೈವಾರ್ಷಿಕ,ବିଏନୋନିଆଲ୍
ದ್ವಿಪದೀಯ,Binomial
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,ବାୟୋଲାଇଜେଣ୍ଟ |
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,ବାୟୋସେଡିକ୍ |
ಜೈವಿಕ ಕರ್ತವ್ಯ,ବାୟୋହୀ
ಜೈವಿಕಶಾಸ್ತ್ರ,ବାୟୋନୋମିକ୍ସ |
ಜೈವಿಕ ರಿಯಾಯಿತಿ,ବାୟୋରାକ୍ଟର
ಜೀವಗೋಳ,ବାୟୋସଫିର୍
ಜೈವಿಕ,ବାୟୋଟିକ୍ |
ಬಯೋಟೈತನ,ବାୟୋଟାଇପ୍ |
ದ್ವಿಲಿಂಗಿ,ବିସେକ୍ସୁଆଲ୍
ಚಿರತೆ,ଖାଲି
ಹರಡು,ବିସ୍ଫୋରଣ
ಮಿಶ್ರಣ,ମିଶ୍ରଣ
ಗದ್ದಲ,ଶୁକ୍ର
ಗುಳ್ಳೆ,ଫୁଲା
ನೀಲಿ ಕ್ರಾಂತಿ,ବ୍ଲୁ ବିପ୍ଳବ
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
ಹೊಟ್ಟು,ଶାଖା
ಕವಲೊಡೆ,ଶାଖା
ಸಣ್ಣ ಕೊಂಬೆ,ଶାଖା
ತಳಿ,ପ୍ରଜାତି
ತಳಿ,ପ୍ରଜନନ
ಕಂಗುರು,ଉଜ୍ଜ୍ୱଳ
ಸಂಸಾರ,Etod
ಮೊಳಕೆಯ,ବଡିଙ୍ଗ
ಬಜೆ,ବଜେଟ୍
ಬಫಲು,ବଫର୍
ಬಟಗು,ବଲ୍ବ
ಚೂರುಚೂರಾಗಿ,ବଣ୍ଟନ
ಉಪ-ಉತ್ಪನ್ನ,ଉତ୍ପାଦ ଦ୍ୱାରା
ಬಾಬುಲ್ ಅಕೇಶಿಯ,ବାବୁଲ ଆକାସିଆ |
ಬೇಬಿ ಕಾರ್ನ್,ଶିଶୁ ମକା |
ಬುದ್ದಿ,ବାଥ୍
ಬಾಯಿ,ବିଲ୍
ಕಸಕ,ବାଲସାମ
ಬಿದಿರು,ବାଉଁଶ
ಬಾಳೆಹಣ್ಣು,କଦଳୀ
ಆಲದ ಮರ,ବାନିଆନ୍ ଗଛ |
ಬಾರ್ಲಿ,ବାର୍ଲି
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,ବରଗାର୍ଡ ମିଲେଟ୍ |
ತುಳಸಿ,ବେସନ
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,ବଷ୍ଟାର୍ଡ ​​ଏରସ
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
ಮಾಟ,ବାହୁଏସିଆ
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,ଦୁ very ଖଦ
ಹುರುಳಿ,ବିନ୍
ಬೀಟ್,ବିଲାତି
ಬೆಲ್ಲ,ବେଲାଣ୍ଡୋନା
ಗಡಿ,ହେ
ಗಡಿ,Berseim
ಬಿಲ್ಲೆ,Beelt
ಬಿಲಿಂಬಿ,ବିଲିମ୍ବି
ಹಾಗಲಕಾಯಿ,ତିକ୍ତ ଗୁଣ୍ଡ |
ಕಪ್ಪು ಗ್ರಾಂ,କଳା ଗ୍ରାମ
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,କଳା ନାଇଟ୍ଶେଡ୍ |
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,ବଗିନିଭିଆ |
ಬಾಟಲಿ ಕುಂಚ,ବୋତଲ ବ୍ରଶ |
ಬಾಟಲಿ ಸೋರೆ,ବୋତଲ ଗୋବଲଙ୍କ |
ಬಾಕ್ಸ್ ಮರ,ବାକ୍ସ ଗଛ
ಬ್ರೆಡ್ ಹಣ್ಣು,ରୁଟି ଫଳ
ವಧುವಿನ,Bridal creper
ಬಿಲ್ಲಾ,ବ୍ରିନଜାଲ୍ |
ವಿಶಾಲ ಹುರುಳಿ,ବ୍ରଡ୍ ବିନ୍ |
ಕೋಸುಗಡ್ಡೆ,ବ୍ରୋକୋଲି
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,ବାଲକ୍ୟୁଟ
ದೆವ್ವ,ବଟି
ದಳ,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
ಕರಾರು,ଭାଲୁ
ಜೀರುಂಡೆ,ପୋକ
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
ನೀಲಿ ಬುಲ್,ନୀଳ ଷଣ୍। |
ಬಾಲ್ ಹುಳು,ବୋଲ୍ ପୋକ
ಚಿಟ್ಟೆ,ପ୍ରଜାପତି
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,ବାୟୋକେମିଷ୍ଟ |
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,ଜୀବବିଜ୍ଞାନୀ |
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,ଉଦ୍ଭିଦଦାତା
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
ಕೇಕು,ପିଠା
ಕ್ಯಾಲ್ಕೇರಿಯ,ସହଭାଗୀ
ಲೆಕ್ಕಪರಿಶೋಧನೆ,କାଲସିଫିକେସନ୍ |
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,ଫସଫେଟର କାଲକେଣ୍ଟ |
ಗಲಾಟೆ,ଚତୁରତା
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,କୁଲସ୍
ಕಣಿವೆ,କାଲିକ୍ସ
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,କାଲିକ୍ସ-ଏଣ୍ଡ |
ಕ್ಯಾಂಬಿಯಂ,କାମ୍ବିୟମ୍
ಗೋಪುರ,କାକର
ಡಬ್ಬಿ,କ୍ୟାନିଂ
ಮೇಲಾವರಣ,ଛାତ
ಬಂಡವಾಳ,ପୁଞ୍ଜି
ರಭಸ,କାଗଶ
ಬಿರಡೆ,Capsule
ಇಂಗಾಲದ,କାର୍ବନ୍ରେଟେଡ୍ |
ಇಂಗಾಲೀಕರಣ,କାର୍ବୋନିଅନାଇଜେସନ୍ |
ಗಡಿ,କାର୍ପେଲ
ಗಾಡಿ,କାର୍ପସ୍ |
ಬಿಂಚು,କାଷ୍ଟିଂ
ಕಟಾಬೋಲಿಸಂ,କାଟାବୋଲିଜିମ୍ |
ವೇಗವರ್ಧನೆ,କାଟାଲିସିସ୍ |
ಮರಿಹುಳು,କୀଟପତଙ୍ଗ
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,C- DNA ଲାଇବ୍ରେରୀ |
ಚಾವಣಿಯ,ଛାତ
ಕೋಶ,କକ୍ଷ
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
ಕೇಂದ್ರೀಯ,ସେଣ୍ଟ୍ରିକ୍ |
ಕೇಂದ್ರೀಕರಣ,ଶତକଡ଼ା
ಕೇಂದ್ರಾಪಗಾಮಿ,ସେଣ୍ଟ୍ରିଫେଜ୍ |
ಕೇಂದ್ರ,ସେଣ୍ଟ୍ରିଓନ୍ |
ಮಧ್ಯಭಾಗದ,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
ಮಧ್ಯಮ ಜನಕ,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
ಸರ್ಕಸ್,କୀପତି
ಏಕದಳ,ଶସ୍ୟ
ಪ್ರಮಾಣೀಕರಣ,ପ୍ରମାଣପତ୍ର
ಬೀಜ,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
ಚಾವಟಿ,ଚାଉଳ
ದನಗಳು,ଚେଲାଜା |
ರಾಸಾಯನಿಕತೆ,କେମୋଟ୍ରୋପିମ୍ |
ಚಿರತೆ,ଚିୟମା
ತಣ್ಣಗಾಗುವ ಸಮಯ,ଥଣ୍ଡା ଘଣ୍ଟା |
ತಣ್ಣಗಾಗುವುದು,ଚିଲିଂ ଆଘାତ |
ಚಿಮಿಯ,ଚିମେରା |
ಕ್ಲೋರಾಂಥಿ,ଚୋରାନେଣ୍ଟି |
ಚೂರು,କ୍ଲୋରୋଫିଲେଲ୍ |
ಕ್ಲೋರೋಸಿಸ್,ଚୋରୋରୋସାଇସ୍
ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ,ଚୋରୋରୋଲୋଜି |
ವರ್ಣರಂಜಿತ,କ୍ରୋମାମାସିଡ୍ |
ಕ್ರೊಮ್ಯಾಟಿನ್,ଚ୍ରୋମାଟିନ୍ |
ವರ್ಣರೇಖನ,ଚ୍ରୋମାଟୋଗ୍ରାଫି
ವರ್ಣರಂಗೀಕರಣ,ଚୋରମାଟୋଲିଆସିସ୍
ವರ್ಣಚಿತ್ರ,କ୍ରୋମେଣ୍ଟ୍ରେ |
ವರ್ಣಗುವನ,ଚେରମୋଲେନ୍ସେସ୍
ವರ್ಣರಂಜಿತ,କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
ವರ್ಣತಂತು,କ୍ରୋମୋଜୋମ୍
ದೀರ್ಘಕಾಲದ,କ୍ରନିକ୍
ನಲಿದ,କୃଷି
ಕ್ಲಾಡೋಡ್,କ୍ଲାନ୍ତ
ವರ್ಗೀಕರಣ,ବର୍ଗୀକରଣ
ಮಣ್ಣಿನ,ମାଟି
ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು,ସଫା କରିବା
ಕ್ಲಿಸ್ಟೊಗಮಿ,କ୍ଲିସିଷ୍ଟଗାମି |
ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು,ଜଳମୟ ଫଳ |
ವಶ,ଜଳବାୟୁ
