Gujarati,Odiya
અમરી નલ જૂથ (માટીના વાસણો),ଅମ୍ରି ନାଲ୍ ଗୋଷ୍ଠୀ (କୁମ୍ଭାରର)
અનાક્રોનિઝમ,ଆନାକ୍ରୋନିଜିମ୍ |
એનાક્રોનિસ્ટિક,ଆନାକ୍ରୋନିଷ୍ଟିକ୍ |
પૂર્વજ,ପୂର୍ବପୁରୁଷ
પૂર્વજની પૂજા,ପୂର୍ବପୁରୁଷ ପୂଜା |
વંશ,ପିତୃପୁରୁଷ
વંશ,ପିତୃପୁରୁଷ
વંશ,ପିତୃପୁରୁଷ
વંશ,ପିତୃପୁରୁଷ
પ્રાચીન શાસન,ପ୍ରାଚୀନ ଶାସନ
પ્રાચીન,ପ୍ରାଚୀନ
પ્રાચીન લોકગીત,ପ୍ରାଚୀନ ବାଲାଡ୍ |
પ્રાચીન માન્યતા,ପ୍ରାଚୀନ ବିଶ୍ୱାସ
પ્રાચીન રિવાજ,ପ୍ରାଚୀନ ପ୍ରଥା
પ્રાચીન ઇતિહાસ,ପ୍ରାଚୀନ ଇତିହାସ
પ્રાચીન સ્મારકો,ପ୍ରାଚୀନ ସ୍ମାରକୀ
ટુચકો,ଉପନ୍ୟାସ
એન્જેલોટ,ଆଞ୍ଜେଲଟ୍ |
એન્જલસ,ଆଞ୍ଜେଲସ୍ |
એન્જેવિન (=એન્જેવિન),ଆଞ୍ଜେଭିନ୍ (= ଆଞ୍ଜେଭିନ୍)
ખૂણો,କୋଣ
એંગ્લિકન,ଅଙ୍ଗଲିକାନ୍ |
એંગ્લિકન કોમ્યુનિયન,ଅଙ୍ଗଲିକାନ୍ ଯୋଗାଯୋଗ |
અંગ્રેજવાદ,ଅଙ୍ଗଲିକାନିଜିମ୍ |
એંગ્લો-ફોબ,ଆଙ୍ଗ୍ଲୋ-ଫୋବେ |
એંગ્લો-ફોબિયા,ଆଙ୍ଗ୍ଲୋ-ଫୋବିୟା |
એંગ્લો-સેક્સન,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସନ୍ |
એંગ્લો-સેક્સોનિઝમ,ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସୋନିଜିମ୍ |
એનાલિસ્ટ,ଆନ୍ନାଲିଷ୍ଟ |
ઇતિહાસ,ବାର୍ଷିକ
જોડાણ,ସଂଲଗ୍ନ
એન્ટિ-બેલમ,ଆଣ୍ଟେ-ବେଲମ୍ |
તારીખ પહેલાં,ଆଣ୍ଟେ ତାରିଖ |
ક્લેરિકલિઝમ વિરોધી,ଧର୍ମ-ବିରୋଧୀ
કારકુની વિરોધી કાયદો,ଧର୍ମ-ବିରୋଧୀ ନିୟମ
પ્રાચીનકાળ,ପ୍ରାଚୀନତା
વિરોધી ભાડા,ଆଣ୍ଟି-ଭଡା
વિરોધી ભાડા,ଆଣ୍ଟି-ଭଡା
વિરોધી સેમિટિઝમ,ବିରୋଧୀ ଦଳ
એન્ઝેક,ଅଞ୍ଜାକ |
અપેલા,ଆପେଲା |
અરાલુ,ଅରୁଲୁ |
આર્ક બિશપ,ଆର୍ ବିଶପ୍ |
કમાન ડચી,ଆର୍ ଡୁଚି |
આર્ક ડ્યુક,ଆର୍ ଡ୍ୟୁକ୍ |
આર્કાઇફ (=આર્કાઇવલ સંગ્રહ),ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ)
આર્કિપીસ્કોપેટ,ଆର୍କିପିସ୍କୋପେଟ୍ |
કુલીન વર્ગ,ଆଭିମୁଖ୍ୟ
કુલીન,ଆରିଷ୍ଟୋକ୍ରାଟ୍ |
કુલીન સ્નોબરી,ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |
એરિસ્ટોટેલિયન,ଆରିଷ୍ଟୋଟେଲିଆନ୍ |
આર્માડા,ଆର୍ମଡା |
આર્મડા (=ધ સ્પેનિશ આર્મડા),ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା)
આર્મોરિસ્ટ (=આર્મરિસ્ટ),ବାହୁବଳୀ (= ବାହୁବଳୀ)
બખ્તર (=બખ્તર),ବାହୁବଳୀ (= ବାହୁବଳୀ)
આર્મરિસ્ટ,ବାହୁବଳୀ |
આર્યન,ଆର୍ଯ୍ୟନ୍
આર્યન,ଆର୍ଯ୍ୟନ୍
અસ્કરી,ଆସ୍କାରି |
સોંપણી,ନ୍ୟସ୍ତ କରନ୍ତୁ |
સહાય કરો,Assize
સહાય કરો,Assize
સહાય કરો,Assize
આર્મ્સ એક્ટની સહાય,ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |
ડેરેન પ્રેઝન્ટમેન્ટની સહાય,ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |
મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય,ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |
નવલકથા ડીસીસીનની સહાય,ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |
અત્યાચાર,ଅତ୍ୟାଚାର
હુમલો,ଆକ୍ରମଣ
ઓલિક કાઉન્સિલ,ଆୟୁଲିକ୍ ପରିଷଦ |
દેવીની કુહાડી (=દેવીની કુહાડી),ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି)
એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ),ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍)
બેબીલોન,ବାବିଲ
બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ),ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ)
બચનલ ભક્ત,ବ୍ୟାଚାନାଲ ଭକ୍ତ
બચ્ચનલિયા,ବ୍ୟାଚାନାଲିଆ |
સ્નાતક,ଅବିବାହିତ
બગદાદ કરાર,ବାଗଦାଦ ଚୁକ୍ତି |
બાલ્કન લીગ,ବାଲକାନ୍ ଲିଗ୍ |
બાલ્કન કરાર,ବାଲକାନ୍ ଚୁକ୍ତି |
બાલ્કન યુદ્ધો,ବାଲକାନ ଯୁଦ୍ଧ |
બાલ્ટિક સંધિ,ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |
ડાકુ,ବୃନ୍ଦାବନ
બાંડુંગ કોન્ફરન્સ,ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |
દેશનિકાલ,ବହିଷ୍କାର |
બેનર,ବ୍ୟାନର |
અસંસ્કારી,ବର୍ବର
બાર્બીકન,ବାର୍ବିକାନ୍ |
બારડોલી સત્યાગ્રહ,ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |
બાર્ન બર્નર્સ,ବାର୍ ବର୍ନର୍ସ |
બેરોન,ବରୁଣ |
બેરોનેજ,ବରୁଣ
બેરોન્સ મેજર,ବାରୋନସ୍ ମେଜୋରସ୍ |
બેરોન્સ સગીર,ବାରୋନସ୍ ମାଇନୋରସ୍ |
બેરોનેસ,ବରୁଣେସ୍ |
બેરોનેટ,ବରୁଣେଟ୍ |
બેરોનેટેજ,ବରୁଣେଟେଜ୍ |
બેરોનેટેજ,ବରୁଣେଟେଜ୍ |
બેરોનેટસી,ବାରୋନେଟସି |
બેરોની,ବାରୋନି |
બેરાકૂન,ବାରାକୁନ୍ |
બેરાકૂન,ବାରାକୁନ୍ |
બેરિકેડ (=બેરિકેડ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
બેરિકેડ (=બેરિકેડ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
બેરિકેડ (=બેરિકેડ),ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ)
મુખ્ય છાવણી,ବେସ୍ କ୍ୟାମ୍ପ୍ |
બેસિલિકા,ବେସିଲିକା |
બેસિલિકા,ବେସିଲିକା |
બેસ્ટિલા,ବସ୍ତିଲା |
બેસ્ટિલ,ବସ୍ତିଲ୍ |
બેસ્ટિલ,ବସ୍ତିଲ୍ |
બેટરી,ବ୍ୟାଟେରୀ
યુદ્ધ,ଯୁଦ୍ଧ
Batlle-એરે,ବଟଲ୍-ଆରେ |
યુદ્ધ ક્રાય,ଯୁଦ୍ଧ କାନ୍ଦ |
યુદ્ધ દિન,ଯୁଦ୍ଧ ଡିନ |
યુદ્ધ ક્ષેત્ર,ଯୁଦ୍ଧ କ୍ଷେତ୍ର |
યુદ્ધ સ્તોત્ર,ଯୁଦ୍ଧ ଭଜନ
સ્પર્સનું યુદ્ધ,ସ୍ପର୍ସର ଯୁଦ୍ଧ |
ધોરણનું યુદ્ધ,ମାନାଙ୍କ ଯୁଦ୍ଧ |
યુદ્ધજહાજ,ଯୁଦ୍ଧ ଜାହାଜ |
યુદ્ધજહાજ-શક્તિ,ଯୁଦ୍ଧ-ଶକ୍ତି |
Bayeux ટેપેસ્ટ્રી,ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |
બીકન,ବିକନ୍ |
બીકન ટાવર,ବିକନ୍ ଟାୱାର୍ |
બીવર,ବିଭର୍ |
બીવર,ବିଭର୍ |
સમુદ્રના ભિખારીઓ,ସମୁଦ୍ରର ଭିକାରୀ |
બેલીકોઝ,ବେଲିକୋଜ୍ |
બેલીકોઝ,ବେଲିକୋଜ୍ |
બેલીકોઝ,ବେଲିକୋଜ୍ |
બેલીકોસીટી,ବେଲିକୋସିଟି |
બેલોના,ବେଲୋନା |
લાભ,ଉପକାର
ધર્મગુરુઓનો લાભ,ପାଦ୍ରୀମାନଙ୍କର ଲାଭ
બેનેલક્સ,ବେନେଲକ୍ସ |
બર્લિન હુકમનામું,ବର୍ଲିନ୍ ଆଦେଶ |
બેર્સકર,ବର୍ସରକର |
બેસન્ટ (=બેઝન્ટ),ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ)
બેથેલ,ବ Bethel ଥେଲ୍ |
ગ્રંથસૂચિ,Bibliolater
ગ્રંથસૂચિ,ଗ୍ରନ୍ଥସମୂହ
મોટા બર્થા,ବିଗ୍ ବର୍ଥା |
ધર્માંધ,ବିଗଟ୍ |
બિલેટિંગ,ବିଲିଂ
અટેન્ડરનું બિલ,ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |
અધિકારોનું વિયેધક,ଅଧିକାର ବିଲ୍ |
જીવનચરિત્રકાર,ଜୀବନୀ
જન્મ કથાઓ,ଜନ୍ମ କାହାଣୀ |
બિવૉક,ବିଭିଆକ୍ |
બિવૉક,ବିଭିଆକ୍ |
બિવૉક,ବିଭିଆକ୍ |
બિઝોનિયા,ବିଜୋନିଆ |
બ્લેક બર્ડિંગ,କଳା ପକ୍ଷୀ
કાળો ઝંડો,କଳା ପତାକା
બ્લેક હોલ,ବ୍ଲାକ୍ ହୋଲ୍ |
બ્લેક હોલ,ବ୍ଲାକ୍ ହୋଲ୍ |
કાળો પગ (= સ્કેબ),କଳା ଗୋଡ (= ସ୍କାବ)
કાળો શર્ટ,କଳା ସାର୍ଟ |
બ્લેઝોન,ବ୍ଲାଜନ୍
બ્લેઝોન,ବ୍ଲାଜନ୍
બ્લેઝોનરી,ବ୍ଲାଜୋନ୍ରି |
બ્લેઝોનરી,ବ୍ଲାଜୋନ୍ରି |
બ્લિટ્ઝક્રેગ,ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ)
બ્લડવાઈટ,ରକ୍ତଚାପ
બ્લડી મેરી,ରକ୍ତାକ୍ତ ମରିୟମ |
વાદળી,ନୀଳ
વાદળી રક્ત,ନୀଳ ରକ୍ତ
વાદળી પુસ્તક,ନୀଳ ପୁସ୍ତକ |
વાદળી રિબન,ନୀଳ ରିବନ୍ |
વાદળી રિબન,ନୀଳ ରିବନ୍ |
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ)
વાદળી શર્ટ,ନୀଳ ସାର୍ଟ |
બ્લુ વોટર સ્કૂલ,ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |
બોર્ડ ઓફ કંટ્રોલ,ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |
શારીરિક બખ્તર,ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |
બોઅર,ବୋଇର୍
લૂંટ,ବୁଟି
બરો,ବୋରୱୋ |
બુલ્યુટેરિયન,ବୁଲୁଟେରିଅନ୍ |
બોર્બોન,ବୋର୍ବନ୍ |
બોક્સર બળવો,ବକ୍ସର ବିଦ୍ରୋହ |
તાણવું,ବନ୍ଧନୀ
બ્રાસર્ડ,ପିତ୍ତଳ |
બ્રાસર્ડ,ପିତ୍ତଳ |
બ્રેડ વસાહતો,ରୁଟି କଲୋନୀ |
સ્તન પ્લેટ,ସ୍ତନ ପ୍ଲେଟ୍ |
સ્તન કામ,ସ୍ତନ କାମ
બ્રેટવાલ્ડા,ବ୍ରେଟୱାଲଡା |
બ્રિગન્ડ,ବ୍ରିଗାଣ୍ଡ୍ |
બ્રિગેન્ડેજ,ବ୍ରିଗେଣ୍ଡେଜ୍
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |
બ્રાઉન શર્ટ્સ (=નાઝીઓ),ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍)
બફ,ବଫ୍ |
બફ,ବଫ୍ |
બફ-કોટ,ବଫ୍-କୋଟ୍ |
બફ્સ,ବଫସ୍ |
બુલે (= કાઉન્સિલ),ବୁଲେ (= ପରିଷଦ)
બર્ગેજ,ବନ୍ଧକ
બર્જેસ,ବରଗଡ |
બાયઝેન્ટાઇન,ବାଇଜାଣ୍ଟାଇନ
બાયઝેન્ટાઇન ચર્ચ,ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ
બાયઝેન્ટાઇન સામ્રાજ્ય,ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |
બાયઝેન્ટાઇન યુગ,ବାଇଜାଣ୍ଟାଇନ ଯୁଗ
બાયઝેન્ટાઇન ઇતિહાસકારો,ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |
કેબલ,କ୍ୟାବଲ୍ |
સીઝરિઝમ,କେଜରିଜିମ୍ |
ખલીફા,ଖଲିଫ୍ |
સુલેખનકાર,କଲିଗ୍ରାଫର୍ |
સુલેખનકાર,କଲିଗ୍ରାଫିଷ୍ଟ |
સુલેખન,କାଲିଗ୍ରାଫି |
કેલ્ટ્રોપ,କାଲ୍ଟ୍ରପ୍ |
મિત્રતા,କାମାଡେରି |
કેમેરિલા,କାମାରିଲା |
કેમેરિલા,କାମାରିଲା |
કેમલૌકમ,କାମେଲାକମ୍ |
છદ્માવરણ,କାମୁଫ୍ଲେଜ୍ |
ઝુંબેશ,ଅଭିଯାନ |
શિબિર અનુયાયી,କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |
કેમ્પો સાન્ટો,କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |
કેમ્પસ માર્શિયસ,କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍
કેનેફોરા,କାନେଫୋରା |
કેંગ્યુ,କଙ୍ଗୁ
તોપ,କାନନେଡ୍ |
તોપ ઘાસચારો,ତୋପ ଖାଇବା |
કેનન,କାନନ୍ |
કેનન કાયદો,କାନନ୍ ନିୟମ |
કેનોપસ હુકમનામું,କାନୋପସ୍ ଆଦେଶ |
શસ્ત્ર,ବାହୁବଳୀ
બંદીવાન,ବନ୍ଦୀ
કેપ્ટર,କ୍ୟାପ୍ଟର
કાર્ડિનલ,କାର୍ଡିନାଲ୍ |
કાર્લ,କାର୍ଲ |
કેરોલિંગિયન રાજવંશ,କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |
કાર્થુસિયન સંપ્રદાય,କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |
કાર્ટોસા,କାର୍ଟୋସା |
કેસ્ટેલિયન,କାଷ୍ଟେଲିଆନ୍ |
કેસ્ટેલિયન,କାଷ୍ଟେଲିଆନ୍ |
જાતિ વ્યવસ્થા,ଜାତି ପ୍ରଣାଳୀ |
કિલ્લો,ଦୁର୍ଗ
કિલ્લો,ଦୁର୍ଗ
કેસલ ટાઉન,ଦୁର୍ଗ ସହର
કાસ્ટ્રા,କାଷ୍ଟ୍ରା |
કાસ્ટ્રા,କାଷ୍ଟ୍ରା |
કેથેડ્રા,କ୍ୟାଥେଡ୍ରା |
કેથેડ્રલ,କ୍ୟାଥେଡ୍ରାଲ୍ |
કેટો સ્ટ્રીટ કાવતરું,କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |
કૌડીલો,କାଉଡିଲୋ |
ઘોડેસવાર,କାଭାଲିଅର୍ |
ઘોડેસવાર,କାଭାଲିଅର୍ |
ઘોડેસવાર સંસદ,କାଭାଲିଅର୍ ସଂସଦ |
અદુલ્લામની ગુફા,ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |
ગુફા પેઇન્ટિંગ,ଗୁମ୍ଫା ଚିତ୍ର
ગુફા પેઇન્ટિંગ,ଗୁମ୍ଫା ଚିତ୍ର
સેન્ટુમવીર,Centumvir
સેન્ચ્યુરિયન,ସେଞ୍ଚୁରିଅନ୍ |
સદી,ଶତାବ୍ଦୀ
સાંકળ બખ્તર (= સાંકળ મેલ),ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍)
ચેન્ટ્રી,ଚାନ୍ଟ୍ରି |
ચેન્ટ્રી,ଚାନ୍ଟ୍ରି |
ચેપ પુસ્તક,ଅଧ୍ୟାୟ ପୁସ୍ତକ
ધર્મગુરુ,ଚାପଲେନ୍ |
પ્રકરણ,ଅଧ୍ୟାୟ
અકસ્માતોનો પ્રકરણ,ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |
ચાર્જ,ଚାର୍ଜ
ચાર્જ ડી અફેર્સ,ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |
ચાર્જ વિદાય,ଚାର୍ଜ ବିଭାଜନ |
ચાર્જર,ଚାର୍ଜର
રથ,ରଥ
સારથિ,ରଥ
સારથિ,ରଥ
સારથિ,ରଥ
ચેરિટી રસોડું,ଚାରିଟି ରୋଷେଇ ଘର |
ચાર્ટર,ଚାର୍ଟର୍
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍)
ચાર્ટોફિલેસિયમ,ଚାର୍ଟୋଫିଲାସିୟମ୍ |
ચટેઉ,Chateau |
ચેક પોસ્ટ,ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |
રાસાયણિક યુદ્ધ,ରାସାୟନିକ ଯୁଦ୍ଧ |
ચેસ્ટર,ଚେଷ୍ଟର୍ |
મુખ્ય,ମୁଖ୍ୟ
સરદાર,ମୁଖିଆ
સરદાર,ମୁଖିଆ
સરદાર,ମୁଖିଆ
શિફૉન,ଚିଫନ୍ |
શૌર્ય,ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |
પસંદ કરેલા લોકો,ମନୋନୀତ ଲୋକ
ક્રિસ્મોગ્રાફિયન,କ୍ରିସମୋଗ୍ରାଫିନ୍ |
ખ્રિસ્તી ધર્મ,ଖ୍ରୀଷ୍ଟଧର୍ମ
ખ્રિસ્તી યુગ,ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |
ખ્રિસ્તી સમાજવાદ,ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |
ક્રોનિકલ,ଇତିହାସ
ક્રોનિકર,କ୍ରୋନିକଲର୍
Chryse Chersonese,କ୍ରିସ୍ ଚେରସୋନିସ୍ |
સિમેલિયમ,ସିମେଲିୟମ୍ |
Cinquecento પ્રકાર,ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |
પરિક્રમા,ସର୍କୁନାଭିଗେସନ୍ |
સિસ્ટરસિયન સાધુ,ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |
રાજગઢ,ସୀତା
અવતરણ,ଉଦ୍ଧୃତ
અવતરણ,ଉଦ୍ଧୃତ
સામાજિક અસહકાર,ନାଗରିକ ଅବମାନନା |
નાગરિક યુદ્ધ,ଗୃହଯୁଦ୍ଧ |
સિવિસ રોમનસ,ସିଭିସ୍ ରୋମାନସ୍ |
શાસ્ત્રીય વય,ଶାସ୍ତ୍ରୀୟ ବୟସ |
Clepht (=klepht),କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ)
કારકુનવાદ,ଧର୍ମ ଧର୍ମ
કારકુન,କ୍ଲାରଚ
ક્લુનિયાક ચળવળ,କ୍ଲୁନିୟକ୍ ଗତିବିଧି |
કોટ બખ્તર,କୋଟ ବାହୁ
શસ્ત્રોનો કોટ,କୋଟ୍
શસ્ત્રોનો કોટ,କୋଟ୍
શસ્ત્રોનો કોટ,କୋଟ୍
ટપાલનો કોટ,କୋଟ୍ ମେଲ୍ |
સમૂહ,କୋହର୍ଟ |
કોમીટીયા,Comitia
કોમિટિયા સેન્ટુરિયાટા,Comitia Centuriata
કોમિટિયા કુરિયાટા,Comitia Curiata
કોમિટિયા ટ્રિબ્યુટા,Comitia Tributa
સ્મારક કમાન,ସ୍ମରଣୀୟ ଆର୍
સ્મારક સિક્કો,ସ୍ମରଣୀୟ ମୁଦ୍ରା
સ્મારક સીલ,ସ୍ମରଣୀୟ ସିଲ୍ |
સામાન્ય ક્ષેત્ર,ସାଧାରଣ କ୍ଷେତ୍ର |
કોમ્યુનાર્ડ,କମ୍ୟୁନାର୍ଡ |
કોનકોર્ડેટ,କନକର୍ଡେଟ୍ |
કોનકોર્ડેટ,କନକର୍ଡେଟ୍ |
કોન્ડોટિયર,କଣ୍ଡୋଟିଅର୍ |
પુષ્ટિકરણ Cartarum,ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |
સંઘર્ષ,ଦ୍ୱନ୍ଦ୍ୱ |
મંડળ,ମଣ୍ଡଳୀ
વિજયી રાજ્ય,ରାଜ୍ୟ ଜିତିବା |
વિજેતા,ଜୟ
વિજેતા,କନକ୍ୟୁଷ୍ଟାଡର୍ |
કોન્સિલિયમ,କନସିଲିୟମ୍ |
કન્સિસ્ટરી,ସ୍ଥିର
કાવતરું,ଷଡଯନ୍ତ୍ର
કાવતરું,ଷଡଯନ୍ତ୍ର
કોન્સ્યુલેટ,କନସୁଲେଟ୍ |
કન્સ્યુલેશન બુક,କନସୁଲେସନ୍ ବୁକ୍ |
કોન્ટિનેંટલ સિસ્ટમ,କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |
સંમેલન સંસદ,ସମ୍ମିଳନୀ ସଂସଦ |
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ)
કોપીહોલ્ડ,କପିହୋଲ୍ଡ |
કોર્ડનિંગ,କର୍ଡୋନିଂ |
કોરોના,କରୋନା |
રાજ્યાભિષેક,କରୋନେସନ୍ |
રાજ્યાભિષેક પથ્થર,କରୋନେସନ୍ ପଥର |
કોર્પસ,କର୍ପସ୍
