Hindi,Kannada
"1.अभिगम आव्यूह ,2. अभिगम मैट्रिक्स","1. ಪ್ರವೇಶ ಮ್ಯಾಟ್ರಿಕ್ಸ್, 2. ಪ್ರವೇಶ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
अभिगम विधा,ಪ್ರವೇಶ ಮೋಡ್
अभिगम विशेषाधिकार,ಪ್ರವೇಶ ಸವಲತ್ತುಗಳು
अभिगम सुरक्षा,ಪ್ರವೇಶ ಭದ್ರತೆ
"1. अभिगम परिसेवक ,2. अभिगम सर्वर","1. ಪ್ರವೇಶ ಸರ್ವರ್, 2. ಪ್ರವೇಶ ಸರ್ವರ್"
अभिगम काल,ಪ್ರವೇಶ ಸಮಯ
अभिस्वीकृति,ಸ್ವೀಕೃತಿ
ध्वनिकी,ಅಕೌಸ್ಟಿಕ್ಸ್
"1. परिवर्णी शब्द, 2. संक्षिप्त रूप ,3. लघु रूप","1. ಸಂಕ್ಷಿಪ್ತ ರೂಪ, 2. ಸಂಕ್ಷೇಪಣ, 3. ನಿಂದ ಚಿಕ್ಕದಾಗಿದೆ"
क्रिया संदेश,ಕ್ರಿಯೆಯ ಸಂದೇಶ
सक्रियण,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
सक्रिय सर्वर पृष्ठ,ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ
सक्रिय वर्जन,ಸಕ್ರಿಯ ಆವೃತ್ತಿ
अचक्रीय,ಅಸೈಕ್ಲಿಕ್
"1. अचक्रीय आलेख ,2. अचक्रीय ग्राफ","1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್"
एडा कंप्यूटर भाषा,ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ
"1. अनुकूलक ,2. अनुकूलित्र","1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್"
योग (करना),ಒಟ್ಟು)
योग संचिका,ಮೊತ್ತದ ಕಡತ
"1. जोड़ संक्रिया ,2. योग संक्रिया","1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ"
योजक,ಸೇರಿಸುವವನು
पता,ಗೊತ್ತು
पता बस,ವಿಳಾಸ ಬಸ್
पता संचिका,ವಿಳಾಸ ಫೈಲ್
पता आरूप,ವಿಳಾಸ ಸ್ವರೂಪ
पता जनक,ವಿಳಾಸ ಜನರೇಟರ್
पता पंक्ति,ವಿಳಾಸ ಸಾಲು
पता प्रतिचित्रण,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
पता संकेतक,ವಿಳಾಸ ಸೂಚಕ
पता पंजी,ವಿಳಾಸ ರಿಜಿಸ್ಟರ್
पता विघटन,ವಿಳಾಸ ಸ್ಥಗಿತ
पता अनुवाद,ವಿಳಾಸ ಅನುವಾದ
"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी","1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ"
पताभिगमन,ಉದ್ದೇಶಿಸಿ
"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी","1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ"
संलग्न,ಬಾಂಧವ್ಯ
"1. प्रबंधन ,2. नियंत्रण","1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ"
"1. प्रबंधक ,2. नियंत्रक","1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ"
ऐडोब एक्रोबेट,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
ऐडोब फोटोशोप,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन),ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್)
"1. उन्नत आंकड़ा ,2. उन्नत डाटा","1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ"
उन्नत सूचना तंत्र,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
उन्नत प्रौद्योगिकी (ए टी),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
कर्मक,ಕ್ರಮ
समुच्चयन,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
विमानवाहित कंप्यूटर तंत्र,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
एल्डस पेज-मेक,ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್
सचेत पेटी,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
ऐल्गॉल (कंप्यूटर भाषा),ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1.  एल्गोरिथ्म ,2. कलन विधि","1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್"
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण","1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ"
एल्गोरिथ्म दक्षता,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
"1. एलिआस ,2. उपनाम ,3. उर्फ","1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ"
संरेखण,ಜೋಡಣೆ
"1. आवंटन ,2. नियतन","1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ"
"1.अक्षरात्मक ,2. वर्णानुक्रम","1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ"
अक्षरांकीय,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड","1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್, 2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್"
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ)
"1. अल्फा वर्जन ,2. अल्फा रूप","1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ"
आल्ट कुंजी,ಆಲ್ಟ್ ಕೀ
आल्टाविस्टा,ಅಲ್ಟಾವಿಸ್ತಾ
अनेकार्थकता,ಬಹುತ್ವ
संदिग्ध व्याकरण,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
अमेरिकी मानक कट (आस्की),ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii)
"1. अनुरुप ,2. एनालॉग","1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್"
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर","1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್"
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस","1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ"
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम","1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್"
अनुरुप से अंकीय रुपांतरक,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ)
एंड परिपथ,ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್
एंड गेट और द्वार,ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್
एंड नॉट संक्रिया (अपवर्जन),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
"1. एनीमेशन, 2.  सजीवन","1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ"
टिप्पण,ಸೂಚನೆ
असंगता,ಅಸಂಗತತೆ
पूर्ववर्ती,ಹಿಂದಿನ
प्रत्याशामूलक पृष्ठन,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
प्रति-सममित,ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ
विषाणुरोधी क्रमादेश,ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ
"1. एपलेट ,2. अनुप्रयोगिका","1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್"
अनुप्रयोग विकासक,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
अनुप्रयोग प्रोग्रामन,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)","1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)"
अनुप्रयोग सॉफ्टवेयर,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
अनुप्रयोगी भाषा,ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ
सन्निकटण सिद्धांत,ಅಂದಾಜು ತತ್ವ
संरचना,ರಚನೆ
क्षेत्र अंतरण,ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ
"1. प्राचर,स्वतंत्रचर, 2. कोणांक","1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ"
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई","1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ"
अंकगणितीय जांच,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
अंकगणितीय अचर,ಅಂಕಗಣಿತದ ಸ್ಥಿರ
अंकगणितीय आंकडा,ಅಂಕಗಣಿತದ ಡೇಟಾ
अंकगणितीय अनुदेश,ಅಂಕಗಣಿತದ ಸೂಚನೆ
गणितीय एवं तार्किक इकाई (ए. एल. यू.),ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU)
ए आर पी ए नेट (आरपानेट),ARPA ನೆಟ್ (RPNet)
सरणी,ಶ್ರೇಣಿ
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति","1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ"
सरणी कंप्यूटर,ಅರೇ ಕಂಪ್ಯೂಟರ್
सरणी अवयव,ರಚನೆಯ ಅಂಶ
सरणी नाम,ರಚನೆಯ ಹೆಸರು
सरणी प्रकर्मक,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
एरो कुंजी,ಬಾಣದ ಕೀಲಿ
संधि,ಒಪ್ಪಂದ
संधि बिन्दु,ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್
कृत्रिम संहनन,ಕೃತಕ ಸಂಕೋಚನ
कृत्रिम नियंत्रण,ಕೃತಕ ನಿಯಂತ್ರಣ
कृत्रिम बोध,ಕೃತಕ ಅರ್ಥದಲ್ಲಿ
आरोहक,ಆರೋಹಣ
आरोही छंटाई,ಆರೋಹಣ ರೀತಿಯ
आस्की वर्णक्रम,ascii ವರ್ಣಮಾಲೆ
आस्की नियंत्रण संप्रतीक,ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ
आस्की संचिका,ascii ಫೈಲ್
आस्की फॉन्ट,ascii ಫಾಂಟ್
आस्की अंतरण,ASCII ವರ್ಗಾವಣೆ
अभिमुखता अनुपात,ಆಕಾರ ಅನುಪಾತ
"1. ऐस्पी ,2. ए एस पी आई","1. ಆಸ್ಪಿ, 2. ASPI"
ए एस आर कालद,ಎ ಎಸ್ ಆರ್ ಕಲಾದ್
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना","1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು"
"1. कोडांतरक ,2. स्मरांतरक","1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ"
"1. कोडांतरण ,2. स्मरांतरण","1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ"
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा","1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ"
निश्चयन,ನಿರ್ಣಯ
"1. निर्दिष्ट कार्य ,2. नियतन","1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ"
साहचर्य,ಒಡನಾಟ
साहचर्य पता,ಸಹಾಯಕ ವಿಳಾಸ
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी","1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ"
तारक (*का चिन्ह),ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ)
असम्मित,ಅಸಮ್ಮಿತ
"1. अतुल्यकालिक ,2. अतुल्यकाली","1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ"
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
अतुल्यकालिक अंतरण,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
अतुल्यकालिक अंतरण विधा (ए टी एम),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
"1. एटम ,2. परमाण","1. ಪರಮಾಣು, 2. ಪರಮನ್"
संलग्न प्रलेख,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल","1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ"
"1. संलग्नक ,2. संबंद्ध","1. ಆವರಣ, 2. ಸಂಯೋಜಿತ"
"1. गुण ,2. विशेषता","1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ"
श्रव्य,ಶ್ರವ್ಯ
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन","1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
लेखा सत्यापन,ಖಾತೆ ಪರಿಶೀಲನೆ
संवर्धन,ಪ್ರಚಾರ
प्रमाणन प्रोटोकॉल,ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
संलेखन पद्धति,ಲೇಖಕರ ವಿಧಾನ
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण","1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ"
स्वत: सार,ಸ್ವಯಂ ಅಮೂರ್ತ
"1. स्वतः बूटिंग ,2. स्व बूटन","1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್"
ऑटोकैड (एक कंप्यूटर भाषा),ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
स्वत: लॉग-ऑन,ಸ್ವಯಂ ಲಾಗ್-ಆನ್
ऑटोमेटा,ಸ್ವಯಂಚಾಲಿತ
आटोमेटा सिद्धांत,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
स्वत: अभिकलन,ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ
स्वत: आंकड़ा प्रक्रमण,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
स्वत: त्रुटि संशोधन,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
स्वत: फलन,ಸ್ವಯಂ ಕಾರ್ಯ
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण","1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ"
स्वत: संग्रह आह्वान,ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन","1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम","1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ"
स्वत: नेमका,ಸ್ವಯಂ ದಿನಚರಿ
स्वत: सिस्टम पुन: प्राप्ति,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)","1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ"
स्वचालन,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
"1. आटोप्ले ,2. स्वत: चलन","1. ಸ್ವಯಂಪ್ಲೇ, 2. ಆಟೋ ನಡಿಗೆ"
स्वरक्षण,ಗಾಯನ
सहायक,ಸಹಾಯಕ
सहायक स्मृति,ಸಹಾಯಕ ಸ್ಮರಣೆ
सहायक भंडारण,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
उपलब्ध लिस्ट,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
उपलब्ध समय,ಲಭ್ಯವಿರುವ ಸಮಯ
औसत,ಸರಾಸರಿ
ए डब्ल्यू के (एक कंप्यूटर समादेश),AWK (ಕಂಪ್ಯೂಟರ್ ಆಜ್ಞೆ)
पश्चांत,ನಂತರ
पश्चांत प्रक्रमक,ಪೋಸ್ಟ್ ಪ್ರೊಸೆಸರ್
पश्च फलन विलोपन,ಹಿಂಭಾಗದ ಕಾರ್ಯ ಅಳಿಸುವಿಕೆ
पृष्ठभूमि प्रक्रमण,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
सहायक भंडार,ಪೂರಕ ಅಂಗಡಿಗಳು
पश्च पैचीकरण,ಮತ್ತೆ ಪ್ಯಾಚಿಂಗ್
"1. पश्चीयन ,2. बैकस्पेस","1. ಪಶ್ಚಿಮ, 2. ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್"
पश्चपथन,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
"1. बैक-अप ,2. पूर्तिकर","1. ಬ್ಯಾಕ್ ಅಪ್, 2. ಮರುಪಾವತಿ"
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी","1. ಪೂರಕ ಸ್ಮರಣೆ, 2. ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ"
पश्च त्रुटि सुधार,ಹಿಂದಿನ ದೋಷ ತಿದ್ದುಪಡಿ
(आय-व्यय) तुलन पत्र,(ಆದಾಯ-ವೆಚ್ಚ) ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
पट्टी,ಬ್ಯಾಂಡೇಜ್
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता","1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ"
बैंकर एल्गोरिथ्म,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
"1.बार कूट ,2. बार कोड","1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್"
बार कोड स्कैनर,ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
बार ग्राफ,ಬಾರ್ ಗ್ರಾಫ್
आधार पता,ಮೂಲ ವಿಳಾಸ
आधार बैंड,ಬೇಸ್ ಬ್ಯಾಂಡ್
आधार संख्या,ಆಧಾರ್ ಸಂಖ್ಯೆ
आधार सारणी,ಬೇಸ್ ಟೇಬಲ್
बेसिक (एक कंप्यूटर भाषा),ಮೂಲಭೂತ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ)
"1. मूल नियंत्रण ,2. आधार नियंत्रण","1. ಮೂಲ ನಿಯಂತ್ರಣ, 2. ಮೂಲ ನಿಯಂತ್ರಣ"
"1. मूल निवेश ,2. आधारी निवेश","1. ಮೂಲ ಹೂಡಿಕೆ, 2. ಮೂಲ ಹೂಡಿಕೆ"
आधारभूत अनुदेश,ಮೂಲ ಸೂಚನೆ
आधारी निर्गम,ಮೂಲ ಸಮಸ್ಯೆ
मूल चरण,ಮೂಲ ಹಂತ
"1. बैच ,2. समूह ,3. प्रचय","1. ಬ್ಯಾಚ್, 2. ಗುಂಪು, 3. ದುರಂತ"
"1. बैच फाइल ,2. बैच संचिका","1. ಬ್ಯಾಚ್ ಫೈಲ್, 2. ಬ್ಯಾಚ್ ಫೈಲ್"
बैच स्थिति,ಬ್ಯಾಚ್ ಸ್ಥಿತಿ
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण","1. ಬ್ಯಾಚ್ ಪ್ರಕ್ರಿಯೆ, 2. ಗುಂಪು ಸಂಸ್ಕರಣೆ"
"1. बैच तंत्र ,2. प्रचय तंत्र","1. ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ, 2. ಕವಣೆ ವ್ಯವಸ್ಥೆ"
बॉड,ಬಾಡ್
बॉड दर,ಬೌಡ್ ದರ
किरण पुंज,ಕಿರಣದ ಕಿರಣ
"1. निर्देशमानक ,2. बैचमार्क","1. ಮಾರ್ಗಸೂಚಿಗಳು, 2. ಬ್ಯಾಚ್ ಮಾರ್ಕ್"
द्विदिश संचार,ದ್ವಿಮುಖ ಸಂವಹನ
विदिश कड़ी,ನೇರ ಸಂಪರ್ಕ
द्विआधारी कूट,ಬೈನರಿ ಕೋಡ್
