Kannada,Bengali
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,এরিয়াল আর্থিং সুইচ
ವೈಮಾನಿಕ ದಕ್ಷತೆ,বায়বীয় দক্ষতা
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,বায়বীয় প্রতিবন্ধকতা
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,এরিয়াল ইন্ডাক্ট্যান্স
ವೈಮಾನಿಕ ಅವಾಹಕ,এরিয়াল ইনসুলেটর
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,এরিয়াল লোডিং কয়েল
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,আকাশ থেকে ছবি তোলা
ವೈಮಾನಿಕ ಶಕ್ತಿ,বায়বীয় শক্তি
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,বায়বীয় বিকিরণ পুনর্নির্মাণ
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,বায়বীয় বিক্রিয়া
ಧಾರ್ಮಿಕತೆ,এয়ারোডাইনামিক্স
ವಾಗ್ದಾನ,এজেন্সি
ವಾಯು ಸಂಕೋಚಕ,বায়ু সংকোচকারী
ವಾಯುಮಂಡಲ,এয়ার কনডেন্সার
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,ঠান্ডা বাতাস
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,বায়ু কর্ড কয়েল
ಹವಾನಿಯಂತ್ರಣ,এয়ারকন্ডিশনিং
ಪಂಥದ,আলবেডো
ಅಲ್ಗಾರಿದಮ್,অ্যালগরিদম
ಅಲಿಯಾಸೆ,এলিয়াসিং
ಜೋಡಣೆ,সারিবদ্ধ
ಜೋಡಣೆ,প্রান্তিককরণ
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,সমস্ত তরঙ্গ বিমান
ಮನವಸಿಕೆ,বরাদ্দ
ವರ್ಣಮಾಲೆಯ,বর্ণমালা
ವರ್ಣಮಾಲೆಯ,বর্ণমালা
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,আলফানিউমেরিক চরিত্র
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,আলফানিউমেরিক তথ্য
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),বিকল্প বর্তমান (এ.সি.)
ಪರ್ಯಾಯ,বিকল্প
ಆವರ್ತಕ,বিকল্প
ಎತ್ತರ,উচ্চতা
ಅಪೊಗೀ ಎತ್ತರ,অপোজির উচ্চতা
ಪೆರಿಜಿಯ ಎತ್ತರ,পেরিগির উচ্চতা
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,অপেশাদার রেডিও যোগাযোগ
ಒಳಭಾಗ,পরিবেশ
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,পরিবেশ মাইক্রোফোন
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,পরিবেষ্টিত অবস্থা
ಸುತ್ತುವರಿದ ಬೆಳಕು,পরিবেষ্টনকারী আলো
ಸುತ್ತುವರಿದ ಶಬ್ದ,পরিবেষ্টিত শব্দ
ಹೊರಗಿನ ತಾಪಮಾನ,পরিবেষ্টিত তাপমাত্রা
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,আমেরিকান স্ট্যান্ডার্ড কোড
ಒಂದು ಬಗೆಯ ಕಂತು,অ্যাম্পিয়ার
ಕಪಾಟಿ ಮೀಟರ್,অ্যাম্পের মিটার
ವರ್ಧನೆ,পরিবর্ধন
ವರ್ಧನೆ ಅಂಶ,প্রশস্তকরণ ফ্যাক্টর
ಉಲ್ಬಣಕ,পরিবর্ধক
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,পরিবর্ধক লাভ
ವರ್ಧಕ ಶಬ್ದ,পরিবর্ধক শব্দ
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,পরিবর্ধক সরঞ্জাম
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,ক্লাইস্ট্রনকে প্রশস্তকরণ
ವರ್ಧಿಸುವ ಘಟಕ,পরিবর্ধক ইউনিট
ವೈಶಾಲ್ಯ,প্রশস্ততা
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,প্রশস্ততা বিকৃতি
ವೈಶಾಲ್ಯ ವಿಹಾರ,প্রশস্ততা ভ্রমণ
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,প্রশস্ততা ফ্যাক্টর
ವೈಶಾಲ್ಯ,প্রশস্ততা সীমাবদ্ধ
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,প্রশস্ততা মোডুলেটেড
ವೈಶಾಲ್ಯ,প্রশস্ততা মড্যুলেশন
ಅನಲಾಗ್ (,অ্যানালগ (অ্যানালগ)
ಸರ್ಕ್ಯೂಟ್,অ্যানালগ সার্কিট
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,অ্যানালগ কম্পিউটার
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,অ্যানালগ উপস্থাপনা
ಅನಾಲಾಗ್ ಸಂಕೇತ,এনালগ সংকেত
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,ডিজিটাল অ্যানালগ
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,ডিজিটাল কনভার্টারে অ্যানালগ
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,অ্যানালগ ভিডিও
ಹೋಲುವ,সাদৃশ্য
ಸಾದೃಶ್ಯ,উপমা
ವಿಶ್ಲೇಷಣೆ,বিশ্লেষণ
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,ডেটা বিশ্লেষণ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,বিশ্লেষণাত্মক ঘনত্ব
ವಿಶ್ಲೇಷಿಸು,বিশ্লেষণ করুন
ವಿಶ್ಲೇಷಕ,বিশ্লেষক
ಪೂರಕ ಉಪಕರಣಗಳು,আনুষঙ্গিক সরঞ্জাম
ಮತ್ತು ಗೇಟ್,এবং গেট
ಘರ್ಷಣೆಯ ಕೋನ,কলিমেশন কোণ
ಧ್ರುವೀಕರಣದ ಕೋನ,মেরুকরণের কোণ
ತಿರುಗುವಿಕೆಯ ಕೋನ,ঘূর্ণনের কোণ
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),অ্যাংস্ট্রোম (Å)
ಕೋನೀಯ,কৌণিক
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,কৌণিক ত্বরণ
ಕೋನೀಯ ಸಮನ್ವಯ,কৌণিক সমন্বয়
ಕೋನೀಯ ವಿಚಲನ,কৌণিক ডিফ্লেশন
ಕೋನೀಯ ಪ್ರಸರಣ,কৌণিক বিচ্ছুরণ
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,কৌণিক স্থানচ্যুতি
ಕೋನೀಯ ದೋಷ,কৌণিক ত্রুটি
ಕೋನೀಯ ಆವರ್ತನ,কৌণিক কম্পাংক
ಕೋನೀಯ ಆವೇಗ,কৌণিক ভরবেগ
ಕೋನೀಯ ಚಲನೆ,কৌণিক গতি
ಕೋನೀಯ ವೇಗ,কৌণিক বেগ
ಅನೆ,অ্যানিমেশন
ಆವರಣ,আনোড
ಆನೋಡ್ ಬ್ಯಾಟರಿ,আনোড ব্যাটারি
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,অ্যানোড বৈশিষ্ট্য
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,আনোড সার্কিট
ಆನೋಡ್ ಹರಡುವಿಕೆ,অ্যানোড অপচয়
ಆನೋಡ್ ದಕ್ಷತೆ,আনোড দক্ষতা
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,আনোড ইনপুট শক্তি
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,অ্যানোড মড্যুলেশন
ಆನಂತಾ,অ্যান্টেনা
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,অ্যান্টেনা বিমউইথ
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,অ্যান্টেনা বুস্টার
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,অ্যান্টেনা চেঞ্জওভার সুইচ
ಆಂಟೆನಾ ಕಾಯಿಲ್,অ্যান্টেনা কয়েল
ಆಂಟೆನಾ ಸಂರಚನೆ,অ্যান্টেনা কনফিগারেশন
ಆಂಟೆನಾ ಸಹಕ,অ্যান্টেনা কাপলার
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,অ্যান্টেনা ক্রস পোলার প্যাটার্ন
ಪ್ರವಾಹ,অ্যান্টেনা কারেন্ট
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,অ্যান্টেনা ডাইরেক্টিভিটি লাভ
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,অ্যান্টেনা ডুপ্লেক্সার
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,অ্যান্টেনা কার্যকর অঞ্চল
ಆಂಟೆನಾ ದಕ್ಷತೆ,অ্যান্টেনা দক্ষতা
ಆಂಟೆನಾ ಫೀಡ್,অ্যান্টেনা ফিড
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,অ্যান্টেনা ফুট প্রিন্ট
ಆಂಟೆನಾ ಗಳಿಕೆ,এন্টেনা
ಆಂಟೆನಾ ಎತ್ತರ,অ্যান্টেনার উচ্চতা
ಪ್ರತಿರೋಧ,অ্যান্টেনা প্রতিবন্ধকতা
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,অ্যান্টেনা ইন্ডাক্ট্যান্স
ಆಂಟೆನಾ ಮಾದರಿ,অ্যান্টেনা প্যাটার্ন
ಪತಂಗ,অ্যান্টেনা প্লেক্সার
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,অ্যান্টেনা মেরুকরণ
ಆಂಟೆನಾ ಶಕ್ತಿ,অ্যান্টেনা শক্তি
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,অ্যান্টেনা পাওয়ার লাভ
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,অ্যান্টেনা বিকিরণ প্রতিরোধের
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,অ্যান্টেনা প্রতিক্রিয়া
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,অ্যান্টেনা প্রতিচ্ছবি
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,অ্যান্টেনা প্রতিরোধের
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
ಆಂತರಿಕ ಅಂತರ,অ্যান্টেনা ব্যবধান
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,অ্যান্টেনা স্যুইচিং রুম
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,অ্যান্টেনা টিউনিং কয়েল
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,অ্যান্টেনা টিউনিং হাট
ದ್ಯುತಿರಂಧ್ರ,অ্যাপারচার
ಮಂಜುಗಡ್ಡೆಯ,অপোজি
ಕಟಾ ರಾಕೆಟ್,অ্যাপোজি রকেট
ಉಪಕರಣ,যন্ত্রপাতি
ಸ್ಪಷ್ಟ,আপাত
ರಭಸ,অ্যাপলেট
ಅನ್ವಯಿಸು,আবেদন
ಅಂದಾಜು,আনুমানিক
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,জলীয় সমাধান
ಚಾಪ,আর্ক
ವಾಸ್ತುಶಿಲ್ಪಿ,আর্কিটেকচার
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর
ಆರ್ಕೈವ್ಸ್,সংরক্ষণাগার
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,গাণিতিক কোডিং
ಶಸ್ತ್ರಾಸ್ತ್ರ,আর্মার
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,আর্ম্যাচার বাতাস
ರಂಗ,অ্যারে
ಬಂಧಕ,অ্যারেস্টার
ಉಚ್ಚ್ಯ,বক্তৃতা
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),আর্টিফ্যাক্ট (= আর্টফ্যাক্ট)
ಏರಿಕೆ,আরোহী
ಶೋಧ ಅನುಪಾತ,আনুমানিক অনুপাত
ಷೋಬರೆ,এসেম্বলার
ಪ್ರತಿಪಾದಿಸುವುದು,দাবী
ನಿಯೋಜನೆ,অ্যাসাইনমেন্ট
ನಿಯೋಜನೆ ಚಾನೆಲ್,অ্যাসাইনমেন্ট চ্যানেল
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,অসম্পূর্ণ
ಅಸಮಕಾಲಿಕ,অ্যাসিঙ্ক্রোনাস
ವಾತಾವರಣ,বায়ুমণ্ডল
ವಾತಾವರಣದ ನಷ್ಟ,বায়ুমণ্ডলীয় ক্ষতি
ವಾತಾವರಣದ ಶಬ್ದ,বায়ুমণ্ডলীয় শব্দ
ವಾತಾವರಣದ ಒತ್ತಡ,বায়ুমণ্ডলীয় চাপ
ವಾತಾವರಣದ ಪ್ರಸರಣ,বায়ুমণ্ডলীয় প্রচার
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,বায়ুমণ্ডলীয় রেডিও-তরঙ্গ
ವಾತಾವರಣದ,বায়ুমণ্ডল
ಪರಮಾಣು,পরমাণু
ಪರಮಾಣು ರಚನೆ,পারমাণবিক গঠন
ಬಾಂಧಾಣ,সংযুক্তি
ಗಮನ,মনোযোগ
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ,মনোযোগ ক্ষতি
ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್,শব্দ তরঙ্গের মনোযোগ
ಕೈಗೆಟುಕುವವನು,অ্যাটেনুয়েটর
ಅಟೆಂಡು-ಪ್ಯಾಡ್,অ্যাটেনুয়েটর-প্যাড
ಶ್ರದ್ಧೆಯ ಮಿತಿ,অডিবিলিটি থ্রেশহোল্ড
ಶ್ರವ್ಯ,শ্রুতিমধুর
ಶ್ರವ್ಯ ಆವರ್ತನ,শ্রুতিমধুর ফ্রিকোয়েন্সি
ಶ್ರವ್ಯ ಸ್ವರ,শ্রুতিমধুর সুর
ಸ್ವಸಾಧ್ಯ,শ্রুতি-বর্ণালী
ಪ್ರೇಕ್ಷಕರು,শ্রোতা
ಆವಿಷ್ಕಾರ,শ্রুতি
ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್,অডিও পরিবর্ধক
ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ,অডিও বিশ্লেষক
ಆಡಿಯೊ ಪ್ರಸಾರ,অডিও সম্প্রচার
ಆಡಿಯೊ ಕೇಬಲ್,অডিও কেবল
ಆಡಿಯೊ ಸರಪಳಿ,অডিও চেইন
ಆಡಿಯೊ ಕೋಡೆಕ್,অডিও কোডেক
ಆಡಿಯೊ ಸಂಕೋಚನ,অডিও সংক্ষেপণ
ಆಡಿಯೊ ಸಂಕೋಚಕ,অডিও সংক্ষেপক
ಆಡಿಯೊ ಕನ್ಸೋಲ್,অডিও কনসোল
ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ,অডিও বিকৃতি
ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ,অডিও গতিশীল পরিসীমা
ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ,অডিও ফাইল ফর্ম্যাট
ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ,অডিও ফ্রেম ফর্ম্যাট
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್,অডিও ফ্রিকোয়েন্সি জেনারেটর
ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ,অডিও ফ্রিকোয়েন্সি ব্যাপ্তি
ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া
ಆವಿಷ್ಕಾರದ ಮಿತಿ,অডিও সীমাবদ্ধ
ಆಡಿಯೊ ಮಾರ್ಗ,অডিও লাইন
ಆಡಿಯೊ ಮಿಕ್ಸರ್,অডিও মিক্সার
ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್,অডিও মড্যুলেশন
ಆವಿಭರಣ,অডিও দোলক
ಆಡಿಯೊ ಉತ್ಪಾದನೆ,অডিও আউটপুট
ಆಡಿಯೊ ಶಕ್ತಿ,অডিও শক্তি
ಆಡಿಯೊ ಗುಣಮಟ್ಟ,অডিও মানের
ಆಡಿಯೊ ಸಂಕೇತ,অডিও সংকেত
ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,অডিও সিগন্যাল প্রসেসিং
ಆಡಿಯೊ ವರ್ಣಪಟಲ,অডিও বর্ণালী
ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ,অডিও স্টোরেজ
ಆಡಿಯೊ ಉಪನಾಮ,অডিও সাব-ক্যারিয়ার
ಆಡಿಯೊ ಪರಿವರ್ತಕ,অডিও ট্রান্সফর্মার
ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್,অডিও ট্রান্সমিটার
ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ,অডিও/ভিডিও সংক্ষেপণ
ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ,অডিও-ফ্রিকোয়েন্সি দোলক
ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ,অডিও-ফ্রিকোয়েন্সি সিগন্যাল
ಆಲಿಕಲ್ಲು ಮಾಪನ,অডিওমেট্রি
ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ,অডিও-ভিজ্যুয়াল সহায়তা
ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ,শ্রুতি উপলব্ধি
ದೃentೀಕರಣ,প্রমাণীকরণ
ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ,অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
ಆಟೋ ಸಿಎಡಿ,অটো ক্যাড
ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ,অটো ডায়াগনস্টিকস
ಸ್ವಯಂಚಾಲಿತ,স্বয়ংক্রিয়
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ,স্বয়ংক্রিয় নিয়ন্ত্রণ
