Punjabi,Odiya
ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ,ଆକ୍ୟୁମୁଲେଟର
ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ ਰਜਿਸਟਰ,ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |
ਇਕੱਤਰ ਕਰਨ ਵਾਲੀ ਸ਼ਿਫਟ ਹਦਾਇਤਾਂ,ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |
ਸ਼ੁੱਧਤਾ,ସଠିକତା
ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਅੱਖਰ,ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |
ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਪ੍ਰਣਾਲੀ,ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
ਏਸ ਪਾਇਲਟ,Ace ପାଇଲଟ୍ |
ਅੱਖਰ ਮੰਨੋ,ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ
ਧੁਨੀ ਕਥਾ,ଆକାଶବାଣୀ କପତର୍ |
ਧੁਨੀ,ଆକାଶବାଣୀ କଣ୍ଟା |
ਧੁਨੀ ਦੇਰੀ ਨਾਲ,ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |
ਧੁਨੀ ਯਾਦਦਾਸ਼ਤ,ଆକାଶବାଣୀ ସ୍ମୃତି
ਧੁਨੀ ਮਾਡਮ,ଆକାଶବାଣୀ ମୋଡେମ୍ |
ਧੁਨੀ ਸੰਕੇਤ,ଆକାଶବାଣୀ ସଙ୍କେତ |
ਧੁਨੀ ਸਟੋਰੇਜ,ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |
ਐਕਰੋਨਾਈਮ,ଆକ୍ରୋନିମ୍ |
ਕਾਰਵਾਈ,କାର୍ଯ୍ୟ
ਐਕਸ਼ਨ ਚੱਕਰ,କ୍ରିୟା ଚକ୍ର
ਐਕਸ਼ਨ ਲਾਈਨ,କ୍ରିୟା ରେଖା
ਐਕਸ਼ਨ ਸੰਦੇਸ਼,କ୍ରିୟା ବାର୍ତ୍ତା
ਐਕਸ਼ਨ ਨਿਰਧਾਰਨ,କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
ਸਰਗਰਮੀ,ସକ୍ରିୟକରଣ
ਕਿਰਿਆਸ਼ੀਲ,ସକ୍ରିୟ
ਐਕਟਿਵ ਫਾਈਲ,ସକ୍ରିୟ ଫାଇଲ
ਐਕਟਿਵ ਲਾਈਨ,ସକ୍ରିୟ ରେଖା
ਕਿਰਿਆਸ਼ੀਲ ਲਿੰਕ,ସକ୍ରିୟ ଲିଙ୍କ୍ |
ਐਕਟਿਵ ਮਾਸਟਰ ਫਾਈਲ,ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |
ਐਕਟਿਵ ਮਾਸਟਰ ਆਈਟਮ,ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |
ਐਕਟਿਵ ਸੈਟੇਲਾਈਟ,ସକ୍ରିୟ ଉପଗ୍ରହ |
ਐਕਟਿਵ ਸਟੇਸ਼ਨ,ସକ୍ରିୟ ଷ୍ଟେସନ
ਐਕਟਿਵ ਸਟੋਰੇਜ,ସକ୍ରିୟ ସଂରକ୍ଷଣ
ਸਰਗਰਮੀ,କାର୍ଯ୍ୟକଳାପ
ਸਰਗਰਮੀ ਪੱਧਰ,କାର୍ଯ୍ୟକଳାପ ସ୍ତର
ਗਤੀਵਿਧੀ ਲੋਡਿੰਗ,କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ
ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ,କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ
ਅਸਲ ਪਤਾ (= ਪੂਰਨ ਪਤਾ),ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା)
ਅਸਲ ਕੋਡ (= ਸੰਪੂਰਨ ਕੋਡ),ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍)
ਅਸਲ ਡੇਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ,ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
ਅਸਲ ਦਸ਼ਮਲਵ ਬਿੰਦੂ,ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |
ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ),ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ)
ਅਸਲ ਕੁੰਜੀ,ପ୍ରକୃତ ଚାବି |
ਅਸਲ ਸਮਾਂ,ପ୍ରକୃତ ସମୟ
ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ,ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ
ਅਦਾਕਾਰੀ ਸੰਕੇਤ,କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ
ਅਨੁਕੂਲਤਾ,ଅନୁକେତ
ਅਡੈਪਟਰ,ଆଡାପ୍ଟର
ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ,ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |
ਅਨੁਕੂਲ ਏਕੀਕਰਣ,ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ,ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |
ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ,ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |
ਐਡੇਂਡ,ଯୋଡି
ਐਡਰਰ,ଆଡର୍
ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ,ଆଡର୍ ସବଟ୍ରାକ୍ଟର |
ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ,ଫାଇଲ୍ ଯୋଡନ୍ତୁ
ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ),ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର)
ਜੋੜ ਰਿਕਾਰਡਰ,ଯୋଗ ରେକର୍ଡ |
ਜੋੜ ਸਾਰਣੀ,ଯୋଗ ଉପକରଣ
ਜੋੜ,ଯୋଗୀ ଗୁଣ
ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ,ମୋଡ୍ ଯୋଡନ୍ତୁ
ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
ਪਤਾ,ଠିକଣା
ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ,ଠିକଣା ମାପ ମାପ |
ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ,ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |
ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ,ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |
ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ,ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |
ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ,ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |
ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ,ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ
ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ,ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |
ਪਤਾ ਬੱਸ,ଠିକଣା ବସ୍
ਪਤਾ ਕੋਡ,ଠିକଣା କୋଡ୍
ਪਤਾ ਕੰਪਰੇਟਰ,ଠିକଣା ତୁଳସୀତି
ਪਤਾ ਬਕਾਏ,ଠିକଣା ଗଣନା
ਪਤਾ ਲਗਾਤਾਰ,ସ୍ଥିର ଠିକଣା
ਪਤਾ ਬਦਲਣਾ,ଠିକଣା କନଭର୍ସନ୍ |
ਪਤਾ ਡਾਟਾ,ଠିକଣା ତଥ୍ୟ
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,ଠିକଣା ମେମୋରୀ |
ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ,ଠିକଣା ପ୍ରଭାବଶାଳୀ |
ਪਤਾ ਖੇਤਰ,ଠିକଣା କ୍ଷେତ୍ର
ਪਤਾ ਫਾਰਮੈਟ,ଠିକଣା ଫର୍ମାଟ୍
ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ,ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |
ਸੰਬੋਧਨ ਕਰਨਾ,ଠିକଣା
ਸੰਬੋਧਨ ਕਰਨਾ  ਅੱਖਰ,ଠିକଣା  ବର୍ଣ୍ଣ
ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ,ବାଧା ଠିକଣା
ਪਤਾ ਲਗਾਉਣ,ଲୁପ୍ ଠିକଣା
ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା
ਪਤਾ ਲਗਾਉਣਾ,ଠିକଣା ଅନ୍ତରାପଳୀ
ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ,ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |
ਐਡਰੈੱਸ ਲਾਈਨ,ଠିକଣା ରେଖା
ਪਤਾ ਮੈਪਿੰਗ,ଠିକଣା ମ୍ୟାପିଙ୍ଗ
ਪਤਾ ਮਾਰਕ,ଠିକଣା ଚିହ୍ନ
ਪਤਾ ਸੋਧ,ଠିକଣା ପରିବର୍ତ୍ତନ
ਪਤਾ ਭਾਗ,ଠିକଣା ଅଂଶ
ਪਤਾ ਪੁਆਇੰਟਰ,ଠିକଣା ସୂଚକ
ਪਤਾ ਰਜਿਸਟਰ,ଠିକଣା ରେଜିଷ୍ଟର |
ਪਤਾ ਸਿਗਨਲ,ଠିକଣା ସଙ୍କେତ
ਪਤਾ ਅਕਾਰ,ଠିକଣା ଆକାର
ਪਤਾ ਸਪੇਸ,ଠିକଣା ସ୍ଥାନ
ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ,ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |
ਪਤਾ ਬੰਦ,ଠିକଣା ଷ୍ଟପ୍
ਪਤਾ ਟਰੇਸ,ଠିକଣା ଚିହ୍ନ
ਪਤਾ ਟਰੈਕ,ଠିକଣା ଟ୍ରାକ୍
ਪਤਾ ਅਨੁਵਾਦ,ଠିକଣା ଅନୁବାଦ
ਪਤਾ ਅਨੁਵਾਦਕ,ଠିକଣା ଅନୁବାଦକ
ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ,ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |
ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ,ସମୟ ଯୋଡନ୍ତୁ |
ਅਡਜੈਂਸੀ,ସଂଲଗ୍ନ
ਐਡਜੈਂਸੀ structure ਾਂਚਾ,ସଂଲଗ୍ନ structure ାଞ୍ଚା |
ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ,ସଂଲଗ୍ନ ଡୋମେନ୍ |
ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
ਨਾਲ ਲੱਗਦੀ ਨੋਡ,ସଂଲଗ୍ନ ନୋଡ୍ |
ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ,ସଂଲଗ୍ନ ସୁବିରା |
ਐਡਰਜਾਈਨ (ਸਿਸਟਮ),Adjone (ସିଷ୍ଟମ୍)
ਵਿਵਸਥਤ ਕਰੋ,ଆଡଜଷ୍ଟ କରନ୍ତୁ |
ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ,ନିୟନ୍ତ୍ରିତ ପରିମାଣ
ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ,ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |
ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ,ପ୍ରଶାସନିକ ଅପରେଟର |
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ,ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |
ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ,ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |
ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ,ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |
ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |
ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ,ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |
ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ,ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |
ਏਰੀਅਲ,ବାୟୁ
ਸਮੁੱਚੀ,ସମୁଦାୟ
ਸਮੁੱਚੀ ਸਮੀਕਰਨ,ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |
ਉਦੇਸ਼ ਸਰਕਲ,ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |
ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ),ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ)
ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ,ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ
ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ,ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ,ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |
ਅਲਜਬ੍ਰਿਕ  ਏਕੀਕਰਣ,ବ el ୍ଜନିକ୍ |  ଏକୀକରଣ
ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ,ବଗିଳିନିକ୍ ଭାଷା |
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ,ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ,Algebric ମନିପୁଲେସନ୍ ଭାଷା |
ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ,ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |
ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ,ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |
ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ,ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |
ਐਲਗੋਲ,ଆଲଗୋଲ୍ |
ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ,ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |
ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,Algol ପ୍ରୋଗ୍ରାମିଂ |
ਐਲਗੋਰਿਦਮ,ଆଲଗୋରିଦମ
ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ,ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |
ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ,ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |
ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ,ଆଲଗୋରିଦମ ଜଟିଳତା |
ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ,ଆଲଗୋରିଦମ ଗଣନା |
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |
ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ,ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |
ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ,ଆଲଗୋରିଥମିକ୍ ଭାଷା |
ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ,ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |
ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ,ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |
ਉਪਨਾਮ,ଛଦ୍ମନାମ
ਅਲਾਇਸਿੰਗ,ଛଦ୍ମନାମ
ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ),ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ)
ਅਲਾਈਨਮੈਂਟ,ପରିଚାଳିତ
ਨਿਰਧਾਰਤ ਕਰੋ,ବଣ୍ଟନ କରନ୍ତୁ |
ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ,ଆବଣ୍ଟନ ସଂରଚନା |
ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ,ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |
ਵਰਣਮਾਲਾ ਕੋਡ,ବର୍ଣ୍ଣମାଳା କୋଡ୍
ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ,ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |
ਵਰਣਮਾਲਾ ਸਤਰ,ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |
ਵਰਣਮਾਲਾ ਸ਼ਬਦ,ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ
ਵਰਣਮਾਲਾ,ବର୍ଣ୍ଣମାଳା
ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ,ଆଲଫେମେଟ୍ରିକ୍ସ
ਅਲਫ਼ਾਮਿਕ,ଆଲଫାମ୍
ਅਲਫੋਮੋਸੈਕ,ଆଲଫାମାସିକ୍ |
ਅਲਫਾਨੁਮਿਕ,ବର୍ଣ୍ଣମାଳା
ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |
ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |
ਅੱਖਰ ਕੋਡ,ବର୍ଣ୍ଣମାଳା କୋଡ୍
ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ,ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |
ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ,ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |
ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ,ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |
ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ,ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |
ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ,ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର
ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ,ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ
