Odiya,Malayalam
"ବି-ରାଶି, &quot;B-","ബി-ചക്രവാളം,&quot;ബി-"
ବିଟ୍ |,ബിയാറ്റ്
ବାଇଣ୍ଡର୍ |,ബൈൻഡർ
ବାନ୍ଧିବା ସାମଗ୍ରୀ |,ബൈൻഡിംഗ് മെറ്റീരിയൽ
ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |,ബയോട്ടിന്റെ സിദ്ധാന്തം
ବିଟୁମେନ |,ബിറ്റുമെൻ
କଳା ସୂତା ମାଟି |,കറുത്ത പരുത്തി മണ്ണ്
କଳା ପୃଥିବୀ |,കറുത്ത ഭൂമി
କଳା ଟର୍ଫ ମାଟି |,കറുത്ത ടർഫ് മണ്ണ്
ବ୍ଲେଡ୍ |,ബ്ലേഡ്
ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |,ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ് സിമന്റ്
ଅବରୋଧ ସଂରଚନା |,ബ്ലോക്കി ഘടന
ବଗି ପ୍ରତିରୋଧ |,ബോഗി പ്രതിരോധം
ବଗ୍-ଲୁହାପଥର |,ബോഗ്-ഇരുമ്പ് അയിര്
ବନ୍ଧ,ബോണ്ട്
ବନ୍ଧିତ ସଦସ୍ୟ |,ബന്ധിത അംഗം
ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |,ബോണ്ടഡ് പോസ്റ്റ് ടെൻഷനിംഗ്
ବନ୍ଧ ପଥର |,ബോണ്ട് കല്ല്
ସୀମା ଜଳ |,കെട്ടിയ വെള്ളം
ବାକ୍ସ ଗୁଟର୍ |,ബോക്സ് ഗട്ടർ
ବନ୍ଧନୀ,ബ്രേസ്
ଇଟା-ଧାର,ബ്രിക്ക്-ഓൺ-എഡ്ജ്
ବ୍ରିଡଲ୍ |,കടിഞ്ഞാൺ
ଉଜ୍ଜ୍ୱଳତା |,തെളിച്ചം
ବାଦାମୀ ମାଟି |,തവിട്ട് മണ്ണ്
ବିଲଡିଂ,കെട്ടിടം
ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |,ബിൽഡിംഗ് സർവേയർ
ବଫର୍ |,ബഫർ
ବଫର୍ ବକ୍ର,ബഫർ കർവ്
ବଫରିଂ |,ബഫറിംഗ്
ବଫରିଂ କ୍ଷମତା |,ബഫറിംഗ് ശേഷി
ବଣ୍ଡର୍ |,ബണ്ടർ
ଦୁର୍ଗ,ബട്രസ്
ସି-ରାଶି,സി-ചക്രവാളം
କେବୁଲ୍ |,കേബിൾ
କେବୁଲ୍ ମୋଲିଡିଂ |,കേബിൾ മോൾഡിംഗ്
କ୍ୟାବଲିଂ |,കേബിളിംഗ്
କ୍ୟାବିନ,ചെറിയമുറി
କ୍ୟାବିନ ହୁକ୍ |,ക്യാബിൻ ഹുക്ക്
କ୍ୟାବିନେଟ୍,കാബിനറ്റ്
କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ,കാബോൾട്ട് ഉപേക്ഷിച്ചു
କାଫେରିଆ |,കഫറ്റീരിയ
କେଜ୍ |,കൂട്ടിൽ
କେଜ୍ ନିର୍ମାଣ,കൂട് നിർമ്മാണം
କ ain ନଙ୍କ ସୂତ୍ର |,കയീൻ ഫോർമുല
କେସନ୍ |,കൈസൺ
କେସନ୍ ରୋଗ |,കെയ്സൺ രോഗം
କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |,കൈസൺ ഫൗണ്ടേഷൻ
କେସନ୍ ଗଦା |,കൈസൺ ചിത
କାଲ୍କେରିସ୍ ଇଟା |,കാൽക്കറിയസ് ഇഷ്ടിക
କାଲକେୟାର ମାଟି |,സുഷിരമുള്ള കളിമണ്ണ്
କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |,സുഷിരമുള്ള പുറംതോട്
ଗଣନା,കാൽസിഫിക്കേഷൻ
ଗଣନା,കാൽസിനേഷൻ
କାଲସିନ୍,കാൽസൈൻ
କାଲସିଟ୍ |,കാൽസൈറ്റ്
କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |,കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |,കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |,കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്
କାଲିଚେ |,കാലിച്ചെ
କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |,കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ
କାଲିପର୍ |,കാലിപ്പർ
କ୍ୟାଲୋରିମିଟର |,കലോറിമീറ്റർ
କ୍ୟାମ୍ବର |,കാംബർ
କେନାଲ |,കനാൽ
କାନୋପି |,മേലാപ്പ്
କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |,കാന്റിലിവർ ഫൂട്ടിംഗ്
କ୍ୟାପ୍,തൊപ്പി
ସାମର୍ଥ୍ୟ |,ശേഷി
ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |,എയിൽ ട്രാക്കിന്റെ ശേഷി
କ୍ୟାପ୍ କେବୁଲ୍ |,തൊപ്പി കേബിൾ
କ୍ଷମତା,കാപ്പിലാരിറ്റി
କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |,കാപ്പിലറി ബ്രേക്ക്
କ୍ୟାପିଲାରୀ ପ୍ରବାହ |,കാപ്പിലറി ഒഴുക്ക്
କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |,കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം
କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |,കാപ്പിലറി പോർ സ്പേസ്
କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |,കാപ്പിലറി പൊറോസിറ്റി
କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |,കാപ്പിലറി സ്പേസ്
ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |,ക്യാപ്‌ചർ വേഗത
କାର୍ବନେସନ୍ |,കാർബണേഷൻ
କାର୍ବନ କଳା,കാർബൺ കറുപ്പ്
କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |,കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |,കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |,കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ
କାଷ୍ଟର |,ജാതി
ପଥର ପକାନ୍ତୁ |,എറിയുന്ന കല്ല്
ଅନୁକ୍ରମଣିକା,കാറ്റലിസ്റ്റ്
କ୍ୟାଟେନା |,കാറ്റെന
ବିଲେଇ ମୁହଁ |,പൂച്ച മുഖം
ବିଲେଇ ମୁଣ୍ଡ,പൂച്ചയുടെ തല
କେସନ୍,കാറ്റേഷൻ
ବିଲେଇ ଚାଲିବା |,പൂച്ച നടത്തം
କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |,കാവിറ്റേഷൻ കേടുപാടുകൾ
ସେଲିଟ୍,സെലൈറ്റ്
ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |,സെല്ലുലാർ കോൺക്രീറ്റ്
ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ,സെല്ലുലാർ നിർമ്മാണം
ସିମେଣ୍ଟ |,സിമന്റ്
"ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |","സിമന്റ്, ബിറ്റുമിനസ്"
"ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |","സിമന്റ്, ഉയർന്ന ശക്തി"
"ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |","സിമന്റ്, ഹൈഡ്രോളിക്"
"ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |","സിമന്റ്, കുറഞ്ഞ ചൂട്"
"ସିମେଣ୍ଟ, ରାଜକୋଷ |","സിമന്റ്, കൊത്തുപണി"
"ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |","സിമന്റ്, പ്രകൃതി"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |","സിമന്റ്, പോർട്ട്ലാൻഡ്"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |","സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |","സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ"
"ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |","സിമന്റ്, സ്ലാഗ്"
"ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |","സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം"
"ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |","സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്"
"ସିମେଣ୍ଟ, ଧଳା |","സിമന്റ്, വെള്ള"
ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |,സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം
ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |,സിമന്റ് ഉള്ളടക്കം
ସିମେଣ୍ଟ ଜେଲ୍ |,സിമന്റ് ജെൽ
ସିମେଣ୍ଟ ବନ୍ଧୁକ |,സിമന്റ് തോക്ക്
ସିମେଣ୍ଟ କିଲ୍ |,സിമന്റ് ചൂള
ସିମେଣ୍ଟ ରଙ୍ଗ |,സിമന്റ് പെയിന്റ്
ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |,സിമന്റ് പ്ലാസ്റ്റർ
ସିମେଣ୍ଟ ପଥର |,സിമന്റ് പാറ
ସିମେଣ୍ଟ ସ୍ଲୁରି |,സിമന്റ് സ്ലറി
ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |,സിമന്റ് സംഭരണം
ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |,സിമന്റേഷൻ പ്രക്രിയ
କେନ୍ଦ୍ରକରଣ |,കേന്ദ്രീകരിക്കുന്നു
ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |,കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും
କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |,സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്
କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |,സെൻട്രൽ മിക്സർ
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |,അപകേന്ദ്ര ഫാൻ
ଚକ,ചോക്ക്
ଚାମ୍ଫର୍ |,ചാംഫർ
ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |,ചേംഫർ സ്ട്രിപ്പ്
ଚ୍ୟାନେଲ୍ ବିମ୍ |,ചാനൽ ബീം
ଚରିତ୍ରଗତ ଭାର |,സ്വഭാവസവിശേഷത ലോഡ്
ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |,സ്വഭാവ ശക്തി
ଚାର୍ଜ ଅଫ୍ |,ചാർജ്ജ് ഓഫ്
ଚାର୍ଜିଂ,ചാർജിംഗ്
ଯା cking ୍ଚ,പരിശോധിക്കുന്നു
ରାସାୟନିକ ବନ୍ଧ |,കെമിക്കൽ ബോണ്ട്
ଚେର୍ନୋଜେମ୍ |,ചെർനോസെം
ଛାତି ମାଟି |,ചെസ്റ്റ്നട്ട് മണ്ണ്
ଚିମନି ଗୁଟର |,ചിമ്മിനി ഗട്ടർ
ଚିପ୍ ବୋର୍ଡ |,ചിപ്പ് ബോർഡ്
ଚିପିଙ୍ଗ୍ |,ചിപ്പിംഗ്
ଚିପ୍ସ |,ചിപ്സ്
ଚୁଟ୍,ചട്ടി
କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର),ക്ലാസ് (കോൺക്രീറ്റ്)
ମାଟି,കളിമണ്ണ്
ମାଟି ବିଷୟବସ୍ତୁ |,കളിമൺ ഉള്ളടക്കം
ମାଟି ପ୍ୟାନ |,കളിമൺ പാൻ
ପରିଷ୍କାର,പൂർണമായി കാലിയാക്കുക
ସଫା କର,ക്ലീനപ്പ്
ସଫା କର |,ക്ലീറ്റ്
କ୍ଲିଙ୍କର୍ |,ക്ലിങ്കർ
କ୍ଲିପ୍,ക്ലിപ്പ്
ଜମାଟ ବାନ୍ଧିବା |,കട്ടപിടിക്കൽ
କଠିନ ଏଗ୍ରିଗେଟ୍ |,നാടൻ മൊത്തത്തിലുള്ളത്
କଠିନ ଶସ୍ୟ ମାଟି |,പരുക്കൻ ധാന്യമുള്ള മണ്ണ്
କୋଟ,കോട്ട്
କଫର୍ ଡ୍ୟାମ୍ |,കോഫർ ഡാം
ମିଳନ,ഒത്തുചേരൽ
କୋଲଏଡ୍ |,കൊളോയിഡ്
କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |,കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം
କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |,കൊളോയ്ഡൽ സിസ്റ്റം
ମିଳିତ ମାଟି |,കൊളുവിയൽ മണ്ണ്
ସ୍ତମ୍ଭ,കോളം
କମ୍ବିଂ ଶେଷ,കോമ്പഡ് ഫിനിഷ്
ମିଳିତ ପଦଚିହ୍ନ |,സംയോജിത കാൽപ്പാദം
ମିଶ୍ରିତ ଜଳ |,സംയോജിത വെള്ളം
ସାଧାରଣ କୋଠରୀ |,പൊതു മുറി
ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର,പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്
ଉପାଦାନ ବର୍ଗ,ഘടകം ചതുരം
କଂକ୍ରିଟ୍ |,കോൺക്രീറ്റ്
ସଂକଳନ,കോൺക്രീഷൻ
ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |,ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്
ପ୍ରଦୂଷକ,മലിനീകരണം
ଆଲକୋଭ୍ ରାନ୍ଧିବା |,ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു
ମୁକାବିଲା,നേരിടുകയാണ്
କରବେଲ |,കോർബെൽ
କର୍ନିସ୍ |,കോർണിസ്
ଦମ୍ପତି,കപ്ലർ
"ଦମ୍ପତି, ଦୁଇଥର |","കപ്ലർ, ഇരട്ട"
"ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |","കപ്ലർ, പുട്ട്ലോഗ്"
"ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |","കപ്ലർ, സ്വിവൽ"
ପାଠ୍ୟକ୍ରମ,കോഴ്സ്
ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |,ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |,മൂടിയ പ്രദേശം
କ୍ରିପ୍,ഇഴയുക
କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ക്രീപ്പ് കോഫിഫിഷ്യന്റ്
କ୍ରୋଟୋଭାଇନ୍ |,ക്രോട്ടോവിൻ
କାଉ ପାଦ |,കാക്ക കാൽ
ଖଣ୍ଡ ଗଠନ |,നുറുക്കിന്റെ ഘടന
ବନ୍ଦ କର |,കർബ്
ସାମ୍ପ୍ରତିକ,നിലവിലുള്ളത്
ବକ୍ର ପ୍ରତିରୋଧ,വക്ര പ്രതിരോധം
ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |,ഈർപ്പം പ്രൂഫ് കോഴ്സ്
ସମାପ୍ତ ତାରିଖ,പൂർത്തിയാക്കിയ തീയതി
ମୃତ ଭାର,ഡെഡ് ലോഡ്
ମୃତ ଜଳ |,ചത്ത വെള്ളം
ଡେସିବେଲ୍ |,ഡെസിബെൽ
ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |,ഡിഫ്ലോക്കുലേഷൻ
ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |,വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം
ଏକୀକରଣର ଡିଗ୍ରୀ |,അഗ്രഗേഷൻ ബിരുദം
ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |,വ്യാപനത്തിന്റെ അളവ്
ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |,സാച്ചുറേഷൻ ഡിഗ്രി
ଘନତା,സാന്ദ്രത
ମରୁଭୂମି ରାସ୍ତା,മരുഭൂമിയിലെ നടപ്പാത
ମରୁଭୂମି ମାଟି |,മരുഭൂമിയിലെ മണ്ണ്
ବିବରଣୀ,വിശദാംശങ്ങൾ
ବିକାଶ ଅବଧି,വികസന കാലയളവ്
ଡି-ରାଶି,ഡി-ചക്രവാളം
ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |,ഡയഗണൽ ബോണ്ട്
ଚିତ୍ର,ഡയഗ്രം
ଡିଜିଟାଲ୍ ଡକ୍ |,ഡിജിറ്റൽ ഡോക്ക്
ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |,വ്യത്യസ്ത ജലനിരക്ക്
ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |,ഡില്യൂഷൻ വെന്റിലേഷൻ
ଦିଲୁଭିୟମ୍,ഡിലുവിയം
ଭୋଜନ ଗୃହ,ഡൈനിംഗ് റൂം
ଦିଗ ପେଗ୍ |,ദിശ കുറ്റി
ବିଚ୍ଛେଦ |,വിസരണം
ବିଭ୍ରାନ୍ତକାରୀ |,ഡിസ്റ്റെമ്പർ
ଡକ୍ |,മുറിവാല്
ଦ୍ୱାର,വാതിൽ
ଛାତ୍ରାବାସ,ഡോർമർ
ଛାତ୍ରାବାସ ଯାଞ୍ଚ |,ഡോർമർ പരിശോധന
ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |,ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്
ଡବଲ୍ ସ୍ତର |,ഇരട്ട പാളി
ଡୋଭେଲ୍ |,ഡോവൽ
ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |,വരക്കാനുള്ള ബോർഡ്
ଚିତ୍ରାଙ୍କନ କକ୍ଷ |,സന്ദര്ശകമുറി
ଡ୍ରାଇଫ୍,ഡ്രിഫ്റ്റ്
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,ഉണങ്ങിയ ബൾബ് താപനില
ଶୁଖିଲା ଡକ୍ |,ഡ്രൈ ഡോക്ക്
ଶୁଖିଲା ରବର ନିର୍ମାଣ,ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി
ଡଚ୍ ବନ୍ଧନ |,ഡച്ച് ബോണ്ട്
ବାଣ୍ଡ କାନ୍ଥ |,കുള്ളൻ മതിൽ
ବାସସ୍ଥାନ ଏକକ,പാർപ്പിട യൂണിറ്റ്
