Odiya,Bengali
ଆଡାପ୍ଟର (ଆଡାପ୍ଟର),অ্যাডাপ্টার (অ্যাডাপ্টার)
ଆଡାପ୍ଟିଭ୍ ଡିଫେରିଏଲ୍ ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |,অভিযোজিত ডিফারেনশিয়াল পালস কোড মড্যুলেশন
ଠିକଣା ବହି,ঠিকানা বই
ଠିକଣା ବସ୍,ঠিকানা বাস
ଠିକଣା ରେଜୋଲୁସନ,ঠিকানা রেজোলিউশন
ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |,সংলগ্ন চ্যানেল হস্তক্ষেপ
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ,সংলগ্ন চ্যানেল নির্বাচন
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |,সংলগ্ন ফ্রিকোয়েন্সি
ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,সংলগ্ন ফ্রিকোয়েন্সি চ্যানেল
ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |,সংলগ্ন ছবি ক্যারিয়ার
ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |,সংলগ্ন সাউন্ড ক্যারিয়ার
ସଂଲଗ୍ନ ଷ୍ଟେସନ |,সংলগ্ন স্টেশন
ନିୟନ୍ତ୍ରିତ,সামঞ্জস্যযোগ্য
ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |,সামঞ্জস্যযোগ্য কনডেন্সার
ଚାପକୁ ସଜାଡିବା |,সামঞ্জস্য চাপ
ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |,সামঞ্জস্য করা রেঞ্চ
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,সামঞ্জস্য
ପ୍ରଶାସକ,প্রশাসক
ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |,উন্নত প্রযুক্তি
ବାୟୁ,এরিয়াল
ଏରିଲ୍ ଆରେ |,এরিয়াল অ্যারে
ଏରିଲ୍ ବୁଷ୍ଟର୍ |,এরিয়াল বুস্টার
ଏରିଲ୍ କରେଣ୍ଟ୍ |,এরিয়াল কারেন্ট
ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |,এরিয়াল আর্থিং সুইচ
ଏରିଲ୍ ଦକ୍ଷତା |,বায়বীয় দক্ষতা
ଏରିଲ୍ ଇନପେଟେନ୍ସ |,বায়বীয় প্রতিবন্ধকতা
ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |,এরিয়াল ইন্ডাক্ট্যান্স
ଏରିଆଲ୍ ଇନସୁଲେଟର |,এরিয়াল ইনসুলেটর
ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |,এরিয়াল লোডিং কয়েল
ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |,আকাশ থেকে ছবি তোলা
ଏରିଲ୍ ଶକ୍ତି |,বায়বীয় শক্তি
ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |,বায়বীয় বিকিরণ পুনর্নির্মাণ
ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |,বায়বীয় বিক্রিয়া
ଏରୋଡାଇନାମିକ୍ସ,এয়ারোডাইনামিক্স
ସଂସ୍ଥା,এজেন্সি
ବାୟୁ କମ୍ପ୍ରେସାକ୍ର,বায়ু সংকোচকারী
ବାୟୁ କଣ୍ଡନସର୍ |,এয়ার কনডেন্সার
ବାୟୁ ଥଣ୍ଡା,ঠান্ডা বাতাস
ବାୟୁ କୋଡ୍ କୋଇଲ୍ |,বায়ু কর্ড কয়েল
Accometication,এয়ারকন্ডিশনিং
ଆଲବେଡୋ |,আলবেডো
ଆଲଗୋରିଦମ,অ্যালগরিদম
ଛଦ୍ମନାମ,এলিয়াসিং
ମିଶ୍ରଣ,সারিবদ্ধ
ପରିଚାଳିତ,প্রান্তিককরণ
ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |,সমস্ত তরঙ্গ বিমান
ଆବଣ୍ଟନ,বরাদ্দ
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,বর্ণমালা
ବର୍ଣ୍ଣମାଳା,বর্ণমালা
ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |,আলফানিউমেরিক চরিত্র
ବର୍ଣ୍ଣମାଳା ସୂଚନା,আলফানিউমেরিক তথ্য
ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.),বিকল্প বর্তমান (এ.সি.)
ବିକଳ୍ପ,বিকল্প
Atternator,বিকল্প
ଉଚ୍ଚତା,উচ্চতা
ଆପୋଜି ର ଉଚ୍ଚତା |,অপোজির উচ্চতা
PERIGEE ର ଉଚ୍ଚତା |,পেরিগির উচ্চতা
ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |,অপেশাদার রেডিও যোগাযোগ
ଅଭିଳାଷୀ |,পরিবেশ
ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |,পরিবেশ মাইক্রোফোন
ପରିବେଶ ସର୍ତ୍ତ,পরিবেষ্টিত অবস্থা
ପରିବେଶ ଆଲୋକ |,পরিবেষ্টনকারী আলো
ଆମ୍ବିକ୍ ଶବ୍ଦ,পরিবেষ্টিত শব্দ
ପରିବେଶ ତାପମାତ୍ରା |,পরিবেষ্টিত তাপমাত্রা
ଆମେରିକୀୟ ମାନକ କୋଡ୍ |,আমেরিকান স্ট্যান্ডার্ড কোড
ଆମ୍ପେର୍,অ্যাম্পিয়ার
ଆମ୍ପେର୍ ମିଟର |,অ্যাম্পের মিটার
ବୃଦ୍ଧି,পরিবর্ধন
Amplfication ଫ୍ୟାକ୍ଟର୍ |,প্রশস্তকরণ ফ্যাক্টর
ଏମ୍ପ୍ଲିଫାୟର୍,পরিবর্ধক
ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |,পরিবর্ধক লাভ
ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |,পরিবর্ধক শব্দ
ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |,পরিবর্ধক সরঞ্জাম
କାଲିଷ୍ଟ୍ରନ୍,ক্লাইস্ট্রনকে প্রশস্তকরণ
Amplifying ୟୁନିଟ୍ |,পরিবর্ধক ইউনিট
ପ୍ରଶସ୍ତତା,প্রশস্ততা
ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |,প্রশস্ততা বিকৃতি
ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |,প্রশস্ততা ভ্রমণ
ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |,প্রশস্ততা ফ্যাক্টর
ପ୍ରଶସ୍ତତା ସୀମା,প্রশস্ততা সীমাবদ্ধ
ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |,প্রশস্ততা মোডুলেটেড
ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |,প্রশস্ততা মড্যুলেশন
ଆନାଗଲ୍ (ଆନାଗଲ୍),অ্যানালগ (অ্যানালগ)
ଆନାଗଲ୍ ସର୍କିଟ୍ |,অ্যানালগ সার্কিট
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,অ্যানালগ কম্পিউটার
ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল
ଆନାଗଲ୍ ଉପସ୍ଥାପନା |,অ্যানালগ উপস্থাপনা
ଆନାଗଲ୍ ସିଗନାଲ୍ |,এনালগ সংকেত
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |,ডিজিটাল অ্যানালগ
ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |,ডিজিটাল কনভার্টারে অ্যানালগ
ଆନାଗଲ୍ ଭିଡିଓ |,অ্যানালগ ভিডিও
ଅନୁରୂପ,সাদৃশ্য
ଆନାଲୋଜି,উপমা
ବିଶ୍ଳେଷଣ |,বিশ্লেষণ
ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,ডেটা বিশ্লেষণ
ଆନାଲିଟିକାଲ୍ ଘନତା |,বিশ্লেষণাত্মক ঘনত্ব
ବିଶ୍ଳେଷଣ କର |,বিশ্লেষণ করুন
ଆନିପ୍ରିଣ୍ଟେଜର |,বিশ্লেষক
ଅର୍କିଲିଡିଆ ଉପକରଣ |,আনুষঙ্গিক সরঞ্জাম
ଏବଂ ଫାଟକ,এবং গেট
କଲିମିର କୋଣ |,কলিমেশন কোণ
ପୋଲାରାଇଜେସନ୍ କୋଣ |,মেরুকরণের কোণ
ଘୂର୍ଣ୍ଣନର କୋଣ |,ঘূর্ণনের কোণ
Agtstom (å),অ্যাংস্ট্রোম (Å)
କୋଣାର୍କ,কৌণিক
କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |,কৌণিক ত্বরণ
କୋଣାର୍କ ସମବେଦନା |,কৌণিক সমন্বয়
କୋଣାର୍କ ବିବେକ |,কৌণিক ডিফ্লেশন
କୋଣାର୍କ ବିପରୀତ |,কৌণিক বিচ্ছুরণ
କୋଣାର୍କ ବିସ୍ଥାପନ |,কৌণিক স্থানচ্যুতি
କୋଣାର୍କ ତ୍ରୁଟି |,কৌণিক ত্রুটি
କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |,কৌণিক কম্পাংক
କୋଣାର୍କ ଗତି |,কৌণিক ভরবেগ
କୋଣାର୍କ ଗତି,কৌণিক গতি
କୋଣାର୍କ ବେଗ |,কৌণিক বেগ
ଆନିମେସନ୍,অ্যানিমেশন
Anode,আনোড
Anodod ବ୍ୟାଟେରୀ |,আনোড ব্যাটারি
Andod ବ istic ଶିଷ୍ଟ୍ୟ |,অ্যানোড বৈশিষ্ট্য
ଆନୋଡ ସର୍କିଟ୍ |,আনোড সার্কিট
ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ,অ্যানোড অপচয়
ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |,আনোড দক্ষতা
ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |,আনোড ইনপুট শক্তি
ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |,অ্যানোড মড্যুলেশন
ଆଣ୍ଟେନା |,অ্যান্টেনা
ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |,অ্যান্টেনা বিমউইথ
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,অ্যান্টেনা বুস্টার
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |,অ্যান্টেনা চেঞ্জওভার সুইচ
ଆଣ୍ଟେନା କୋଇଲ୍ |,অ্যান্টেনা কয়েল
ଆଣ୍ଟେନା ବିନ୍ୟାସ,অ্যান্টেনা কনফিগারেশন
ଆଣ୍ଟେନା କପଟର୍ |,অ্যান্টেনা কাপলার
ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |,অ্যান্টেনা ক্রস পোলার প্যাটার্ন
ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |,অ্যান্টেনা কারেন্ট
ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |,অ্যান্টেনা ডাইরেক্টিভিটি লাভ
ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |,অ্যান্টেনা ডুপ্লেক্সার
ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |,অ্যান্টেনা কার্যকর অঞ্চল
ଆଣ୍ଟେନା ଦକ୍ଷତା |,অ্যান্টেনা দক্ষতা
ଆଣ୍ଟେନା ଫିଡ୍ |,অ্যান্টেনা ফিড
ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |,অ্যান্টেনা ফুট প্রিন্ট
ଆଣ୍ଟେନା ଲାଭ,এন্টেনা
ଆଣ୍ଟେନା ଉଚ୍ଚତା |,অ্যান্টেনার উচ্চতা
ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |,অ্যান্টেনা প্রতিবন্ধকতা
ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |,অ্যান্টেনা ইন্ডাক্ট্যান্স
ଆଣ୍ଟେନା ପାଟର୍ନ |,অ্যান্টেনা প্যাটার্ন
ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |,অ্যান্টেনা প্লেক্সার
ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |,অ্যান্টেনা মেরুকরণ
ଆଣ୍ଟେନା ଶକ୍ତି |,অ্যান্টেনা শক্তি
ଆଣ୍ଟେନା ପାୱାର ଲାଭ |,অ্যান্টেনা পাওয়ার লাভ
ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |,অ্যান্টেনা বিকিরণ প্রতিরোধের
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |,অ্যান্টেনা প্রতিক্রিয়া
ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |,অ্যান্টেনা প্রতিচ্ছবি
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,অ্যান্টেনা প্রতিরোধের
ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |,অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি
ଆଣ୍ଟେନା ବ୍ୟବଧାନ |,অ্যান্টেনা ব্যবধান
ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |,অ্যান্টেনা স্যুইচিং রুম
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |,অ্যান্টেনা টিউনিং কয়েল
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |,অ্যান্টেনা টিউনিং হাট
ଆପେଚର,অ্যাপারচার
ଆପୋଲେଜ୍,অপোজি
ଆପୋଲେ ରକେଟ୍ |,অ্যাপোজি রকেট
ଉପକରଣ,যন্ত্রপাতি
ସ୍ପଷ୍ଟ,আপাত
ଆପଲେଟ୍,অ্যাপলেট
ପ୍ରୟୋଗ,আবেদন
ଆନୁମାନିକ,আনুমানিক
ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |,জলীয় সমাধান
ଆର୍କ,আর্ক
ସ୍ଥାପତ୍ୟ,আর্কিটেকচার
ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |,সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর
ଅଭିଲେଖାଗାର,সংরক্ষণাগার
ଗାଣିତିକ କୋଡିଂ |,গাণিতিক কোডিং
ଅର୍ଗର,আর্মার
ଅରତା ପବନ,আর্ম্যাচার বাতাস
ଆରେ,অ্যারে
ଆରେଷ୍ଟ୍ରର୍,অ্যারেস্টার
ଆର୍ଟଲେସନ୍,বক্তৃতা
କଳାକୃତି (= କଳାକୃତି),আর্টিফ্যাক্ট (= আর্টফ্যাক্ট)
ଆରୋହଣ,আরোহী
ଆନୁମାନିକ ଅନୁପାତ,আনুমানিক অনুপাত
ଏକତ୍ରିତ |,এসেম্বলার
ଧାରଣା,দাবী
ଆସାଇନମେଣ୍ଟ,অ্যাসাইনমেন্ট
ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |,অ্যাসাইনমেন্ট চ্যানেল
ଅସମାନଗତ,অসম্পূর্ণ
ଅସନ୍ତୁଳିତ,অ্যাসিঙ্ক্রোনাস
ବାୟୁମଣ୍ଡଳ,বায়ুমণ্ডল
ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |,বায়ুমণ্ডলীয় ক্ষতি
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,বায়ুমণ্ডলীয় শব্দ
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,বায়ুমণ্ডলীয় চাপ
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |,বায়ুমণ্ডলীয় প্রচার
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |,বায়ুমণ্ডলীয় রেডিও-তরঙ্গ
ବାୟୁମଣ୍ଡଳ,বায়ুমণ্ডল
ପରମାଣୁ,পরমাণু
ପରମାଣୁ ଗଠନ,পারমাণবিক গঠন
ସଂଲଗ୍ନ,সংযুক্তি
ସାଧନ,মনোযোগ
ଆଟେନେସନ୍ କ୍ଷତି |,মনোযোগ ক্ষতি
ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |,শব্দ তরঙ্গের মনোযোগ
ଆଟେଟୋଲେଟର୍ |,অ্যাটেনুয়েটর
ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |,অ্যাটেনুয়েটর-প্যাড
ପରିମାପ ସୀମା,অডিবিলিটি থ্রেশহোল্ড
ମୂଳଦୁଆ,শ্রুতিমধুর
ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |,শ্রুতিমধুর ফ্রিকোয়েন্সি
ଶ୍ରବଣୀୟ ସ୍ୱର,শ্রুতিমধুর সুর
ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |,শ্রুতি-বর্ণালী
ଦର୍ଶକ |,শ্রোতা
ଅଡିଓ,শ্রুতি
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিও পরিবর্ধক
ଅଡିଓ ଆନାଲିଜର |,অডিও বিশ্লেষক
ଅଡିଓ ପ୍ରସାରଣକାରୀ |,অডিও সম্প্রচার
ଅଡିଓ କେବୁଲ୍ |,অডিও কেবল
ଅଡିଓ ଶୃଙ୍ଖଳା,অডিও চেইন
ଅଡିଓ କୋଡେକ,অডিও কোডেক
ଅଡିଓ ସଙ୍କୋଚନ |,অডিও সংক্ষেপণ
ଅଡିଓ ସଙ୍କୋଚନ |,অডিও সংক্ষেপক
ଅଡିଓ କୋନସୋଲ |,অডিও কনসোল
ଅଡିଓ ବିକୃତ |,অডিও বিকৃতি
ଅଡିଓ ଗତିଶୀଳ ପରିସର |,অডিও গতিশীল পরিসীমা
ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |,অডিও ফাইল ফর্ম্যাট
ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |,অডিও ফ্রেম ফর্ম্যাট
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |,অডিও ফ্রিকোয়েন্সি জেনারেটর
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |,অডিও ফ্রিকোয়েন্সি ব্যাপ্তি
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া
ଅଡିଓ ସୀମା,অডিও সীমাবদ্ধ
ଅଡିଓ ରେଖା |,অডিও লাইন
ଅଡିଓ ମିକ୍ସର୍ |,অডিও মিক্সার
ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |,অডিও মড্যুলেশন
ଅଡିଓ ଓସକ୍ଲଟର |,অডিও দোলক
ଅଡିଓ ଆଉଟପୁଟ୍,অডিও আউটপুট
ଅଡିଓ ଶକ୍ତି |,অডিও শক্তি
ଅଡିଓ ଗୁଣ,অডিও মানের
ଅଡିଓ ସଙ୍କେତ,অডিও সংকেত
ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |,অডিও সিগন্যাল প্রসেসিং
ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍,অডিও বর্ণালী
ଅଡିଓ ଷ୍ଟୋରେଜ୍ |,অডিও স্টোরেজ
ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |,অডিও সাব-ক্যারিয়ার
ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |,অডিও ট্রান্সফর্মার
ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |,অডিও ট্রান্সমিটার
ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |,অডিও/ভিডিও সংক্ষেপণ
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |,অডিও-ফ্রিকোয়েন্সি দোলক
ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |,অডিও-ফ্রিকোয়েন্সি সিগন্যাল
ଅଡିଓମେଟ୍ରି |,অডিওমেট্রি
ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |,অডিও-ভিজ্যুয়াল সহায়তা
ଅଡିଟୋରୀ ଧାରଣା |,শ্রুতি উপলব্ধি
ପ୍ରାମାଣିକିକରଣ,প্রমাণীকরণ
ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |,অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি
ଅଟୋ କ୍ୟାଡ୍,অটো ক্যাড
ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |,অটো ডায়াগনস্টিকস
ସ୍ୱୟଂଚାଳିତ |,স্বয়ংক্রিয়
ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |,স্বয়ংক্রিয় নিয়ন্ত্রণ
ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |,স্বয়ংক্রিয় সনাক্তকরণ
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |,স্বয়ংক্রিয় সরঞ্জাম
ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |,স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ
ସ୍ୱୟଂଚାଳିତ ସୀମା |,স্বয়ংক্রিয় সীমাবদ্ধ
ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର,স্বয়ংক্রিয় মেশিন
