Telugu,Bengali
అడాప్టివ్ ఇంటిగ్రేషన్,অভিযোজিত সংহতকরণ
అడాప్టివ్ ట్రాన్స్వర్సల్ ఈక్వలైజర్,অভিযোজিত ট্রান্সভার্সাল ইকুয়ালাইজার
ఎంట్రీ జోడించబడింది,যুক্ত এন্ট্রি
అనుబంధం,সংযোজন
Adder,সংযোজন
అడెర్ సబ్‌ట్రాక్టర్,অ্যাডার সাবট্র্যাক্টর
ఫైల్ జోడించండి,ফাইল যুক্ত কর
అదనపు అక్షరం (= ప్రత్యేక అక్షరం),অতিরিক্ত চরিত্র (= বিশেষ চরিত্র)
అదనంగా రికార్డర్,সংযোজন রেকর্ডার
అదనంగా పట్టిక,সংযোজন টেবিল
సంకలిత లక్షణం,সংযোজন বৈশিষ্ট্য
మోడ్‌ను జోడించండి,মোড যুক্ত করুন
ఆపరేషన్ జోడించండి,অপারেশন যুক্ত করুন
చిరునామా,ঠিকানা
చిరునామా కొలత,ঠিকানা পরিমাপ
చిరునామా క్షితిజ సమాంతర స్థానం,ঠিকানাযোগ্য অনুভূমিক অবস্থান
చిరునామా పాయింట్,ঠিকানাযোগ্য পয়েন্ট
చిరునామా స్థానం,ঠিকানাযোগ্য অবস্থান
చిరునామా రిజిస్టర్,ঠিকানাযোগ্য নিবন্ধ
చిరునామా నిల్వ,ঠিকানাযোগ্য স্টোরেজ
చిరునామా నిలువు స్థానం,ঠিকানাযোগ্য উল্লম্ব অবস্থান
చిరునామా బస్సు,ঠিকানা বাস
చిరునామా కోడ్,ঠিকানা কোড
చిరునామా కంపారిటర్,ঠিকানা তুলনামূলক
చిరునామా గణన,ঠিকানা গণনা
చిరునామా స్థిరాంకం,ধ্রুবক ঠিকানা
చిరునామా మార్పిడి,ঠিকানা রূপান্তর
చిరునామా డేటా,ঠিকানা ডেটা
చిరునామా మెమరీ,সম্বোধন স্মৃতি
చిరునామా ప్రభావవంతంగా ఉంటుంది,ঠিকানা কার্যকর
చిరునామా ఫీల్డ్,ঠিকানা ক্ষেত্র
చిరునామా ఆకృతి,ঠিকানা ফর্ম্যাট
చిరునామా ఉచిత ప్రోగ్రామ్,ঠিকানা বিনামূল্যে প্রোগ্রাম
చిరునామా,সম্বোধন
చిరునామా  పాత్ర,সম্বোধন  চরিত্র
అంతరాయాన్ని పరిష్కరించడం,বাধা সম্বোধন
చిరునామా లూప్,লুপ সম্বোধন
వర్చువల్ మెమరీని పరిష్కరించడం,ভার্চুয়াল মেমরি সম্বোধন
చిరునామా ఇంటర్లేసింగ్,ঠিকানা ইন্টারল্যাকিং
చిరునామా లేని సూచనల ఆకృతి,ঠিকানাহীন নির্দেশাবলী ফর্ম্যাট
చిరునామా లైన్,ঠিকানা লাইন
చిరునామా మ్యాపింగ్,ঠিকানা ম্যাপিং
చిరునామా గుర్తు,ঠিকানা চিহ্ন
చిరునామా మార్పు,ঠিকানা পরিবর্তন
చిరునామా భాగం,ঠিকানা অংশ
చిరునామా పాయింటర్,ঠিকানা পয়েন্টার
చిరునామా రిజిస్టర్,ঠিকানা রেজিস্টার
చిరునామా సిగ్నల్,ঠিকানা সংকেত
చిరునామా పరిమాణం,ঠিকানা আকার
చిరునామా స్థలం,ঠিকানা স্থান
చిరునామా స్పేస్ ఐడెంటిఫైయర్,ঠিকানা স্পেস আইডেন্টিফায়ার
చిరునామా స్టాప్,ঠিকানা স্টপ
చిరునామా ట్రేస్,ঠিকানা ট্রেস
చిరునామా ట్రాక్,ঠিকানা ট্র্যাক
చిరునామా అనువాదం,ঠিকানা অনুবাদ
చిరునామా అనువాదకుడు,ঠিকানা অনুবাদক
జోడించు-ఉపశమనం సమయం,বিয়োগের সময় যোগ করুন
సమయాన్ని జోడించండి,সময় যোগ করুন
ప్రక్కనే,সংলগ্নতা
ప్రక్కనే ఉన్న నిర్మాణం,সংলগ্ন কাঠামো
ప్రక్కనే ఉన్న ఛానల్,সংলগ্ন চ্যানেল
ప్రక్కనే ఉన్న డొమైన్,সংলগ্ন ডোমেন
ప్రక్కనే ఉన్న మాతృక,সংলগ্ন ম্যাট্রিক্স
ప్రక్కనే ఉన్న నోడ్,সংলগ্ন নোড
ప్రక్కనే ఉన్న సబ్‌యారియా,সংলগ্ন সুবেরিয়া
అడ్జాయింట్ (సిస్టమ్),স্থগিত (সিস্টেম)
సర్దుబాటు,সামঞ্জস্য করুন
సర్దుబాటు పరిధి,সামঞ্জস্যযোগ্য মাত্রা
టెక్స్ట్ మోడ్‌ను సర్దుబాటు చేయండి,পাঠ্য মোড সামঞ্জস্য করুন
అడ్మినిస్ట్రేటివ్ డేటా ప్రాసెసింగ్,প্রশাসনিক ডেটা প্রসেসিং
పరిపాలనా ఆపరేషన్,প্রশাসনিক অপারেশন
అడ్మినిస్ట్రేటివ్ ఆపరేటర్,প্রশাসনিক অপারেটর
అడ్మినిస్ట్రేటివ్ ఆపరేటర్ స్టేషన్,প্রশাসনিক অপারেটর স্টেশন
పరిపాలనా మద్దతు వ్యవస్థ,প্রশাসনিক সহায়তা সিস্টেম
అధునాతన కమ్యూనికేషన్ సేవ,উন্নত যোগাযোগ পরিষেবা
అధునాతన సమాచార వ్యవస్థ,উন্নত তথ্য সিস্টেম
అధునాతనమైన ఆప్టికల్ క్యారెక్టర్ రీడర్,উন্নত অপটিক্যাল চরিত্র পাঠক
అధునాతన శాస్త్రీయ కంప్యూటర్,উন্নত বৈজ্ঞানিক কম্পিউটার
ఆకాశయాన,এরিয়াল
మొత్తం,সমষ্টি
మొత్తం వ్యక్తీకరణ,সামগ্রিক অভিব্যক্তি
లక్ష్య వృత్తం,লক্ষ্য বৃত্ত
లక్ష్యం ఫీల్డ్ (= లక్ష్యం చిహ్నం),লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক)
లక్ష్యం చిహ్నం,লক্ষ্য প্রতীক
వాయుమార్గాన కంప్యూటర్ వ్యవస్థ,বায়ুবাহিত কম্পিউটার সিস্টেম
బీజగణిత ఈజెన్వాల్యూ సమస్య,বীজগণিত ইগেনভ্যালু সমস্যা
బీజగణితం  అనుసంధానం,বীজগণিত  মিশ্রণ
బీజగణిత భాష,বীজগণিত ভাষা
బీజగణిత మానిప్యులేషన్,বীজগণিত হেরফের
బీజగణిత మానిప్యులేషన్ భాష,বীজগণিত ম্যানিপুলেশন ভাষা
బీజగణిత ఆధారిత భాష,বীজগণিতমুখী ভাষা
బీజగణిత షిఫ్ట్,বীজগণিত শিফট
బీజగణిత సంకేత సమావేశం,বীজগণিত সাইন কনভেনশন
ఆల్గోల్,অ্যালগল
ఆల్గోల్ ఫీచర్,অ্যালগল বৈশিষ্ট্য
ఆల్గోల్ ప్రోగ్రామింగ్,অ্যালগল প্রোগ্রামিং
అల్గోరిథం,অ্যালগরিদম
అల్గోరిథం అసోసియేటివ్ లాంగ్వేజ్,অ্যালগরিদম সহযোগী ভাষা
అల్గోరిథం వర్గీకరణ,অ্যালগরিদম শ্রেণিবিন্যাস
అల్గోరిథం సంక్లిష్టత,অ্যালগরিদম জটিলতা
అల్గోరిథం కంప్యూటబిలిటీ,অ্যালগরিদম গণনাযোগ্যতা
అల్గోరిథమిక్ విశ్లేషణ,অ্যালগরিদমিক বিশ্লেষণ
అల్గోరిథమిక్ విధానం,অ্যালগরিদমিক পদ্ধতির
అల్గోరిథమిక్ భాష,অ্যালগরিদমিক ভাষা
అల్గోరిథమిక్ దినచర్య,অ্যালগরিদমিক রুটিন
అల్గోరిథమిక్ సిద్ధాంతం,অ্যালগরিদমিক তত্ত্ব
అలియాస్,ওরফে
అలియాసింగ్,এলিয়াসিং
అలియాస్ పేరు (= ప్రత్యామ్నాయ పేరు),ওরফে নাম (= বিকল্প নাম)
అమరిక,প্রান্তিককরণ
కేటాయించండి,বরাদ্দ
కేటాయింపు నిర్మాణం,বরাদ্দ কাঠামো
ఆల్-పర్పస్ కంప్యూటర్,সমস্ত উদ্দেশ্যমূলক কম্পিউটার
అక్షర పాత్ర,বর্ণমালা চরিত্র
అక్షర అక్షర సమితి,বর্ণমালা চরিত্র সেট
అక్షర అక్షర ఉపసమితి,বর্ণমালা চরিত্রের সাবসেট
అక్షర కోడ్,বর্ণমালা কোড
అక్షర షిఫ్ట్,বর্ণমালা শিফট
అక్షర స్ట్రింగ్,বর্ণমালা স্ট্রিং
అక్షర పదం,বর্ণমালা শব্দ
వర్ణమాల,বর্ণমালা
ఆల్ఫాజియోమెట్రిక్స్,আলফেজোমেট্রিক্স
ఆల్ఫామెరిక్,বর্ণমালা
ఆల్ఫామోసాయిక్,আলফামোসাইক
ఆల్ఫాన్యూమరిక్,বর্ণমালা
ఆల్ఫాన్యూమరికల్ కీబోర్డ్ పరికరం,আলফানুমারিকাল কীবোর্ড ডিভাইস
ఆల్ఫాన్యూమరిక్ క్యారెక్టర్ సెట్,আলফানিউমেরিক চরিত্র সেট
ఆల్ఫాన్యూమరిక్ కోడ్,আলফানিউমেরিক কোড
ఆల్ఫాన్యూమరిక్ కోడెడ్ క్యారెక్టర్ సెట్,আলফানিউমেরিক কোডেড চরিত্র সেট
ఆల్ఫాన్యూమరిక్ డేటా,আলফানিউমেরিক ডেটা
ఆల్ఫాన్యూమరిక్ డిస్ప్లే పరికరం,আলফানিউমেরিক ডিসপ্লে ডিভাইস
ఆల్ఫాన్యూమరిక్ సవరించిన పాత్ర,আলফানিউমেরিক সম্পাদিত চরিত্র
ఆల్ఫాన్యూమరిక్ ఫీల్డ్,আলফানিউমেরিক ফিল্ড
ఆల్ఫాన్యూమరిక్ ఇన్స్ట్రక్షన్,বর্ণমালা নির্দেশ
ఆల్ఫాన్యూమరిక్ కీబోర్డ్,আলফানিউমেরিক কীবোর্ড
ఆల్ఫాన్యూమరిక్ విధమైన,আলফানিউমেরিক বাছাই
ఆల్ఫాన్యూమరిక్ స్టోరేజ్,আলফানিউমেরিক স্টোরেজ
మార్చగల మెమరీ,পরিবর্তনযোগ্য মেমরি
మార్పు స్విచ్,পরিবর্তন সুইচ
మార్చడం,পরিবর্তন
ఆల్టర్ మోడ్,পরিবর্তন মোড
ప్రత్యామ్నాయ రికవరీ,বিকল্প পুনরুদ্ধার
ప్రత్యామ్నాయ మార్గం,বিকল্প রুট
ప్రత్యామ్నాయ రౌటింగ్,বিকল্প রাউটিং
ప్రత్యామ్నాయ ట్రాక్,বিকল্প ট্র্যাক
ప్రత్యామ్నాయం (= లేదా ఆపరేషన్),বিকল্প (= বা অপারেশন)
ప్రత్యామ్నాయ లక్షణం,বিকল্প বৈশিষ্ট্য
ప్రత్యామ్నాయ తిరస్కరణ (= మరియు ఆపరేషన్ కాదు),বিকল্প অস্বীকার (= না-অপারেশন)
అస్పష్టత లోపం,অস্পষ্টতা ত্রুটি
అస్పష్టమైన సూచన,অস্পষ্ট রেফারেন্স
అనలాగ్,অ্যানালগ
అనలాగ్ యాడర్,অ্যানালগ অ্যাডার
అనలాగ్ ఛానల్,অ্যানালগ চ্যানেল
అనలాగ్ కంప్యూటర్,অ্যানালগ কম্পিউটার
అనలాగ్ కన్వర్టర్,অ্যানালগ রূপান্তরকারী
అనలాగ్ డేటా,অ্যানালগ ডেটা
అనలాగ్ డివైడర్,অ্যানালগ বিভাজক
అనలాగ్ ఫెసిలిటీ టెర్మినల్,অ্যানালগ সুবিধা টার্মিনাল
అనలాగ్ ఫంక్షన్  జనరేటర్,অ্যানালগ ফাংশন  জেনারেটর
అనలాగ్ ఇంటిగ్రేషన్,অ্যানালগ ইন্টিগ্রেশন
అనలాగ్ గుణకం,অ্যানালগ গুণক
అనలాగ్ ప్రోగ్రామింగ్,অ্যানালগ প্রোগ্রামিং
అనలాగ్ స్కేలింగ్,অ্যানালগ স্কেলিং
అనలాగ్ సిగ్నల్,এনালগ সংকেত
అనలాగ్ అనుకరణ,অ্যানালগ সিমুলেশন
అనలాగ్ స్విచ్,অ্যানালগ সুইচ
అనలాగ్ వ్యవస్థ,অ্যানালগ সিস্টেম
డిజిటల్‌కు అనలాగ్  కన్వర్టర్,ডিজিটাল অ্যানালগ  রূপান্তরকারী
డిజిటల్‌కు అనలాగ్  ఎన్కోడర్,ডিজিটাল অ্যানালগ  এনকোডার
అనలాగ్ ట్రాన్స్మిషన్,অ্যানালগ সংক্রমণ
అనలాగ్ రకం,অ্যানালগ প্রকার
విశ్లేషణ బ్లాక్,বিশ্লেষণ ব্লক
విశ్లేషణ మోడ్,বিশ্লেষণ মোড
విశ్లేషణాత్మక ఇంజిన్,বিশ্লেষণাত্মক ইঞ্জিন
పూర్వీకుల పని,পৈতৃক কাজ
సహాయక పరికరాలు,আনুষঙ্গিক সরঞ্জাম
మరియు,এবং
మరియు సర్క్యూట్,এবং সার্কিট
మరియు మూలకం,এবং উপাদান
మరియు గేట్,এবং গেট
మరియు మాస్కింగ్,এবং মাস্কিং
మరియు ఆపరేషన్ కాదు (= మినహాయింపు,এবং অপারেশন নয় (= বর্জন
మరియు ఆపరేషన్,এবং অপারেশন
అనెక్స్ మెమరీ,সংযুক্তি স্মৃতি
ఉల్లేఖనం,টীকা
అనన్సియేటర్,ঘোষণা
తిరిగి సమాధానం ఇవ్వండి,উত্তর পাঠাও
సమాధానం ఆలస్యం,উত্তর দেরি
సమయం సమాధానం,উত্তর সময়
సమాధానం దీపం,উত্তর প্রদীপ
జవాబు జాబితా,উত্তর তালিকা
సమాధానం మాత్రమే,শুধুমাত্র উত্তর
Ntic హించే మోడ్,প্রত্যাশা মোড
ముందస్తు బఫరింగ్,প্রত্যাশিত বাফারিং
ముందస్తు క్యారీ,প্রত্যাশিত বহন
ముందస్తు పేజింగ్,প্রত্যাশিত পেজিং
ప్రతిస్కందకం ఆపరేషన్,অ্যান্টিকোয়েনসেন্স অপারেশন
ప్రతిస్కందకం మూలకం,অ্যান্টিকোইনসেন্টেন্ট উপাদান
అపెరియోడిక్ యాంటెన్నా,অ্যাপেরিওডিক অ্যান্টেনা
ఎపర్చరు కార్డు,অ্যাপারচার কার্ড
ఎపర్చరు కోడ్,অ্যাপারচার কোড
ఎపర్చరు సమయం,অ্যাপারচার সময়
అనుబంధం,সংযোজন
అనుబంధ పని,অ্যাপেন্ডেজ টাস্ক
అప్లికేషన్ డెవలపర్,অ্যাপ্লিকেশন ডেভেলপার
అప్లికేషన్ లేయర్,আবেদন স্তর
అప్లికేషన్ ఓరియెంటెడ్ లాంగ్వేజ్,অ্যাপ্লিকেশন ভিত্তিক ভাষা
అప్లికేషన్ ప్యాకేజీ,অ্যাপ্লিকেশন প্যাকেজ
అప్లికేషన్ ప్రోగ్రామ్,এপ্লিকেশন প্রোগ্রাম
అప్లికేషన్ ప్రోగ్రామింగ్,অ্যাপ্লিকেশন প্রোগ্রামিং
అప్లికేషన్ అవసరం భాష,অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা
అప్లికేషన్ సాఫ్ట్‌వేర్,অ্যাপ্লিকেশন সফ্টওয়্যার
అప్లిక్,অ্যাপ্লিক
ఉజ్జాయింపు సిద్ధాంతం,আনুমানিক তত্ত্ব
ఏకపక్ష ప్రాప్యత,স্বেচ্ছাসেবী অ্যাক্সেস
ఏకపక్ష సీక్వెన్స్ కంప్యూటర్,স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার
మధ్యవర్తిత్వ,সালিশ
వాస్తుశిల్పం,আর্কিটেকচার
ఆర్కైవింగ్,সংরক্ষণাগার
స్థల సంకేతం,এরিয়া কোড
ప్రాంత శోధన,অঞ্চল অনুসন্ধান
ప్రాంత బదిలీ,অঞ্চল স্থানান্তর
ఏరియా వేరియబుల్,অঞ্চল পরিবর্তনশীল
వాదన,যুক্তি
ఆర్గ్యుమెంట్ చిరునామా,যুক্তি ঠিকানা
ఆర్గ్యుమెంట్ జాబితా,যুক্তি তালিকা
అంకగణిత బోధన,গাণিতিক নির্দেশ
అంకగణిత మరియు అంకగణిత విభాగం,গাণিতিক এবং যুক্তি ইউনিট
అంకగణిత అసైన్‌మెంట్ స్టేట్మెంట్,গাণিতিক অ্যাসাইনমেন্ট বিবৃতি
అంకగణిత చెక్,গাণিতিক চেক
అంకగణిత స్థిరాంకం,পাটিগণিত ধ্রুবক
అంకగణిత మార్పిడి,গাণিতিক রূপান্তর
అంకగణిత డేటా,গাণিতিক ডেটা
అంకగణిత మినహాయింపు,পাটিগণিত ব্যতিক্রম
అంకగణిత వ్యక్తీకరణ,গাণিতিক অভিব্যক্তি
అంకగణిత స్థిర బిందువు,গাণিতিক স্থির পয়েন্ট
అంకగణిత సోపానక్రమం,পাটিগণিত শ্রেণিবিন্যাস
అంకగణితం ఉంటే స్టేట్మెంట్,বিবৃতি যদি গাণিতিক
అంకగణిత తర్కం,গাণিতিক যুক্তি
అంకగణిత లాజిక్ యూనిట్,গাণিতিক যুক্তি ইউনিট
అంకగణిత ఆపరేషన్,পাটিগণিত অপারেশন
అంకగణిత ఆపరేటర్,পাটিগণিত অপারেটর
అంకగణిత ఓవర్ఫ్లో,পাটিগণিত ওভারফ্লো
అంకగణిత చిత్ర డేటా,গাণিতিক ছবির ডেটা
అంకగణిత ప్రాధాన్యత,গাণিতিক অগ্রাধিকার
అంకగణిత ప్రాధమిక,গাণিতিক প্রাথমিক
అంకగణిత రిజిస్టర్,গাণিতিক নিবন্ধ
అంకగణిత సంబంధం,গাণিতিক সম্পর্ক
అంకగణిత స్కాన్,গাণিতিক স্ক্যান
అంకగణిత విభాగం,গাণিতিক বিভাগ
అంకగణిత మార్పు,গাণিতিক শিফট
అంకగణిత బదిలీ,গাণিতিক স্থানান্তর
అంకగణిత ప్రకటన,পাটিগণিত বিবৃতি
అంకగణిత పదం,গাণিতিক শব্দ
అంకగణిత అండర్ఫ్లో,পাটিগণিত আন্ডারফ্লো
అంకగణిత యూనిట్,গাণিতিক ইউনিট
అమరిక,অ্যারে
శ్రేణి బౌండ్,অ্যারে বাউন্ড
అర్రే కంప్యూటర్,অ্যারে কম্পিউটার
శ్రేణి పరిమాణం,অ্যারে মাত্রা
శ్రేణి మూలకం,অ্যারে উপাদান
శ్రేణి వ్యక్తీకరణ,অ্যারে এক্সপ্রেশন
శ్రేణి పేరు,অ্যারের নাম
నిర్మాణాల శ్రేణి,কাঠামোর অ্যারে
అర్రే ప్రింటింగ్,অ্যারে প্রিন্টিং
శ్రేణి ప్రాసెసింగ్,অ্যারে প্রসেসিং
అర్రే ప్రాసెసర్,অ্যারে প্রসেসর
ఉచ్చారణ పాయింట్,বক্তৃতা পয়েন্ট
కృత్రిమ జ్ఞానం,কৃত্রিম জ্ঞান
కృత్రిమ మేధస్సు,কৃত্রিম বুদ্ধিমত্তা
కృత్రిమ భాష,কৃত্রিম ভাষা
కృత్రిమ వేరియబుల్,কৃত্রিম পরিবর্তনশীল
ఆర్ట్స్ అప్లికేషన్ డేటా బ్యాంక్,আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক
ఆర్ట్స్ అప్లికేషన్ మ్యూజిక్,আর্টস অ্যাপ্লিকেশন সংগীত
ఆర్ట్స్ అప్లికేషన్ సరళి తరం,আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন
ఆరోహణ,আরোহী
ఆరోహణ క్రమబద్ధీకరణ,আরোহী বাছাই
అస్సిల్,Ascil
ASCII నియంత్రణ అక్షరం,ASCII নিয়ন্ত্রণ চরিত্র
ASCII కీ బోర్డు,ASCII কী বোর্ড
కారక,দিক
కారకం మరియు,দিক এবং
సమీకరించటం,একত্রিত করা
సమావేశమైన మూలం,একত্রিত উত্স
వ్యవధిని సమీకరించండి,সময়কাল একত্রিত করুন
సమీకరించేవాడు,এসেম্বলার
సమీకరించే ఆదేశం,এসেম্বলার ডাইরেক্টিভ
సమీకరించే సౌకర్యం,এসেম্বলার সুবিধা
సమీకరించే భాష,এসেম্বলার ভাষা
సమీకరించడం,একত্রিত
సమీకరించే దశ,সমাবেশ পর্ব
సమీకరించే సమయాన్ని,সময় একত্রিত
అసెంబ్లీ,সমাবেশ
అసెంబ్లీ భాష,এসেম্বলি
అసెంబ్లీ భాషా ప్రోగ్రామింగ్,অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং
అసెంబ్లీ భాషా సాఫ్ట్‌వేర్ వశ్యత,সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা
అసెంబ్లీ జాబితా,সমাবেশ তালিকা
అసెంబ్లీ దశ,সমাবেশ পর্ব
అసెంబ్లీ దినచర్య,সমাবেশ রুটিন
అసెంబ్లీ సమయం,সমাবেশ সময়
అసెంబ్లీ యూనిట్,সমাবেশ ইউনিট
అసైన్‌మెంట్ ఇండెక్సింగ్,অ্যাসাইনমেন্ট ইনডেক্সিং
అసైన్‌మెంట్ ఆపరేషన్,অ্যাসাইনমেন্ট অপারেশন
అసైన్‌మెంట్ స్టేట్మెంట్,নিয়োগ বিবৃতি
అసోసియేటివ్ చిరునామా,সহযোগী ঠিকানা
అసోసియేటివ్ అర్రే రిజిస్టర్,সহযোগী অ্যারে রেজিস্টার
అసోసియేటివ్ కీ,সহযোগী কী
అసోసియేటివ్ లాంగ్వేజ్,সহযোগী ভাষা
అసోసియేటివ్ మెమరీ,সহযোগী স্মৃতি
అసోసియేటివ్ స్టోరేజ్,সহযোগী স্টোরেজ
దశాంశ బిందువు,দশমিক বিন্দু ধরে নেওয়া
అసమాన పరికరం,অসমমিত ডিভাইস
అసమాన i/ఓ,অসমমিত আই/ও
అసమకాలిక,অ্যাসিঙ্ক্রোনাস
అసమకాలిక కంప్యూటర్,অ্যাসিঙ্ক্রোনাস কম্পিউটার
అసమకాలిక డేటా బదిలీ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার
