Tamil,Gujarati
அகரவரிசை வரிசை,વર્ણાનુક્રમ
வாக்குவாதம்,બોલો
மாற்று,વૈભવી
மாற்று,વૈકલ્પિક
ஒருங்கிணைப்பு,સંવાદ
திருத்தப்பட்ட வரைவு,સુધારેલો મુસદ્દો
திருத்தம்,સુધારો
வசதி,સુંદરતા
இணக்கமான,સુખદ
வெடிமருந்து,દારૂગોળો
கடனின் கடன்தொகை,દેવું
தொகை,રકમ
ஓய்வூதியத்தின் அளவு,પેન્શનની રકમ
ஒப்பீட்டு இடுகை,એકસમાન સ્થાન
பகுப்பாய்வு,વિશ્લેષણ
பகுப்பாய்வு ஆய்வு,વિશ્લેષણાત્મક
மூதாதையர்,વડપણ
துணை தொழில்,આનુષંગિક ઉદ્યોગ
பகை,શિષ્ટાચાર
இணைப்பு,જોડાણ
ஆண்டு,વર્ષગાંઠ
அறிவிப்பு,જાહેરાત
எரிச்சல்,ત્રાસ
ஆண்டு நிதி அறிக்கை,વાર્ષિક નિવેદન
ஆண்டு அறிக்கை,વાર્ષિક હિસાબ
ஆண்டு,વાર્ષિકી
அநாமதேய,અનામી
அநாமதேய புகார்,નામંજૂર ફરિયાદ
பதில்,જવાબદારપણું
விடைத்தாள்,ઉત્તરવહી
எதிரி,વિરોધી
முன்னோடிகள்,પૂર્વવર્તીઓ
எதிர்பார்க்கப்பட்ட செலவு,અપેક્ષિત ખર્ચ
எதிர்பார்க்கப்பட்ட வருமானம்,અપેક્ષિત આવક
எதிர்பார்ப்பு,અપેક્ષા
எதிர்பார்ப்பு ஜாமீன்,અપેક્ષિત જામીન
ஊழல் எதிர்ப்பு நடவடிக்கை,ભ્રષ્ટાચાર માપદંડ
டம்பிங் எதிர்ப்பு,પ્રતિષ્ઠાવાન
பழங்கால,પ્રાચીન
நிறவெறி,રંગભુળ
அக்கறையின்மை,દુ: ખ
உச்ச உடல்,ટોચ
மன்னிப்பு,માફી
மேல்முறையீடு,અપીલ
தோற்றம்,દેખાવ
திருப்தி,સંતાપવું
மேல்முறையீட்டு தீர்ப்பாயம்,અપીલ પંચ
பின் இணைப்பு,પરિશિષ્ટ
சாதனம்,ઉપકરણ
பொருந்தும்,લાગુ પડે એવું
விண்ணப்பதாரர்,અરજદાર
விண்ணப்பம்,નિયમ
விண்ணப்ப படிவம்,અરજી પત્ર
பயன்படுத்தப்பட்டது,લાગુ કરવું
விண்ணப்பிக்கவும்,અરજી કરવી
நியமிக்கப்பட்டவர்,નિમણૂક કરનાર
அதிகாரத்தை நியமித்தல்,નિયુક્ત સત્તા
நியமனம்,નિમણૂક
நியமனம் கடிதம்,નિમણૂક -પત્ર
அமைச்சரவையின் நியமனங்கள் குழு,નિમણૂક સમિતિ
ஊதியப் பகிர்வு,વેતનનું વિભાજન
மதிப்பீடு,મૂલ્યાંકન
மதிப்பீட்டாளர்,મુલવણી કરનાર
பாராட்டு,કદર
அச்சம்,આશંકા
பயிற்சி,ઉમેદવાર
அணுகுமுறை,અભિગમ
பொருத்தமானது,યોગ્ય
பொருத்தமான நடவடிக்கை,યોગ્ય કાર્યવાહી
பொருத்தமான தலை,યોગ્ય
ஒதுக்கீடு,વિનિયોગ
ஒப்புதல்,મંજૂરી
தோராயமான,આશરે
ஆப்டிட்யூட் சோதனை,અભિરુચિ કસોટી
தன்னிச்சையானது,મનસ્વી
நடுவர்,મધ્યસ્થી
நடுவர்,લવાદી
நடுவர் தீர்ப்பாயம்,લવાદી પંચ
நடுவர்,લવાદી
கட்டிடக்கலை,સ્થાપત્ય
காப்பகங்கள்,દફ્તર
பகுதி,વિસ્તાર
பகுதி தலைமையகம்,વિસ્તારનું મુખ્ય મથક
வாதம்,દલીલ
எழும்,ઊગવું
ஆயுத படைகள்,સશસ્ત્ર દળો
ஏற்பாடு,વ્યવસ્થા
நிலுவைத் தொகை,બાકી
நிலுவைத் அறிக்கை,બાકી રાખનાર પત્રક
வருகை அறிக்கை,આગોતડી અહેવાલ
ஆணவம்,ઘમંડ
அர்செனல்,શસ્ત્રસાર
கட்டுரை,વસ્તુ
சங்கத்தின் கட்டுரைகள்,મંડળ
கட்டுரைகள்,લેખ
ஏறுவரிசை ஒழுங்கு,ચડતો હુકમ
தெரிந்து கொள்ளுங்கள்,ખાતરી કરવી
எங்கே இருக்கிறது,જ્યાં છે ત્યાં છે
அம்சம்,દૃષ્ટિ
ஆவேசம்,આછા
படுகொலை,હત્યા
தாக்குதல்,હુમલો
ஒன்றுகூடு,ભેગા
சட்டசபை,વિધાનસભા
ஒப்புதல்,અનુમાન
உறுதிப்படுத்தவும்,ભારપૂર્વક કહેવું
மதிப்பீட்டாளர்,આકારણી કરનાર
மதிப்பீடு,આકારણી
மதிப்பீட்டு ஆண்டு,આકારણી વર્ષ
மதிப்பீட்டாளர்,આકારણીકાર
சொத்துக்கள்,અસ્ક્યામત
ஒதுக்கப்பட்டவர்,મુખત્ર
ஒதுக்கீடு,સોંપણી
ஒதுக்குபவர்,મુલકવનાર
உதவி,સહાય
இணை,સાથી
தொடர்பு,મંડળ
கட்டணம் அனுமானம்,હવાલો
உத்தரவாதம்,ખાતરી
உத்தரவாத நிறுவனம்,ખાતરી કંપની
உறுதி,ખાતરી આપવી
தள்ளுபடியில்,અપટ
அணு சக்தி,અણુની શક્તિ
சமமாக,સમકક્ષ
பிரீமியத்தில்,ઈમારત
இணைக்கவும்,સંલગ્ન કરવું
இணைக்கப்பட்ட அலுவலகம்,જોડાયેલ કચેરી
இணைப்பு,જોડાણ
இணைப்பு வரிசை,જોડાણનો હુકમ
அடைதல்,પ્રાપ્તિ
முயற்சி,પ્રયત્ન
வருகை,ઉપસ્થિત
வருகை பதிவு,ઉપસ્થિત રજિસ્ટર
வருகை சீட்டு,ઉપસ્થિત કાપલી
கவனம்,ધ્યાન
சான்றளித்தல்,પ્રમાણન
சான்றளிக்கப்பட்ட நகல்,પ્રમાણિત પ્રત
அணுகுமுறை,વલણ
கவர்ச்சிகரமான சம்பளம்,આકર્ષક પગાર
ஏலம்,હરાજી
ஏலதாரர்,હરાજી કરવી
ஏல விற்பனை,હરાજીનું વેચાણ
பார்வையாளர்கள்,શ્રોતા
ஆடியோ-காட்சி காட்சி,દૃષ્ટિકોણ
ஆடியோ காட்சி விளம்பரம்,વિઝ્યુઅલી પ્રચાર
தணிக்கை,હિસાબ -તપાસણી
தணிக்கை செய்யப்பட்ட கணக்குகள்,ઓડિટ કરેલ હિસાબ
தணிக்கை செய்யப்பட்ட இருப்புநிலை,Ited ડિટ કરેલી સર્ટિલશીટ
தணிக்கை,Itingણ
தணிக்கை ஆட்சேபனை,હિસાબ -તપાસણીનો વાંધો
தணிக்கையாளரின் அறிக்கை,Itor ડિટર અહેવાલ
ஆடிட்டோரியம்,સભાગૃહ
தணிக்கை பத்தி,ઓડિટ ફકરા
தணிக்கை அறிக்கை,હિસાબ -તપાસણી અહેવાલ
சிக்கன நடவடிக்கை,કઠોરતા
சிக்கன நடவடிக்கை,કઠોર પગલાં
உண்மையான,અધિકૃત
அங்கீகரிக்கப்பட்ட பிரதிநிதி,અધિકૃત પ્રતિનિધિ
அதிகாரப்பூர்வ,પ્રમાણભૂત
அதிகாரம்,અધિકાર
அதிகார கடிதம்,સત્તાધિકારનો પત્ર
அங்கீகாரம் பெற்றவர்,અધિકૃત
அங்கீகரிக்கப்பட்ட மூலதனம்,અધિકૃત મૂડી
தானியங்கி,સ્વચાલિત
தன்னாட்சி,સ્વાયત્ત
தன்னாட்சி உடல்,સ્વાયત્ત સંસ્થા
தன்னாட்சி,સ્વાયત્તતા
துணை,સહાયક
கிடைக்கிறது,ઉપલબ્ધ
சராசரி,સરેરાશ
சராசரி விடுப்பு,સરેરાશ રજા
வெறுப்பு,અણગમો
தவிர்க்கவும்,અટકાવવું
தவிர்க்கவும்,ટાળવું
வரியைத் தவிர்ப்பது,કર બંધ
காத்திருந்தது,રાહ જોવાયેલું
விருது,પુરસ્કાર
அதிகாரம் வழங்குதல்,પુરસ્કાર સત્તાધિકારી
விழிப்புணர்வு,જાગરૂકતા
பின்வாங்கியது,પીછેહઠ
பின்னணி,પૃષ્ઠભૂમિ
பின் பதிவு,પાછલી લોગ
பின்னால்,પાછા બહાર
பின் குறிப்பு,પાછલી વાત
காப்புப்பிரதி,પીછેહઠ કરવી
பின்தங்கிய வகுப்புகள்,પછાત વર્ગ
பின்தங்கிய பழங்குடி,પછાત આદિજાતિ
மோசமான பேரம்,ખરાબ સોદો
மோசமான நடத்தை,ખરાબ વર્તન
மோசமான தன்மை,ખરાબ પાત્ર
மோசமான காலநிலை கொடுப்பனவு,ખરાબ આબોહવા ભથ્થું
மோசமான நடத்தை,ખરાબ વર્તન
மோசமான கடன்,ખરાબ દેવું
சாமான்கள்,સામાન
ஜாமீன்,જામીન
இருப்பு,સમતોલ
சமநிலை வீழ்த்தப்பட்டது,સરખામણી નીચે લાવવામાં
இருப்பு முன்வைக்கப்பட்டது,સંતુલન આગળ લાવવામાં
சீரான பட்ஜெட்,સમતોલ અંદાજપત્ર
இருப்புநிலை,સરવૈયા
வாக்குப்பதிவு,મતદાન
வாக்குப் பெட்டி,મતપેટી
வாக்குப்பதிவு காகிதம்,મતદાનનો કાગળ
தடை,પ્રતિબંધ
வங்கி,બેંક
வங்கி கணக்கு,બેંક એકાઉન્ટ
வங்கி இருப்பு,બેંક સિલક
வங்கி கட்டணங்கள்,બેંક ખર્ચ
வங்கி உத்தரவாதம்,બેંક ની ખાતરી
வங்கி விடுமுறை,બેંક રજા
வங்கி வசதி,બેંકિંગ સુવિધા
வங்கி நேரம்,બેંકિંગ કલાકો
வங்கி பரிவர்த்தனை,બેંકિંગ લેવડદેવડ
வங்கி வீதம்,બેંક દર
வங்கி சமரசம்,બેંક સમાધાન
திவாலானது,નાદાર
வங்கி பாதுகாப்பு,બેંક સુરક્ષા
வங்கி அறிக்கை,બેંક સ્ટેટમેન્ટ
விருந்து,ભોજન સમારંભ
பார் கவுன்சில்,પટ્ટી પરિષદ
பேரம்,સોદો
பேரம் பேசுதல்,સોદાબાજી
தரிசு நிலம்,ઉજ્જડ જમીન
பண்டமாற்று,સાપ્તાહિક
அடித்தளம்,પાયો
ஆதாரமற்றது,તબાને
அடித்தளம்,આધાર
அடிப்படை ஆண்டு,મુખ્ય વર્ષ
அடிப்படை,પાયાની
அடிப்படையில்,મૂળભૂત રીતે
அடிப்படை நுண்ணறிவு,મૂળ બાતમી
அடிப்படை ஊதியம்,મૂળ પગાર
ஊதியத்தின் அடிப்படை அளவு,મૂળ પગાર ધોરણ
அடிப்படை பயிற்சி,મૂળભૂત તાલીમ
அடிப்படை,આધાર
தொகுதி,ચોપડી
தொகுதி எண்,બેચ નંબર
தாங்கி காசோலை,વાહક ચેક
மேற்கோள் காட்டப்படுவதற்கு முன்,ટાંકવામાં આવે તે પહેલાં
நடத்தை,વર્તન
நம்பிக்கை,વિશ્વાસ
Par க்கு கீழே,નીચે
பெஞ்ச்,હોદ્દો
பெஞ்ச்மார்க்,બેહદ નિશાની
நன்மை பயக்கும்,લાભદાયી
பயனாளி,લાભ મેળવનાર
நன்மை,લાભ
சந்தேகத்தின் நன்மை,શંકાનો લાભ
கருணை,પરોપકારી
நல்ல நிதி,હિતકારી નિધિ
விருப்பம்,વારસામાં આપવું
விருப்பப்படி,વસિયતનામા
துயரமடைந்தது,પડદાથી છીનવી લેવું
சிறந்த முயற்சிகள்,શ્રેષ્ઠ પ્રયત્નો
மேம்பாடு,સુધારણા
சார்பு,પક્ષપાત
பக்கச்சார்பான கருத்து,પક્ષપાતી અભિપ્રાય
நூலியல்,ગ્રંથસૂચિ
இருபது ஆண்டு,દ્વિવાર્ષિક
பிளவுபட்டு,દ્વિભાજિત કરવું
பெரிய,દ્વિપૂજ
இருதரப்பு,દ્વિપક્ષીય
இருமொழி,દ્વિભાષી
இரு,દ્વિકય
ர சி து,બિલ
மாற்றச்சீட்டு,વિનિમય
இருதரப்பு அறிக்கை,દ્વિમાસિક અહેવાલ
பிணைப்பு,બાંધણી
பயோடேட்டா,જૈવનું
இருதரப்பு,દ્વિપક્ષી
இரு கட்சி ஒப்பந்தம்,દ્વિપક્ષીય કરાર
பிறப்பு ஆண்டுவிழா,જન્મજાસતિ
பிறப்பு சான்றிதழ்,જન્મ પ્રમાણપત્ર
பிறப்பு கட்டுப்பாடு,જન્મ -નિયંત્રણ
பிறந்த தேதி,જન્મતારીખ
பிறந்த இடம்,જન્મસ્થળ
பிறப்பு வீதம்,જન્મ દર
இரு வாராந்திர,દ્વિપક્ષીય
கருப்பு பொருளாதாரம்,કાળા અર્થતંત્ર
கருப்பு பட்டியல்,કાળી યાદી
பிளாக்மெயில்,શરત
கருப்பு சந்தை,કાળા બજાર
பழி,દોષારોપણ
வெற்று சோதனை,ખાલી તપાસ
போர்வை ஒப்பந்தம்,ઘોષણા
போர்வை ஒழுங்கு,અણીદાર હુકમ
குண்டு வெடிப்பு,વિનોદ
கலத்தல்,સંમિશ્રણ
தொகுதி,અવરોધ
முற்றுகை,નાકાબંધી
தடுக்கப்பட்ட மூலதனம்,અવરોધિત મૂડી
தொகுதி கடிதம்,અવરોધ
இரத்த தானம்,રક્તદાન
இரத்த உறவுகள்,રક્ત સંબંધ
நீல காலர் வேலை,વાદળી રંગની નોકરી
புளூபிரிண்ட்,બ્લ્યુપ્રિન્ટ
பிளஃப்,ખસી
பலகை,પાટીયું
போர்டிங் மற்றும் உறைவிடம்,નિવારણ
இயக்குநர்கள் குழு,નિયામક મંડળ
வருவாய் வாரியம்,મહેસૂલ બોર્ડ
உடல்,મંડળ
மெய்க்காப்பாளர்,અંગરક્ષક
போலி வவுச்சர்,બોગસ વાઉચર
உண்மையான,ખચ્ચર
பத்திரம்,ખત
பிணைக்கப்பட்ட உழைப்பு,મજૂર
போனஸ்,બોનસ
பதிவு அலுவலகம்,નોંધણી ની ઓફીસ
புத்தகக் காப்பாளர்,ચોપડી
புத்தகத்தை வைத்தல்,ચોપડે
கையேடு,પુસ્તક
குறிப்பு புத்தகம்,સંદર્ભ
புத்தகம் மதிப்பு,પુસ્તકની કિંમત
பூத்,પહાડી
பூத் கைப்பற்றுதல்,બૂથ
எல்லை கொடுப்பனவு,સરહદ ભથ્થું
பார்டர் லைன்,સરહદ -રેખા
கடன் வாங்குபவர்,Bણ લેનાર
கடன் வாங்கும் சக்தி,ઉધાર લેવાની શક્તિ
பாஸ்,બસ
சிக்கல்,સંકલ્પશક્તિ
அடைப்புக்குறி,કૌંસ
எல்லை,હદ
புறக்கணிப்பு,બહિષ્કાર
மூளை வடிகால்,મગજની ગટર
கிளை அலுவலகம்,શાખા કચેરી
மீறல்,ભંગ
ஒப்பந்தத்தை மீறுதல்,કરારભંગ
நம்பிக்கையை மீறுதல்,આત્મવિશ્વાસ
ஒப்பந்த மீறல்,કરારભંગ
ஒழுக்கத்தை மீறுதல்,શિસ્તનો ભંગ
சட்ட மீறல்,કાયદાનું ઉલ્લંઘન
சமாதான மீறல்,શાંતિનો ભંગ
சலுகை மீறல்,વિશેષાધિકારનો ભંગ
வாக்குறுதியை மீறுதல்,વચનભંગ
விதியை மீறுதல்,નિયમનો ભંગ
நம்பிக்கை துரோகம்,વિશ્વાસભંગ
உடைப்பு,તૂટફૂટ
உடைக்கவும்,ભાંગી નાખવું
சேவையில் இடைவெளி,કામમાં વિરામ
முறிவு,છુટુ થવું
இனம்,ઉછેર
கையூட்டு,લાંચ
சுருக்கமான,ટૂંકું
மாநாடு,બ્રીફિંગ
சுருக்கமான விண்ணப்பம்,ટૂંકું ફરી શરૂ
புத்திசாலித்தனமான பதிவு,તેજસ્વી વિક્રમ
கவனத்திற்கு கொண்டு வாருங்கள்,ધ્યાનમાં લેવું
ஒளிபரப்பு,પ્રસારણ
பிராட்ஷீட்,બ્રોડશીટ
சிற்றேடு,બ્રોશર
தரகு,દલાલ
முன்னோக்கி கொண்டு வரப்பட்டது (பி/எஃப்),આગળ લાવ્યું (બી/એફ)
பட்ஜெட் ஒதுக்கீடு,બજેટ ફાળવણી
பிழையான கட்டுப்பாடு,ભયંકર નિયંત્રણ
பட்ஜெட் மதிப்பீடு,બજેટ અંદાજ
பட்ஜெட் வழங்கல்,બજેટ જોગવાઈ
கட்டிடம்,મકાન
மொத்த,જથ્થો
மொத்த கொள்முதல்,હિંસક ખરીદી
புல்லட்டின்,બુલેટિન
பம்பர் பயிர்,બમ્પર પાક
காலியிடங்களின் கொத்து,ખાલી જગ્યાઓ
பஞ்ச்லிங்,બડબડાટ
அதிகாரத்துவம்,અમલદારશાહી
அதிகாரத்துவம்,અમલદાર
வணிக வகுப்பு,વ્યાપારી વર્ગ
வணிக நேரம் (= வணிக நேரம்),વ્યવસાય કલાકો (= વ્યવસાયના કલાકો)
தொழிலதிபர்,વેપારી
திரும்ப வாங்கு,બેવકૂફ
வாங்குபவர்,ખરીદનાર
மூலம் தேர்தல் (= தேர்தல் மூலம்),બાય ચૂંટણી (= ચૂંટણી દ્વારા)
கையால்,હાથ
தபால் மூலம்,પદ દ્વારા
கேபின் சாமான்கள்,કેબીનનો સામાન
மந்திரி சபை,મંત્રીમંડળ
பணியாளர்,કાડર
பேரழிவு,આક્રમણ
கணக்கீடு,ગણતરી
காலண்டர் ஆண்டு,ક calલેન્ડર વર્ષ
பிரச்சாரம்,અભિયાન
வளாகம்,વિસ્તાર
வளாக நேர்காணல்,કેમ્પસમાં મુલાકાત
ரத்துசெய்,રદ કરવું
ரத்து செய்தல்,રદ કરવું તે
வேட்பாளர்,ઉમેદવાર
வேட்புமனு,ઉમેદવારી
கேன்வாசிங்,-નો -પ્રચાર
திறன்,ક્ષમતા
திறன்,સક્ષમ
திறன்,શક્તિ
மூலதனம்,પાટનગર
மூலதன செலவு,મૂડી ખર્ચ
மரண தண்டனை,ફાંસીની સજા
தலைநகரம் கட்டணம்,કરવટે ફી
பிடிப்பு,પકડવું
பராமரிப்பு,કાળજી
தொழில்,કારકિર્દી
தொழில் வளர்ச்சி,કારકિર્દી વિકાસ
கவனிப்பு அரசு,કેરટેકર સરકાર
முன்னோக்கி கொண்டு செல்லப்பட்டது (சி/எஃப்),આગળ વહન (સી/એફ)
முன்னோக்கி எடுத்துச்செல்,આગળ વધવું
எடுத்துச் செல்லும் செலவு,વહન ખર્ચ
எடுத்து செல்லும்,હરાવીને લઈ જવું
கார்ட்டேஜ்,કારાકાર
வழக்கு,કેસ
