English,Gujarati
Accumulator shift instruction,સંચય -પાળી સૂચના
Accuracy,ચોકસાઈ
Accuracy control character,ચોકસાઈ નિયંત્રણ
Accuracy control system,ચોકસાઈ નિયંત્રણ પદ્ધતિ
Ace pilot,પાસાનો પાસાનો પો
Acknowledge character,પાત્ર સ્વીકારવું
Acoustic coupler,ધ્વનિકર્તા
Acoustic coupling,ધ્વનિ -જોડાણ
Acoustic delay line,ધ્વનિ વિલંબ રેખા
Acoustic memory,ધ્વનિમૂર્તિ
Acoustic modem,ધ્વનિ -મોડેમ
Acoustic signal,ધ્વનિ સંકેત
Acoustic storage,ધ્વનિ સંગ્રહ
Acronym,ટૂંકાક્ષર
Action,ક્રિયા
Action cycle,કાર્ય -ચક્ર
Action line,ક્રિયા -રેખ
Action message,ક્રિયા
Action specification,કાર્ય -સ્પષ્ટીકરણ
Activation,સક્રિય
Active,સક્રિય
Active file,સક્રિય ફાઈલ
Active line,સક્રિય રેખા
Active link,સક્રિય કડી
Active master file,સક્રિય માસ્ટર ફાઇલ
Active master item,સક્રિય મુખ્ય વસ્તુ
Active satellite,સક્રિય ઉપગ્રહ
Active station,સક્રિય કેન્દ્ર
Active storage,સક્રિય સંગ્રહ
Activity,પ્રવૃત્તિ
Activity level,પ્રવૃત્તિ સ્તરે
Activity loading,પ્રવૃત્તિ લોડિંગ
Activity ratio,પ્રવૃત્તિ ગુણોત્તર
Actual address (=absolute address),વાસ્તવિક સરનામું (= સંપૂર્ણ સરનામું)
Actual code (=absolute code),વાસ્તવિક કોડ (= સંપૂર્ણ કોડ)
Actual data transfer rate,વાસ્તવિક ડેટા ટ્રાન્સફર રેટ
Actual decimal point,વાસ્તવિક દશાંશ બિંદુ
Actual instruction (=effective instruction),વાસ્તવિક સૂચના (= અસરકારક સૂચના)
Actual key,ખરેખર ચા
Actual time,વાસ્તવિક સમય
Actual work time,વાસ્તવિક કામનો સમય
Actuating signal,કાર્યકારી સંકેત
Adaptability,અનુકૂલનક્ષમતા
Adapter,અનુકૂલન
Adaptive channel allocation,અનુકૂલનશીલ ચેનલ ફાળવણી
Adaptive integration,અનુકૂલનશીલ એકીકરણ
Adaptive transversal equalizer,અનુકૂલનશીલ બરાબરી
Added entry,ઉમેરાયેલ નોંધ
Addend,પરિવર્તન
Adder,પ્રહાર
Adder subtracter,ઉપદેશક
Add file,ફાઇલ ઉમેરો
Additional character (= special character),વધારાના પાત્ર (= વિશેષ પાત્ર)
Addition recorder,વધારાની રેકોર્ડર
Addition table,વધારાનો કોઠો
Additive attribute,ઉમેરણ લક્ષણ
Add mode,મોડમાં ઉમેરો
Add operation,કામગીરી ઉમેરો
Address,સંબોધન
Addressability measure,સરનામા -માપદંડ
Addressable horizontal position,સરનામું આડી સ્થિતિ
Addressable point,સંબોધન - બિંદુ
Addressable position,પ્રતિયોગી સ્થિતિ
Addressable register,સરનામું રજિસ્ટર
Addressable storage,પ્રત્યુત્તરપાત્ર સંગ્રહ
Addressable vertical position,સરનાક verભી સ્થિતિ
Address bus,સરનાવ બસ
Address code,સરનામું
Address comparator,સરખામણી કરનાર
Address computation,સરનામું
Address constant,નિવારણ
Address conversion,ધર્મપરિવર્તન
Address data,માહિતી
Addressed memory,સંબોધિત મેમરી
Address effective,સંબોધન અસરકારક
Address field,સરનાવનું ક્ષેત્ર
Address format,સરનાકનું બંધારણ
Address free program,મફત કાર્યક્રમ
Addressing,સંબોધન
Addressing  Character,સંબોધન  પાત્ર
Addressing interrupt,સંબોધન
Addressing loop,સંબોધન
Addressing virtual memory,વર્ચુઅલ મેમરીને સંબોધવા
Address interlacing,સરનામું
Addressless instruction format,સરનામાંહીન સૂચના બંધારણ
Address line,સરનામા
Address mapping,સરનામાંનું નકશો
Address mark,સરનાવ
Address modification,સરનામા -ફેરફાર
Address part,સરનામા ભાગ
Address pointer,સરનાક નિર્દેશક
Address register,સરના નોંધણી
Address signal,સરનામે સંકેત
Address size,સરનાવનું કદ
Address space,સરનાવની જગ્યા
Address space identifier,સરનામું સ્થાન ઓળખકર્તા
Address stop,સરનાવ બંધ
Address trace,સરનામા
Address track,સરનામા
Address translation,અનુવાદ
Address translator,અનુવાદક
Add-subtract time,સબમટ્રેક્ટ સમય ઉમેરવો
Add time,સમય ઉમેરો
Adjacency,સંલગ્નતા
Adjacency structure,સંલગ્ન માળખું
Adjacent channel,સંલગ્ન માતૃભાષા
Adjacent domain,સંલગ્ન ડોમેન
Adjacent matrix,સંલગ્ન મેટ્રિક્સ
Adjacent node,સંલગ્ન નોડ
Adjacent subarea,સંલગ્ન સુબેરિયા
Adjoint (system),સંવાદિતા (સિસ્ટમ)
Adjust,સમાયોજન કરવું
Adjustable extent,ગોઠવણપાત્ર હદ
Adjust text mode,ટેક્સ્ટ મોડને સમાયોજિત કરો
Administrative data processing,વહીવટી માહિતી પ્રક્રિયા
Administrative operation,વહીવટી કામગીરી
Administrative operator,વહીવટી operatorપરેટર
Administrative operator station,વહીવટી પ્રચાલક
Administrative support system,વહીવટી સહાયક પદ્ધતિ
Advanced communication service,અદ્યતન સંદેશાવ્યવહાર સેવા
Advanced information system,અદ્યતન માહિતી પદ્ધતિ
Advanced optical character reader,અદ્યતન ઓપ્ટિકલ પાત્ર રીડર
Advanced scientific computer,અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર
Aerial,હવાઈ
Aggregate,સમૂહ
Aggregate expression,કુલ અભિવ્યક્તિ
Aiming circle,લક્ષ્યસ્થાન વર્તુળ
Aiming field (= aiming symbol),લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક)
Aiming symbol,લક્ષ્યસ્થાન પ્રતીક
Airborne computer system,હવાઈ ​​કમ્પ્યુટર સિસ્ટમ
Algebraic eigenvalue problem,બીજગણિત ઇગન્યુલ્યુ સમસ્યા
Algebraic  Integration,બીજગણિત  એકીકરણ
Algebraic language,બીજગણિત ભાષા
Algebraic manipulation,બીજગણિત હેરાફેરી
Algebraic manipulation language,બીજગણિત હેરાફેરી ભાષા
Algebraic oriented language,બીજગણિત લક્ષી ભાષા
Algebraic shift,બીજગણિત પાળી
Algebraic sign convention,બીજગણિત ચિહ્ન સંમેલન
Algol,શિરચ્છેદ
Algol feature,શીલ લક્ષણ
Algol Programming,અલ્ગોલ કાર્યક્રમ
Algorithm,અલ્ગોરિધમનો
Algorithm associative language,અલ્ગોરિધમનો સહયોગી ભાષા
Algorithm classification,અલ્ગોરિધમનો વર્ગીકરણ
Algorithm complexity,અલ્ગોરિધમની જટિલતા
Algorithm computability,અલ્ગોરિધમની ગણતરી
Algorithmic analysis,અલ્ગોરિધમિક વિશ્લેષણ
Algorithmic approach,અલ્ગોરિધમિક અભિગમ
Algorithmic language,અલ્ગોરિધએમ ભાષા
Algorithmic routine,અલ્ગોરિધમનો રૂટિન
Algorithmic theory,અલ્ગોરિધમનો સિદ્ધાંત
Alias,ઉર્ફે
Aliasing,પરવાના
Alias name (= alternative name),ઉપનામ નામ (= વૈકલ્પિક નામ)
Alignment,ગોઠવણી
Allocate,ફાળવવું
Allocation structure,ફાળવણીનું માળખું
All-purpose computer,હેતુસર કમ્પ્યુટર
Alphabetic character,વર્ણાનુક્રમ
Alphabetic character set,મૂળાક્ષરોનો પાત્ર સમૂહ
Alphabetic character subset,મૂળાક્ષરો
Alphabetic code,વર્ણાનુક્રમ
Alphabetic shift,વર્ણાનુક્રમ
Alphabetic string,વર્ણાનુક્રમ
Alphabetic word,વર્ણાનુક્રમ
Alphabetization,મૂળાક્ષરો
Alphageometrics,અલ્ફેજ ome મેટ્રિક્સ
Alphameric,મૂર્તિમંત
Alphamosaic,મરણોત્તર
Alphanumeric,મૂર્તિમંત
Alphanumerical keyboard device,આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ
Alphanumeric character set,મૂળાક્ષર
Alphanumeric code,મૂળાક્ષર
Alphanumeric coded character set,આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ
Alphanumeric data,મૂળાક્ષરીનો ડેટા
Alphanumeric display device,આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ
Alphanumeric edited character,મૂળાક્ષર સંપાદિત પાત્ર
Alphanumeric field,વર્ણ -ક્ષેત્ર
Alphanumeric instruction,વર્ણ -સૂચના
Alphanumeric keyboard,મૂળાક્ષર કીબોર્ડ
Alphanumeric sort,મૂળાક્ષર
Alphanumeric storage,મૂળાક્ષર સંગ્રહ
Alterable memory,બદલવા યોગ્ય
Alteration switch,ફેરફાર -ફેરૂપ
Altering,પરિવર્તનશીલ
Alter mode,ફેરફાર
Alternate recovery,વૈકલ્પિક પુન recovery પ્રાપ્તિ
Alternate route,વૈકલ્પિક માર્ગ
Alternate routing,વૈકલ્પિક માર્ગ
Alternate track,વૈકલ્પિક પાટા
Alternation (= OR operation),ફેરબદલ (= અથવા કામગીરી)
Alternative attribute,વૈકલ્પિક લક્ષણ
Alternative denial (= NOT-AND operation),વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી)
Ambiguity error,અસ્પષ્ટ ભૂલ
Ambiguous reference,અસ્પષ્ટ સંદર્ભ
Analog,પ્રાચય
Analog adder,એનાશ -ઉપાડનાર
Analog channel,મનોલોત્ર
Analog computer,એનાલોગ કમ્પ્યુટર
Analog converter,એનાશ -રૂપાંતર કરનાર
Analog data,મનોજ્ analા આંકડા
Analog divider,એનાશ -વિભાજક
Analog facility terminal,એનાલોગ સુવિધા ટર્મિન
Analog function  Generator,મનોલોગ કાર્ય  જનરેટર
Analog integration,મનોરોગ એકીકરણ
Analog multiplier,એનાલ -ગુણાકાર
Analog programming,એનાશિક કાર્યક્રમ
Analog scaling,એનાલ -સ્તનપાન
Analog signal,એનાલોગ સંકેત
Analog simulation,એનાશ સિમ્યુલેશન
Analog switch,એનાશ -સ્વીચ
Analog system,પ્રાકૃતિક પદ્ધતિ
Analog to digital  Converter,ડિજિટલથી એનાલોગ  એકત્રીકરણ કરનાર
Analog to digital  Encoder,ડિજિટલથી એનાલોગ  એન્કોડર
Analog transmission,મનોલોગ પ્રસારણ
Analog type,એનોગ પ્રકાર
Analysis block,વિશ્લેષણ -વિધિ
Analysis mode,વિશ્લેષણ પદ્ધતિ
Analytical engine,વિશ્લેષણાત્મક
Ancestral task,પૂર્વજો
Ancillary equipment,આનુષંગિક સાધનસામગ્રી
AND,અને
AND circuit,અને સર્કિટ
AND element,અને
AND gate,અને દરવાજો
AND masking,અને માસ્કિંગ
AND NOT operation (=exclusion,અને ઓપરેશન નથી (= બાકાત
AND operation,કામગીરી
Annex memory,જોડાણ મેમરી
Annotation,નોંધણી
Annunciator,જાહેરાત કરનાર
Answer back,પાછો જવાબ આપો
Answer delay,જવાબ
Answering time,જવાબદાર સમય
Answer lamp,જવાબ દીવો
Answer list,જવાબ સૂચિ
Answer only,માત્ર
Anticipation mode,અપેક્ષા -મોડ
Anticipatory buffering,આગોતરક બફર
Anticipatory carry,આગોતરક કેરી
Anticipatory paging,આગોતરી પેજિંગ
Anticoincidence operation,અસત્ય કામગીરી
Anticoincident element,કૃત્રિમ તત્વ
Aperiodic antenna,અતિશય એન્ટેના
Aperture card,છિદ્ર
Aperture code,છિદ્ર
Aperture time,છિદ્રનો સમય
Appendage,સંલગ્ન
Appendage task,સંલગ્ન કાર્ય
Application developer,અરજી વિકાસકર્તા
Application layer,અરજી -સ્તર
Application oriented language,અરજીલક્ષી ભાષા
Application package,અરજી
Application program,અરજી કાર્યક્રમ
Application programming,અરજી કાર્યક્રમ
Application required language,અરજી જરૂરી ભાષા
Application software,એપ્લિકેશન સોફ્ટવેર
Applique,અનુકૂળ
Approximation theory,આશરે સિદ્ધાંત
Arbitrary access,મનસ્વી પ્રવેશ
Arbitrary sequence computer,મનસ્વી ક્રમ કમ્પ્યુટર
Arbitration,લવાદી
Architecture,સ્થાપત્ય
Archiving,આર્કા
Area code,વિસ્તાર કોડ
Area search,વિસ્તાર -શોધ
Area transfer,વિસ્તાર -તબદીલી
Area variable,ક્ષેત્રીય
Argument,દલીલ
Argument address,દલીલ સરનામું
Argument list,દલીલ યાદી
Arithmetical instruction,અંકગણિત સૂચના
Arithmetic and logic unit,અંકગણિત અને તર્ક એકમ
Arithmetic assignment statement,અંકગણિત સોંપણી નિવેદન
Arithmetic check,અંકગણિત તપાસ
Arithmetic constant,ન્યાયશાસ્ત્ર
Arithmetic conversion,અંકગણિત
Arithmetic data,સમાંતરતર ડેટા
Arithmetic exception,અંકગણિત અપવાદ
Arithmetic expression,અંકગણિત અભિવ્યક્તિ
Arithmetic fixed point,અંકગણિત નિયત બિંદુ
Arithmetic hierarchy,અંકગણિત વંશવેલો
Arithmetic IF statement,અંકગણિત જો નિવેદન
Arithmetic logic,ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર
Arithmetic logic unit,અંકગણિત તર્ક એકમ
Arithmetic operation,ન્યાયશાસ્ત્ર કામગીરી
Arithmetic operator,સમેટાં પ્રપણ
Arithmetic overflow,અંકગણિત ઓવરફ્લો
Arithmetic picture data,અંકગણિત ચિત્ર -માહિતી
Arithmetic precedence,અંકગણિત અગ્રતા
Arithmetic primary,અંકગણિત પ્રાથમિક
Arithmetic register,અંકગણિત રજિસ્ટર
Arithmetic relation,અંકગણિત સંબંધ
Arithmetic scan,અંકગણિત સ્કેન
Arithmetic section,અંકગણિત વિભાગ
Arithmetic shift,અંકગણિત પાળી
Arithmetic shifting,અંકગણિત
Arithmetic statement,અંકગણિત નિવેદન
Arithmetic term,ન્યાયશાસ્ત્રની મુદત
Arithmetic underflow,અંકગણિત
Arithmetic unit,અંકગણિત એકમ
Array,કળ
Array bound,એરે બાઉન્ડ
Array computer,એરે કમ્પ્યુટર
Array dimension,એરેનું પરિમાણ
Array element,એરે તત્વ
Array expression,અભિવ્યક્તિ
Array name,એરે નામ
Array of structures,રચના
Array printing,એરે મુદ્રણ
Array processing,એરે પ્રક્રિયા
Array processor,એરે પ્રોસેસર
Articulation point,સ્પષ્ટ મુદ્દો
Artificial cognition,કૃત્રિમ માન્યતા
Artificial intelligence,કૃત્રિમ બુદ્ધિ
Artificial language,કૃત્રિમ ભાષા
Artificial variable,કૃત્રિમ ચલ
Arts application data bank,કળા -એપ્લિકેશન ડેટા બેંક
Arts application music,કલાકાર -અરજી
Arts application pattern generation,કળા -એપ્લિકેશન પેટર્ન જનરેશન
Ascender,ચડતું
Ascending sort,ચ ascતો સ .ર્ટ
ASCIL,અયોગ્ય
ASCII control character,ASCII નિયંત્રણ પાત્ર
ASCII key board,ASCII કી બોર્ડ
Aspect,દૃષ્ટિ
Aspect and,પાસા અને
Assemble,ભેગા
Assembled origin,ભેગા થયેલા મૂળ
Assemble duration,એકત્રીકરણ સમયગાળો
Assembler,ભેગા કરનાર
Assembler directive,એસેમ્બલ નિર્દેશક
Assembler facility,ભેળસેળ કરવાની સુવિધા
Assembler language,જોડાયેલી ભાષા
Assembling,એકત્રીકરણ
Assembling phase,ભેગા કરવાનો તબક્કો
Assembling time,એકત્રીકરણ સમય
Assembly,વિધાનસભા
Assembly language,સભા
Assembly language programming,સભા ભાષા કાર્યક્રમ
Assembly language software flexibility,એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા
Assembly listing,સભા સૂચિ
Assembly phase,સભા તબક્કા
Assembly routine,વિધાનસભા દિનચર્યા
Assembly time,સભા સમય
Assembly unit,સભા એકમ
Assignment indexing,સોંપણી અનુક્રમણિકા
Assignment operation,સોંપણી કામગીરી
Assignment statement,સોંપણી પત્રક
Associative address,સંલગ્ન સંબોધન
Associative array register,સહયોગી એરે રજિસ્ટર
Associative key,સહ -મુખ્ય
Associative language,એકસમાન ભાષા
Associative memory,સંલગ્ન મેમરી
Associative storage,સંલગ્ન સંગ્રહ
Assumed decimal point,ધારેલો દશાંશ બિંદુ
Asymmetric device,અસમપ્રમાણ ઉપકરણ
Asymmetric i/o,અસમપ્રમાણતા I/O
Asynchronous,અસુમેળવાળું
Asynchronous computer,અસમકાલીન કમ્પ્યુટર
Asynchronous data transfer,અસમકાલીન ડેટા સ્થાનાંતરણ
Asynchronous data transmission,અસુમેળ ડેટા પ્રસારણ
Asynchronous devices,અસુમેળ ઉપકરણો
Asynchronous operation,અસુમેળ
Asynchronous signalling,અસમકાલીન સંકેત
Asynchronous time division multiplexing,અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ
Asynchronous transmission,અસુમેળ
Asynchronous working,અસમકાલીન કાર્યકારી
Attached processing,જોડાયેલ પ્રક્રિયા
Attached processor,જોડાયેલ પ્રોસેસર
Attached support processor,જોડાયેલ સપોર્ટ પ્રોસેસર
Attended operation,ઉપસ્થિત કામગીરી
Attended trail printer,ઉપસ્થિત ટ્રેઇલ પ્રિંટર
Attention interruption,વિક્ષેપ
Attention key,ધ્યાન
Attenuation,વ્યવહાલ
Attenuation constant,વિકેન્દ્રિત સ્થિરતા
Attenuation distortion,વ્યથિત વિકૃતિ
Attenuation equalizer,વિકેન્દ્રિત બરાબરી
Attenuator,હલકાઈ કરનાર
Attribute,લક્ષણ
Audible alarm,શ્રાહ
Audio cassette,Audio ડિઓ કેસેટ
Audio enquiry,Ation ડિઓની તપાસ
Audio line,Audષધિ
Audio response,Audio ડિઓનો પ્રતિભાવ
Audio response message,Auduy ડિઓ પ્રતિસાદ સંદેશ
Audio response unit,Audit ડિઓ પ્રતિસાદ એકમ
Audiotape storage unit,ખવડ -સંગ્રહ એકમ
Audio telecommunication line,Audડતી ટેલિકમ્યુનિકેશન રેખા
Audio terminal,Audio ડિઓ ટર્મિન
Audit command language,ઓડિટ ભાષા
Audit programming,હિસાબ -તપાસણી
Audit trail,વિષ્લેષણ
Augend,યોજવું
Augment,વૃદ્ધિ
Augmenter,વૃદ્ધિ કરનાર
Author,લેખક
Authoring,લેખક
Authoring system,અર્થતંત્ર
Authority,અધિકાર
Authorization code,સત્તાપત્ર
Authorized library,અધિકૃત ગ્રંથાલય
Authorized program,અધિકૃત કાર્યક્રમ
Authorized program facility,અધિકૃત કાર્યક્રમ સુવિધા
Auto abstract,સ્વત abstractભાશ્રલ
Autoanswer,શૌર્ય
Auto booting,સ્વત bootટ -બુટિંગ
Auto bypass,સ્વત by બાયપાસ
Auto call (=automatic calling),Auto ટો ક call લ (= સ્વચાલિત ક calling લિંગ)
Auto coder,સ્વત autoાંડ
Auto dial,ઓટો ડાયલ
Autoflow,સ્વચ્છતા
Auto index,ઓટો અનુક્રમણિકા
Auto indexed addressing,ઓટો અનુક્રમિત સરનામાં
Automata,નકલો
Automata theory,આપમેળે સિદ્ધાંત
Automata type,સ્વત્વાર્પણ પ્રકાર
Automated bibliography,સ્વચાલિત ગ્રંથસૂચિ
Automated data medium,સ્વચાલિત ડેટા માધ્યમ
Automated dictionary,સ્વચાલિત શબ્દકોશ
Automated glossary,સ્વચાલિત સ્થગિત
Automated logic diagram,સ્વચાલિત તર્ક આકૃતિ
Automated management,સ્વચાલિત સંચાલન
Automated production management,સ્વચાલિત ઉત્પાદન વ્યવસ્થાપન
Automated stock control,સ્વચાલિત સ્ટોક નિયંત્રણ
Automatic abstract,સ્વચાલિત મુદ્દો
Automatic abstracting,સ્વચાલિત અમૂર્તતા
Automatically programmed tools,આપમેળે પ્રોગ્રામ કરેલા સાધનો
Automatic answering,સ્વચાલિત જવાબ
Automatic call distributor,સ્વચાલિત ક call લ વિતરક
Automatic calling,સ્વચાલિત બોલાવવું
Automatic check,સ્વચાલિત તપાસ
Automatic coding,સ્વચાલિત કોડિંગ
Automatic computing,સ્વચાલિત કમ્પ્યુટિંગ
Automatic computing engine,સ્વચાલિત કમ્પ્યુટિંગ એન્જિન
Automatic constant,સ્વચાલિત સ્થિર
Automatic control engineering,સ્વચાલિત નિયંત્રણ ઇજનેર
Automatic data processing,સ્વચાલિત ડેટા પ્રોસેસિંગ
Automatic data processing system,સ્વચાલિત ડેટા પ્રોસેસિંગ સિસ્ટમ
Automatic decimal alignment,સ્વચાલિત દશાંશ ગોઠવણી
Automatic dialing unit,સ્વચાલિત ડાયલિંગ એકમ
Automatic dictionary,સ્વચાલિત શબ્દકોશ
Automatic equalization,સ્વચાલિત સમાનતા
Automatic error correction,સ્વચાલિત ભૂલ સુધારણા
Automatic feed punch,સ્વચાલિત ફીડ પંચ
Automatic function,સ્વચાલિત કાર્ય
Automatic indexing,સ્વચાલિત અનુક્રમણિકા
Automatic library call,સ્વચાલિત ગ્રંથાલય
Automatic message accounting,સ્વચાલિત સંદેશ હિસાબ
Automatic number identification,સ્વચાલિત સંખ્યા ઓળખ
Automatic pagination,સ્વચાલિત પૃષ્ઠભૂમિ
Automatic programming,સ્વચાલિત કાર્યક્રમ
Automatic punch,સ્વચાલિત પંચ
Automatic recovery program,સ્વચાલિત પુન recovery પ્રાપ્તિ કાર્યક્રમ
Automatic repeat request,સ્વચાલિત પુનરાવર્તન વિનંતી
Automatic restart,સ્વચાલિત ફરીથી પ્રારંભ કરો
Automatic routine,સ્વચાલિત નિયમિત
Automatic sequencing,સ્વચાલિત અનુક્રમ
Automatic sequential operation,સ્વચાલિત ક્રમિક કામગીરી
Automatic stop,સ્વચાલિત બંધ
Automatic variable,સ્વચાલિત ચલ
Automatic volume recognition,આપમેળે માન્યતા
Automatic volume switching,સ્વચાલિત વોલ્યુમ સ્વિચિંગ
Automation,સ્વચાલિતતા
Automation concept,સ્વચાલિત ખ્યાલ
Automatisation,સ્વચાલિતકરણ
Automaton,સ્વત્વાર્પણ
Automatic message routing,સ્વચાલિત સંદેશ માર્ગદર્શન
Automoniter,ઓટોમનોટર
Automoniter routine,ઓટોમનીર નિયમિત
Autonomous channel operation,સ્વાયત્ત ચેનલ કામગીરી
Autonomous working,સ્વાયત્ત કાર્યકારી
Autoplotter,સ્વચાલિત
Auxiliary console,સહાયક કન્સોલ
Auxiliary equipment,સહાયક સાધન
Auxiliary memory,સહાયક મેમરી
Auxiliary operation,સહાયક કામગીરી
Auxiliary routine,સહાયક નિયમ
Auxiliary storage,સહાયક સંગ્રહ
Auxiliary store,સહાયક ભંડાર
Availability,ઉપલબ્ધતા
Available machine time,ઉપલબ્ધ મશીન સમય
Available point,ઉપલબ્ધ બિંદુ
Available space list,ઉપલબ્ધ જગ્યા સૂચિ
Available time,ઉપલબ્ધ સમય
Available access time,ઉપલબ્ધ access ક્સેસ સમય
Average conditional information,સરેરાશ શરતી માહિતી
Average edge time,સરેરાશ ધાર સમય
Average information content,સરેરાશ માહિતી સામગ્રી
Average information rate,સરેરાશ માહિતી દર
Average transinformation content,સરેરાશ ટ્રાન્સઇન્ફોર્મેશન સામગ્રી
Average transinformation rate,સરેરાશ ટ્રાન્સઇન્ફોર્મેશન રેટ
Background display image (= static display  Image),પૃષ્ઠભૂમિ પ્રદર્શન છબી (= સ્થિર પ્રદર્શન  છબી)
Backgrounding (= background processing),બેકગ્રાઉન્ડિંગ (= પૃષ્ઠભૂમિ પ્રક્રિયા)
Background job,પૃષ્ઠભૂમિ કામ
Background noise,પાછળનો ઘોંઘાટ
Background printing,પૃષ્ઠભૂમિ મુદ્રક
Background processing,પૃષ્ઠભૂમિ
Background program,પૃષ્ઠભૂમિ
Background reader,પૃષ્ઠભૂમિ વાચક
Background region,પૃષ્ઠભૂમિ ક્ષેત્ર
Backing storage (= auxiliary  Storage),બેકિંગ સ્ટોરેજ (= સહાયક  સંગ્રહ)
Backing store,પાનખર ભંડાર
Back plane,પ્લેન પાછળનો ભાગ
Backspace,પાછળનો ભાગ
Backspace character,પાછળનું પાત્ર
Backspacing,પછાત
Backtracking,કરોહિયાં
Backtracking structured programming,બેકટ્રેકિંગ સ્ટ્રક્ચર્ડ પ્રોગ્રામિંગ
Backup,પીઠ
Backup copy,બેકઅપ નકલ
Backup file,પીઠ
Backup memory,બિકર મેમરી
Backup programmer,બેકઅપ પ્રોગ્રામર
Backup store,ડામર ભંડાર
Backward channel,પાછળ
Backward error analysis,પછાત ભૂલ વિશ્લેષણ
Backward file recovery,પછાત ફાઇલ પુન recovery પ્રાપ્તિ
Backward recovery,પછાત પુન overy પ્રાપ્તિ
Backward supervision,પછાત દેખરેખ
Backward trace,પછાત ટ્રેસ
Balance,સમતોલ
Balanced circuit,સંતુલિત સર્કિટ
Balanced digit system,શેતરાનું અંક
Balanced error,સંતુલિત ભૂલ
Balanced merge,સંતુલિત મર્જ
Balanced merge sort,વાસણો
Balanced sorting,સંતુલન
Balanced station,સમતોલ મથક
Balanced ternary system,ઉનાળાની અસ્થિર પદ્ધતિ
Balanced forward statement,સંતુલિત નિવેદન
Balanced network,સંતુલિત નેટવર્ક
Band,પહાડી
Bandpass,એક જાતની કળા
Bandpass filter,ઘાટો
Band printer,પંચ
Band stop filter,બેન્ડ સ્ટોપ ફિલ્ટર
Bandwidth,બ bandન્ટવિડ્થ
Banner word,બેનર શબ્દ
Bar code,બાર -સંહિતા
Bar code reader,સંહિતાનો વાચકો
Bar code scanner,સંસદ -સ્કેનર
Bar printer,પટ્ટી -મુદ્રક
Barrel printing (= drum printing),બેરલ પ્રિન્ટિંગ (= ડ્રમ પ્રિન્ટિંગ)
Base,પાયો
Base address,આધાર સરનામા
Base addressing,આધાર -સંબોધન
Base address register,પાયો સરનામું રજિસ્ટર
Base band,પાયાની પટ્ટી
Base band channel,પાયાનો પટ્ટો
Based storage allocation,સ્ટોરેજ ફાળવણી
Based variable,પરિવર્તનીય
Base element,આધાર તત્વ
Base item,આધાર વસ્તુ
Base language,આધાર ભાષા
Base notation,આધાર સંકેત
Base number,આધાર -સંખ્યા
Base register,આધાર -રજિસ્ટર
Base volume,આધાર (જથ્થો)
BASIC,પાયાની
