English,Gujarati
closure postulate,કેપ્ટિવ-સ્વીકૃત
closure set,કેપ્ટિવ સેટ
cluster point,ક્લસ્ટર પોઇન્ટ
cluster sampling,ક્લસ્ટર નમૂના
cluster set,ક્લસ્ટર એકંદર
coaxial circles,કોક્સિયલ વર્તુળ
coaxial parabolas,કોક્સિયલ પેરાબોલા
coaxial planes,કોક્સિયલ પ્લેન
coaxial triangles,કોક્સિયલ ત્રિકોણ
Cobb - Douglas function,કોબ-ડગ્લાસ કાર્ય
coding,"એન્કોડિંગ, કોડિંગ, નોટેશન"
coding of data,સામગ્રી સંકેત
co-domain,સહ-પ્રાંત
coefficient matrix,ગુણાંક મેટ્રિક્સ
coefficient of correlation,સહસંબંધ ગુણાંક
coefficient of determination,નિર્ધારણ ગુણાંક
coefficient of elasticity,સ્થિતિસ્થાપકતા ગુણાંક
coefficient of expansion,પ્રસરણ ગુણાંક
coefficient of friction,ઘર્ષણ ગુણાંક
coefficient of linear expansion,રેખાંશ વિસ્તરણનો ગુણાંક
coefficient of regression,રીગ્રેસન ગુણાંક
coefficient of surface tension,સપાટીના તાણનો ગુણાંક
coefficient of variation,વિચલનો ગુણાંક
cofactor,"સહ-પરિબળ, સહ-પરિબળ, સહ-પરિબળ"
coin throw (coin toss),સિક્કો ટૉસ
collection of sample,નમૂના સંગ્રહ
collinear,સમરેખા
collinearity,ગોઠવણી
column,"કૉલમ, કૉલમ"
column equivalence,સ્તંભત્વ
column equivalent,સ્તંભાકાર
column equivalent matrix,સ્તંભાકાર મેટ્રિક્સ
column matrix,કૉલમ મેટ્રિક્સ
column rank,કૉલમ ક્રમ
column reduced echolon matrix,સ્તંભાકાર અધિક્રમિક મેટ્રિક્સ
column vector,કૉલમ વેક્ટર
columnwise,કૉલમ મુજબ
combined equation,સંયુક્ત સમીકરણ
common angle,"સામાન્ય કોણ, સામાન્ય કોણ"
common axis,સામાન્ય અક્ષ
common base,"સામાન્ય આધાર, સામાન્ય આધાર"
common denominator,સાર્વત્રિક
common difference,સામાન્ય તફાવત
common factor,"સામાન્ય પરિબળ, સામાન્ય પરિબળ, સામાન્ય પરિબળ"
common logarithm,"સરળ લઘુગણક, સરળ લઘુગણક"
common multiple,"સામાન્ય બહુવિધ, સામાન્ય"
common ratio,સામાન્ય ગુણોત્તર
common section,આંતરછેદ કલમ
common side,સામાન્ય હાથ
common tangent,"સામાન્ય સ્પર્શક, સામાન્ય સ્પર્શક"
common term,સામાન્ય સ્થિતિ
commutative law,પરિવર્તનીય નિયમ
commutative property,વિનિમયાત્મક મિલકત
commutative rule,પરિવર્તનીય નિયમ
commutative law of addition,રકમનો વિનિમયાત્મક કાયદો
commutative law of multiplication,ગુણાકારનો વિનિમયાત્મક નિયમ
commutative operation,વિનિમયાત્મક કામગીરી
commutator group,પરિવર્તનીય જૂથ
commuting of matrices,મેટ્રિસિસનું વિનિમયાત્મક
compact set,કોમ્પેક્ટ સેટ
comparability,"તુલનાત્મકતા, તુલનાત્મકતા"
comparision of means,માધ્યમની સરખામણી
comparision of percentage,ટકાવારીની સરખામણી
comparision test,સરખામણી કસોટી
compatibility equation,સુસંગત સમીકરણ
competitive game,સ્પર્ધાત્મક રમત
competitive situation,સ્પર્ધાત્મક સ્થિતિ
competitive strategy,સ્પર્ધાત્મક વ્યૂહરચના
compiler,"દુભાષિયા, કમ્પાઇલર"
complementary,પૂરક
complementary angle,પૂરક કોણ
complementary event पूरक घटना,પૂરક ઘટના
complementary factor,પૂરક પરિબળ
complementary function,પૂરક કાર્ય
complementary half space,પૂરક અડધી વસ્તી
complementary interval,પૂરક અંતરાલ
complementary set,પૂરક સમૂહ
complementation,"પૂરક, પૂરક"
complement of a set,પૂરક સમૂહ
complete census,સંપૂર્ણ સ્કોર
complete correlation matrix,સંપૂર્ણ સહસંબંધ મેટ્રિક્સ
complete metric space,સંપૂર્ણ શ્રેણી વસ્તી
complete orthonormal set,સંપૂર્ણ સામાન્ય ઓર્થોગોનલ સેટ
complete quadrangle,સંપૂર્ણ ચતુષ્કોણ
complete quotient,સંપૂર્ણ ગુણાંક
complete set,સંપૂર્ણ સેટ
complete solution,સંપૂર્ણ ઉકેલ
completely randomised design,સંપૂર્ણપણે રેન્ડમાઇઝ્ડ ડિઝાઇન
complex argument,જટિલ સ્વતંત્ર ચલ
complex conjugate,જટિલ જોડાણ
complex differentiation,જટિલ વિભેદક
complex function,જટિલ કાર્ય
complex integration,જટિલ એકીકરણ
complex matrices,જટિલ મેટ્રિક્સ
complex number,જટિલ સંખ્યા
complex number field,જટિલ સંખ્યા ક્ષેત્ર
complex orthogonal matrix,જટિલ વર્ટિકલ મેટ્રિક્સ
complex plane,સંયુક્ત વિમાન
complex quantity,જટિલ રકમ
complex reciprocal,જટિલ વ્યસ્ત
complex resultant,સંયુક્ત પરિણામ
complex space,જટિલ વસ્તી
complex valued function,સંયુક્ત કાર્ય
complex variable,જટિલ ચલ
componendo and divindendo,સરવાળો ગુણોત્તર
component,"ઘટક, સંબંધિત ઘટક"
component analysis,ઘટક વિશ્લેષણ
component of variance,વિચલન પરિબળ
component of vector,વેક્ટર ઘટક
composite function,સંયુક્ત કાર્ય
composite hypothesis,સંયુક્ત દ્રષ્ટિ
composite number,સંયુક્ત સંખ્યા
composite series,સંયુક્ત શ્રેણી
composition of vectors,વેક્ટર સંયોજન
compound angle,મિશ્ર કોણ
compound division,એલોય ભાગ
compound fraction,મિશ્ર અપૂર્ણાંક
compound interest,સંયોજન વ્યાજ
compound probability,મિશ્ર સંભાવના
compressible flow,સંકુચિત પ્રવાહ
compression,સંકોચન
computation,ગણતરી
computational formula,કોમ્પ્યુટેશનલ ફોર્મ્યુલા
computed value,ગણતરી કરેલ મૂલ્ય
computer,"કમ્પ્યુટર, કમ્પ્યુટર (મશીન), કમ્પ્યુટર (વ્યક્તિ)"
computer algorithm,ગણતરી કરેલ અલ્ગોરિધમ
computer programme,કમ્પ્યુટર પ્રોગ્રામ
computer programming,કોમ્પ્યુટર પ્રોગ્રામીંગ
computer simulation,કમ્પ્યુટર સિમ્યુલેશન
computing,ગણતરી
concave function,લક્ષી કાર્ય
concave polygon,અંતર્મુખ બહુકોણ
concave programming,લક્ષી પ્રોગ્રામિંગ
concentric circles,કેન્દ્રિત વર્તુળ
concentric curves,કેન્દ્રિત વળાંક
concrete form,અમૂર્ત ખ્યાલને વાસ્તવિક ગણો
concurrency of lines,રેખાઓનો સંગમ
concurrent,સમવર્તી
concurrent forces,સમવર્તી બળ
conditional density function,શરતી ઘનતા કાર્ય
conditional distribution,શરતી વિતરણ
conditional expectation,પ્રતિબંધિત અપેક્ષા
conditional mean,શરતી સરેરાશ
conditional probability,શરતી સંભાવના
condition of collinearity,સંરેખણ પ્રતિબંધ
condition of consistency,સુસંગતતા પ્રતિબંધો
condition of integrability,અખંડિતતા પ્રતિબંધ
condition of tangency,સ્પર્શ પ્રતિબંધ
cone,"શંકુ, શંકુ"
confidence interval,આત્મવિશ્વાસ અંતરાલ
confidence interval estimate,આત્મવિશ્વાસ અંતરાલ અંદાજ
confidence limits,વફાદારી મર્યાદા
confidence region,આત્મવિશ્વાસ ઝોન
conflict situation,વિરોધ સ્થિતિ
confocal conics,કોન્ફોકલ કોનિક
confocal ellipses,confocal ellipsoid
confocal geometry,કોન્ફોકલ ભૂમિતિ
confocal hyperbolae,કોન્ફોકલ હાઇપરબોલા
confocal hyperboloids,કોન્ફોકલ હાઇપરબોલા
confocal parabola,કોન્ફોકલ પેરાબોલા
confocal paraboloidal cordinates,કોન્ફોકલ પેરાબોલિક કોઓર્ડિનેટ્સ
conformal,"સમાન, સમાન"
conformal mapping,કોણ મેપિંગ
congruence,"સુસંગતતા, દ્વિસમાંતર રેખા-કુલ, સમાનતા"
congruence of circles,દ્વિ સમાંતર વર્તુળ કુલ
congruent,"સુસંગત, સમ"
congruent matrices,સમકક્ષ મેટ્રિક્સ
conic,"શંકુદ્રુપ, શંકુદ્રુપ"
conical frustum,શંક્વાકાર ફ્રસ્ટમ
conical helix,શંકુ-કુંડલિની
conical section,"કોનિક કટ, કોનિક"
conics,શંકુ ગણિત
conic section,"શંકુ-કટ, શંકુ-વિભાગ"
conjugate,"સંયોજિત થવું (વિ.), જોડવું (વિ.)"
conjugate angles,સંયોજક કોણ
conjugate axis,સંયુક્ત અક્ષ
