Assamese,Gujarati
ভূতাত্ত্বিক উচ্চতা,ભૌગોલિક ઊંચાઈ
নিৰপেক্ষ এম্পিয়াৰ,સંપૂર્ણ એમ્પીયર
নিৰপেক্ষ উতলাংক,સંપૂર્ણ ઉત્કલન બિંદુ
নিৰপেক্ষ আলোকসজ্জা,સંપૂર્ણ તેજ
নিৰপেক্ষ ধাৰণক্ষমতা,સંપૂર્ણ ક્ષમતા
নিৰপেক্ষ উচ্চতা,ચોક્કસ ઊંચાઈ
নিৰপেক্ষ ৰঞ্জক পদাৰ্থ,સંપૂર્ણ રંગદ્રવ્ય
"নিৰপেক্ষ বিন্যাস, নিৰ্দ্বিধায় বিন্যাস","સંપૂર્ણ રૂપરેખાંકન, અસ્પષ્ટ રૂપરેખાંકન"
নিৰপেক্ষ coulomb,સંપૂર્ણ કૂલમ્બ
সম্পূৰ্ণ অন্ধকাৰ,સંપૂર્ણ અંધકાર
নিৰপেক্ষ সময়সূচী,સંપૂર્ણ સમયપત્રક
নিৰপেক্ষ ঘনত্ব*,સંપૂર્ણ ઘનતા*
নিৰপেক্ষ নিষ্কাশন,સંપૂર્ણ ડ્રેનેજ
নিৰপেক্ষ ইএমইউ (বিদ্যুৎচুম্বকীয় একক),સંપૂર્ણ EMU (ઇલેક્ટ્રોમેગ્નેટિક એકમ)
নিৰপেক্ষ ই এছ ইউ (স্থিৰ শক্তি একক),સંપૂર્ણ ESU (સ્થિર એકમ)
নিৰপেক্ষ দক্ষতা,સંપૂર્ણ કાર્યક્ષમતા
নিৰপেক্ষ ইলেক্ট্ৰ&#39;মিটাৰ,સંપૂર્ણ ઇલેક્ટ્રોમીટર
নিৰপেক্ষ কম্পাঙ্ক নিৰপেক্ষ কম্পাঙ্ক,સંપૂર્ણ આવર્તન સંપૂર્ણ આવર્તન
নিৰপেক্ষ আৰ্দ্ৰতা,સંપૂર્ણ ભેજ
নিৰপেক্ষ প্ৰাদুৰ্ভাৱ,સંપૂર્ણ ઘટના
নিৰপেক্ষ বিবৰ্তন সূচকাংক,સંપૂર્ણ રીફ્રેક્ટિવ ઇન્ડેક્સ
নিৰপেক্ষ অস্থিৰতা,સંપૂર્ણ અસ્થિરતા
নিৰপেক্ষ অস্থিৰতা,સંપૂર્ણ અસ્થિરતા
"নিৰপেক্ষ তীব্ৰতা, নিৰপেক্ষ তীব্ৰতা","સંપૂર્ણ તીવ્રતા, સંપૂર્ણ તીવ્રતા"
এষ্টেনিয়াৰ নিৰপেক্ষ সীমা,અસ્થેનિયાની સંપૂર્ણ મર્યાદા
নিৰপেক্ষ আলোকসজ্জা sill,સંપૂર્ણ રોશની
নিৰপেক্ষ পোহৰৰ বক্ৰ,સંપૂર્ણ પ્રકાશ વળાંક
নিৰপেক্ষ পৰিমাণ,સંપૂર્ણ તીવ્રતા
নিৰপেক্ষ বেৰ&#39;মিটাৰ,સંપૂર્ણ બેરોમીટર
পৰম পৰম,સર્વોચ્ચ સર્વોચ્ચ
নিৰপেক্ষ চৰম,સંપૂર્ણ મર્યાદા
নিৰপেক্ষ সৰ্বনিম্ন,એકદમ નીચું
নিৰপেক্ষ গতিবেগ,સંપૂર્ણ વેગ
নিৰপেক্ষ গতি,સંપૂર્ણ ઝડપ
নিৰপেক্ষ সংগীত,સંપૂર્ણ સંગીત
নিৰপেক্ষ পৰ্যবেক্ষণ,સંપૂર્ણ અવલોકન
নিৰপেক্ষ ওম,સંપૂર્ણ ઓહ્મ
নিৰপেক্ষ অভিমুখীতা,સંપૂર્ણ અભિગમ
নিৰপেক্ষ বিদ্যুৎঋণাত্মকতা,સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી
নিৰপেক্ষ মাধ্যাকৰ্ষণ,સંપૂર્ણ ગુરુત્વાકર્ષણ
নিৰপেক্ষ চাপ,સંપૂર્ણ દબાણ
নিৰপেক্ষ সম্পত্তি,સંપૂર્ણ મિલકત
নিৰপেক্ষ স্কেলাৰ,સંપૂર્ણ સ્કેલર
উষ্ণতাৰ চূড়ান্ত স্কেল*,તાપમાનનું સંપૂર્ણ માપ*
"নিৰপেক্ষ সমকালীনতা, নিৰপেক্ষ সমকালীনতা","સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ"
নিৰপেক্ষ চাপ,સંપૂર્ણ તણાવ
নিৰপেক্ষ প্ৰতিসমতা,સંપૂર્ણ સમપ્રમાણતા
নিৰপেক্ষ গতি শৰীৰ,સંપૂર્ણ ગતિ શરીર
নিৰপেক্ষ একক ব্যৱস্থা,સંપૂર્ણ એકમ સિસ્ટમ
নিৰপেক্ষ উষ্ণতা,સંપૂર્ણ તાપમાન
নিৰপেক্ষ সময়,ચોક્કસ સમય
নিৰপেক্ষ এককসমূহ,સંપૂર્ણ એકમો
নিৰপেক্ষ মূল্য,સંપૂર્ણ મૂલ્ય
পূৰ্ণসংখ্যা কেলকুলেটৰ,પૂર્ણાંક કેલ્ક્યુલેટર
নিৰপেক্ষ বেগ,સંપૂર્ણ વેગ
নিৰপেক্ষ আঠালতীয়াতা,સંપૂર્ણ સ્નિગ્ધતા
নিৰপেক্ষ ওজন,સંપૂર્ણ વજન
নিৰপেক্ষ শূন্য*,સંપૂર્ણ શૂન્ય*
শূন্যৰ নিৰপেক্ষ হজক,શૂન્યનો સંપૂર્ણ વિભાજક
শুহি লোৱা,શોષી લેવું
শোষণ সূচকাংক*,શોષણ સૂચકાંક*
শোষিত শক্তি,શોષિત ઊર્જા
"শোষক, শোষক","શોષક, શોષક"
শোষক মাধ্যম*,શોષક માધ્યમ*
শোষণ ক্ষমতা,શોષણ ક્ષમતા
শোষণ ক্ষমতা,શોષણ
শোষণমাপক*,શોષણમાપક*
শোষণমিতি*,શોષણમેટ્રી*
শোষণ,શોષણ
শোষণ - বেণ্ড*,શોષણ - બેન્ડ*
শোষণ বৰ্তনী,શોષણ સર્કિટ
শোষণ সহগ,શોષણ ગુણાંક
শোষণ স্তম্ভ,શોષણ કૉલમ
শোষণ ধ্ৰুৱক,સતત શોષણ
শোষণ ধাৰাবাহিকতা,શોષણ સાતત્ય
শোষণ অঞ্চল,શોષણ ઝોન
শোষণ কাৰেণ্ট,શોષણ વર્તમાન
শোষণ বক্ৰ*,શોષણ વક્ર*
শোষণ ভাঙন,શોષણ અસ્થિભંગ
শোষণ কোৰ,શોષણ કોર
শোষণ কাৰক,શોષણ પરિબળ
শোষণ ফিল্টাৰ,શોષણ ફિલ્ટર
শোষণ শিখা ফটোমেট্ৰি*,શોષણ જ્યોત ફોટોમેટ્રી*
শোষণ হাইগ্ৰ’মিটাৰ,શોષણ હાઇગ્રોમીટર
শোষণ ঘাত,શોષણ ઘાતાંક
শোষণ প্ৰান্তীয়,શોષણ સીમાંત
শোষণ ৰেখা,શોષણ રેખા
শোষণ ক্ষতি,શોષણ નુકશાન
শোষণ মডুলেচন,શોષણ મોડ્યુલેશન
পোহৰ শোষণ,પ્રકાશ શોષણ
বিকিৰণ শক্তি শোষণ কৰা,રેડિયેશન ઊર્જાનું શોષણ
শোষণ শিখৰ,શોષણની ટોચ
শোষণ আলোকমিতি,શોષણ ફોટોમેટ્રી
শোষণ অনুপাত,શોષણ ગુણોત્તર
শোষণ পৰিসৰ*,શોષણ શ્રેણી*
শোষণ বৰ্ণালী আলোকমিতি*,શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*
শোষণ বৰ্ণালী*,શોષણ સ્પેક્ટ્રમ*
"শোষণ নলী, শোষণ নলী","શોષણ નળી, શોષણ નળી"
শোষণ হাইগ্ৰ’মিটাৰ,શોષણ હાઇગ્રોમીટર
শোষক*,શોષક*
শোষক বাষ্পীভৱনকাৰী,શોષક બાષ્પીભવક
শোষণ নিয়ম*,શોષણ કાયદો*
শোষণ মাধ্যম,શોષણ માધ્યમ
"শোষণ ক্ষমতা, শোষণ ক্ষমতা*","શોષક ક્ષમતા, શોષણ*"
শোষণ ক্ষমতা*,શોષણ*
ষ্টুডিঅ&#39; সজ্জা,સ્ટુડિયો સરંજામ
বহুগুণতা অনুপাত,ગુણાકાર ગુણોત્તર
abvolt,અવગણના
বিষয়ে,વિશે
ত্বৰান্বিত কৰক,વેગ આપો
ত্বৰণ-বন্ধ দূৰত্ব,પ્રવેગક-સ્ટોપ અંતર
খৰধৰকৈ উঠিল,ઉતાવળ કરી
দ্ৰুত সময় প্ৰভাৱ পৰীক্ষা,ઝડપી સમય અસર પરીક્ષણ
দ্ৰুত প্ৰবাহ,ઝડપી પ્રવાહ
দ্ৰুত গতি,ઝડપી ગતિ
দ্ৰুত শৰীৰ,ઝડપી શરીર
ত্বৰণকাৰী ওজনকাৰী,પ્રવેગક તોલનાર
ত্বৰণকাৰী ইলেক্ট্ৰ&#39;ড*,પ્રવેગક ઇલેક્ટ્રોડ*
ত্বৰক সময়*,પ્રવેગક સમય*
ত্বৰণকাৰী পৰ্যায়,પ્રવેગક તબક્કો
ত্বৰণকাৰীৰ হাৰ,પ્રવેગક દર
এক্সিলেটৰ ভোল্টেজ*,એક્સિલરેટર વોલ્ટેજ*
বেগ বৃদ্ধি,પ્રવેગ
ত্বৰান্বিত দহন,ત્વરિત કમ્બશન
ত্বৰণ সহগ,પ્રવેગક ગુણાંક
ত্বৰণ উপাদান,પ્રવેગક ઘટક
মাধ্যাকৰ্ষণৰ ফলত হোৱা ত্বৰণ,ગુરુત્વાકર્ષણને કારણે પ્રવેગક
ত্বৰণ কাৰক,પ્રવેગક પરિબળ
ত্বৰিত চাৰ্জ,ઝડપી ચાર્જ
মাধ্যাকৰ্ষণৰ ত্বৰণ,ગુરુત્વાકર્ષણ પ્રવેગક
ত্বৰণ বিভৱ,પ્રવેગક સંભવિત
ত্বৰণ আইন,પ્રવેગક કાયદો
ত্বৰণ প্ৰক্ৰিয়া,પ્રવેગક પ્રક્રિયા
ত্বৰণ অঞ্চল,પ્રવેગક ક્ષેત્ર
ত্বৰণ পদ্ধতি,પ્રવેગક પદ્ધતિ
"ত্বৰণ সহনশীলতা, ত্বৰণ সহনশীলতা","પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા"
ত্বৰণ ভেক্টৰ,પ્રવેગક વેક્ટર
ত্বৰণ-ভোল্টেজ,પ્રવેગક-વોલ્ટેજ
ত্বৰণ তৰংগ,પ્રવેગક તરંગ
ত্বৰণকাৰী,પ્રવેગક
"accelerate, ত্বৰণকাৰী*","પ્રવેગક, પ્રવેગક*"
ত্বৰক সমীকৰণ,પ્રવેગક સમીકરણ
ত্বৰণকাৰী*,એક્સિલરેટર*
এক্সিলেৰমিটাৰ,એક્સેલરોમીટર
এক্সিলেৰমিটাৰ মিলন,એક્સેલરોમીટર મેચિંગ
প্ৰিষ্ট্ৰেছাৰ,prestresser
বৈধ আখৰ,માન્ય અક્ષરો
গ্ৰহণযোগ্যতা কোণ,સ્વીકૃતિ કોણ
গ্ৰহণযোগ্যতা নিৰ্দিষ্টকৰণ,સ્વીકૃતિ સ્પષ્ટીકરણ
গ্ৰহণযোগ্য পৰীক্ষা,સ્વીકાર્ય પરીક્ષણ
"গ্ৰহণকাৰী*, গ্ৰহণকাৰী","સ્વીકારનાર*, સ્વીકારનાર"
ৰিচেপ্টৰ পৰমাণু,રીસેપ્ટર અણુ
ৰিচেপ্টৰ বণ্ড,રીસેપ્ટર બોન્ડ
ৰিচিভাৰ চাৰ্কিট,રીસીવર સર્કિટ
ৰিচেপ্টৰ স্তৰ,રીસેપ્ટર સ્તર
দাতা অণু,દાતા પરમાણુ
ৰিচেপ্টৰ বৈশিষ্ট্য,રીસેપ્ટર મિલકત
ৰিচেপ্টৰ বৈশিষ্ট্যৰ স্তৰ,રીસેપ્ટર મિલકત સ્તર
এক্সিলেটৰৰ নলী,પ્રવેગક નળી
"প্ৰৱেশ, অপেক্ষা, প্ৰৱেশ","પ્રવેશ, રાહ, પ્રવેશ"
প্ৰৱেশ ভূজ,ભુજ એક્સેસ
অভিগম ব্যৱস্থাপ্ৰণালী,ઍક્સેસ સિસ્ટમ
প্ৰৱেশ সময়,ઍક્સેસ સમય
অভিগম্যতা,ઉપલ્બધતા
"অতিৰিক্ত, সহায়ক, আনুষংগিক (v, ), আনুষংগিক","વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ"
অতিৰিক্ত নিষেধাজ্ঞা,વધારાના પ્રતિબંધો
কাকতালীয়,સંયોગ
আকস্মিক সংশোধন,આકસ્મિક કરેક્શન
আকস্মিক জৈৱজন্ম,આકસ્મિક બાયોજેનેસિસ
আকস্মিক ডাইভাৰচন,આકસ્મિક ડાયવર્ઝન
দৰ্শকৰ ভুল,મુલાકાતી ભૂલ
"হঠাৎ বন্ধ, হঠাৎ বন্ধ","અચાનક સ્ટોપ, એકાએક સ્ટોપ"
আকস্মিক সংক্ৰমণ,આકસ્મિક ટ્રાન્સમિશન
ৰেণ্ডম ভ্যাৰিয়েন্স,રેન્ડમ ભિન્નતા
সমন্বয়,ગોઠવણ
অৱস্থিত,સ્થિત
সঞ্চিত ভুল,સંચિત ભૂલ
"সঞ্চয়, সঞ্চয়","સંચય, સંચય"
শক্তি সংৰক্ষণ,ઊર્જા સંગ્રહ
এক্যুলেটৰ*,સંચયક*
শুদ্ধতা,ચોકસાઈ
বাস্তৱতা,વાસ્તવિકતા
বাস্তৱ যন্ত্ৰ পৰ্যবেক্ষণ,વાસ્તવિક સાધન અવલોકન
সঠিক ৰেঞ্জ মাৰ্কাৰ,ચોક્કસ શ્રેણી માર્કર
নিখুঁত স্কেনিং,ચોકસાઇ સ્કેનીંગ
অভ্যাস,પ્રેક્ટિસ
ত্বৰক কোষ*,એક્સિલરેટર સેલ*
ৰঙীন লেন্স*,વર્ણહીન લેન્સ*
অৰঙীন*,વર્ણહીન*
ৰঙীন বিশ্লেষক,વર્ણહીન વિશ્લેષક
ফ্ৰিকুৱেন্সি নিউট্ৰেল এন্টেনা,આવર્તન તટસ્થ એન્ટેના
ৰঙীন আকৃতি,વર્ણહીન આકાર
achromatic ফ্ৰিঞ্জ,વર્ણહીન ફ્રિન્જ
ৰঙীন লেন্স*,વર્ણહીન લેન્સ*
ৰঙীন বিন্দু পথ,વર્ણહીન બિંદુ પાથ
ৰঙীন লেন্স,વર્ણહીન લેન્સ
ৰঙীন প্ৰিজম,વર્ણહીન પ્રિઝમ
achromatic টেলিস্কোপ,વર્ણહીન ટેલિસ્કોપ
achromaticity*,વર્ણહીનતા*
achromatization*,વર્ણહીનકરણ*
achromaticity*,વર્ણહીનતા*
"ইলাষ্টিক, অপ্ৰতিৰোধক, অবাধ্য","સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન"
"একৰ্ণ নলী, বঞ্জু নলী","એકોર્ન નળી, બંજુ નળી"
ক্ষুদ্ৰ ভালভ,લઘુચિત્ર વાલ્વ
প্ৰতিধ্বনি,ઇકોફોની
একাউষ্টিক,એકોસ્ટિક
ধ্বনি শোষণ ক্ষমতা,એકોસ્ટિક શોષકતા
শব্দৰ ক্ষীণকৰণ সহগ,એકોસ્ટિક એટેન્યુએશન ગુણાંક
শব্দৰ ক্ষীণকৰণ,એકોસ્ટિક એટેન્યુએશન
একাউষ্টিক চোৰ এলাৰ্ম,એકોસ્ટિક ચોર એલાર્મ
ধ্বনিযুক্ত ধাৰণক্ষমতা,એકોસ્ટિક ક્ષમતા
শ্ৰৱণ কেন্দ্ৰ,સુનાવણી કેન્દ્ર
ধ্বনিগত ব্যাখ্যা,એકોસ્ટિક સમજૂતી
একাউষ্টিক কভাৰ,એકોસ્ટિક કવર
ধ্বনিগত প্ৰতিক্ৰিয়া,એકોસ્ટિક પ્રતિભાવ
ধ্বনি উপাদান,એકોસ્ટિક ઘટક
ধ্বনি পৰিবাহীতা,એકોસ્ટિક વાહકતા
একাউষ্টিক ডেম্পিং,એકોસ્ટિક ભીનાશ
ধ্বনিগত বিক্ষিপ্ততা,એકોસ્ટિક વિક્ષેપ
শব্দ হেকাৰ,સાઉન્ડ હેકર
ধ্বনি শক্তি*,ધ્વનિ ઊર્જા*
ধ্বনি শক্তি সমীকৰণ,એકોસ્ટિક ઊર્જા સમીકરણ
ধ্বনি সমীকৰণ,એકોસ્ટિક સમીકરણ
শব্দ পুনৰুদ্ধাৰ,એકોસ્ટિક પુનઃસ્થાપન
ক্লেডনি আকৃতি,ક્લેડની આકાર
একাউষ্টিক ফিল্টাৰ,એકોસ્ટિક ફિલ્ટર
শব্দ উৎপাদক,અવાજ જનરેટર
একাউষ্টিক গ্ৰেটিং,એકોસ્ટિક જાળી
একাউষ্টিক ইম্পিডেন্স*,એકોસ્ટિક અવબાધ*
শব্দৰ জড়তা,એકોસ્ટિક જડતા
শব্দৰ তীব্ৰতা,એકોસ્ટિક તીવ્રતા
শব্দৰ হস্তক্ষেপ মিটাৰ,એકોસ્ટિક હસ્તક્ષેપ મીટર
একাউষ্টিক ইন্টাৰফেৰেন্স ডিটেক্টৰ,એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર
একাউষ্টিক লেন্স,એકોસ્ટિક લેન્સ
শব্দ ৰেখা,ધ્વનિ રેખા
ধ্বনিযুক্ত ভৰ,એકોસ્ટિક માસ
ধ্বনিগত পদাৰ্থ,એકોસ્ટિક સામગ્રી
শব্দৰ অৰ্থ মুক্ত পথ,એકોસ્ટિક અર્થ મુક્ત માર્ગ
একাউষ্টিক মোড,એકોસ્ટિક મોડ
শব্দৰ শব্দ,એકોસ્ટિક અવાજ
ধ্বনিযুক্ত ওম*,એકોસ્ટિક ઓહ્મ*
"একাউষ্টিক পেনেল, একাউষ্টিক বৰ্ড","એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ"
ধ্বনি পৰ্যায় ধ্ৰুৱক,એકોસ્ટિક તબક્કો સ્થિર
একাউষ্টিক ৰিচিভাৰ,એકોસ્ટિક રીસીવર
শব্দৰ চাপ,એકોસ્ટિક દબાણ
শব্দৰ প্ৰতিসমতা নিয়ম,ધ્વનિનો સપ્રમાણતાનો નિયમ
শব্দ সংক্ৰমণ,એકોસ્ટિક ટ્રાન્સમિશન
ধ্বনিগত ধৰ্ম,એકોસ્ટિક ગુણધર્મો
ধ্বনিযুক্ত চতুৰ্ভুজ,એકોસ્ટિક ક્વાડ્રુપોલ
ধ্বনি বিকিৰণ মৌল,એકોસ્ટિક રેડિયેશન તત્વ
ধ্বনি বিকিৰণ,એકોસ્ટિક રેડિયેશન
শব্দ নিবাৰণ,સાઉન્ડપ્રૂફ
একাউষ্টিক ৰেডিঅ&#39;মিটাৰ,એકોસ્ટિક રેડિયોમીટર
ধ্বনিগত প্ৰতিক্ৰিয়া,એકોસ્ટિક પ્રતિભાવ
ধ্বনিগত পাৰস্পৰিকতা উপপাদ্য,એકોસ્ટિક પારસ્પરિકતા પ્રમેય
শব্দ হ্ৰাস কাৰক,એકોસ્ટિક ઘટાડો પરિબળ
ধ্বনি প্ৰতিফলন সহগ,એકોસ્ટિક પરાવર્તન ગુણાંક
ধ্বনি বিবৰ্তন,એકોસ્ટિક રીફ્રેક્શન
শব্দ প্ৰতিৰোধ ক্ষমতা,એકોસ્ટિક પ્રતિકાર
ধ্বনিগত প্ৰতিক্ৰিয়া,એકોસ્ટિક પ્રતિભાવ
ধ্বনিগত বিক্ষিপ্ততা,એકોસ્ટિક સ્કેટરિંગ
শুনা বিন্দু,સુનાવણી બિંદુ
শব্দৰ কঠিনতা,એકોસ્ટિક કઠોરતા
শব্দ ব্যৱস্থা,એકોસ્ટિક સિસ્ટમ
একাউষ্টিক থাৰ্মোমিটাৰ,એકોસ્ટિક થર્મોમીટર
শব্দৰ বেগ,એકોસ્ટિક વેગ
শব্দ তৰংগ,ધ્વનિ તરંગ
একাউষ্টিক,એકોસ્ટિક
শব্দ শোষণ সহগ,ધ્વનિ શોષણ ગુણાંક
শব্দ শোষণ উপাদান,ધ્વનિ શોષણ ઘટક
একাউষ্টিক বৰ্তনী,એકોસ્ટિક સર્કિટ
ধ্বনিগত প্ৰতিক্ৰিয়া,એકોસ્ટિક પ્રતિભાવ
শব্দ বিলম্ব ৰেখা,એકોસ્ટિક વિલંબ રેખા
ধ্বনিগত বিকৃতি,એકોસ્ટિક વિકૃતિ
একাউষ্টিক একাউষ্টিক,એકોસ્ટિક એકોસ્ટિક્સ
একাউষ্টিক ফিল্টাৰ,એકોસ્ટિક ફિલ્ટર
একাউষ্টিক ইম্পিডেন্স*,એકોસ્ટિક અવબાધ*
ফ&#39;ন&#39;গ্ৰাফ,ફોનોગ્રાફ
ধ্বনিযুক্ত ওম*,એકોસ્ટિક ઓહ્મ*
ধ্বনি ধ্ৰুৱক,એકોસ્ટિક સતત
একাউষ্টিক ফ&#39;নন,એકોસ્ટિક ફોનોન
ধ্বনি সংবহন ধ্ৰুৱক,એકોસ્ટિક ટ્રાન્સમિશન સતત
শব্দ পৰিৱৰ্তন সহগ,ધ્વનિ રૂપાંતર ગુણાંક
শব্দ প্ৰতিৰোধ ক্ষমতা,એકોસ્ટિક પ્રતિકાર
শব্দৰ কঠিনতা,એકોસ્ટિક કઠોરતા
শব্দ একক,ધ્વનિ એકમ
শব্দ নিবাৰণ,સાઉન્ડપ્રૂફ
একাউষ্টিক চাইড লাইন,એકોસ્ટિક સાઇડ લાઇન
"শব্দবিজ্ঞান, ধ্বনিবিজ্ঞান","ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર"
শব্দ মিটাৰ,સાઉન્ડ મીટર
শব্দৰ চাপ,ધ્વનિ દબાણ
অধিগ্ৰহণ ৰাডাৰ,સંપાદન રડાર
সালোক সংশ্লেষণ বিকিৰণ,પ્રકાશસંશ્લેષણ રેડિયેશન
এক্টিনিয়াম নিৰ্গমন,એક્ટિનિયમ ઉત્સર્જન
এক্টিনো-ইউৰেনিয়াম,એક્ટિનો-યુરેનિયમ
এক্টিনো-ইউৰেনিয়াম শৃংখলা,એક્ટિનો-યુરેનિયમ શ્રેણી
ৰেডিঅ&#39;ইলেক্ট্ৰিক,રેડિયોઇલેક્ટ્રિક
"এক্টিনোমিটাৰ, ফটোমাইক্ৰ&#39;মিটাৰ","એક્ટિનોમીટર, ફોટોમિક્રોમીટર"
"কাৰ্য্য, কাৰ্য্য","ક્રિયા, ખત"
ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া,ક્રિયા અને પ્રતિક્રિયા
ক্ৰিয়া ধ্ৰুৱক,ક્રિયા સતત
প্ৰভাৱৰ ক্ষেত্ৰ,પ્રભાવ ક્ષેત્ર
"সক্ৰিয় কৰা হৈছে, সক্ৰিয় কৰা হৈছে","સક્રિય, સક્રિય"
সক্ৰিয় প্ৰসাৰণ,સક્રિય પ્રસરણ
"সক্ৰিয় কৰা ফাইবাৰ, সক্ৰিয় কৰা ফাইবাৰ","સક્રિય ફાઇબર, સક્રિય ફાઇબર"
সক্ৰিয়কৰণ প্ৰভাৱ,સક્રિયકરણ અસર
সক্ৰিয়কৰণ প্ৰভাৱ,સક્રિયકરણ અસર
সক্ৰিয়কৰণ বিশ্লেষণ,સક્રિયકરણ વિશ્લેષણ
কাৰ্য্যকলাপ কেন্দ্ৰ,પ્રવૃત્તિ કેન્દ્ર
সক্ৰিয়কৰণ পৰীক্ষক,સક્રિયકરણ પરીક્ષક
সক্ৰিয়কৰণ শক্তি,સક્રિયકરણ ઊર્જા
সক্ৰিয়কৰণ এণ্ট্ৰপি,સક્રિયકરણ એન્ટ્રોપી
সক্ৰিয়কৰণ অতিভোল্টেজ,સક્રિયકરણ ઓવરવોલ્ટેજ
সক্ৰিয়কৰণৰ হাৰ,સક્રિયકરણ દર
"সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা","એક્ટિવેટર, એક્ટિવેટર"
সক্ৰিয়কৰ্তা পৰমাণু,એક્ટિવેટર અણુ
ত্বৰণকাৰী,પ્રવેગક
সক্ৰিয় শোষণ,સક્રિય શોષણ
সক্ৰিয় আকাশী,સક્રિય હવાઈ
বিকিৰণৰ বিপদজনক অঞ্চল,રેડિયેશન ડેન્જર ઝોન
সক্ৰিয় ডিভাইচ,સક્રિય ઉપકરણ
সক্ৰিয় লক্ষ্য নিৰ্ধাৰণ,સક્રિય લક્ષ્યીકરણ
সক্ৰিয় হাইড্ৰজেন*,સક્રિય હાઇડ્રોજન*
সক্ৰিয় জাল,સક્રિય મેશ
