Tamil,Kannada
யூத எதிர்ப்பு,ಯೆಹೂದ್ಯ ವಿರೋಧಿ
அன்சாக்,ಅಂಜಾಕ್
அப்பெல்லா,ಅಪೆಲ್ಲಾ
அரலு,ಅರಳು
பேராயர்,ಆರ್ಚ್ ಬಿಷಪ್
ஆர்ச் டச்சி,ಆರ್ಚ್ ಡಚಿ
ஆர்ச் டியூக்,ಆರ್ಚ್ ಡ್ಯೂಕ್
காப்பகம் (=காப்பக சேகரிப்பு),ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ)
ஆர்க்கிபிஸ்கோபேட்,ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್
பிரபுத்துவம்,ಶ್ರೀಮಂತವರ್ಗ
பிரபு,ಶ್ರೀಮಂತ
பிரபுத்துவ ஸ்னோபரி,ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ
அரிஸ்டாட்டிலியன்,ಅರಿಸ್ಟಾಟಲ್
அர்மடா,ನೌಕಾಪಡೆ
அர்மடா (=ஸ்பானிய அர்மடா),ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ)
கவசக்காரர் (=கவசக்காரர்),ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ)
கவசம் (=கவசம்),ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ)
ஆயுதக்கடைக்காரர்,ಶಸ್ತ್ರಾಗಾರ
ஆர்யன்,ಆರ್ಯನ್
ஆர்யன்,ಆರ್ಯನ್
அஸ்காரி,ಅಸ್ಕರಿ
ஒதுக்கு,ನಿಯೋಜಿಸಿ
உதவு,ಅಸೈಜ್ ಮಾಡಿ
உதவு,ಅಸೈಜ್ ಮಾಡಿ
உதவு,ಅಸೈಜ್ ಮಾಡಿ
ஆயுதச் சட்டம்,ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್
அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்,ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ
மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்,ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್
நாவல் Disseisin Assize,ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್
கொடுமை,ದೌರ್ಜನ್ಯ
தாக்குதல்,ದಾಳಿ
ஆலிக் கவுன்சில்,ಆಲಿಕ್ ಕೌನ್ಸಿಲ್
கோடரியின் கோடாரி (=கெடெஸ் கோடாரி),ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ)
அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு),ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್)
பாபிலோன்,ಬ್ಯಾಬಿಲೋನ್
பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு),ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ)
பச்சனல் பக்தர்,ಬಚ್ಚನಾಳ ಭಕ್ತ
பச்சனாலியா,ಬಚ್ಚನಾಲಿಯಾ
இளங்கலை,ಪದವಿ
பாக்தாத் ஒப்பந்தம்,ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ
பால்கன் லீக்,ಬಾಲ್ಕನ್ ಲೀಗ್
பால்கன் ஒப்பந்தம்,ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ
பால்கன் போர்கள்,ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು
பால்டிக் ஒப்பந்தம்,ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ
கொள்ளைக்காரன்,ಡಕಾಯಿತ
பாண்டுங் மாநாடு,ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ
நாடுகடத்தல்,ಬಹಿಷ್ಕಾರ
பதாகை,ಬ್ಯಾನರ್
காட்டுமிராண்டித்தனம்,ಅನಾಗರಿಕ
பார்பிகன்,ಬಾರ್ಬಿಕನ್
பர்தோலி சத்தியாகிரகம்,ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ
பார்ன் பர்னர்ஸ்,ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು
பரோன்,ಬ್ಯಾರನ್
பாரோனேஜ்,ಬ್ಯಾರನೇಜ್
பரோன்ஸ் மேஜர்கள்,ಬರೋನ್ಸ್ ಮೇಜರ್
பரோன்ஸ் மைனர்கள்,ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು
பரோனஸ்,ಬ್ಯಾರನೆಸ್
பரோனெட்,ಬ್ಯಾರೊನೆಟ್
பரோனேடேஜ்,ಬ್ಯಾರೊನೆಟೇಜ್
பரோனேடேஜ்,ಬ್ಯಾರೊನೆಟೇಜ್
பேரோனெட்டி,ಬ್ಯಾರೊನೆಟ್ಸಿ
பேரோனி,ಬರೋನಿ
பாராகூன்,ಬ್ಯಾರಕೂನ್
பாராகூன்,ಬ್ಯಾರಕೂನ್
தடுப்பு (=பேரிகாடோ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
தடுப்பு (=பேரிகாடோ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
தடுப்பு (=பேரிகாடோ),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
அடிப்படை முகாம்,ಮೂಲ ಶಿಬಿರ
பேராலயம்,ಬೆಸಿಲಿಕಾ
பேராலயம்,ಬೆಸಿಲಿಕಾ
பஸ்திலா,ಬಸ್ತಿಲಾ
பாஸ்டில்,ಬಾಸ್ಟಿಲ್
பாஸ்டில்,ಬಾಸ್ಟಿಲ್
மின்கலம்,ಬ್ಯಾಟರಿ
போர்,ಕದನ
போர்-வரிசை,ಬ್ಯಾಟಲ್-ಅರೇ
யுத்த அழுகுரல்,ಯುದ್ಧದ ಕೂಗು
போர் டின்,ಬ್ಯಾಟಲ್ ಡಿನ್
போர்க்களம்,ಯುದ್ಧಭೂಮಿ
போர் பாடல்,ಯುದ್ಧ ಸ್ತೋತ್ರ
ஸ்பர்ஸ் போர்,ಸ್ಪರ್ಸ್ ಕದನ
ஸ்டாண்டர்ட் போர்,ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
போர்க்கப்பல்,ಯುದ್ಧನೌಕೆ
போர்க்கப்பல்-வலிமை,ಯುದ್ಧನೌಕೆ-ಬಲ
பேயுக்ஸ் சீலை,ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ
கலங்கரை விளக்கம்,ದಾರಿದೀಪ
கலங்கரை விளக்கம் கோபுரம்,ದಾರಿದೀಪ ಗೋಪುರ
பீவர்,ಬೀವರ್
பீவர்,ಬೀವರ್
கடலின் பிச்சைக்காரர்கள்,ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು
பெல்லிகோஸ்,ಬೆಲ್ಲಿಕೋಸ್
பெல்லிகோஸ்,ಬೆಲ್ಲಿಕೋಸ್
பெல்லிகோஸ்,ಬೆಲ್ಲಿಕೋಸ್
பெல்கோசிட்டி,ಬೆಲ್ಲಿಕೋಸಿಟಿ
பெல்லோனா,ಬೆಲೋನಾ
நன்மை,ಪ್ರಯೋಜನ
குருமார்களின் பலன்,ಧರ್ಮಗುರುಗಳ ಲಾಭ
பெனலக்ஸ்,ಬೆನೆಲಕ್ಸ್
பெர்லின் ஆணை,ಬರ್ಲಿನ್ ತೀರ್ಪು
பெர்சர்கர்,ಬರ್ಸರ್ಕರ್
பெசன்ட் (=பெசண்ட்),ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್)
பெத்தேல்,ಬೆತೆಲ್
நூலாசிரியர்,ಗ್ರಂಥಪಾಲಕ
புத்தக வழிபாடு,ಗ್ರಂಥಾರಾಧನೆ
பெரிய பெர்தா,ದೊಡ್ಡ ಬರ್ತಾ
மதவெறி,ಮತಾಂಧ
பில்லெட்டிங்,ಬಿಲ್ಲೆಟಿಂಗ್
பில்,ಅಟೈಂಡರ್ ಬಿಲ್
உரிமைகள் மசோதா,ಹಕ್ಕುಗಳ ಮಸೂದೆ
வாழ்க்கை வரலாற்றாசிரியர்,ಜೀವನಚರಿತ್ರೆಕಾರ
பிறப்பு கதைகள்,ಜನ್ಮ ಕಥೆಗಳು
Bivouac,ತಾತ್ಕಾಲಿಕ
Bivouac,ತಾತ್ಕಾಲಿಕ
Bivouac,ತಾತ್ಕಾಲಿಕ
பிசோனியா,ಬಿಜೋನಿಯಾ
கருப்பு பறவைகள்,ಕಪ್ಪು ಪಕ್ಷಿಗಳು
கருப்பு கொடி,ಕಪ್ಪು ಬಾವುಟ
கருந்துளை,ಕಪ್ಪು ರಂಧ್ರ
கருந்துளை,ಕಪ್ಪು ರಂಧ್ರ
கருப்பு கால் (=சிரங்கு),ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು)
கருப்பு சட்டை,ಕಪ್ಪು ಶರ್ಟ್
பிளேசன்,ಬ್ಲೇಝೋನ್
பிளேசன்,ಬ್ಲೇಝೋನ್
பிரகாசம்,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
பிரகாசம்,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
பிளிட்ஸ்கிரீக்,ಮಿಂಚುದಾಳಿ
இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி),ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್)
இரத்தம் கொண்டவர்,ಬ್ಲಡ್ವೈಟ್
ப்ளடி மேரி,ಬ್ಲಡಿ ಮೇರಿ
நீலம்,ನೀಲಿ
நீல இரத்தம்,ನೀಲಿ ರಕ್ತ
நீல புத்தகம்,ನೀಲಿ ಪುಸ್ತಕ
நீல தலைப்பட்டை,ನೀಲಿ ರಿಬ್ಬನ್
நீல தலைப்பட்டை,ನೀಲಿ ರಿಬ್ಬನ್
ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்),ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್)
நீல நிற சட்டை,ನೀಲಿ ಅಂಗಿ
நீல நீர் பள்ளி,ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್
கட்டுப்பாட்டு வாரியம்,ನಿಯಂತ್ರಣ ಮಂಡಳಿ
உடல் கவசம்,ದೇಹದ ರಕ್ಷಾಕವಚ
போயர்,ಬೋಯರ್
கொள்ளை,ಲೂಟಿ
பெருநகரம்,ಬರೋ
பவுல்யூடெரியன்,ಬೌಲ್ಯೂಟೇರಿಯನ್
போர்பன்,ಬೌರ್ಬನ್
குத்துச்சண்டை வீரர் கிளர்ச்சி,ಬಾಕ್ಸರ್ ದಂಗೆ
பிரேஸ்,ಬ್ರೇಸ್
பிராசர்ட்,ಬ್ರಾಸಾರ್ಡ್
பிராசர்ட்,ಬ್ರಾಸಾರ್ಡ್
ரொட்டி காலனிகள்,ಬ್ರೆಡ್ ವಸಾಹತುಗಳು
மார்பக தட்டு,ಸ್ತನ ಫಲಕ
மார்பக வேலை,ಸ್ತನ ಕೆಲಸ
ப்ரெட்வால்டா,ಬ್ರೆಟ್ವಾಲ್ಡಾ
பிரிகாண்ட்,ಬ್ರಿಗಾಂಡ್
பிரிகாண்டேஜ்,ಬ್ರಿಗಂಡೇಜ್
பிரிட்டிஷ் காமன்வெல்த் நாடுகள்,ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು
பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்),ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು)
பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்),ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ)
பஃப்,ಬಫ್
பஃப்,ಬಫ್
பஃப்-கோட்,ಬಫ್-ಕೋಟ್
பஃப்ஸ்,ಬಫ್ಸ್
புலே (=சபை),ಬುಲೆ (=ಕೌನ್ಸಿಲ್)
பர்கேஜ்,ಬರ್ಗೇಜ್
பர்கெஸ்,ಬರ್ಗೆಸ್
பைசண்டைன்,ಬೈಜಾಂಟೈನ್
பைசண்டைன் தேவாலயம்,ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್
பைசண்டைன் பேரரசு,ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ
பைசண்டைன் சகாப்தம்,ಬೈಜಾಂಟೈನ್ ಯುಗ
பைசண்டைன் வரலாற்றாசிரியர்கள்,ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು
கபால்,ಕ್ಯಾಬಲ್
சீசரிசம்,ಸೀಸರಿಸಂ
கலீஃபா,ಖಲೀಫ್
எழுத்தாளன்,ಕ್ಯಾಲಿಗ್ರಾಫರ್
கையெழுத்து எழுதுபவர்,ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್
எழுத்துக்கலை,ಕ್ಯಾಲಿಗ್ರಫಿ
கால்ட்ராப்,ಕ್ಯಾಲ್ಟ್ರೋಪ್
தோழமை,ಸೌಹಾರ್ದತೆ
கேமரிலா,ಕ್ಯಾಮರಿಲ್ಲಾ
கேமரிலா,ಕ್ಯಾಮರಿಲ್ಲಾ
கேமலாகம்,ಕ್ಯಾಮೆಲಾಕಮ್
உருமறைப்பு,ಮರೆಮಾಚುವಿಕೆ
பிரச்சாரம்,ಪ್ರಚಾರ
முகாம் பின்பற்றுபவர்,ಶಿಬಿರದ ಅನುಯಾಯಿ
காம்போ சாண்டோ,ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ
மார்டியஸ் வளாகம்,ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್
கேனபோரா,ಕ್ಯಾನೆಫೊರಾ
கங்கு,ಕ್ಯಾಂಗ್ಯೂ
பீரங்கி,ಕ್ಯಾನನೇಡ್
பீரங்கி தீவனம்,ಕ್ಯಾನನ್ ಮೇವು
நியதி,ಕ್ಯಾನನ್
நியதி சட்டம்,ಕ್ಯಾನನ್ ಕಾನೂನು
கனோபஸ் ஆணை,ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು
ஆயுதங்களை ஏந்துதல்,ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ
கைதி,ಬಂಧಿತ
பிடிப்பவன்,ಕ್ಯಾಪ್ಟರ್
கார்டினல்,ಕಾರ್ಡಿನಲ್
கார்ல்,ಕಾರ್ಲ್
கரோலிங்கியன் வம்சம்,ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ
கார்த்தூசியன் பிரிவு,ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ
கார்டோசா,ಕಾರ್ಟೊಸಾ
காஸ்ட்லியன்,ಕ್ಯಾಸ್ಟೇಲಿಯನ್
காஸ்ட்லியன்,ಕ್ಯಾಸ್ಟೆಲಿಯನ್
சாதி அமைப்பு,ಜಾತಿ ಪದ್ಧತಿ
கோட்டை,ಕೋಟೆ
கோட்டை,ಕೋಟೆ
கோட்டை நகரம்,ಕೋಟೆಯ ಪಟ್ಟಣ
காஸ்ட்ரா,ಕ್ಯಾಸ್ಟ್ರಾ
காஸ்ட்ரா,ಕ್ಯಾಸ್ಟ್ರಾ
கதீட்ரா,ಕ್ಯಾಥೆಡ್ರಾ
கதீட்ரல்,ಕ್ಯಾಥೆಡ್ರಲ್
கேட்டோ ஸ்ட்ரீட் சதி,ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ
காடிலோ,ಕೌಡಿಲ್ಲೊ
காவலர்,ಕ್ಯಾವಲಿಯರ್
காவலர்,ಕ್ಯಾವಲಿಯರ್
கவாலியர் பாராளுமன்றம்,ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು
அதுலாம் குகை,ಅದುಲ್ಲಮ್ ಗುಹೆ
குகை ஓவியம்,ಗುಹೆ ಚಿತ್ರಕಲೆ
குகை ஓவியம்,ಗುಹೆ ಚಿತ್ರಕಲೆ
சென்டம்விர்,ಸೆಂಟಮ್ವಿರ್
செஞ்சுரியன்,ಸೆಂಚುರಿಯನ್
நூற்றாண்டு,ಶತಮಾನ
சங்கிலி கவசம் (=செயின் மெயில்),ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್)
சாந்த்ரி,ಚಾಂಟ್ರಿ
சாந்த்ரி,ಚಾಂಟ್ರಿ
அத்தியாய புத்தகம்,ಅಧ್ಯಾಯ ಪುಸ್ತಕ
சாப்ளின்,ಧರ್ಮಗುರು
அத்தியாயம்,ಅಧ್ಯಾಯ
விபத்துகளின் அத்தியாயம்,ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ
கட்டணம்,ಶುಲ್ಕ
பொறுப்பாளர்கள்,ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್
கட்டணம் பிரித்தல்,ಚಾರ್ಜ್ ವಿಭಜನೆ
சார்ஜர்,ಚಾರ್ಜರ್
தேர்,ರಥ
தேரோட்டி,ಸಾರಥಿ
தேரோட்டி,ಸಾರಥಿ
தேரோட்டி,ಸಾರಥಿ
தொண்டு சமையலறை,ಚಾರಿಟಿ ಅಡಿಗೆ
சாசனம்,ಚಾರ್ಟರ್
சார்டிஸ்ட் இயக்கம் (=சார்டிசம்),ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ)
சார்ட்டோபிலாசியம்,ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್
அரட்டை,ಚಟೌ
செக் போஸ்ட்,ಚೆಕ್ ಪೋಸ್ಟ್
இரசாயனப் போர்,ರಾಸಾಯನಿಕ ಯುದ್ಧ
செஸ்டர்,ಚೆಸ್ಟರ್
முதல்வர்,ಮುಖ್ಯಸ್ಥ
தலைவன்,ಮುಖ್ಯಸ್ಥ
தலைவன்,ಮುಖ್ಯಸ್ಥ
தலைவன்,ಮುಖ್ಯಸ್ಥ
சிஃப்பான்,ಚಿಫೋನ್
வீரம்,ಅಶ್ವದಳ
தேர்ந்தெடுக்கப்பட்ட மக்கள்,ಆಯ್ಕೆಮಾಡಿದ ಜನರು
கிறிஸ்மோகிராஃபியன்,ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್
கிறிஸ்தவமண்டலம்,ಕ್ರೈಸ್ತಪ್ರಪಂಚ
கிறிஸ்தவ சகாப்தம்,ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ
கிறிஸ்தவ சோசலிசம்,ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ
நாளாகமம்,ಕ್ರಾನಿಕಲ್
க்ரோனிக்லர்,ಕ್ರಾನಿಕಲ್
கிரைஸ் செர்சோனீஸ்,ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್
சிமிலியம்,ಸಿಮೆಲಿಯಮ್
Cinquecento உடை,ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ
சுற்றறிக்கை,ಪ್ರದಕ್ಷಿಣೆ
சிஸ்டர்சியன் துறவி,ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ
கோட்டை,ಸಿಟಾಡೆಲ್
மேற்கோள்,ಉಲ್ಲೇಖ
மேற்கோள்,ಉಲ್ಲೇಖ
கீழ்ப்படியாமை,ನಾಗರಿಕ ಅಸಹಕಾರ
உள்நாட்டுப் போர்,ಅಂತರ್ಯುದ್ಧ
சிவிஸ் ரோமானஸ்,ಸಿವಿಸ್ ರೋಮನಸ್
கிளாசிக்கல் வயது,ಶಾಸ್ತ್ರೀಯ ವಯಸ್ಸು
கிளெஃப்ட் (=கிளெஃப்ட்),ಕ್ಲೆಫ್ಟ್ (=ಕ್ಲೆಫ್ಟ್)
மதகுருத்துவம்,ಕ್ಲೆರಿಕಲಿಸಂ
மதகுரு,ಕ್ಲರುಚ್
