Punjabi,Marathi
ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ,संभाव्यतेची बेरीज
ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ,वेक्टरची बेरीज
"ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ,","बेरीज प्रमेय, बेरी सिद्धांत"
additive ਗਰੁੱਪ,मिश्रित गट
additive ਉਲਟ,additive inverse
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,जोडणी
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,जोडणी
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,संलग्नता मॅट्रिक्स
"ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ","समीप, समीप, समीप"
ਨੇੜੇ ਦੇ ਕੋਣ,समीप कोन
ਨੇੜੇ ਦਾ ਸਿਰਾ,समीप शिरोबिंदू
ਜੋੜਨ ਲਈ,संबद्ध करणे
"ਨੱਥੀ ਨੱਥੀ,",संलग्न संलग्न
ਆਮ ਨਿਰਣਾਇਕ,सामान्य निर्धारक
ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ,संलग्न विभेदक समीकरण
ਜੁੜੇ ਸਮੀਕਰਨ,संलग्न समीकरण
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,एकसंध मॅट्रिक्स
ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ,मॅट्रिक्स सहप्रसरण
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,एकसंध मॅट्रिक्स
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,स्वीकार्य निर्णय कार्य
ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ,स्वीकार्य गृहीतक
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,वायुगतिकीय शक्ती
ਐਰੋਡਾਇਨਾਮਿਕਸ,वायुगतिकी
ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ,एकसंध भूमिती
ਸਮਰੂਪ ਮੈਪਿੰਗ,एकसंध मॅपिंग
ਸਮਰੂਪ ਤਬਦੀਲੀ,एकसंध परिवर्तन
ਕੁੱਲ ਵੇਰੀਏਬਲ,एकूण चल
"algebra, algebra, algebra, algebra","बीजगणित, बीजगणित, बीजगणित, बीजगणित"
"ਬੀਜੀ ਬੰਦ, ਬੀਜੀ","बियाणे बंद, बीजारोपण"
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,बीजगणितीय समीकरण
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,बीजगणितीय अभिव्यक्ती
ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ,बीजगणितीय एकरूपता
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,बीजगणितीय कार्य
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,बीजगणितीय भूमिती
ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ,बीजगणितीय बहुलता
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,बीजगणितीय प्रणाली
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,सर्व-पूर्णांक समस्या
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ,",असाइनमेंट समस्या वॅट प्रश्न
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,वर्णक्रमानुसार नोटेशन
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,वर्णमाला वर्ण
ਬਦਲਵੇਂ ਕੋਣ,पर्यायी कोन
"ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ,",पर्यायी एकसंध पर्यायी फॉर्म
ਵਿਕਲਪਕ ਸਮੂਹ,पर्यायी गट
ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ,पर्यायी मॅट्रिक्स
ਵਿਕਲਪਿਕ ਲੜੀ,पर्यायी मालिका
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,वैकल्पिक गृहीतक
ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ,पर्यायी इष्टतम
ਵਿਕਲਪਿਕ ਨਤੀਜਾ,पर्यायी परिणाम
ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ,अॅनालॉग-अंकी कनवर्टर
"ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,",अॅनालॉग संगणक
ਵਿਸ਼ਲੇਸ਼ਣ,विश्लेषण
ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ,सहप्रसरण विश्लेषण
ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ,गणन-डेटा विश्लेषण
ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ,भिन्नता विश्लेषण
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,विश्लेषणात्मक भूमिती
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ,विश्लेषणात्मक कार्य
ਕੋਣ,कोन
ਸਪਰਸ਼ ਕੋਣ,स्पर्शिका कोन
ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ,विक्षेपण कोन
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,उदासीनता कोन
ਭਟਕਣ ਕੋਣ,विचलन कोन
ਵਿਭਿੰਨ ਕੋਣ,विवर्तन कोन
ਉਚਾਈ ਕੋਣ,उंची कोन
ਘਟਨਾ ਦਾ ਕੋਣ,घटनेचा कोन
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,प्रक्षेपण कोन
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,प्रतिबिंब कोन
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,अपवर्तन कोन
ਰੋਟੇਸ਼ਨ ਕੋਣ,रोटेशन कोन
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ,परावर्तनाचा परिपूर्ण कोन
ਕੋਣੀ ਪ੍ਰਵੇਗ,कोनीय प्रवेग
ਕੋਣੀ ਵੇਗ,कोनीय गती
ਕੋਣੀ ਗਤੀ,कोनीय गती
ਕੋਣੀ ਵੇਗ,कोनीय गती
ਰਿੰਗ ਉਂਗਲ,अनामिका
ਜਵਾਬ,उत्तर द्या
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,काउंटर व्युत्पन्न
isometric ਫੰਕਸ਼ਨ,आयसोमेट्रिक फंक्शन
"ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ","कव्हर करण्यायोग्य, लागू, लागू"
"ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ,",अर्ज अर्ज
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,लागू डायनॅमिक प्रोग्रामिंग
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,लागू भूमिती
ਲਾਗੂ ਗਣਿਤ,लागू गणित
ਲਾਗੂ ਅੰਕੜੇ,लागू आकडेवारी
"ਲਗਭਗ, ਲਗਭਗ","अंदाजे, अंदाजे"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,अंदाजे सतत कार्य
"ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ","मॅक्रो पद्धत, अंदाजे पद्धत"
ਅੰਦਾਜ਼ਨ ਹੱਲ,अंदाजे उपाय
ਲਗਭਗ ਸਮੱਸਿਆ,अंदाजे समस्या
ਲਗਭਗ ਸੰਪਤੀ,अंदाजे मालमत्ता
ਯੋਗਤਾ ਟੈਸਟ,योग्यता चाचणी
ਆਰਗਨ ਚਿੱਤਰ,आर्गॉन आकृती
ਸਵੈ-ਇੱਛਤ,ऐच्छिक
"ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ","यादृच्छिक, यादृच्छिक"
ਆਪਹੁਦਰੇ ਸਥਿਰ,अनियंत्रित स्थिरांक
ਮੁਫ਼ਤ ਤੱਤ,मुक्त घटक
ਮਨਮਾਨੀ ਬਿੰਦੂ,अनियंत्रित बिंदू
ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ,आर्किमिडीजचा कायदा
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,आर्किमिडीजचा कायदा
"ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ","चाप-लांबी, चाप-लांबी"
ਚੱਕਰ ਚਾਪ,वर्तुळ चाप
ਉਲਟ ਸਾਈਨ ਵੰਡ,व्यस्त साइन वितरण
ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ,व्यस्त साइन रूपांतरण
"ਖੇਤਰ, ਖੇਤਰ","क्षेत्र, क्षेत्र"
ਖੇਤਰੀ ਸੰਰਚਨਾ,प्रादेशिक कॉन्फिगरेशन
ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ,जटिल संख्येचा कोन
ਗਣਿਤ ਦਾ ਮਤਲਬ,अंकगणित सरासरी
ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ,डिजिटल ऑपरेशन
ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ,डिजिटल युनिट
"ਸੰਰਚਨਾ, ਵਿਵਸਥਾ","कॉन्फिगरेशन, व्यवस्था"
"ਐਰੇ, ਐਰੇ","अॅरे, अॅरे"
ਨਕਲੀ ਉਪਗ੍ਰਹਿ,कृत्रिम उपग्रह
ਨਕਲੀ ਵੇਰੀਏਬਲ,कृत्रिम व्हेरिएबल
ਚੜ੍ਹਨ ਲਈ,चढणे
ਚੜ੍ਹਦਾ,चढत्या
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,परिमाणाचा चढता क्रम
ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ,चढत्या श्रेणी
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,असेंबलर भाषा
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ,",असाइनमेंट समस्या असाइनमेंट प्रश्न
ਸਹਿਯੋਗੀ ਨਿਯਮ,सहयोगी नियम
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ,ऑपरेटर्सचा सहयोगी नियम
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,सहयोगी ऑपरेशन
ਸਾਥੀ,सहवास
ਮਤਲਬ ਮੰਨਿਆ,सरासरी गृहीत धरले
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,गृहीत संभाव्यता वितरण
"ਕਲਪਨਾ, ਮੰਨਿਆ,","कल्पना केली, स्वीकारली"
ਜੋਤਿਸ਼,ज्योतिष
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",अंतराळ अभियंता अंतराळ अभियंता
ਖਗੋਲ ਵਿਗਿਆਨੀ*,खगोलशास्त्रज्ञ*
ਖਗੋਲੀ ਘੜੀ,खगोलशास्त्रीय घड्याळ
ਖਗੋਲ ਵਿਗਿਆਨ,खगोलशास्त्र
ਅਸਮਿਤ ਵਕਰ,असममित वक्र
ਅਸਮਿਤੀ,विषमता
asymptotic,लक्षणे नसलेला
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,त्रासदायक
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,प्रगतीशील अंदाजक
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,प्रतिगामी पक्षपाती अनुमानक
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,प्रतिगामी आचरण
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,आक्रमक वितरण कार्य
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,वर पसरलेला
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,वातावरणाचा दाब
"ਬੇਤਰਤੀਬੇ,",यादृच्छिकपणे
ਸੰਪਤੀ*,मालमत्ता*
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,विशेषता-नमुना-यंत्रणा
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,संवर्धित मॅट्रिक्स
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,स्वयंसंबंध गुणांक
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,स्वयंसंबंध कार्य
ਸਹਿਵਿਹਾਰ,सहप्रसरण
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,स्वयंचलित संगणक
ਆਟੋਰਿਗਰੇਸ਼ਨ,ऑटोरिग्रेशन
ਸਹਾਇਕ ਸਮੀਕਰਨ,सहाय्यक समीकरण
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),सरासरी नमुना क्रमांक वक्र (MPC वक्र)
"axiom, axiom","स्वयंसिद्ध, स्वयंसिद्ध"
axiom ਪਹੁੰਚ,स्वयंसिद्ध दृष्टीकोन
ਸੰਭਾਵਨਾ axiom,संभाव्यता स्वयंसिद्ध
ਧੁਰਾ,अक्ष
ਭੁਜਕਸ਼ਾ,भुजक्षा
ਧਰਤੀ ਦਾ ਧੁਰਾ,पृथ्वीचा अक्ष
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,रोटेशन अक्ष
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,रोटेशन अक्ष
ਸਪਿਨ ਧੁਰਾ,फिरकी अक्ष
ਪੋਸਟ ਬਦਲੀ,पोस्ट बदली
ਬਾਅਦ ਵਿੱਚ,नंतर
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,बॅक इन्सर्टेशन फॉर्म्युला
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,संतुलित डिझाइन
ਸੰਤੁਲਨ ਸ਼ੀਟ,ताळेबंद
ਮਿਜ਼ਾਈਲ,क्षेपणास्त्र
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","बॅलिस्टिक्स, शस्त्रे"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","बेस, बेस, बेस, बेस, बेस"
ਅਧਾਰ ਕੋਣ,बेस कोन
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","लॉगरिथमचा आधार, लॉगरिथमचा आधार"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","मूलभूत, मूलभूत"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,बेस सुसंगत उपाय
ਅਧਾਰ ਹੱਲ,बेस सोल्यूशन
ਅਧਾਰ ਵੇਰੀਏਬਲ,बेस व्हेरिएबल
ਅਧਾਰ,पाया
ਅਧਾਰ ਤੱਤ,मूळ घटक
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,बेस मॅट्रिक्स
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,वेक्टर स्पेसचा पाया
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,उपलोकसंख्या आधार
ਬੇਈਮਾਨ,बेईमान
bez-ਨਿਯਮ,bez-नियम
ਬੇਜ਼-ਪ੍ਰਮੇਯ,bez-प्रमेय
bernoulli-ਵੰਡ,bernoulli-वितरण
ਬਰਨੌਲੀ ਨੰਬਰ,बर्नौली क्रमांक
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,बर्नौली संभाव्यता कार्य
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,बर्नौली-समीकरण
ਬੇਰੀ ਫੰਕਸ਼ਨ,बोरासारखे बी असलेले लहान फळ कार्य
ਵਧੀਆ ਚਿਪਕਣ,सर्वोत्तम आसंजन
ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ,सर्वोत्तम आसंजन ओळ
ਵਧੀਆ ਹੱਲ,सर्वोत्तम उपाय
ਵਧੀਆ ਸੁਝਾਅ,सर्वोत्तम टिपा
ਬੀਟਾ ਵੰਡ,बीटा वितरण
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","पक्षपात, पक्षपात"
ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ,पक्षपाती मूल्यांकन
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,द्विपद समीकरण
ਸਿੰਗਲ ਕਵਰ,एकल कव्हर
ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ,सिंगल कव्हर नकाशा
ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ,सिंगल कव्हर मॅपिंग
ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ,चतुर्भुज चौकोन
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,द्विरेखीय कार्य
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ,द्विरेखीय हर्मिटियन एकजिनसीपणा
"ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ","द्वि-चर, बायनरी, दुहेरी"
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ","बायनरी कोड, बायनरी कोड"
"ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ","बायनरी कोडेड दशांश, बायनरी कोडेड दशांश"
ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ,बायनरी एन्कोडिंग
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,बायनरी संगणक
ਬਾਈਨਰੀ ਨੰਬਰ,बायनरी अंक
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,बायनरी ऑपरेशन
ਬਾਈਨਰੀ ਢੰਗ,बायनरी पद्धत
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,बायनरी व्हेरिएबल
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,द्विपदी गुणांक
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,द्विपदी वितरण
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,द्विपद समीकरण
ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ,द्विपद भिन्नता
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,द्विपदी अभिव्यक्ती
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,द्विपदी यादृच्छिक चल
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,द्विपद प्रमेय
"ਅੱਧਾ, ਵਿਭਾਜਨ","अर्धा, दुभाजक"
"ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ","दुभाजक पद्धत, अर्धविभाग पद्धत"
ਅੱਧਾ ਬਾਈਸੈਕਟਰ,अर्धा दुभाजक
"ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ","द्विपदी, द्विपदी"
"ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ","द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक"
binomial binomial distribution binomial,द्विपदी द्विपद वितरण द्विपदी
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,द्विवैरिएट सहसंबंध गुणांक
ਦੋ-ਪੱਖੀ ਵੰਡ,द्विवैरिएट वितरण
bivariate ਸਧਾਰਨ-ਵੰਡ,द्विवैरिएट सामान्य-वितरण
bivector,bivector
ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ,बोल्टमन समीकरण
ਬੁਲੀਅਨ ਅਲਜਬਰਾ*,बुलियन बीजगणित*
ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,बोस-आईन्स्टाईन सांख्यिकी
ਸੀਮਾ ਪਾਬੰਦੀਆਂ,मर्यादा निर्बंध
ਸੀਮਾ ਪੱਧਰ,सीमा पातळी
ਸੀਮਾ ਰੇਖਾ,सीमारेषा
ਸੀਮਾ ਮੁੱਲ,मर्यादा मूल्य
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,सीमा मूल्य समस्या
"ਸੀਮਿਤ ਫੰਕਸ਼ਨ ਸੀਮਿਤ ਫਲ,",बाउंड फंक्शन बाउंडेड फळ
"ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਟੇਬਲ,","बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल"
"ਸੀਮਾਬੱਧ ਖੇਤਰ ਸੀਮਾਬੱਧ ਖੇਤਰ,",सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश
"ਬਾਊਂਡਡ ਸੈੱਟ ਬਾਊਂਡਡ ਸੈੱਟ,",बाऊंड सेट बाउंडेड सेट
ਭੂਰੀ ਮੋਸ਼ਨ,ब्राउनी मोशन
ਗਣਨਾ ਕਰਨ ਲਈ,मोजणे
ਗਣਨਾ,गणना
"ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ","कॅल्क्युलेटर, कॅल्क्युलेटर"
ਗਣਨਾ*,गणना*
ਕੰਪਿਊਟੇਸ਼ਨਲ ਐਕਸ਼ਨ ਵਿਧੀ,संगणकीय क्रिया पद्धत
"ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ","कॅल्क्युलेटर, कॅल्क्युलेटर"
"ਕੈਲਕੂਲਸ, ਕੈਲਕੂਲਸ","कॅल्क्युलस, कॅल्क्युलस"
ਪਰਿਵਰਤਨ ਕੈਲਕੂਲਸ,भिन्नता कॅल्क्युलस
ਕੈਲੋਰੀ,कॅलरीज
ਨਿਯਮ ਨੂੰ ਰੱਦ ਕਰੋ,नियम रद्द करा
ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ,प्रामाणिक समीकरण
ਕੈਨੋਨੀਕਲ ਰੂਪ,प्रामाणिक फॉर्म
"ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ, ਕੇ ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ","कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स"
cantor ਸੈੱਟ,cantor सेट
cantor ਤਿਕੋਣਾ ਸੈੱਟ,cantor त्रिकोणी संच
ਸੀਮਤ ਆਵਾਜਾਈ ਸਮੱਸਿਆ,वाहतुकीची अडचण
ਯੋਗਤਾ,क्षमता
ਕੇਸ਼ੀਲ ਸ਼ਕਤੀ,केशिका शक्ती
"ਗਿਣਤੀ ਸੰਖਿਆ, ਮੁੱਖ ਸੰਖਿਆ","संख्या संख्या, मुख्य संख्या"
ਕਾਰਟੇਸੀਅਨ ਧੁਰਾ,कार्टेशियन अक्ष
ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,कार्टेशियन समन्वय
