Punjabi,English
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,aplanat
ਗੈਰ ਤਰਸਯੋਗ,aplanatic
ਗੈਰ-ਅਯੋਗਤਾ,aplanatism
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,apochromatic
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee",apogee
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ",apolar
parapolarity,apolarity
ਡਿਵਾਈਸ,apparatus
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ",apparent
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,apparent sun
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,apparent time
ਉਭਰਦੀ ਦਿੱਖ,appearance
ਐਪਲੀਕੇਸ਼ਨ,appliance
ਲਾਗੂ ਹੋਣ,applicability
ਲਾਗੂ ਕੀਤਾ,applied
ਦੇਖਣਯੋਗ,appreciable
ਪਹੁੰਚ,approach
"ਨੇੜੇ, ਲਗਭਗ",approximate
ਲਗਭਗ,approximation
ਭਾਫ਼ ਦਾ ਦਬਾਅ,aqueous tension
ਸਵੈ-ਇੱਛਤ,arbitrary
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ",arc furnace
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,Archimedes principle
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,architectural acoustics
ਚਾਪ ਲੈਂਪ,arc lamp
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,arc spectrum
"ਖੇਤਰ, ਖੇਤਰ",area
"ਖੇਤਰੀ, ਖੇਤਰੀ",areal
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ",arm
ਸ਼ੁਕੀਨ,armature
"ਐਰੇ, ਐਰੇ",array
ਪ੍ਰਾਪਤਕਰਤਾ,arrester
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,articulation
ਸਿੰਥੈਟਿਕ,artificial
ਨਕਲੀ ਤਬਦੀਲੀ,artificial transmutation
ਚੜ੍ਹਦਾ,ascending
ਚੜ੍ਹਾਈ,ascension of the star
ਚੜ੍ਹਨਾ,ascent
ਅਗੋਲੀ,aspheric
ਏਕੀਕਰਨ,aspherizing
ਦਾ ਸੈੱਟ,assemblage
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ",assemble
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ",assembly (=assemblage)
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,assessment of accuracy
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,assigned assignment (of quantum numbers)
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ",associated
ਸਵਰ ਆਵਾਜ਼,assonance
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,astable multivibrator (=free running multivibrator)
ਅਸਥਨਿਕ,astatic
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ",astigmatism
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,astrionics
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,astrometry
ਪੁਲਾੜ ਯਾਤਰੀ,astronaut
ਖਗੋਲ ਵਿਗਿਆਨੀ,astronomer
ਆਕਾਸ਼ੀ,astronomical
ਖਗੋਲ ਵਿਗਿਆਨ,astronomy
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,astrophysics
ਅਸਮਿਤ,asymmetrical
asymptotic,asymptote
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,asymptotic
ਅਸਿੰਕ੍ਰੋਨਸ,asynchronous
"ਮਾਹੌਲ, ਮਾਹੌਲ",atmosphere
ਵਾਯੂਮੰਡਲ,atmospheric
ਹਵਾ ਦੀ ਗੜਬੜ,atmospherics
ਪ੍ਰਮਾਣੂ,atom
ਪਰਮਾਣੂ,atomic
ਪਰਮਾਣੂ,atomicity
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,atomic mass
ਪਰਮਾਣੂ ਨੰਬਰ,atomic number
"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ",atomic reactor (=atomic pile)
ਪਰਮਾਣੂ,atomistic
ਕਣ,atomization
ਕਣ,atomizer
ਧਿਆਨ,attenuation
"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ",attenuator
ਸੁਹਜ,attraction
ਖਿੱਚ ਦੀ ਤਾਕਤ,attractive forces
ਸੁਣਨਯੋਗਤਾ,audibility
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,audio-amplifier
ਸੁਣਨਯੋਗ,audio
ਆਡੀਓ ਜਨਰੇਟਰ,audio generator
ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ,audiogram
ਸੁਣਨ ਵਿਗਿਆਨ,audiology
ਆਡੀਓਮੀਟਰ,audiometer
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ,audio oscillator
ਧੁਨੀ ਸੰਕੇਤ,audio signal
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ,audiovisual
"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ",auditorium
OZ ਪ੍ਰਭਾਵ,Auger effect
ਤਰੱਕੀ,augmentation
ਵਧਾਉਣ ਵਾਲਾ,augmentor
ਧਰੁਵੀ ਲਾਟ,aurora
ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ,aurora australis
ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ,aurora borealis
ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ,autoalarm
ਆਟੋ ਸਮਾਨੰਤਰ,autocollimator
"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ",automatic
"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ",automation
"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ",auxiliary
"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ",avalanche
"ਮਤਲਬ, ਮਤਲਬ",average
ਪਰਿਵਾਰ,avoidance
ਧੁਰੀ,axial
ਧੁਰਾ,axis
ਅਜ਼ੀਮਥ,azimuth
ਅਜ਼ੀਮਥ,azimuthal
ਵਾਪਸ,back
"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ",background
"ਪਿਛਾਂਹ, ਪਿਛੇ",backlash
ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ,backout
ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ,back swing voltage pulser
ਪੋਸਟ-ਰਿਸ਼ਤਾ,back to back connection
ਅਦਾਇਗੀ,back up
ਵਿਰੋਧੀ ਵੋਲਟੇਜ,back voltage (Freverse voltage)
ਪਿਛਲਾ ਖਿੰਡਾ,backward scattering
ਵਿਚਕਾਰਲੀ ਲਹਿਰ,back wave (=spacing wave)
ਇੰਸੂਲੇਟਰ,bad conductor
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,bail out
ਹੀਟਿੰਗ,bakeout
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ",balance
ਸੰਤੁਲਨ,balancer
ਸੰਤੁਲਨ,balancing
ਗਲੋਬਿਊਲ,ball ended magnet
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ",ballistic
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ",ballistic galvanometer
ਮਿਜ਼ਾਈਲ,ballistic missile
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ",ballistics
ਪ੍ਰੋਜੈਕਸ਼ਨ,ballistic throw
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,ballistic trajectory
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ",balloon
balmer ਬੰਦ,Balmer discontinuity
"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ",band
ਧਮਾਕਾ,bang
"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ",bank
"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ",bar
bardeen ਅਸੂਲ,Bardeen theory
barkhausen ਪ੍ਰਭਾਵ,Barkhausen effect
ਬਾਰਲੋ ਚੱਕਰ,Barlow's wheel
ਪੱਟੀ ਚੁੰਬਕ,bar magnet
ਕੋਠੇ,barn
ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ,barogram
"barograph, barograph",barograph
ਬੈਰੋਮੀਟਰ,barometer
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,barometry
"cosmos, baromosphere",barosphere
ਪੈਂਡੂਲਮ ਪੈਂਡੂਲਮ,bar pendulum
"ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ",barrier
ਰੁਕਾਵਟ ਦਾ ਪੱਧਰ,barrier layer (rectifier)=blocking layer -depletion layer =space charge layer
ਬੈਰੀਅਨ,baryon
ਗੁਰੂਮੰਡਲ,barysphere
ਅਧਾਰ ਬੈਂਡ,base band
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ, ਖਾਰੀ",basic
ਅਧਾਰ,basis
"ਗਣਨਾ, ਟੀਮ ਦਾ ਗਠਨ",batching
"ਟੋਆ, ਟੋਆ, ਹੀਟਰ, ਗਰਮ ਕਰਨ ਵਾਲਾ ਘੜਾ, ਇਸ਼ਨਾਨ",bath
ਬੈਟਰੀ,battery
"ਐਰੇ ਖੰਡ, ਚੈਂਬਰ, ਬੇ",bay
ਪ੍ਰਦਰਸ਼ਨੀ,B-display
ਕਿਬਾਨ,beacon
"ਮਨਿਕਾ, ਬੀਡ",bead
"ਬੀਮ, ਬੀਮ, ਬੀਮ, ਟਰੰਪ",beam
"ਡਿਕਮਨ, ਡਿਕਨ",bearing
"dole, vispand",beat
becquerel ਪ੍ਰਭਾਵ,Becqueral effect
ਘੰਟੀ ਦੀ ਸ਼ੀਸ਼ੀ,bell jar
ਘੰਟੀ,bellow
ਘੰਟੀ ਘੜੀ,bell shaped
"ਵੇਦਿਕਾ, ਬੈਂਚ",bench
"ਮੋਡ, ਬੰਕ (ਐਡੀ.), ਮੋੜ (ਵੀ.)",bend
ਬੈਂਕਨ,bending
"ਝੁਕਿਆ, ਝੁਕਿਆ",bent
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,Bernoulli's equation
ਬੇਸਲ-ਫੰਕਸ਼ਨ,Bessel function
ਵਧੀਆ ਚਿਪਕਣ,best fit
ਬੀਟਾ (ਬੀ),beta (भ्)
betatron,betatron
bethe ਮਾਡਲ,Bethe's model
bivatron,bevatron
BH ਵਕਰ,B-H curve
biangular,biangular
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ",bias
ਦੋ-ਧੁਰੀ,biaxial
bicromate ਸੈੱਲ,bichromate cell
ਅਭਯਵਤਲ,biconcave
ਡਬਲ ਐਂਟੀਨਾ,biconical aerial
biconvex,biconvex
"ਦੋ-ਕ੍ਰਿਸਟਲ, ਦੋਹਰਾ-ਕ੍ਰਿਸਟਲ",bicrystal
ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,bidirectional microphone
ਬਾਇਨੋਮੀਅਲ ਮਾਡਲ,bifactor model
dioecious,bifilar
ਦੁਵੱਲੀ,bilateral
ਦੋ ਲੀਨੀਅਰ,bilinear
bmolecular,bimolecular
"ਦੋ-ਵੇਰੀਏਬਲ, ਦੋ-ਆਧਾਰ, ਦੋਹਰਾ",binary
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ",binary code
ਖੇਡ ਸਟਾਰ,binary star
ਬਾਈਨਰੀ ਢੰਗ,binary system
ਦੋ-ਪਾਸੜ,binaural
ਬਾਂਡ,binding
"ਦੂਰਬੀਨ, ਦੂਰਬੀਨ",binocular
ਬਾਈਨਰੀ,binode
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,binomial distribution
"ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ, ਦੋ-ਕੇਂਦਰੀ",binuclear
ਬਾਇਓਡਾਇਨਾਮਿਕਸ,biodynamics
ਬਾਇਓ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,bioelectronics
ਜੀਵ-ਭੌਤਿਕ ਵਿਗਿਆਨੀ,biophysicist
ਬਾਇਓਫਿਜ਼ਿਕਸ,biophysics
ਜੈਵਿਕ ਉਪਗ੍ਰਹਿ,biosatellite
"ਸਿਨੇਮੈਟੋਗ੍ਰਾਫਰ, ਬਾਇਓਸਕੋਪ",bioscope
ਜੀਵ-ਸਾਵਰਤ ਨਿਯਮ,Biot-Savart'law
biphasic ਮੌਜੂਦਾ,biphase current
dipole,bipolar
"ਬਿਪ੍ਰਿਜ਼ਮ, ਬਿਪ੍ਰਿਜ਼ਮ",biprism
"biquartz, biquartz",biquartz
biphasic ਅੱਖਰ,bistable characteristics
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,bistable multivibrator
"ਦਵੈਅੰਕ* (ਬਾਈਨਰੀ ਅੰਕ), ਬਰਮੀ, ਅਨੀ, ਟੁਕ",bit
"ਕਾਲਾ, ਕ੍ਰਿਸ਼ਨਾ",black
ਕਾਲੇ ਸਰੀਰ,black body
ਅਦਿੱਖ ਰੋਸ਼ਨੀ,black light
ਤਿਮੀਰਾਯਨ ਰੇਡੀਓ ਤਿਮੀਰਾਯਨ,black out
ਇੰਜੈਕਸ਼ਨ ਪਲਸ,black out pulse (=blanking pulse)
ਪੱਖਪਾਤ ਖਤਮ ਕਰੋ,black out voltage (=cut of bias)
ਕਾਲਾ ਰੇਡੀਏਸ਼ਨ,black radiation
"ਅਧੂਰਾ, ਖਾਲੀ",blank
ਕਵਰ,blanketing
ਰੱਦ ਕਰਨਾ,blanking
"ਧਮਾਕਾ, ਧਮਾਕਾ, ਝੱਖੜ",blast
"savika, bleeder, savi",bleeder
"ਭੇਸ, ਅੰਨ੍ਹਾ",blind
ਬਲੋਚ ਦਾ ਸਿਧਾਂਤ,Bloch theorem
"ਬਲਾਕ, ਬਲਾਕ, ਰੁਕਾਵਟ",blocking
"ਉਡਾਉਣ, ਉਡਾਉਣ, ਉਡਾਉਣ",blow
ਬਲੂ ਪ੍ਰਿੰਟ,blue print
ਅਸਪਸ਼ਟਤਾ ਚੱਕਰ,blur circle
ਅਸਪਸ਼ਟ,blurred
"ਗੇਂਦ, ਗੋਲਾ, ਪੈਂਡੈਂਟ",bob
"ਸਰੀਰ, ਵਸਤੂ",body
ਸਰੀਰਕ ਸਮਰੱਥਾ,body capacitance
ਕੇਂਦਰਿਤ,body centred
"ਸਰੀਰ-ਵਿਕਰਣ, ਅੰਤ-ਵਿਕਰਣ",body diagonal
