Odiya,Bengali
ସଂଲଗ୍ନ କୋଣ,সংলগ্ন কোণ
ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |,সংলগ্ন শীর্ষবিন্দু
ସହଯୋଗ କରିବାକୁ,যুক্ত করা
"ସଂଲଗ୍ନ ଏନକ୍ଲୋଜର,",সংযুক্ত ঘের
ସାଧାରଣ ନିର୍ଣ୍ଣୟକାରୀ |,সাধারণ নির্ধারক
ସଂଲଗ୍ନ ଡିଫେରିଏଲ୍ ସମୀକରଣ |,সংযুক্ত ডিফারেনশিয়াল সমীকরণ
ସଂଲଗ୍ନ ସମୀକରଣ,সংযুক্ত সমীকরণ
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,সমগোত্রীয় ম্যাট্রিক্স
ମ୍ୟାଟ୍ରିକ୍ସ କୋଭାରିଆନ୍ସ |,ম্যাট্রিক্স সমন্বয়
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,সমগোত্রীয় ম্যাট্রিক্স
ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ,গ্রহণযোগ্য সিদ্ধান্ত ফাংশন
ଗ୍ରହଣୀୟ ଅନୁମାନ,গ্রহণযোগ্য অনুমান
ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |,এরোডাইনামিক বল
ଏରୋଡାଇନାମିକ୍ସ |,বায়ুগতিবিদ্যা
ଏକମାତ୍ର ଜ୍ୟାମିତି |,সমজাতীয় জ্যামিতি
ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |,সমজাতীয় ম্যাপিং
ଏକମାତ୍ର ପରିବର୍ତ୍ତନ,একজাতীয় রূপান্তর
ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |,সামগ্রিক পরিবর্তনশীল
"ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |","seedy বন্ধ, বীজাণু"
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,বীজগণিত সমীকরণ
ବୀଜ ବର୍ଣ୍ଣନା,বীজগাণিতিক এক্সপ্রেশন
ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |,বীজগণিতের একজাতীয়তা
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ,বীজগণিতের ফাংশন
ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |,বীজগণিত জ্যামিতি
ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |,বীজগণিত বহুত্ব
ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |,বীজগণিত ব্যবস্থা
ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |,সমস্ত পূর্ণসংখ্যা সমস্যা
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ,",অ্যাসাইনমেন্ট সমস্যা ওয়াট প্রশ্ন
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,বর্ণানুক্রমিক স্বরলিপি
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,বর্ণানুক্রমিক অক্ষর
ବିକଳ୍ପ କୋଣ,বিকল্প কোণ
"ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ,",বিকল্প সমজাতীয় বিকল্প ফর্ম
ବିକଳ୍ପ ଗୋଷ୍ଠୀ |,বিকল্প গোষ্ঠী
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,বিকল্প ম্যাট্রিক্স
ବିକଳ୍ପ କ୍ରମ |,বিকল্প সিরিজ
ବିକଳ୍ପ ଅନୁମାନ,বিকল্প অনুমান
ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |,বিকল্প সর্বোত্তম
ବିକଳ୍ପ ଫଳାଫଳ |,বিকল্প ফলাফল
analog-digit କନଭର୍ଟର |,এনালগ-ডিজিট কনভার্টার
"ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର,",এনালগ কম্পিউটার
ବିଶ୍ଳେଷଣ |,বিশ্লেষণ
କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |,সহভক্তি বিশ্লেষণ
ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |,গণনা-ডেটা বিশ্লেষণ
ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |,বৈচিত্র্য বিশ্লেষণ
ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |,বিশ্লেষণাত্মক জ্যামিতি
ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ,বিশ্লেষণাত্মক ফাংশন
କୋଣ,কোণ
ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |,স্পর্শক কোণ
ବିଘ୍ନ କୋଣ |,বিচ্যুতি কোণ
ଉଦାସୀନତା କୋଣ,বিষণ্নতা কোণ
ବିଘ୍ନ କୋଣ |,বিচ্যুতি কোণ
ବିଭାଜନ କୋଣ |,বিবর্তন কোণ
ଉଚ୍ଚତା କୋଣ,উচ্চতা কোণ
ଘଟଣାର କୋଣ,ঘটনার কোণ
ପ୍ରୋଜେକ୍ଟର କୋଣ,অভিক্ষেপ কোণ
ପ୍ରତିଫଳନ କୋଣ,প্রতিফলন কোণ
ପ୍ରତିଫଳନ କୋଣ,প্রতিসরণ কোণ
ଘୂର୍ଣ୍ଣନ କୋଣ,ঘূর্ণন কোণ
ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |,প্রতিফলনের পরম কোণ
କୋଣାର୍କ ତ୍ୱରଣ |,কৌণিক ত্বরণ
କୋଣାର୍କ ବେଗ |,কৌণিক বেগ
କୋଣାର୍କ ଗତି,কৌণিক গতি
କୋଣାର୍କ ବେଗ |,কৌণিক বেগ
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,অনামিকা আঙুল
ଉତ୍ତର,উত্তর
କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |,কাউন্টার ডেরিভেটিভ
ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,আইসোমেট্রিক ফাংশন
"ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |","আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য"
"ଆବେଦନ ପ୍ରୟୋଗ,",আবেদনের আবেদন
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,প্রয়োগ করা জ্যামিতি
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,ফলিত গণিত
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,ফলিত পরিসংখ্যান
"ପ୍ରାୟ, ପ୍ରାୟ","প্রায়, প্রায়"
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,প্রায় একটানা ফাংশন
"ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
ଆନୁମାନିକ ସମାଧାନ,আনুমানিক সমাধান
ଆନୁମାନିକ ସମସ୍ୟା,আনুমানিক সমস্যা
ଆନୁମାନିକ ସମ୍ପତ୍ତି,আনুমানিক সম্পত্তি
ଦକ୍ଷତା ପରୀକ୍ଷା,বুদ্ধিমত্তার পরীক্ষা
ଆର୍ଗନ୍ ଚିତ୍ର,আর্গন ডায়াগ্রাম
ସ୍ବେଚ୍ଛାକୃତ,স্বেচ্ছায়
"ଅନିୟମିତ, ଅନିୟମିତ |","এলোমেলো, এলোমেলো"
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,নির্বিচারে ধ্রুবক
ମାଗଣା ଉପାଦାନ |,বিনামূল্যে উপাদান
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,নির্বিচারে পয়েন্ট
ଆର୍କିମିଡେଙ୍କ ନିୟମ |,আর্কিমিডের আইন
ଆର୍କିମିଡିସ୍ ନିୟମ |,আর্কিমিডিসের আইন
"ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |","চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য"
ବୃତ୍ତାକାର,বৃত্ত চাপ
ଓଲଟା ସାଇନ ବଣ୍ଟନ |,ইনভার্স সাইন ডিস্ট্রিবিউশন
ଓଲଟା ସାଇନ ରୂପାନ୍ତର |,বিপরীত সাইন রূপান্তর
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","এলাকা, এলাকা"
ଆ regional ୍ଚଳିକ ସଂରଚନା,আঞ্চলিক কনফিগারেশন
ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |,একটি জটিল সংখ্যার কোণ
ଗାଣିତିକ ଅର୍ଥ |,গাণিতিক গড়
ଡିଜିଟାଲ୍ ଅପରେସନ୍,ডিজিটাল অপারেশন
ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |,ডিজিটাল ইউনিট
"ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା","কনফিগারেশন, বিন্যাস"
"ଆରେ, ଆରେ","অ্যারে, অ্যারে"
କୃତ୍ରିମ ଉପଗ୍ରହ |,কৃত্রিম উপগ্রহ
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,কৃত্রিম পরিবর্তনশীল
ଚ imb ିବାକୁ,আরোহন করা
ଆରୋହଣ,আরোহী
ତୀବ୍ରତାର କ୍ରମ,মাত্রার আরোহী ক্রম
ଆରୋହଣ ଗ୍ରେଡ୍,আরোহী গ্রেড
ଏକତ୍ରକାରୀ ଭାଷା |,সংযোজনকারী ভাষা
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ,",অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন
ସହଯୋଗୀ ନିୟମ |,সহযোগী নিয়ম
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,অপারেটরদের সহযোগী নিয়ম
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,সহযোগী অপারেশন
ସାଥୀତା,সাহচর্য
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,ধরে নেওয়া গড়
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,অনুমান সম্ভাব্যতা বন্টন
"କଳ୍ପିତ, ସ୍ୱୀକାର,","কল্পনা করা, স্বীকার করা"
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,জ্যোতিষশাস্ত্র
"ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର,",মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *,জ্যোতির্বিদ*
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,জ্যোতির্বিদ্যা ঘড়ি
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,জ্যোতির্বিদ্যা
ଅସୀମିତ ବକ୍ର,অপ্রতিসম বক্ররেখা
ଅସୀମତା |,অসমতা
ଅସ୍ମିପଟୋଟିକ୍ |,অ্যাসিম্পোটিক
ବୃଦ୍ଧି,উত্তেজক
ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |,প্রগতিশীল অনুমানকারী
ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |,বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী
ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |,বিপরীতমুখী আচরণ
ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,আক্রমনাত্মক বিতরণ ফাংশন
ଉପର ବିସ୍ତାର,ঊর্ধ্বগামী বিস্তার
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,বায়ুমণ্ডলীয় চাপ
"ଅନିୟମିତ ଭାବରେ,",এলোমেলোভাবে
ସମ୍ପତ୍ତି *,সম্পত্তি*
ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,অগমেন্টেড ম্যাট্রিক্স
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,স্বয়ংক্রিয় সম্পর্ক সহগ
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,স্বয়ংক্রিয় সম্পর্ক ফাংশন
କୋଭାରିଆନ୍ସ |,সহবাস
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,স্বয়ংক্রিয় কম্পিউটার
ଆତ୍ମସମ୍ମାନ,অটোরিগ্রেশন
ସହାୟକ ସମୀକରଣ,সহায়ক সমীকরণ
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
"axiom, axiom","axiom, axiom"
axiom ପଦ୍ଧତି |,স্বতঃসিদ্ধ পদ্ধতি
ସମ୍ଭାବ୍ୟତା axiom |,সম্ভাব্যতা স্বতঃসিদ্ধ
ଅକ୍ଷ,অক্ষ
ଭୁଜାକ୍,ভুজক্ষ
ପୃଥିବୀ ଅକ୍ଷ,পৃথিবী অক্ষ
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ঘূর্ণন অক্ষ
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ঘূর্ণন অক্ষ
ସ୍ପିନ୍ ଅକ୍ଷ,স্পিন অক্ষ
ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ,পোস্ট প্রতিস্থাপন
ପରେ,পরে
ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |,ফিরে সন্নিবেশ সূত্র
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,সুষম নকশা
ତୂଳନା ପତ୍ର,ব্যালেন্স শীট
କ୍ଷେପଣାସ୍ତ୍ର,মিসাইল
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","ব্যালিস্টিক, অস্ত্র"
"ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |","কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
"ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
ମୂଳ କୋଣ,ভিত্তি কোণ
"ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |","লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
"ମ basic ଳିକ, ମ basic ଳିକ,","মৌলিক, মৌলিক"
ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |,ভিত্তি সুসংগত সমাধান
ମୂଳ ସମାଧାନ |,ভিত্তি সমাধান
ବେସ୍ ଭେରିଏବଲ୍ |,ভিত্তি পরিবর্তনশীল
ଆଧାର,ভিত্তি
ମୂଳ ଉପାଦାନ |,ভিত্তি উপাদান
ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,বেস ম্যাট্রিক্স
ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,ভেক্টর স্থানের ভিত্তি
ଜନସଂଖ୍ୟା ଆଧାର |,উপ-জনসংখ্যা ভিত্তিতে
ଅସାଧୁ,নীতিহীন
bez-rule,বেজ-রুল
ବେଜ୍-ଥିଓରେମ୍ |,bez-তত্ত্ব
bernoulli- ବଣ୍ଟନ |,bernoulli-বন্টন
ବର୍ନୁଲି ସଂଖ୍ୟା |,বার্নোলি সংখ্যা
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,Bernoulli সম্ভাব্যতা ফাংশন
ବର୍ନୁଲି-ସମୀକରଣ |,বার্নোলি-সমীকরণ
ବେରୀ କାର୍ଯ୍ୟ,বেরি ফাংশন
ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |,সেরা আনুগত্য
ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |,সেরা আনুগত্য লাইন
ସର୍ବୋତ୍ତମ ସମାଧାନ |,সেরা সমাধান
ସର୍ବୋତ୍ତମ ଟିପ୍ସ |,সেরা টিপস
ବିଟା ବଣ୍ଟନ |,বিটা বিতরণ
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","পক্ষপাত, পক্ষপাত"
ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |,পক্ষপাতমূলক মূল্যায়ন
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,দ্বিপদ সমীকরণ
ଏକକ କଭର |,একক আবরণ
ଏକକ କଭର ମାନଚିତ୍ର,একক কভার মানচিত্র
ଏକକ କଭର ମ୍ୟାପିଂ |,একক কভার ম্যাপিং
ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |,দ্বিঘাত দ্বিঘাত
ବିଲିନାର୍ ଫଙ୍କସନ୍,বাইলিনিয়ার ফাংশন
bilinear hermitian homogeneity |,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
"ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |","দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
"ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |","বাইনারি কোড, বাইনারি কোড"
"ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |","বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
ବାଇନାରୀ ଏନକୋଡିଂ |,বাইনারি এনকোডিং
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,বাইনারি কম্পিউটার
ବାଇନାରୀ ସଂଖ୍ୟା,বাইনারি সংখ্যা
ବାଇନାରୀ ଅପରେସନ୍ |,বাইনারি অপারেশন
ବାଇନାରୀ ପଦ୍ଧତି |,বাইনারি পদ্ধতি
ବାଇନାରୀ ଭେରିଏବଲ୍ |,বাইনারি পরিবর্তনশীল
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,দ্বিপদ সহগ
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,দ্বিপদ ডিস্ট্রিবিউশন
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,দ্বিপদ সমীকরণ
ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |,দ্বিপদ প্রকরণ
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,দ্বিপদ অভিব্যক্তি
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,দ্বিপদী র্যান্ডম পরিবর্তনশীল
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,দ্বিপদ উপপাদ্য
"ଅଧା, ବିଫୁର୍କେସନ୍ |","অর্ধেক, বিভাজন"
"ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |","দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
ଅଧା ବିସେକ୍ଟର |,অর্ধেক দ্বিখণ্ডক
ଦ୍ୱିପାକ୍ଷିକ |,দ্বিপদ
"ଡୱେଙ୍କ୍ (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ଟୁକ୍ |","Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ ଦ୍ୱିପାକ୍ଷିକ |,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,দ্বিমুখী বন্টন
ସାଧାରଣ ବଣ୍ଟନ,bivariate স্বাভাবিক-বন্টন
ବିଭେକ୍ଟର୍ |,bivector
ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |,বোল্টম্যান সমীকরণ
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *,বুলিয়ান বীজগণিত*
ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,বোস-আইনস্টাইন পরিসংখ্যান
ସୀମିତତା ପ୍ରତିବନ୍ଧକ |,সীমাবদ্ধতা সীমাবদ্ধতা
ସୀମା ସ୍ତର |,সীমানা স্তর
ସୀମା ରେଖା |,সীমান
ସୀମା ମୂଲ୍ୟ,সীমা মান
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,সীমানা মান সমস্যা
"ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ ସୀମିତ ଫଳ,",আবদ্ধ ফাংশন আবদ্ধ ফল
"ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ଟେବୁଲ୍,","আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল"
"ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ,",সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল
"ସୀମାବଦ୍ଧ ସେଟ୍ ସୀମାବଦ୍ଧ ସେଟ୍,",আবদ্ধ সেট আবদ্ধ সেট
ବ୍ରାଉନି ଗତି |,ব্রাউনি গতি
ଗଣନା କରିବାକୁ,হিসাব করতে
ଗଣନା,গণনা
"କାଲକୁଲେଟର, କାଲକୁଲେଟର","ক্যালকুলেটর, ক্যালকুলেটর"
ଗଣନା *,হিসাব*
ଗଣନା କାର୍ଯ୍ୟ ପଦ୍ଧତି |,গণনামূলক কর্ম পদ্ধতি
"କାଲକୁଲେଟର, କାଲକୁଲେଟର","ক্যালকুলেটর, ক্যালকুলেটর"
"କାଲକୁଲସ୍, କାଲ୍କୁଲସ୍","ক্যালকুলাস, ক্যালকুলাস"
