Malayalam,Punjabi
പ്രവേശനം,ਪਹੁੰਚ
കൈ,ਐਗ ਬਾਂਹ ਨੂੰ ਐਕਸੈਸ ਕਰੋ
ആക്സസ് ക്രമീകരണം,ਐਕਸੈਸ ਪ੍ਰਬੰਧ
അതോറിറ്റി ആക്സസ് ചെയ്യുക,ਪਹੁੰਚ ਅਥਾਰਟੀ
ആക്സസ് ചാർജ്,ਐਕਸੈਸ ਚਾਰਜ
ആക്സസ് ക്ലാസ്,ਐਕਸੈਸ ਕਲਾਸ
ഡാറ്റ ബേസ് മാനേജുമെന്റ് ആക്സസ് ചെയ്യുക,ਐਕਸੈਸ ਡੇਟਾ ਬੇਸ ਪ੍ਰਬੰਧਨ
പ്രവേശന അന്തരീക്ഷം,ਐਕਸੈਸ ਵਾਤਾਵਰਣ
വിടവ് ആക്സസ് ചെയ്യുക,ਐਕਸੈਸ ਪਾੜਾ
ആക്സസ് സൂചിക,ਐਕਸੈਸ ਇੰਡੈਕਸ
ആക്സസ് ലൈൻ,ਐਕਸੈਸ ਲਾਈਨ
ആക്സസ് സംവിധാനം,ਐਕਸੈਸ ਵਿਧੀ
ആക്സസ് രീതി,ਐਕਸੈਸ ਵਿਧੀ
ആക്സസ് രീതി പതിവ്,ਐਕਸੈਸ ਵਿਧੀ ਰੁਟੀਨ
ആക്സസ് മോഡ്,ਐਕਸੈਸ ਮੋਡ
വലത് ആക്സസ്,ਸਹੀ ਪਹੁੰਚ
ആക്സസ് സ്കാൻ,ਐਕਸੈਸ ਸਕੈਨ
ആക്സസ് സമയം,ਐਕਸੈਸ ਟਾਈਮ
അക്കൌണ്ടിംഗ്,ਲੇਖਾ
അക്ക ing ണ്ടിംഗ് ധനകാര്യ സംവിധാനം,ਲੇਖਾ ਵਿੱਤ ਸਿਸਟਮ
അക്ക ing ണ്ടിംഗ് മെഷീൻ,ਲੇਖਾ ਮਸ਼ੀਨ
അക്കൗണ്ട് നമ്പർ,ਅਕਾਊਂਟ ਨੰਬਰ
അടിഞ്ഞുകൂടുന്നത് പുനരുൽപാദനം,ਦੁਬਾਰਾ ਪੈਦਾ ਕਰਨ ਵਾਲਾ
സഞ്ചിതം,ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ
സഞ്ചിത രജിസ്റ്റർ,ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ ਰਜਿਸਟਰ
സഞ്ചിത ഷിഫ്റ്റ് നിർദ്ദേശം,ਇਕੱਤਰ ਕਰਨ ਵਾਲੀ ਸ਼ਿਫਟ ਹਦਾਇਤਾਂ
കൃതത,ਸ਼ੁੱਧਤਾ
കൃത്യത നിയന്ത്രണ പ്രതീകം,ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਅੱਖਰ
കൃത്യത നിയന്ത്രണ സംവിധാനം,ਸ਼ੁੱਧਤਾ ਕੰਟਰੋਲ ਪ੍ਰਣਾਲੀ
എയ്സ് പൈലറ്റ്,ਏਸ ਪਾਇਲਟ
പ്രതീകം അംഗീകരിക്കുക,ਅੱਖਰ ਮੰਨੋ
അക്കോസ്റ്റിക് കപ്ലർ,ਧੁਨੀ ਕਥਾ
അക്കോസ്റ്റിക് കപ്ലിംഗ്,ਧੁਨੀ
അക്ക ou സ്റ്റിക് കാലതാമസം,ਧੁਨੀ ਦੇਰੀ ਨਾਲ
അക്കോസ്റ്റിക് മെമ്മറി,ਧੁਨੀ ਯਾਦਦਾਸ਼ਤ
അക്കോസ്റ്റിക് മോഡം,ਧੁਨੀ ਮਾਡਮ
അക്കോസ്റ്റിക് സിഗ്നൽ,ਧੁਨੀ ਸੰਕੇਤ
അക്ക ou സ്റ്റിക് സ്റ്റോറേജ്,ਧੁਨੀ ਸਟੋਰੇਜ
സംക്ഷേപം,ਐਕਰੋਨਾਈਮ
പവര്ത്തി,ਕਾਰਵਾਈ
പ്രവർത്തന ചക്രം,ਐਕਸ਼ਨ ਚੱਕਰ
ആക്ഷൻ ലൈൻ,ਐਕਸ਼ਨ ਲਾਈਨ
ആക്ഷൻ സന്ദേശം,ਐਕਸ਼ਨ ਸੰਦੇਸ਼
പ്രവർത്തന സവിശേഷത,ਐਕਸ਼ਨ ਨਿਰਧਾਰਨ
സജീവമാക്കല്,ਸਰਗਰਮੀ
സജീവമായ,ਕਿਰਿਆਸ਼ੀਲ
സജീവ ഫയൽ,ਐਕਟਿਵ ਫਾਈਲ
സജീവ ലൈൻ,ਐਕਟਿਵ ਲਾਈਨ
സജീവ ലിങ്ക്,ਕਿਰਿਆਸ਼ੀਲ ਲਿੰਕ
സജീവ മാസ്റ്റർ ഫയൽ,ਐਕਟਿਵ ਮਾਸਟਰ ਫਾਈਲ
സജീവ മാസ്റ്റർ ഇനം,ਐਕਟਿਵ ਮਾਸਟਰ ਆਈਟਮ
സജീവ ഉപഗ്രഹം,ਐਕਟਿਵ ਸੈਟੇਲਾਈਟ
സജീവ സ്റ്റേഷൻ,ਐਕਟਿਵ ਸਟੇਸ਼ਨ
സജീവ സംഭരണം,ਐਕਟਿਵ ਸਟੋਰੇਜ
പ്രവർത്തനം,ਸਰਗਰਮੀ
പ്രവർത്തന നില,ਸਰਗਰਮੀ ਪੱਧਰ
പ്രവർത്തന ലോഡിംഗ്,ਗਤੀਵਿਧੀ ਲੋਡਿੰਗ
പ്രവർത്തന അനുപാതം,ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ
യഥാർത്ഥ വിലാസം (= കേവല വിലാസം),ਅਸਲ ਪਤਾ (= ਪੂਰਨ ਪਤਾ)
യഥാർത്ഥ കോഡ് (= കേവല കോഡ്),ਅਸਲ ਕੋਡ (= ਸੰਪੂਰਨ ਕੋਡ)
യഥാർത്ഥ ഡാറ്റ കൈമാറ്റ നിരക്ക്,ਅਸਲ ਡੇਟਾ ਟ੍ਰਾਂਸਫਰ ਰੇਟ
യഥാർത്ഥ ദശാംശസ്ഥാനം,ਅਸਲ ਦਸ਼ਮਲਵ ਬਿੰਦੂ
യഥാർത്ഥ നിർദ്ദേശം (= ഫലപ്രദമായ നിർദ്ദേശം),ਅਸਲ ਹਦਾਇਤਾਂ (= ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਹਦਾਇਤ)
യഥാർത്ഥ കീ,ਅਸਲ ਕੁੰਜੀ
യഥാർത്ഥ സമയം,ਅਸਲ ਸਮਾਂ
യഥാർത്ഥ ജോലി സമയം,ਅਸਲ ਕੰਮ ਦਾ ਸਮਾਂ
ആരംഭിക്കുന്ന സിഗ്നൽ,ਅਦਾਕਾਰੀ ਸੰਕੇਤ
പൊരുത്തപ്പെടലി,ਅਨੁਕੂਲਤਾ
അഡാപ്റ്റർ,ਅਡੈਪਟਰ
അഡാപ്റ്റീവ് ചാനൽ അനുവദിക്കൽ,ਅਡੈਪਟਿਵ ਚੈਨਲ ਅਲਾਟਮੈਂਟ
അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ,ਅਨੁਕੂਲ ਏਕੀਕਰਣ
അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ,ਅਨੁਕੂਲਤਾ ਦੇ ਟਰਾਂਸਵਰਸਟਲ ਬਰਾਬਰੀ
എൻട്രി ചേർത്തു,ਇੰਦਰਾਜ਼ ਸ਼ਾਮਲ ਕੀਤਾ
കൂട്ടിച്ചേര്ക്കുക,ਐਡੇਂਡ
ആംഗം,ਐਡਰਰ
എ ഷട്രക്റ്റർ,ਐਡਰੈਸਬਰਸਟਰੈਕਟਰ
ഫയൽ ചേർക്കുക,ਫਾਈਲ ਸ਼ਾਮਲ ਕਰੋ
അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം),ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ)
ബഹുമതി,ਜੋੜ ਰਿਕਾਰਡਰ
കൂട്ടിച്ചേർക്കലാ പട്ടിക,ਜੋੜ ਸਾਰਣੀ
അഡിറ്റീവ് ആട്രിബ്യൂട്ട്,ਜੋੜ
മോഡ് ചേർക്കുക,ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ
പ്രവർത്തനം ചേർക്കുക,ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ
അഭിസംബോധന ചെയ്യുക,ਪਤਾ
വിലാസ നടപടി,ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ
അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം,ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ
വിലാസ പോയിന്റ്,ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ
അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം,ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ
വിലാസ രജിസ്റ്റർ,ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ
വിലാസ സംഭരണം,ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ
അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം,ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ
വിലാസ ബസ്,ਪਤਾ ਬੱਸ
വിലാസ കോഡ്,ਪਤਾ ਕੋਡ
വിലാസ താരതമ്യക്കാരൻ,ਪਤਾ ਕੰਪਰੇਟਰ
വിലാസ കണക്കുകൂട്ടൽ,ਪਤਾ ਬਕਾਏ
വിലാസ സ്ഥിരത,ਪਤਾ ਲਗਾਤਾਰ
വിലാസ പരിവർത്തനം,ਪਤਾ ਬਦਲਣਾ
വിലാസ ഡാറ്റ,ਪਤਾ ਡਾਟਾ
മെമ്മറി അഭിസംബോധന ചെയ്തു,ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ
വിലാസ ഫലപ്രദമാണ്,ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ
വിലാസ ഫീൽഡ്,ਪਤਾ ਖੇਤਰ
വിലാസ ഫോർമാറ്റ്,ਪਤਾ ਫਾਰਮੈਟ
വിലാസ സ contry ജന്യ പ്രോഗ്രാം,ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ
അഭിസംബോധന,ਸੰਬੋਧਨ ਕਰਨਾ
അഭിസംബോധന  കഥാപാതം,ਸੰਬੋਧਨ ਕਰਨਾ  ਅੱਖਰ
അഭിസംബോധന ഇന്ററപ്റ്റ്,ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ
വിലാസം ലൂപ്പ്,ਪਤਾ ਲਗਾਉਣ
വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു,ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ
വിലാസം ഇന്റർലേസിംഗ്,ਪਤਾ ਲਗਾਉਣਾ
വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്,ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ
വിലാസ ലൈൻ,ਐਡਰੈੱਸ ਲਾਈਨ
വിലാസ മാപ്പിംഗ്,ਪਤਾ ਮੈਪਿੰਗ
വിലാസ അടയാളം,ਪਤਾ ਮਾਰਕ
വിലാസ പരിഷ്ക്കരണം,ਪਤਾ ਸੋਧ
വിലാസ ഭാഗം,ਪਤਾ ਭਾਗ
വിലാസം പോയിന്റർ,ਪਤਾ ਪੁਆਇੰਟਰ
വിലാസ രജിസ്റ്റർ,ਪਤਾ ਰਜਿਸਟਰ
വിലാസ സിഗ്നൽ,ਪਤਾ ਸਿਗਨਲ
വിലാസ വലുപ്പം,ਪਤਾ ਅਕਾਰ
വിലാസ ഇടം,ਪਤਾ ਸਪੇਸ
വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ,ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ
വിലാസ സ്റ്റോപ്പ്,ਪਤਾ ਬੰਦ
വിലാസ ട്രെയ്സ്,ਪਤਾ ਟਰੇਸ
വിലാസ ട്രാക്ക്,ਪਤਾ ਟਰੈਕ
വിവർത്തനം വിവർത്തനം ചെയ്യുക,ਪਤਾ ਅਨੁਵਾਦ
വിലാസ പരിഭാഷകന്,ਪਤਾ ਅਨੁਵਾਦਕ
ചേർക്കുക-കുറയ്ക്കുക സമയം,ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ
സമയം ചേർക്കുക,ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ
വാര്ത്താവകം,ਅਡਜੈਂਸੀ
അഡ്ജഞ്ചൻസിൻസ് ഘടന,ਐਡਜੈਂਸੀ structure ਾਂਚਾ
തൊട്ടടുത്തുള്ള ചാനൽ,ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ
അടുത്തുള്ള ഡൊമെയ്ൻ,ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ
തൊട്ടടുത്തുള്ള നോഡ്,ਨਾਲ ਲੱਗਦੀ ਨੋਡ
തൊട്ടടുത്തുള്ള സുബരിയ,ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ
കസ്റ്റേഴ്സ് (സിസ്റ്റം),ਐਡਰਜਾਈਨ (ਸਿਸਟਮ)
കമപ്പെടുത്തുക,ਵਿਵਸਥਤ ਕਰੋ
ക്രമീകരിക്കാവുന്ന പരിധി,ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ
ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക,ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ
അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്,ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ,ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ
അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം,ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ
നൂതന ആശയവിനിമയ സേവനം,ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ
വിപുലമായ വിവര സിസ്റ്റം,ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ,ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ
വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ,ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ
ഏരിയൽ,ਏਰੀਅਲ
ആകെത്തുകയായുള്ള,ਸਮੁੱਚੀ
മൊത്തം എക്സ്പ്രഷൻ,ਸਮੁੱਚੀ ਸਮੀਕਰਨ
ലക്ഷ്യമിടുന്നു,ਉਦੇਸ਼ ਸਰਕਲ
ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്),ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ)
എഡിയൽ ചിഹ്നം,ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ
എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം,ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ
ബീജഗണിത ഐജൻവാലു പ്രശ്നം,ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ
ബീജഗണിത  സംയോജനം,ਅਲਜਬ੍ਰਿਕ  ਏਕੀਕਰਣ
ബീജഗണിത ഭാഷ,ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ
ബീജഗണിത കൃത്രിമത്വം,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ
ബീജഗണിത കൃത്രിമ ഭാഷ,ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ
ബീജഗണിത ഓറിയന്റഡ് ഭാഷ,ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ
ബീജഗണിത മാറ്റം,ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ
ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ,ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ
അൽഗോൾ,ਐਲਗੋਲ
അൽഗോൾ സവിശേഷത,ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ
അൽഗോൾ പ്രോഗ്രാമിംഗ്,ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
അൽഗോരിതം,ਐਲਗੋਰਿਦਮ
അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ,ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ
അൽഗോരിതം വർഗ്ഗീകരണം,ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ
അൽഗോരിതം സങ്കീർണ്ണത,ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ
അൽഗോരിതം കേസബിലിറ്റി,ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ
അൽഗോരിത്ത്മിക് വിശകലനം,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
അൽഗോരിത്തിസ് സമീപനം,ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ
അൽഗോറിത്ത്മിക് ഭാഷ,ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ
അൽഗോരിഥമ്മിക് പതിവ്,ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ
അൽഗോരിതംസിക് സിദ്ധാന്തം,ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ
അപരാഭിധാനം,ਉਪਨਾਮ
അപരനാത്മകം,ਅਲਾਇਸਿੰਗ
അപരനാമം (= ഇതര പേര്),ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ)
വിന്യാപകമായ,ਅਲਾਈਨਮੈਂਟ
നീക്കിവയ്ക്കുക,ਨਿਰਧਾਰਤ ਕਰੋ
അലോക്കേഷൻ ഘടന,ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ
എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും,ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ
അക്ഷരമാല പ്രതീകം,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
അക്ഷരമാല പ്രതീക സെറ്റ്,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ
അക്ഷരമാല പ്രതീക സബ്സെറ്റ്,ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ
അക്ഷരമാല കോഡ്,ਵਰਣਮਾਲਾ ਕੋਡ
അക്ഷരമാല മാറ്റം,ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ
അക്ഷരമാല സ്ട്രിംഗ്,ਵਰਣਮਾਲਾ ਸਤਰ
അക്ഷരമാല വാക്ക്,ਵਰਣਮਾਲਾ ਸ਼ਬਦ
അക്ഷരമാലാളം,ਵਰਣਮਾਲਾ
ആഫറാമോമെട്രിക്സ്,ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ
ആഫളാചിക്,ਅਲਫ਼ਾਮਿਕ
ആൽഫമോസയ്ക്ക്,ਅਲਫੋਮੋਸੈਕ
ആൽഫാന്യൂമെറിക്,ਅਲਫਾਨੁਮਿਕ
ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം,ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ
ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്,ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ
ആൽഫാന്യൂമെറിക് കോഡ്,ਅੱਖਰ ਕੋਡ
ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്,ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ
ആൽഫാന്യൂമെറിക് ഡാറ്റ,ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ
ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം,ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ
ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം,ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ
ആൽഫാന്യൂമെറിക് ഫീൽഡ്,ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ
ആൽഫാന്യൂമെറിക് നിർദ്ദേശം,ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ
ആൽഫാന്യൂമെറിക് കീബോർഡ്,ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ
ആൽഫാന്യൂമെറിക് തരം,ਅੱਖਰ ਛਾਂਟੀ
ആൽഫാന്യൂമെറിക് സംഭരണം,ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ
മാറ്റം വരുത്തുന്നതിന് മെമ്മറി,ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ
മാറ്റങ്ങൾ സ്വിച്ച്,ਤਬਦੀਲੀ ਸਵਿੱਚ
മാറ്റം,ਬਦਲਣਾ
മാറ്റ മോഡ്,ਬਦਲੋ
ഇതര വീണ്ടെടുക്കൽ,ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ
ഇതര റൂട്ട്,ਵਿਕਲਪੀ ਰਸਤੇ
ഇതര റൂട്ടിംഗ്,ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ
ഇതര ട്രാക്ക്,ਵਿਕਲਪਿਕ ਟਰੈਕ
ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം),ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ)
ഇതര ആട്രിബ്യൂട്ട്,ਵਿਕਲਪਕ ਗੁਣ
"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)",ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ)
അവ്യക്തത പിശക്,ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ
അവ്യക്തമായ റഫറൻസ്,ਅਸਪਸ਼ਟ ਹਵਾਲਾ
അനാലോഗ്,ਐਨਾਲਾਗ
അനലോഗ് അഡെർ,ਐਨਾਲਾਗ ਐਡਰਰ
അനലോഗ് ചാനൽ,ਐਨਾਲਾਗ ਚੈਨਲ
അനലോഗ് കമ്പ്യൂട്ടർ,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
അനലോഗ് കൺവെർട്ടർ,ਐਨਾਲਾਗ ਕਨਵਰਟਰ
അനലോഗ് ഡാറ്റ,ਐਨਾਲਾਗ ਡੇਟਾ
അനലോഗ് ഡിവൈഡർ,ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ
അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ,ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ
അനലോഗ് ഫംഗ്ഷൻ  വൈദുതോല്പാദനയന്തം,ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ  ਜੇਨਰੇਟਰ
അനലോഗ് സംയോജനം,ਐਨਾਲਾਗ ਏਕੀਕਰਣ
അനലോഗ് ഗുണിതം,ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ
അനലോഗ് പ്രോഗ്രാമിംഗ്,ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ
അനലോഗ് സ്കെയിലിംഗ്,ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ
അനലോഗ് സിഗ്നൽ,ਐਨਾਲਾਗ ਸਿਗਨਲ
അനലോഗ് സിമുലേഷൻ,ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ
അനലോഗ് സ്വിച്ച്,ਐਨਾਲਾਗ ਸਵਿਚ
അനലോഗ് സിസ്റ്റം,ਐਨਾਲਾਗ ਸਿਸਟਮ
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  കൺവെർട്ടർ,ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਕਨਵਰਟਰ
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  എൻകോഡർ,ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਏਨਕੋਡਰ
