Punjabi,Marathi
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,काउंटर-सिमेट्रिक
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,अँटीव्हायरल प्रोग्राम
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. ऍपलेट, 2. अर्ज"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,अनुप्रयोग विकसक
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,अनुप्रयोग प्रोग्रामिंग
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,अनुप्रयोग सॉफ्टवेअर
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,अनुप्रयोग भाषा
ਲਗਭਗ ਸਿਧਾਂਤ,अंदाजे तत्त्व
ਬਣਤਰ,रचना
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,फील्ड हस्तांतरण
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
ਗਣਿਤ ਦੀ ਜਾਂਚ,अंकगणित तपासणी
ਅੰਕਗਣਿਤ ਸਥਿਰ,अंकगणित स्थिरांक
ਗਣਿਤ ਡਾਟਾ,अंकगणित डेटा
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,अंकगणित सूचना
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),गणिती आणि तार्किक एकक (ALU)
ARPA ਨੈੱਟ (RPNet),ARPA नेट (RPNet)
ਐਰੇ,रचना
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
ਐਰੇ ਕੰਪਿਊਟਰ,अॅरे संगणक
ਐਰੇ ਤੱਤ,अॅरे घटक
ਐਰੇ ਨਾਮ,अॅरे नाव
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,अॅरे प्रोसेसर
ਤੀਰ ਕੁੰਜੀ,बाण की
ਸੰਧੀ,करार
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,जंक्शन पॉइंट
ਨਕਲੀ ਸੰਕੁਚਿਤ,कृत्रिम कॉम्पॅक्शन
ਨਕਲੀ ਕੰਟਰੋਲ,कृत्रिम नियंत्रण
ਨਕਲੀ ਭਾਵਨਾ,कृत्रिम भावना
ਮਾਊਂਟ,माउंट
ਵਧਦੀ ਲੜੀ,चढत्या क्रमवारी
ascii ਵਰਣਮਾਲਾ,ascii वर्णमाला
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,ascii नियंत्रण चिन्ह
ascii ਫਾਈਲ,ascii फाइल
ascii ਫੌਂਟ,ascii फॉन्ट
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII हस्तांतरण
ਆਕਾਰ ਅਨੁਪਾਤ,प्रसर गुणोत्तर
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. एस्पी, 2. एएसपीआय"
ਏ ਐਸ ਆਰ ਕਲਾਡ,ए एस आर कलाड
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. असेंबलर, 2. स्मरणपत्र"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. एकत्र करणे, 2. आठवण"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
ਦ੍ਰਿੜ੍ਹਤਾ,निर्धार
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. निर्दिष्ट कार्य, 2. वाटप"
ਸਾਥੀ,सहवास
ਸਹਿਯੋਗੀ ਪਤਾ,सहयोगी पत्ता
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),तारका (* चिन्ह)
ਅਸਮਿਤ,असममित
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. असिंक्रोनस, 2. असिंक्रोनस"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,असिंक्रोनस हस्तांतरण
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),असिंक्रोनस ट्रान्सफर मोड (ATM)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. अणू, 2. परमान"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,संलग्न दस्तऐवज
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. संलग्नक, 2. संलग्न"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. गुणधर्म, 2. खासियत"
ਸੁਣਨਯੋਗ,ऐकण्यायोग्य
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,खाते सत्यापन
ਤਰੱਕੀ,जाहिरात
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,प्रमाणन प्रोटोकॉल
ਲੇਖਕ ਵਿਧੀ,लेखन पद्धत
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
ਆਟੋ ਐਬਸਟਰੈਕਟ,स्वयं गोषवारा
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. ऑटो बूटिंग, 2. स्वत: बूट"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ऑटोकॅड (संगणक भाषा)
ਆਟੋ ਲੌਗ-ਆਨ,ऑटो लॉग-ऑन
ਆਟੋਮੇਟਾ,स्वयंचलित
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,ऑटोमेटा सिद्धांत
ਆਟੋਮੈਟਿਕ ਗਣਨਾ,स्वयंचलित गणना
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,स्वयंचलित डेटा प्रक्रिया
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,स्वयंचलित त्रुटी सुधारणा
ਆਟੋ ਫੰਕਸ਼ਨ,स्वयं कार्य
"1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ,स्वयं-संग्रह कॉल
"1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,स्वयं दिनचर्या
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,स्वयंचलित प्रणाली पुनर्प्राप्ती
"1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
ਆਟੋਮੇਸ਼ਨ,ऑटोमेशन
"1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ","1. ऑटोप्ले, 2. ऑटो चालणे"
ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ,स्वर
ਸਹਾਇਕ,सहाय्यक
ਸਹਾਇਕ ਮੈਮੋਰੀ,सहाय्यक मेमरी
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,सहायक स्टोरेज
ਉਪਲਬਧ ਸੂਚੀ,उपलब्ध यादी
ਉਪਲਬਧ ਸਮਾਂ,उपलब्ध वेळ
ਔਸਤ,सरासरी
AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ),AWK (संगणक कमांड)
ਬਾਅਦ,नंतर
ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ,पोस्ट प्रोसेसर
ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ,पोस्टरियर फंक्शन हटवणे
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,पार्श्वभूमी प्रक्रिया
ਸਹਾਇਕ ਸਟੋਰ,सहायक स्टोअर्स
ਵਾਪਸ ਪੈਚਿੰਗ,बॅक पॅचिंग
"1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ","1. पश्चिम, 2. बॅकस्पेस"
ਬੈਕਟਰੈਕਿੰਗ,बॅकट्रॅकिंग
"1. ਬੈਕ-ਅੱਪ, 2. ਅਦਾਇਗੀ","1. बॅक-अप, 2. प्रतिपूर्ती"
"1. ਪੂਰਕ ਮੈਮੋਰੀ, 2. ਬੈਕਅੱਪ ਮੈਮੋਰੀ","1. पूरक स्मृती, 2. बॅकअप मेमरी"
ਵਾਪਸ ਗਲਤੀ ਸੁਧਾਰ,परत त्रुटी सुधारणा
(ਆਮਦਨ-ਖਰਚਾ) ਬੈਲੇਂਸ ਸ਼ੀਟ,(उत्पन्न-खर्च) ताळेबंद
ਪੱਟੀ,मलमपट्टी
"1. ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੈਂਡਵਿਡਥ/ਸਮਰੱਥਾ","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,बँकरचा अल्गोरिदम
"1. ਬਾਰ ਕੋਡ, 2. ਬਾਰ ਕੋਡ","1. बार कोड, 2. बार कोड"
ਬਾਰਕੋਡ ਸਕੈਨਰ,बारकोड स्कॅनर
ਪੱਟੀ ਗ੍ਰਾਫ,बार आलेख
ਅਧਾਰ ਪਤਾ,मूळ पत्ता
ਅਧਾਰ ਬੈਂਡ,बेस बँड
ਆਧਾਰ ਨੰਬਰ,आधार क्रमांक
ਅਧਾਰ ਸਾਰਣੀ,बेस टेबल
ਬੇਸਿਕ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),बेसिक (संगणक भाषा)
"1. ਬੁਨਿਆਦੀ ਨਿਯੰਤਰਣ, 2. ਅਧਾਰ ਕੰਟਰੋਲ","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"1. ਮੂਲ ਨਿਵੇਸ਼, 2. ਅਧਾਰ ਨਿਵੇਸ਼","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,मूलभूत सूचना
ਅਧਾਰ ਮੁੱਦਾ,मूळ समस्या
ਬੁਨਿਆਦੀ ਪੜਾਅ,मूलभूत टप्पा
"1. ਬੈਚ, 2. ਸਮੂਹ, 3. ਤਬਾਹੀ","1. बॅच, 2. गट, 3. आपत्ती"
"1. ਬੈਚ ਫਾਈਲ, 2. ਬੈਚ ਫਾਈਲ","1. बॅच फाइल, 2. बॅच फाइल"
ਬੈਚ ਸਥਿਤੀ,बॅच स्थिती
"1. ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ, 2. ਗਰੁੱਪ ਪ੍ਰੋਸੈਸਿੰਗ","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. ਬੈਚ ਸਿਸਟਮ, 2. catapult ਸਿਸਟਮ","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
ਬੌਡ,बॉड
ਬੌਡ ਦਰ,बॉड दर
ਬੀਮ ਬੀਮ,तुळई तुळई
"1. ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, 2. ਬੈਚ ਮਾਰਕ","1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,द्विदिश संप्रेषण
ਸਿੱਧਾ ਲਿੰਕ,थेट दुवा
ਬਾਈਨਰੀ ਕੋਡ,बायनरी कोड
ਬਾਈਨਰੀ ਅੰਕ,बायनरी अंक
ਬਾਈਨਰੀ ਨਿਵੇਸ਼ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
ਬਾਈਨਰੀ ਨੰਬਰ,बायनरी संख्या
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,बायनरी ऑपरेटर
ਬਾਈਨਰੀ ਸਬੰਧ,बायनरी संबंध
ਬਾਈਨਰੀ ਖੋਜ,बायनरी शोध
ਬਾਈਨਰੀ ਐਕਸਪਲੋਰੇਸ਼ਨ ਟ੍ਰੀ (BST),बायनरी एक्सप्लोरेशन ट्री (BST)
