Marathi,English
पत्ता नोंदवही,address register
पत्ता ब्रेकडाउन,address resolution
पत्ता अनुवाद,address translation
"1. पत्ता मेमरी, 2. पत्ता करण्यायोग्य मेमरी",addressed memory
संबोधित,addressing
"1. पर्याप्ततेचे निकष, 2. पर्याप्तता निकष",adequacy criteria
संलग्नक,adjoint
"1. व्यवस्थापन, 2. नियंत्रण",administration
"1. व्यवस्थापक, 2. नियंत्रक",administrator
adobe acrobat,adobe acrobat
अडोब फोटोशाॅप,adobe photoshop
ABAP (प्रगत व्यवसाय प्रोग्रामिंग),Advance Business Application Programming (ABAP)
"1. प्रगत डेटा, 2. प्रगत डेटा",advanced data
प्रगत माहिती प्रणाली,advanced information system
प्रगत तंत्रज्ञान (AT),advanced technology (AT)
क्रिया,agent
एकत्रीकरण,aggregation
एअरबोर्न संगणक प्रणाली,airborne computer system
aldus page-make,aldus page maker
अलर्ट बॉक्स,alert box
अल्गोल (संगणक भाषा),algol
"1. अल्गोरिदम, 2. अल्गोरिदम",algorithm
"1. अल्गोरिदम विश्लेषण, 2. अल्गोरिदम विश्लेषण",algorithm analysis
अल्गोरिदम कार्यक्षमता,algorithm efficiency
"1. इलियास, 2. टोपणनाव, 3. उर्फ",alias
संरेखन,alignment
"1. वाटप, 2. वाटप",allocation
"1. वर्णमाला, 2. अक्षर क्रमानुसार",alphabetic
अल्फान्यूमेरिक,alphanumeric
"1. अल्फान्यूमेरिक कीबोर्ड ,2. अल्फान्यूमेरिक कीबोर्ड",alphanumeric key board
अल्फा-चाचणी (पहिली स्तर चाचणी),alpha-test
"1. अल्फा आवृत्ती, 2. अल्फा फॉर्म",alpha-version
alt की,alt key
altavista,altavista
बहुविधता,ambiguity
अस्पष्ट व्याकरण,ambiguous grammar
अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI),American National Standards Institute (ANSI)
अमेरिकन स्टँडर्ड कट (ascii),American Standard Code For Information Interchange (ASCII)
"1. समानार्थी, 2. अॅनालॉग",analog
"1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक",analog computer
"1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस",analog device
"1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम",analog modem
अॅनालॉग ते डिजिटल कन्व्हर्टर,Analog To Digital Converter (ADC)
शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले),AND
एंड सर्किट,AND circuit
शेवटचे गेट आणि गेट,AND gate
आणि ऑपरेशन नाही (वगळणे),AND not operation (Exclusion)
"1. अॅनिमेशन, 2. कंपन",animation
नोंद,annotation
विसंगती,anomaly
मागील,antecedent
आगाऊ पेजिंग,anticipatory paging
काउंटर-सिमेट्रिक,anti-symmetric
अँटीव्हायरल प्रोग्राम,antivirus program
"1. ऍपलेट, 2. अर्ज",applet
अनुप्रयोग विकसक,application developer
अनुप्रयोग प्रोग्रामिंग,application programming
"1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)",application programming interface (API)
अनुप्रयोग सॉफ्टवेअर,application software
अनुप्रयोग भाषा,applicative language
अंदाजे तत्त्व,approximation theory
रचना,architecture
फील्ड हस्तांतरण,area transfer
"1. पॅरामीटर, स्वतंत्र चल, 2. कोन",argument
"1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक",arithmatic and logic unit
अंकगणित तपासणी,arithmatic check
अंकगणित स्थिरांक,arithmatic constant
अंकगणित डेटा,arithmatic data
अंकगणित सूचना,arithmatical instruction
गणिती आणि तार्किक एकक (ALU),arithmetic and logic unit (ALU)
ARPA नेट (RPNet),ARPANET
रचना,array
"1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी",array cache
अॅरे संगणक,array computer
अॅरे घटक,array element
अॅरे नाव,array name
अॅरे प्रोसेसर,array processor
बाण की,arrow keys
करार,articulation
जंक्शन पॉइंट,articulation point
कृत्रिम कॉम्पॅक्शन,artificial compaction
कृत्रिम नियंत्रण,artificial control
कृत्रिम भावना,artificial intelligence
माउंट,ascender
चढत्या क्रमवारी,ascending sort
ascii वर्णमाला,ASCII betical order
ascii नियंत्रण चिन्ह,ASCII control character
ascii फाइल,ASCII file
ascii फॉन्ट,ASCII font
ASCII हस्तांतरण,ASCII transfer
प्रसर गुणोत्तर,aspect ratio
"1. एस्पी, 2. एएसपीआय",ASPI
ए एस आर कलाड,ASR timer
"1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे",assemble
"1. असेंबलर, 2. स्मरणपत्र",assembler
"1. एकत्र करणे, 2. आठवण",assembly
"1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे",assembly language
निर्धार,assertion
"1. निर्दिष्ट कार्य, 2. वाटप",assignment
सहवास,association
सहयोगी पत्ता,associative address
"1. सहयोगी स्मृती, 2. सहयोगी स्मृती",associative memory
तारका (* चिन्ह),asteric
असममित,asymmetric
"1. असिंक्रोनस, 2. असिंक्रोनस",asynchronous
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),asynchronous Digital Subscriber Line (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),asynchronous Time Division Multiplexing (ATDM)
असिंक्रोनस हस्तांतरण,asynchronous transfer
असिंक्रोनस ट्रान्सफर मोड (ATM),asynchronous Transfer Mode (ATM)
"1. अणू, 2. परमान",atom
संलग्न दस्तऐवज,attached document
"1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल",attached file
"1. संलग्नक, 2. संलग्न",attachment
"1. गुणधर्म, 2. खासियत",attribute
ऐकण्यायोग्य,audio
"1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग",audit programming
खाते सत्यापन,audit trail
जाहिरात,augmentation
प्रमाणन प्रोटोकॉल,authentication protocol
लेखन पद्धत,authoring system
"1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण",authorization
स्वयं गोषवारा,auto abstract
"1. ऑटो बूटिंग, 2. स्वत: बूट",autobooting
ऑटोकॅड (संगणक भाषा),autocad
ऑटो लॉग-ऑन,autolog on
स्वयंचलित,automata
ऑटोमेटा सिद्धांत,automata theory
स्वयंचलित गणना,automatic computing
स्वयंचलित डेटा प्रक्रिया,automatic data processing
स्वयंचलित त्रुटी सुधारणा,automatic error correction
स्वयं कार्य,automatic function
"1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची",automatic indexing
स्वयं-संग्रह कॉल,automatic library call
"1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग",automatic programming
"1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम",automatic recovery program
स्वयं दिनचर्या,automatic routine
स्वयंचलित प्रणाली पुनर्प्राप्ती,automatic system recovery
"1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम",automatic teller machine (ATM)
ऑटोमेशन,automation
"1. ऑटोप्ले , 2. ऑटो चालणे",autoplay
स्वर,autosave
सहाय्यक,auxiliary
सहाय्यक मेमरी,auxiliary memory
सहायक स्टोरेज,auxiliary storage
उपलब्ध यादी,available list
उपलब्ध वेळ,available time
सरासरी,average
AWK (संगणक कमांड),awk (language)
नंतर,backend
पोस्ट प्रोसेसर,backend processor
पोस्टरियर फंक्शन हटवणे,backface removal
पार्श्वभूमी प्रक्रिया,background processing
सहायक स्टोअर्स,backing store
बॅक पॅचिंग,backpatching
"1. पश्चिम, 2. बॅकस्पेस",backspace
बॅकट्रॅकिंग,backtracking
"1. बॅक-अप, 2. प्रतिपूर्ती",back-up
"1. पूरक स्मृती, 2. बॅकअप मेमरी",back-up memory
परत त्रुटी सुधारणा,backward error recovery
(उत्पन्न-खर्च) ताळेबंद,balance sheet
मलमपट्टी,band
"1. बँड रुंदी, 2. बँडविड्थ/क्षमता",band width
बँकरचा अल्गोरिदम,banker's algorithm
"1. बार कोड, 2. बार कोड",bar code
बारकोड स्कॅनर,bar code scanner
बार आलेख,bar graph
मूळ पत्ता,base address
बेस बँड,base band
आधार क्रमांक,base number
बेस टेबल,base table
बेसिक (संगणक भाषा),BASIC
"1. मूलभूत नियंत्रण, 2. बेस नियंत्रण",basic control
"1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक",basic input
मूलभूत सूचना,basic instruction
मूळ समस्या,basic output
मूलभूत टप्पा,basic step
"1. बॅच, 2. गट, 3. आपत्ती",batch
"1. बॅच फाइल, 2. बॅच फाइल",batch file
बॅच स्थिती,batch position
"1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया",batch processing
"1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली",batch system
बॉड,baud
बॉड दर,baud rate
तुळई तुळई,beam
"1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क",benchmark
द्विदिश संप्रेषण,bidirectional communication
थेट दुवा,bidirectional link
बायनरी कोड,binary code
बायनरी अंक,binary digit
बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS),binary Input output system (BIOS)
बायनरी संख्या,binary number
बायनरी ऑपरेटर,binary operator
बायनरी संबंध,binary relation
बायनरी शोध,binary search
बायनरी एक्सप्लोरेशन ट्री (BST),binary search tree (BST)
"1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण",binary transfer
बायनरी झाड,binary tree
"1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती",bipolar memory
"1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल",birth death model
जन्म मृत्यू प्रक्रिया,birth death process
"1. ड्यूक, 2. बिट",bit
थोडा दोष,bit fault
बिट नकाशा,bit map
"1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)",bit map pixel (BMP)
"1. बिट मॅट्रिक्स, 2. बिट टेबल",bit matrix
बिट नमुना,bit pattern
बिट स्थिती,bit position
"1. बिट रेट, 2. बिट दर",bit rate
डोळ्यावर पट्टी चाचणी,black box testing
चमकणे,blinking
ब्लॉक,block
"1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी",block cache
ब्लॉक चौकशी,block check
खंड प्रत,block copy
ब्लॉक आकृती,block diagram
"1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क",blocking network
बोर्ड,board
पृष्ठ मेमरी,book mark
बुलियन बीजगणित,boolean algebra
बुलियन संबंध,boolean relation
बूट विभाजन,boot partition
बूट strapping,boot strapping
1.बूटस्ट्रॅप लोडर,boot-strap loader
"1.ब्रिज, 2.ब्रिज",bridge
ब्रॉडबँड नेटवर्क,broadband networking
प्रसारण,broadcast
रेडिओ प्रसारित करा,broadcast radio
(नेट) भिन्नता,browse
(net) vicar,browser
बी-ट्रू,B-Tree
"1.बबल मेमरी, 2.बबल मेमरी",bubble memory
बबल क्रमवारी,bubble sort
"१ बादली, २ बादली",bucket
"1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था",buddy system
प्रभावी बजेट नियंत्रण,budget effective control
बफर,buffer
उणीव,bug
पुरेसा,bus
"1. अष्ट व्यंक, 2. बिट (आठ बिट)",byte
बाइट कोड,byte code
सी (संगणक भाषा),c
"१.सी प्लस प्लस, २.सी++ (संगणक भाषा)",C++
"1.रोख, 2. जलद",cache
"1.कॅशे बफर, 2.मेमरी बफर",cache buffer
"1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी",cache memory
गणना,calculation
"1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर",calculator
"1.कॅल्क्युलेटर चिप,2. कॅल्क्युलेटर चिप",calculator chip
आवाहन करा,call
नाव कॉल,call by name
संदर्भ कॉल,call by reference
सन्मान कॉल,call by value
व्हेरिएबल कॉल,call by variables
आवाहन गेट,call gate
"1. रद्द करा, 2. रद्द करा",cancel
रद्द करण्याचे बटण,cancel button
"1. विहित, 2. विहित",canonical
प्रामाणिक फॉर्म,canonical form
क्षमता,capability
क्षमता यादी,capability list
"1. क्षमता, 2. धारण",capacity
कॅप्स लॉक की,caps lock key
"1.कार्ड, 2. पत्रक",card
कार्ड रीडर,card reader
प्रमुखता,cardinality
वाहक,carrier
वाहक बँड,carrier band
वाहक लोड,carrier load
वाहक सिग्नल,carrier signal
वाहक लहर,carrier wave
साध्य केले,carry
स्कोअर मिळवला,carry digit
ध्वज प्राप्त केला,carry flag
"1.काडतूस डिस्क, 2.काडतूस डिस्क",cartridge disk
"1. धबधबा, 2. धबधबा",cascade
केस,case
कॅथोड-रे-ट्यूब (सीआरटी),cathod ray tube (CRT)
कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब,cathode ray tube (CRT)
सीडी रोम डिस्क ड्राइव्ह,CD ROM disk drive
सेल,cell
सेल अॅनिमेशन,cell animation
भ्रमणध्वनी,cellular phone
"1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती",central memory
सेंट्रल प्रोसेसिंग युनिट (CPU),central processing unit (CPU)
केंद्रीकृत प्रणाली,centralized system
प्रमाणित टेप,certified tape
साखळी,chain
"1.मालिका डेटा, 2.मालिका सामग्री",chain data
साखळी दुवा,chain link
चेनिंग,chaining
"1.चॅनेल, 2.चॅनेल",channel
"1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन",channel busy tone
"1.चॅनेल क्षमता, 2.चॅनेल क्षमता",channel capacity
"1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर",channel controller
"1. चॅनल एरर, 2.चॅनल एरर",channel error
"1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम",channel program
"1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता",channel reliability
"1.चॅनेल सेट, 2.चॅनेल सेट",channel set
प्रतीक,character
"1. कॅरेक्टर कोड, 2. वर्ण कोड",character code
वर्ण की,character key
वर्ण वाचक,character reader
"1. प्रतीक आकार, 2. प्रतीक आकार",character size
सचित्र,chart
"1.चेसिस, 2.चेसिस",chassis
बिट तपासा,check bit
चेक पॉइंट्स,check digit
बेरीज तपासा,check sum
शब्द तपासा,check word
चिप,chip
चिप संच,chip set
"1.निवडा, 2.निवडा",choose
वर्णक्रमानुसार,chromatically
"1.सफर, 2. शून्य, 3. नाविक",cipher
सर्किट,circuit
मंडळ यादी,circular list
सेरेस,cirus
उल्लेख,citation
"1.श्रेणी, 2.श्रेणी",class
वर्ग व्हेरिएबल,class variable
वर्गीकरण,classification
सफाई,clear
साफ केलेले क्षेत्र,clear area
"1. सिस्टम साफ करा, 2. चॅनेल साफ करा",clear channel
दाबा,click
"1. ग्राहक, 2. ग्राहक",client
"1.क्लायंट सर्व्हर, 2.क्लायंट सर्व्हर",client server
ग्राहक स्टब,client stub
कातरणे,clip art
कातरणे कला लायब्ररी,clip art library
क्लिप बोर्ड,clip board
क्लिपर,clipper
क्लिपर चिप,clipper chip
दुफळी,clique
"1.वॉच, 2. कॅलड",clock
घड्याळ चक्र,clock cycle
घड्याळ वारंवारता,clock frequency
कलाड हार्डवेअर,clock hardware
कलाड स्पंद,clock pulse
घड्याळाचा वेग,clock speed
वेळ सिंक्रोनाइझेशन,clock synchronization
घड्याळाची टिक,clock tick
क्लोन,clone
बंद,close
क्लोज्ड सर्किट टीव्ही (सीसीटीव्ही),close circuit TV (CCTV)
वर्णन,closure
"1.क्लाउड संगणन, 2.क्लाउड संगणन",cloud computing
घड,cluster
"1.कव्हर केलेले कार्ड, 2. लेपित पत्रक",coated card
लेपित कागद,coated paper
समाक्षीय,coaxial
समाक्षीय केबल,coaxial cable
कोडासिल,codasyl
"1.कोड, 2.कोड",code
"1. कोड जनरेटर, 2. कोड जनरेटर",code generator
कोड पृष्ठ,code page
"1.कोड शब्द, 2.कोड शब्द",code word
"1.कोडर, 2.कोडर",coder
"1. एन्कोडिंग चाचणी, 2. कोडिंग चाचणी",coding check
एन्कोडिंग फॉर्म,coding form
"1. एन्कोडिंग शीट, 2. कोडिंग शीट",coding sheet
गुणांक,coefficient
एकसंधता,coherence
"1.कोल्ड बूट, 2.कोल्ड स्टार्ट",cold boot
थंड सुरुवात,cold start
मदत,collaboration
कोसळणे,collapse
"1.समावेश, 2.कॉन्केटनेट",collate
"1.अनुक्रमित टेप,2. कॉलेट टेप",collate tape
टक्कर,collision
कोलन,colon
"1.वर्ण, 2.रंग",colour (color)
रंग संपृक्तता,colour saturation
रंग टेबल,colour table
स्तंभ,column
संयोजन,combination
संमिश्र बॉक्स,combo box
"1.command, 2.command",command
कमांड बटण,command button
आदेश यादी,command list
टिप्पणी,comment
"1. वचनबद्धता, 2. वचनबद्धता",commitment
गोष्ट,commodity
कॉमन बिझनेस ओरिएंटेड लँग्वेज (COBOL),Common Business Oriented Language (Cobol)
सामान्य त्रुटी,common error
सामान्य भाषा,common language
"1.सामान्य नाव, 2. सामान्य दिनचर्या",common routine
कम्युनिकेशन्स,communication
संप्रेषण लाइन,communication line
संप्रेषण मोड,communication mode
"1. कम्युनिकेशन नेटवर्क, 2. कम्युनिकेशन नेटवर्क",communication network
संप्रेषण पॅरामीटर,communication parameter
संप्रेषण प्रणाली,communication system
कॉम्पॅक्शन,compaction
कंप्रेसर,compander
कॉम्प्रेशन ट्रान्समिशन,companding
कंपनी नेटवर्क,company network
तुलना चाचणी,comparison test
"1. सुसंगतता, 2. सुसंगतता",compatibility
सुसंगत,compatible
संकलन,compilation
संकलन आणि अंमलबजावणी,compile and go
"1.कंपाइलर, 2.प्रोग्राम ट्रान्सफर",compiler
कंपाइलर भाषा,compiler language
पुरवणी,complementary
दहाचे पूरक,complement-on-ten
पुरवणी,complementor
"1. पूर्णपणे अधिग्रहित, 2. पूर्णपणे अधिग्रहित",complete carry
संमिश्र,complex
जटिल संख्या,complex number
घटक,component
com,component object model (COM)
संयुक्त,composite
संयोजन,composition
"1.गणनायोग्य, 2.गणनायोग्य",computational
संगणक,computer
संगणक केंद्र,computer centre
संगणक तज्ञ,computer expert
संगणक ग्राफिक्स,computer graphics
संगणक सूचना,computer instruction
"1.संगणकीय भाषा, 2.संगणकीय भाषा",computer language
"1.संगणक नेटवर्क, 2.संगणक नेटवर्क",computer network
संगणक शास्त्र,computer science
संगणक सुरक्षा,computer security
संगणक सिम्युलेशन,computer simulaton
संगणक तज्ञ,computer specialist
संगणकीकरण,computerisation
संगणकतज्ज्ञ,computerist
संगणकीकरण,computerize
"1.गणना, 2. गणना",computing
संकल्पना,concept
"1.सममिती, 2.सुसंगतता, 3.एकरूपता",concurrency
"समवर्ती, एकसारखे",concurrent
प्रतिबंध व्हेरिएबल,condition variable
प्रतिबंधित ऑपरेटर,conditional operator
प्रतिबंधित विधान,conditional statement
चालक,conductor
"1.दूरची परिषद, 2.परिषद",conferencing
गोपनीयता,confidentiality
"1.कॉन्फिगरेशन, 2.कॉन्फिगरेशन",configuration
गर्दी,congestion
संयोजन,conjunction
कनेक्शन गती,connect speed
कनेक्शन,connection
कनेक्शनहीन संप्रेषण,connection less communication
संलग्नता प्रकाशन,connection release
कनेक्टिव्हिटी,connectivity
"1.कनेक्टर, 2.कनेक्टर",connector
सलग,consecutive
पाठपुरावा,consequent
कन्सोल,console
एकत्रीकरण,consolidation
"1.सहकारी, 2. स्थिर",constant
सतत सूचना,constant instruction
प्रतिबंधित,constraint
बांधकाम करणारा,constructor
भांडे,container
"1. सामग्री, 2. उतारे",content
संदर्भ,context
संदर्भ मुक्त व्याकरण (cfg),context free grammar (CFG)
संदर्भ स्विच,context switch
"1. प्रासंगिक, 2. आकस्मिक",contingency
विसंगती,contraction
कॉन्ट्रास्ट,contrast
नियंत्रण,control
प्रतिबंधित क्षेत्र,control area
नियंत्रण बिट,control bit
कंट्रोलर बस,control bus
नियंत्रण कार्ड,control card
नियंत्रण सर्किट,control circuit
नियंत्रण चाक,control cycle
"1. नियंत्रण अभियांत्रिकी, 2. नियंत्रण अभियांत्रिकी",control engineering
नियंत्रण की,control key
नियंत्रण तर्क,control logic
नियंत्रण लूप,control loop
नियंत्रण चिन्ह,control mark
नियंत्रण ऑपरेशन,control operation
नियंत्रण पॅनेल,control panel
नियंत्रण सिग्नल,control signal
नियंत्रण स्विच,control switch
नियंत्रण टेप,control tape
"1. कंट्रोल टर्मिनल, 2. कंट्रोल टर्मिनल",control terminal
"1. कंट्रोल युनिट, 2. नियंत्रण युनिट",control unit (CU)
अभिसरण,convergence
संवाद,conversation
संभाषण कॉल,conversational time sharing
रूपांतरण,conversion
कनवर्टर,converter
कुकचे प्रमेय,Cook's theorem
सह-प्रोसेसर,co-processor
कॉपी,copy
कॉपीराइट,copyright
दोरखंड,cord
"1.कॉर्डलेस टेलिफोन, 2. वायरलेस टेलिफोन, 3. वायरलेस टेलिफोन",cordless telephone
subtheorem,corollary
दुरुस्ती,correction
"1. निरुपयोगी, 2. विकृत",corrupted
गणना,count
स्कोअरर,counter
राष्ट्र संकेतांक,country code
सहप्रसरण,covariance
"1. कार्यक्षेत्र, 2. प्रसारण",coverage
कोसळणे,crash
गंभीर मार्ग,critical path
क्रिटिकल पाथ मेथड (CPM),critical path method (CPM)
"1.क्रॉस टेस्ट, 2.क्रॉस टेस्ट",cross check
"1.क्रॉस प्रोग्रामेबल-हस्तांतरण, 2. प्रोग्राम करण्यायोग्य प्रति",cross compiler
असंबद्ध सिग्नल,cross fire
असंबद्ध चर्चा,cross talk
क्रिप्टोग्राफी,cryptographic
"1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी",cryptography
चलन चिन्ह,currency symbol
वर्तमान निर्देशिका,current directory
वर्तमान विंडो,current window
कर्सर,cursor
वक्र,curve
"1. कट आणि पेस्ट, 2. कट आणि पेस्ट",cut and paste
कातरणे पद्धत,cut method
सायबर,cyber
सायबर कॅफे,cyber café
सायबर रोख,cyber cash
सायबर गुन्हे,cyber crime
सायबर डॅलेक्स,cyber delics
सायबर कायदा,cyber law
सायबर सेक्स,cyber sex
"1. सायबर सायन्स, 2. सायबरनेटिक्स",cybernatics
"1.सायबरायझेशन, 2. सायबरीकरण",cybernation
सायकल,cycle
"1.चक्र स्मृती, 2.चक्र स्मृती",cycle memory
सायकल नुकसान,cycle steal
सायकल वेळ,cycle time
चक्रीय,cyclic
डिमन,daemon
डेझी चक्र,daisy wheel
डेटा प्रशासक,data administrator
डेटा वाटप,data allocation
"1.डेटा फील्ड, 2.डेटा फील्ड",data area
"1.डेटा अॅरे, 2. डेटा अॅरे",data array
"1.डेटा-बेस, 2.डेटाबेस",data base
डेटा विखंडन,data break
"1. डेटा बस, 2. डेटा बस",data bus
"1.डेटा वाहक, 2.डेटा वाहक",data carrier
डेटा सेल,data cell
"1.डेटा प्रणाली, 2.डेटा चॅनेल",data channel
डेटा संप्रेषण,data communication
"1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन",data compression
डेटा फील्ड,data field
डेटा फाइल,data file
"1. डेटा प्रवाह, 2. डेटा प्रवाह",data flow
"1.डेटा फ्लोचार्ट, 2.चार्ट",data flow Chart
डेटा पदानुक्रम,data hierarchy
डेटा पातळी,data level
"1.डेटा संकलन, 2.डेटा लायब्ररी",data library
डेटा लिंक स्तर,data link layer
डेटा लिंक लेयर (DLL),data link layer (DLL)
"1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन",data management
"1.डेटा गणना, 2.डेटा गणना",data manipulation
डेटा प्रोसेसिंग भाषा (DML),data manipulation language (DML)
डेटा मोडेम डेटा मोडेम,data modem
"1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन",data modification
"1.डेटा नेटवर्क, 2.डेटा नेटवर्क",data network
"1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन",data operation
"1.डेटा संस्था, 2. डेटा संस्था",data organization
"1. डेटा आउटपुट, 2. डेटा आउटपुट",data output
"1.डेटा पथ, 2.डेटा पथ",data path
"1. डेटा तयार करणे, 2. डेटा तयार करणे",data prepration
"1.डेटा गोपनीयता, 2.डेटा गोपनीयता",data privacy
"1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर",data processor
"1.डेटा संरक्षण, 2.डेटा संरक्षण",data protection
"1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड",data record
"1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती",data retrieval
"1. डेटा रूटीन, 2. डेटा रूटीन",data routine
"1.डेटा सुरक्षा, 2.डेटा सुरक्षा",data security
"१.डेटा संच, २. डेटा सेट",data set
"1.डेटा सिग्नल, 2.डेटा सिग्नल",data signal
"1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस",data sink
"1.डेटा स्रोत, 2.डेटा स्रोत",data source
"1.डेटा तपशील, 2. डेटा तपशील",data specification
"1.डेटा सेंटर, 2.डेटा सेंटर",data station
"1. डेटा स्टोरेज, 2. डेटा स्टोरेज",data storage
डेटा स्टोरेज संरचना,data storage structure
"1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर",data structure
"1.डेटा स्विच, 2.डेटा स्विच",data switch
"1.डेटा टेबल, 2.डेटा टेबल",data table
