Gujarati,Telugu
હવાઈ,ఆకాశయాన
હવાઈ ​​એરે,వైమానిక శ్రేణి
હવાઈ ​​બૂસ્ટર,వైమానిక బూస్టర్
હવાઈ ​​પ્રવાહ,వైమానిక ప్రవాహం
હવાઈ ​​કમાણી સ્વીચ,వైమానిక ఎర్తింగ్ స్విచ్
હવાઈ ​​કાર્યક્ષમતા,వైమానిక సామర్థ్యం
હવાઈ ​​અવરોધ,వైమానిక ఇంపెడెన్స్
હવાઈ ​​લિટક્શન,వైమానిక ఇండక్టెన్స్
હવાઈ ​​ઇન્સ્યુલેટર,వైమానిక అవాహకం
હવાઈ ​​લોડિંગ કોઇલ,వైమానిక లోడింగ్ కాయిల్
હવાઈ ​​ફોટોગ્રાફી,వైమానిక ఫోటోగ్రఫీ
હવાઈ ​​શક્તિ,వైమానిక శక్తి
હવાઈ ​​કિરણોત્સર્ગ,వైమానిక రేడియేషన్ రీస్టెన్స్
હવાઈ ​​પ્રતિક્રિયા,వైమానిక ప్రతిచర్య
વાયુમિશ્રણશાસ્ત્ર,ఏరోడైనమిక్స్
સંસ્થા,ఏజెన్సీ
હવાઈ ​​સંકોચન,వాయువుని కుదించునది
હવાઈ ​​કન્ડેન્સર,ఎయిర్ కండెన్సర్
હવાઈ ​​ઠંડુ,గాలి చల్లబడింది
હવાઈ ​​બાંધેલી કોથળી,ఎయిర్ కోర్డ్ కాయిల్
વાતાનુકૂલન,ఎయిర్ కండిషనింగ్
અલ્બેડો,ఆల్బెడో
અલ્ગોરિધમનો,అల్గోరిథం
પરવાના,అలియాసింగ్
સંલગ્ન,సమలేఖనం
ગોઠવણી,అమరిక
બધા તરંગ હવાઈ,అన్ని వేవ్ వైమానిక
ફાળવણી,కేటాయింపు
વર્ણાનુક્રમ,అక్షరాలు
મૂર્તિમંત,ఆల్ఫాన్యూమరిక్
વર્ણ -અક્ષર,ఆల్ఫాన్యూమరిక్ పాత్ర
વર્ણ -મૂર્તિમંત માહિતી,ఆల్ఫాన్యూమరిక్ సమాచారం
વૈકલ્પિક વર્તમાન (એ.સી.),ప్రత్యామ్నాయ కరెంట్ (a.c.)
એકાંતરણ,ప్రత్యామ్నాయం
પરાકારી,ఆల్టర్నేటర్
Altંચાઈ,ఎత్తు
અનુગામી alt ંચાઇ,పొక్కు ఎత్తు
પેરગીની alt ંચાઇ,మూత యొక్క ఎత్తు
કલાપ્રેમી રેડિયો સંચાર,Te త్సాహిక రేడియో కమ్యూనికేషన్
વાતાવરણ,వాతావరణం
આજુબાજુના માઇક્રોફોન,వాతావరణ మైక్రోఫోన్
આસપાસની શરત,పరిసర పరిస్థితి
આસપાસની આજુબાજુની પ્રકાશ,పరిసర లైటింగ్
આજુબાજુનો અવાજ,పరిసర శబ్దం
આસપાસનું તાપમાન,పరిసర ఉష్ణోగ్రత
અમેરિકન માનક સંહિતા,అమెరికన్ స్టాండర్డ్ కోడ్
ષડયંત્ર,Ampere
Amાંદું મીટર,ఆంపియర్ మీటర్
વિસ્તૃત કરવું તે,విస్తరణ
વિસ્તૃત પરિબળ,యాంప్లిఫికేషన్ కారకం
પ્રવેધક,యాంప్లిఫైయర్
વિપુલ લાભ,యాంప్లిఫైయర్ లాభం
એમ્પ્લીફાયર અવાજ,యాంప్లిఫైయర్ శబ్దం
વિસ્તૃત સાધનસામગ્રી,పరికరాలను విస్తరించడం
ક્લીસ્ટ્રોનને વિસ્તૃત કરવું,క్లైస్ట్రాన్ విస్తరించడం
વિસ્તૃત એકમ,యాంప్లిఫైయింగ్ యూనిట్
કંપનવિસ્તાર,వ్యాప్తి
કંપનવિસ્તારની વિકૃતિ,వ్యాప్తి వక్రీకరణ
કંપનવિસ્તાર,వ్యాప్తి విహారయాత్ర
કંપનવિસ્તાર પરિબળ,వ్యాప్తి కారకం
મર્યાદિત મર્યાદા,వ్యాప్తి పరిమితి
કંપનવિસ્તાર -મોડ્યુલેટેડ,వ్యాప్తి మాడ్యులేటెడ్
કંપનલી -મોડ્યુલેશન,యాంప్లిట్యూడ్ మాడ్యులేషన్
એનાલોગ (એનાલોગ),అనలాగ్ (అనలాగ్)
એનાશ,అనలాగ్ సర్క్యూట్
એનાલોગ કમ્પ્યુટર,అనలాగ్ కంప్యూటర్
એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ,ఫ్రీక్వెన్సీ ఛానల్
મનોલોગ પ્રતિનિધિત્વ,అనలాగ్ ప్రాతినిధ్యం
એનાલોગ સંકેત,అనలాగ్ సిగ్నల్
ડિજિટલથી એનાલોગ,డిజిటల్‌కు అనలాగ్
ડિજિટલ કન્વર્ટર માટે એનાલોગ,డిజిటల్ కన్వర్టర్‌కు అనలాగ్
એટાલી -વિડિઓ,అనలాగ్ వీడియో
સમાન,సారూప్యత
સાદ્રશ્ય,సారూప్యత
વિશ્લેષણ,విశ్లేషణ
આંકડા,డేటా యొక్క విశ్లేషణ
વિશ્લેષણાત્મક ઘનતા,విశ్లేషణాత్మక సాంద్రత
વિશ્લેષણ કરવું,విశ్లేషించడానికి
વિશ્લેષક,ఎనలైజర్
સૌધિતિક સાધનસામગ્રી,సహాయక పరికరాలు
અને દરવાજો,మరియు గేట్
ખાત્ય ખૂણા,కొలిమేషన్ యొక్క కోణం
ધ્રુવીકરણ ખૂણા,ధ్రువణ కోణం
પરિભ્રમણ,భ్రమణ కోణం
એંગસ્ટ્રોમ (Å),గోరు
કોણીય,కోణీయ
કોતરણી પ્રવેગક,కోణీయ త్వరణం
કોતરણી સમન્વય,కోణీయ సమన్వయాలు
કોતરણી,కోణీయ విక్షేపం
કોમણ -ફેલાવો,కోణీయ చెదరగొట్టడం
કોણીય વિસ્થાપન,కోణీయ స్థానభ్రంశం
કોણીય ભૂલ,కోణీయ లోపం
કોણીય આવર્તન,కోణీయ పౌన .పున్యం
કોતરણી ગતિ,కోణీయ మొమెంటం
કોણીય ગતિ,కోణీయ కదలిక
કોતરણી વેગ,కోణీయ వేగం
પ્રસન્નતા,యానిమేషన్
એનોડ,యానోడ్
એનોડ બ batteryણ,యానోడ్ బ్యాటరీ
એનોડ લાક્ષણિકતા,యానోడ్ లక్షణం
એનોડ સર્કિટ,యానోడ్ సర్క్యూట్
એનોડ વિઘટન,యానోడ్ వెదజల్లడం
એનોડ કાર્યક્ષમતા,యానోడ్ సామర్థ్యం
એનોડ ઇનપુટ પાવર,యానోడ్ ఇన్పుట్ శక్తి
એનોડ મોડ્યુલેશન,యానోడ్ మాడ్యులేషన్
એન્ટેના,యాంటెన్నా
એન્ટેના બીમવિડ્થ,యాంటెన్నా బీమ్విడ్త్
એન્ટેના,యాంటెన్నా బూస్టర్
એન્ટેના ચેન્જઓવર સ્વીચ,యాంటెన్నా చేంజ్ఓవర్ స్విచ్
કોઇ,యాంటెన్నా కాయిల్
એન્ટેના રૂપરેખાંકન,యాంటెన్నా కాన్ఫిగరేషన్
એન્ટેના કપડા,యాంటెన్నా కప్లర్
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,యాంటెన్నా క్రాస్ ధ్రువ నమూనా
એન્ટેના પ્રવાહ,యాంటెన్నా కరెంట్
એન્ટેના નિર્દેશન લાભ,యాంటెన్నా డైరెక్టివిటీ లాభం
એન્ટેના ડુપ્લેક્સર,యాంటెన్నా డ్యూప్లెక్సర్
એન્ટેના અસરકારક ક્ષેત્ર,యాంటెన్నా ప్రభావవంతమైన ప్రాంతం
વૈશ્વિક કાર્યક્ષમતા,యాంటెన్నా సామర్థ్యం
એન્ટેના ફીડ,యాంటెన్నా ఫీడ్
એન્ટેના પગની છાપ,యాంటెన్నా ఫుట్ ప్రింట్
એન્ટેના લાભ,యాంటెన్నా లాభం
એન્ટેના height ંચાઇ,యాంటెన్నా ఎత్తు
એન્ટેના અવરોધ,యాంటెన్నా ఇంపెడెన్స్
એન્ટેના,యాంటెన్నా ఇండక్టెన్స్
એન્ટેનાનો દાખલો,యాంటెన్నా నమూనా
એન્ટેના નાવિક,యాంటెన్నా ప్లెక్సర్
એન્ટેના ધ્રુવીકરણ,యాంటెన్నా ధ్రువణత
એન્ટેના શક્તિ,యాంటెన్నా శక్తి
એન્ટેના વીજળી લાભ,యాంటెన్నా శక్తి లాభం
એન્ટેના રેડિયેશન પ્રતિકાર,యాంటెన్నా రేడియేషన్ నిరోధకత
એન્ટેના પ્રતિક્રિયા,యాంటెన్నా రియాక్టెన్స్
એન્ટેના પરાવર્તક,యాంటెన్నా రిఫ్లెక్టర్
એન્ટેના પ્રતિકાર,యాంటెన్నా నిరోధకత
એન્ટેના પડઘો આવર્તન,యాంటెన్నా ప్రతిధ్వని ఫ్రీక్వెన్సీ
એન્ટેના અંતર,యాంటెన్నా స్పేసింగ్
એન્ટેના સ્વિચિંગ રૂમ,యాంటెన్నా స్విచింగ్ రూమ్
એન્ટેના ટ્યુનિંગ કોઇલ,యాంటెన్నా ట్యూనింగ్ కాయిల్
એન્ટેના ટ્યુનિંગ ઝૂંપડી,యాంటెన్నా ట్యూనింగ్ హట్
છિદ્ર,ఎపర్చరు
પ્રાણઘાતક,అపోజీ
અજેતા રોકેટ,అపోజీ రాకెట్
ઉપકરણ,ఉపకరణం
સ્પષ્ટ,స్పష్టంగా
સાદડી,ఆప్లెట్
નિયમ,అప్లికేషన్
આશરે,సుమారు
જળસ,అక్వేస్ ద్రావణం
ચાપ,ఆర్క్
સ્થાપત્ય,వాస్తుశిల్పం
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,సౌండ్ రికార్డింగ్ యొక్క ఆర్కైవల్ బదిలీ
દફ્તર,ఆర్కైవ్స్
અંકગણિત કોડિંગ,అంకగణిత కోడింగ్
હાથ,ఆర్మేచర్
આર્મચર વિન્ડિંગ,ఆర్మేచర్ వైండింగ్
કળ,అమరిక
કરચલો,అరేస్టర్
સ્પષ્ટીકરણ,ఉచ్చారణ
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),(= కళాఖండము
ચડતું,ఆరోహణ
પાસા ગુણોત્તર,కారక నిష్పత్తి
ભેગા કરનાર,సమీకరించేవాడు
નિશ્ચય,వాదన
સોંપણી,అప్పగింత
નાબૂદ,అసైన్‌మెంట్ ఛానల్
અસમપ્રમાણ,అసమాన
અસુમેળવાળું,అసమకాలిక
વાતાવરણ,వాతావరణం
વાતાવરણીય નુકસાન,వాతావరణ నష్టం
વાતાવરણીય અવાજ,వాతావరణ శబ్దం
વાતાવરણ નુ દબાણ,వాతావరణ పీడనం
વાતાવરણીય પ્રચાર,వాతావరణ ప్రచారం
વાતાવરણીય તરંગ,వాతావరణ రేడియో-వేవ్
વાતાવરણીય,వాతావరణం
અણુ,అణువు
અણુનું માળખું,అణు నిర్మాణం
જોડાણ,అటాచ్మెంట్
વ્યવહાલ,అటెన్యుయేషన్
અંતરચળી,అటెన్యుయేషన్ నష్టం
ધ્વનિ તરંગો,ధ్వని తరంగాల యొక్క అటకన
હલકાઈ કરનાર,అటెన్యూయేటర్
વિકેન્દ્ર,అటెన్యూయేటర్-ప్యాడ్
શ્રદ્ધાળુ થ્રેશોલ્ડ,విడిబిలిటీ థ్రెషోల్డ్
શ્રાવ્ય,వినగల
શ્રાવ્ય આવર્તન,వినగల ఫ్రీక్వెన్సీ
શિરદર્શક સ્વર,వినగల స్వరం
શિરદર્શક,వినగల-స్పెక్ట్రం
શ્રોતા,ప్రేక్షకులు
Audડિસ,ఆడియో
Audio ડિઓ એમ્પ્લીફાયર,ఆడియో యాంప్లిఫైయర్
Audio ડિઓ વિશ્લેષક,ఆడియో ఎనలైజర్
Audio ડિઓ બ્રોડકાસ્ટિંગ,ఆడియో ప్రసారం
Audષધિસનું aution ડિઓબલ,ఆడియో కేబుల్
શાસ્ત્ર,ఆడియో గొలుసు
કડકા,ఆడియో కోడెక్
Audતુ),ఆడియో కుదింపు
કોમ્પ્રેસર,ఆడియో కంప్రెసర్
Audio ડિઓ કન્સોલ,ఆడియో కన్సోల్
Audio ડિઓની વિકૃતિ,ఆడియో వక్రీకరణ
Dynamડિસ,ఆడియో డైనమిక్ పరిధి
Audio ડિઓ ફાઇલ ફોર્મેટ,ఆడియో ఫైల్ ఫార్మాట్
Audio ડિઓ ફ્રેમ ફોર્મેટ,ఆడియో ఫ్రేమ్ ఫార్మాట్
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,ఆడియో ఫ్రీక్వెన్సీ యాంప్లిఫైయర్
Audio ડિઓ આવર્તન જનરેટર,ఆడియో ఫ్రీక్వెన్సీ జనరేటర్
Audio ડિઓ આવર્તન શ્રેણી,ఆడియో ఫ్రీక్వెన్సీ పరిధి
Audio ડિઓ આવર્તન પ્રતિસાદ,ఆడియో ఫ్రీక్వెన్సీ ప్రతిస్పందన
સત્તાધિકારી,ఆడియో పరిమితి
Audષધિ,ఆడియో లైన్
Audડિસર,ఆడియో మిక్సర్
Audio ડિઓ મોડ્યુલેશન,ఆడియో మాడ్యులేషన్
ઓડિસ -ઓસિલેટર,ఆడియో ఓసిలేటర్
Audio ડિઓ આઉટપાત,ఆడియో అవుట్పుట్
Auth ડિઓ સત્તાની સત્તા,ఆడియో శక్తి
કવિતા,ఆడియో నాణ్యత
શ્રદ્ધા,ఆడియో సిగ్నల్
Audio ડિઓ સિગ્નલ પ્રક્રિયા,ఆడియో సిగ్నల్ ప్రాసెసింగ్
Audio ડિઓ સ્પેક્ટ્રમ,ఆడియో స్పెక్ట్రం
Audio ડિઓ સંગ્રહ,ఆడియో నిల్వ
Audડિસ,ఆడియో సబ్ క్యారియర్
ઈડનીસ પરિશ્રમ,ఆడియో ట్రాన్స్ఫార్మర్
Audio ડિઓ ટ્રાન્સમીટર,ఆడియో ట్రాన్స్మిటర్
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,శ్రవణ/వీడియో కుదింపు
Audડ-આવર્તન ઓસિલેટર,ఆడియో-ఫ్రీక్వెన్సీ ఓసిలేటర్
પુનરાવર્તન સંકેત,ఆడియో-ఫ్రీక్వెన్సీ సిగ్నల్
કવિતા,ఆడియోమెట్రీ
વિઝ્યુઅલી સહાય,ఆడియో-విజువల్ ఎయిడ్
ઉપદેશની ધારણા,శ్రవణ అవగాహన
પ્રમાણીકરણ,ప్రామాణీకరణ
અધિકૃત વાહક આવર્તન,అధీకృత క్యారియర్ ఫ్రీక్వెన్సీ
ઓટો કેડ,ఆటో క్యాడ్
સ્વત -નિદાન,ఆటో డయాగ్నస్టిక్స్
સ્વચાલિત,ఆటోమేటిక్
સ્વચાલિત નિયંત્રણ,స్వయంచాలక నియంత్రణ
સ્વચાલિત તપાસ,ఆటోమేటిక్ డిటెక్షన్
સ્વચાલિત સાધનો,స్వయంచాలక పరికరాలు
સ્વચાલિત આવર્તન નિયંત્રણ,ఆటోమేటిక్ ఫ్రీక్వెన్సీ కంట్రోల్
સ્વચાલિત મર્યાદા,ఆటోమేటిక్ లిమిటర్
સ્વચાલિત યંત્ર,ఆటోమేటిక్ మెషిన్
આપમેળે phાંકણું નિયંત્રણ,ఆటోమేటిక్ ఫేసే నియంత్రణ
સ્વચાલિત ચિત્ર પ્રસારણ,ఆటోమేటిక్ పిక్చర్ ట్రాన్స్మిషన్
સ્વચાલિત પ્લેબેક,ఆటోమేటిక్ ప్లేబ్యాక్
સ્વચાલિત વીજળી નિયંત્રણ,ఆటోమేటిక్ పవర్ కంట్రోల్
સ્વચાલિત કાર્યક્રમ,ఆటోమేటిక్ ప్రోగ్రామింగ్
સ્વચાલિત રેકોર્ડિંગ,ఆటోమేటిక్ రికార్డింగ్
સ્વચાલિત ફરીથી સેટ કરવું,ఆటోమేటిక్ రీసెట్
સ્વચાલિત શટર,ఆటోమేటిక్ షట్టర్
સ્વચાલિત પદ્ધતિ,ఆటోమేటిక్ సిస్టమ్
સ્વચાલિત ટેલિફોન,ఆటోమేటిక్ టెలిఫోన్
સ્વચાલિત તાપમાને નિયંત્રણ,స్వయంచాలక ఉష్ణోగ్రత నియంత్రణ
સ્વચાલિત વોલ્ટેજ નિયમનકાર,ఆటోమేటిక్ వోల్టేజ్ రెగ్యులేటర్
સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર,ఆటోమేటిక్ వాల్యూమ్ కంప్రెసర్
સ્વચાલિત વોલ્યુમ નિયંત્રણ,ఆటోమేటిక్ వాల్యూమ్ కంట్రోల్
સ્વચાલિત વોલ્યુમ વિસ્તૃતર,ఆటోమేటిక్ వాల్యూమ్ ఎక్స్‌పాండర్
સ્વચાલિતતા,ఆటోమేషన్
સ્વચાલિત નિયંત્રણ,ఆటోమేషన్ నియంత్రణ
સ્વચાલિત આવર્તન નિયંત્રક,ఆటోమేషన్ ఫ్రీక్వెన్సీ కంట్రోలర్
સહાયક,సహాయక
સહાયક audio ડિઓ બસ,సహాయక ఆడియో బస్సు
ઉપલબ્ધ શક્તિ,అందుబాటులో ఉన్న శక్తి
હિમપ્રપાત,హిమపాతం విచ్ఛిన్నం
સરેરાશ,సగటు జీవితం
સરેરાશ દબાણ,సగటు పీడనం
સામન્ય ગતિ,సగటు వేగం
સ્પિનનો ધરી,స్పిన్ యొక్క అక్షం
અઝિમુથ,అజిముత్
અજીમુથ ખૂન,అజిముత్ కోణం
અઝીમુથ ભૂલ,అజిముత్ లోపం
પાછલી બાજુ,బ్యాక్ లైట్
પૂર્વ -પ્રક્ષેપણ,బ్యాక్ ప్రొజెక్షన్
બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ),వెనుక వోల్టేజ్ (= రివర్స్ వోల్టేజ్)
બેકફાયર (આર્ક બેક),బ్యాక్‌ఫైర్ (ఆర్క్ బ్యాక్)
પૃષ્ઠભૂમિ,నేపథ్య కాంతి
પાછળનો ઘોંઘાટ,వెనుకవైపు శబ్ధం
પૃષ્ઠભૂમિ,నేపథ్య ప్రొజెక్షన్
પીઠ,బ్యాకప్
શરમાળ,అడ్డుపడే
બાફવું,బేకింగ్
સંતુલિત audio ડિઓ,సమతుల్య ఆడియో
વારેલી audio ડિઓ લાઇન,సమతుల్య ఆడియో లైన్
સંતુલન પ્રસારણ રેખા,సమతుల్య ప్రసార రేఖ
સંતુલન,బ్యాలెన్సింగ్
બાલાસ,బ్యాలస్ట్
બાલાસ,బ్యాలస్ట్ కారకం
બારીક,బలున్
પહાડી,బ్యాండ్
બેન્ડ પાસ ફિલ્ટર,బ్యాండ్ పాస్ ఫిల్టర్
પસંદગીકાર,బ్యాండ్ సెలెక్టర్
વિભાજન,బ్యాండ్ విభజన
બેન્ડ સ્ટોપ ફિલ્ટર,బ్యాండ్ స్టాప్ ఫిల్టర్
સજાગ,బ్యాండ్ స్విచ్
આવરણ,బ్యాండ్ ట్యూనింగ్
બ bandન્ટવિડ્થ,బ్యాండ్‌విడ్త్
બાર,బార్
બાર -સંહિતા,బార్ కోడ్
અવલંબ,బార్ డేటా
સરખામણી,బేర్ బ్యాండ్
દીવો,బేర్ లాంప్
કોઠાર,బార్న్ డోర్
પાયાની પટ્ટી,బేస్ బ్యాండ్
પાયાનો સંકેત,బేస్ బ్యాండ్ సిగ్నల్
પાયાનો બેન્ડ પદ્ધતિ,బేస్ బ్యాండ్ వ్యవస్థ
આધાર બ્રાઉઝર,బేస్ బ్రౌజర్
આધાર -કલેકટર જંકશન,బేస్ కలెక్టర్ జంక్షన్
આધાર -ઇન્સ્લેટર,బేస్ ఇన్సులేటర్
પાળનાર,బాస్
બાસ,బాస్ పరిహారం
બાસ લાઉડ સ્પીકર (વૂફર),బాస్ లౌడ్‌స్పీకర్ (వూఫర్)
બેચ સ્કેનીંગ,బ్యాచ్ స్కానింగ్
બ batteryટરી ચાર્જ,బ్యాటరీ ఛార్జింగ్
બીમ,బీమ్
ધબક,బీట్
આવર્તન ઓસિલેટરને હરાવ્યું,బీట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
પોત,బెల్
પક્ષપાત,బయాస్
પૂર્વગ્રહ,బయాస్ సర్క్యూట్
પક્ષપાત,బయాస్ ఫ్రీక్వెన్సీ
પૂર્વગ્રહ,బయాస్ వోల్టేజ్
આગળની દિશામાં પક્ષપાતી,ఫార్వర్డ్ దిశలో పక్షపాతం
દ્વિ-દિશાકીય માઇક્રોફોન,ద్వి-దిశాత్మక మైక్రోఫోన్
પાટિયું,బిల్‌బోర్డ్
પાટિયાની અરજી,బిల్‌బోర్డ్ అప్లికేషన్
દ્વિ ધાતુયુક્ત તત્વ,ద్వి-మెటాలిక్ మూలకం
દ્વિસંગી,బైనరీ
દ્વિસંગી કોડેડ દશાંશ,బైనరీ కోడెడ్ దశాంశం
દ્વિસંગી અંક (બીટ),బైనరీ అంకెలు
દ્વિસંગી સંખ્યા,బైనరీ సంఖ్య
દ્વિપ્રહાર સુનાવણી,బైనరల్ హియరింగ్
દૂરબાહિક,బైనాక్యులర్
જૈવિક,బయోమెట్రిక్
દ્વિધ્રુવી ટ્રાંઝિસ્ટર,బైపోలార్ ట్రాన్సిస్టర్
બીક ફાળવણી,బిట్ కేటాయింపు
પટાનો દર,బిట్ రేటు
બ્લેક એન્ડ વ્હાઇટ ટીવી,బ్లాక్ & వైట్ టీవీ
ખાલી,ఖాళీ
ખાલી અંતરાલ,ఖాళీ విరామం
નારાજી સ્તર,బ్లాంకింగ్ స్థాయి
લોહીલુહાણ પ્રતિકાર,బ్లీడర్ రెసిస్టెన్స్
ખળભળાટ મચાવનારું કેમેરો,బ్లింపెడ్ కెమెరా
આંખ આડા કાન,బ్లైండింగ్ గ్లేర్
ઝબકવું,బ్లింక్
ઝબૂકતું,బ్లింకింగ్
અવરોધ,బ్లాక్ కోడ్
રેખાક્રુતિ,బ్లాక్ రేఖాచిత్రం
અવરોધ,బ్లాక్ ఇంటర్‌లీవ్
અવરોધકારક કેપેસિટર,కెపాసిటర్ నిరోధించడం
ઓસિલેટરને અવરોધિત કરી રહ્યું છે,ఓసిలేటర్‌ను నిరోధించడం
મોર,బ్లూమ్
ફાટવું,బ్లో లాంప్
ફટકો,బ్లో పైప్
બ્લોઅર,బ్లోవర్
બ્લુટુથ,బ్లూటూత్
શરીરની આવરણ,బాడీ కెపాసిటెన్స్
પુસ્તકો,బుక్‌మార్క్
બુલિયન બીજગણિત,బూలియన్ బీజగణితం
બૂમ,బూమ్
વધતું જાય તેવું,బూస్ట్
બારીક,బూస్టర్
બૂસ્ટર પ્રકાશ,బూస్టర్ లైట్
વધવું,బూస్టింగ్
મતાધિકાર,బూటింగ్
બુટસ્ટ્રેપ,బూట్స్ట్రాప్
તળિયે,దిగువ కాంతి
પ્રકાશ ઉછાળો,బౌన్స్ లైట్
ભાંગી નાખવું,విచ్ఛిన్నం
