Kannada,Malayalam
ಪ್ರವೇಶ,അപേക്ഷ
ಪರಿಕರ,ഉപസാധനം
ಅಪಘಾತ,ആകസ്മികത
ಒಗ್ಗೂಡಿಸುವಿಕೆ,ACCLIMATIES
ಸೌಕರ್ಯ,സ്ഥലസൗകരം
ಜೊತೆಗಾರ,അനുഗമിച്ചു
ಸ ೦ ಗೀತ,അക്കോര്
ಪ್ರೇಕ್ಷಕ,അഭാവം
ಹಾಗೆಯೇ,അക്കാരണത്താല്
ಖಾತೆ,കണക്ക്
ಹೊಣೆಗಾರಿಕೆ,ഉത്തരവാദിത്തം
ಹೊಣೆಗಾರ,ഉത്തരവാദിയായ
ಹೊಣೆ,അക്കൗണ്ടൻസി
ಲೆಕ್ಕಪರಿಶೋಧಕ,കണക്കെഴുത്തുകാരി
ಇದಕ್ಕೆ ಖಾತೆ,അക്കൗണ്ട്
ಖಾತೆ,അക്കൗണ്ട് തല
ಸಂಚಿತ ಲಾಭ,വർദ്ധിച്ച ആനുകൂല്യം
ಸಂಚಿತ ಪಿಂಚಣಿ,വർദ്ധിച്ച പെൻഷൻ
ಸಂಗ್ರಹಣೆ,കൂന്വാരം
ನಿಖರತೆ,കൃതത
ನಿಖರವಾದ,സൂക്ഷ്മമായ
ಆರೋಪಿಸು,ബോധിപ്പിക്കുന്ന
ಆರೋಪಿ,കുറ്റക്കാരന്
ಸಾಧನೆ,നേട്ടം
ಸ್ವೀಕೃತಿ,അംഗീകാരം
ಸ್ವೀಕೃತಿ ಕಾರಣ,അംഗീകാരത്തിന്റെ
ಪರಿಚಯ,പരിചയം
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,കൈവശപ്പെടുത്തൽ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,കുറ്റപാട്വിൽപ്പന
ಕಯ,പവര്ത്തിക്കുക
ನಟನಾ ಭತ್ಯೆ,അഭിനയ അലവൻസ്
ಕ್ರಿಯಾಶೀಲತೆ,പവര്ത്തി
ಕಾರ್ಯ ತಂತ್ರ,പ്രവർത്തന പദ്ധതി
ಸಕ್ರಿಯ,സജീവമായ
ಸಕ್ರಿಯವಾಗಿ,സജീവമായി
ಕಾರ್ಯಕರ್ತ,ചുറുചുറുക്കുള്ളവള്
ಭಗವಂತನ ಆಟ,ദൈവിക പ്രവൃത്തി
ದುಷ್ಕೃತ್ಯದ ಕ್ರಿಯೆ,ദുരാചാരത്തിന്റെ പ്രവർത്തനം
ಆಯೋಗ ಮತ್ತು ಲೋಪದ ಕ್ರಿಯೆ,കമ്മീഷന്റെയും ഒഴിവാക്കലിന്റെയും നിയമം
ನಿಜವಾದ,യഥാര്ത്ഥത്തിലുള്ള
ವಾಸ್ತವಿಕ,വാസ്തവങ്ങൾ
ರೂಪಾಂತರ,പൊരുത്തപ്പെടുത്തൽ
ಸೇರ್ಪಡೆ,കൂട്ടല്
ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ,അധിക നിരക്ക്
ಹೆಚ್ಚುವರಿ ನಿಧಿ,അധിക ഫണ്ട്
ಹೆಚ್ಚುವರಿ ಅನುದಾನ,അധിക ഗ്രാന്റ്
ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ,അധിക വിവരം
ಹೆಚ್ಚುವರಿ ವೇತನ,അധിക വേതനം
ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ,കൂട്ടിച്ചേർക്കലും മാറ്റവും
ಭಾಷಣ,അഭിസംബോധന ചെയ്യുക
ವಿಳಾಸದಾರ,വിലാസശാല
ಸ್ವಾಗತದ ವಿಳಾಸ,സ്വാഗത വിലാസം
ಸಮರ್ಪಕ,പരാപ്തമായ
ಅಂಟಿಕೊಳ್ಳಿ,ഇത് പാലിക്കുക
ತಾತ್ಕಾಲಿಕ,ആഡ് ഹോക്ക്
ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು,AD HOC ക്ലെയിം
ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ,താൽക്കാലിക സമിതി
ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ,താൽക്കാലിക വർദ്ധനവ്
ತಾತ್ಕಾಲಿಕ ಪಾವತಿ,പരസ്യ ഹോക് പേയ്മെന്റ്
ಪಕ್ಕದ,തൊട്ടുകിടക്കുന്ന
ಪಕ್ಕದ (= ಸಮೀಪ),തൊട്ടടുത്ത് (= തുടർച്ചയായ)
ಮುಂದೂಡಿಕೆ,വചലിക്കുക
ಮುಂದೂಡುವ ಚಲನೆ,നീരസം ചലനം
ತೀರ್ಪು,Cakudgge
ತೀರ್ಮಾನಿಸು,ശിക്ഷിക്കപ്യം
ಯಜಮಾನ,വിധിന്യായ
ತೀರ್ಪುಗಾರ,Adjudication
ಹೊಂದಾಣಿಕೆ,കമപ്പെടുത്തല്
ನಿರ್ವಹಿಸು,രാജംഭരിക്കുക
ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ,സത്യപ്രതിഷേധിക്കുന്നു
ಆಡಳಿತ,ഭരണകൂടം
ನ್ಯಾಯದ ಆಡಳಿತ,നീതിയുടെ ഭരണം
ಆಡಳಿತಕಾರಿಯಾದ,ഭരണപരമായത്
ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ,അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം
ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ,അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി
ಆಡಳಿತ ನಿಯಂತ್ರಣ,അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം
ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ,അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം
ಆಡಳಿತ ಇಲಾಖೆ,അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്
ಆಡಳಿತಾಧಿಕಾರಿ,അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്
ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ,അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം
ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು,ഭരണപരമായ നടപടികൾ
ಆಡಳಿತ ಅಧಿಕಾರ,ഭരണപരമായ ശക്തി
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,ഭരണപരമായ അനുമതി
ಆಡಳಿತ ತಂತ್ರ,അഡ്മിനിസ്ട്രേറ്റീവ് രീതി
ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ,അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ
ಪ್ರವೇಶಸಾಧ್ಯತೆ,അനഭാക്ഷ്യം
ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು,അനുവദനീയമായ ചെലവ്
ಒಪ್ಪಿಸು,സമ്മതിക്കുക
ಪ್ರವೇಶ ಕಾರ್ಡ್,അഡ്മിറ്റ് കാർഡ്
ಒಪ್ಪಿಕೊಂಡ,പ്രവേശിപ്പിച്ചു
ಕವಲೊಡೆಯು,ഉപദേഷ്ടാപ്പ്
ಅಳವಡಿಕೆದಾರ,ദന്തം
ರೋಗಿ,ച്ചക്കല്
ದತ್ತು,ദത്ത്
ವಯಸ್ಕ,പായപൂര്ത്തിയായി
ವ್ಯಭಿಚಾರ,മായം
ವ್ಯಭಿಚಾರ,വഭിചാരം
ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್,മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി
ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ,പരസ്യ മൂല്യനിർണ്ണയം
ಮುನ್ನಡೆ,മുന്നേറുക
ಮುಂಗಡ ಬುಕಿಂಗ್,അഡ്വാൻസ് ബുക്കിംഗ്
ಮುನ್ನಡೆ,അഡ്വാൻസ് കോപ്പി
ಮುಂಗಡ ಹೆಚ್ಚಳ,അഡ്വാൻസ് ഇൻക്രിമെന്റ്
ಮುಂಗಡ ಪಾವತಿ,അഡ്വാൻസ് പേയ്മെന്റ്
ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ,പ്രതികൂല പ്രവേശനം
ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು,പ്രതികൂല പരാമർശങ്ങൾ
ಪ್ರತಿಕೂಲ ವರದಿ,പ്രതികൂല റിപ്പോർട്ട്
ಆಯ್ಕೆ,വിജ്ഞാപനം
ಸಲಹೆ,ഉപദേശം
ಪಾವತಿಯ ಸಲಹೆ,പേയ്മെന്റിന്റെ ഉപദേശം
ಸಲಹಾ ಸಮಿತಿ,ഉപദേശക സമിതി
ಸಲಹಾ ಮಂಡಳಿ,ഉപദേശക സമിതി
ಪ್ರತಿಪಾದಿಸು,വാദിക്കുക
ವ್ಯವಹಾರ,കാര്യങ്ങൾ
ಅಫಿಡವಿಟ್,സതവാങ്മൂലം
ಉಪಶಮನ,ബന്ധം
ದೃ ir ೀಕರಣ,സ്ഥിരീകരണം
ದೃ irf ೀಕರಣದ,ഉറപ്പിക്കുന്ന
ಆತುರಿಸು,ഉളവാക്കുക
ಈನಟ,മേൽപ്പറഞ്ഞ
ಹೊಸದಾಗಿ,ശെറെഷ്
ವಿರುದ್ಧವಾಗಿ,എതിരായി
ವಯಸ್ಸು,വയസ്സ്
ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ,പ്രായപരിധി
ಮತದಾರರ ವಯಸ್ಸು,വോട്ടവകാശത്തിനുള്ള പ്രായം
ವಯಸ್ಸಿಗೆ,പ്രായപരിധി
ವಾಗ್ದಾನ,നിര്വ്വഹണം
ಕಾಗಾರ,കാരപരിപാടി
ನಿವೃತ್ತಿಯ ವಯಸ್ಸು,വിരമിക്കലിന്റെ പ്രായം
ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು,അപാദന പ്രായം
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,അഗ്രഗേഷൻ
ದುಃಖಿಸಿದ,ദു ved ഖിച്ചു
ಆಂದೋಲನ,പ്രക്ഷോഭക്തി
ಅವಾತ,AGM
ಒಪ್ಪಂದ,കരാര്
ಒಪ್ಪಂದದ ರೂಪ,കരാർ ഫോം
ಕೃಷಿ,കൃഷിപ്പണി
ಕೃಷಿ ಉದ್ಯಮ,കാർഷിക വ്യവസായം
ನೆರವು,സഹായം
ಎಚ್ಚರಿಕೆ,ആപല്സൂചന
ಜಾಗರೂಕತೆ,ജാല്തചിഹ്നം
ಅಲಿಯಾಸ್,അപരാഭിധാനം
ಆರೋಪಣೆ,കുറ്റാരോപണം
ನಿಷ್ಠೆ,മേല്ക്കോയ്മയോട് ഭക്തി
ಮೈತ್ರಿ,സഖം
ಮಿತ್ರ ಸೇವೆಗಳು,അനുബന്ധ സേവനങ്ങൾ
ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ,എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്
ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು,അഖിലേന്ത്യാ സേവനങ്ങൾ
ಮನವಸಿಕೆ,പങ്കുവയ്ക്കല്
ಹಂಚಿಕೆ,അനുവദിച്ചതുക
ಹಂಚಿಕೆ ಪತ್ರ,അലോട്ട്മെന്റ് കത്ത്
ಹಂಚುವವ,അല്ലോട്ടി
ಅನುಮತಿಸುವ,അനുവദനീയം
ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು,അനുവദനീയമായ ചെലവുകൾ
ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ,ഒരു അപ്പീൽ അനുവദിക്കുക
ಭತ್ಯೆ,അനുമതി നല്കുക
ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ,എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം
ವರ್ಣಮಾಲೆ,അക്ഷരമാല ഓർഡർ
ವಾಗ್ವಾದ,വാസസ്ഥലമായ
ಪರ್ಯಾಯ,ഏകാന്തരക്രമത്തിൽ
ಬದಲಕ,ബദൽ
ಸಂಯೋಗ,സംയോജനം
ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು,ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്
ತಿದ್ದುಪಡಿ,ഭേദഗതി
ಸೌಕರ್ಯ,സഖ്യം
ಸೌಹಾರ್ದಯುತ,മിതഭാവമുള്ള
ಮದ್ದುಗುಂಡು,വെടിക്കോപ്പ്
ಸಾಲದ ಭೋಗ್ಯ,കടത്തിന്റെ പവിത്രത
ಮೊತ್ತ,സംഖ
ಪಿಂಚಣಿ ಪ್ರಮಾಣ,പെൻഷന്റെ തുക
ಸಾದೃಶ್ಯದ ಹುದ್ದೆ,അനലോഗസ് പോസ്റ്റ്
ವಿಶ್ಲೇಷಣೆ,വിശകലനം
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ,അനലിറ്റിക്കൽ പഠനം
ಪೂರ್ವಜ,പൂര്വ്വികന്
ಪೂರಕ ಉದ್ಯಮ,അനുബന്ധ വ്യവസായം
ದ್ವೇಷ,ബദ്ധവൈരം
ಅನುಬಂಧ,അനുബന്ധം
ವಾರ್ಷಿಕೋತ್ಸವ,വാര്ഷികദിനം
ಪ್ರಕಟಿಸುವುದು,അറിയിപ്പ്
ಕಿರಿಕಿರಿಯ,ഉപദവം
ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ,വാർഷിക സാമ്പത്തിക പ്രസ്താവന
ವಾರ್ಷಿಕ ವರದಿ,വാർഷിക റിപ്പോർട്ട്
ವರ್ಷಾಶನ,ആന്വിറ്റി
ಅನಾಮಿಕ,പേരറിയാത്ത
ಅನಾಮಧೇಯ ದೂರು,അജ്ഞാത പരാതി
ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ,ഉത്തരവിദ്ധി
ಉತ್ತರ ಪತ್ರಿಕೆ,ഉത്തരക്കടലാസ്
ವಿರೋಧಿ,ശതാപകന്
ಪೂರ್ವಸಿದ್ಧತೆಗಳು,മുൻഗാമികൾ
ನಿರೀಕ್ಷಿತ ಖರ್ಚು,പ്രതീക്ഷിച്ച ചെലവ്
ನಿರೀಕ್ಷಿತ ಆದಾಯ,പ്രതീക്ഷിച്ച വരുമാനം
ನಿರೀಕ್ಷಣೆ,മുന്തോന്നല്
ನಿರೀಕ್ಷಿತ ಜಾಮೀನು,മുൻകൂട്ടി ജാമ്യം
ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ,അഴിമതി വിരുദ്ധ നടപടി
ಡಂಪಿಂಗ್ ವಿರೋಧಿ,വിരുദ്ധ ഡമ്പിംഗ്
ಪ್ರಾಚೀನ,പഴക്കം ചെന്ന
ವರ್ಣಭೇದ,വർത്തിഡ്
ನಿರಾಸಕ್ತಿ,അപരാഭിചികം
ತುದಿ ದೇಹ,അപെക്സ് ബോഡി
ಕ್ಷಮೆ,ക്ഷമാപണം
ಮನವಿಯನ್ನು,പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
ಗೋಚರತೆ,കാഴ്ച
ಸಮಾಧಾನ,വിശേഷണം
ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
ಅನುಬಂಧ,അനുബന്ധം
ಉಪಕರಣ,ഉപകരണം
ಅನ್ವಯಿಸುವ,പയോഗക്ഷമമായ
ಅರ್ಜಿದಾರ,അപേക്ഷക
ಅನ್ವಯಿಸು,അപേക്ഷ
ಅರ್ಜಿ,അപേക്ഷാ ഫോറം
ಅನ್ವಯಿಕ,പ്രയോഗിച്ചു
ಅನ್ವಯಿಸು,അപേക്ഷിക്കുക
ನೇಮಕಾತಿ,നിയമിത
ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು,അധികാരം നിയമിക്കുന്നു
ನೇಮಕ,നിയമനം
ನೇಮಕಾತಿ ಪತ್ರ,നിയമന പത്രിക
ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ,മന്ത്രിസഭയുടെ നിയമന സമിതി
ವೇತನದ ಹಂಚಿಕೆ,വേതനത്തെ വിഭവങ്ങൾ
ಮೌಲ್ಯಮಾಪಕ,വിലനിശ്ചയിക്കല്
ಮೌಲ್ಯಮಾಪಕ,വിലഹരവാദി
ಮೆಚ್ಚುಗೆ,അഭിനന്ദനം
ಭಯ,അവബോധം
ಅಪ್ರೆಂಟಿಸ್,തൊഴില്പരിശീലക
ಸಮೀಪಿಸು,സമീപിക്കുക
ಸೂಕ್ತ,അനുഗുണമായ
ಸೂಕ್ತ ಕ್ರಮ,ഉചിതമായ പ്രവർത്തനം
ಸೂಕ್ತ ತಲೆ,ഉചിതമായ തല
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,വിനിയോഗം
ಅನುಮೋದನೆ,അംഗീകരിക്കല്
ಅಂದಾಜು,ഏകദേശമായ
ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
ಅನಿಯಂತ್ರಿತ,സേച്ഛാചാരിയായ
ನಿಣಿಸು,മാദ്ധസ്ഥം വഹിക്കുക
ಮಧ್ಯಸ್ಥಿಕೆ,മാദ്ധസ്ഥം
ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
ಮಧ್ಯಸ್ಥ,മദ്ധസ്ഥന്
ವಾಸ್ತುಶಿಲ್ಪಿ,വാസ്തുവിദ
ಆರ್ಕೈವ್ಸ್,ഗന്ഥരക്ഷാലയം
ಪ್ರದೇಶ,പദേശം
ಪ್ರದೇಶದ ಪ್ರದೇಶ,ഏരിയസ്ഥാനം
ವಾದ,വാദം
ಹುಳು,എഴുന്നേല്ക്കുക
ಸಶಸ್ತ್ರ ಪಡೆ,സായുധ സേന
ಜೋಡಣೆ,കമീകരണം
ಬಾಕಿ,ഊരി
ಬಾಕಿ ಹೇಳಿಕೆ,അരീയർ പ്രസ്താവന
ಆಗಮನ ವರದಿ,വരവ് റിപ്പോർട്ട്
ಅಸ್ತವ್ಯಸ್ತತೆ,ധിക്കാരം
ಸ ೦ ತಾನು,ആയുധശാല
ಲೇಖನ,പദാര്ത്ഥം
ಸಂಘದ ಲೇಖನಗಳು,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
ಲೇಖನಗಳು,ലേഖനങ്ങൾ
ಆರೋಹಣ,ആരോഹണ ക്രമം
ಒತ್ತಿಹೇಳಿಸು,നിർണ്ണയിക്കുന്ന
ಎಲ್ಲಿದೆ,എവിടെയാണ്
ಆಕಾರ,വശം
ಆಪಾದನೆ,കയറിയ
ಹತ್ಯೆ,രാഷ്ടീയക്കൊല
ದಾಳಿ,കയ്യേറ്റം നടത്തുക
ಜೋಡಿಸು,സംയോജിപ്പിക്കുക
ಸಭೆ,നിയമനിര്മ്മാണസഭ
ಒಪ್ಪು,അനുമതി
ಪ್ರತಿಪಾದಿಸು,ഉറപ്പുപറയുക
ಮೌಲ್ಯಮಾಪಕ,വിലയിരുത്തുന്ന
ಮೌಲ್ಯಮಾಪನ,നികുതിചുമത്തല്
ಮೌಲ್ಯಮಾಪನ ವರ್ಷ,വിലയിരുത്തൽ വർഷം
ಮೌಲ್ಯಮಾಪಕ,അസര്യാകം
ಸ್ವಸಮಾನಗಳು,ആസ്തി
ನಿಯೋಗಿ,നിയമനിക
ನಿಯೋಜನೆ,ചുമതല
ನಿಯೋಜಕ,യാസ
ಸಹಾಯ,സഹായം
ಜೊತೆಗಾರ,തോഴന്
ಸಂಘ,ചങ്ങാത്തം
ಚಾರ್ಜ್ನ umption ಹೆ,ചാർജ് അനുമാനം
ಭರವಸೆ,ഉറപ്പുനല്കല്
ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ,അഷ്വറൻസ് കമ്പനി
ಭರವಸೆ ಕೊಡು,ഉറപ്പുതരുന്നു
ರಿಯಾಯಿತಿಯಲ್ಲಿ,കിഴിവിൽ
ಪರಮಾಣು ಶಕ್ತಿ,ആറ്റോമിക് പവർ
ಸಮನಾಗಿ,തുല്യത്തിൽ
ಪ್ರೀಮಿಯಂನಲ್ಲಿ,പ്രീമിയത്തിൽ
ಲಗತ್ತಿಸು,ഘടിപ്പിക്കുക
ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ,അറ്റാച്ചുചെയ്ത ഓഫീസ്
ಬಾಂಧಾಣ,ബന്ധം
ಲಗತ್ತು ಆದೇಶ,അറ്റാച്ചുമെന്റ് ഓർഡർ
ಸಾಧನೆ,നേട്ടം
ಪ್ರಯತ್ನ,പരിശമം
ಹಾಜರಾತಿ,ഹാജർ
ಹಾಜರಾತಿ ನೋಂದಣಿ,ഹാജർ രജിസ്റ്റർ
ಹಾಜರಾತಿ ಸ್ಲಿಪ್,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
ಗಮನ,ശ്രദ്ധ
ದೃestೀಕರಣ,സാക്ഷ്യപ്പെടുത്തൽ
ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ,സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
ವರ್ತನೆ,ഭാവം
ಆಕರ್ಷಕ ಸಂಬಳ,ആകർഷകമായ ശമ്പളം
ಹರಾಜು,ലേലം
ಹರಾಜುದಾರ,ലേറ്റീയർ
ಹರಾಜು ಮಾರಾಟ,ലേല വിൽപ്പന
ಪ್ರೇಕ್ಷಕರು,സദസര്
ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
ಲೆಕ್ಕಪರಿಶೋಧನೆ,കണക്കുപരിശോധിക്കുക
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು,ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
ಲೆಕ್ಕಾಚಾರ,ഓഡിറ്റിംഗ്
ಲೆಕ್ಕಪರಿಶೋಧನೆ,ഓഡിറ്റ് എതിർപ്പ്
ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
ಸಭಾಪತಿ,ആഡിറ്റോറിയം
ಲೆಕ್ಕಪರಿಶೋಧನೆ,ഓഡിറ്റ് ഖണ്ഡിക
ಲೆಕ್ಕಪರಿಶೋಧನೆ,കണക്കിറ്റ് റിപ്പോർട്ട്
ಕಠಿಣತೆ,ഉത്സവമായ
ಕಠಿಣತೆ ಕ್ರಮಗಳು,ചെലവുചുരുക്കൽ നടപടികൾ
ಅಧಿಕೃತ,ആധികാരികം
ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ,അംഗീകൃത പ്രതിനിധി
ಅಧಿಕೃತವಾದ,അംഗീകാരപരമായ
ಅಧಿಕಾರ,അധികാരം
ಅಧಿಕಾರ ಪತ್ರ,അതോറിറ്റി കത്ത്
ಅಧಿಕಾರಾವಧ,അധികാരപ്പെടുത്തി
ಅಧಿಕೃತ ಬಂಡವಾಳ,അംഗീകൃത മൂലധനം
ಸ್ವಯಂಚಾಲಿತ,ഓട്ടോമാറ്റിക്
ಸ್ವಾಯತ್ತ,സയംശാസിതമായ
ಸ್ವಾಯತ್ತ ದೇಹ,സ്വയംഭരണ സംഘടന
ಸ್ವಾಯತ್ತತೆ,സയംഭരണാവകാശം
ಸಹಾಯಕ,ഉക്സിലറി
ಲಭ್ಯ,സുലഭം
ಸರಾಸರಿ,ശരാശരി
ಸರಾಸರಿ ರಜೆ,ശരാശരി അവധി
ನಿವಾರಣೆ,അപീതി
ತಪ್ಪಿಸು,അകറ്റുക
ತಪ್ಪಿಸಲು,ഒഴിവാക്കുക
