Gujarati,Hindi
અમેરિકન સ્ટાન્ડર્ડ કટ (ascii),अमेरिकी मानक कट (आस्की)
"1. અનુરૂપ, 2. એનાલોગ","1. अनुरुप, 2. एनालॉग"
"1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર","1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
"1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ","1. अनुरुप युक्ति, 2. एनालॉग डिवाइस"
"1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ","1. एनालॉग मोडेम, 2. अनुरुप मोडेम"
ડિજિટલ કન્વર્ટર માટે એનાલોગ,अनुरुप से अंकीय रुपांतरक
અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ),एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
અંતિમ સર્કિટ,एंड परिपथ
અંતિમ દરવાજો અને દરવાજો,एंड गेट और द्वार
એન્ડ નોટ ઓપરેશન (બાકાત),एंड नॉट संक्रिया (अपवर्जन)
"1. એનિમેશન, 2. કંપન","1. एनीमेशन, 2.  सजीवन"
નૉૅધ,टिप्पण
અસંગતતા,असंगता
અગાઉના,पूर्ववर्ती
આગોતરી પેજીંગ,प्रत्याशामूलक पृष्ठन
પ્રતિ-સપ્રમાણ,प्रति-सममित
એન્ટિવાયરલ પ્રોગ્રામ,विषाणुरोधी क्रमादेश
"1. ઉપલેટ, 2. અરજી","1. एपलेट, 2. अनुप्रयोगिका"
એપ્લિકેશન ડેવલપર,अनुप्रयोग विकासक
એપ્લિકેશન પ્રોગ્રામિંગ,अनुप्रयोग प्रोग्रामन
"1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)","1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ, 2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
એપ્લિકેશન સોફ્ટવેર,अनुप्रयोग सॉफ्टवेयर
એપ્લિકેશન ભાષા,अनुप्रयोगी भाषा
અંદાજ સિદ્ધાંત,सन्निकटण सिद्धांत
માળખું,संरचना
ક્ષેત્ર ટ્રાન્સફર,क्षेत्र अंतरण
"1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ","1. प्राचर, स्वतंत्रचर, 2. कोणांक"
"1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ","1. अंकगणितीय एवं तर्क एकक, 2. अंकगणितीय एवं तर्क इकाई"
અંકગણિત તપાસ,अंकगणितीय जांच
અંકગણિત સતત,अंकगणितीय अचर
અંકગણિત માહિતી,अंकगणितीय आंकडा
અંકગણિત સૂચના,अंकगणितीय अनुदेश
ગાણિતિક અને તાર્કિક એકમ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
ARPA નેટ (RPNet),ए आर पी ए नेट (आरपानेट)
એરે,सरणी
"1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી","1. सरणी कैशे, 2. सरणी द्रुतिका, 3. सरणी द्रुतस्मृति"
એરે કમ્પ્યુટર,सरणी कंप्यूटर
એરે તત્વ,सरणी अवयव
એરે નામ,सरणी नाम
એરે પ્રોસેસર,सरणी प्रकर्मक
તીર કી,एरो कुंजी
સંધિ,संधि
જંકશન પોઈન્ટ,संधि बिन्दु
કૃત્રિમ કોમ્પેક્શન,कृत्रिम संहनन
કૃત્રિમ નિયંત્રણ,कृत्रिम नियंत्रण
કૃત્રિમ સંવેદના,कृत्रिम बोध
માઉન્ટ,आरोहक
ચડતા સૉર્ટ,आरोही छंटाई
ascii મૂળાક્ષરો,आस्की वर्णक्रम
ascii નિયંત્રણ પ્રતીક,आस्की नियंत्रण संप्रतीक
ascii ફાઇલ,आस्की संचिका
ascii ફોન્ટ,आस्की फॉन्ट
ASCII ટ્રાન્સફર,आस्की अंतरण
પાસા ગુણોત્તર,अभिमुखता अनुपात
"1. એસ્પી, 2. ASPI","1. ऐस्पी, 2. ए एस पी आई"
એ એસ આર કલાડ,ए एस आर कालद
"1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે","1. स्मरांतरण, 2. कोडांतरण, 3. कोडांतर करना"
"1. એસેમ્બલર, 2. રીમાઇન્ડર","1. कोडांतरक, 2. स्मरांतरक"
"1. એસેમ્બલિંગ, 2. યાદ","1. कोडांतरण, 2. स्मरांतरण"
"1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા","1. स्मरांतरण भाषा, 2. कोडांतरण भाषा"
નિશ્ચય,निश्चयन
"1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી","1. निर्दिष्ट कार्य, 2. नियतन"
સોબત,साहचर्य
સહયોગી સરનામું,साहचर्य पता
"1. સહયોગી મેમરી, 2. સહયોગી મેમરી","1. साहचर्य स्मृति, 2. साहचर्य मेमोरी"
ફૂદડી (* ચિહ્ન),तारक (*का चिन्ह)
અસમપ્રમાણ,असम्मित
"1. અસુમેળ, 2. અસુમેળ","1. अतुल्यकालिक, 2. अतुल्यकाली"
અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
અસુમેળ ટ્રાન્સફર,अतुल्यकालिक अंतरण
અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM),अतुल्यकालिक अंतरण विधा (ए टी एम)
"1. અણુ, 2. પરમાન","1. एटम, 2. परमाण"
જોડાયેલ દસ્તાવેજ,संलग्न प्रलेख
"1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ","1. संलग्न संचिका/मिसिल, 2. संलग्न फाइल"
"1. બિડાણ, 2. સંલગ્ન","1. संलग्नक, 2. संबंद्ध"
"1. ગુણધર્મો, 2. વિશેષતા","1. गुण, 2. विशेषता"
સાંભળી શકાય તેવું,श्रव्य
"1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ","1. लेखा परीक्षा क्रमादेशन, 2. लेखा परीक्षा प्रोग्रामन"
એકાઉન્ટ વેરિફિકેશન,लेखा सत्यापन
પ્રમોશન,संवर्धन
પ્રમાણપત્ર પ્રોટોકોલ,प्रमाणन प्रोटोकॉल
લેખન પદ્ધતિ,संलेखन पद्धति
"1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ","1. प्राधिकरण, 2. अधिकृति, 3. अधिकरण"
સ્વતઃ અમૂર્ત,स्वत: सार
"1. ઓટો બુટીંગ, 2. સ્વ બુટ","1. स्वतः बूटिंग, 2. स्व बूटन"
ઓટોકેડ (કોમ્પ્યુટર ભાષા),ऑटोकैड (एक कंप्यूटर भाषा)
ઓટો લોગ-ઓન,स्वत: लॉग-ऑन
ઓટોમેટા,ऑटोमेटा
ઓટોમેટા સિદ્ધાંત,आटोमेटा सिद्धांत
આપોઆપ ગણતરી,स्वत: अभिकलन
સ્વચાલિત ડેટા પ્રોસેસિંગ,स्वत: आंकड़ा प्रक्रमण
આપોઆપ ભૂલ સુધારણા,स्वत: त्रुटि संशोधन
સ્વતઃ કાર્ય,स्वत: फलन
"1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી","1.  स्वत: सूचकीकरण, 2. स्वत: सूचीकरण"
સ્વતઃ-સંગ્રહ કૉલ,स्वत: संग्रह आह्वान
"1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ","1. स्वत: क्रमादेशन, 2. स्वत: प्रोग्रामन"
"1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ","1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
આપોઆપ નિયમિત,स्वत: नेमका
આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ,स्वत: सिस्टम पुन: प्राप्ति
"1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ","1. स्वत: टेलर मशीन्अ (ए टी एम), 2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ઓટોમેશન,स्वचालन
"1. ઑટોપ્લે , 2. ઓટો વોક","1. आटोप्ले, 2. स्वत: चलन"
અવાજ,स्वरक्षण
મદદનીશ,सहायक
સહાયક મેમરી,सहायक स्मृति
સહાયક સંગ્રહ,सहायक भंडारण
ઉપલબ્ધ યાદી,उपलब्ध लिस्ट
ઉપલબ્ધ સમય,उपलब्ध समय
સરેરાશ,औसत
AWK (કોમ્પ્યુટર આદેશ),ए डब्ल्यू के (एक कंप्यूटर समादेश)
પછી,पश्चांत
પોસ્ટ પ્રોસેસર,पश्चांत प्रक्रमक
પશ્ચાદવર્તી કાર્ય કાઢી નાખવું,पश्च फलन विलोपन
પૃષ્ઠભૂમિ પ્રક્રિયા,पृष्ठभूमि प्रक्रमण
આનુષંગિક સ્ટોર્સ,सहायक भंडार
બેક પેચીંગ,पश्च पैचीकरण
"1. પશ્ચિમ, 2. બેકસ્પેસ","1. पश्चीयन, 2. बैकस्पेस"
બેકટ્રેકિંગ,पश्चपथन
"1. બેક-અપ, 2. વળતર","1. बैक-अप, 2. पूर्तिकर"
"1. પૂરક મેમરી, 2. બેકઅપ મેમરી","1. पूर्तिकर स्मृति, 2. बैक-अप मेमोरी"
પાછળની ભૂલ સુધારણા,पश्च त्रुटि सुधार
(આવક-ખર્ચ) બેલેન્સ શીટ,(आय-व्यय) तुलन पत्र
પાટો,पट्टी
"1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા","1. बैंड चौड़आई, 2. बैंड विड्थ/क्षमता"
બેંકરનું અલ્ગોરિધમ,बैंकर एल्गोरिथ्म
"1. બાર કોડ, 2. બાર કોડ","1.बार कूट, 2. बार कोड"
બારકોડ સ્કેનર,बार कोड स्कैनर
બાર ગ્રાફ,बार ग्राफ
આધાર સરનામું,आधार पता
આધાર બેન્ડ,आधार बैंड
આધાર નંબર,आधार संख्या
આધાર ટેબલ,आधार सारणी
મૂળભૂત (કોમ્પ્યુટર ભાષા),बेसिक (एक कंप्यूटर भाषा)
"1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ","1. मूल नियंत्रण, 2. आधार नियंत्रण"
"1. મૂળ રોકાણ, 2. આધાર રોકાણ","1. मूल निवेश, 2. आधारी निवेश"
મૂળભૂત સૂચના,आधारभूत अनुदेश
આધાર મુદ્દો,आधारी निर्गम
મૂળભૂત તબક્કો,मूल चरण
"1. બેચ, 2. જૂથ, 3. આપત્તિ","1. बैच, 2. समूह, 3. प्रचय"
"1. બેચ ફાઇલ, 2. બેચ ફાઇલ","1. बैच फाइल, 2. बैच संचिका"
બેચ સ્થિતિ,बैच स्थिति
"1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા","1. बैच प्रक्रमण, 2. समूह प्रक्रमण"
"1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ","1. बैच तंत्र, 2. प्रचय तंत्र"
બાઉડ,बॉड
બાઉડ દર,बॉड दर
બીમ બીમ,किरण पुंज
"1. માર્ગદર્શિકા, 2. બેચ માર્ક","1. निर्देशमानक, 2. बैचमार्क"
દ્વિદિશ સંચાર,द्विदिश संचार
સીધી લિંક,विदिश कड़ी
દ્વિસંગી કોડ,द्विआधारी कूट
દ્વિસંગી અંકો,द्विआधारी अंक
બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
દ્વિસંગી સંખ્યા,द्विआधारी संख्या
બાઈનરી ઓપરેટર,द्विआधारी संकारक
દ્વિસંગી સંબંધ,द्विआधारी संबंध
દ્વિસંગી શોધ,द्विआधारी खोज
બાઈનરી એક્સપ્લોરેશન ટ્રી (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
"1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર","1. द्विआधारी ट्रांसफर तरु, 2. द्विआधारी अंतरण"
દ્વિસંગી વૃક્ષ,द्विआधारी तरु
"1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી","1. द्विध्रुवी स्मृति, 2. द्विध्रुवी मेमोरी"
"1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ","1. जन्म मरण मॉडल, 2. जन्म मरण निदर्श"
જન્મ મૃત્યુ પ્રક્રિયા,जन्म मरण प्रक्रम
"1. ડ્યુક, 2. બીટ","1. द्वयंक, 2. बिट"
થોડી ખામી,बिट दोष
બીટ નકશો,बिट प्रतिचित्र
"1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)","1. बिट, 2. प्रतिचित्र, 3. पिक्सेल (बी एम पी)"
"1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ","1. बिट आव्यूह, 2. बिट सारणी"
બીટ પેટર્ન,बिट प्रतिरूप
બીટ સ્થિતિ,बिट स्थिति
"1. બીટ રેટ, 2. બીટ દર","1. बिट रेट, 2. बिट दर"
આંખ પર પટ્ટી પરીક્ષણ,अंध पेटी परीक्षण
ઝબૂકવું,टिमटिमाना
બ્લોક,ब्लॉक
"1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી","1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
બ્લોક ચકાસણી,खंडक जांच
વોલ્યુમ નકલ,खंड प्रतिलिपि
રેખાક્રુતિ,खंडक आरेख
"1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક","1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
પાટીયું,बोर्ड
પૃષ્ઠ મેમરી,पृष्ठ स्मृति
બુલિયન બીજગણિત,बूलीय बीजगणित
બુલિયન સંબંધ,बूलीय संबंध
બુટ પાર્ટીશન,बूट विभाजन
બુટ strapping,बूट स्ट्रैपिंग
1.બૂટસ્ટ્રેપ લોડર,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
"1.બ્રિજ, 2.બ્રિજ","1.ब्रिज, 2. सेतु"
બ્રોડબેન્ડ નેટવર્ક,ब्राडबैंड नेटवर्क
પ્રસારણ,प्रसारण
પ્રસારણ રેડિયો,प्रसारण रेडियो
(ચોખ્ખી) ભિન્નતા,(नेट) विचरण
(ચોખ્ખી) વિકાર,(नेट) विचरक
બી-ટ્રુ,बी-तरु
"1.બબલ મેમરી, 2.બબલ મેમરી","1.बुदबुद स्मृति, 2.बबल मेमोरी"
બબલ સૉર્ટ,बुदबुद छंटाी
"1.ડોલ, 2.ડોલ","1.बाल्टी, 2.बकेट"
"1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા","1.बंधुता तंत्र, 2.बडी तंत्र"
અસરકારક બજેટ નિયંત્રણ,बजट प्रभावी नियंत्रण
બફર,बफर
ખામી,दोष
પૂરતૂ,बस
"1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)","1.अष्ट वयंक, 2. बािट (आठ बिट)"
બાઈટ કોડ,बािट कोड
સી (કોમ્પ્યુટર ભાષા),सी (कंप्यूटर भाषा)
"1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)","1.सी प्लस प्लस, 2.C++(कंप्यूटर भाषा)"
"1.રોકડ, 2. ઝડપી","1.कैश, 2. द्रुतिका, 3.द्रुत"
"1.કેશ બફર, 2.મેમરી બફર","1.कैश बफर, 2.द्रुतस्मृति बफर"
"1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી","1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
ગણતરી,परिकलन
"1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર","1.कैलकुलेटर, 2.परिकलक"
"1.કેલ્ક્યુલેટર ચિપ,2. કેલ્ક્યુલેટર ચિપ","1.कैलकुलेटर चिप, 2. परिकलक चिप"
આહવાન કરો,आह्वान
નામ કૉલ,नाम आह्वान
સંદર્ભ કૉલ,संदर्भ आह्वान
સન્માન કૉલ,मान आह्वान
ચલ કોલ,चर आह्वान
આમંત્રણ દ્વાર,आहवान गेट
"1. રદ કરો, 2. રદ કરો","1.निरस्त करना, 2.रद्द करना"
રદબાતલ બટન,निरसन बटन
"1. નિર્ધારિત, 2. કેનોનિકલ","1.विहित, 2. कैनॉनिकल"
પ્રમાણભૂત સ્વરૂપ,विहित रूप
ક્ષમતા,क्षमता
ક્ષમતા યાદી,क्षमता सूची
"1. ક્ષમતા, 2. હોલ્ડિંગ","1.क्षमता, 2. धारिता"
કેપ્સ લોક કી,कैप्स लॉक कुंजी
"1.કાર્ડ, 2. શીટ","1.कार्ड, 2. पत्रक"
કાર્ડ રીડર,कार्ड पाठक
પ્રાધાન્ય,प्रमुखता
વાહક,वाहक
વાહક બેન્ડ,वाहक बैंड
વાહક લોડ,वाहक भार
વાહક સંકેત,वाहक संकेत
વાહક તરંગ,वाहक तरंग
હાંસલ કર્યું,हासिल
સ્કોર હાંસલ કર્યો,हासिल अंक
ધ્વજ હાંસલ કર્યો,हासिल ध्वज
"1.કાર્ટિજ ડિસ્ક, 2.કાર્ટ્રિજ ડિસ્ક","1.काट्रिज डिस्क, 2.काट्रिज चक्रिका"
"1. કાસ્કેડ, 2. કાસ્કેડ","1.कास्केड, 2.सोपानी"
કેસ,केस
કેથોડ-રે-ટ્યુબ (CRT),कैथोड-रे-टयूब (सी आर टी)
કેથોડ રે ટ્યુબ (સીઆરટી) કેથોડ રે ટ્યુબ,कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब
સીડી રોમ ડિસ્ક ડ્રાઇવ,सी डी रॉम डिस्क ड्रािव
કોષ,सेल
સેલ એનિમેશન,सेल एनीमेशन
સેલ્યુલર ફોન,सेल्युलर फोन
"1. સેન્ટ્રલ મેમરી, 2. કેન્દ્રીય મેમરી","1.केंद्रीय स्मृति, 2. केंद्रीय मेमोरी"
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),केद्रीय प्रक्रमण एकक (सी पी यू)
કેન્દ્રીયકૃત સિસ્ટમ,केंद्रीकृत तंत्र
પ્રમાણિત ટેપ,प्रमाणीकृत टेप
સાંકળ,श्रृंखला
"1. શ્રેણી ડેટા, 2. શ્રેણી સામગ્રી","1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री"
સાંકળ કડી,श्रृंखला कड़ी
સાંકળ,श्रृंखलन
"1.ચેનલ, 2.ચેનલ","1.प्रणाल, 2.चैनल"
"1.ચેનલ વ્યસ્ત ટોન, 2.ચેનલ વ્યસ્ત ટોન","1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन"
"1.ચેનલ ક્ષમતા, 2.ચેનલ ક્ષમતા","1.प्रणाल क्षमता, 2.चैनल क्षमता"
"1.ચેનલ કંટ્રોલર, 2.ચેનલ કંટ્રોલર","1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक"
"1. ચેનલ ભૂલ, 2.ચેનલ ભૂલ","1.प्रणाल त्रुटि, 2.चैनल त्रुटि"
"1.ચેનલ પ્રોગ્રામ, 2.ચેનલ પ્રોગ્રામ","1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम"
"1.ચેનલ વિશ્વસનીયતા, 2.ચેનલ વિશ્વસનીયતા","1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता"
"1.ચેનલ સેટ, 2.ચેનલ સેટ","1.प्रणाल समुच्चय, 2.चैनल समुच्चय"
પ્રતીક,संप्रतीक
"1.કેરેક્ટર કોડ, 2. અક્ષર કોડ","1.संप्रतीक कूट, 2. संप्रतीक कोड"
અક્ષર કી,संप्रतीक कुंजी
પાત્ર વાચક,संप्रतीक पाठक
"1. પ્રતીકનું કદ, 2. પ્રતીકનું કદ","1.संप्रतीक सािज, 2.संप्रतीक आमाप"
ચિત્રાત્મક,संचित्र
