Kannada,Punjabi
ಬೋಗಿ ಪ್ರತಿರೋಧ,ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ
ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು,ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ
ಕರಾರುಪತ್ರ,ਬਾਂਡ
ಬಂಧಿತ ಸದಸ್ಯ,ਬੰਧੂਆ ਮੈਂਬਰ
ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್,ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ
ಬಾಂಡ್ ಕಲ್ಲು,ਬੰਧਨ ਪੱਥਰ
ಬೌಂಡ್ ನೀರು,ਬੰਨ੍ਹ ਪਾਣੀ
ಬಾಕ್ಸ್ ಗಟರ್,ਬਾਕਸ ਗਟਰ
ಬ್ರೇಸ್,ਬ੍ਰੇਸ
ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್,ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ
ಬ್ರಿಡ್ಲ್,ਲਗਾਮ
ಹೊಳಪು,ਚਮਕ
ಕಂದು ಮಣ್ಣು,ਭੂਰੀ ਮਿੱਟੀ
ಕಟ್ಟಡ,ਬਿਲਡਿੰਗ
ಕಟ್ಟಡ ಸರ್ವೇಯರ್,ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ
ಬಫರ್,ਬਫਰ
ಬಫರ್ ಕರ್ವ್,ਬਫਰ ਕਰਵ
ಬಫರಿಂಗ್,ਬਫਰਿੰਗ
ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,ਬਫਰਿੰਗ ਸਮਰੱਥਾ
ಬಂದರ್,ਬੰਦਰ
ಬಟ್ರೆಸ್,ਬਟਰਸ
ಸಿ-ಹಾರಿಜಾನ್,ਸੀ-ਹੋਰੀਜ਼ਨ
ಕೇಬಲ್,ਕੇਬਲ
ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್,ਕੇਬਲ ਮੋਲਡਿੰਗ
ಕೇಬಲ್ ಹಾಕುವುದು,ਕੇਬਲਿੰਗ
ಕ್ಯಾಬಿನ್,ਕੈਬਿਨ
ಕ್ಯಾಬಿನ್ ಹುಕ್,ਕੈਬਿਨ ਹੁੱਕ
ಕ್ಯಾಬಿನೆಟ್,ਕੈਬਨਿਟ
ಕಾಬೋಲ್ಟ್ ತೊರೆದರು,ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ
ಕೆಫೆಟೇರಿಯಾ,ਕੈਫੇਟੇਰੀਆ
ಪಂಜರ,ਪਿੰਜਰਾ
ಪಂಜರ ನಿರ್ಮಾಣ,ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ
ಕೇನ್ ಅವರ ಸೂತ್ರ,ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ
ಕೈಸನ್,ਕੈਸਨ
ಕೈಸನ್ ಕಾಯಿಲೆ,ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ
ಕೈಸನ್ ಅಡಿಪಾಯ,ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ
ಕೈಸನ್ ರಾಶಿ,ਕੈਸਨ ਢੇਰ
ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ,ਕੈਲੇਰੀਅਸ ਇੱਟ
ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು,ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ
ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್,ਛਾਲੇਦਾਰ ਛਾਲੇ
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
ಕ್ಯಾಲ್ಸಿನೇಷನ್,ਕੈਲਸੀਨੇਸ਼ਨ
ಕ್ಯಾಲ್ಸಿನ್,ਕੈਲਸੀਨ
ಕ್ಯಾಲ್ಸೈಟ್,ਕੈਲਸਾਈਟ
ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್,ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ
ಕ್ಯಾಲಿಚೆ,ਕੈਲੀਚੇ
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ,ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ
ಕ್ಯಾಲಿಪರ್,ਕੈਲੀਪਰ
ಕ್ಯಾಲೋರಿಮೀಟರ್,ਕੈਲੋਰੀਮੀਟਰ
ಕ್ಯಾಂಬರ್,ਕੈਮਬਰ
ಕಾಲುವೆ,ਨਹਿਰ
ಮೇಲಾವರಣ,ਕੈਨੋਪੀ
ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್,Cantilever ਪੈਰ
ಕ್ಯಾಪ್,ਕੈਪ
ಸಾಮರ್ಥ್ಯ,ਸਮਰੱਥਾ
ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ,ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ
ಕ್ಯಾಪ್ ಕೇಬಲ್,ਕੈਪ ਕੇਬਲ
ಕ್ಯಾಪಿಲ್ಲರಿಟಿ,ਕੈਪੀਲੇਰਿਟੀ
ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್,ਕੇਸ਼ਿਕਾ ਬਰੇਕ
ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು,ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ
ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು,ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ,ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ
ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ,ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ
ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್,ਕੇਸ਼ੀਲ ਸਪੇਸ
ಕ್ಯಾಪ್ಚರ್ ವೇಗ,ਵੇਗ ਕੈਪਚਰ ਕਰੋ
ಕಾರ್ಬೊನೇಶನ್,ਕਾਰਬਨੇਸ਼ਨ
ಕಾರ್ಬನ್ ಕಪ್ಪು,ਕਾਰਬਨ ਕਾਲਾ
ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ,ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ
ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ
ಎರಕಹೊಯ್ದ ರಾಶಿ,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ
ಕ್ಯಾಸ್ಟರ್,ਕੈਸਟਰ
ಎರಕಹೊಯ್ದ ಕಲ್ಲು,ਪੱਥਰ ਸੁੱਟੋ
ವೇಗವರ್ಧಕ,ਉਤਪ੍ਰੇਰਕ
ಕ್ಯಾಟೆನಾ,ਕੈਟੇਨਾ
ಬೆಕ್ಕಿನ ಮುಖ,ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ
ಬೆಕ್ಕಿನ ತಲೆ,ਬਿੱਲੀ ਦਾ ਸਿਰ
ಕ್ಯಾಶನ್,ਕੈਸ਼ਨ
ಬೆಕ್ಕಿನ ನಡಿಗೆ,ਬਿੱਲੀ ਵਾਕ
ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ,Cavitation ਨੁਕਸਾਨ
ಸೆಲೈಟ್,ਸੇਲੀਟ
ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್,ਸੈਲੂਲਰ ਕੰਕਰੀਟ
ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ,ਸੈਲੂਲਰ ਉਸਾਰੀ
ಸಿಮೆಂಟ್,ਸੀਮਿੰਟ
"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್","ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ"
"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ","ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ"
"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್","ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ"
"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ","ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ"
"ಸಿಮೆಂಟ್, ಕಲ್ಲು","ਸੀਮਿੰਟ, ਚਿਣਾਈ"
"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ","ਸੀਮਿੰਟ, ਕੁਦਰਤੀ"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ"
"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್","ਸੀਮਿੰਟ, ਸਲੈਗ"
"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ","ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ"
"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್","ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ"
"ಸಿಮೆಂಟ್, ಬಿಳಿ","ਸੀਮਿੰਟ, ਚਿੱਟਾ"
ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ,ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ
ಸಿಮೆಂಟ್ ವಿಷಯ,ਸੀਮਿੰਟ ਸਮੱਗਰੀ
ಸಿಮೆಂಟ್ ಜೆಲ್,ਸੀਮਿੰਟ ਜੈੱਲ
ಸಿಮೆಂಟ್ ಗನ್,ਸੀਮਿੰਟ ਬੰਦੂਕ
ಸಿಮೆಂಟ್ ಗೂಡು,ਸੀਮਿੰਟ ਭੱਠਾ
ಸಿಮೆಂಟ್ ಬಣ್ಣ,ਸੀਮਿੰਟ ਪੇਂਟ
ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್,ਸੀਮਿੰਟ ਪਲਾਸਟਰ
ಸಿಮೆಂಟ್ ಕಲ್ಲು,ਸੀਮਿੰਟ ਚੱਟਾਨ
ಸಿಮೆಂಟ್ ಸ್ಲರಿ,ਸੀਮਿੰਟ ਸਲਰੀ
ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ,ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼
ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ,ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
ಕೇಂದ್ರೀಕರಣ,ਸੈਂਟਰਿੰਗ
ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು,ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ
ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್,ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ
ಕೇಂದ್ರ ಮಿಕ್ಸರ್,ਕੇਂਦਰੀ ਮਿਕਸਰ
ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್,ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ
ಚಾಕ್,ਚਾਕ
ಚೇಂಫರ್,ਚੈਂਫਰ
ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್,ਚੈਂਫਰ ਪੱਟੀ
ಚಾನಲ್ ಕಿರಣ,ਚੈਨਲ ਬੀਮ
ವಿಶಿಷ್ಟ ಲೋಡ್,ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ
ವಿಶಿಷ್ಟ ಶಕ್ತಿ,ਗੁਣ ਸ਼ਕਤੀ
ಚಾರ್ಜ್ ಆಫ್,ਚਾਰਜ ਬੰਦ
ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ,ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ
ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ
ರಾಸಾಯನಿಕ ಬಂಧ,ਰਸਾਇਣਕ ਬੰਧਨ
ಚೆರ್ನೋಜೆಮ್,ਚੇਰਨੋਜ਼ਮ
ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು,ਚੈਸਟਨਟ ਮਿੱਟੀ
ಚಿಮಣಿ ಗಟಾರ,ਚਿਮਨੀ ਗਟਰ
ಚಿಪ್ ಬೋರ್ಡ್,ਚਿੱਪ ਬੋਰਡ
ಚಿಪ್ಪಿಂಗ್,ਚਿੱਪਿੰਗ
ಚಿಪ್ಸ್,ਚਿਪਸ
ಗಾಳಿಕೊಡೆ,ਚੂਤ
ವರ್ಗ (ಕಾಂಕ್ರೀಟ್),ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ)
ಕ್ಲೇ,ਮਿੱਟੀ
ಕ್ಲೇ ವಿಷಯ,ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ
ಕ್ಲೇ ಪ್ಯಾನ್,ਮਿੱਟੀ ਦਾ ਪੈਨ
ಕ್ಲೀನ್ಔಟ್,ਸਫਾਈ
ಸ್ವಚ್ಛಗೊಳಿಸಿ,ਸਾਫ਼ ਕਰੋ
ಕ್ಲೀಟ್,ਕਲੀਟ
ಕ್ಲಿಂಕರ್,ਕਲਿੰਕਰ
ಕ್ಲಿಪ್,ਕਲਿਪ
ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,ਜੰਮਣਾ
ಒರಟಾದ ಒಟ್ಟು,ਮੋਟਾ ਕੁੱਲ
ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು,ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ
ಕೋಟ್,ਕੋਟ
ಕಾಫರ್ ಅಣೆಕಟ್ಟು,ਕੋਫਰ ਡੈਮ
ಒಗ್ಗಟ್ಟು,ਤਾਲਮੇਲ
ಕೊಲಾಯ್ಡ್,ਕੋਲਾਇਡ
ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ,ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ,ਕੋਲੋਇਡਲ ਸਿਸਟਮ
ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು,ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ
ಅಂಕಣ,ਕਾਲਮ
ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ,ਕੰਬਡ ਮੁਕੰਮਲ
ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್,ਸੰਯੁਕਤ ਪੈਰ
ಸಂಯೋಜಿತ ನೀರು,ਸੰਯੁਕਤ ਪਾਣੀ
ಸಾಮಾನ್ಯ ಕೊಠಡಿ,ਸਾਂਝਾ ਕਮਰਾ
