Marathi,Tamil
एरंडेल,ஆமணக்கு
कास्ट दगड,வார்ப்பு கல்
उत्प्रेरक,வினையூக்கி
कॅटेना,கேட்டனா
मांजरीचा चेहरा,பூனை முகம்
मांजरीचे डोके,பூனை தலை
कॅशन,கேஷன்
मांजर चालणे,பூனை நடை
पोकळ्या निर्माण होणे नुकसान,குழிவுறுதல் சேதம்
Celite,செலைட்
सेल्युलर कंक्रीट,செல்லுலார் கான்கிரீட்
सेल्युलर बांधकाम,செல்லுலார் கட்டுமானம்
सिमेंट,சிமெண்ட்
"सिमेंट, बिटुमिनस","சிமெண்ட், பிட்மினஸ்"
"सिमेंट, उच्च शक्ती","சிமெண்ட், அதிக வலிமை"
"सिमेंट, हायड्रॉलिक","சிமெண்ட், ஹைட்ராலிக்"
"सिमेंट, कमी उष्णता","சிமெண்ட், குறைந்த வெப்பம்"
"सिमेंट, दगडी बांधकाम","சிமெண்ட், கொத்து"
"सिमेंट, नैसर्गिक","சிமெண்ட், இயற்கை"
"सिमेंट, पोर्टलँड","சிமெண்ட், போர்ட்லேண்ட்"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"सिमेंट, पोर्टलँड पोझोलन","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"सिमेंट, स्लॅग","சிமெண்ட், கசடு"
"सिमेंट, सल्फेट प्रतिरोधक","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"सिमेंट, सुपर सल्फेट","சிமெண்ட், சூப்பர் சல்பேட்"
"सिमेंट, पांढरा","சிமெண்ட், வெள்ளை"
सिमेंट-एकूण प्रमाण,சிமெண்ட்-மொத்த விகிதம்
सिमेंट सामग्री,சிமெண்ட் உள்ளடக்கம்
सिमेंट जेल,சிமெண்ட் ஜெல்
सिमेंट बंदूक,சிமெண்ட் துப்பாக்கி
सिमेंटची भट्टी,சிமெண்ட் சூளை
सिमेंट पेंट,சிமெண்ட் பெயிண்ட்
सिमेंट प्लास्टर,சிமெண்ட் பூச்சு
सिमेंट खडक,சிமெண்ட் பாறை
सिमेंट स्लरी,சிமெண்ட் குழம்பு
सिमेंट स्टोरेज,சிமெண்ட் சேமிப்பு
सिमेंटेशन प्रक्रिया,சிமெண்டேஷன் செயல்முறை
केंद्रीकरण,மையப்படுத்துதல்
सेंटरिंग आणि शटरिंग,மையப்படுத்துதல் மற்றும் மூடுதல்
केंद्रीय मिश्रित कंक्रीट,மத்திய கலப்பு கான்கிரீட்
मध्यवर्ती मिक्सर,மத்திய கலவை
केंद्रापसारक पंखा,மையவிலக்கு விசிறி
खडू,சுண்ணாம்பு
चांफर,சேம்ஃபர்
चेंफर पट्टी,சேம்பர் துண்டு
चॅनेल बीम,சேனல் கற்றை
वैशिष्ट्यपूर्ण भार,சிறப்பியல்பு சுமை
वैशिष्ट्यपूर्ण ताकद,பண்பு வலிமை
चार्ज बंद,சார்ஜ் ஆஃப்
चार्ज होत आहे,சார்ஜ் செய்கிறது
तपासत आहे,சரிபார்க்கிறது
रासायनिक बंध,இரசாயன பிணைப்பு
चेरनोझेम,செர்னோசெம்
चेस्टनट माती,கஷ்கொட்டை மண்
चिमणी गटर,புகைபோக்கி சாக்கடை
चिप बोर्ड,சிப் போர்டு
चिपिंग,சிப்பிங்
चिप्स,சீவல்கள்
चुटे,சரிவு
वर्ग (काँक्रीटचा),வகுப்பு (கான்கிரீட்)
चिकणमाती,களிமண்
चिकणमाती सामग्री,களிமண் உள்ளடக்கம்
मातीचा तवा,களிமண் பான்
क्लीनआउट,சுத்தம் செய்
साफ करा,சுத்தம் செய்
क्लीट,கிளீட்
क्लिंकर,கிளிங்கர்
क्लिप,கிளிப்
गोठणे,உறைதல்
खडबडीत एकूण,கரடுமுரடான மொத்த
खडबडीत दाणेदार माती,கரடுமுரடான தானிய மண்
कोट,கோட்
कोफर धरण,காஃபர் அணை
एकसंधता,ஒருங்கிணைப்பு
कोलायड,கொலாய்டு
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,கூழ் ஈரப்பதம் சமமான விகிதம்
कोलाइडल प्रणाली,கூழ் அமைப்பு
कोल्व्हियल माती,கொலுவல் மண்
स्तंभ,நெடுவரிசை
कॉम्बेड फिनिश,சீப்பு பூச்சு
एकत्रित पाया,இணைந்த அடி
एकत्रित पाणी,ஒருங்கிணைந்த நீர்
सामान्य खोली,பொதுவான அறை
पूर्णत्वाचे प्रमाणपत्र,நிறைவு சான்றிதழ்
घटक चौरस,கூறு சதுரம்
काँक्रीट,கான்கிரீட்
काँक्रिशन,கான்கிரீட்
एकत्रित दर/सपाट दर,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
दूषित पदार्थ,அசுத்தங்கள்
पाककला alcove,அல்கோவ் சமையல்
सामना करणे,சமாளிப்பது
कॉर्बेल,கோர்பெல்
कॉर्निस,கார்னிஸ்
कपलर,இணைப்பான்
"युग्मक, दुहेरी","கப்லர், இரட்டை"
"कपलर, पुटलॉग","கப்லர், புட்லாக்"
"युग्मक, कुंडा","இணைப்பு, சுழல்"
अभ्यासक्रम,பாடநெறி
यादृच्छिक भंगार दगडी बांधकाम,சீரற்ற இடிந்த கொத்து
झाकलेले क्षेत्र,மூடப்பட்ட பகுதி
रांगणे,தவழும்
रांगणे गुणांक,க்ரீப் குணகம்
क्रोटोवाइन,குரோடோவின்
कावळा पाय,காக்கை கால்
लहानसा तुकडा रचना,நொறுக்குத் தீனி அமைப்பு
अंकुश,கட்டுப்படுத்து
चालू,தற்போதைய
वक्र प्रतिकार,வளைவு எதிர்ப்பு
ओलसर पुरावा कोर्स,ஈரப்பதம் இல்லாத பாடநெறி
पूर्ण होण्याची तारीख,நிறைவு தேதி
मृत भार,நிலைச்சுமை
मृत पाणी,இறந்த நீர்
डेसिबल,டெசிபல்
Deflocculation,டிஃப்ளோகுலேஷன்
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
एकत्रीकरणाची पदवी,திரட்டல் பட்டம்
फैलाव पदवी,சிதறல் பட்டம்
संपृक्तता पदवी,செறிவூட்டல் பட்டம்
घनता,அடர்த்தி
वाळवंट फुटपाथ,பாலைவன நடைபாதை
वाळवंटी माती,பாலைவன மண்
तपशील,விவரங்கள்
विकास कालावधी,வளர்ச்சி காலம்
डी-क्षितिज,டி-அடிவானம்
कर्ण बंध,மூலைவிட்ட பிணைப்பு
आकृती,வரைபடம்
डिजिटल डॉक,டிஜிட்டல் டாக்
विभेदक पाणी दर,வேறுபட்ட நீர் விகிதம்
सौम्य वायुवीजन,நீர்த்த காற்றோட்டம்
डिलुव्हियम,டிலுவியம்
जेवणाची खोली,சாப்பிடும் அல்லது உணவருந்தும் அறை
दिशा पेग,திசை ஆப்பு
फैलाव,சிதறல்
डिस्टेंपर,டிஸ்டெம்பர்
गोदी,கப்பல்துறை
दार,கதவு
डोर्मर,டார்மர்
डॉर्मर चेक,டார்மர் சோதனை
दुहेरी फ्लेमिश बाँड,இரட்டை சதை பிணைப்பு
दुहेरी थर,இரட்டை அடுக்கு
डोवेल,டோவல்
रेखाचित्र बोर्ड,வரைதல் பலகை
रेखाचित्र खोली,வரைதல் அறை
वाहून नेणे,சறுக்கல்
कोरडे बल्ब तापमान,உலர் குமிழ் வெப்பநிலை
कोरडी गोदी,உலர் கப்பல்துறை
कोरडे रबर दगडी बांधकाम,உலர் ரப்பர் கொத்து
डच बाँड,டச்சு பத்திரம்
बटू भिंत,குள்ள சுவர்
निवास एकक,குடியிருப்பு அலகு
इव्ह,ஈவ்
Eaves गटर,ஈவ்ஸ் சாக்கடை
आर्थिक व्यवहार्यता,பொருளாதார சாத்தியம்
एक्टोडायनामॉर्फिक माती,எக்டோடைனமார்பிக் மண்
एडी,எட்டி
प्रभावी आकार,பயனுள்ள அளவு
फुलणे,மலர்ச்சி
सांडपाणी,கழிவுநீர்
उत्थान,உயரம்
एलिव्हिएशन,எலுவியேஷன்
एल्युव्हियम,எலுவியம்
एंडोडायनामॉर्फिक माती,எண்டோடைனமார்பிக் மண்
अभियांत्रिकी व्यवहार्यता,பொறியியல் சாத்தியம்
इंग्रजी बंधन,ஆங்கில பத்திரம்
इंग्रजी बाग भिंत बंधन,ஆங்கில தோட்ட சுவர் பத்திரம்
"EPM (समतुल्य प्रति दशलक्ष),&quot;","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
समतुल्य वजन,சமமான எடை
अर्ग,எ.கா
अदलाबदल करण्यायोग्य,மாற்றத்தக்கது
एक्सचेंज करण्यायोग्य आम्लता,மாற்றக்கூடிய அமிலத்தன்மை
एक्सचेंजेबल सोडियम टक्केवारी (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
ई.एस.पी.,ஈ.எஸ்.பி.
एक्सचेंज आंबटपणा,பரிமாற்ற அமிலத்தன்மை
एक्सचेंज कॉम्प्लेक्स,பரிமாற்ற வளாகம்
एक्झॉस्ट,வெளியேற்ற
उघड समाप्त,வெளிப்பட்ட பூச்சு
डोळा,கண்
डोळा कपाळ,கண் புருவம்
तोंड देत,எதிர்கொள்ளும்
बाँडचा सामना करत आहे,எதிர்கொள்ளும் பிணைப்பு
सुरक्षिततेचा घटक,பாதுகாப்பு காரணி
पडणे,வீழ்ச்சி
फेसिया,ஃபேசியா
फेशिया बोर्ड,முக பலகை
दोष,தவறு
फील्ड ओलावा,வயல் ஈரப்பதம்
अंतिम ओलावा समतुल्य,இறுதி ஈரப்பதம் சமம்
फिलेट (मोर्टारचा),ஃபில்லட் (மோட்டார்)
अंतिम,இறுதி
अंतिम मोजमाप,இறுதி அளவீடு
अंतिम पेमेंटq,இறுதி கட்டணம்
अंतिम पूर्व ताण,இறுதி முன் மன அழுத்தம்
अंतिम ताण,இறுதி பதற்றம்
आर्थिक व्यवहार्यता,நிதி சாத்தியம்
उत्तम एकूण,நேர்த்தியான மொத்த
फुटलेला खडक,பிளவுபட்ட பாறை
ध्वजाचा दगड,கொடி கல்
फ्लेमिश बाँड,பிளெமிஷ் பிணைப்பு
चमकत आहे,ஒளிரும்
चमकणारा प्रवाह,பளிச்சிடும் ஓடை
सपाट छप्पर,தட்டையான கூரை
फ्लेचे,Fleche
फ्लेमिश गार्डन भिंत बंधन,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
चकमक,பிளின்ட்
चकमक भिंत,பிளின்ட் சுவர்
फ्लोटिंग मजला,மிதக்கும் தளம்
फ्लोक्युलेशन,ஃப்ளோக்குலேஷன்
फ्लोक्युलेशन मर्यादा,ஃப்ளோகுலேஷன் வரம்பு
फ्लोक्युलेशन गुणोत्तर,ஃப்ளோகுலேஷன் விகிதம்
फ्लोक्युल्स,ஃப்ளோக்குல்ஸ்
मजला,தரை
मजला सील,மாடி முத்திரை
प्रवाह,ஓட்டம்
चढ - उतार,ஏற்ற இறக்கம்
फूटिंग,காலடி
पाया,அறக்கட்டளை
फ्री फॉल बॅरो टॉपिंग मिक्सर,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
फ्री फॉल मिक्सर (ड्रम प्रकार),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
मुक्त दगड,இலவச கல்
फ्रेशेट,புதியது
घर्षण ढीग,உராய்வு குவியல்
बेडूक,தவளை
गॅबल,கேபிள்
गॅबलेट,கேப்லெட்
Gambrel छप्पर,சூதாட்ட கூரை
गेज,அளவீடு
गेजिंग विभाग,அளவிடும் பிரிவு
गेजिंग स्टेशन,அளவிடும் நிலையம்
सामान्य स्थान योजना,பொதுவான இருப்பிடத் திட்டம்
सामान्य वायुवीजन,பொது காற்றோட்டம்
G क्षितीज किंवा gley क्षितीज,G அடிவானம் அல்லது gley அடிவானம்
पर्यंत हिमनदी,வரை பனிப்பாறை
Gneiss,Gneiss
माल यार्ड,பொருட்கள் முற்றம்
ग्रेडियंट प्रतिकार,சாய்வு எதிர்ப்பு
ग्रॅनाइट,கிரானைட்
दाणेदार रचना,சிறுமணி அமைப்பு
दाणेदार,குருணையாக்கம்
ग्रेन्युल,சிறுமணி
गुरुत्वाकर्षण मुक्त पाणी,ஈர்ப்பு நீர் இல்லாத நீர்
गुरुत्वाकर्षण यार्ड,ஈர்ப்பு முற்றம்
ग्रेट माती गट,பெரிய மண் குழு
ग्रिलेज फाउंडेशन,கிரில்லேஜ் அடித்தளம்
ग्राउंड हँड मोल्डिंग,தரையில் கை மோல்டிங்
गटबद्ध डॉक,குழுவாக்கப்பட்ட கப்பல்துறை
समूह गृहनिर्माण,குழு வீடுகள்
अतिथी खोली,விருந்தினர் அறை
गटार,சாக்கடை
गटार वाहक,சாக்கடை சுமப்பவர்
गटर तपासणी,கால்வாய் சோதனை
हॅमर ड्रेसिंग,சுத்தி அலங்காரம்
बंदर,துறைமுகம்
आश्रयाचे बंदर,புகலிடத் துறைமுகம்
कडक पॅन,கடினமான பான்
शीर्षलेख,தலைப்பு
हेडर बॉण्ड,தலைப்பு பத்திரம்
हेडर कोर्स,தலைப்பு பாடநெறி
हेड गेटची रचना,தலை வாயில் அமைப்பு
कालव्याचे प्रमुख,கால்வாயின் தலைவர்
हेड रेग्युलेटर,தலைமை சீராக்கி
हेरिंग हाडांचे बंधन,ஹெர்ரிங் எலும்பு பிணைப்பு
हृदयविकार,இதயம்
भिजण्याची उष्णता,ஈரமாக்கும் வெப்பம்
उच्च अॅल्युमिना सिमेंट,உயர் அலுமினா சிமெண்ட்
हिप,இடுப்பு
हिप कॅपिंग,ஹிப் கேப்பிங்
नितंब टोक,இடுப்பு முனை
हुड,ஹூட்
हुड मोल्डिंग,ஹூட் மோல்டிங்
हुकचा कायदा,ஹூக்கின் சட்டம்
हूप लोह,வளைய இரும்பு
क्षितिज,அடிவானம்
आर्द्रीकरण,ஈரப்பதமாக்குதல்
"आर्द्रता, निरपेक्ष","ஈரப்பதம், முழுமையானது"
"आर्द्रता, सापेक्ष","ஈரப்பதம், உறவினர்"
कुबड्याचे अंगण,ஹம்ப் யார்டு
हायड्रोलिक दाब,ஹைட்ராலிக் அழுத்தம்
हायड्रेशन,நீரேற்றம்
हायड्रोलिसिस,நீராற்பகுப்பு
हायड्रोलाइटिक आम्लता,ஹைட்ரோலைடிக் அமிலத்தன்மை
हायड्रोमॉर्फिक माती,ஹைட்ரோமார்பிக் மண்
हायड्रोफिलिक कोलाइड,ஹைட்ரோஃபிலிக் கொலாய்டு
हायड्रोफोबिक कोलाइड,ஹைட்ரோபோபிக் கொலாய்டு
हायड्रोस्टॅटिक दाब प्रमाण,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
हायग्रोस्केप्टिक गुणांक,ஹைக்ரோஸ்காப்டிக் குணகம்
हायग्रोस्कोपिक ओलावा,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
हायड्रोस्कोपीसिटी,ஹைட்ரோஸ்கோபிசிட்டி
हायग्रोस्कोपिक ओलावा,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
हायपरबेरिक चेंबर,ஹைபர்பேரிக் அறை
हायपरस्टॅटिक फ्रेम,ஹைப்பர்ஸ்டேடிக் சட்டகம்
हायपोमीटर,ஹைப்சோமீட்டர்
रोषणाई,வெளிச்சம்
इबिबेशन ओलावा,உட்புகுதல் ஈரப்பதம்
अपरिपक्व माती,முதிர்ச்சியடையாத மண்
जप्त डॉक,சிறைபிடிக்கப்பட்ட கப்பல்துறை
जमीन महसुलात वाढ,நில வருவாய் அதிகரிப்பு
स्वतंत्र मचान,சுதந்திர சாரக்கட்டு
इन्ड्युरेटेड,உள்வாங்கப்பட்டது
प्रारंभिक prestress,ஆரம்ப அழுத்த அழுத்தம்
सुरुवातीचा ताण,ஆரம்ப பதற்றம்
अंतर्देशीय जलमार्ग बंदर,உள்நாட்டு நீர்வழி துறைமுகம்
इन्सुलेट बोर्ड,காப்பு பலகை
मध्यवर्ती बंदर,இடைநிலை துறைமுகம்
अंतर्गत घर्षण,உள் உராய்வு
इंट्राझोनल माती,உள் மண்டல மண்
आयन,அயன்
आयन एक्सचेंज,அயன் பரிமாற்றம்
लोखंडी तवा,இரும்பு சட்டி
बागायती जमीन,பாசன நிலம்
सिंचन,நீர்ப்பாசனம்
सिंचन उपकर,பாசன செஸ்
जांब,ஜம்ப்
धडपडणे,தள்ளாட்டம்
जॉगल पिन,ஜாக்கிள் முள்
जौल,ஜூல்
जम्पर,குதிப்பவர்
किलोग्रॅम,கிலோகிராம்
किलोग्राम बल,கிலோகிராம் படை
किलोग्राम फोर्स मीटर,கிலோகிராம் விசை மீட்டர்
किलोवॅट तास,கிலோவாட் மணி
राजा बंद,கிங் மூடல்
स्वयंपाकघर,சமையலறை
लेस केलेला स्तंभ,லேஸ்டு நெடுவரிசை
मागे पडणे,பின்னடைவு
लॅमेला रूट,லமெல்லா வேர்
पातळ थरांचा बनवलेला प्रवाह,லேமினார் ஓட்டம்
दिवा भोक,விளக்கு துளை
जमीन संवर्धन,நிலப் பெருக்கம்
लँड स्लाइडिंग,நில சறுக்கல்
लॅटराइट,லேட்டரைட்
लॅटराइट माती,லேட்டரைட் மண்
मोठ्या संख्येचा कायदा,பெரிய எண்களின் சட்டம்
लेआउट योजना,தளவமைப்பு திட்டம்
लेजर,பேரேடு
चुना पॅन,சுண்ணாம்பு பான்
लिंटेल,லிண்டல்
द्रव मर्यादा,திரவ வரம்பு
थेट भार,நேரடி சுமை
चिकणमाती,களிமண்
स्थानिक एक्झॉस्ट वेंटिलेशन,உள்ளூர் வெளியேற்ற காற்றோட்டம்
लोको यार्ड,லோகோ முற்றம்
लॉस,லூஸ்
कमी प्लास्टिक मर्यादा,குறைந்த பிளாஸ்டிக் வரம்பு
कमी उष्णता सिमेंट,குறைந்த வெப்ப சிமெண்ட்
मशीन मोल्डिंग,இயந்திர மோல்டிங்
मॅक्रोस्ट्रक्चर,மேக்ரோஸ்ட்ரக்சர்
मुख्य हेड रेग्युलेटर,முக்கிய தலைமை சீராக்கி
मुख्य बंदर,முக்கிய துறைமுகம்
मेकअप हवा,ஒப்பனை காற்று
मॅनसार्ड,மான்சார்ட்
मार्शलिंग यार्ड,மார்ஷலிங் முற்றம்
दगडी बांधकाम,கொத்து
परिपक्व तापमान,முதிர்ச்சியடைந்த வெப்பநிலை
मेझानाइन मजला,இடைமட்ட மாடி
यांत्रिक विश्लेषण,இயந்திர பகுப்பாய்வு
यांत्रिक वायुवीजन,இயந்திர காற்றோட்டம்
मेट्रिक प्रणाली,மெட்ரிக் அமைப்பு
मायक्रोस्ट्रक्चर,நுண் கட்டமைப்பு
मिली समतुल्य,மில்லிக்கு சமம்
मिली समतुल्य प्रति लिटर,ஒரு லிட்டருக்கு மில்லி சமம்
खनिज,கனிம
खनिज माती,கனிம மண்
किरकोळ बंदर,சிறிய துறைமுகம்
Mitred बंद,மிட்ரெட் மூடல்
मोबाइल माती कोलाइड,நடமாடும் மண் கொலாய்டு
आर्द्रतेचा अंश,ஈரப்பதம்
ओलावा ग्रेडियंट,ஈரப்பதம் சாய்வு
मोनोलिथ,ஒற்றைக்கல்
मोनोरेल,மோனோரயில்
राष्ट्रीय बंदर परिषद,தேசிய துறைமுக சபை
नैसर्गिक पलंग,இயற்கை படுக்கை
नैसर्गिक समाप्त,இயற்கையான பூச்சு
