Hindi,Tamil
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),சராசரி மாதிரி எண் வளைவு (MPC வளைவு)
" स्वयंसिद्‌ध , अभिगृहीत","கோட்பாடு, கோட்பாடு"
अभिगहीती दृष्टिकोण,கோட்பாடு அணுகுமுறை
प्रायिकता अभिगृहीत,நிகழ்தகவு கோட்பாடு
अक्ष,அச்சு
भुजाक्ष,புஜக்ஷா
भू-अक्ष,பூமி அச்சு
परिक्रमण-अक्ष,சுழற்சி அச்சு
घूर्णन अक्ष,சுழற்சி அச்சு
प्रचक्रण-अक्ष,சுழல் அச்சு
पश्च-प्रतिस्थापन,பிந்தைய மாற்று
पश्चांतर,பின்னர்
पश्च अंतर्वेशन-सूत्र,பின் செருகும் சூத்திரம்
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
संतुलित अभिकल्पना,சீரான வடிவமைப்பு
तुलन-पत्र,இருப்பு தாள்
प्रक्षेपास्त्र,ஏவுகணை
"प्राक्षेपिकी, अस्त्र विज्ञान","பந்துவீச்சு, ஆயுதம்"
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार","நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
"आधार , क्षारक , अधम , मूल , बेस","அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
आधार कोण,அடிப்படை கோணம்
"लघुगणक का आधार, लॉगरिथ्म का आधार","மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
"आधारी, मूल,","அடிப்படை, அடிப்படை"
आधारी सुसंगत हल,அடிப்படை ஒத்திசைவான தீர்வு
आधारी हल,அடிப்படை தீர்வு
आधारी चर,அடிப்படை மாறி
आधारक,அடித்தளம்
आधार अवयव,அடிப்படை உறுப்பு
आधारी आव्यूह,அடிப்படை அணி
सदिश समष्टि का आधार,திசையன் இடத்தின் அடிப்படை
उपसमष्टि का आधार,துணை மக்கள்தொகை அடிப்படையில்
बेज़-आकल,நேர்மையற்ற
बेज़-नियम,bez-விதி
बेज़-प्रमेय,bez-theorem
बर्नूली-बंटन,பெர்னோலி-விநியோகம்
बर्नूली संख्या,பெர்னோலி எண்கள்
बर्नूली प्रायिकता-फलन,பெர்னோலி நிகழ்தகவு செயல்பாடு
बर्नूली-समीकरण,பெர்னோலி-சமன்பாடு
बेरी फलन,பெர்ரி செயல்பாடு
श्रेष्ठतम आसंजन,சிறந்த ஒட்டுதல்
श्रेष्ठतम आसंजन रेखा,சிறந்த ஒட்டுதல் வரி
सर्वोत्तम हल,சிறந்த தீர்வு
सर्वोत्तम युक्तियाँ,சிறந்த குறிப்புகள்
बीटा बंटन,பீட்டா விநியோகம்
"अभिनति, बायस","சார்பு, சார்பு"
अभिनत आकल,பாரபட்சமான மதிப்பீடு
द्विप्रसंवादी समीकरण,ஈருறுப்புச் சமன்பாடு
एकैकी आच्छादन,ஒற்றை கவர்
एकैकी आच्छादी प्रतिचित्र,ஒற்றை அட்டை வரைபடம்
एकैकी आच्छादी प्रतिचित्रण,ஒற்றை அட்டை மேப்பிங்
द्विएकघाती समघात,இருபடி இருபடி
द्विरैखिक फलन,இருமுனை செயல்பாடு
द्विरैखिक हर्मिटीय समघात,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
"द्वि-चर, द्वि-आधारी, द्वयी","இருமாறு, இருமை, இரட்டை"
"द्वि-आधारी कोड, द्विआधारी कूट","பைனரி குறியீடு, பைனரி குறியீடு"
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव","பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
द्वि-आधारी कूटलेखन,பைனரி குறியாக்கம்
द्वि-आधारी अभिकलित्र,பைனரி கணினி
द्वि-आधारी अंक,பைனரி எண்கள்
द्विआधारी संक्रिया,பைனரி செயல்பாடு
द्विआधारी पद्‌धति,பைனரி முறை
द्विआधारी चर,பைனரி மாறி
द्विपद गुणांक,ஈருறுப்புக் குணகம்
द्विपद बंटन,இருவகைப் பரவல்
द्विपद समीकरण,ஈருறுப்புச் சமன்பாடு
द्विपद प्रसरण,இருவகை மாறுபாடு
द्विपद व्यंजक,இருமொழி வெளிப்பாடு
द्विपद यादृच्छिक चर,ஈருறுப்பு சீரற்ற மாறி
द्विपद-प्रमेय,ஈருறுப்பு தேற்றம்
"अर्धन, द्विभाजन","பாதி, பிளவு"
"समद्विभाजन विधि, अर्धीकरण विधि","இரு பிரிவு முறை, அரைப்பிரிவு முறை"
"अर्धक, द्विभाजक",அரை இருசமவெட்டி
"द्विपंक्तिक, द्विश्रेणिक",இருவகை
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक","ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
द्विचर द्विपद-बंटन द्विचल,ஈருறுப்பு இருவகைப் பரவல் இருவகை
द्विचर सहसंबंध गुणांक,இருவகை தொடர்பு குணகம்
द्विचर बंटन,இருவகை விநியோகம்
द्विचर प्रसामान्य-बंटन,இருவகை இயல்பான-விநியோகம்
द्विसदिश,பைவெக்டர்
बोल्ट्मान समीकरण,போல்ட்மேன் சமன்பாடு
बूलीय बीजावली*,பூலியன் இயற்கணிதம்*
बोस-आइन्स्टाइन सांख्यिकी,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
परिसीमा प्रतिबन्ध,வரம்பு கட்டுப்பாடுகள்
परिसीमा स्तर,எல்லை நிலை
परिसीमा रेखा,எல்லைக் கோடு
परिसीमा मान,வரம்பு மதிப்பு
परिसीमा मान समस्या,எல்லை மதிப்பு பிரச்சனை
"परिबद्‌ध फलन परिबद्‌ध फल,",எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,","எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை"
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்
"परिबद्‌ध समच्चय परिबद्‌ध संच,",எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு
ब्राउनी गति,பிரவுனி இயக்கம்
परिकलन करना,கணக்கெடுக்க
परिकलन,கணக்கீடு
"परिकलन-यंत्र, परिकलित्र","கால்குலேட்டர், கால்குலேட்டர்"
परिकलन*,கணக்கீடு*
परिकलनात्मक क्रिया विधि,கணக்கீட்டு நடவடிக்கை முறை
" परिकलित्र , परिकलक","கால்குலேட்டர், கால்குலேட்டர்"
"कलन, कैलकुलस","கால்குலஸ், கால்குலஸ்"
विचरण-कलन,மாறுபாடு கணக்கீடு
कैलोरी,கலோரிகள்
निरसन नियम,ரத்து விதி
विहित समीकरण,நியமன சமன்பாடு
विहित रूप,நியமன வடிவம்
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स","கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்"
कैन्टर समुच्चय,கேண்டர் தொகுப்பு
कैन्टर त्रिआधारी समुच्चय,கேண்டார் முக்கோண தொகுப்பு
परिबंधित परिवहन समस्या,கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை
क्षमता,திறன்
केशिका-बल,தந்துகி விசை
"गणन संख्या, कार्डिनल संख्या","எண்ணிக்கை எண், கார்டினல் எண்"
कार्तीय अक्ष,கார்ட்டீசியன் அச்சு
कार्तीय निर्देशांक,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
कार्तीय गुणन,கார்ட்டீசியன் தயாரிப்பு
समुच्चयों का कार्तीय गुणन,தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்
"केस अध्ययन, वस्तुस्थिति अध्ययन","வழக்கு ஆய்வு, வழக்கு ஆய்வு"
विपत्तिपूर्ण उच्चावचन,பேரழிவு பேச்சு
कैटिनरी,பூனைக்குரிய
कौशी बंटन,காச்சி விநியோகம்
कौशी सूत्र,கௌசியின் சூத்திரம்
कौशी-गूर्सा-प्रमेय,கௌசி-குர்சா-தேற்றம்
कौशी-रीमान-प्रतिबंध,கௌஷி-ரீமான்-பான்
कौशी अनुक्रम,கௌச்சி வரிசை
कौशी समाकल,கௌஷி ஒருங்கிணைந்த
कौशी मुख्य-मान,கௌசி முக்கிய மதிப்பு
कौशी अवशेष प्रमेय,கௌச்சி எஞ்சிய தேற்றம்
कैले-हैमिल्टन-प्रमेय,கால்-ஹாமில்டன்-தேற்றம்
"खपिंड, खगोलीय पिंड",வானுலக
खगोलीय माप,வானியல் அளவீடு
खगोलीय यांत्रिकी,வான இயக்கவியல்
खगोलीय पिंड,வானுலக
कोशिका बारंबारता,செல் அலைவரிசை
"गणना , जनगणना","மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு"
शततमक,சதவீதம்
सेन्टीमीटर,சென்டிமீட்டர்
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை
"केन्द्रीय , सकेन्द्र","மைய, மையமான"
केन्द्रीय अक्ष,மைய அச்சு
केन्द्रीय अंतर,மத்திய இடைவெளி
केन्द्रीय अंतर सूत्र,மைய வேறுபாடு சூத்திரம்
केन्द्रीय अंतर सारणी,மைய வேறுபாடு அட்டவணை
केन्द्रीय सीमा प्रमेय,மத்திய வரம்பு தேற்றம்
केन्द्रीय आघूर्ण,மைய தருணம்
केन्द्रीय संसाधन एकक,மத்திய வள அலகு
केन्द्रीय प्रवतिृ,மைய உள்ளுணர்வு
केन्द्र*,மையம்*
गुरुत्व-केन्द्र,ஈர்ப்பு மையம்
समूह-केन्द्र,குழு மையம்
संहति-केन्द्र,வெகுஜன மையம்
सममिति-केन्द्र,சமச்சீர் மையம்
अपकेन्द्री बल,மையவிலக்கு விசை
अभिकेन्द्र-बल,மையவிலக்கு விசை
"केन्द्रक मध्यगासंपात,",மையநோக்கு நடுக்கோடு
निश्चितता,உறுதி
c.g.s.पद्‌धति,cgs முறை
c.g.s.मात्रक,cgs அலகு
अवकलन का शृंखला नियम,வேறுபாட்டின் சங்கிலி விதி
संयोग हेतु,ஒருவேளை
सांयोगिक चाल,சீரற்ற நகர்வு
अक्ष-परिवर्तन,அச்சு மாற்றம்
"आधार परिवर्तन पायाधार-बदल,",அடிப்படை மாற்றம் பயதார்-மாற்றம்
क्रम परिवर्तन,வரிசைமாற்றம்
अभिलक्षणिक गुणांक,பண்பு குணகம்
अभिलक्षणिक सारणिक,பண்பு நிர்ணயம்
अभिलक्षण-समीकरण,சிறப்பியல்பு சமன்பாடு
"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन","பண்பு செயல்பாடு, பண்பு செயல்பாடு"
लघुगणक का पूर्णांश,மடக்கையின் முழு எண்
"अभिलक्षणिक बहुपद,",பண்பு பல்லுறுப்புக்கோவை
अभिलक्षणिक मान,பண்பு மதிப்பு
अभिलक्षणिक सदिश,பண்பு திசையன்
संप्रतीक समुदाय,பாத்திர சமூகம்
"चार्ट, संचित्र तक्ता,","விளக்கப்படங்கள், விளக்கப்படங்கள்"
काई-वर्ग बंटन,சி-சதுர விநியோகம்
काई-वर्गं सूत्र,சி-சதுர சூத்திரம்
काई-वर्ग परीक्षण,சி-சதுர சோதனை
जीवा*,நாண்*
जीवा-द्विभाजन-विधि,நாண் பிரிக்கும் முறை
बीजलिखित संदेश,எழுதப்பட்ட செய்தி
"शून्य, सिफर","பூஜ்யம், மறைக்குறியீடு"
वृत्त*,வட்டம்*
अभिसरण वत्तृ,ஒன்றிணைப்பு வட்டம்
परिपथ आव्यूह,சுற்று அணி
"वृत्ताकार, वर्तुल,","வட்ட, வட்ட"
वर्तुल अनंतस्पर्शी,வட்ட அறிகுறிகள்
वृत्तीय कंडुलिनी,வட்ட குழாய்
वर्तुल गति,வட்ட இயக்கம்
परिकेन्द्र,சுற்று மையம்
परिवृत्त*,ஓய்வு பெற்ற*
"परिगत करना, परितः खींचना","சுற்றி வர, சுற்றி வர"
परिगत,கடந்த
परिवृत,சுற்றத்தார்
चिरप्रतिष्ठित निगमनिक,புகழ்பெற்ற கார்ப்பரேட்
चिरप्रतिष्ठित गतिकी,உன்னதமான இயக்கவியல்
चिरप्रतिष्ठित इष्टतमन,உன்னதமான தேர்வுமுறை
चिरप्रतिष्ठित वित्तनाश समस्या,நாள்பட்ட நிதி பிரச்சனை
चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
त्रुटियों का वर्गीकरण,பிழைகளின் வகைப்பாடு
वर्ग-अंतराल,வகுப்பு இடைவெளி
वर्गांतराल एकक,வகுப்பு இடைவெளி அலகு
वर्ग-सीमा,வகுப்பு வரம்பு
दक्षिणावर्त,கடிகாரகடிகாரச்சுற்று
संविवृत,மூடப்பட்டது
"संवृत, बंद","மூடப்பட்டது, மூடப்பட்டது"
संवृत अवमख समावरक,மூடிய அடுக்கு கவர்
संवृत घन,மூடிய கன சதுரம்
"बंद वक्र, संवृत वक्र","மூடிய வளைவு, மூடிய வளைவு"
संवृत प्रांत,மூடப்பட்ட மாகாணம்
बंद आकृति,மூடிய வடிவம்
संवृत अंतराल,மூடிய இடைவெளி
"संवृत प्रदेश, बंद प्रदेश","மூடப்பட்ட பகுதி, மூடப்பட்ட பகுதி"
संवृत समच्चय,மூடிய தொகுப்பு
"बंद पृष्ठ, संवृत पृष्ठ","மூடிய பக்கம், மூடிய பக்கம்"
" निमीलन, वेष्टन , संवरक",விரோதி
संवरण-संकारक (संवरक),முன்மொழிபவர்
संवरक-बिन्दु,குவிந்த புள்ளி
संवरक-अभिगृहीत,சிறைப்பட்ட-ஏற்றுக்கொள்ளப்பட்ட
संवरक समुच्चय,சிறைப்பிடிக்கப்பட்ட தொகுப்பு
गुच्छ बिन्दु,கொத்து புள்ளி
गुच्छ प्रतिचयन,கொத்து மாதிரி
गुच्छ समुच्चय,கொத்து மொத்த
समाक्ष वृत्त,கோஆக்சியல் வட்டம்
समाक्ष परवलय,கோஆக்சியல் பரவளையம்
समाक्ष समतल,கோஆக்சியல் விமானம்
समाक्ष त्रिभुज,கோஆக்சியல் முக்கோணம்
कोब-डगलस फलन,கோப்-டக்ளஸ் செயல்பாடு
" कूटलेखन, कोडन , संकेतन","குறியாக்கம், குறியீட்டு முறை, குறியீடு"
सामग्री का संकेतीकरण,பொருள் குறியீடு
सहप्रांत,இணை மாகாணம்
गुणांक आव्यूह,குணகம் அணி
सहसंबंध-गुणांक,தொடர்பு குணகம்
निर्धारण गुणांक,தீர்மான குணகம்
प्रत्यास्थता गुणांक,நெகிழ்ச்சி குணகம்
प्रसार गुणांक,பரவல் குணகம்
घर्षण गुणांक,உராய்வு குணகம்
अनुदैर्घ्य प्रसार का गुणांक,நீளமான விரிவாக்கத்தின் குணகம்
समाश्रयण गुणांक,பின்னடைவு குணகம்
पृष्ठ तनाव का गुणांक,மேற்பரப்பு பதற்றத்தின் குணகம்
विचरण गुणांक,மாறுபாட்டின் குணகம்
"सह-खण्ड, सह गुणन खंड,सहकारक","இணை காரணி, இணை காரணி, இணை காரணி"
सिक्का उछाल,நாணயத்தை சுண்டி எறி
प्रतिदर्श-संचय,மாதிரி சேகரிப்பு
सरेख,கோலினியர்
सरेखता,சீரமைப்பு
"स्तंभ, कॉलम","நிரல், நிரல்"
स्तंभतुल्यता,நெடுவரிசை
स्तंभ-तुल्य,நெடுவரிசை
स्तंभ तुल्य आव्यूह,நெடுவரிசை அணி
स्तंभ आव्यूह,நிரல் அணி
स्तंभ कोटि,நெடுவரிசை ஒழுங்கு
स्तंभ समानीत सोपानक आव्यूह,நெடுவரிசை படிநிலை அணி
स्तंभ सदिश,நெடுவரிசை திசையன்
स्तंभानुसार,பத்தி வாரியாக
संयुक्त समीकरण,கூட்டு சமன்பாடு
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण","பொதுவான கோணம், பொதுவான கோணம்"
सर्वनिष्ठ अक्ष,பொதுவான அச்சு
