Punjabi,Malayalam
ਬਹੁਪਦ ਦਾ ਜੋੜ,ബഹുപദങ്ങളുടെ ആകെത്തുക
ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ,സാധ്യതകളുടെ ആകെത്തുക
ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ,വെക്റ്ററുകളുടെ ആകെത്തുക
"ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ,","സം സിദ്ധാന്തം, സരസഫല സിദ്ധാന്തം"
additive ਗਰੁੱਪ,സങ്കലന ഗ്രൂപ്പ്
additive ਉਲਟ,വിപരീത വിപരീതം
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,കൂട്ടിച്ചേർക്കൽ
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,കൂട്ടിച്ചേർക്കൽ
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
"ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ","തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള"
ਨੇੜੇ ਦੇ ਕੋਣ,അടുത്തുള്ള കോൺ
ਨੇੜੇ ਦਾ ਸਿਰਾ,തൊട്ടടുത്തുള്ള ശീർഷകം
ਜੋੜਨ ਲਈ,സഹകരിക്കാൻ
"ਨੱਥੀ ਨੱਥੀ,",ഘടിപ്പിച്ച വലയം
ਆਮ ਨਿਰਣਾਇਕ,പൊതുവായ ഡിറ്റർമിനന്റ്
ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ,ഡിഫറൻഷ്യൽ സമവാക്യം ചേർത്തു
ਜੁੜੇ ਸਮੀਕਰਨ,ഘടിപ്പിച്ച സമവാക്യം
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,ഏകീകൃത മാട്രിക്സ്
ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ,മാട്രിക്സ് കോവേരിയൻസ്
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,ഏകീകൃത മാട്രിക്സ്
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം
ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ,സ്വീകാര്യമായ സിദ്ധാന്തം
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,എയറോഡൈനാമിക് ശക്തി
ਐਰੋਡਾਇਨਾਮਿਕਸ,എയറോഡൈനാമിക്സ്
ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ,ഏകതാനമായ ജ്യാമിതി
ਸਮਰੂਪ ਮੈਪਿੰਗ,ഏകതാനമായ മാപ്പിംഗ്
ਸਮਰੂਪ ਤਬਦੀਲੀ,ഏകതാനമായ പരിവർത്തനം
ਕੁੱਲ ਵੇਰੀਏਬਲ,മൊത്തം വേരിയബിൾ
"algebra, algebra, algebra, algebra","ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം"
"ਬੀਜੀ ਬੰਦ, ਬੀਜੀ","സീഡി അടഞ്ഞ, വിത്ത്"
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ബീജഗണിത സമവാക്യം
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ബീജഗണിത പദപ്രയോഗം
ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ,ബീജഗണിത ഏകത
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,ബീജഗണിത പ്രവർത്തനം
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,ബീജഗണിത ജ്യാമിതി
ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ,ബീജഗണിത ബഹുത്വം
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,ബീജഗണിത വ്യവസ്ഥ
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ,",അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,അക്ഷരമാലാ ക്രമം
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,അക്ഷരമാലാക്രമം
ਬਦਲਵੇਂ ਕੋਣ,ഇതര കോണുകൾ
"ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ,",ഇതര ഏകതാനമായ ഇതര രൂപം
ਵਿਕਲਪਕ ਸਮੂਹ,ഇതര ഗ്രൂപ്പ്
ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ,ഇതര മാട്രിക്സ്
ਵਿਕਲਪਿਕ ਲੜੀ,ഇതര പരമ്പര
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,ഇതര സിദ്ധാന്തം
ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ,ബദൽ ഒപ്റ്റിമം
ਵਿਕਲਪਿਕ ਨਤੀਜਾ,ഇതര ഫലം
ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ,അനലോഗ് അക്ക കൺവെർട്ടർ
"ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,",അനലോഗ് കമ്പ്യൂട്ടർ
ਵਿਸ਼ਲੇਸ਼ਣ,വിശകലനം
ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ,സഹവർത്തിത്വ വിശകലനം
ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ,എണ്ണൽ-വിവര വിശകലനം
ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ,വ്യതിയാന വിശകലനം
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,അനലിറ്റിക്കൽ ജ്യാമിതി
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ,വിശകലന പ്രവർത്തനം
ਕੋਣ,കോൺ
ਸਪਰਸ਼ ਕੋਣ,ടാൻജന്റ് കോൺ
ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ,വ്യതിചലന കോൺ
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,വിഷാദം ആംഗിൾ
ਭਟਕਣ ਕੋਣ,വ്യതിയാനം കോൺ
ਵਿਭਿੰਨ ਕੋਣ,ഡിഫ്രാക്ഷൻ ആംഗിൾ
ਉਚਾਈ ਕੋਣ,എലവേഷൻ കോൺ
ਘਟਨਾ ਦਾ ਕੋਣ,സംഭവത്തിന്റെ കോൺ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,പ്രൊജക്ഷൻ കോൺ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,പ്രതിഫലനത്തിന്റെ കോൺ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,അപവർത്തന കോൺ
ਰੋਟੇਸ਼ਨ ਕੋਣ,റൊട്ടേഷൻ കോൺ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ,പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ
ਕੋਣੀ ਪ੍ਰਵੇਗ,കോണീയ ത്വരണം
ਕੋਣੀ ਵੇਗ,കോണീയ പ്രവേഗം
ਕੋਣੀ ਗਤੀ,കോണീയ വേഗത
ਕੋਣੀ ਵੇਗ,കോണീയ പ്രവേഗം
ਰਿੰਗ ਉਂਗਲ,മോതിര വിരൽ
ਜਵਾਬ,ഉത്തരം
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,കൌണ്ടർ ഡെറിവേറ്റീവ്
isometric ਫੰਕਸ਼ਨ,ഐസോമെട്രിക് ഫംഗ്ഷൻ
"ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ","കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ"
"ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ,",അപേക്ഷ അപേക്ഷ
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,പ്രയോഗിച്ച ജ്യാമിതി
ਲਾਗੂ ਗਣਿਤ,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
ਲਾਗੂ ਅੰਕੜੇ,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
"ਲਗਭਗ, ਲਗਭਗ","ഏകദേശം, ഏകദേശം"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
"ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ","മാക്രോ രീതി, ഏകദേശ രീതി"
ਅੰਦਾਜ਼ਨ ਹੱਲ,ഏകദേശ പരിഹാരം
ਲਗਭਗ ਸਮੱਸਿਆ,ഏകദേശ പ്രശ്നം
ਲਗਭਗ ਸੰਪਤੀ,ഏകദേശ സ്വത്ത്
ਯੋਗਤਾ ਟੈਸਟ,അഭിരുചി പരീക്ഷ
ਆਰਗਨ ਚਿੱਤਰ,ആർഗോൺ ഡയഗ്രം
ਸਵੈ-ਇੱਛਤ,സ്വമേധയാ
"ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ","ക്രമരഹിതമായ, ക്രമരഹിതമായ"
ਆਪਹੁਦਰੇ ਸਥਿਰ,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
ਮੁਫ਼ਤ ਤੱਤ,സ്വതന്ത്ര ഘടകം
ਮਨਮਾਨੀ ਬਿੰਦੂ,ഏകപക്ഷീയമായ പോയിന്റ്
ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ,ആർക്കിമിഡീസിന്റെ നിയമം
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,ആർക്കിമിഡീസിന്റെ നിയമം
"ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ","കമാനം നീളം, കമാനം നീളം"
ਚੱਕਰ ਚਾਪ,സർക്കിൾ ആർക്ക്
ਉਲਟ ਸਾਈਨ ਵੰਡ,വിപരീത സൈൻ വിതരണം
ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ,വിപരീത സൈൻ പരിവർത്തനം
"ਖੇਤਰ, ਖੇਤਰ","പ്രദേശം, പ്രദേശം"
ਖੇਤਰੀ ਸੰਰਚਨਾ,പ്രാദേശിക കോൺഫിഗറേഷൻ
ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ,ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ
ਗਣਿਤ ਦਾ ਮਤਲਬ,ഗണിത അർത്ഥം
ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ,ഡിജിറ്റൽ പ്രവർത്തനം
ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ,ഡിജിറ്റൽ യൂണിറ്റ്
"ਸੰਰਚਨਾ, ਵਿਵਸਥਾ","കോൺഫിഗറേഷൻ, ക്രമീകരണം"
"ਐਰੇ, ਐਰੇ","അറേ, അറേ"
ਨਕਲੀ ਉਪਗ੍ਰਹਿ,കൃത്രിമ ഉപഗ്രഹം
ਨਕਲੀ ਵੇਰੀਏਬਲ,കൃത്രിമ വേരിയബിൾ
ਚੜ੍ਹਨ ਲਈ,കയറാൻ
ਚੜ੍ਹਦਾ,ആരോഹണം
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ,ആരോഹണ ഗ്രേഡ്
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,അസംബ്ലർ ഭാഷ
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ,",അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം
ਸਹਿਯੋਗੀ ਨਿਯਮ,സഹകാരി നിയമം
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,അനുബന്ധ പ്രവർത്തനം
ਸਾਥੀ,കൂട്ടുകെട്ട്
ਮਤਲਬ ਮੰਨਿਆ,അർത്ഥമാക്കുന്നത്
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
"ਕਲਪਨਾ, ਮੰਨਿਆ,","സങ്കല്പിച്ചു, സമ്മതിച്ചു"
ਜੋਤਿਸ਼,ജ്യോതിഷം
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ
ਖਗੋਲ ਵਿਗਿਆਨੀ*,ജ്യോതിശാസ്ത്രജ്ഞൻ*
ਖਗੋਲੀ ਘੜੀ,ജ്യോതിശാസ്ത്ര ഘടികാരം
ਖਗੋਲ ਵਿਗਿਆਨ,ജ്യോതിശാസ്ത്രം
ਅਸਮਿਤ ਵਕਰ,അസമമായ വക്രം
ਅਸਮਿਤੀ,അസമമിതി
asymptotic,അസിംപ്റ്റോട്ടിക്
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,വഷളാക്കുന്നു
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,പുരോഗമന എസ്റ്റിമേറ്റർ
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,പിന്തിരിപ്പൻ പെരുമാറ്റം
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,ആക്രമണാത്മക വിതരണ പ്രവർത്തനം
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,മുകളിലേക്ക് വ്യാപിച്ചു
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,അന്തരീക്ഷമർദ്ദം
"ਬੇਤਰਤੀਬੇ,",ക്രമരഹിതമായി
ਸੰਪਤੀ*,സ്വത്ത്*
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
ਸਹਿਵਿਹਾਰ,സഹവർത്തിത്വം
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
ਆਟੋਰਿਗਰੇਸ਼ਨ,സ്വയം റിഗ്രഷൻ
ਸਹਾਇਕ ਸਮੀਕਰਨ,സഹായ സമവാക്യം
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്)
"axiom, axiom","സിദ്ധാന്തം, സിദ്ധാന്തം"
axiom ਪਹੁੰਚ,axiom സമീപനം
ਸੰਭਾਵਨਾ axiom,സംഭാവ്യത സിദ്ധാന്തം
ਧੁਰਾ,അച്ചുതണ്ട്
ਭੁਜਕਸ਼ਾ,ഭുജാക്ഷ
ਧਰਤੀ ਦਾ ਧੁਰਾ,ഭൂമിയുടെ അച്ചുതണ്ട്
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ഭ്രമണ അക്ഷം
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ഭ്രമണ അക്ഷം
ਸਪਿਨ ਧੁਰਾ,സ്പിൻ അക്ഷം
ਪੋਸਟ ਬਦਲੀ,പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ
ਬਾਅਦ ਵਿੱਚ,പിന്നീട്
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,തിരികെ ചേർക്കൽ സൂത്രവാക്യം
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,സമതുലിതമായ ഡിസൈൻ
ਸੰਤੁਲਨ ਸ਼ੀਟ,ബാലൻസ് ഷീറ്റ്
ਮਿਜ਼ਾਈਲ,മിസൈൽ
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","ബാലിസ്റ്റിക്സ്, ആയുധം"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം"
ਅਧਾਰ ਕੋਣ,അടിസ്ഥാന കോൺ
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","അടിസ്ഥാന, അടിസ്ഥാന"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,അടിസ്ഥാന യോജിച്ച പരിഹാരം
ਅਧਾਰ ਹੱਲ,അടിസ്ഥാന പരിഹാരം
ਅਧਾਰ ਵੇਰੀਏਬਲ,അടിസ്ഥാന വേരിയബിൾ
ਅਧਾਰ,അടിസ്ഥാനം
ਅਧਾਰ ਤੱਤ,അടിസ്ഥാന ഘടകം
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,അടിസ്ഥാന മാട്രിക്സ്
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,ഉപജനസംഖ്യാ അടിസ്ഥാനം
ਬੇਈਮਾਨ,സത്യസന്ധമല്ലാത്ത
bez-ਨਿਯਮ,ബെസ്-റൂൾ
ਬੇਜ਼-ਪ੍ਰਮੇਯ,bez-theorem
bernoulli-ਵੰਡ,ബെർണൂലി-വിതരണം
ਬਰਨੌਲੀ ਨੰਬਰ,ബെർണൂലി നമ്പറുകൾ
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,ബെർണൂലി-സമവാക്യം
ਬੇਰੀ ਫੰਕਸ਼ਨ,ബെറി ഫംഗ്ഷൻ
ਵਧੀਆ ਚਿਪਕਣ,മികച്ച അഡീഷൻ
ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ,മികച്ച അഡീഷൻ ലൈൻ
ਵਧੀਆ ਹੱਲ,മികച്ച പരിഹാരം
ਵਧੀਆ ਸੁਝਾਅ,മികച്ച നുറുങ്ങുകൾ
ਬੀਟਾ ਵੰਡ,ബീറ്റ വിതരണം
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","പക്ഷപാതം, പക്ഷപാതം"
ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ,പക്ഷപാതപരമായ വിലയിരുത്തൽ
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,ദ്വിപദ സമവാക്യം
ਸਿੰਗਲ ਕਵਰ,ഒറ്റ കവർ
ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ,ഒറ്റ കവർ മാപ്പ്
ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ,ഒറ്റ കവർ മാപ്പിംഗ്
ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ,ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,ബിലീനിയർ ഫംഗ്ഷൻ
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ,ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി
"ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ","ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ"
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
"ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ","ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം"
ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ,ബൈനറി എൻകോഡിംഗ്
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,ബൈനറി കമ്പ്യൂട്ടർ
ਬਾਈਨਰੀ ਨੰਬਰ,ബൈനറി അക്കങ്ങൾ
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,ബൈനറി പ്രവർത്തനം
ਬਾਈਨਰੀ ਢੰਗ,ബൈനറി രീതി
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,ബൈനറി വേരിയബിൾ
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,ദ്വിപദ ഗുണകം
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,ദ്വിപദ വിതരണം
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,ദ്വിപദ സമവാക്യം
ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ,ദ്വിപദ വ്യത്യാസം
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,ദ്വിപദ പദപ്രയോഗം
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,ദ്വിപദ സിദ്ധാന്തം
"ਅੱਧਾ, ਵਿਭਾਜਨ","പകുതി, വിഭജനം"
