English,Hindi
bismutite,बिस्मटाइट
bisphenoid,द्विस्फीनॉइड
bitumen,बिटूमेन
bituminization,बिटूमेनीभवन
bituminized,बिटूमेनित
bituminous lacquer,बिटुमेनी लेकर
bituminous limestone,बिटुमेनी चूनाश्म
bituminous sandstone,बिटुमेनी बालुकाश्म
bituminous wood,बिटुमेनी काष्ठ
black amber,ऐम्बरी जेट
black and gold marble,कृष्ण स्वर्णित संगमरमर
black ash,काली राख
black cobalt earth,ब्लैक कोबाल्ट मृदा
black copper,कृष्ण ताम्र
black diamond,"कृष्ण हीरा, कृष्ण वज्र"
black iron ore,"मैग्नेटाइट, कृष्ण लोह अयस्क"
black lead,"ब्लैक लेड, कृष्ण सीस, ग्रेफाइट"
black oil,"काला पेट्रोलियम, कृष्ण तेल"
black opal,कृष्ण ओपल
black ore,"काला अयस्क, असित अयस्क"
black powder,काला बारूद
black silver,स्टीफेनाइट
black stone,"कृष्ण शिला, ब्लैक स्टोन"
black tellurium,काला टेलूरियम
black wad,"कृष्ण वाड, काला वाड"
blanfordite,ब्लैन्फोर्डाइट
blanket,"समाच्छद, ब्लैंकेट, कम्बल, आवृत करना"
blanket bog,समाच्छादी दलदल
blanket deposit,समाच्छादी निक्षेप
blanket vein,"ब्लैन्केट शिरा, समाच्छादी शिरा"
blasted sand,वात्या-बालू
blind lead,प्रच्छन्न शिरा
blind lode,प्रच्छन्न लोड
blind seams,प्रच्छन्न संधि
blind vein,प्रच्छन्न शिरा
blister (coal),उदवर्त
blister copper,फफोलेदार तांबा
blistered copper ore,फफोलेदार ताम्रायस्क
blistering,"फफोलन, फफोलेदार"
blistering sand,फफोलेदार बालू
blister steel,फफोलेदार इस्पात
blister type cracking,फफोलेदार विदरण
block coal,ब्लॉक कोयला
blocking out,त्रिपार्श्वखनन
blond metal,ब्लाँड मेटल
blue asbestos,क्रोसिडोलाइट
blue copperas,"तूतिया, नील तुत्थ, नीला थोथा"
blue ironstone,क्रोसिडोलाइट
blue lead ore,नीला गैलैनाइट
blue ocher,"विविएनाइट, ब्लू ओकर"
blue opal,लैजूलाइट
blue spar,लैजूलाइट
blue stone,"नीला थोथा, तूतिया"
blue talc,कायनाइट
blue vitriol,"नीला थोथा, तूतिया, नील काचर"
board coal,बोर्ड कोयला
bohnerz deposit,बोनर्ज़ निक्षेप
body coal,बॉडी कोयला
bog,दलदल
bog burst,दलदल प्रस्फोट
bog butter,बॉग बटर
bog earth,दलदल मृदा
boghead coal (torbanite),बॉगहेड कोयला (टोर्बनाइड)
boghead mineral,बॉगहेड कोयला
bog iron ore,दलदल-लोह अयस्क
bog manganese,"बॉग मैगनीज, वाड"
bog ore,दलदल अयस्क
bog wood,दलदल काष्ठ
boleite,बोलेआइट
bonanza,"अयस्क पुंज, बोनैंजा"
bone charcoal,अस्थि कोयला
bone coal,बोन कोयला
bony coal,अस्थि कोयला
book structure,संपत्रित संरचना
bottle coal,गैस कोयला
bovey coal,वॉवी कोयला
branching lode,शाखन लोड
brass,"पीतल, पित्तल"
brass ore,"पित्तल अयस्क, पीतल अयस्क"
braun pulverizer,ब्रौन चूर्णित्र
Brazil law,ब्राजील नियम
brecciated lode,विखंडित लोड
bright banded coal,दीप्त-पट्टित कोयला
bristol diamond,ब्रिस्टल हीरा
brittle silver ore,स्टीफैनाइट
bronze gold,"स्वर्णिम कांस्य, ब्रांज गोल्ड"
bronze mica,फ्लोगोपाइट
bronze steel,ब्रांज स्टील
bronze yellow,कांस्यपीत
brown coal (lignite),"भूरा कोयला, लिग्नाइट"
brown haematite,भूरा हेमाटाइट
brown iron ore,"लाइमोनाइट, बम्रु लोह अयस्क"
brownish black,भूरा काला
brown ore,"लाइमोनाइट, बम्रु अयस्क"
brown petroleum,भूरा पेट्रोलियम
brush ore,कूर्चिकायस्क
bubble column floatation,बुद्बुद् स्तंभ उत्प्लवन
buckwheat coal,बकव्हीट कोयला
bulk head,"बल्क हेड, सुरक्षा व्यवधान"
burgy,"बर्गी, स्लैक कोयला"
buried lead,अंतर्हित सीसा
buried placer,अंतर्हित प्लेसर
burnt coal,झामा
burnt copper,ताम्र ऑक्साइड
burnt lime,दग्ध चूना
burnt ore,दग्ध अयस्क
byproduct,"उपोत्पाद, उपजात"
cadmium,कैडमियम
cadmium green,"कैडमियम हरित, कैडमियम ग्रीन"
cadmium ocher,"ग्रीनोकाइट, कैडमियम ओकर"
cadmium red,कैडमियम रक्त
cadmium yellow,कैडमियम पीत
cake,"पिंड, सिल, बट्टी, टिक्की, केक"
caking coal,"केकन कोयला, बटिकायन कोयला"
calicinal,चषकीय
canal,"विशाखा, नाल"
canary ore,कैनेरी अयस्क
cannel coal,कैनेल कोयला
cape diamond,केप हीरा
capping,छद
cap-rock,छादशैल
caprock effect,छादशैल प्रभाव
carat,कैरट
carat goods,कैरट माल
carbitol,कार्बिटॉल
carbocoal,कार्बोकोल
carbona,कार्बोना
carbonaceous,"कार्बनमय, कार्बनयुक्त"
carbonaceous gangue,"कार्बनमय, गैंग"
carbonation (=carbonatation),"कार्बोनेटन, कार्बोनेटीकरण"
carbonatization,"कार्बोनेटीभवन, कार्बोनेटन"
carbon black,कार्बन कज्जल
carbonification,कार्बनीकरण
carbonisation,कार्बनन
carbonised,"कार्बनीकृत, कार्बनीभूत"
carbonised plant,कार्बनीकृत पादप
cascade sampler,कैस्केड प्रतिदर्शित्र
cascade shower,सोपानी बौछार
cascade theory,सोपानी सिद्धांत
cassel earth,कैसेल मृदा
castaways,अनुपयोगी शिराशैल
cast iron,ढलवाँ लोहा
cat,कैट (अग्निसह मृत्तिका)
cataract oil,प्रपात तैल
catarinite,कैटारीनाइट
catch earth,कैच अर्थ (अग्निसह मृत्तिका)
cat coal,कैट कोयला
cat dirt,कैट डर्ट
cat gold,"कैट गोल्ड, स्वर्णिम अभ्रक"
cat silver,"कैट सिल्वर, रौप्य अभ्रक"
cat's quartz,"कैट्स आई, लहसुनिया"
cave deposit,गुहा-निक्षेप
cave earth,गुहा-मृदा
cave pearl,गुहा-मुक्ता
cavern deposit,कंदरा-निक्षेप
cavity filling deposit,गुहिका-भरण-निक्षेप
ceiling cavity,अंतश्छद-गुहिका
ceiling channel,अंतश्छद नलिका
cement,"सीमेंट (सं.), सीमेंट करना, संयोजित करना (क्रि.)"
cementation,"सीमेंटन, सीमेंटीभवन"
cement clinker,सीमेन्ट क्लिंकर
cement gravel,संयोजित बजरी
cementing agent,संयोजी कारक
cementing material,संयोजी पदार्थ
cement setting,सीमेंट जमना
ceramics,मृत्तिकाशिल्प
chalcopyrite,कैल्कोपाइराइट
chalcosiderite,केल्कोसिडेराइट
chalk,"खड़िया, चॉक"
chalking,"अपचूर्णन, खटीयन, खड़िया उपचार"
chalk quarry,चॉक ख़दान
chalybeate,"लोहसंसिक्त, कैलीबिएट"
champion lode,"प्रमुख शिरानिक्षेप, प्रमुख लोड"
chance measure,संयोजी संस्तर
channel,"प्रणाल, चैनल, वाहिका, जलमार्ग, चैनल"
char(coal),आदग्ध अंगार
charco,चार्को
charcoal,"लकड़ी का कोयला, काठ कोयला, चारकोल"
checker coal,चेकर कोयला
cherry coal,चेरी कोयला
chessy copper,"चेसी कॉपर, ऐजूराइट"
china clay,चीनी मिट्टी
china stone,चीनी प्रस्तर
chrome iron ore,क्रोम लोह-अयस्क
chrome ocher,क्रोम गैरिक
chrome-ore,क्रोम अयस्क
chrome steel,क्रोम इस्पात
chromiferous,क्रोमियममय
chromium mica,क्रोमियम अभ्रक
chromizing,"क्रोमलेपन, क्रोमनन"
chrysolite asbestos,क्रिसोलाइट ऐस्बेस्टॉस
cicatrix,क्षतांक
cinder,"सिंडर, अंगार"
cinnabar,"हिंगुल, सिंगरफ"
circulating load,परिसंचारी भार
classifier,"वर्गीकारक, वर्गीकारित्र, वर्गीकर"
clastic ore formation,खंडज अयस्क रचना
clay iron stone,मृदु लोह प्रस्तर
claypan (soil),मृत्तिका पटल
clay pipe,मृद्नलिका
cleaned coal,अभिक्रियित कोयला
cleat,"क्लीट, कोयला संधि"
clinker,"क्लिंकर, अवशिष्ट राख"
clinozoisite,क्लाइनोजॉइसाइट
closed circuit grinding,बंद-परिपथ पेषण
coal bed,कोयला संस्तर
coal clay,"अग्निसह मृत्तिका, कोयला मृत्तिका"
coal coal,मृद् कोयला
coal dust,कोयला धूलि
coal field,कोयला क्षेत्र
coal formation,कोयला शैलसमूह
coal gas,कोयला गैस
coalification,"कोयलाभवन, कोयलीभवन"
coalified,"कोयलित, कोयलाभूत"
coal land,कोयला प्रदेश
coal liquefaction,कोयला द्रवण
coal measure,कोयला युक्त संस्तर
coal pipe,कोयला पाइप
coal print,कोयला झिल्ली
coal reserve,कोयला-निचय
coal seam,कोयला-संस्तर
coal seat,अग्निसह मृत्तिका
coal shed,कोयला-स्तरिका
coal smut,मृद्कोयला स्तर
coal spilt,कोयला विपाट
coal stone,कोल स्टोन
coal washer,कोयला प्रक्षालक
coaly lignite,कोयला लिग्नाइट
coaly rashings,कोयला रैशिंग
cockade ore,कोकेड अयस्क
cockade texture,कोकेड गठन
cockschute,कॉकशूट
coincident lode,संपाती लोड
coke,कोक
coke coal,"कोक, कोक कोयला"
cokeite,कोकाइट
coking,कोकन
coking coal,कोककारी कोयला
coking period,कोकन अवधि
columns of ore,अयस्क-स्तंभ
comb,"करंड, वदर-कंकत"
combed veins,कंकती-शिरा
combination gas,तेल समृद्ध गैस
combination trap,संयुक्त तैलपाश
combined iron,यौगिक लोह
comby lode,कंकती लोड
commercial ore,वाणिज्य अयस्क
common vein,मूल शिरा
complex lode,जटिल लोड
common ore,सम्मिश्र अयस्क
composite vein,मिश्र शिरा
compound  vein,"मिश्र शिरा, बहुखनिजी शिरा"
comstock lode,कॉमस्टॉक लोड
concave vein,अवतल शिरा
concavex,कॉनकेवेक्स
concealed coalfield,प्रच्छन्न कोयला क्षेत्र
concentration,"सांद्रण, गाढ़ापन, सांद्रता, संकेंद्रण"
concentric growth,संकेंद्री वृद्धि
concretionary nodule,संग्रथित ग्रंथिका
congenial,अयस्कानुकूल
contact deposit,संस्पर्श निक्षेप
contact metamorphic deposit,संस्पर्श कायांतरी निक्षेप
contact ore formation,संस्पर्श अयस्क रचना
contact vein,संस्पर्श शिरा
contemporaneous ore formation,समकालीन अयस्क रचना
contemporaneous vein,समकालीन शिरा
content,"अंतर्वस्तु, अंश, आधेय"
convergent lode,अभिसारी लोड
convex,उत्तल
copperas stone,"पाइराइट, कोपेरस प्रस्तर"
copper glance,ताम्र ग्लांस
copper pitch ore,कोलाइडी ताम्र अयस्क
copper plate,ताम्र पट्ट
copper slate,ताम्र स्लेट
copper uranite,ताम्र यूरेनाइट
copper vitriol,नीला थोथा
coral ore,कोरल ओर
core,क्रोड
core analysis,कोड़ विश्लेषण
correlation shooting,सहसंबंध शूटिंग
corrodibility,संक्षारणीयता
counter lode,"प्रतिशिरानिक्षेप, प्रतेलोड"
counter vein,प्रतिशिरा
counting assay,गणन आमापन
counting rate meter,गणन दर मापी
course of vein,शिरा दिशा
cracking  (of oil ),भंजन
cracking pattern,भंजन प्रतिमान
crevasse filling,हिमविदर केम
crevasse infilling,हिमविदर पूरक
crop ore,क्रॉप ओर
cross vein,"लोड प्रतिच्छेद, अनुप्रस्थ शिरा"
crown,"शिखर, मुकुट, किरीट"
crude,"अपरिष्कृत, कच्चा, अशोधित"
crude mineral oil,"अपरिष्कृत पेट्रोलियम, प्राकृतिक पेट्रोलियम"
crude naphtha,"कच्चा नेपथा, अपरिष्कृत तेल"
crude oil,"कच्चातेल, अपरिष्कृत तेल"
crude petroleum,"कच्चा पेट्रोलियम, अपरिष्कृत पेट्रोलियम"
crushed vein,संदलित शिरा
crustifield,पर्पटित
cryptobatholithic deposit,गूढ़महास्कंधी निक्षेप
crytomagmatic deposit,गूढ़मैग्मी निक्षेप
cube coal,घन कोयला
cube ore,क्यूब ओर
culm,कल्म
culmiferous,"कल्मयुक्त, कल्मधारी"
cumulose,अवशिष्टचय
cupric,क्यूप्रिक
cupriferous,"ताम्रयुक्त, ताम्रधारी"
cuprite,क्यूप्राइट
cuproscheelite,क्यूप्रोशीलाइट
cuprotungstite,क्यूप्रोटंग्स्टाइट
cuprous,"ताम्रमय, क्यूप्रस"
cutinite,क्यूटिनाइट
cut out,छिन्नगर्त
cuvette,"क्यूबे, द्रोणिका"
damascene steel,"दश्मिकी इस्पात, डेमासी इस्पात"
dander,डैंडर
dandered coal,डैन्डरित कोयला
d-coal,डी-कोल
dead lode,निर्मूल्य शिरानिक्षेप
deaf ore,अयस्कधारी गाउज
dacalcification,"विकैल्सीकरण, विकैल्सीभवन"
decalcified,विकैल्सीभूत
decalcity,"विकेल्सीकरण, विकैल्सीभवन"
decarbonisation,विकार्बनन
decarbonising,विकार्बनन
decolouration,विरंजन
decolourisation,विरंजीकरण
decrepitation,"कड़कड़न, कड़कड़ाहट, चटकभर्जन"
deep leads,"गभीर जलोढ़-अयस्क, गभीर स्वर्ण निक्षेप"
deep sea deposit,"गभीर, सागर निक्षेप"
deep seated,"गभीर, गभीरस्थ"
deep seated source,गभीरस्थ स्त्रोत
deltaic deposits,डेल्टीय निक्षेप
deltaic plain deposits,डेल्टीय निक्षेप
deposit,निक्षेप
deposited,निक्षेपित
depth controlled shoot,गभीरता नियंत्रित अयस्क पिंड
descension theory,अवरोहण सिद्धांत
desulphurige,विगंधकन
deuteric alteration,पश्चकालिक परिवर्तन
dilation vein,"विस्फार शिरा, मसूराकार शिरा"
direct deposition,"प्रत्यक्ष निक्षेप, सीधा निक्षेप"
dirt band,डर्ट बैंड
dirt bed,डर्ट बेड
distal,दूरस्थ
dominant (coal ),प्रमुख
downward enrichment,अधोमुखी समृद्धि
drag ore,कर्षज अयस्क
drift,"वाह, अपवाह, अपोढ़, ड्रिफ्ट (खनन), पाँझ (खाद्य), विस्थापन"
drift deposit,अपोढ़ निक्षेप
drift-free (=driftless),अपोढ़हीन
drift peat,अपोढ़ पीट
dry gas,तेलरहित गैस
dry hole,तेल रहित कूप
dry ore,अल्पसीस अयस्क
dull coal,द्युतिहीन कोयला
durain,ड्यूरेन
duriron,ड्यूरीरॉन
dust,"धूलि, धूल"
duster,"प्रधूलक, झाइन, तैल रहित कूप"
early magmatic mineral deposit,आरंभिक मैग्मी खनिज निक्षेप
early magmatic ore deposit,आरंभिक मैग्मी अयस्क निक्षेप
earthenware clay,भांड मृत्तिका
economic geology,आर्थिक भूविज्ञान
edge water,उपांत जल
edge well,संधि-कूप
egg coal,मुष्टि कोयला
electrum,इलेक्ट्रम
eluvial ore deposit,अनूढ़ अयस्क निक्षेप
eluvial placer,अनूढ़ प्लेसर
emerald copper,मरकत-ताम्र
emerald nickel,मरकत-निकल
endogenous vein,अंतर्जात शिरा
end product,"अंतिम उत्पाद, अंत्य उत्पाद"
enrichment,समृद्धि
eolian sand,वायूढ़ बालू
epibatholithic deposit,अधिमहास्कंधी निक्षेप
epibole,"एपीबोल, अध्यारोहण"
epigene,अधिपृष्ठजन
epigenetic,पश्चजात
epigenetic ore deposit,पश्चजात अयस्क निक्षेप
epithermal,"अल्पतापीय, अधितापीय"
epithermal deposit,अल्पतापीय निक्षेप
epithermal zone,अल्पतापी मंडल
epizone,उपरिमंडल
epsom salt,एप्सम लवण
equant,समविमी
equidimensional lump,समविमीय पिंड
eruptive vein,उद्गारी शिरा
estimated reserve,आकलित निचय
eutectoid alloy,यूटेक्टॉइड मिश्रातु
euvitrain,यूविट्रेन
evaporate,"वाष्पनज, वाष्पशैल (सं.),
वाष्पित करना (क्रि.)"
excavation,उत्खनन
exhaustion,"निर्वातम, रेचन, बाहर निकालना, समापन"
exhaustion of ore,अयस्क रेचन
exinite,एक्जीनाइट
exite (coal),एक्साइट
exogenous veins,बहीर्जात शिरा
exploration,"अन्वेषण, खोज"
explore,"अन्वेषण करना, खोज करना"
explorer,अन्वेषक
exposure,"अनावरण, प्रभावन, उद्भासन, उच्छादन, अपावरण"
extract,"निचोड़, निष्कर्ष, सारसत्त, सार निकालना, निष्कर्षण करना"
extraction,"निष्कर्षण, सार, निचोड़"
extraction of metal,धातु-निष्कर्षण
exudation vein,निःस्रवण शिरा
face of the coal,कोयला अग्र
false cap rock,कूट  शीर्ष शैल
false gossan,कूट गॉजन
fat coal,वसा कोयला
fault vein,भ्रंश-शिरा
feathered tin,कणित्र वंग
feather ore,पिच्छ अयस्क
fen peat,पंक-पीट
feretto zone,लोहरंजित क्षेत्र
ferricrust,लोहपृष्ठ
ferriferous,"लोहयुक्त, लोहमय"
ferro-magnetic,लोह-चुंबकीय
ferromagnetic material,लोह चुंबकीय पदार्थ
ferruginous,"लोहमय, किट्टवर्णी, मंडूरवर्णी"
fertile,"उर्वर, निषेच्य, जननक्षम, अबंध्य, फलद"
filler,पूरक
filling deposits,पूरक निक्षेप
filling up,"पूरण, भरण"
fine,"परिष्कृत, पतला, सूक्ष्म, महीन, बारीक"
fineness (of gold ),शुद्धता
fines (ore),"सूक्ष्मक, चूर्ण"
fine tailings,सूक्ष्म पछोड़न
fire,"अग्नि, कांति"
firebrick,अग्निसह ईंट
fireclay,अग्निसह मिट्टी
fire opal,कांत ओपल
firestone,चकमक पत्थर
fixed carbon,स्थिर कार्बन
flag,पटिया
flaggy,"पटियामय, पटियाविदली"
flagstone,"पटियाश्म, पटिया पत्थर"
flashed brick,श्यामकोर इष्टिका
flat lode,"सपाट शिरा निक्षेप, सपाट लोड"
flat of ore,अयस्क क्षैतिज निक्षेप
flats,पलचा हीरा
flaxseed coal,फ्लैक्सीड कोयला
flaxseed ore,फलैक्सीड अयस्क
flint worker,फ्लिंट कारीगर
float,विमुक्त अयस्क
float copper,"प्लवी ताम्र, ताम्रशल्क"
flour gold,चूर्ण स्वर्ण
fluorescence analysis,प्रतिदीप्ति विश्लेषण
flushing process,प्रधावन प्रक्रम
flush production,उत्सेक उत्पादन
flush sample,"प्रधावन प्रतिदर्श, फ्लश नमूना"
flux density method,फ्लक्स घनत्व विधि
foil gold,पन्नी-स्वर्ण
foliated coal,शल्कित कोयला
forest marble,द्रुमी संगमरमर
fossil fuel,"फॉसिल ईंघन, जीवाश्मी ईंधन"
fossil-ore,जीवाश्मी अयस्क
fossil wood,काष्ठाश्म
free gold,"मुक्त स्वर्ण, प्लेसर स्वर्ण"
free milling ore,सरलपेष्य अयस्क
free wall,मुक्त शिराभित्ति
fringe ore,फ्रिन्ज अयस्क
frozen wall,आलग्न शिराभित्ति
fuel,ईंधन
fusain,फ्लूज़ेन
fusinite,फ्यूज़िनाइट
fusinization,फ्यूज़िनीभवन
galena,गैलेना
galenite,गैलेनाइट
gangue,गैंग
gangue-mineral,गैंग खनिज
gernetiferous,गार्नेटमय
gas,गैस
gas cap,गैस छद
gas coal,गैस कोयला
gas field,गैस-क्षेत्र
gas-oil contact,गैस-तेल संपर्क
gas-oil surface,गैस-तेल स्तर
gasoline,पेट्रोल
gas tar,गैस डामर
gas water,गैस जल
gas-water surface,गैस-जल स्तर
gas well,गैस कूप
gas zone,गैस क्षेत्र
gem,"रत्न, मणि, जेम"
gem color,रत्न वर्ण
gem-crystal,रत्न क्रिस्टल
gem mineral,रत्न खनिज
gemmy,रत्नरुपी
gemologist,रत्नविज्ञानी
gemology,रत्नविज्ञान
gemstone,रत्न
gem variety,रत्न प्रकार
geochemical prospecting,भूरासायनिक पूर्वेक्षण
geochemical prospection method,भूरासायनिक पूर्वेक्षण विधि
geologic trap,भूवैज्ञानिक तैल पाश
geothermal brine,भूतापीय लवणजल
geotherma energy,भूतापीय ऊर्जा
gestrickt,जाल गेस्ट्रिक्ट
gitology,"जिटोलोजी, अयस्कविज्ञान"
glacio-fluviatile deposit,हीमानी जलोढ़ निक्षेपण
glance coal,"ऐन्थ्रेसाइट, ग्लान्स कोयला"
glance cobalt,"ग्लांस कोबाल्ट, कोबाल्टाइट"
glass-coal,ग्लॉस कोयला
gluing rock,कोयला संश्लिष्ट शैल
gold,"सोना, स्वर्ण"
gold amalgam,पारद स्वर्णमिश्रण
gold bar,सोने की सिल्ली
gold cloth,स्वर्ण वस्त्र
golden oolite,स्वर्णिम अंडकाश्म
golden section,स्वर्ण परिच्छेद
gold latten,स्वर्णपत्रक
goldstone,स्वर्णाश्म
gold telluride,स्वर्ण-टेलुराइड
gondite series,गोंडाइट श्रेणी
goose dungore,निकृष्ट रजत अयस्क
gossan,गॉजन
gossaniferous,गॉजनमय
gossany lode,गोजनी लोड
gozzan,गॉजन
gradation,"श्रेणीकरण, क्रमण, तल संतुलन, द्युति प्रवणता"
grade,"श्रेणी, दर्जा, कोटि, क्रम (स.), कोटि निर्धारण करना (क्रि.)"
grade exposure series,"क्रमिक उच्छादन श्रेणी, क्रमिक अपावरण श्रेणी"
grain,"कण, दाना, रेणु, ग्रेन, उत्पाद, काष्ठ रेखा"
graining,"कणन, कणीयन, ग्रेनिंग"
grain size,कण-साइज
graniform,कणरूप
granular,"दानेदार, कणिकामय, रवेदार, कणिकी"
granular disintegration,कणिकी विघटन
granularity,"कमिकामयता, कणिकता"
granular mull,रवेदार मृदु ह्यूमस
granular precipitate,कणिक अवक्षेप
granular variation,कणिकी विभिन्नता
granulated,"दावेदार, कणिकायित, कणीभूत"
granulation,"कणिकायन, कणीभवन"
granule,"कणिका, कनी"
granulose,"दानेदार, कणिकामय, कणिकास्तर (पुटक उपकला)"
graphic,आलेखी
graphic gold,आलेखी स्वर्ण
graphic ore,"सिलवेनाइट, ग्राफिक अयस्क"
grappier cement,ग्रैपियर सीमेंट
gravel plain placers,ग्रैवेल मैदान प्लेसर
gray iron,धूसर लोहा
gray metal,ग्रे मेटल
gray ore,ताम्र ग्लांस
greasy gold,सूक्ष्म स्वर्ण
green coal,सदयः खनित कोयला
green earth,हरी मिट्टी
green iron ore,डुफ्रेनाइट
green lead ore,फाइरोमॉर्फाइट
green marble,हरित संगमरमर
green mineral,मैलाकाइट
green oil,ग्रीन तेल
green vitriol,"कसीस, कासीस, हरित काचर"
griphite,ग्रिफाइट
grouan,"ग्रुआन, ग्रोवान"
grouan lode,ग्रोवान शिरानिक्षेप
ground coal(grounds),कोयला संस्तर तली
growth in-place theory,स्वथाने-वृद्धि-सिद्धांत
guano,ग्वानो
gulph of ore,बृहत् अयस्क निक्षेप
gusher,"तैल निर्झर, स्वस्त्रावी तेलकूप"
gutter,गटर
gypsiferous,जिप्सममय
gypsum,जिप्सम
hair pyrite,तंतु पायराइट
halite structure,हैलाइट संरचना
haloid,हैलॉइड
halvans,अपायस्क
hand-picked coal,हस्तचित कोयला
hand picking,हस्त चयन
hand sorting,हस्त छंटाई
hand sorting method,हस्त चयन पद्धति
hanging coal,निलंबी कोयला-संस्तर
hanging wall,"ऊपरी भित्ति, उपरिभित्ति"
hard coal,कठोर कोयला
hardened,"दृढ़ीभूत, कठोरीभूत"
hardening agent,"कठोर कारक, दृढ़ीकारक"
hardening alloy,दृढ़ीकारी मिश्रातु
hard facing,कठोर लेपन
hardgrove grindability,हार्डग्रोव पेषणीयता
hard head,कठोर शिर
hard ore,कठोर अयस्क
hardpan,"हार्ड पैन, कठोर अधःस्तर"
hardy smith buddle jig,हाडीं स्मिथ बडल जिग
hatchettine,हैचैटाइन
head sampling,मूल प्रतिचयन
head shield,शिर विशल्क
healed vein,पर्पटित शिरा
healing stone,छादन स्लेट
heap roasting,राशि भर्जन
hearth clinder,भट्ठी धातुमल
hearth drier,भट्ठी शोषक
heavy liquid,भारी द्रव
heavy liquid separation,भारी द्रव पृथक्करण
