English,Hindi
Alber's conical equal area projection,ऐल्बर्स शाँकव समक्षेत्र प्रक्षेप
Albers projection,ऐलबर्स प्रक्षेप
Alidade,"दर्शरेखक, ऐलीडेड"
Aligment,संरेखण
Almanac,पंचाग
Altimeter,तुंगतामारी
Altimetric frequency graph,"तुंगतामापीय आवृत्ति ग्राफ, तुंगता बारम्बारता ग्राफ"
Altitude,"तुंगता, उन्नतांक्ष"
Altitude scale,तुंगता मापक्रम
Altitude table,तुंगता सारणी
Altitude tint,तुंगता सूचक आभा
Anaglyph,ऐनाग्लिफ
Anaglyphoscope,ऐनाग्लिफोस्कोप/ ऐनग्लिफोदर्शी
Analemma,ऐनालेमा
Anallatic lens,ऐनालैटिक लैंस
Angle book,"कोण पंजी, ऐंगिल/ बुक"
Animated mapping,चल मानचित्रण
Ante meridian,पूर्वह्न
Anticlockwise,वामावर्त
Antipodes,प्रतिध्रुव
Apianus projection,ऐपियानस प्रक्षेप
Apparent dip,आभासी नति
Apparent error,आभासी त्रुटि
Apparent horizon,दृष्ट क्षितिज
Applique slip,ऐप्लिके स्लिप / योज्य पक्ष
Approach chart,"अप्रोच चार्ट, गमनमार्ग, संचित्र"
Archaeological map,पुरातात्विक मानचित्र
Archnic map,पुरातन मानचित्र
Area diagram,क्षेत्र रेख
Area height diagram,क्षेत्र-ऊंचाई आरेख
Areal distribution,क्षेत्रीय वितरण
"Areal distribution, compound",मिश्र क्षेत्रीय वितरण
"Areal distribution, qualitative",गुणात्मक क्षेत्रीय वितरण
"Areal distribution, quantitative",मात्रात्मक क्षेत्रीय वितरण
Areal graph,क्षेत्रीय अलेख
Area measurment grid,क्षेत्रमाप ग्रिड
Area statement,क्षेत्रफल - विवरण
Arithmetical probability graph paper,गणितीय संभाव्यता आलेख - कागज
Arithmetic graph,अंकगणित ग्राफ
Armadillo projection,आर्मेडिलो प्रक्षेप
Arrow,बाण चिन्ह
Arrow head,बाणाग्र
Artificial horizon,कृत्रिम क्षितिज
Arundel method,ऐरन्डेल विधि
Astrofoil,ऐस्ट्रोफायल
Astrolabe,उन्नतांशमापी / ऐस्ट्रोलेब
Astronomical diagram,खगोलीय आरेख
Astronomical map,खगोलीय मानचित्र
Atlas,"एटलस, मानचित्रावली"
Atlas chart,चार्ट एटलस
Atlas clasical,ग्रीक रोमन मानचित्रावली / कला सिकल एटसल
Atlas historical,एेतिहासिक मानचित्रावली
Atlas local,स्थानीय एटलस
Atlas moon/ lunar atlas,चन्द्र मानचित्रावली
Atlas national,किसी देश के विभिन्न पहलुओं को चित्रित करने वाली मानचित्रावली
Atlas pictorial,चित्रात्मक एटलस
Atlas pocket,जेबी एटलस
Atlas political,राजनीतिक एटलस
Atlas regional,प्रादेशिक एटलस
Atlas school,स्कूल एटलस
Atlas sea,समुद्र एटलस
Atlas star,तारा एटलस / नक्षत्र मानचित्रावली
Atlas thematic,विषयात्मक मानचित्रावली / थिमैटिक एटलस
Atlas world,विश्व एटलस
Atlas cartography,एटलस मानचित्र विज्ञान
Atlas dummy,एटलस डमी
Atlas format,एटलस फर्मा
Atlas grid,एटलस ग्रिड /मानचित्रावली जाल
Atlas leaf,एटलस पत्र
Atlas major,एटलस मेजर
Atlas map,एटलस मानचित्र
Atlas novus,एटलस नोवस
Atlas page,एटलस पृष्ठ
Atlas style,एटलस शैली
Atlas type,एटलस प्रकार
Automated cartography,आटोमेटेड कार्टोग्राफी
Automobile road map,मोटर सड़क मानचित्र
Auxiliary point,सहायक बिन्दु
Auxiliary table,सहायक सारणी
Average slope,औसत ढाल
Average slope map,औसत - ढाल मानचित्र
Axis of tilt,नति - अक्ष
Azimuth,दियंश
Azimuthal equal area projection,दिगंशीय समक्षेत्र प्रक्षेप
Azimuthal equidistant projection,दिगंशीय समदूरस्थ प्रक्षेप
Azimuthal projection,दिगंशीय प्रक्षेप
Aztec map,आज्टेक मानचित्र
Baby lonian map,बैविलोनियाई मानचित्र
Back bearing,पश्च दिक्मान
Back sight,पश्चदृष्टि
Back sight reading,पश्चदृष्टि पठन
Balancing a traverse,मालारेखा - संतुलन / चंक्रम संतुलन
Ball and socket joint,कंदुक खल्लिका संधि
Baloon photography,वैलून फोटोग्राफी / गुब्बारा फोटोचित्रण
Band graph,पट्टिका ग्राफ
Barch Payzant lettering pen,बार्च पेजेंट अक्षर लेखनी
Bar diagram (bar graph),दंडारेख (स्तम्भग्राफ)
Bar- graph map,स्तम्भ ग्राफ मानचित्र
Barometer,"वायुदाब मापी, बैरोमीटर"
Barometric altimeter,"दाबमापी तुंगतामापक, बैरोमेट्रीय अल्टीमीटर"
Barometric levelling,वायुदाबमापीय तलेक्षण
Base,आधार
Base bar,आधार - दंड
Base line,आधार रेखा
Base map (basic map),आधार मानचित्र
Base sheet,आधार पत्रक
Batching of sheets,"पत्रकपारी बंधन, शीटपारी बंधन"
Bathymetric chart,बैथीमेट्रीय चार्ट
Bathy - orographical map,गंभीरता तुंगता मानचित्र
Beacon,"बीकन, संकेत स्तम्भ"
Beaman arc,"बीमैन आर्क, बीमैनचाप"
Beam compass,दंड परकार / बीम कम्पास
Bearing,दिक् मान
Bearing back,पश्च दिक्मान
Bearing forward,अग्र दिक्मान
Bearing grid,ग्रिड दिक्मान
Bearing true,यथार्थ दिक्मान
Bed plate,बैड प्लेट
Bench mark,बेड मार्क
Bevelled edge,प्रवणित किनारा / ढालू धार
Binding of ede,किनारा बंधी
Bioclimatic map,जीव जलवायु मानचित्र
Binocular,द्विनेत्री / वायनोकूलर
Black and white map,काला - श्वेत मानचित्र
Black and white (B & W) print,वर्णहीन चित्र
Black print,काला छाप
Black print original,काला छाप ओरिजिनल
Blackerage grid,ब्लेकरेज ग्रिड
Block diagram,ब्लाँक आरेख / खण्डारेख
Black pile diagram,इष्टिका पुंज आरेख
Black - pillar diagram,ब्लाँक स्तम्भ आरेख
Blue print,नीला छाप
Blue printing,नीला मुद्रण
Blue print survey,नीला छाफ सर्वेक्षण
Blue stipple,नीला बिन्दु छादन
Blue wash,नीला लेप / नीलावास
Body of map,मानचित्र भूभाग
Bonitative map,बोनिटेटिव मानचित्र
Bonne's projection,बोन प्रक्षेप
Border,बार्डर / किनारी
Border information,मानचित्र सीमांत सूचना
Border specimen,बार्डर नमूना
Boundary (boundary line),सीमा (सीमा रेखा)
Boundary delimitation,सीमा निर्धारण
Boundary riband,सीमा पट्टी
Boundary riband guide,सीमाधारी गाइड
Bow compass,धनु कम्पास
Bow pen,धनु लेखनी
Box compass,बक्स कम्पास
Box - wood scale,बाक्सवुड स्केल
Braced quadrilateral,सर्वतः प्रेषित चतुर्भुज
Break of slope,ढाल भंग
Bristal board,ब्रिस्टल बोर्ड
Bown plate,भूरी प्लेट
Built - up - isopleth model,निर्मित सममान रेखा प्रतिरूप
Buoy,प्लवक
Cadastral map,कैदस्थल मानचित्र / भूसंपत्ति मानचित्र
Cadastrial survery,कैदस्थल सर्वेक्षण / भूसंपत्ति सर्वेक्षण
Cahill's Butterfly projection,काहिल का तितली प्रक्षेप
Camera lucida,कैमरा ल्यूसिडा
Cardinal points,प्रधान दिग्बिन्दु
Carted' Etat Major,कार्ट दि इतात मेजर
Carte geometrique,कार्ट ज्योमेत्री
Carte International du Monde (The international map of world),कार्त एंतोर्नासिओनाल जमोंद (विश्व का अंतर्राष्ट्रीय मानचित्र)
Cartogram,"कार्टोग्राम, मानारेख"
Cartographer,मानचित्रकार
Cartographic communication,मानचित्रिक संसूचन
Cartographic information,मानचित्रिक सूचना
Cartographic symbol,मानचित्र प्रतीक
Cartography,मानचित्र विज्ञान / मानचित्र कला
Cartography atlas,एटलस मानचित्रविज्ञान
Cartogarphy globe,ग्लोब मानचित्रविज्ञान
Cartography mathematical,गणितीय मानचित्रविज्ञान
Cartography military,सैन्य मानचित्र विज्ञान
"Cartography, Official",सरकारी मानचित्रविज्ञान
"Cartogaraphy, space",आकाश मानचित्रविज्ञान
"Cartography, thematic",विषयात्मक मानचित्रविज्ञान
"Cartography, topographic",स्थलाकृति का मानचित्र विज्ञान
Carttouche,कारतूश
Cassini - Coordinates,कैसिनी निर्देशांक
Cassini projection,कैसिनी प्रक्षेप
Catalan atlas,कैटालन एटलस
Carterpillar and pine branch system,केटरपिलर एवं पाइन शाखा प्रणाली
Cavalry sketching board,कैवाल् री स्कैचिंग बोर्ड
Celestial globe,खगोलीय ग्लोब
Cellophane,"सेलोफेन, काचाभ पत्र"
Cellophane sheet,सैलोफैन पत्रक
Cellophane tints,सैलोफेन रंजक
Cellotype lettering,सैलोटाइप अक्षरांकन
Celluloid sheet,सैलुलाइड शीट
Centrography,सेंटोग्राफी
Central heading,मध्व शीर्षक
Central meridian,केन्द्रीय मध्यान्ह रेखा / केन्द्रीयदेशांतर
Centrogram,केंद्र - आरेख
Chain,"चेन, जरीब"
Chainage,जरीबी दूरी
Chain surveying,जरीब सर्वेक्षण
Chain traverse,जरीब पारगमन
Characterstic shed,विशिष्ट पत्रक
Chart,संचित्र
Chart atlas,चार्ट एटलस
Chorisogram,कोरीसोग्राम
Chorochromatic map,"क्षेत्ररंजित मानचित्र, कोरो क्रोमैटिक मानचित्र"
Centrography,सेंटोग्राफा
Central heading,मध्व शीर्षक
Central meridian,केन्द्रीय मध्यान्ह रेखा / केन्द्रीयदेशांतर
Centrogram,केंद्र - आरेख
Chain,"चेन, चरीब"
Chainage,जरीबी दूरी
Chain surveying,जरीब सर्वेक्षण
Chain traverse,जरीब पारगमन
Characterstic shed,विशिष्ट पत्रक
Chart,संचित्र
Chart atlas,चार्ट एटलस
Chorisogram,कोरीसोग्राम
Chorochromatic map,"क्षेत्ररंजित मानचित्र, कोरो क्रोमैटिक मानचित्र"
Chorochromatic method,क्षेत्ररंजित विधि / कोरो क्रोमैटिक विधि
Chorogram,कोरोग्राम
Chorographical map,"क्षेत्र वर्णीय मानचित्र, कोरोग्राफीय मानचित्र"
Chorometrics,कोरोमैट्रिक्स
Choromerphographic map,वर्णाकृतिक मानचित्र
Choropleth map,वर्णमात्री मानचित्र
Choroschematic,वर्णप्रतीकी मानचित्र
Choroschematic method,वर्ण प्रतीकी विधि
Choro - print,वर्ण छाप
Chronograph,"समय लेखी, काल लेखी"
Clinopole,क्लाईनोपोल / उंचाई दंड
Closed contuor ring contour,संवृत्त समोच्चरेखा (मुद्रिका समोच्चरेखा)
Closedtraverse,संवृत्त मालारेखा
Closing of the horizon,क्षितिज समापन
Coin graph,वृत्त आलेख / ग्राफ
Colatitude,कोटिकशर
Coloured wax crayon,रंगीन मोमी चित्रांकनी
Colour patch map,वर्ण चप्पा मानचित्र
Colour patch method,वर्ण चप्पा विधि
Colour pattern,"रंग प्रतिरूप, वर्ण विन्यास"
Colour plate,रंग प्लेट
Colour print survey,रंगीन प्रिंट सर्वेक्षण
Colour trace,"रंजक ट्रेस, कलर ट्रेस"
Colour wash,रंगालेप
Colton Atlas,काल्टन एटलस
Columnar diagram,स्तम्भी आरेख
Commercial map,वाणिज्य मानचित्र
Communication map,संचार मानचित्र
Compass,"दिक्सूचक, कम्पास"
Compass traverse,कम्पास मालारेखण
Compensating errors,प्रतिकारी अशुद्धियां
Compilation,संकलन
Compiled mapping,संकलित मानचित्रण
Composite profile,मिश्र प्रोफाइल
Compound areal distribution,मिश्र क्षेत्रीय वितरण
Compound graph,मिश्र आलेख
Compound levelling,मिश्र तलेक्षण
Compound line graph,कम्पाउन्ड लाइन ग्राफ / मिश्र रेखालेख
Computation,आभिकलन
Concave slope,अवतल ढाल
Concentric circle,संकेन्द्र वृत्त
Conformal,अनुरूप
Coaformal projection,अनुरूप प्रक्षेप
Conical projection,शंकुवाकार प्रक्षेप
Conical projection with one standard parallel,एक मानक अक्षांश शंकुप्रक्षेप
Conical projection with two standard parallel,दो मानक अक्षांश शंकु प्रक्षेप
Conical (equal area) with two standard parallel projection,द्विमानक अक्षांश (समक्षेत्र) शंकु प्रक्षेप
Constant slope,सतत ढाल
Contact print,संपर्क छाप
Contour,समोच्चरेखा
Contoured map,समोच्चरेखित मानचित्र
Contouring,समोच्चरेखण
Contour interval,समोच्च रेखांतराल
Contour-line map,समोच्चरेखा मानचित्र
Contour original,समोच्चरेखा मूलारेख
Contour pen,समोच्चरेखा पेन
Contour value,समोच्च रेखांक
Controlled mosaic,नियंत्रित मोजेक
Conventional Projection,रूढ़ प्रक्षेप
Conventional Sign,मानक चिह्न
Convergency of meridians,याम्योत्तर अभिसृति
Convex slope,उत्तल ढाल
Co-ordinate Paper,निर्देशांक कागज
Co-ordinatograph,निर्देशांक लेखी
Copper- engraving Process,ताम्र उत्कीर्णन प्रक्रम
Copyright imprint,प्रतिलिप्य अधिकार
Correctostat,करेक्टोस्टेट
Craftint,"क्राफि्टंट, छायाभ"
Craftint double tone sheet,क्राफि्टंट द्विरंगी शीट
Craftone,क्राफ्टोन
Craster's parabolic projection,कैस्टर का परवलयिक प्रक्षेप
Crayon,चित्रांंकनी
Cross- levels,अनुप्रस्थ पाणसल
Cross profile (of a valley),अनुप्रस्थ परिच्छेदिका (घाटी की)
Cross-section paper,आलेख पत्र
Cross staff,क्रास स्टॉफ
Crow - quill,क्रोक्विल
Cultural features,सांस्कृतिक आकृतियां
Cultural symbol,सांस्कृतिक प्रतीक
Cumulative errors,संचयी अशुद्धियां
Curvature & refrection,वक्रता एवं अपवर्तन
Cusum chart,संचयी योग चार्ट
Cyclometer,चक्करमापी
Cylindrical equal area projection,बेलनाकार समक्षेत्र प्रक्षेप
Cylindrical equidistant projection,बेलनाकार समदूरस्थ प्रक्षेप
Cylindrical projection,बेलनाकार प्रक्षेप
Dabber,थापनी / डैबर
Daily weather map,दैनिक मौसम मानचित्र
Dasymetric technique,घनमितीय / डेसीमितिक तकनीक
Data bank,आंकड़ा कोष
Datum,आधार
Datum point,आधार बिंदु
Day,दिन
Dead ground,अदृश्य भूमि
Deep - etch process,गभीर निक्षारण प्रक्रम
Degree,अंश
Degree sheet,एकांशी शीट
Deletion guide,विलोपन निर्देशिका
Delineation,चित्रण
Delineator,चित्रकार
Demarcation,सीमांकन
Dendrogram,द्रुमारेख
Density of population,जनसंख्या घनत्व
Density of population map,जनसंख्या घनत्व मानचित्र
Departmental mapping,विभागीय मानचित्रण
Departmental sheet,विभागीय शीट
Derived map,व्युत्पन्न मानचित्र
Desire line,वांछित पथ
Detail(s),दितेल / आकृति (यां)
Detail interpretation,दितेल निर्वचन / आकृति निर्वचन
Detail survey,दितेल सर्वेक्षण / आकृति सर्वेक्षण
Developable surface,विकासनीय पृष्ठ
Development (photography),डेवलपमेंट (फोटोग्राफी)
Diacritical marks,विशेषक चिह्न
Diagonal scale,विकर्ण मापनी
Diagram,आरेख
Diagrammatic map,आरेखी मानचित्र
Diaphram,डायाफ्राम
Dip of horizon,क्षैतिज नति
Dip of the magnetic needle,चुम्बकीय सुई की नति
Direction,दिशा
Direction diagram,दिशा आरेख
Direction graph,दिशा आलेख
Direct method of cotouring,समोच्चरेखण प्रत्यक्ष विधि
Distance,दूरी
Distance isopleth map,दूरी सममान रेखा मानचित्र
Distortion,विरूपण विकृति
Distribution map,वितरण मानचित्र
District map,जिला (जनपद) मानचित्र
Divide (water shed),जल विभाजक
Divided circle,विभाजित वृत्त
Divided rectangel,विभाजित आयत
Divider,विभागिनी
Dot map,बिंदुकित मानचित्र
Double line pen (road pen),द्विरेखनी
Drainage map,अपवाह मानचित्र
Draghtsman (cartographer),नक्शानवीश (मानचित्रकार)
Drawing instrument set,आरेखण उपकरण सेट
Drawing table,आरेखपटल / ड्राइंग टेबुल
Duffing,विलोपन / ढांकना
Dumpy lebel,डम्पी तलेक्षण यंत्र
Dymaxian projection,डार्ईमैक्सियन प्रक्षेप
Early (survey) map,प्रारम्भिक (सर्वे) मानचित्र
Earth magnetism chart,भू - चुम्बकत्व संचित्र
Easterbrool Drawlet pen,ईस्टरब्रुक ड्रालेट पेन
Easting,पूर्वान्तर
Eccentric,उत्केन्द्री
Eccentric station,उत्केन्द्री स्टेशन / उत्केन्द्री चांदा
Eckert projection,एकर्ट प्रक्षेप
Econograph,इकोनोग्रोफ
Economic map,आर्थिक मानचित्र
Edge of map,मानचित्र कोर
Edirisi map,इद्रिसी मानचित्र
Education map,शिक्षा मानचित्र
"Eight inch (8"") theodolite","आठ इंच (8"") थियोडोलाइट"
Electro coordinatograph,वैद्युत निर्देशांक लेखी
Elevation,उच्चता
Elevation - meter,उच्चतामापी
Engineer's survey,"इंजीनियरिंग सर्वेक्षण, अभियंत्रिकी सर्वेक्षण"
Enlarging - reducing camera,लघु-दीर्घकारी कैमरा
Eohypse,पुनस्थापित समोच्चरेखा / इओहिप्स
Ephemeris,पंचांग
Epipolar plane,ऐपीपोलर तल
Epipolar ray,ऐपीपोलर रे
Equal area projections,समक्षेत्र प्रक्षेप
Equation of time,समय - समीकार
Equator,"भूमध्य रेखा, विषुवत वत्त"
Equatorial azimuthal equal area projection,विषुवतरेखीय दिगंशीय समक्षेत्र प्रक्षेप
Equatorial azimuthal projection,विषुवतीय दिगंशीय प्रक्षेप
Equatorial gnomonic projection,भूमध्यरेखीय नोमोनिक प्रक्षेप
Equatorial projection,विषुवतरेखीय प्रक्षेप
Equatorial zenithal equal area projection,विषुवतरेखीय खमध्य समक्षेत्र प्रक्षेप
Equatorial zenithal projection,विषुवतीय खम्ध्य प्रक्षेप
Equipluve,"इक्वीप्लूव, वर्षामान समगुणांक रेखा"
Equirectangular projection,समआयताकार प्रक्षेप
Equivalent projection,तुल्य प्रक्षेप
Equivariable,समपरिवर्ती
Ergograph,क्षमतालेख
Error,त्रुटि
Error of slosare,संषृत त्रुटि
Escape map,इस्केप मानचित्र
Eskimo map,एस्कीमो मानचित्र
Exploration survey,अन्वेषण सर्वेक्षण
Exposure,उद्भासन / एक्सपोजर
Extrapolation,बर्हिवेंशन
Eumorphic projection,यूमाँर्फिक प्रक्षेप
Fair sheet,सुरेख शीट
False horizon,आभासी क्षितिज
Fascimile map,अनुलिपि मानचित्र
Fathom line,समगभीर रेखा / कैदम रेखा
Field book,क्षेत्र बही / फील्डबुक
Field sketching,क्षेत्रारेखण
Field survey,क्षेत्र सर्वेक्षण
Figure,रूप
Figurette,अंकालेख / फिग्रेट
Fixative,स्थिरक
Fixing bath,स्थिरक घोल
Flight index assembly,उड़ान सूचक समुच्चय
Floating mark,चल चिह्न
Float - lettering,प्लावाक्षरण / फ्लोट लेटरिंग
Flood control map,बाढ़ नियंत्रण मानचित्र
Flow chart,क्रमदर्शी चार्ट / संचित्र
Flow diagram,क्रमदर्शी आरेख
Flow - line map,प्रवाह -रेखा मानचित्र
Floded map,फोल्डेड मानचित्र
Folder,फोल्डर
Forecast map,पूर्वानुमान मानचित्र
Fore reading,पूर्व पाठयांक
Forest map,वन मानचित्र
Form - line,आकृति रेखा
Forward bearing,अग्र दिक्मान
Framework of survey,सर्वे - ढांचा
French curve,फ्रेंच कर्व
Frequency curve,वारम्वारता वक्र / आवर्ती वक्र
Gal,गैलि
Gall's cylindrical projection,गाल का बेलनाकार प्रक्षेप
Gall's stereographic projection,गाल का स्टीरियोग्राफीय प्रक्षेप
Gambose,गैम्बोज
Gauss conformal projection,गॉस का अनुरूप प्रक्षेप
Gazetteer,गेजेटियर विवर्णिका
Generalization,सामान्यीकरण
Gentle slope,मंद ढाल
Geocentric,भूकेन्द्रिक
Geodesy,ज्योडेसी / भूगणित
Geodetic,भूमितीय / ज्योडेसीय
Geodetic coordinates,भूमितीय निर्देशांक / ज्योडेसीय निर्देशांक
Geodetic (geographic ) coordinate system,ज्योडीय (भौगोलिक) निर्देशांक पद्धति
Geodetic surveying,भूगणितीय सर्वेक्षण
Geodimeter,ज्योडीमीटर
Geographical map,भौगोलिक मानचित्रण
Geographical mapping,भौगोलिक मानचित्रण
Geographical position,भौगोलिक स्थिति
Geographical landscape,भौगोलिक दृश्यभूमि
Geographic north,भौगोलिक उत्तर
Geoid,भू आभ
Geological map,भूगर्भीय मानचित्र
Geological survey,भूवैज्ञानिक सर्वेक्षण
Geoometronics,ज्योमैट्रॉनिक्स
Geomorphological map,भूआकृति मानचित्र / भूआकृतिकीय मानचित्र
Geomorphologic symbol,भूआकृति - प्रतीक
Georama,ज्योरामा / अंतर्दर्शी ग्लोब
Globe,ग्लोब / गोलक
Globe celestial,खगोलीय ग्लोब
Globe outline,रूपरेखा ग्लोब
Globe physical,भौतिक ग्लोब
Globe political,राजनीतिक ग्लोब
Globe relief,उच्चावच ग्लोब
Globe special,विशिष्ठ ग्लोब
Globe cartography,ग्लोब मानचित्रविज्ञान
Globe - gores,ग्लोब त्रिकोण
Globular projection,ग्लोबीय प्रक्षेप
Gnomonic chart,नोमोनिक चार्ट
Gnomonic projection,नोमोनिक प्रक्षेप
Goode's interrupted homolographic projection,गूड का विच्छिन्न समक्षेत्र प्रक्षेप
Goode's interrupted homolosine projction,गूड का विच्छिन्न होमोलोसाइन प्रक्षेप
Gore,त्रिकोण / गोर
Gothic italic,गोथिक तिर्यक (तिर्यक गोलिक)
Grad,ग्राड
Gradient,प्रवणता
Gradient profile,प्रवणता - परिच्छेदिका (प्रोफाइल)
Gradiometer (Gradienter),ग्रेडियोमीटर / प्रवणतामापी
Graduated scale,अंशांकित मापनी
Graining,कणन
Graphicacy,ग्राफीकेसी / आलेख - कला
Graphical resection,आलेख स्थिति निर्धारण
Graphic scale,आलेखी मापनी
Graphic triangulation,आलेखी त्रिकोणीयन
Graphose,ग्रेफोज
Graph paper,ग्राफ पेपर / आलेख कागज
Graph arithmetical probability,गणितीय संभाव्यता आलेख कागज
Graph isometric,सममिति आलेख कागज
Graph logarithmic,लोगोरिथमीय आलेख कागज
Graph percentage circular,प्रतिशत वर्तुल आलेख कागज
Graph triangular,त्रिकोणीय आलेख कागज
Graticule,ग्रेटिक्यूल / रेखाजाल
Graticule lines,ग्रेटिक्यूल रेखांएं
Graticule scale,ग्रेटिक्यूल स्केल
Gravimeter,गुरूत्वमापी / ग्रेवीमीटर
Gravity anomaly,गुरूत्व असंगति
Gravity slope,गुरूत्व ढाल
Gravity station,गुरूत्व स्टेशन / गुरूत्व / अवस्थान
Great circle,बृहत्त वृत्त
Great circle route,बृहत्तवृत्त मार्ग
Greenwich Meridian,ग्रीनिच मध्यांहन रेखा
Grid,ग्रिड
Grid bearing,ग्रिड दिक्मान
Grid convergence (-grid declilnation in U.S.A),ग्रिड अभिसरण (संयुक्त राज्य अमेरिका मे ग्रिड दिक्पात)
Grid coordinates,ग्रिड निर्देशांक
Grid data,ग्रिड आंकड़े
Grid eastings,ग्रिड पूर्वान्तर
Grided sheet (grided map),ग्रिडयुक्त मानचित्र
Grid Intersection,ग्रिड अंतर्च्छेदन
Grid lettering,ग्रिड अक्षरांकन
Grid line,ग्रिड रेखा
Grid mesh,ग्रिड मेश / ग्रिड जाल
Grid north,ग्रिड उत्तर
Grid northings,ग्रिड उत्तरान्तर
Grid reference,ग्रिड संदर्भ
Grid square,ग्रिड वर्ग
Grid templet (graticule templet),ग्रिड टेम्पले / ग्रिड रूपद
Grid tick,ग्रिड निशान
Grid value,ग्रिड मान
Ground verification survey,भूमि सत्यापन सर्वेक्षण
G.T.S. bench mark (great trigonometrical survey bench mark.),वृ. त्रि. स. तल चिह्न
Guide map,परिदर्शी मानचित्र
Gumming,गोंद लेपन
Gum reversal process,गोंद प्रतिलोमन प्रक्रम
Gyrocompass,घूर्णाक्षस्थायी दिक्सूचक / जायरों - कम्पास
Hachure,हैश्यूर
Hachured map,रेखाच्छादित मानचित्र / हैश्युर मानचित्र
Hachuring,हैश्यूरन
Half - tone process,हाफ - टोन - प्रक्रम
Hammer's projection,हैमर - प्रक्षेप
Hand - drawn tints,हस्तनिर्मित आभा
Hand - press,हस्तप्रैस / हैंडप्रेस
Hatchet planimeter,कुठारी क्षेत्रमापी / हैचेट प्लेनीमीटर
Hectare,हेक्टेयर
Hectograph,हेक्टोग्राफ
Height indicater,तुंगद
Height of instrument,उपकरण ऊंचाई
Helio process,सौर प्रक्रम
Heliotrope,सूर्यविकिरण संचेतक हीलियोट्रोप
Heliozincography,हीलियोजिंकोग्राफी
High oblique photography,अतितिर्थक् फोटोग्राफी / अति तिर्थक् छायांकन
Hill shading,पहाड़ी छायारंजन
Histogram,आयात चित्र
Historical atlas,ऐतिहासिक मानचित्रावली
Historical map,ऐतिहासिक मानचित्र
History sheet,वृतांत पत्र / विवर - पत्र
Homolographic projection,होमोलोग्राफीय प्रक्षेप
Homolosine projection,होमोलीसाइन प्रेक्षप
Horizon,क्षितिज
Horizon apparent,दृष्टि क्षितिज
Horizon false,अभासी क्षितिज
Horizon true,खगोलीय क्षितिज
Horizontal angle,क्षैतिज कोण
Horizontal control,क्षैतिज नियंत्रण
Horizontal equivalent,क्षैतिज तुल्यांक
Horizontal form lines,क्षैतिज आकृति रेखाएं
Horizontal plane,क्षैतिज तल
Horizontal ring,क्षैतिज वलय
Hour,घंटा
Hunterian system,हंटेरियन पद्धति
Hunter Short base,हंटर शार्ट बेस
Hydrograph,जलालेख
Hydrographic chart,जलराशिकीय संचित्र
Hydrographic charting,जलराशिकीय संचित्रण
Hydrographic map (marine chart),जल राशिकीय मानचित्र
Hydrographic survey,जल राशि सर्वेक्षण
Hydrographic symbol,जलराशिकीय प्रतीक
Hydrography,जलराशिकी
Hydrological map,जलमानचित्र
